ID;WijkenEnBuurten1997;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;Inwoners_10;Mannen_11;Vouwen_12;Personen014Jaar_13;Personen1524Jaar_14;Personen2544Jaar_15;Personen4564Jaar_16;Personen65JaarEnOuder_17;NietInGezinsverbandLevendePersonen_18;Gezinnen_19;GezinnenMetKinderen_20;GezinsgrootteGemiddelde_21;Allochtonen_22;GemiddeldInkomenPerInwoner_23;GemiddeldInkomenPerInkomensontvanger_24;HogeInkomens_25;LageInkomens_26;NietActieven_27;GemiddeldeWOZWaardeVanWoningen_28;Vestigingen_29;IndustrieEnNijverheid_30;TotaalCommercieleDienstverlening_31;Groothandel_32;Detailhandel_33;Horeca_34;ZakelijkeDienstverlening_35;OverigeCommercieleDienstverlening_36;OverigeNietCommDienstverlening_37
5438;3150007;B   ;5.0;Doorn                              ;315;00 ;07 ;108.0;3941.0;1.0;90;40;40;;15.0;22.0;44.0;;21.0;30;;;;15655.0;24368.0;49.0;;;;2;;;;;;;;
5439;3150008;B   ;5.0;Doorn                              ;315;00 ;08 ;228.0;3941.0;1.0;580;310;280;10.0;26.0;49.0;13.0;2.0;73.0;50;;;3.0;9280.0;11639.0;11.0;76.0;71.0;;2;;;;;;;;
5440;3150009;B   ;5.0;Doorn                              ;315;00 ;09 ;146.0;3941.0;1.0;200;110;90;23.0;12.0;24.0;28.0;12.0;12.0;60;70.0;3.3;;9666.0;14362.0;24.0;37.0;;;2;;;;;;;;
5441;316;G   ;4.0;Driebergen-Rijsenburg              ;316;   ;   ;985.0;;;18420;8780;9640;18.0;12.0;27.0;25.0;18.0;22.0;4720;58.0;3.0;3.0;10641.0;16359.0;28.0;37.0;19.0;106.0;7;12.0;65.0;8.0;16.0;4.0;20.0;17.0;22.0
5442;31600;W   ;4.0;Driebergen-Rijsenburg              ;316;00 ;   ;985.0;;;18410;8770;9640;18.0;12.0;27.0;25.0;18.0;22.0;4730;58.0;3.0;3.0;10641.0;16381.0;28.0;37.0;19.0;106.0;7;12.0;65.0;8.0;16.0;4.0;20.0;17.0;22.0
5443;3160001;B   ;4.0;Driebergen-Rijsenburg              ;316;00 ;01 ;821.0;3972.0;3.0;40;20;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
5444;3160002;B   ;5.0;Driebergen-Rijsenburg              ;316;00 ;02 ;197.0;3972.0;2.0;320;170;150;23.0;14.0;26.0;25.0;12.0;23.0;70;66.0;3.6;;8917.0;15338.0;26.0;41.0;29.0;123.0;2;;;;;;;;
5445;3160003;B   ;4.0;Driebergen-Rijsenburg              ;316;00 ;03 ;600.0;3971.0;1.0;1990;920;1070;14.0;13.0;22.0;31.0;20.0;21.0;530;55.0;3.0;1.0;12071.0;18605.0;39.0;34.0;15.0;146.0;4;17.0;68.0;9.0;7.0;4.0;31.0;16.0;15.0
5446;3160004;B   ;5.0;Driebergen-Rijsenburg              ;316;00 ;04 ;359.0;3971.0;3.0;320;160;160;20.0;13.0;30.0;24.0;12.0;19.0;90;67.0;3.1;3.0;8508.0;12729.0;;51.0;38.0;88.0;4;11.0;69.0;13.0;4.0;1.0;28.0;22.0;20.0
5447;3160005;B   ;4.0;Driebergen-Rijsenburg              ;316;00 ;05 ;874.0;3971.0;4.0;1780;820;960;14.0;12.0;24.0;26.0;24.0;32.0;410;56.0;3.0;1.0;11231.0;16949.0;29.0;37.0;21.0;105.0;5;11.0;69.0;11.0;8.0;4.0;25.0;21.0;20.0
5448;3160006;B   ;3.0;Driebergen-Rijsenburg              ;316;00 ;06 ;1158.0;3971.0;1.0;3390;1590;1810;15.0;11.0;26.0;25.0;23.0;25.0;900;51.0;2.9;1.0;11163.0;15224.0;24.0;38.0;20.0;99.0;6;16.0;71.0;6.0;34.0;7.0;10.0;13.0;13.0
5449;3160007;B   ;3.0;Driebergen-Rijsenburg              ;316;00 ;07 ;1001.0;3972.0;1.0;2870;1410;1460;30.0;7.0;41.0;15.0;6.0;11.0;750;71.0;3.4;2.0;8395.0;15156.0;25.0;32.0;83.0;92.0;0;;;;;;;;
5450;3160008;B   ;3.0;Driebergen-Rijsenburg              ;316;00 ;08 ;1203.0;3972.0;1.0;4300;2040;2260;17.0;13.0;27.0;26.0;16.0;23.0;1080;60.0;3.1;10.0;10029.0;15451.0;24.0;38.0;21.0;82.0;5;6.0;54.0;7.0;9.0;3.0;18.0;16.0;40.0
5451;3160009;B   ;4.0;Driebergen-Rijsenburg              ;316;00 ;09 ;944.0;3972.0;3.0;3140;1520;1630;16.0;12.0;22.0;29.0;21.0;22.0;830;53.0;2.9;3.0;11980.0;18401.0;33.0;36.0;21.0;128.0;5;11.0;62.0;5.0;9.0;2.0;27.0;18.0;28.0
5452;3160010;B   ;4.0;Driebergen-Rijsenburg              ;316;00 ;10 ;575.0;3971.0;4.0;250;130;120;18.0;11.0;25.0;26.0;20.0;23.0;60;41.0;2.9;;13341.0;18855.0;29.0;48.0;;278.0;2;;;;;;;;
5453;317;G   ;4.0;Eemnes                             ;317;   ;   ;724.0;;;8230;4100;4140;22.0;12.0;34.0;24.0;8.0;16.0;2160;69.0;3.2;1.0;9756.0;16540.0;30.0;31.0;13.0;109.0;6;24.0;62.0;14.0;13.0;3.0;15.0;16.0;14.0
5454;31700;W   ;4.0;Eemnes                             ;317;00 ;   ;724.0;;;8230;4100;4130;22.0;12.0;34.0;24.0;8.0;16.0;2160;69.0;3.2;1.0;9756.0;16540.0;30.0;31.0;13.0;109.0;6;24.0;62.0;14.0;13.0;3.0;15.0;16.0;14.0
5455;3170000;B   ;4.0;Eemnes                             ;317;00 ;00 ;646.0;3755.0;1.0;340;150;180;16.0;12.0;26.0;30.0;16.0;17.0;90;57.0;3.0;;11594.0;16744.0;31.0;40.0;;108.0;1;;;;;;;;
5456;3170001;B   ;5.0;Eemnes                             ;317;00 ;01 ;352.0;3755.0;1.0;250;140;120;21.0;9.0;27.0;27.0;16.0;14.0;70;61.0;3.3;;9098.0;17924.0;21.0;34.0;;210.0;2;;;;;;;;
5457;3170002;B   ;4.0;Eemnes                             ;317;00 ;02 ;863.0;3755.0;1.0;1600;800;780;17.0;10.0;26.0;31.0;16.0;16.0;460;56.0;2.9;;10278.0;16336.0;30.0;35.0;20.0;112.0;4;23.0;60.0;9.0;20.0;4.0;13.0;15.0;17.0
5458;3170003;B   ;5.0;Eemnes                             ;317;00 ;03 ;287.0;3755.0;1.0;500;240;250;20.0;12.0;26.0;29.0;13.0;13.0;130;64.0;3.2;;9960.0;16495.0;25.0;38.0;;189.0;3;;;;;;;;
5459;3170004;B   ;4.0;Eemnes                             ;317;00 ;04 ;788.0;3755.0;1.0;3920;1930;1980;23.0;14.0;34.0;25.0;4.0;15.0;1000;75.0;3.3;1.0;9348.0;16994.0;33.0;27.0;12.0;97.0;4;20.0;58.0;11.0;13.0;1.0;21.0;12.0;22.0
5460;3170005;B   ;4.0;Eemnes                             ;317;00 ;05 ;730.0;3755.0;1.0;1340;660;680;25.0;9.0;52.0;10.0;4.0;22.0;320;73.0;3.3;;9960.0;15792.0;24.0;29.0;94.0;93.0;0;32.0;62.0;33.0;4.0;0.0;10.0;15.0;5.0
5461;3170008;B   ;5.0;Eemnes                             ;317;00 ;08 ;229.0;3755.0;1.0;160;80;70;13.0;14.0;29.0;29.0;16.0;15.0;50;;;;12615.0;16064.0;;30.0;;;2;;;;;;;;
5462;3170009;B   ;5.0;Eemnes                             ;317;00 ;09 ;208.0;3755.0;1.0;140;80;60;20.0;15.0;27.0;28.0;10.0;12.0;40;;;;7034.0;11934.0;;46.0;;;2;;;;;;;;
5463;318;G   ;4.0;Harmelen                           ;318;   ;   ;610.0;;;8050;4000;4040;21.0;13.0;32.0;24.0;11.0;18.0;2020;68.0;3.3;1.0;10187.0;16109.0;28.0;33.0;10.0;113.0;6;23.0;62.0;10.0;16.0;4.0;16.0;17.0;15.0
5464;31800;W   ;4.0;Harmelen                           ;318;00 ;   ;610.0;;;8050;4000;4050;21.0;13.0;32.0;24.0;11.0;18.0;2020;68.0;3.3;1.0;10187.0;16109.0;28.0;33.0;10.0;113.0;6;23.0;62.0;10.0;16.0;4.0;16.0;17.0;15.0
5465;3180000;B   ;4.0;Harmelen                           ;318;00 ;00 ;693.0;3481.0;1.0;6630;3320;3310;22.0;12.0;34.0;23.0;9.0;18.0;1690;68.0;3.2;1.0;10392.0;16563.0;29.0;30.0;11.0;106.0;5;15.0;64.0;8.0;20.0;3.0;18.0;15.0;21.0
5466;3180001;B   ;5.0;Harmelen                           ;318;00 ;01 ;117.0;3481.0;1.0;240;130;110;27.0;13.0;29.0;22.0;9.0;10.0;60;68.0;3.5;;9870.0;17947.0;;42.0;;;2;;;;;;;;
5467;3180003;B   ;5.0;Harmelen                           ;318;00 ;03 ;107.0;3481.0;1.0;330;170;170;21.0;17.0;25.0;26.0;10.0;7.0;90;72.0;3.6;;10437.0;18151.0;33.0;35.0;;178.0;3;;;;;;;;
5468;3180004;B   ;5.0;Harmelen                           ;318;00 ;04 ;19.0;3481.0;1.0;130;60;60;26.0;;27.0;33.0;;12.0;30;;;;7941.0;16404.0;33.0;31.0;;;1;;;;;;;;
5469;3180005;B   ;5.0;Harmelen                           ;318;00 ;05 ;112.0;3481.0;1.0;170;90;80;19.0;23.0;25.0;25.0;8.0;6.0;50;;;;6081.0;10210.0;19.0;54.0;;;1;;;;;;;;
5470;3180009;B   ;5.0;Harmelen                           ;318;00 ;09 ;253.0;3481.0;1.0;550;240;320;10.0;9.0;21.0;22.0;38.0;40.0;120;56.0;3.0;;10165.0;12411.0;14.0;52.0;;171.0;3;;;;;;;;
5471;321;G   ;3.0;Houten                             ;321;   ;   ;1310.0;;;31480;15610;15870;28.0;10.0;37.0;17.0;8.0;14.0;8030;71.0;3.4;1.0;9302.0;16155.0;29.0;32.0;11.0;120.0;8;16.0;63.0;11.0;12.0;2.0;17.0;20.0;20.0
5472;32101;W   ;3.0;Houten                             ;321;01 ;   ;1421.0;;;28390;14040;14360;29.0;10.0;37.0;16.0;8.0;14.0;7210;71.0;3.4;1.0;9325.0;16359.0;30.0;31.0;11.0;118.0;7;15.0;65.0;11.0;13.0;2.0;19.0;20.0;20.0
5473;3210101;B   ;3.0;Houten                             ;321;01 ;01 ;1354.0;3991.0;1.0;1990;980;1010;18.0;13.0;23.0;28.0;18.0;17.0;530;57.0;3.1;1.0;10255.0;15134.0;25.0;40.0;15.0;127.0;4;16.0;67.0;6.0;22.0;5.0;12.0;22.0;17.0
5474;3210102;B   ;2.0;Houten                             ;321;01 ;02 ;1786.0;3991.0;1.0;1240;610;640;22.0;16.0;25.0;28.0;9.0;8.0;340;68.0;3.4;2.0;9688.0;15882.0;35.0;32.0;12.0;135.0;3;;;;;;;;
5475;3210103;B   ;2.0;Houten                             ;321;01 ;03 ;1936.0;3991.0;1.0;1180;590;590;27.0;16.0;32.0;20.0;5.0;11.0;290;76.0;3.6;2.0;8486.0;15429.0;22.0;30.0;93.0;113.0;0;;;;;;;;
5476;3210104;B   ;2.0;Houten                             ;321;01 ;04 ;1756.0;3992.0;1.0;3570;1770;1790;29.0;10.0;40.0;16.0;4.0;15.0;860;78.0;3.5;2.0;9756.0;17834.0;36.0;25.0;84.0;114.0;0;16.0;55.0;9.0;2.0;1.0;30.0;12.0;30.0
5477;3210105;B   ;4.0;Houten                             ;321;01 ;05 ;889.0;3991.0;1.0;890;450;440;31.0;8.0;37.0;15.0;9.0;8.0;240;65.0;3.4;1.0;10460.0;18855.0;38.0;23.0;92.0;150.0;0;;;;;;;;
5478;3210106;B   ;3.0;Houten                             ;321;01 ;06 ;1198.0;3991.0;1.0;3450;1710;1730;36.0;7.0;40.0;11.0;6.0;8.0;880;76.0;3.6;2.0;8327.0;16018.0;31.0;34.0;94.0;117.0;0;9.0;65.0;10.0;10.0;0.0;25.0;21.0;25.0
5479;3210107;B   ;3.0;Houten                             ;321;01 ;07 ;1170.0;3992.0;1.0;3610;1760;1840;35.0;8.0;43.0;11.0;4.0;9.0;920;76.0;3.6;1.0;9348.0;17879.0;36.0;25.0;64.0;125.0;0;13.0;56.0;6.0;6.0;0.0;30.0;14.0;30.0
5480;3210108;B   ;5.0;Houten                             ;321;01 ;08 ;491.0;3991.0;1.0;20;10;20;;;;;;;0;;;;;;;;;;3;;;;;;;;
5481;3210109;B   ;5.0;Houten                             ;321;01 ;09 ;301.0;3992.0;1.0;0;10;0;;;;;;;0;;;;;;;;;;4;23.0;71.0;29.0;8.0;1.0;11.0;22.0;6.0
5482;3210110;B   ;4.0;Houten                             ;321;01 ;10 ;506.0;3992.0;1.0;10;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
5483;3210111;B   ;5.0;Houten                             ;321;01 ;11 ;341.0;3991.0;5.0;440;250;200;18.0;19.0;26.0;23.0;13.0;18.0;100;73.0;3.6;;9643.0;16155.0;34.0;36.0;;177.0;3;;;;;;;;
5484;3210112;B   ;2.0;Houten                             ;321;01 ;12 ;1924.0;3995.0;2.0;1340;610;730;8.0;8.0;36.0;13.0;35.0;53.0;270;36.0;2.4;2.0;11526.0;13727.0;18.0;44.0;17.0;92.0;5;5.0;73.0;4.0;38.0;7.0;10.0;13.0;22.0
5485;3210113;B   ;2.0;Houten                             ;321;01 ;13 ;1624.0;3993.0;1.0;3210;1600;1610;29.0;11.0;39.0;15.0;6.0;13.0;830;73.0;3.4;3.0;8236.0;15202.0;27.0;32.0;15.0;101.0;3;;;;;;;;
5486;3210114;B   ;2.0;Houten                             ;321;01 ;14 ;1580.0;3994.0;1.0;2140;1060;1080;29.0;10.0;39.0;16.0;6.0;13.0;540;74.0;3.4;1.0;9688.0;16336.0;28.0;33.0;14.0;116.0;3;;;;;;;;
5487;3210115;B   ;3.0;Houten                             ;321;01 ;15 ;1075.0;3993.0;1.0;3000;1470;1540;33.0;9.0;41.0;12.0;6.0;11.0;760;78.0;3.5;2.0;8191.0;15701.0;29.0;32.0;11.0;103.0;3;;;;;;;;
5488;3210116;B   ;3.0;Houten                             ;321;01 ;16 ;1259.0;3994.0;1.0;1910;950;960;31.0;5.0;42.0;13.0;8.0;10.0;530;65.0;3.3;1.0;10278.0;18106.0;38.0;24.0;63.0;132.0;0;;;;;;;;
5489;3210117;B   ;2.0;Houten                             ;321;01 ;17 ;1591.0;3995.0;3.0;150;80;70;29.0;9.0;38.0;18.0;7.0;13.0;40;;;;11617.0;16926.0;;;;154.0;5;6.0;78.0;17.0;1.0;0.0;26.0;34.0;16.0
5490;3210118;B   ;5.0;Houten                             ;321;01 ;18 ;346.0;3994.0;1.0;250;130;130;15.0;23.0;21.0;35.0;7.0;11.0;60;74.0;3.4;;9983.0;16087.0;29.0;34.0;;155.0;1;;;;;;;;
5491;32102;W   ;5.0;Houten                             ;321;02 ;   ;44.0;;;680;350;330;17.0;13.0;32.0;29.0;8.0;12.0;190;63.0;3.1;;10437.0;15769.0;25.0;34.0;12.0;156.0;3;;;;;;;;
5492;3210201;B   ;5.0;Houten                             ;321;02 ;01 ;53.0;3999.0;1.0;440;230;210;20.0;11.0;36.0;24.0;9.0;10.0;120;65.0;3.2;;9371.0;14839.0;22.0;35.0;;153.0;2;;;;;;;;
5493;3210202;B   ;5.0;Houten                             ;321;02 ;02 ;31.0;3999.0;1.0;180;90;90;10.0;18.0;26.0;39.0;7.0;13.0;50;63.0;3.1;;12706.0;17085.0;29.0;34.0;;;1;;;;;;;;
5494;3210203;B   ;5.0;Houten                             ;321;02 ;03 ;29.0;3999.0;1.0;60;30;20;;;23.0;45.0;;20.0;20;;;;;;;;;;1;;;;;;;;
5495;32103;W   ;5.0;Houten                             ;321;03 ;   ;37.0;;;570;290;270;16.0;13.0;31.0;30.0;11.0;19.0;150;64.0;3.1;;7601.0;13568.0;17.0;36.0;12.0;143.0;3;;;;;;;;
5496;3210301;B   ;5.0;Houten                             ;321;03 ;01 ;40.0;3997.0;1.0;220;120;100;23.0;9.0;36.0;21.0;12.0;18.0;60;68.0;3.2;;7170.0;14816.0;;30.0;;123.0;2;;;;;;;;
5497;3210302;B   ;5.0;Houten                             ;321;03 ;02 ;40.0;3997.0;1.0;120;60;50;;21.0;23.0;41.0;;21.0;30;;;;7124.0;13750.0;;;;158.0;1;;;;;;;;
5498;3210303;B   ;5.0;Houten                             ;321;03 ;03 ;33.0;3997.0;1.0;230;110;120;13.0;12.0;29.0;33.0;13.0;20.0;60;63.0;3.1;;8463.0;12320.0;;40.0;;158.0;2;;;;;;;;
5499;32104;W   ;5.0;Houten                             ;321;04 ;   ;92.0;;;1840;930;910;22.0;10.0;33.0;23.0;11.0;14.0;470;69.0;3.3;1.0;8803.0;14907.0;23.0;33.0;12.0;129.0;4;29.0;51.0;12.0;7.0;2.0;8.0;22.0;19.0
5500;3210401;B   ;5.0;Houten                             ;321;04 ;01 ;104.0;3998.0;1.0;1410;700;720;23.0;10.0;34.0;22.0;11.0;14.0;370;67.0;3.3;1.0;8917.0;14725.0;22.0;34.0;13.0;123.0;4;26.0;52.0;11.0;7.0;3.0;7.0;24.0;22.0
5501;3210402;B   ;5.0;Houten                             ;321;04 ;02 ;24.0;3998.0;1.0;180;100;80;21.0;10.0;32.0;26.0;11.0;9.0;40;;;;8803.0;16109.0;;;;;1;;;;;;;;
5502;3210403;B   ;5.0;Houten                             ;321;04 ;03 ;56.0;3998.0;1.0;250;140;120;22.0;13.0;29.0;28.0;8.0;16.0;60;76.0;3.6;;7987.0;15542.0;27.0;27.0;;;2;;;;;;;;
5503;326;G   ;4.0;Leersum                            ;326;   ;   ;559.0;;;7190;3590;3590;18.0;12.0;28.0;27.0;15.0;17.0;1960;58.0;3.0;2.0;10119.0;15860.0;28.0;36.0;17.0;130.0;6;15.0;64.0;8.0;21.0;6.0;13.0;17.0;21.0
5504;32600;W   ;4.0;Leersum                            ;326;00 ;   ;559.0;;;7190;3600;3600;18.0;12.0;28.0;27.0;15.0;17.0;1950;58.0;3.0;2.0;10119.0;15860.0;28.0;36.0;17.0;130.0;6;15.0;64.0;8.0;21.0;6.0;13.0;17.0;21.0
5505;3260000;B   ;4.0;Leersum                            ;326;00 ;00 ;607.0;3956.0;1.0;6280;3120;3170;18.0;12.0;27.0;28.0;16.0;17.0;1730;57.0;3.0;2.0;10142.0;15678.0;28.0;37.0;18.0;124.0;6;14.0;65.0;7.0;22.0;6.0;14.0;16.0;22.0
5506;3260001;B   ;5.0;Leersum                            ;326;00 ;01 ;106.0;3956.0;1.0;80;30;50;17.0;;23.0;40.0;;15.0;30;;;;;;;;;;2;;;;;;;;
5507;3260007;B   ;5.0;Leersum                            ;326;00 ;07 ;43.0;3956.0;1.0;320;180;140;14.0;16.0;28.0;25.0;17.0;24.0;80;60.0;3.1;;9870.0;15633.0;27.0;32.0;;237.0;2;;;;;;;;
5508;3260008;B   ;5.0;Leersum                            ;326;00 ;08 ;143.0;3956.0;1.0;310;160;140;33.0;9.0;40.0;14.0;4.0;17.0;70;77.0;3.6;;9461.0;24481.0;;;;;1;;;;;;;;
5509;3260009;B   ;5.0;Leersum                            ;326;00 ;09 ;18.0;3956.0;1.0;200;100;100;21.0;16.0;26.0;24.0;13.0;11.0;60;62.0;3.5;;8735.0;13818.0;;43.0;;;1;;;;;;;;
5510;327;G   ;3.0;Leusden                            ;327;   ;   ;1132.0;;;28000;13790;14220;21.0;12.0;32.0;24.0;11.0;16.0;7390;65.0;3.2;1.0;10210.0;16654.0;32.0;31.0;11.0;103.0;7;12.0;68.0;12.0;14.0;4.0;21.0;17.0;20.0
5511;32700;W   ;3.0;Leusden                            ;327;00 ;   ;1322.0;;;9680;4760;4930;25.0;13.0;37.0;20.0;6.0;15.0;2460;73.0;3.3;1.0;9779.0;16586.0;32.0;31.0;96.0;95.0;0;7.0;72.0;7.0;25.0;3.0;21.0;17.0;21.0
5512;3270000;B   ;2.0;Leusden                            ;327;00 ;00 ;1771.0;3831.0;1.0;640;290;350;4.0;4.0;25.0;21.0;45.0;43.0;170;14.0;2.2;;14249.0;16041.0;28.0;31.0;15.0;91.0;5;1.0;90.0;3.0;57.0;6.0;8.0;17.0;9.0
5513;3270001;B   ;2.0;Leusden                            ;327;00 ;01 ;1835.0;3831.0;1.0;770;380;380;19.0;15.0;34.0;26.0;6.0;16.0;200;72.0;3.2;;10255.0;16381.0;32.0;30.0;10.0;85.0;2;;;;;;;;
5514;3270002;B   ;2.0;Leusden                            ;327;00 ;02 ;1725.0;3831.0;1.0;1000;460;540;23.0;14.0;35.0;24.0;3.0;17.0;250;71.0;3.3;5.0;9439.0;15406.0;25.0;36.0;11.0;86.0;2;;;;;;;;
5515;3270003;B   ;3.0;Leusden                            ;327;00 ;03 ;1382.0;3831.0;1.0;1130;570;560;26.0;15.0;36.0;22.0;2.0;10.0;290;78.0;3.5;1.0;10323.0;18151.0;40.0;28.0;53.0;110.0;0;;;;;;;;
5516;3270004;B   ;2.0;Leusden                            ;327;00 ;04 ;1615.0;3834.0;1.0;560;250;310;22.0;10.0;44.0;14.0;10.0;36.0;120;74.0;3.0;3.0;7987.0;12570.0;10.0;46.0;16.0;64.0;1;;;;;;;;
5517;3270005;B   ;3.0;Leusden                            ;327;00 ;05 ;1254.0;3834.0;1.0;1110;580;540;26.0;14.0;34.0;24.0;2.0;8.0;290;77.0;3.5;;9756.0;18015.0;35.0;25.0;;113.0;3;;;;;;;;
5518;3270006;B   ;4.0;Leusden                            ;327;00 ;06 ;852.0;3834.0;1.0;800;400;390;29.0;;37.0;20.0;;5.0;210;81.0;3.6;;9529.0;17947.0;38.0;27.0;72.0;118.0;0;;;;;;;;
5519;3270007;B   ;3.0;Leusden                            ;327;00 ;07 ;1044.0;3833.0;1.0;1390;690;710;29.0;12.0;43.0;14.0;3.0;12.0;360;78.0;3.4;1.0;9484.0;16767.0;33.0;28.0;72.0;84.0;0;;;;;;;;
5520;3270008;B   ;4.0;Leusden                            ;327;00 ;08 ;887.0;3833.0;1.0;1950;960;990;30.0;12.0;40.0;16.0;2.0;13.0;470;81.0;3.6;1.0;8826.0;17221.0;36.0;28.0;10.0;96.0;3;;;;;;;;
5521;3270009;B   ;5.0;Leusden                            ;327;00 ;09 ;452.0;3831.0;3.0;330;180;150;15.0;16.0;29.0;27.0;13.0;10.0;90;66.0;3.3;;10255.0;14453.0;26.0;44.0;;;2;;;;;;;;
5522;32701;W   ;3.0;Leusden                            ;327;01 ;   ;1407.0;;;10820;5270;5550;19.0;12.0;27.0;28.0;14.0;17.0;2880;63.0;3.1;1.0;10732.0;17130.0;34.0;31.0;13.0;103.0;6;11.0;69.0;14.0;9.0;4.0;24.0;18.0;20.0
5523;3270100;B   ;3.0;Leusden                            ;327;01 ;00 ;1387.0;3833.0;3.0;1210;550;660;11.0;10.0;22.0;26.0;31.0;27.0;320;48.0;2.8;;11617.0;15769.0;25.0;34.0;16.0;120.0;4;12.0;68.0;7.0;20.0;10.0;12.0;19.0;20.0
5524;3270101;B   ;3.0;Leusden                            ;327;01 ;01 ;1362.0;3831.0;1.0;520;260;260;15.0;12.0;20.0;41.0;12.0;12.0;160;55.0;2.8;4.0;11413.0;17198.0;31.0;29.0;26.0;109.0;2;;;;;;;;
5525;3270102;B   ;2.0;Leusden                            ;327;01 ;02 ;1749.0;3831.0;1.0;750;320;430;18.0;10.0;16.0;22.0;34.0;24.0;180;57.0;3.2;;11208.0;19218.0;40.0;37.0;;123.0;3;;;;;;;;
5526;3270103;B   ;2.0;Leusden                            ;327;01 ;03 ;1891.0;3831.0;1.0;1230;610;620;19.0;11.0;31.0;34.0;5.0;14.0;350;61.0;3.0;1.0;11549.0;18900.0;42.0;24.0;12.0;113.0;4;9.0;71.0;17.0;9.0;0.0;32.0;14.0;19.0
5527;3270104;B   ;3.0;Leusden                            ;327;01 ;04 ;1420.0;3831.0;1.0;480;250;240;25.0;8.0;33.0;28.0;6.0;17.0;120;68.0;3.3;;11367.0;17448.0;37.0;26.0;16.0;91.0;1;;;;;;;;
5528;3270105;B   ;3.0;Leusden                            ;327;01 ;05 ;1361.0;3831.0;1.0;1330;680;660;22.0;10.0;35.0;26.0;7.0;18.0;340;69.0;3.2;1.0;11299.0;18650.0;42.0;25.0;73.0;103.0;0;;;;;;;;
5529;3270106;B   ;3.0;Leusden                            ;327;01 ;06 ;1063.0;3831.0;1.0;1720;860;850;23.0;17.0;29.0;27.0;5.0;10.0;460;74.0;3.3;2.0;9484.0;16336.0;31.0;32.0;10.0;91.0;3;;;;;;;;
5530;3270107;B   ;3.0;Leusden                            ;327;01 ;07 ;1480.0;3833.0;1.0;900;440;460;24.0;14.0;23.0;30.0;9.0;7.0;250;65.0;3.3;;9643.0;17448.0;38.0;24.0;11.0;98.0;2;;;;;;;;
5531;3270108;B   ;3.0;Leusden                            ;327;01 ;08 ;1466.0;3833.0;1.0;2420;1160;1270;19.0;13.0;25.0;26.0;17.0;19.0;630;60.0;3.1;1.0;10505.0;16381.0;33.0;33.0;18.0;91.0;4;5.0;70.0;6.0;13.0;2.0;34.0;15.0;25.0
5532;3270109;B   ;4.0;Leusden                            ;327;01 ;09 ;616.0;3833.0;3.0;250;130;120;14.0;18.0;24.0;35.0;10.0;12.0;60;64.0;3.3;;9756.0;14430.0;27.0;41.0;;179.0;5;15.0;71.0;23.0;4.0;2.0;19.0;23.0;14.0
5533;32702;W   ;5.0;Leusden                            ;327;02 ;   ;294.0;;;2800;1420;1370;18.0;11.0;25.0;31.0;14.0;15.0;800;54.0;3.0;1.0;10346.0;17425.0;35.0;32.0;12.0;132.0;5;13.0;65.0;9.0;12.0;9.0;19.0;15.0;22.0
5534;3270200;B   ;5.0;Leusden                            ;327;02 ;00 ;341.0;3832.0;1.0;1970;970;990;18.0;11.0;24.0;33.0;15.0;11.0;590;52.0;2.9;1.0;10981.0;17743.0;37.0;30.0;13.0;123.0;4;12.0;61.0;7.0;17.0;6.0;18.0;14.0;27.0
5535;3270209;B   ;5.0;Leusden                            ;327;02 ;09 ;134.0;3832.0;1.0;830;450;380;18.0;13.0;28.0;27.0;14.0;24.0;200;59.0;3.1;1.0;8803.0;16563.0;31.0;37.0;;169.0;4;15.0;68.0;11.0;8.0;12.0;21.0;16.0;17.0
5536;32703;W   ;5.0;Leusden                            ;327;03 ;   ;199.0;;;2510;1240;1270;19.0;11.0;28.0;25.0;17.0;16.0;660;61.0;3.2;;9938.0;14566.0;23.0;38.0;94.0;115.0;0;22.0;58.0;16.0;14.0;5.0;10.0;13.0;20.0
5537;3270300;B   ;5.0;Leusden                            ;327;03 ;00 ;235.0;3791.0;1.0;1820;880;940;18.0;10.0;28.0;26.0;18.0;18.0;480;59.0;3.1;;9915.0;14634.0;23.0;37.0;10.0;108.0;4;23.0;54.0;9.0;17.0;6.0;9.0;13.0;23.0
5538;3270309;B   ;5.0;Leusden                            ;327;03 ;09 ;87.0;3791.0;4.0;690;360;330;20.0;13.0;29.0;24.0;14.0;12.0;180;66.0;3.3;;10029.0;14362.0;24.0;41.0;;167.0;3;;;;;;;;
5539;32704;W   ;5.0;Leusden                            ;327;04 ;   ;191.0;;;300;150;150;17.0;11.0;29.0;24.0;19.0;13.0;90;54.0;3.0;;9983.0;14929.0;21.0;43.0;;134.0;2;;;;;;;;
5540;3270400;B   ;5.0;Leusden                            ;327;04 ;00 ;191.0;3835.0;1.0;300;160;140;17.0;11.0;29.0;24.0;19.0;13.0;80;54.0;3.0;;9983.0;14929.0;21.0;43.0;;134.0;2;;;;;;;;
