ID;RegioS;BedrijfstakkenBranchesSBI93;Perioden;Investeringen_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8
138;Nederland Totaal;26 Glas-, aardewerk-, cement-, kalkind.;2003;234.6;4.7;26.9;6.1;17.0;9.5;155.9;14.4
139;Nederland Totaal;26 Glas-, aardewerk-, cement-, kalkind.;2004;241.5;8.5;32.3;7.6;12.1;6.4;162.6;12.1
140;Nederland Totaal;26 Glas-, aardewerk-, cement-, kalkind.;2005;193.4;3.0;24.4;3.8;17.0;6.5;122.6;16.0
141;Nederland Totaal;26 Glas-, aardewerk-, cement-, kalkind.;2006;271.9;10.6;30.5;5.1;21.6;6.8;179.8;17.6
142;Nederland Totaal;26 Glas-, aardewerk-, cement-, kalkind.;2007;300.3;6.5;43.4;6.1;19.7;7.6;193.7;23.3
143;Nederland Totaal;26 Glas-, aardewerk-, cement-, kalkind.;2008;315.7;5.1;31.2;5.8;26.5;5.3;228.2;13.6
144;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2000;1190.4;8.9;200.8;6.4;52.2;45.3;844.2;32.5
145;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2001;773.8;22.1;111.3;36.3;44.6;41.7;475.5;42.3
146;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2002;631.0;8.4;85.3;22.4;40.8;32.1;403.7;38.3
147;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2003;680.5;17.3;113.5;8.5;36.1;25.4;444.4;35.1
148;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2004;579.5;10.2;79.6;2.8;42.7;25.0;383.2;36.1
149;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2005;595.9;5.6;62.3;7.2;45.2;27.5;403.4;44.8
150;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2006;805.5;6.6;125.6;6.8;47.9;25.0;539.7;54.0
151;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2007;1097.6;9.8;152.0;14.8;69.8;37.1;716.7;97.4
152;Nederland Totaal;DJ Basismetaal- en metaalproductenind.;2008;925.6;15.7;209.0;14.1;67.6;24.1;521.5;73.6
153;Nederland Totaal;27 Basismetaalindustrie;2000;573.0;0.1;111.1;2.5;3.3;11.9;438.0;6.1
154;Nederland Totaal;27 Basismetaalindustrie;2001;250.5;1.6;26.9;34.0;3.5;7.3;173.7;3.5
155;Nederland Totaal;27 Basismetaalindustrie;2002;159.2;0.5;7.0;18.6;3.9;4.1;119.4;5.6
156;Nederland Totaal;27 Basismetaalindustrie;2003;243.5;0.5;33.1;5.4;2.0;2.7;195.2;4.6
157;Nederland Totaal;27 Basismetaalindustrie;2004;146.3;0.3;16.8;0.7;2.1;2.1;118.2;6.0
158;Nederland Totaal;27 Basismetaalindustrie;2005;169.6;0.7;15.0;3.6;2.1;3.7;127.3;17.2
159;Nederland Totaal;27 Basismetaalindustrie;2006;262.0;0.0;12.9;0.6;2.7;2.5;227.4;15.9
160;Nederland Totaal;27 Basismetaalindustrie;2007;422.8;2.3;33.5;4.7;3.2;11.0;329.8;38.3
161;Nederland Totaal;27 Basismetaalindustrie;2008;188.6;0.5;30.6;8.8;3.4;2.1;125.9;17.4
162;Nederland Totaal;28 Metaalproductenindustrie;2000;617.4;8.8;89.7;3.9;48.8;33.4;406.2;26.5
163;Nederland Totaal;28 Metaalproductenindustrie;2001;523.4;20.5;84.4;2.3;41.1;34.4;301.9;38.7
164;Nederland Totaal;28 Metaalproductenindustrie;2002;471.8;7.9;78.3;3.8;36.9;28.0;284.3;32.7
165;Nederland Totaal;28 Metaalproductenindustrie;2003;436.9;16.8;80.5;3.2;34.1;22.6;249.2;30.5
166;Nederland Totaal;28 Metaalproductenindustrie;2004;433.2;9.9;62.7;2.1;40.6;22.9;265.0;30.1
167;Nederland Totaal;28 Metaalproductenindustrie;2005;426.3;5.0;47.3;3.6;43.1;23.8;276.1;27.6
168;Nederland Totaal;28 Metaalproductenindustrie;2006;543.5;6.6;112.7;6.2;45.2;22.5;312.2;38.1
169;Nederland Totaal;28 Metaalproductenindustrie;2007;674.8;7.5;118.5;10.1;66.6;26.1;386.9;59.2
170;Nederland Totaal;28 Metaalproductenindustrie;2008;737.1;15.3;178.4;5.3;64.3;22.0;395.7;56.2
171;Nederland Totaal;DK Machine- en apparatenindustrie;2000;548.0;18.2;112.9;4.8;31.7;63.9;273.4;43.1
172;Nederland Totaal;DK Machine- en apparatenindustrie;2001;624.2;7.1;110.6;3.6;30.5;89.9;353.1;29.4
173;Nederland Totaal;DK Machine- en apparatenindustrie;2002;423.1;5.7;67.5;6.8;19.3;63.6;222.3;37.9
174;Nederland Totaal;DK Machine- en apparatenindustrie;2003;358.8;5.6;77.1;1.5;23.9;37.3;163.3;50.1
175;Nederland Totaal;DK Machine- en apparatenindustrie;2004;359.0;7.4;56.0;2.5;28.5;41.2;152.2;71.2
176;Nederland Totaal;DK Machine- en apparatenindustrie;2005;350.3;3.9;47.0;0.8;26.3;48.1;158.8;65.4
177;Nederland Totaal;DK Machine- en apparatenindustrie;2006;430.9;2.6;73.4;2.0;39.0;46.4;192.6;75.0
178;Nederland Totaal;DK Machine- en apparatenindustrie;2007;799.6;14.7;231.0;7.7;30.7;49.1;367.8;98.5
179;Nederland Totaal;DK Machine- en apparatenindustrie;2008;604.5;8.7;124.4;8.5;32.2;43.4;329.8;57.4
180;Nederland Totaal;29 Machine- en apparatenindustrie;2000;548.0;18.2;112.9;4.8;31.7;63.9;273.4;43.1
181;Nederland Totaal;29 Machine- en apparatenindustrie;2001;624.2;7.1;110.6;3.6;30.5;89.9;353.1;29.4
182;Nederland Totaal;29 Machine- en apparatenindustrie;2002;423.1;5.7;67.5;6.8;19.3;63.6;222.3;37.9
183;Nederland Totaal;29 Machine- en apparatenindustrie;2003;358.8;5.6;77.1;1.5;23.9;37.3;163.3;50.1
184;Nederland Totaal;29 Machine- en apparatenindustrie;2004;359.0;7.4;56.0;2.5;28.5;41.2;152.2;71.2
185;Nederland Totaal;29 Machine- en apparatenindustrie;2005;350.3;3.9;47.0;0.8;26.3;48.1;158.8;65.4
186;Nederland Totaal;29 Machine- en apparatenindustrie;2006;430.9;2.6;73.4;2.0;39.0;46.4;192.6;75.0
187;Nederland Totaal;29 Machine- en apparatenindustrie;2007;799.6;14.7;231.0;7.7;30.7;49.1;367.8;98.5
188;Nederland Totaal;29 Machine- en apparatenindustrie;2008;604.5;8.7;124.4;8.5;32.2;43.4;329.8;57.4
189;Nederland Totaal;DL Elektrische en optische apparatenind.;2000;794.6;4.7;100.5;2.5;23.4;50.9;556.1;56.5
190;Nederland Totaal;DL Elektrische en optische apparatenind.;2001;730.1;3.8;89.4;1.4;13.6;59.1;495.3;67.5
191;Nederland Totaal;DL Elektrische en optische apparatenind.;2002;696.1;1.2;180.3;0.8;12.6;42.5;414.3;44.5
192;Nederland Totaal;DL Elektrische en optische apparatenind.;2003;524.8;1.5;93.9;1.2;12.3;71.5;303.4;41.1
193;Nederland Totaal;DL Elektrische en optische apparatenind.;2004;463.8;0.7;143.7;11.0;10.5;27.0;211.0;59.8
194;Nederland Totaal;DL Elektrische en optische apparatenind.;2005;467.6;0.6;96.2;0.7;10.8;25.9;248.8;84.7
195;Nederland Totaal;DL Elektrische en optische apparatenind.;2006;566.1;3.2;189.9;1.3;11.9;29.2;282.2;48.3
196;Nederland Totaal;DL Elektrische en optische apparatenind.;2007;355.9;2.4;49.8;2.0;11.9;41.9;215.6;32.4
197;Nederland Totaal;DL Elektrische en optische apparatenind.;2008;;;;;;;;
198;Nederland Totaal;30 Kantoormachine- en computerindustrie;2000;;;;;;;;
199;Nederland Totaal;30 Kantoormachine- en computerindustrie;2001;;;;;;;;
200;Nederland Totaal;30 Kantoormachine- en computerindustrie;2002;;;;;;;;
201;Nederland Totaal;30 Kantoormachine- en computerindustrie;2003;;;;;;;;
202;Nederland Totaal;30 Kantoormachine- en computerindustrie;2004;;;;;;;;
203;Nederland Totaal;30 Kantoormachine- en computerindustrie;2005;;;;;;;;
204;Nederland Totaal;30 Kantoormachine- en computerindustrie;2006;35.2;2.4;3.4;0.0;0.4;2.7;18.5;7.8
205;Nederland Totaal;30 Kantoormachine- en computerindustrie;2007;;;;;;;;
206;Nederland Totaal;30 Kantoormachine- en computerindustrie;2008;;;;;;;;
207;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2000;;;;;;;;
208;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2001;;;;;;;;
209;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2002;;;;;;;;
210;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2003;;;;;;;;
211;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2004;;;;;;;;
212;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2005;;;;;;;;
213;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2006;;;;;;;;
214;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2007;87.0;1.2;7.5;0.0;0.8;15.9;58.7;2.9
215;Nederland Totaal;32 Audio-, video-, telecomapparatenind.;2008;;;;;;;;
216;Nederland Totaal;DM Transportmiddelenindustrie;2000;186.5;3.4;41.4;7.0;11.1;14.1;95.8;13.7
217;Nederland Totaal;DM Transportmiddelenindustrie;2001;255.8;1.0;53.4;5.5;12.8;15.2;140.7;27.2
218;Nederland Totaal;DM Transportmiddelenindustrie;2002;168.8;0.2;40.7;2.9;10.1;14.5;79.4;20.9
219;Nederland Totaal;DM Transportmiddelenindustrie;2003;244.6;1.8;61.3;3.2;10.5;14.0;129.6;24.2
220;Nederland Totaal;DM Transportmiddelenindustrie;2004;215.8;2.8;49.7;2.6;10.9;11.2;103.9;34.7
221;Nederland Totaal;DM Transportmiddelenindustrie;2005;259.4;3.5;54.5;4.2;12.8;12.0;154.7;17.7
222;Nederland Totaal;DM Transportmiddelenindustrie;2006;267.7;2.7;75.5;1.3;24.6;17.2;123.7;22.7
223;Nederland Totaal;DM Transportmiddelenindustrie;2007;391.0;5.7;109.2;11.0;16.1;13.9;197.1;38.2
224;Nederland Totaal;DM Transportmiddelenindustrie;2008;;;;;;;;
225;Nederland Totaal;35 Overige transportmiddelenindustrie;2000;88.4;1.6;30.4;6.5;5.1;7.3;31.3;6.2
226;Nederland Totaal;35 Overige transportmiddelenindustrie;2001;91.4;0.6;26.4;4.3;3.9;9.0;35.7;11.5
227;Nederland Totaal;35 Overige transportmiddelenindustrie;2002;87.0;0.2;25.8;1.6;4.7;8.0;36.1;10.7
