ID;Groentesoort;Regio;Jaar;TotaleProductieOppervlakte_1;Contractteelt_2
380;Knolselderij;Overige provincies;1997;26.0;5.0
381;Knolselderij;Overige provincies;1998;2.0;0.0
382;Knolselderij;Overige provincies;1999;24.0;0.0
383;Knolselderij;Overige provincies;2000;25.0;9.0
384;Knolvenkel;Nederland;1995;319.0;0.0
385;Knolvenkel;Nederland;1996;224.0;20.0
386;Knolvenkel;Nederland;1997;324.0;81.0
387;Knolvenkel;Nederland;1998;132.0;30.0
388;Knolvenkel;Nederland;1999;246.0;34.0
389;Knolvenkel;Nederland;2000;196.0;1.0
390;Knolvenkel;Flevoland;1995;;
391;Knolvenkel;Flevoland;1996;;
392;Knolvenkel;Flevoland;1997;;
393;Knolvenkel;Flevoland;1998;;
394;Knolvenkel;Flevoland;1999;;
395;Knolvenkel;Flevoland;2000;;
396;Knolvenkel;Gelderland en Zeeland;1995;;
397;Knolvenkel;Gelderland en Zeeland;1996;;
398;Knolvenkel;Gelderland en Zeeland;1997;;
399;Knolvenkel;Gelderland en Zeeland;1998;;
400;Knolvenkel;Gelderland en Zeeland;1999;;
401;Knolvenkel;Gelderland en Zeeland;2000;;
402;Knolvenkel;Noord-Holland;1995;;
403;Knolvenkel;Noord-Holland;1996;;
404;Knolvenkel;Noord-Holland;1997;;
405;Knolvenkel;Noord-Holland;1998;;
406;Knolvenkel;Noord-Holland;1999;;
407;Knolvenkel;Noord-Holland;2000;;
408;Knolvenkel;Zuid-Holland;1995;;
409;Knolvenkel;Zuid-Holland;1996;;
410;Knolvenkel;Zuid-Holland;1997;;
411;Knolvenkel;Zuid-Holland;1998;;
412;Knolvenkel;Zuid-Holland;1999;;
413;Knolvenkel;Zuid-Holland;2000;;
414;Knolvenkel;Noord-Brabant;1995;;
415;Knolvenkel;Noord-Brabant;1996;;
416;Knolvenkel;Noord-Brabant;1997;;
417;Knolvenkel;Noord-Brabant;1998;;
418;Knolvenkel;Noord-Brabant;1999;;
419;Knolvenkel;Noord-Brabant;2000;;
420;Knolvenkel;Limburg;1995;;
421;Knolvenkel;Limburg;1996;;
422;Knolvenkel;Limburg;1997;;
423;Knolvenkel;Limburg;1998;;
424;Knolvenkel;Limburg;1999;;
425;Knolvenkel;Limburg;2000;;
426;Knolvenkel;Overige provincies;1995;;
427;Knolvenkel;Overige provincies;1996;;
428;Knolvenkel;Overige provincies;1997;;
429;Knolvenkel;Overige provincies;1998;;
430;Knolvenkel;Overige provincies;1999;;
431;Knolvenkel;Overige provincies;2000;;
432;Koolraap;Nederland;1995;123.0;68.0
433;Koolraap;Nederland;1996;181.0;104.0
434;Koolraap;Nederland;1997;63.0;48.0
435;Koolraap;Nederland;1998;89.0;46.0
436;Koolraap;Nederland;1999;115.0;64.0
437;Koolraap;Nederland;2000;42.0;20.0
438;Koolraap;Flevoland;1995;;
439;Koolraap;Flevoland;1996;;
440;Koolraap;Flevoland;1997;;
441;Koolraap;Flevoland;1998;;
442;Koolraap;Flevoland;1999;;
443;Koolraap;Flevoland;2000;;
444;Koolraap;Gelderland en Zeeland;1995;;
445;Koolraap;Gelderland en Zeeland;1996;;
446;Koolraap;Gelderland en Zeeland;1997;;
447;Koolraap;Gelderland en Zeeland;1998;;
448;Koolraap;Gelderland en Zeeland;1999;;
449;Koolraap;Gelderland en Zeeland;2000;;
450;Koolraap;Noord-Holland;1995;;
451;Koolraap;Noord-Holland;1996;;
452;Koolraap;Noord-Holland;1997;;
453;Koolraap;Noord-Holland;1998;;
454;Koolraap;Noord-Holland;1999;;
455;Koolraap;Noord-Holland;2000;;
456;Koolraap;Zuid-Holland;1995;;
457;Koolraap;Zuid-Holland;1996;;
458;Koolraap;Zuid-Holland;1997;;
459;Koolraap;Zuid-Holland;1998;;
460;Koolraap;Zuid-Holland;1999;;
461;Koolraap;Zuid-Holland;2000;;
462;Koolraap;Noord-Brabant;1995;;
463;Koolraap;Noord-Brabant;1996;;
464;Koolraap;Noord-Brabant;1997;;
465;Koolraap;Noord-Brabant;1998;;
466;Koolraap;Noord-Brabant;1999;;
467;Koolraap;Noord-Brabant;2000;;
468;Koolraap;Limburg;1995;;
469;Koolraap;Limburg;1996;;
470;Koolraap;Limburg;1997;;
471;Koolraap;Limburg;1998;;
472;Koolraap;Limburg;1999;;
473;Koolraap;Limburg;2000;;
474;Koolraap;Overige provincies;1995;;
475;Koolraap;Overige provincies;1996;;
476;Koolraap;Overige provincies;1997;;
477;Koolraap;Overige provincies;1998;;
478;Koolraap;Overige provincies;1999;;
479;Koolraap;Overige provincies;2000;;
480;Kroten;Nederland;1995;408.0;29.0
481;Kroten;Nederland;1996;259.0;20.0
482;Kroten;Nederland;1997;338.0;42.0
483;Kroten;Nederland;1998;372.0;69.0
484;Kroten;Nederland;1999;512.0;95.0
485;Kroten;Nederland;2000;349.0;68.0
486;Kroten;Flevoland;1995;25.0;12.0
487;Kroten;Flevoland;1996;82.0;5.0
488;Kroten;Flevoland;1997;47.0;19.0
489;Kroten;Flevoland;1998;52.0;23.0
490;Kroten;Flevoland;1999;108.0;21.0
491;Kroten;Flevoland;2000;75.0;13.0
492;Kroten;Gelderland en Zeeland;1995;12.0;2.0
493;Kroten;Gelderland en Zeeland;1996;6.0;0.0
494;Kroten;Gelderland en Zeeland;1997;11.0;0.0
495;Kroten;Gelderland en Zeeland;1998;17.0;3.0
496;Kroten;Gelderland en Zeeland;1999;18.0;6.0
497;Kroten;Gelderland en Zeeland;2000;14.0;1.0
498;Kroten;Noord-Holland;1995;249.0;0.0
499;Kroten;Noord-Holland;1996;129.0;8.0
500;Kroten;Noord-Holland;1997;226.0;20.0
501;Kroten;Noord-Holland;1998;261.0;27.0
502;Kroten;Noord-Holland;1999;290.0;46.0
503;Kroten;Noord-Holland;2000;197.0;29.0
504;Kroten;Zuid-Holland;1995;40.0;0.0
505;Kroten;Zuid-Holland;1996;22.0;4.0
506;Kroten;Zuid-Holland;1997;27.0;0.0
507;Kroten;Zuid-Holland;1998;7.0;0.0
508;Kroten;Zuid-Holland;1999;41.0;0.0
509;Kroten;Zuid-Holland;2000;14.0;0.0
510;Kroten;Noord-Brabant;1995;39.0;3.0
511;Kroten;Noord-Brabant;1996;7.0;3.0
512;Kroten;Noord-Brabant;1997;9.0;3.0
513;Kroten;Noord-Brabant;1998;14.0;7.0
514;Kroten;Noord-Brabant;1999;38.0;22.0
515;Kroten;Noord-Brabant;2000;24.0;16.0
516;Kroten;Limburg;1995;3.0;0.0
517;Kroten;Limburg;1996;0.0;0.0
518;Kroten;Limburg;1997;4.0;0.0
519;Kroten;Limburg;1998;1.0;0.0
520;Kroten;Limburg;1999;6.0;0.0
521;Kroten;Limburg;2000;1.0;0.0
522;Kroten;Overige provincies;1995;38.0;12.0
523;Kroten;Overige provincies;1996;12.0;1.0
524;Kroten;Overige provincies;1997;14.0;1.0
525;Kroten;Overige provincies;1998;20.0;10.0
526;Kroten;Overige provincies;1999;11.0;0.0
527;Kroten;Overige provincies;2000;25.0;9.0
528;Peen (totaal);Nederland;1995;8549.0;4630.0
529;Peen (totaal);Nederland;1996;8290.0;3733.0
530;Peen (totaal);Nederland;1997;6741.0;3732.0
531;Peen (totaal);Nederland;1998;8237.0;4894.0
532;Peen (totaal);Nederland;1999;9300.0;4329.0
533;Peen (totaal);Nederland;2000;8164.0;4334.0
