ID;Slibkenmerken;Perioden;TotaalHoeveelheidSlibAfgevoerd_1;LandbouwBodem_2;DiervoedersDestructiebedrijven_3;Composteren_4;Storten_5;Verbranden_6;Vergisten_7;InzetAlsBrandstof_8;OverigeBestemmingen_9;TotaalDrogeStofAfgevoerd_10;LandbouwBodem_11;DiervoedersDestructiebedrijven_12;Composteren_13;Storten_14;Verbranden_15;Vergisten_16;InzetAlsBrandstof_17;OverigeBestemmingen_18
199;Slibsoort: aëroob surplusslib;2000;654351;247039;26653;5824;74920;133958;;;165957;119801;29309;3009;894;18099;27438;;;41053
200;Slibsoort: aëroob surplusslib;2001;635865;253463;15268;35309;62472;126711;;;142644;108703;21001;1624;8720;17233;32472;;;27652
201;Slibsoort: aëroob surplusslib;2002;821780;320285;1533;53611;94061;166855;;;185435;136890;32480;84;13269;9785;34200;;;47072
202;Slibsoort: aëroob surplusslib;2003;698502;271999;8885;31347;72534;131869;;;181868;100736;29403;579;7709;6859;25812;;;30374
203;Slibsoort: aëroob surplusslib;2004;664305;233181;6307;56776;10438;145676;;;211927;85459;22430;1136;11079;3332;25604;;;21879
204;Slibsoort: aëroob surplusslib;2005;600750;276012;7248;48935;9835;128823;;;129898;82538;29092;1134;7898;2737;20495;;;21182
205;Slibsoort: aëroob surplusslib;2006;486794;183983;1799;68456;10662;85480;;;136413;74951;22246;86;8131;3975;18175;;;22338
206;Slibsoort: aëroob surplusslib;2007;534908;191951;1539;91437;13342;95986;;;140654;76179;17507;75;12483;5435;18922;;;21758
207;Slibsoort: aëroob surplusslib;2008;715825;215552;1969;72554;12030;135202;;;278518;88545;17861;81;9850;4446;15027;;;41280
208;Slibsoort: aëroob surplusslib;2009;606651;165505;2064;63254;17321;105907;;;252600;83649;14697;93;8831;4342;9709;;;45977
209;Slibsoort: aëroob surplusslib;2010;613433;163694;1378;48766;36011;65325;;;298260;86419;13541;59;7974;8321;6799;;;49724
210;Slibsoort: aëroob surplusslib;2011;636214;125818;1895;52816;28194;54205;;;373285;93852;11999;83;9731;8322;11744;;;51972
211;Slibsoort: aëroob surplusslib;2012;605177;143158;1200;77378;16605;57785;;;309051;86805;14903;62;14490;4448;7203;;;45699
212;Slibsoort: aëroob surplusslib;2013;594928;163200;10372;94282;25583;81281;40213.0;75455.0;104543;84189;18326;892;15841;4821;6774;3554.0;13961.0;20021
213;Slibsoort: aëroob surplusslib;2014;527644;128757;14663;85399;19689;44796;67706.0;66596.0;100038;67888;10779;1226;18043;3819;5172;5899.0;5315.0;17634
214;Slibsoort: aëroob surplusslib;2015;544473;116111;16997;108104;15694;53827;67728.0;49989.0;116023;72456;11824;1436;20292;1303;6443;4804.0;4794.0;21561
215;Slibsoort: aëroob surplusslib;2016;629622;100982;772;77099;15569;77635;134327.0;47684.0;175554;88068;9438;42;16049;1881;6853;21165.0;5973.0;26665
216;Slibsoort: anaëroob surplusslib;1993;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
217;Slibsoort: anaëroob surplusslib;1994;4214;0;1162;0;2007;0;;;1045;202;0;83;0;32;0;;;88
218;Slibsoort: anaëroob surplusslib;1995;5660;45;0;0;2020;0;;;3595;479;2;0;0;223;0;;;254
219;Slibsoort: anaëroob surplusslib;1996;4994;0;0;15;1010;0;;;3969;527;0;0;2;203;0;;;323
220;Slibsoort: anaëroob surplusslib;1997;10179;0;1011;663;1020;1815;;;5670;961;0;231;157;200;44;;;330
221;Slibsoort: anaëroob surplusslib;1998;6936;0;400;0;1153;0;;;5383;579;0;60;0;178;0;;;341
222;Slibsoort: anaëroob surplusslib;1999;5853;0;0;70;376;135;;;5272;391;0;0;1;34;30;;;326
223;Slibsoort: anaëroob surplusslib;2000;8118;0;0;70;1185;313;;;6550;579;0;0;1;119;36;;;424
224;Slibsoort: anaëroob surplusslib;2001;4535;0;0;0;0;178;;;4357;228;0;0;0;0;5;;;223
225;Slibsoort: anaëroob surplusslib;2002;17742;0;0;10;0;567;;;17165;863;0;0;1;0;17;;;846
226;Slibsoort: anaëroob surplusslib;2003;2724;0;0;10;0;567;;;2147;180;0;0;1;0;17;;;163
227;Slibsoort: anaëroob surplusslib;2004;7772;0;5302;876;0;81;;;1513;1841;0;1591;130;0;16;;;104
228;Slibsoort: anaëroob surplusslib;2005;2972;0;0;922;0;82;;;1968;267;0;0;138;0;8;;;120
229;Slibsoort: anaëroob surplusslib;2006;2634;0;0;0;0;0;;;2634;175;0;0;0;0;0;;;175
230;Slibsoort: anaëroob surplusslib;2007;2425;0;0;201;0;0;;;2225;174;0;0;20;0;0;;;154
231;Slibsoort: anaëroob surplusslib;2008;11154;0;0;2854;0;0;;;8300;908;0;0;354;0;0;;;554
232;Slibsoort: anaëroob surplusslib;2009;4699;0;0;2252;0;0;;;2447;451;0;0;293;0;0;;;158
233;Slibsoort: anaëroob surplusslib;2010;34608;0;0;2593;0;119;;;31897;15041;0;0;275;0;8;;;14758
234;Slibsoort: anaëroob surplusslib;2011;6104;0;0;3345;0;224;;;2535;648;0;0;355;0;67;;;226
235;Slibsoort: anaëroob surplusslib;2012;8403;0;0;2496;734;222;;;4951;1287;0;0;265;356;16;;;651
236;Slibsoort: anaëroob surplusslib;2013;13726;0;0;3777;248;162;0.0;0.0;9540;2053;0;0;567;126;60;0.0;0.0;1301
237;Slibsoort: anaëroob surplusslib;2014;10205;0;0;3000;195;1294;0.0;0.0;5716;1642;0;0;119;106;414;0.0;0.0;1002
238;Slibsoort: anaëroob surplusslib;2015;11203;0;0;2233;811;202;3730.0;0.0;4227;1159;0;0;112;311;81;129.0;0.0;527
239;Slibsoort: anaëroob surplusslib;2016;13197;0;0;1277;2771;219;4000.0;0.0;4929;2133;0;0;75;430;88;880.0;0.0;660
240;Slibsoort: papierslib;1993;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
241;Slibsoort: papierslib;1994;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
242;Slibsoort: papierslib;1995;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
243;Slibsoort: papierslib;1996;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
244;Slibsoort: papierslib;1997;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
245;Slibsoort: papierslib;1998;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
246;Slibsoort: papierslib;1999;31524;2693;0;0;0;25210;;;3621;15047;1293;0;0;0;11597;;;2158
247;Slibsoort: papierslib;2000;27513;1737;0;0;0;20692;;;5084;12899;886;0;0;0;9313;;;2700
248;Slibsoort: papierslib;2001;30211;2601;0;0;0;23078;;;4532;13940;1066;0;0;0;10154;;;2719
249;Slibsoort: papierslib;2002;39481;4648;0;0;66;14273;;;20494;17956;1208;0;0;29;6286;;;10433
250;Slibsoort: papierslib;2003;34515;1787;0;0;0;9031;;;23698;16159;947;0;0;0;3883;;;11329
251;Slibsoort: papierslib;2004;31215;2476;0;0;0;0;;;28739;13528;1288;0;0;0;0;;;12240
252;Slibsoort: papierslib;2005;30678;2299;0;0;0;0;;;28379;13434;1104;0;0;0;0;;;12331
253;Slibsoort: papierslib;2006;6835;2076;0;0;0;0;;;4759;3138;997;0;0;0;0;;;2142
254;Slibsoort: papierslib;2007;5052;2328;0;0;0;0;;;2724;2223;1024;0;0;0;0;;;1199
255;Slibsoort: papierslib;2008;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
256;Slibsoort: papierslib;2009;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
257;Slibsoort: papierslib;2010;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
258;Slibsoort: papierslib;2011;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
259;Slibsoort: papierslib;2012;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0
260;Slibsoort: papierslib;2013;193;0;0;0;0;0;0.0;193.0;0;44;0;0;0;0;0;0.0;44.0;0
261;Slibsoort: papierslib;2014;234;0;0;0;0;0;0.0;234.0;0;54;0;0;0;0;0;0.0;54.0;0
262;Slibsoort: papierslib;2015;263;0;0;0;0;0;0.0;263.0;0;61;0;0;0;0;0;0.0;61.0;0
263;Slibsoort: papierslib;2016;229;0;0;0;0;0;0.0;229.0;0;89;0;0;0;0;0;0.0;89.0;0
264;Zuiveringsinstallaties: mechanisch;1993;40685;29634;1370;0;8728;740;;;213;5936;1551;27;0;4150;184;;;25
265;Zuiveringsinstallaties: mechanisch;1994;42947;33088;0;849;7179;569;;;1262;5862;1752;0;204;3732;129;;;46
266;Zuiveringsinstallaties: mechanisch;1995;37679;33102;200;377;3033;345;;;622;6192;4033;24;23;1794;83;;;236
267;Zuiveringsinstallaties: mechanisch;1996;40135;35021;952;0;2293;680;;;1189;6360;4069;110;0;1436;114;;;631
268;Zuiveringsinstallaties: mechanisch;1997;39345;0;31657;0;6563;757;;;368;5154;0;1676;0;3266;126;;;87
269;Zuiveringsinstallaties: mechanisch;1998;41081;4679;28300;1026;2072;834;;;4170;5069;239;1592;92;1320;136;;;1690
270;Zuiveringsinstallaties: mechanisch;1999;36786;5846;26741;830;2675;246;;;448;4880;1450;1590;50;1543;73;;;175
271;Zuiveringsinstallaties: mechanisch;2000;45571;6853;31543;887;2404;1943;;;1939;5138;1142;1618;53;999;266;;;1060
272;Zuiveringsinstallaties: mechanisch;2001;33781;5621;19733;1693;1989;1340;;;3406;5022;1368;1019;162;1184;177;;;1112
273;Zuiveringsinstallaties: mechanisch;2002;48568;4648;27694;1376;3391;5922;;;5538;6993;1208;1472;121;1521;1086;;;1585
274;Zuiveringsinstallaties: mechanisch;2003;50640;1787;23350;441;4679;527;;;19856;14773;947;1223;66;2728;87;;;9722
275;Zuiveringsinstallaties: mechanisch;2004;21162;2476;0;0;3455;719;;;14512;10188;1288;0;0;1913;383;;;6604
276;Zuiveringsinstallaties: mechanisch;2005;18124;2299;0;0;3030;662;;;12134;9415;1104;0;0;1396;73;;;6842
277;Zuiveringsinstallaties: mechanisch;2006;14015;2076;0;0;1879;758;;;9301;4008;997;0;0;1175;85;;;1751
278;Zuiveringsinstallaties: mechanisch;2007;20261;2328;0;0;12048;676;;;5209;9537;1024;0;0;7005;105;;;1403
279;Zuiveringsinstallaties: mechanisch;2008;6557;0;0;0;1429;2596;;;2532;2528;0;0;0;657;1457;;;414
280;Zuiveringsinstallaties: mechanisch;2009;6282;0;0;0;1383;1737;;;3163;1898;0;0;0;646;803;;;450
281;Zuiveringsinstallaties: mechanisch;2010;23013;0;0;0;3567;3064;;;16383;9431;0;0;0;1781;1593;;;6056
282;Zuiveringsinstallaties: mechanisch;2011;8800;205;0;0;2105;3543;;;2947;3858;78;0;0;1036;2186;;;557
283;Zuiveringsinstallaties: mechanisch;2012;7504;182;0;0;1781;3404;;;2137;3721;69;0;0;916;2201;;;534
284;Zuiveringsinstallaties: mechanisch;2013;11617;0;0;0;4931;51;5203.0;602.0;831;4636;0;0;0;2770;20;1120.0;428.0;297
285;Zuiveringsinstallaties: mechanisch;2014;11143;0;0;0;5079;50;4945.0;836.0;232;4833;0;0;0;2788;20;1331.0;619.0;75
286;Zuiveringsinstallaties: mechanisch;2015;12090;0;0;0;5557;81;4944.0;1215.0;294;4829;0;0;0;3062;48;783.0;815.0;122
287;Zuiveringsinstallaties: mechanisch;2016;58471;0;0;0;50163;510;4113.0;1047.0;2638;9503;0;0;0;7771;199;576.0;316.0;641
288;Zuiveringsinstallaties: fysisch/chemisch;1993;230613;41683;5717;0;154271;19020;;;9922;78092;3839;1064;0;64270;3431;;;5487
289;Zuiveringsinstallaties: fysisch/chemisch;1994;201616;33797;4473;0;125347;24942;;;13057;68359;2629;821;0;55082;4312;;;5515
290;Zuiveringsinstallaties: fysisch/chemisch;1995;189579;16643;8958;0;125481;19408;;;19090;68906;1322;1357;0;56294;3760;;;6174
291;Zuiveringsinstallaties: fysisch/chemisch;1996;196015;21207;15929;2806;118966;24210;;;12897;73378;2155;2003;227;58832;4970;;;5191
292;Zuiveringsinstallaties: fysisch/chemisch;1997;146471;20709;15457;4173;67366;23386;;;15381;50906;2099;1664;296;36626;3859;;;6362
293;Zuiveringsinstallaties: fysisch/chemisch;1998;144560;30395;7463;4033;75907;10325;;;16437;50553;2703;893;282;36812;2952;;;6910
294;Zuiveringsinstallaties: fysisch/chemisch;1999;160013;25158;8242;0;66513;45620;;;14481;56974;2402;981;0;31374;15652;;;6566
295;Zuiveringsinstallaties: fysisch/chemisch;2000;151891;26037;2199;252;39984;48846;;;34573;47213;2647;264;161;18272;17232;;;8637
296;Zuiveringsinstallaties: fysisch/chemisch;2001;139516;27203;839;350;30083;46670;;;34371;39525;2549;109;244;13652;14889;;;8082
297;Zuiveringsinstallaties: fysisch/chemisch;2002;164338;31670;830;471;41027;48018;;;42322;43674;2823;108;186;18167;11426;;;10965
298;Zuiveringsinstallaties: fysisch/chemisch;2003;197015;27832;776;195;36139;65646;;;66426;42685;2194;101;137;15263;11274;;;13716
299;Zuiveringsinstallaties: fysisch/chemisch;2004;186607;26208;647;644;27424;54175;;;77510;47105;2112;84;426;12342;8086;;;24055
300;Zuiveringsinstallaties: fysisch/chemisch;2005;174230;25611;744;736;23296;32853;;;90991;43782;1935;97;370;11262;6220;;;23899
301;Zuiveringsinstallaties: fysisch/chemisch;2006;173922;18026;0;321;31219;45092;;;79264;50717;1543;0;83;14278;12630;;;22184
302;Zuiveringsinstallaties: fysisch/chemisch;2007;143512;11397;0;0;28884;24122;;;79110;40703;962;0;0;12165;7033;;;20543
303;Zuiveringsinstallaties: fysisch/chemisch;2008;252394;8947;0;0;88382;21951;;;133114;41770;1046;0;0;12408;3820;;;24496
304;Zuiveringsinstallaties: fysisch/chemisch;2009;270427;9723;0;0;94549;42600;;;123556;46706;1081;0;0;14836;7220;;;23569
305;Zuiveringsinstallaties: fysisch/chemisch;2010;275731;52481;0;0;105356;40691;;;77202;50536;10323;0;0;17930;5296;;;16988
306;Zuiveringsinstallaties: fysisch/chemisch;2011;275254;51374;0;62;37059;21425;;;165334;51492;8543;0;12;16724;4329;;;21884
307;Zuiveringsinstallaties: fysisch/chemisch;2012;289131;32000;0;40;74320;11475;;;171296;43335;2186;0;8;11984;2950;;;26207
308;Zuiveringsinstallaties: fysisch/chemisch;2013;295510;36928;0;47;70033;7398;64239.0;61878.0;54987;50392;2662;0;9;10917;1708;6631.0;8407.0;20057
309;Zuiveringsinstallaties: fysisch/chemisch;2014;332985;63759;0;57;67488;6443;98763.0;25970.0;70505;53990;4636;0;51;19700;1913;10142.0;4657.0;12889
310;Zuiveringsinstallaties: fysisch/chemisch;2015;275393;28866;0;0;49824;3660;117575.0;17677.0;57791;56320;2328;0;0;22393;1389;14244.0;3049.0;12917
311;Zuiveringsinstallaties: fysisch/chemisch;2016;299682;24769;0;0;42086;3662;148584.0;27725.0;52857;50658;3981;0;0;17834;1824;13298.0;4871.0;8850
312;Zuiveringsinstallaties: biologisch;1993;906436;512828;79973;117130;109950;44600;;;41955;102668;33669;14858;7623;27197;16590;;;2731
313;Zuiveringsinstallaties: biologisch;1994;781818;455268;70322;83302;105369;47000;;;20557;98621;32966;12062;7657;28291;16210;;;1436
314;Zuiveringsinstallaties: biologisch;1995;719549;336802;79467;23482;130999;76525;;;72274;107534;22875;11916;3105;44255;23034;;;2349
315;Zuiveringsinstallaties: biologisch;1996;747622;351562;105453;48733;111017;70264;;;60594;115315;27635;15622;1913;41864;19546;;;8736
316;Zuiveringsinstallaties: biologisch;1997;650281;291974;89201;9197;132812;27750;;;99347;116169;22748;10891;1836;51375;1965;;;27354
317;Zuiveringsinstallaties: biologisch;1998;554859;176774;97273;5483;77490;63672;;;134167;108220;20218;13908;874;19223;20152;;;33845
318;Zuiveringsinstallaties: biologisch;1999;507882;197637;67806;14854;67642;70939;;;89003;104338;19336;9657;2257;19640;23985;;;29462
319;Zuiveringsinstallaties: biologisch;2000;716356;250258;112719;5894;71630;110433;;;165423;120973;29493;18807;894;16073;22946;;;32761
320;Zuiveringsinstallaties: biologisch;2001;719754;255857;99563;35454;56876;108994;;;163012;115320;21127;20072;8741;15197;23725;;;26458
321;Zuiveringsinstallaties: biologisch;2002;843181;322973;77675;53390;86613;132221;;;170309;135061;32813;16475;13219;7188;31315;;;34051
322;Zuiveringsinstallaties: biologisch;2003;730653;278101;53725;31053;72044;104779;;;190952;113092;30383;10977;7667;5106;24349;;;34610
323;Zuiveringsinstallaties: biologisch;2004;691900;237617;39515;57652;44748;114507;;;197860;94733;23146;7520;11209;3321;22949;;;26587
324;Zuiveringsinstallaties: biologisch;2005;644141;286280;46974;49857;36082;90613;;;134335;91663;29867;7355;8036;2259;18569;;;25576
325;Zuiveringsinstallaties: biologisch;2006;493331;183652;26558;70812;3781;77227;;;131301;76058;22169;4037;8720;926;16510;;;23697
326;Zuiveringsinstallaties: biologisch;2007;568652;191476;33063;91637;8022;88293;;;156161;83233;17414;4443;12503;3043;17748;;;28083
327;Zuiveringsinstallaties: biologisch;2008;773841;214761;43459;75271;7226;113739;;;319386;96758;17800;6084;10182;2329;12523;;;47840
328;Zuiveringsinstallaties: biologisch;2009;645180;165505;37144;67221;10747;88588;;;275975;88198;14697;5198;9467;1997;7686;;;49153
329;Zuiveringsinstallaties: biologisch;2010;664105;156555;30482;53326;21082;55406;;;347254;100387;12853;4273;8642;3644;5280;;;65695
330;Zuiveringsinstallaties: biologisch;2011;685236;121567;28237;62870;22037;48580;;;401945;97702;11411;3734;11736;6616;10314;;;53891
331;Zuiveringsinstallaties: biologisch;2012;655633;138008;14667;85366;17348;54794;;;345449;107416;14283;1773;16018;4807;6116;;;64420
332;Zuiveringsinstallaties: biologisch;2013;711829;163200;21355;99887;25896;75526;102251.0;70880.0;152833;114087;18326;2265;16708;4966;5875;11821.0;13731.0;40396
333;Zuiveringsinstallaties: biologisch;2014;667644;128757;28882;88399;21142;45532;124210.0;78480.0;152242;106938;10779;3003;18162;4922;5413;12314.0;12695.0;39650
334;Zuiveringsinstallaties: biologisch;2015;704264;116111;30819;110337;22694;52033;143338.0;62301.0;166630;113505;11824;3095;20404;3774;6198;13395.0;12414.0;42400
335;Zuiveringsinstallaties: biologisch;2016;789081;100982;18686;78376;25346;77870;219418.0;62681.0;205723;120116;9438;2192;16125;4799;7017;30604.0;15032.0;34909
336;Zuiveringsinst.s: combi bio., chem.,fys.;1993;109299;17549;3194;0;51675;19990;;;16891;36164;2681;699;0;18809;7092;;;6884
337;Zuiveringsinst.s: combi bio., chem.,fys.;1994;103634;12367;2571;0;59471;11135;;;18090;37782;1812;574;0;26088;2072;;;7236
338;Zuiveringsinst.s: combi bio., chem.,fys.;1995;89766;10042;4858;6132;46432;11534;;;10768;37357;1461;974;650;23476;1625;;;9171
339;Zuiveringsinst.s: combi bio., chem.,fys.;1996;103558;11860;5705;7127;48507;11634;;;18725;46536;2022;1175;777;26767;1698;;;14097
340;Zuiveringsinst.s: combi bio., chem.,fys.;1997;77690;15807;3702;0;26595;12710;;;18875;36020;2314;747;0;17209;3188;;;12563
341;Zuiveringsinst.s: combi bio., chem.,fys.;1998;95960;19659;3847;0;16502;39570;;;16382;38798;3210;749;0;9546;13163;;;12129
342;Zuiveringsinst.s: combi bio., chem.,fys.;1999;85945;7807;7590;0;11154;36198;;;23196;32072;2380;1110;0;4300;9331;;;14951
343;Zuiveringsinst.s: combi bio., chem.,fys.;2000;96368;17874;3849;0;10171;30000;;;34474;32426;2847;644;0;4045;6437;;;18454
344;Zuiveringsinst.s: combi bio., chem.,fys.;2001;95874;28279;3286;0;12081;28348;;;23880;28212;2966;493;0;4394;10238;;;10121
345;Zuiveringsinst.s: combi bio., chem.,fys.;2002;125976;12960;3969;3261;10491;31879;;;63417;31901;1567;595;965;3522;3379;;;21873
346;Zuiveringsinst.s: combi bio., chem.,fys.;2003;100252;7425;7292;6330;9421;24292;;;45492;25940;877;531;2021;3034;1849;;;17629
347;Zuiveringsinst.s: combi bio., chem.,fys.;2004;142260;8372;180;7154;7569;41406;;;77580;35362;1200;27;2579;2293;5834;;;23429
348;Zuiveringsinst.s: combi bio., chem.,fys.;2005;118096;9186;180;1664;9598;61378;;;36089;29792;797;27;443;3395;6687;;;18443
349;Zuiveringsinst.s: combi bio., chem.,fys.;2006;90949;8936;281;1264;12432;22961;;;45075;29965;953;42;336;4770;4874;;;18989
350;Zuiveringsinst.s: combi bio., chem.,fys.;2007;109837;9441;0;914;11935;29235;;;58313;48565;1071;0;379;4320;6625;;;36171
351;Zuiveringsinst.s: combi bio., chem.,fys.;2008;124084;9827;0;239;12400;58937;;;42683;31618;1057;0;65;4421;12035;;;14039
352;Zuiveringsinst.s: combi bio., chem.,fys.;2009;124249;11240;0;200;15434;52713;;;44663;32584;1405;0;90;4298;12674;;;14117
353;Zuiveringsinst.s: combi bio., chem.,fys.;2010;121754;6767;0;319;19863;33426;;;61379;30789;677;0;133;6359;8060;;;15560
354;Zuiveringsinst.s: combi bio., chem.,fys.;2011;111495;6767;0;44;7804;28216;;;68664;29488;677;0;17;2251;6875;;;19668
355;Zuiveringsinst.s: combi bio., chem.,fys.;2012;146553;6767;0;0;10266;31556;;;97964;36454;677;0;0;3832;8000;;;23945
356;Zuiveringsinst.s: combi bio., chem.,fys.;2013;101681;0;0;0;12053;34900;12740.0;31869.0;10119;32674;0;0;0;4543;9280;2585.0;12029.0;4237
357;Zuiveringsinst.s: combi bio., chem.,fys.;2014;92794;0;0;0;10927;24697;32548.0;8574.0;16048;28811;0;0;0;4222;6362;5083.0;6362.0;6782
358;Zuiveringsinst.s: combi bio., chem.,fys.;2015;95256;0;0;0;5306;24059;40236.0;17572.0;8084;23533;0;0;0;2785;5326;5827.0;6824.0;2771
359;Zuiveringsinst.s: combi bio., chem.,fys.;2016;120151;0;0;0;5029;11353;61935.0;19238.0;22596;27829;0;0;0;2557;3216;9752.0;4502.0;7802
