ID;Geslacht;Leeftijd;Geboorteland;RegioS;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
26;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Nederland (LD);2022;42727.0;12378.0;30349.0;871.0;2574.0;-1703.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Nederland (LD);2023;37090.0;14537.0;22553.0;941.0;3650.0;-2709.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2010;23206.0;19292.0;3914.0;5739.0;10995.0;-5256.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2011;23827.0;20060.0;3767.0;5953.0;10247.0;-4294.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2012;22330.0;19394.0;2936.0;6057.0;9631.0;-3574.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2013;23697.0;21588.0;2109.0;5706.0;10243.0;-4537.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2014;26162.0;21523.0;4639.0;5196.0;8516.0;-3320.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2015;31301.0;21732.0;9569.0;5098.0;8590.0;-3492.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2016;33816.0;22042.0;11774.0;4989.0;8771.0;-3782.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2017;28805.0;21633.0;7172.0;4617.0;8392.0;-3775.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2018;32342.0;21501.0;10841.0;4226.0;7145.0;-2919.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2019;37509.0;23199.0;14310.0;3834.0;7737.0;-3903.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2020;30568.0;20761.0;9807.0;3235.0;6669.0;-3434.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2021;32969.0;21344.0;11625.0;2679.0;6507.0;-3828.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2022;62514.0;28289.0;34225.0;2229.0;7117.0;-4888.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2023;47445.0;31901.0;15544.0;2463.0;9699.0;-7236.0
42;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2010;89732.0;72464.0;17268.0;26001.0;45255.0;-19254.0
43;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2011;95740.0;78730.0;17010.0;24523.0;40837.0;-16314.0
44;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2012;93232.0;90133.0;3099.0;24541.0;48995.0;-24454.0
45;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2013;95785.0;88536.0;7249.0;24593.0;44006.0;-19413.0
46;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2014;104950.0;87006.0;17944.0;22626.0;38349.0;-15723.0
47;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2015;112342.0;87875.0;24467.0;20725.0;33630.0;-12905.0
48;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2016;120378.0;89370.0;31008.0;17520.0;31510.0;-13990.0
49;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2017;127922.0;91825.0;36097.0;18796.0;35198.0;-16402.0
50;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2018;139001.0;92576.0;46425.0;16767.0;29724.0;-12957.0
51;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2019;153876.0;93390.0;60486.0;14997.0;26085.0;-11088.0
52;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2020;121958.0;88950.0;33008.0;13283.0;23268.0;-9985.0
53;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2021;136336.0;81725.0;54611.0;10631.0;17934.0;-7303.0
54;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2022;211437.0;99961.0;111476.0;8314.0;19735.0;-11421.0
55;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2023;173178.0;110025.0;63153.0;8276.0;23718.0;-15442.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2010;29583.0;21517.0;8066.0;5981.0;9833.0;-3852.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2011;31712.0;24593.0;7119.0;5682.0;10037.0;-4355.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2012;31426.0;25073.0;6353.0;5847.0;10131.0;-4284.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2013;33366.0;26187.0;7179.0;5341.0;8304.0;-2963.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2014;36918.0;28879.0;8039.0;5049.0;9456.0;-4407.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2015;41988.0;29938.0;12050.0;4790.0;9295.0;-4505.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2016;48510.0;29860.0;18650.0;4855.0;9502.0;-4647.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2017;46516.0;30328.0;16188.0;4518.0;8867.0;-4349.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2018;48795.0;33223.0;15572.0;4329.0;9546.0;-5217.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2019;53818.0;33858.0;19960.0;4166.0;9450.0;-5284.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2020;48881.0;32563.0;16318.0;3526.0;7883.0;-4357.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2021;55434.0;32544.0;22890.0;3016.0;7493.0;-4477.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2022;86430.0;38682.0;47748.0;2556.0;7634.0;-5078.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2023;77955.0;41839.0;36116.0;2680.0;9611.0;-6931.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2010;6055.0;4096.0;1959.0;947.0;1994.0;-1047.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2011;6163.0;5173.0;990.0;1050.0;2416.0;-1366.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2012;6247.0;5458.0;789.0;1076.0;2276.0;-1200.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2013;6594.0;5197.0;1397.0;1034.0;2160.0;-1126.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2014;8977.0;5935.0;3042.0;1058.0;2584.0;-1526.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2015;11611.0;5818.0;5793.0;888.0;2203.0;-1315.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2016;12156.0;5975.0;6181.0;805.0;2172.0;-1367.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2017;9043.0;6151.0;2892.0;809.0;2372.0;-1563.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2018;17098.0;5609.0;11489.0;672.0;1471.0;-799.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2019;16664.0;6239.0;10425.0;577.0;1629.0;-1052.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2020;14043.0;6406.0;7637.0;526.0;1593.0;-1067.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2021;22575.0;5665.0;16910.0;362.0;1089.0;-727.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2022;28650.0;6461.0;22189.0;320.0;984.0;-664.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2023;26716.0;7464.0;19252.0;294.0;1306.0;-1012.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2010;3525.0;2285.0;1240.0;642.0;897.0;-255.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2011;3324.0;2709.0;615.0;489.0;832.0;-343.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2012;3146.0;2706.0;440.0;507.0;771.0;-264.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2013;3259.0;2621.0;638.0;561.0;792.0;-231.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2014;3743.0;2867.0;876.0;461.0;851.0;-390.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2015;3590.0;2435.0;1155.0;481.0;608.0;-127.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2016;3583.0;2627.0;956.0;407.0;623.0;-216.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2017;3469.0;2924.0;545.0;366.0;934.0;-568.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2018;4040.0;2813.0;1227.0;359.0;776.0;-417.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2019;4497.0;2676.0;1821.0;371.0;627.0;-256.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2020;3513.0;2532.0;981.0;315.0;649.0;-334.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2021;3349.0;2520.0;829.0;314.0;847.0;-533.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2022;8248.0;3736.0;4512.0;260.0;896.0;-636.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2023;6204.0;4288.0;1916.0;338.0;1317.0;-979.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2010;2331.0;1697.0;634.0;663.0;900.0;-237.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2011;2196.0;1929.0;267.0;614.0;951.0;-337.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2012;1993.0;1727.0;266.0;656.0;1015.0;-359.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2013;2071.0;1540.0;531.0;628.0;847.0;-219.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2014;2199.0;1652.0;547.0;552.0;800.0;-248.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2015;3783.0;1711.0;2072.0;521.0;802.0;-281.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2016;12296.0;1671.0;10625.0;439.0;662.0;-223.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2017;19202.0;1431.0;17771.0;448.0;631.0;-183.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2018;2461.0;1644.0;817.0;408.0;668.0;-260.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2019;2700.0;1667.0;1033.0;427.0;717.0;-290.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2020;1890.0;1282.0;608.0;382.0;538.0;-156.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2021;1865.0;1532.0;333.0;294.0;662.0;-368.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2022;5829.0;2181.0;3648.0;291.0;694.0;-403.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2023;4170.0;2785.0;1385.0;309.0;1027.0;-718.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2010;7036.0;5585.0;1451.0;1463.0;2850.0;-1387.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2011;7508.0;6514.0;994.0;1640.0;3172.0;-1532.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2012;6873.0;6159.0;714.0;1696.0;2798.0;-1102.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2013;6625.0;6583.0;42.0;1445.0;2700.0;-1255.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2014;6890.0;6498.0;392.0;1262.0;2411.0;-1149.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2015;8675.0;6267.0;2408.0;1288.0;2139.0;-851.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2016;8170.0;6595.0;1575.0;1253.0;2526.0;-1273.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2017;7729.0;6031.0;1698.0;1168.0;2054.0;-886.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2018;8670.0;5814.0;2856.0;1086.0;1573.0;-487.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2019;9918.0;6613.0;3305.0;1040.0;2128.0;-1088.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2020;8235.0;5623.0;2612.0;894.0;1761.0;-867.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2021;8734.0;5946.0;2788.0;742.0;1729.0;-987.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2022;17205.0;7753.0;9452.0;724.0;1868.0;-1144.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2023;12274.0;8711.0;3563.0;770.0;2705.0;-1935.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2010;4064.0;2763.0;1301.0;923.0;1376.0;-453.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2011;4262.0;2923.0;1339.0;1016.0;1554.0;-538.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2012;3696.0;2596.0;1100.0;1076.0;1291.0;-215.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2013;4779.0;3501.0;1278.0;1019.0;1783.0;-764.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2014;5993.0;3807.0;2186.0;993.0;1491.0;-498.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2015;7251.0;4267.0;2984.0;1003.0;1688.0;-685.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2016;6618.0;3792.0;2826.0;1097.0;1637.0;-540.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2017;4890.0;3806.0;1084.0;982.0;1445.0;-463.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2018;5447.0;3688.0;1759.0;914.0;1209.0;-295.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2019;6782.0;4059.0;2723.0;722.0;1071.0;-349.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2020;4932.0;3385.0;1547.0;642.0;1003.0;-361.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2021;5558.0;4180.0;1378.0;553.0;1216.0;-663.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2022;10821.0;5689.0;5132.0;442.0;1239.0;-797.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2023;7829.0;6456.0;1373.0;497.0;1695.0;-1198.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2010;12106.0;10944.0;1162.0;3353.0;6769.0;-3416.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2011;12057.0;10623.0;1434.0;3297.0;5521.0;-2224.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2012;11761.0;10639.0;1122.0;3285.0;5542.0;-2257.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2013;12293.0;11504.0;789.0;3242.0;5760.0;-2518.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2014;13279.0;11218.0;2061.0;2941.0;4614.0;-1673.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2015;15375.0;11198.0;4177.0;2807.0;4763.0;-1956.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2016;19028.0;11655.0;7373.0;2639.0;4608.0;-1969.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2017;16186.0;11796.0;4390.0;2467.0;4893.0;-2426.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2018;18225.0;11999.0;6226.0;2226.0;4363.0;-2137.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2019;20809.0;12527.0;8282.0;2072.0;4538.0;-2466.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2020;17401.0;11753.0;5648.0;1699.0;3905.0;-2206.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2021;18677.0;11218.0;7459.0;1384.0;3562.0;-2178.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2022;34488.0;14847.0;19641.0;1063.0;4010.0;-2947.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2023;27342.0;16734.0;10608.0;1196.0;5299.0;-4103.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2010;9434.0;8128.0;1306.0;2196.0;3499.0;-1303.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2011;9736.0;8507.0;1229.0;2084.0;2799.0;-715.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2012;9387.0;8740.0;647.0;1992.0;3247.0;-1255.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2013;9930.0;9017.0;913.0;1949.0;2844.0;-895.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2014;10698.0;9025.0;1673.0;1655.0;2415.0;-760.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2015;11886.0;9292.0;2594.0;1549.0;2560.0;-1011.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2016;12337.0;8476.0;3861.0;1450.0;2170.0;-720.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2017;12091.0;9015.0;3076.0;1453.0;2560.0;-1107.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2018;13205.0;9293.0;3912.0;1303.0;2144.0;-841.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2019;14980.0;9837.0;5143.0;1234.0;2116.0;-882.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2020;11847.0;8888.0;2959.0;983.0;1369.0;-386.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2021;13268.0;8436.0;4832.0;837.0;1639.0;-802.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2022;22557.0;10283.0;12274.0;743.0;1405.0;-662.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2023;16902.0;11255.0;5647.0;755.0;2188.0;-1433.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2010;34971.0;29006.0;5965.0;10590.0;19255.0;-8665.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2011;36695.0;32354.0;4341.0;9804.0;17873.0;-8069.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2012;35888.0;34354.0;1534.0;10373.0;19201.0;-8828.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2013;36737.0;33253.0;3484.0;9651.0;16120.0;-6469.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2014;42565.0;34358.0;8207.0;8616.0;14920.0;-6304.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2015;46369.0;34429.0;11940.0;7348.0;11160.0;-3812.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2016;51251.0;35238.0;16013.0;5622.0;9379.0;-3757.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2017;55623.0;37664.0;17959.0;6241.0;12081.0;-5840.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2018;62713.0;39278.0;23435.0;6327.0;11278.0;-4951.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2019;69450.0;40113.0;29337.0;5533.0;9984.0;-4451.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2020;52621.0;37097.0;15524.0;4325.0;6619.0;-2294.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2021;60062.0;34987.0;25075.0;2933.0;4971.0;-2038.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2022;92327.0;42340.0;49987.0;2420.0;6316.0;-3896.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2023;77061.0;47330.0;29731.0;2892.0;7996.0;-5104.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2010;42268.0;33263.0;9005.0;12785.0;21447.0;-8662.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2011;45749.0;35412.0;10337.0;12171.0;19048.0;-6877.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2012;44295.0;44266.0;29.0;11680.0;25168.0;-13488.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2013;45599.0;43901.0;1698.0;12492.0;24049.0;-11557.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2014;48361.0;40918.0;7443.0;11929.0;20067.0;-8138.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2015;50490.0;41586.0;8904.0;11366.0;18939.0;-7573.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2016;52740.0;43049.0;9691.0;9998.0;19023.0;-9025.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2017;56476.0;42544.0;13932.0;10665.0;19687.0;-9022.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2018;58797.0;41151.0;17646.0;8733.0;15376.0;-6643.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2019;65164.0;40468.0;24696.0;7886.0;13130.0;-5244.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2020;53501.0;40433.0;13068.0;7658.0;14570.0;-6912.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2021;59024.0;35462.0;23562.0;6588.0;10525.0;-3937.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2022;89004.0;43584.0;45420.0;4897.0;11216.0;-6319.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2023;73897.0;47726.0;26171.0;4350.0;12559.0;-8209.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2010;3059.0;2067.0;992.0;430.0;1054.0;-624.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2011;3560.0;2457.0;1103.0;464.0;1117.0;-653.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2012;3662.0;2773.0;889.0;496.0;1379.0;-883.0
