ID;Beroepsklasse;RegioS;Perioden;WerkzameBeroepsbevolking_1
262;Totaal;Alkmaar;2022;61
263;Totaal;Alkmaar;2023;62
264;Totaal;Almelo;2013;33
265;Totaal;Almelo;2014;32
266;Totaal;Almelo;2015;32
267;Totaal;Almelo;2016;33
268;Totaal;Almelo;2017;34
269;Totaal;Almelo;2018;35
270;Totaal;Almelo;2019;36
271;Totaal;Almelo;2020;35
272;Totaal;Almelo;2021;36
273;Totaal;Almelo;2022;38
274;Totaal;Almelo;2023;38
275;Totaal;Almere;2013;100
276;Totaal;Almere;2014;98
277;Totaal;Almere;2015;100
278;Totaal;Almere;2016;102
279;Totaal;Almere;2017;108
280;Totaal;Almere;2018;110
281;Totaal;Almere;2019;114
282;Totaal;Almere;2020;114
283;Totaal;Almere;2021;117
284;Totaal;Almere;2022;123
285;Totaal;Almere;2023;126
286;Totaal;Alphen aan den Rijn;2013;56
287;Totaal;Alphen aan den Rijn;2014;56
288;Totaal;Alphen aan den Rijn;2015;57
289;Totaal;Alphen aan den Rijn;2016;57
290;Totaal;Alphen aan den Rijn;2017;58
291;Totaal;Alphen aan den Rijn;2018;60
292;Totaal;Alphen aan den Rijn;2019;60
293;Totaal;Alphen aan den Rijn;2020;60
294;Totaal;Alphen aan den Rijn;2021;61
295;Totaal;Alphen aan den Rijn;2022;64
296;Totaal;Alphen aan den Rijn;2023;64
297;Totaal;Alphen-Chaam;2013;5
298;Totaal;Alphen-Chaam;2014;5
299;Totaal;Alphen-Chaam;2015;5
300;Totaal;Alphen-Chaam;2016;5
301;Totaal;Alphen-Chaam;2017;5
302;Totaal;Alphen-Chaam;2018;5
303;Totaal;Alphen-Chaam;2019;6
304;Totaal;Alphen-Chaam;2020;6
305;Totaal;Alphen-Chaam;2021;6
306;Totaal;Alphen-Chaam;2022;6
307;Totaal;Alphen-Chaam;2023;6
308;Totaal;Altena;2013;27
309;Totaal;Altena;2014;28
310;Totaal;Altena;2015;28
311;Totaal;Altena;2016;28
312;Totaal;Altena;2017;29
313;Totaal;Altena;2018;29
314;Totaal;Altena;2019;30
315;Totaal;Altena;2020;30
316;Totaal;Altena;2021;31
317;Totaal;Altena;2022;31
318;Totaal;Altena;2023;32
319;Totaal;Ameland;2013;2
320;Totaal;Ameland;2014;2
321;Totaal;Ameland;2015;2
322;Totaal;Ameland;2016;2
323;Totaal;Ameland;2017;2
324;Totaal;Ameland;2018;2
325;Totaal;Ameland;2019;2
326;Totaal;Ameland;2020;2
327;Totaal;Ameland;2021;2
328;Totaal;Ameland;2022;2
329;Totaal;Ameland;2023;2
330;Totaal;Amersfoort;2013;79
331;Totaal;Amersfoort;2014;78
332;Totaal;Amersfoort;2015;80
333;Totaal;Amersfoort;2016;81
334;Totaal;Amersfoort;2017;83
335;Totaal;Amersfoort;2018;86
336;Totaal;Amersfoort;2019;88
337;Totaal;Amersfoort;2020;88
338;Totaal;Amersfoort;2021;88
339;Totaal;Amersfoort;2022;91
340;Totaal;Amersfoort;2023;93
341;Totaal;Amstelveen;2013;42
342;Totaal;Amstelveen;2014;42
343;Totaal;Amstelveen;2015;44
344;Totaal;Amstelveen;2016;45
345;Totaal;Amstelveen;2017;45
346;Totaal;Amstelveen;2018;46
347;Totaal;Amstelveen;2019;47
348;Totaal;Amstelveen;2020;46
349;Totaal;Amstelveen;2021;46
350;Totaal;Amstelveen;2022;49
351;Totaal;Amstelveen;2023;51
352;Totaal;Amsterdam;2013;431
353;Totaal;Amsterdam;2014;435
354;Totaal;Amsterdam;2015;448
355;Totaal;Amsterdam;2016;463
356;Totaal;Amsterdam;2017;473
357;Totaal;Amsterdam;2018;487
358;Totaal;Amsterdam;2019;496
359;Totaal;Amsterdam;2020;497
360;Totaal;Amsterdam;2021;495
361;Totaal;Amsterdam;2022;530
362;Totaal;Amsterdam;2023;539
363;Totaal;Apeldoorn;2013;79
364;Totaal;Apeldoorn;2014;77
365;Totaal;Apeldoorn;2015;77
366;Totaal;Apeldoorn;2016;78
367;Totaal;Apeldoorn;2017;80
368;Totaal;Apeldoorn;2018;82
369;Totaal;Apeldoorn;2019;84
370;Totaal;Apeldoorn;2020;84
371;Totaal;Apeldoorn;2021;85
372;Totaal;Apeldoorn;2022;88
373;Totaal;Apeldoorn;2023;90
374;Totaal;Arnhem;2013;76
375;Totaal;Arnhem;2014;74
376;Totaal;Arnhem;2015;75
377;Totaal;Arnhem;2016;77
378;Totaal;Arnhem;2017;79
379;Totaal;Arnhem;2018;80
380;Totaal;Arnhem;2019;82
381;Totaal;Arnhem;2020;84
382;Totaal;Arnhem;2021;85
383;Totaal;Arnhem;2022;90
384;Totaal;Arnhem;2023;92
385;Totaal;Assen;2013;33
386;Totaal;Assen;2014;33
387;Totaal;Assen;2015;33
388;Totaal;Assen;2016;33
389;Totaal;Assen;2017;34
390;Totaal;Assen;2018;34
391;Totaal;Assen;2019;35
392;Totaal;Assen;2020;35
393;Totaal;Assen;2021;36
394;Totaal;Assen;2022;37
395;Totaal;Assen;2023;37
396;Totaal;Asten;2013;9
397;Totaal;Asten;2014;9
398;Totaal;Asten;2015;9
399;Totaal;Asten;2016;9
400;Totaal;Asten;2017;9
401;Totaal;Asten;2018;9
402;Totaal;Asten;2019;9
403;Totaal;Asten;2020;9
404;Totaal;Asten;2021;9
405;Totaal;Asten;2022;9
406;Totaal;Asten;2023;10
407;Totaal;Baarle-Nassau;2013;3
408;Totaal;Baarle-Nassau;2014;3
409;Totaal;Baarle-Nassau;2015;3
410;Totaal;Baarle-Nassau;2016;3
411;Totaal;Baarle-Nassau;2017;3
412;Totaal;Baarle-Nassau;2018;3
413;Totaal;Baarle-Nassau;2019;3
414;Totaal;Baarle-Nassau;2020;3
415;Totaal;Baarle-Nassau;2021;3
416;Totaal;Baarle-Nassau;2022;4
417;Totaal;Baarle-Nassau;2023;4
418;Totaal;Baarn;2013;12
419;Totaal;Baarn;2014;12
420;Totaal;Baarn;2015;12
421;Totaal;Baarn;2016;12
422;Totaal;Baarn;2017;12
423;Totaal;Baarn;2018;12
424;Totaal;Baarn;2019;12
425;Totaal;Baarn;2020;12
426;Totaal;Baarn;2021;12
427;Totaal;Baarn;2022;12
428;Totaal;Baarn;2023;12
429;Totaal;Barendrecht;2013;24
430;Totaal;Barendrecht;2014;24
431;Totaal;Barendrecht;2015;25
432;Totaal;Barendrecht;2016;25
433;Totaal;Barendrecht;2017;25
434;Totaal;Barendrecht;2018;26
435;Totaal;Barendrecht;2019;27
436;Totaal;Barendrecht;2020;26
437;Totaal;Barendrecht;2021;26
438;Totaal;Barendrecht;2022;27
439;Totaal;Barendrecht;2023;27
440;Totaal;Barneveld;2013;27
441;Totaal;Barneveld;2014;27
442;Totaal;Barneveld;2015;27
443;Totaal;Barneveld;2016;28
444;Totaal;Barneveld;2017;29
445;Totaal;Barneveld;2018;30
446;Totaal;Barneveld;2019;31
447;Totaal;Barneveld;2020;31
448;Totaal;Barneveld;2021;32
449;Totaal;Barneveld;2022;33
450;Totaal;Barneveld;2023;34
451;Totaal;Beek (L.);2013;8
452;Totaal;Beek (L.);2014;8
453;Totaal;Beek (L.);2015;8
454;Totaal;Beek (L.);2016;8
455;Totaal;Beek (L.);2017;8
456;Totaal;Beek (L.);2018;8
457;Totaal;Beek (L.);2019;8
458;Totaal;Beek (L.);2020;8
459;Totaal;Beek (L.);2021;8
460;Totaal;Beek (L.);2022;8
461;Totaal;Beek (L.);2023;8
462;Totaal;Beekdaelen;2013;18
463;Totaal;Beekdaelen;2014;18
464;Totaal;Beekdaelen;2015;18
465;Totaal;Beekdaelen;2016;18
466;Totaal;Beekdaelen;2017;18
467;Totaal;Beekdaelen;2018;18
468;Totaal;Beekdaelen;2019;18
469;Totaal;Beekdaelen;2020;18
470;Totaal;Beekdaelen;2021;18
471;Totaal;Beekdaelen;2022;19
472;Totaal;Beekdaelen;2023;19
473;Totaal;Beesel;2013;7
474;Totaal;Beesel;2014;7
475;Totaal;Beesel;2015;7
476;Totaal;Beesel;2016;7
477;Totaal;Beesel;2017;7
478;Totaal;Beesel;2018;7
479;Totaal;Beesel;2019;7
480;Totaal;Beesel;2020;7
481;Totaal;Beesel;2021;7
482;Totaal;Beesel;2022;7
483;Totaal;Beesel;2023;7
484;Totaal;Berg en Dal;2013;17
485;Totaal;Berg en Dal;2014;17
486;Totaal;Berg en Dal;2015;17
487;Totaal;Berg en Dal;2016;17
488;Totaal;Berg en Dal;2017;17
489;Totaal;Berg en Dal;2018;18
490;Totaal;Berg en Dal;2019;18
491;Totaal;Berg en Dal;2020;18
492;Totaal;Berg en Dal;2021;18
493;Totaal;Berg en Dal;2022;19
494;Totaal;Berg en Dal;2023;19
495;Totaal;Bergeijk;2013;9
496;Totaal;Bergeijk;2014;10
497;Totaal;Bergeijk;2015;10
498;Totaal;Bergeijk;2016;10
499;Totaal;Bergeijk;2017;10
500;Totaal;Bergeijk;2018;10
501;Totaal;Bergeijk;2019;10
502;Totaal;Bergeijk;2020;10
503;Totaal;Bergeijk;2021;10
504;Totaal;Bergeijk;2022;11
505;Totaal;Bergeijk;2023;11
506;Totaal;Bergen (L.);2013;7
507;Totaal;Bergen (L.);2014;7
508;Totaal;Bergen (L.);2015;7
509;Totaal;Bergen (L.);2016;7
510;Totaal;Bergen (L.);2017;7
511;Totaal;Bergen (L.);2018;7
512;Totaal;Bergen (L.);2019;7
513;Totaal;Bergen (L.);2020;7
514;Totaal;Bergen (L.);2021;7
515;Totaal;Bergen (L.);2022;7
516;Totaal;Bergen (L.);2023;7
517;Totaal;Bergen (NH.);2013;14
518;Totaal;Bergen (NH.);2014;14
519;Totaal;Bergen (NH.);2015;13
520;Totaal;Bergen (NH.);2016;14
521;Totaal;Bergen (NH.);2017;14
522;Totaal;Bergen (NH.);2018;14
523;Totaal;Bergen (NH.);2019;14
524;Totaal;Bergen (NH.);2020;14
525;Totaal;Bergen (NH.);2021;14
526;Totaal;Bergen (NH.);2022;14
527;Totaal;Bergen (NH.);2023;14
528;Totaal;Bergen op Zoom;2013;32
529;Totaal;Bergen op Zoom;2014;32
530;Totaal;Bergen op Zoom;2015;32
531;Totaal;Bergen op Zoom;2016;31
532;Totaal;Bergen op Zoom;2017;32
533;Totaal;Bergen op Zoom;2018;33
534;Totaal;Bergen op Zoom;2019;34
535;Totaal;Bergen op Zoom;2020;34
536;Totaal;Bergen op Zoom;2021;34
537;Totaal;Bergen op Zoom;2022;35
538;Totaal;Bergen op Zoom;2023;36
539;Totaal;Berkelland;2013;23
540;Totaal;Berkelland;2014;22
541;Totaal;Berkelland;2015;22
542;Totaal;Berkelland;2016;22
543;Totaal;Berkelland;2017;23
544;Totaal;Berkelland;2018;23
545;Totaal;Berkelland;2019;23
546;Totaal;Berkelland;2020;23
547;Totaal;Berkelland;2021;23
548;Totaal;Berkelland;2022;24
549;Totaal;Berkelland;2023;24
550;Totaal;Bernheze;2013;15
551;Totaal;Bernheze;2014;15
552;Totaal;Bernheze;2015;15
553;Totaal;Bernheze;2016;16
554;Totaal;Bernheze;2017;16
555;Totaal;Bernheze;2018;17
556;Totaal;Bernheze;2019;17
557;Totaal;Bernheze;2020;17
558;Totaal;Bernheze;2021;17
559;Totaal;Bernheze;2022;18
560;Totaal;Bernheze;2023;18
561;Totaal;Best;2013;15
562;Totaal;Best;2014;15
563;Totaal;Best;2015;15
564;Totaal;Best;2016;15
565;Totaal;Best;2017;16
566;Totaal;Best;2018;16
567;Totaal;Best;2019;17
568;Totaal;Best;2020;17
569;Totaal;Best;2021;17
570;Totaal;Best;2022;17
571;Totaal;Best;2023;18
572;Totaal;Beuningen;2013;14
573;Totaal;Beuningen;2014;14
574;Totaal;Beuningen;2015;14
575;Totaal;Beuningen;2016;14
576;Totaal;Beuningen;2017;14
577;Totaal;Beuningen;2018;14
578;Totaal;Beuningen;2019;15
579;Totaal;Beuningen;2020;15
580;Totaal;Beuningen;2021;15
581;Totaal;Beuningen;2022;15
582;Totaal;Beuningen;2023;15
583;Totaal;Beverwijk;2013;21
584;Totaal;Beverwijk;2014;20
585;Totaal;Beverwijk;2015;21
586;Totaal;Beverwijk;2016;21
587;Totaal;Beverwijk;2017;21
588;Totaal;Beverwijk;2018;22
589;Totaal;Beverwijk;2019;22
590;Totaal;Beverwijk;2020;22
591;Totaal;Beverwijk;2021;23
592;Totaal;Beverwijk;2022;23
593;Totaal;Beverwijk;2023;24
594;Totaal;De Bilt;2013;20
595;Totaal;De Bilt;2014;20
596;Totaal;De Bilt;2015;20
597;Totaal;De Bilt;2016;21
598;Totaal;De Bilt;2017;21
599;Totaal;De Bilt;2018;21
600;Totaal;De Bilt;2019;21
601;Totaal;De Bilt;2020;21
602;Totaal;De Bilt;2021;22
603;Totaal;De Bilt;2022;22
604;Totaal;De Bilt;2023;22
605;Totaal;Bladel;2013;11
606;Totaal;Bladel;2014;11
607;Totaal;Bladel;2015;11
608;Totaal;Bladel;2016;11
609;Totaal;Bladel;2017;11
610;Totaal;Bladel;2018;11
611;Totaal;Bladel;2019;11
612;Totaal;Bladel;2020;12
613;Totaal;Bladel;2021;12
614;Totaal;Bladel;2022;12
615;Totaal;Bladel;2023;12
616;Totaal;Blaricum;2013;4
617;Totaal;Blaricum;2014;4
618;Totaal;Blaricum;2015;4
619;Totaal;Blaricum;2016;5
620;Totaal;Blaricum;2017;5
621;Totaal;Blaricum;2018;5
622;Totaal;Blaricum;2019;5
623;Totaal;Blaricum;2020;6
624;Totaal;Blaricum;2021;6
625;Totaal;Blaricum;2022;6
626;Totaal;Blaricum;2023;6
627;Totaal;Bloemendaal;2013;10
628;Totaal;Bloemendaal;2014;10
629;Totaal;Bloemendaal;2015;10
630;Totaal;Bloemendaal;2016;10
631;Totaal;Bloemendaal;2017;10
632;Totaal;Bloemendaal;2018;11
633;Totaal;Bloemendaal;2019;11
634;Totaal;Bloemendaal;2020;11
635;Totaal;Bloemendaal;2021;11
636;Totaal;Bloemendaal;2022;11
637;Totaal;Bloemendaal;2023;11
638;Totaal;Bodegraven-Reeuwijk;2013;17
639;Totaal;Bodegraven-Reeuwijk;2014;17
640;Totaal;Bodegraven-Reeuwijk;2015;17
641;Totaal;Bodegraven-Reeuwijk;2016;17
642;Totaal;Bodegraven-Reeuwijk;2017;18
643;Totaal;Bodegraven-Reeuwijk;2018;18
644;Totaal;Bodegraven-Reeuwijk;2019;19
645;Totaal;Bodegraven-Reeuwijk;2020;19
646;Totaal;Bodegraven-Reeuwijk;2021;19
647;Totaal;Bodegraven-Reeuwijk;2022;20
648;Totaal;Bodegraven-Reeuwijk;2023;20
649;Totaal;Boekel;2013;5
650;Totaal;Boekel;2014;5
651;Totaal;Boekel;2015;5
652;Totaal;Boekel;2016;5
653;Totaal;Boekel;2017;6
654;Totaal;Boekel;2018;6
655;Totaal;Boekel;2019;6
656;Totaal;Boekel;2020;6
657;Totaal;Boekel;2021;6
658;Totaal;Boekel;2022;6
659;Totaal;Boekel;2023;6
660;Totaal;Borger-Odoorn;2013;12
661;Totaal;Borger-Odoorn;2014;12
662;Totaal;Borger-Odoorn;2015;12
663;Totaal;Borger-Odoorn;2016;12
664;Totaal;Borger-Odoorn;2017;13
665;Totaal;Borger-Odoorn;2018;13
666;Totaal;Borger-Odoorn;2019;13
667;Totaal;Borger-Odoorn;2020;13
668;Totaal;Borger-Odoorn;2021;13
669;Totaal;Borger-Odoorn;2022;13
670;Totaal;Borger-Odoorn;2023;13
671;Totaal;Borne;2013;11
672;Totaal;Borne;2014;11
673;Totaal;Borne;2015;11
674;Totaal;Borne;2016;11
675;Totaal;Borne;2017;12
676;Totaal;Borne;2018;12
677;Totaal;Borne;2019;12
678;Totaal;Borne;2020;12
679;Totaal;Borne;2021;13
680;Totaal;Borne;2022;13
681;Totaal;Borne;2023;13
682;Totaal;Borsele;2013;12
683;Totaal;Borsele;2014;12
684;Totaal;Borsele;2015;12
685;Totaal;Borsele;2016;12
686;Totaal;Borsele;2017;12
687;Totaal;Borsele;2018;12
688;Totaal;Borsele;2019;12
689;Totaal;Borsele;2020;12
690;Totaal;Borsele;2021;12
691;Totaal;Borsele;2022;13
692;Totaal;Borsele;2023;13
693;Totaal;Boxtel;2013;16
694;Totaal;Boxtel;2014;16
695;Totaal;Boxtel;2015;16
696;Totaal;Boxtel;2016;17
697;Totaal;Boxtel;2017;17
698;Totaal;Boxtel;2018;17
699;Totaal;Boxtel;2019;17
700;Totaal;Boxtel;2020;18
701;Totaal;Boxtel;2021;18
702;Totaal;Boxtel;2022;18
