ID;BedrijfstakkenBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
153;C Industrie;2023 2e kwartaal;;;138.5;-4.8;14.7;11.7;12.5;14.9;4.7;1.5;-0.2;0.9;62.0;59.0;;;;;;;;;;
154;Vervaardiging niet-duurzame consumt.art.;2008 1e kwartaal;90.2;5.6;;;;23.7;0.9;;;6.2;3.1;-2.7;;;;;;;;;;;;
155;Vervaardiging niet-duurzame consumt.art.;2008 2e kwartaal;93.0;3.5;;;;8.4;3.0;;;5.7;-0.2;-1.3;;;;;;;;;;;;
156;Vervaardiging niet-duurzame consumt.art.;2008 3e kwartaal;90.8;-0.2;;;;11.9;-2.6;;;2.2;0.3;-1.6;;;;;;;;;;;;
157;Vervaardiging niet-duurzame consumt.art.;2008 4e kwartaal;92.9;-3.0;;;;7.3;-6.0;;;-1.4;-4.5;-0.8;;;;;;;;;;;;
158;Vervaardiging niet-duurzame consumt.art.;2008;91.7;1.4;;;;;;;;;;;;;;;;;;;;;;
159;Vervaardiging niet-duurzame consumt.art.;2009 1e kwartaal;83.5;-7.4;;;;1.3;-10.8;;;-2.7;-5.1;-5.8;53.0;;;;;;;;;;;
160;Vervaardiging niet-duurzame consumt.art.;2009 2e kwartaal;87.1;-6.4;;;;-9.7;-19.1;;;-3.2;-4.4;-6.7;60.0;;;;;;;;;;;
161;Vervaardiging niet-duurzame consumt.art.;2009 3e kwartaal;87.3;-3.8;;;;-6.2;-18.7;;;0.0;-7.2;-3.8;37.0;;;;;;;;;;;
162;Vervaardiging niet-duurzame consumt.art.;2009 4e kwartaal;89.7;-3.4;;;;-4.3;-17.6;;;2.7;-3.6;-3.6;39.0;;;;;;;;;;;
163;Vervaardiging niet-duurzame consumt.art.;2009;86.9;-5.3;;;;;;;;;;;189.0;;;;;;;;;;;
164;Vervaardiging niet-duurzame consumt.art.;2010 1e kwartaal;82.7;-1.0;;;;1.9;-13.1;;;3.7;6.8;1.5;74.0;39.6;;;;;;;;;;
165;Vervaardiging niet-duurzame consumt.art.;2010 2e kwartaal;87.1;0.0;;;;6.0;-11.9;;;4.2;3.6;-3.3;80.0;35.6;;;;;;;;;;
166;Vervaardiging niet-duurzame consumt.art.;2010 3e kwartaal;86.8;-0.6;;;;-22.0;-34.4;17.3;4.0;5.9;0.5;3.5;36.0;0.0;;;;;;;;;;
167;Vervaardiging niet-duurzame consumt.art.;2010 4e kwartaal;91.7;2.3;;;;25.5;-4.1;14.6;2.8;-0.4;0.5;-0.1;82.0;110.3;;;;;;;;;;
168;Vervaardiging niet-duurzame consumt.art.;2010;87.1;0.2;;;;;;;;;;;272.0;45.5;;;;;;;;;;
169;Vervaardiging niet-duurzame consumt.art.;2011 1e kwartaal;89.9;8.8;;;;52.4;-21.7;14.4;1.4;2.0;3.6;2.1;47.0;-36.5;;;;;;;;;;
170;Vervaardiging niet-duurzame consumt.art.;2011 2e kwartaal;94.3;8.3;;;;1.0;-13.1;15.1;1.7;0.3;1.9;-0.7;57.0;-28.8;;;;;;;;;;
171;Vervaardiging niet-duurzame consumt.art.;2011 3e kwartaal;94.6;9.0;;;;24.3;-9.7;15.2;2.7;-1.6;3.2;-0.4;63.0;75.0;;;;;;;;;;
172;Vervaardiging niet-duurzame consumt.art.;2011 4e kwartaal;96.4;5.0;;;19.1;17.4;-6.9;17.2;6.0;2.9;1.4;3.4;51.0;-37.8;;;;;;;;;;
173;Vervaardiging niet-duurzame consumt.art.;2011;93.8;7.7;;;;;;;;;;;218.0;-19.9;;;;;;;;;;
174;Vervaardiging niet-duurzame consumt.art.;2012 1e kwartaal;87.4;-2.8;;;-7.1;18.2;-7.1;20.2;6.1;-5.0;1.5;2.3;41.0;-12.8;;;;;;;;;;
175;Vervaardiging niet-duurzame consumt.art.;2012 2e kwartaal;90.5;-4.1;;;10.4;10.0;-2.1;21.0;5.8;2.9;-0.6;2.1;48.0;-15.8;;;;;;;;;;
176;Vervaardiging niet-duurzame consumt.art.;2012 3e kwartaal;89.7;-5.2;;;-4.6;-1.5;-4.8;21.0;6.5;-0.6;3.2;2.0;53.0;-15.9;;;;;;;;;;
177;Vervaardiging niet-duurzame consumt.art.;2012 4e kwartaal;92.6;-3.9;;;14.9;20.3;-5.3;21.6;7.7;2.2;0.0;2.2;60.0;17.6;;;;;;;;;;
178;Vervaardiging niet-duurzame consumt.art.;2012;90.0;-4.0;;;;;;;;;;;202.0;-7.3;;;;;;;;;;
179;Vervaardiging niet-duurzame consumt.art.;2013 1e kwartaal;90.2;3.2;103.0;1.8;-11.9;15.6;-9.6;20.3;8.0;-1.1;0.8;4.8;74.0;80.5;;;;;;;;;;
180;Vervaardiging niet-duurzame consumt.art.;2013 2e kwartaal;94.7;4.7;102.7;1.1;2.3;2.8;-10.6;21.0;7.7;-2.5;0.8;-0.1;51.0;6.2;;;;;;;;;;
181;Vervaardiging niet-duurzame consumt.art.;2013 3e kwartaal;96.2;7.2;102.9;-0.2;-7.7;7.6;-11.2;19.9;9.3;4.0;2.2;1.6;37.0;-30.2;;;;;;;;;;
182;Vervaardiging niet-duurzame consumt.art.;2013 4e kwartaal;100.2;8.2;103.1;-0.7;22.8;4.1;-9.6;21.6;9.7;-0.9;-0.5;-0.6;35.0;-41.7;;;;;;;;;;
183;Vervaardiging niet-duurzame consumt.art.;2013;95.3;5.9;102.9;0.5;;;;;;;;;197.0;-2.5;;;;;;;;;;
184;Vervaardiging niet-duurzame consumt.art.;2014 1e kwartaal;93.7;3.9;103.0;0.1;-12.4;12.5;-15.5;22.9;10.1;-0.4;2.0;4.4;49.0;-33.8;;;;;;;;;;
185;Vervaardiging niet-duurzame consumt.art.;2014 2e kwartaal;98.1;3.6;102.9;0.2;14.7;4.2;-6.0;24.6;10.0;3.8;4.2;4.6;41.0;-19.6;;;;;;;;;;
186;Vervaardiging niet-duurzame consumt.art.;2014 3e kwartaal;95.5;-0.7;102.4;-0.5;0.7;4.8;-5.4;19.1;8.5;0.8;0.3;0.7;29.0;-21.6;;;;;;;;;;
187;Vervaardiging niet-duurzame consumt.art.;2014 4e kwartaal;99.3;-0.9;100.7;-2.3;13.8;1.8;-4.9;19.8;10.0;-3.1;-1.7;-1.0;24.0;-31.4;;;;;;;;;;
188;Vervaardiging niet-duurzame consumt.art.;2014;96.6;1.4;102.3;-0.6;;;;;;;;;143.0;-27.4;;;;;;;;;;
189;Vervaardiging niet-duurzame consumt.art.;2015 1e kwartaal;95.6;2.0;100.4;-2.5;-16.1;8.5;-6.5;21.2;9.7;4.7;2.7;-0.7;36.0;-26.5;;;;;;;;;;
190;Vervaardiging niet-duurzame consumt.art.;2015 2e kwartaal;100.3;2.2;100.5;-2.3;12.3;2.9;0.2;19.0;7.1;2.5;1.6;3.3;32.0;-22.0;;;;;;;;;;
191;Vervaardiging niet-duurzame consumt.art.;2015 3e kwartaal;99.4;4.1;99.5;-2.8;-0.2;0.0;0.9;18.8;6.9;-0.8;-0.8;0.0;28.0;-3.4;;;;;;;;;;
192;Vervaardiging niet-duurzame consumt.art.;2015 4e kwartaal;104.8;5.5;99.5;-1.2;18.8;3.6;-2.3;16.8;7.9;-2.0;-0.8;1.7;28.0;16.7;;;;;;;;;;
193;Vervaardiging niet-duurzame consumt.art.;2015;100.0;3.5;100.0;-2.2;;;;;;;;;124.0;-13.3;;;;;;;;;;
194;Vervaardiging niet-duurzame consumt.art.;2016 1e kwartaal;97.5;2.0;98.9;-1.5;-4.4;8.8;-2.8;18.3;6.7;3.0;3.4;2.2;22.0;-38.9;;;;;;;;;;
195;Vervaardiging niet-duurzame consumt.art.;2016 2e kwartaal;102.6;2.3;99.3;-1.3;18.1;-5.5;0.4;18.7;7.2;1.1;1.0;3.4;17.0;-46.9;;;;;;;;;;
196;Vervaardiging niet-duurzame consumt.art.;2016 3e kwartaal;99.8;0.4;100.8;1.3;3.0;-1.0;-3.2;15.8;7.3;-0.5;-0.3;-0.1;21.0;-25.0;;;;;;;;;;
197;Vervaardiging niet-duurzame consumt.art.;2016 4e kwartaal;103.7;-1.1;102.5;3.0;17.9;12.9;1.1;14.7;8.1;2.9;1.0;0.1;26.0;-7.1;;;;;;;;;;
198;Vervaardiging niet-duurzame consumt.art.;2016;100.9;0.9;100.4;0.4;;;;;;;;;86.0;-30.6;;;;;;;;;;
199;Vervaardiging niet-duurzame consumt.art.;2017 1e kwartaal;100.7;3.4;103.6;4.8;-7.4;18.5;-6.2;11.7;7.0;5.3;2.1;2.2;18.0;-18.2;;;;;;;;;;
200;Vervaardiging niet-duurzame consumt.art.;2017 2e kwartaal;103.0;0.5;104.1;4.9;16.3;5.1;3.5;12.5;5.5;4.9;0.4;2.6;32.0;88.2;;;;;;;;;;
201;Vervaardiging niet-duurzame consumt.art.;2017 3e kwartaal;102.7;2.9;103.8;2.9;7.0;3.3;0.1;11.6;5.3;4.4;2.2;3.1;21.0;0.0;;;;;;;;;;
202;Vervaardiging niet-duurzame consumt.art.;2017 4e kwartaal;107.9;4.1;103.5;0.9;21.6;5.7;7.0;9.1;5.5;3.4;1.9;1.9;19.0;-26.9;;;;;;;;;;
203;Vervaardiging niet-duurzame consumt.art.;2017;103.6;2.7;103.8;3.4;;;;;;;;;90.0;4.7;;;;;;;;;;
204;Vervaardiging niet-duurzame consumt.art.;2018 1e kwartaal;103.1;2.3;103.0;-0.6;-4.0;4.7;4.5;10.3;4.2;7.5;4.3;4.0;16.0;-11.1;;;;;;;;;;
205;Vervaardiging niet-duurzame consumt.art.;2018 2e kwartaal;103.1;0.0;103.1;-1.0;19.2;-4.1;11.3;7.8;4.6;5.1;1.8;0.1;21.0;-34.4;;;;;;;;;;
206;Vervaardiging niet-duurzame consumt.art.;2018 3e kwartaal;102.1;-0.6;103.0;-0.7;6.3;10.3;5.5;8.6;5.1;5.4;2.1;2.0;10.0;-52.4;;;;;;;;;;
207;Vervaardiging niet-duurzame consumt.art.;2018 4e kwartaal;106.6;-1.2;103.4;-0.1;15.7;12.4;8.3;10.5;5.9;-4.8;1.5;1.7;20.0;5.3;;;;;;;;;;
208;Vervaardiging niet-duurzame consumt.art.;2018;103.7;0.1;103.1;-0.6;;;;;;;;;67.0;-25.6;;;;;;;;;;
209;Vervaardiging niet-duurzame consumt.art.;2019 1e kwartaal;101.9;-1.2;103.4;0.4;0.6;25.6;3.5;9.9;5.4;5.9;3.4;3.8;12.0;-25.0;;;;;;;;;;
210;Vervaardiging niet-duurzame consumt.art.;2019 2e kwartaal;105.8;2.6;104.7;1.6;15.4;5.7;8.8;9.4;5.2;3.7;2.8;2.5;17.0;-19.0;;;;;;;;;;
211;Vervaardiging niet-duurzame consumt.art.;2019 3e kwartaal;102.9;0.8;104.9;1.8;2.4;1.5;7.9;9.8;6.2;1.6;2.7;3.2;25.0;150.0;;;;;;;;;;
212;Vervaardiging niet-duurzame consumt.art.;2019 4e kwartaal;106.7;0.1;106.7;3.2;12.5;9.3;4.7;8.6;6.6;-6.6;-0.5;2.2;11.0;-45.0;;;;;;;;;;
213;Vervaardiging niet-duurzame consumt.art.;2019;104.3;0.6;105.0;1.8;;;;;;;;;65.0;-3.0;;;;;;;;;;
214;Vervaardiging niet-duurzame consumt.art.;2020 1e kwartaal;104.4;2.5;107.8;4.2;1.4;20.0;8.3;11.2;7.8;-3.1;2.7;2.4;19.0;58.3;;;;;;;;;;
215;Vervaardiging niet-duurzame consumt.art.;2020 2e kwartaal;96.9;-8.4;106.2;1.4;-44.1;-7.5;-19.2;20.9;4.5;-1.0;-0.5;-2.1;21.0;23.5;;;;;;;;;;
216;Vervaardiging niet-duurzame consumt.art.;2020 3e kwartaal;103.2;0.3;105.3;0.4;8.4;-0.7;-3.2;25.0;5.6;2.8;-1.2;-0.8;11.0;-56.0;;;;;;;;;;
217;Vervaardiging niet-duurzame consumt.art.;2020 4e kwartaal;105.1;-1.5;106.6;-0.1;1.9;0.7;-4.8;23.1;6.2;4.6;-1.0;-0.6;6.0;-45.5;;;;;;;;;;
218;Vervaardiging niet-duurzame consumt.art.;2020;102.4;-1.8;106.5;1.4;;;;;;;;;57.0;-12.3;;;;;;;;;;
219;Vervaardiging niet-duurzame consumt.art.;2021 1e kwartaal;100.1;-4.1;108.8;0.9;-11.2;8.3;-2.0;21.4;2.4;6.6;1.3;0.6;8.0;-57.9;;;;;;;;;;
220;Vervaardiging niet-duurzame consumt.art.;2021 2e kwartaal;107.5;10.9;111.3;4.8;19.8;16.2;4.5;21.4;3.5;6.6;-0.7;-3.3;8.0;-61.9;;;;;;;;;;
221;Vervaardiging niet-duurzame consumt.art.;2021 3e kwartaal;110.3;6.9;112.8;7.1;14.2;17.1;10.8;13.4;1.8;6.4;1.5;-0.4;2.0;-81.8;;;;;;;;;;
222;Vervaardiging niet-duurzame consumt.art.;2021 4e kwartaal;121.8;15.9;115.3;8.2;22.5;37.1;14.9;8.9;2.5;5.8;2.4;-1.2;8.0;33.3;;;;;;;;;;
223;Vervaardiging niet-duurzame consumt.art.;2021;109.9;7.3;112.1;5.3;;;;;;;;;26.0;-54.4;;;;;;;;;;
224;Vervaardiging niet-duurzame consumt.art.;2022 1e kwartaal;119.0;18.8;122.3;12.4;0.9;61.0;8.3;11.7;1.2;6.2;2.2;-1.0;5.0;-37.5;;;;;;;;;;
225;Vervaardiging niet-duurzame consumt.art.;2022 2e kwartaal;132.2;23.0;130.2;16.9;30.8;60.9;14.3;9.2;1.8;0.7;-0.6;-2.9;13.0;62.5;;;;;;;;;;
226;Vervaardiging niet-duurzame consumt.art.;2022 3e kwartaal;135.3;22.7;133.3;18.1;4.7;48.3;10.4;10.7;1.8;0.3;0.7;2.2;10.0;400.0;;;;;;;;;;
227;Vervaardiging niet-duurzame consumt.art.;2022 4e kwartaal;142.5;17.0;135.0;17.1;13.8;59.3;4.2;12.7;3.4;-4.6;-1.4;-2.4;24.0;200.0;;;;;;;;;;
228;Vervaardiging niet-duurzame consumt.art.;2022;132.2;20.3;130.2;16.2;;;;;;;;;52.0;100.0;;;;;;;;;;
229;Vervaardiging niet-duurzame consumt.art.;2023 1e kwartaal;139.4;17.2;139.2;13.8;1.2;43.7;3.7;13.8;4.5;1.4;-4.3;-5.2;22.0;340.0;;;;;;;;;;
230;Vervaardiging niet-duurzame consumt.art.;2023 2e kwartaal;;;139.0;6.8;16.1;16.2;8.2;15.4;4.2;-2.5;-3.6;-3.0;19.0;46.2;;;;;;;;;;
231;Vervaardiging van consumentenartikelen;2008 1e kwartaal;91.3;5.2;;;;24.1;1.8;;;5.1;3.0;-2.1;;;;;;;;;;;;
232;Vervaardiging van consumentenartikelen;2008 2e kwartaal;94.0;2.8;;;;8.6;3.1;;;4.6;-0.1;-2.2;;;;;;;;;;;;
233;Vervaardiging van consumentenartikelen;2008 3e kwartaal;91.4;-0.4;;;;12.8;-2.8;;;1.9;0.1;-1.6;;;;;;;;;;;;
234;Vervaardiging van consumentenartikelen;2008 4e kwartaal;93.9;-3.3;;;;12.8;-11.6;;;0.2;-3.5;-0.6;;;;;;;;;;;;
235;Vervaardiging van consumentenartikelen;2008;92.6;1.0;;;;;;;;;;;;;;;;;;;;;;
236;Vervaardiging van consumentenartikelen;2009 1e kwartaal;84.3;-7.7;;;;2.3;-12.5;;;-0.7;-4.5;-6.1;78.0;;;;;;;;;;;
237;Vervaardiging van consumentenartikelen;2009 2e kwartaal;87.7;-6.7;;;;-9.2;-22.8;;;-2.7;-4.1;-6.9;83.0;;;;;;;;;;;
238;Vervaardiging van consumentenartikelen;2009 3e kwartaal;87.1;-4.7;;;;-5.5;-24.1;;;0.3;-6.8;-4.3;58.0;;;;;;;;;;;
239;Vervaardiging van consumentenartikelen;2009 4e kwartaal;90.2;-3.9;;;;-3.3;-21.6;;;3.3;-3.7;-3.8;63.0;;;;;;;;;;;
240;Vervaardiging van consumentenartikelen;2009;87.3;-5.8;;;;;;;;;;;282.0;;;;;;;;;;;
241;Vervaardiging van consumentenartikelen;2010 1e kwartaal;83.1;-1.4;;;;7.1;-17.2;;;2.8;6.6;0.9;97.0;24.4;;;;;;;;;;
242;Vervaardiging van consumentenartikelen;2010 2e kwartaal;87.5;-0.2;;;;5.3;-16.6;;;4.6;3.3;-2.7;98.0;19.5;;;;;;;;;;
243;Vervaardiging van consumentenartikelen;2010 3e kwartaal;86.7;-0.4;;;;1.1;-12.4;19.1;3.8;6.1;0.9;3.3;66.0;15.8;;;;;;;;;;
244;Vervaardiging van consumentenartikelen;2010 4e kwartaal;91.9;1.9;;;;17.3;-9.0;16.1;3.3;1.6;1.4;0.4;115.0;82.5;;;;;;;;;;
245;Vervaardiging van consumentenartikelen;2010;87.3;0.0;;;;;;;;;;;376.0;34.3;;;;;;;;;;
246;Vervaardiging van consumentenartikelen;2011 1e kwartaal;90.2;8.5;;;;30.8;-11.0;16.2;1.6;7.8;4.4;2.1;73.0;-24.7;;;;;;;;;;
247;Vervaardiging van consumentenartikelen;2011 2e kwartaal;94.5;7.9;;;;20.5;-9.2;17.4;1.8;6.4;3.1;-0.4;70.0;-28.6;;;;;;;;;;
248;Vervaardiging van consumentenartikelen;2011 3e kwartaal;93.8;8.1;;;;20.2;-12.3;17.9;2.6;3.4;2.5;-0.6;79.0;19.7;;;;;;;;;;
249;Vervaardiging van consumentenartikelen;2011 4e kwartaal;96.0;4.4;;;20.2;15.6;-6.7;19.4;7.2;3.6;2.0;3.6;76.0;-33.9;;;;;;;;;;
250;Vervaardiging van consumentenartikelen;2011;93.6;7.2;;;;;;;;;;;298.0;-20.7;;;;;;;;;;
251;Vervaardiging van consumentenartikelen;2012 1e kwartaal;87.8;-2.7;;;-6.0;17.4;-8.9;22.8;7.3;-3.1;2.4;1.6;65.0;-11.0;;;;;;;;;;
252;Vervaardiging van consumentenartikelen;2012 2e kwartaal;90.6;-4.1;;;5.0;9.4;-6.1;23.7;7.0;1.9;0.3;1.7;78.0;11.4;;;;;;;;;;
253;Vervaardiging van consumentenartikelen;2012 3e kwartaal;89.3;-4.8;;;-7.4;-0.8;-6.8;23.5;7.3;-0.7;4.3;2.4;68.0;-13.9;;;;;;;;;;
254;Vervaardiging van consumentenartikelen;2012 4e kwartaal;92.5;-3.6;;;12.0;18.7;-8.0;24.6;8.7;2.6;0.8;2.0;86.0;13.2;;;;;;;;;;
255;Vervaardiging van consumentenartikelen;2012;90.1;-3.8;;;;;;;;;;;297.0;-0.3;;;;;;;;;;
256;Vervaardiging van consumentenartikelen;2013 1e kwartaal;90.1;2.6;102.5;1.8;-13.2;14.0;-11.3;23.6;8.3;-1.7;1.4;4.4;108.0;66.2;;;;;;;;;;
257;Vervaardiging van consumentenartikelen;2013 2e kwartaal;94.7;4.4;102.3;1.2;0.8;1.8;-13.2;23.7;8.5;-2.4;1.1;0.6;84.0;7.7;;;;;;;;;;
258;Vervaardiging van consumentenartikelen;2013 3e kwartaal;95.2;6.6;102.4;-0.1;-10.3;6.1;-12.4;22.0;9.8;4.2;2.8;1.9;60.0;-11.8;;;;;;;;;;
259;Vervaardiging van consumentenartikelen;2013 4e kwartaal;99.5;7.6;102.6;-0.5;20.0;3.6;-9.8;23.7;10.0;-1.0;0.9;-0.2;52.0;-39.5;;;;;;;;;;
260;Vervaardiging van consumentenartikelen;2013;94.9;5.3;102.5;0.6;;;;;;;;;304.0;2.4;;;;;;;;;;
261;Vervaardiging van consumentenartikelen;2014 1e kwartaal;93.4;3.7;102.7;0.2;-11.0;12.1;-15.0;24.0;9.8;1.0;3.5;4.5;60.0;-44.4;;;;;;;;;;
262;Vervaardiging van consumentenartikelen;2014 2e kwartaal;97.8;3.4;102.6;0.2;13.2;5.3;-6.4;25.3;9.9;5.5;5.5;4.5;69.0;-17.9;;;;;;;;;;
263;Vervaardiging van consumentenartikelen;2014 3e kwartaal;94.7;-0.6;102.1;-0.3;-2.1;4.1;-6.9;21.1;8.5;0.3;0.3;1.1;51.0;-15.0;;;;;;;;;;
264;Vervaardiging van consumentenartikelen;2014 4e kwartaal;99.0;-0.5;100.6;-1.9;15.6;1.1;-4.7;21.0;9.9;-2.6;-1.7;-0.1;44.0;-15.4;;;;;;;;;;
265;Vervaardiging van consumentenartikelen;2014;96.2;1.4;102.0;-0.5;;;;;;;;;224.0;-26.3;;;;;;;;;;
266;Vervaardiging van consumentenartikelen;2015 1e kwartaal;95.8;2.6;100.3;-2.3;-14.6;10.2;-5.4;21.4;9.5;4.4;3.0;1.0;45.0;-25.0;;;;;;;;;;
267;Vervaardiging van consumentenartikelen;2015 2e kwartaal;100.6;2.9;100.5;-2.0;13.6;4.5;0.2;19.0;7.0;2.3;1.8;3.7;48.0;-30.4;;;;;;;;;;
268;Vervaardiging van consumentenartikelen;2015 3e kwartaal;99.0;4.6;99.6;-2.4;-0.7;2.3;-0.3;18.3;6.9;0.4;0.0;1.0;36.0;-29.4;;;;;;;;;;
269;Vervaardiging van consumentenartikelen;2015 4e kwartaal;104.5;5.5;99.6;-1.0;20.0;4.2;-0.7;16.6;7.5;0.0;0.6;3.0;33.0;-25.0;;;;;;;;;;
270;Vervaardiging van consumentenartikelen;2015;100.0;3.9;100.0;-1.9;;;;;;;;;162.0;-27.7;;;;;;;;;;
271;Vervaardiging van consumentenartikelen;2016 1e kwartaal;97.6;1.9;99.1;-1.2;-2.7;11.1;-1.9;17.5;6.2;5.6;4.1;2.4;33.0;-26.7;;;;;;;;;;
272;Vervaardiging van consumentenartikelen;2016 2e kwartaal;102.5;1.9;99.4;-1.0;18.3;-4.0;1.4;18.4;6.7;2.6;2.9;3.6;32.0;-33.3;;;;;;;;;;
273;Vervaardiging van consumentenartikelen;2016 3e kwartaal;99.1;0.1;100.9;1.3;4.5;-0.1;-1.5;15.5;7.0;1.2;0.3;0.8;30.0;-16.7;;;;;;;;;;
274;Vervaardiging van consumentenartikelen;2016 4e kwartaal;103.8;-0.7;102.5;2.9;19.1;12.1;0.9;14.0;7.8;3.5;2.2;1.0;35.0;6.1;;;;;;;;;;
275;Vervaardiging van consumentenartikelen;2016;100.8;0.8;100.5;0.5;;;;;;;;;130.0;-19.8;;;;;;;;;;
276;Vervaardiging van consumentenartikelen;2017 1e kwartaal;100.8;3.3;103.5;4.5;-6.7;19.0;-3.0;11.4;6.3;6.6;3.4;3.3;24.0;-27.3;;;;;;;;;;
277;Vervaardiging van consumentenartikelen;2017 2e kwartaal;103.2;0.7;104.0;4.6;16.7;5.6;5.3;12.4;5.3;5.7;1.6;3.1;38.0;18.8;;;;;;;;;;
278;Vervaardiging van consumentenartikelen;2017 3e kwartaal;102.1;3.1;103.7;2.7;7.1;4.8;2.1;11.8;4.9;6.0;2.5;3.5;25.0;-16.7;;;;;;;;;;
279;Vervaardiging van consumentenartikelen;2017 4e kwartaal;107.8;3.9;103.5;1.0;24.0;6.4;8.7;9.4;5.4;4.3;1.5;2.5;28.0;-20.0;;;;;;;;;;
280;Vervaardiging van consumentenartikelen;2017;103.5;2.7;103.7;3.2;;;;;;;;;115.0;-11.5;;;;;;;;;;
281;Vervaardiging van consumentenartikelen;2018 1e kwartaal;103.6;2.7;103.1;-0.4;-2.1;8.0;7.2;10.2;4.0;8.4;4.7;3.7;26.0;8.3;;;;;;;;;;
282;Vervaardiging van consumentenartikelen;2018 2e kwartaal;103.3;0.1;103.2;-0.8;20.5;-0.1;13.5;8.0;4.5;6.7;2.6;0.7;29.0;-23.7;;;;;;;;;;
283;Vervaardiging van consumentenartikelen;2018 3e kwartaal;101.8;-0.4;103.2;-0.5;5.7;11.2;7.9;9.1;4.9;6.6;2.8;2.2;13.0;-48.0;;;;;;;;;;
284;Vervaardiging van consumentenartikelen;2018 4e kwartaal;107.2;-0.6;103.5;0.0;20.1;13.6;11.2;10.6;6.0;-1.3;0.8;1.8;27.0;-3.6;;;;;;;;;;
285;Vervaardiging van consumentenartikelen;2018;104.0;0.4;103.3;-0.4;;;;;;;;;95.0;-17.4;;;;;;;;;;
286;Vervaardiging van consumentenartikelen;2019 1e kwartaal;102.2;-1.3;103.7;0.6;2.8;26.8;5.4;9.1;5.3;6.8;3.2;3.6;19.0;-26.9;;;;;;;;;;
287;Vervaardiging van consumentenartikelen;2019 2e kwartaal;106.0;2.6;104.9;1.7;15.9;6.6;11.0;9.0;5.2;4.1;2.8;2.9;24.0;-17.2;;;;;;;;;;
288;Vervaardiging van consumentenartikelen;2019 3e kwartaal;102.4;0.6;105.1;1.8;2.1;3.0;7.5;9.7;6.1;2.1;3.4;3.3;33.0;153.8;;;;;;;;;;
289;Vervaardiging van consumentenartikelen;2019 4e kwartaal;107.0;-0.2;106.8;3.2;12.5;11.0;5.7;8.8;6.4;-5.2;1.2;3.0;16.0;-40.7;;;;;;;;;;
290;Vervaardiging van consumentenartikelen;2019;104.4;0.4;105.2;1.8;;;;;;;;;92.0;-3.2;;;;;;;;;;
291;Vervaardiging van consumentenartikelen;2020 1e kwartaal;104.8;2.5;107.9;4.0;1.6;22.3;7.7;10.7;7.5;-0.2;3.7;3.2;24.0;26.3;;;;;;;;;;
292;Vervaardiging van consumentenartikelen;2020 2e kwartaal;96.7;-8.8;106.5;1.5;-49.7;-6.3;-21.6;21.2;4.3;-0.7;-0.1;-1.7;28.0;16.7;;;;;;;;;;
293;Vervaardiging van consumentenartikelen;2020 3e kwartaal;102.5;0.1;105.7;0.5;7.1;-0.2;-3.9;25.1;5.6;4.1;-0.1;-0.4;17.0;-48.5;;;;;;;;;;
294;Vervaardiging van consumentenartikelen;2020 4e kwartaal;105.1;-1.7;106.8;0.0;1.5;1.3;-4.5;22.8;5.6;6.0;-0.3;-0.1;13.0;-18.8;;;;;;;;;;
295;Vervaardiging van consumentenartikelen;2020;102.3;-2.0;106.7;1.5;;;;;;;;;82.0;-10.9;;;;;;;;;;
296;Vervaardiging van consumentenartikelen;2021 1e kwartaal;100.7;-4.0;108.9;0.9;-9.4;11.7;-0.6;21.1;2.5;6.7;1.4;0.2;9.0;-62.5;;;;;;;;;;
297;Vervaardiging van consumentenartikelen;2021 2e kwartaal;107.8;11.5;111.3;4.5;19.1;17.3;4.5;21.2;3.5;6.6;-0.3;-2.4;11.0;-60.7;;;;;;;;;;
298;Vervaardiging van consumentenartikelen;2021 3e kwartaal;110.0;7.3;112.8;6.7;13.3;21.3;12.6;12.9;2.0;6.5;2.2;0.3;5.0;-70.6;;;;;;;;;;
299;Vervaardiging van consumentenartikelen;2021 4e kwartaal;121.8;15.9;115.2;7.8;23.2;37.7;16.2;8.5;2.8;6.6;2.5;-0.4;13.0;0.0;;;;;;;;;;
300;Vervaardiging van consumentenartikelen;2021;110.1;7.6;112.1;5.0;;;;;;;;;38.0;-53.7;;;;;;;;;;
301;Vervaardiging van consumentenartikelen;2022 1e kwartaal;119.0;18.2;121.9;11.9;1.5;59.6;11.3;10.7;1.5;7.4;2.6;-0.7;10.0;11.1;;;;;;;;;;
302;Vervaardiging van consumentenartikelen;2022 2e kwartaal;131.8;22.3;129.4;16.3;29.0;61.2;14.9;9.0;2.0;0.7;-0.3;-2.3;15.0;36.4;;;;;;;;;;
