ID;Relatieduur;Perioden;BestaandeHuwelijken_1;BestaandeGeregistreerdePartnerschappen_2
1679;60 jaar;2003;5644;
1680;60 jaar;2004;4113;
1681;60 jaar;2005;3122;
1682;60 jaar;2006;4822;
1683;60 jaar;2007;7114;
1684;60 jaar;2008;6583;
1685;60 jaar;2009;6064;
1686;60 jaar;2010;5989;
1687;60 jaar;2011;6559;
1688;60 jaar;2012;7910;
1689;60 jaar;2013;8305;
1690;60 jaar;2014;8760;
1691;60 jaar;2015;9634;
1692;60 jaar;2016;10332;
1693;60 jaar;2017;11439;
1694;60 jaar;2018;12494;
1695;60 jaar;2019;13145;
1696;60 jaar;2020;13258;
1697;60 jaar;2021;13886;
1698;60 jaar;2022;15246;
1699;60 jaar;2023;16017;
1700;60 jaar;2024;17169;
1701;61 jaar;1998;2425;
1702;61 jaar;1999;2536;
1703;61 jaar;2000;2660;
1704;61 jaar;2001;3359;
1705;61 jaar;2002;2906;
1706;61 jaar;2003;2992;
1707;61 jaar;2004;4533;
1708;61 jaar;2005;3341;
1709;61 jaar;2006;2504;
1710;61 jaar;2007;3957;
1711;61 jaar;2008;5844;
1712;61 jaar;2009;5474;
1713;61 jaar;2010;4971;
1714;61 jaar;2011;5000;
1715;61 jaar;2012;5459;
1716;61 jaar;2013;6613;
1717;61 jaar;2014;6925;
1718;61 jaar;2015;7336;
1719;61 jaar;2016;8085;
1720;61 jaar;2017;8664;
1721;61 jaar;2018;9700;
1722;61 jaar;2019;10552;
1723;61 jaar;2020;11235;
1724;61 jaar;2021;11234;
1725;61 jaar;2022;11823;
1726;61 jaar;2023;13063;
1727;61 jaar;2024;13845;
1728;62 jaar;1998;1749;
1729;62 jaar;1999;1916;
1730;62 jaar;2000;1920;
1731;62 jaar;2001;2031;
1732;62 jaar;2002;2581;
1733;62 jaar;2003;2244;
1734;62 jaar;2004;2325;
1735;62 jaar;2005;3641;
1736;62 jaar;2006;2666;
1737;62 jaar;2007;2007;
1738;62 jaar;2008;3177;
1739;62 jaar;2009;4737;
1740;62 jaar;2010;4482;
1741;62 jaar;2011;3989;
1742;62 jaar;2012;4073;
1743;62 jaar;2013;4414;
1744;62 jaar;2014;5387;
1745;62 jaar;2015;5729;
1746;62 jaar;2016;6004;
1747;62 jaar;2017;6651;
1748;62 jaar;2018;7113;
1749;62 jaar;2019;7981;
1750;62 jaar;2020;8825;
1751;62 jaar;2021;9248;
1752;62 jaar;2022;9226;
1753;62 jaar;2023;9853;
1754;62 jaar;2024;11012;
1755;63 jaar;1998;1322;
1756;63 jaar;1999;1336;
1757;63 jaar;2000;1448;
1758;63 jaar;2001;1434;
1759;63 jaar;2002;1538;
1760;63 jaar;2003;1969;
1761;63 jaar;2004;1712;
1762;63 jaar;2005;1816;
1763;63 jaar;2006;2815;
1764;63 jaar;2007;2061;
1765;63 jaar;2008;1594;
1766;63 jaar;2009;2515;
1767;63 jaar;2010;3772;
1768;63 jaar;2011;3538;
1769;63 jaar;2012;3185;
1770;63 jaar;2013;3248;
1771;63 jaar;2014;3537;
1772;63 jaar;2015;4327;
1773;63 jaar;2016;4604;
1774;63 jaar;2017;4798;
1775;63 jaar;2018;5349;
1776;63 jaar;2019;5710;
1777;63 jaar;2020;6498;
1778;63 jaar;2021;7041;
1779;63 jaar;2022;7448;
1780;63 jaar;2023;7530;
1781;63 jaar;2024;8167;
1782;64 jaar;1998;911;
1783;64 jaar;1999;960;
1784;64 jaar;2000;991;
1785;64 jaar;2001;1065;
1786;64 jaar;2002;1043;
1787;64 jaar;2003;1105;
1788;64 jaar;2004;1462;
1789;64 jaar;2005;1260;
1790;64 jaar;2006;1365;
1791;64 jaar;2007;2119;
1792;64 jaar;2008;1556;
1793;64 jaar;2009;1238;
1794;64 jaar;2010;1933;
1795;64 jaar;2011;2923;
1796;64 jaar;2012;2756;
1797;64 jaar;2013;2462;
1798;64 jaar;2014;2485;
1799;64 jaar;2015;2747;
1800;64 jaar;2016;3394;
1801;64 jaar;2017;3593;
1802;64 jaar;2018;3768;
1803;64 jaar;2019;4095;
1804;64 jaar;2020;4510;
1805;64 jaar;2021;4997;
1806;64 jaar;2022;5498;
1807;64 jaar;2023;5920;
1808;64 jaar;2024;6035;
1809;65 jaar;1998;637;
1810;65 jaar;1999;668;
1811;65 jaar;2000;666;
1812;65 jaar;2001;686;
1813;65 jaar;2002;746;
1814;65 jaar;2003;732;
1815;65 jaar;2004;802;
1816;65 jaar;2005;1052;
1817;65 jaar;2006;892;
1818;65 jaar;2007;1018;
1819;65 jaar;2008;1576;
1820;65 jaar;2009;1155;
1821;65 jaar;2010;944;
1822;65 jaar;2011;1481;
1823;65 jaar;2012;2217;
1824;65 jaar;2013;2067;
1825;65 jaar;2014;1850;
1826;65 jaar;2015;1891;
1827;65 jaar;2016;2089;
1828;65 jaar;2017;2579;
1829;65 jaar;2018;2704;
1830;65 jaar;2019;2847;
1831;65 jaar;2020;3128;
1832;65 jaar;2021;3381;
1833;65 jaar;2022;3784;
1834;65 jaar;2023;4191;
1835;65 jaar;2024;4640;
1836;66 jaar;1998;463;
1837;66 jaar;1999;469;
1838;66 jaar;2000;462;
1839;66 jaar;2001;449;
1840;66 jaar;2002;480;
1841;66 jaar;2003;530;
1842;66 jaar;2004;518;
1843;66 jaar;2005;574;
1844;66 jaar;2006;766;
1845;66 jaar;2007;667;
1846;66 jaar;2008;744;
1847;66 jaar;2009;1148;
1848;66 jaar;2010;867;
1849;66 jaar;2011;717;
1850;66 jaar;2012;1115;
1851;66 jaar;2013;1631;
1852;66 jaar;2014;1542;
1853;66 jaar;2015;1387;
1854;66 jaar;2016;1373;
1855;66 jaar;2017;1514;
1856;66 jaar;2018;1921;
1857;66 jaar;2019;1982;
1858;66 jaar;2020;2113;
1859;66 jaar;2021;2263;
1860;66 jaar;2022;2467;
1861;66 jaar;2023;2802;
1862;66 jaar;2024;3138;
1863;67 jaar;1998;334;
1864;67 jaar;1999;315;
1865;67 jaar;2000;300;
1866;67 jaar;2001;291;
1867;67 jaar;2002;313;
1868;67 jaar;2003;339;
1869;67 jaar;2004;356;
1870;67 jaar;2005;358;
1871;67 jaar;2006;395;
1872;67 jaar;2007;521;
1873;67 jaar;2008;464;
1874;67 jaar;2009;509;
1875;67 jaar;2010;816;
1876;67 jaar;2011;616;
1877;67 jaar;2012;533;
1878;67 jaar;2013;795;
1879;67 jaar;2014;1149;
1880;67 jaar;2015;1105;
1881;67 jaar;2016;1003;
1882;67 jaar;2017;988;
1883;67 jaar;2018;1121;
1884;67 jaar;2019;1366;
1885;67 jaar;2020;1433;
1886;67 jaar;2021;1465;
1887;67 jaar;2022;1569;
1888;67 jaar;2023;1769;
1889;67 jaar;2024;2041;
1890;68 jaar;1998;210;
1891;68 jaar;1999;234;
1892;68 jaar;2000;207;
1893;68 jaar;2001;203;
1894;68 jaar;2002;200;
1895;68 jaar;2003;218;
1896;68 jaar;2004;225;
1897;68 jaar;2005;252;
1898;68 jaar;2006;234;
1899;68 jaar;2007;288;
1900;68 jaar;2008;345;
1901;68 jaar;2009;328;
1902;68 jaar;2010;342;
1903;68 jaar;2011;588;
1904;68 jaar;2012;420;
1905;68 jaar;2013;357;
1906;68 jaar;2014;562;
1907;68 jaar;2015;816;
1908;68 jaar;2016;760;
1909;68 jaar;2017;716;
1910;68 jaar;2018;660;
1911;68 jaar;2019;773;
1912;68 jaar;2020;928;
1913;68 jaar;2021;994;
1914;68 jaar;2022;1012;
1915;68 jaar;2023;1052;
1916;68 jaar;2024;1247;
1917;69 jaar;1998;139;
1918;69 jaar;1999;131;
1919;69 jaar;2000;139;
1920;69 jaar;2001;140;
1921;69 jaar;2002;133;
1922;69 jaar;2003;123;
1923;69 jaar;2004;144;
1924;69 jaar;2005;147;
1925;69 jaar;2006;165;
1926;69 jaar;2007;153;
1927;69 jaar;2008;183;
1928;69 jaar;2009;222;
1929;69 jaar;2010;222;
1930;69 jaar;2011;227;
1931;69 jaar;2012;401;
1932;69 jaar;2013;277;
1933;69 jaar;2014;255;
1934;69 jaar;2015;359;
1935;69 jaar;2016;557;
1936;69 jaar;2017;505;
1937;69 jaar;2018;481;
1938;69 jaar;2019;459;
1939;69 jaar;2020;504;
1940;69 jaar;2021;595;
1941;69 jaar;2022;630;
1942;69 jaar;2023;657;
1943;69 jaar;2024;709;
1944;70 jaar;1998;71;
1945;70 jaar;1999;92;
1946;70 jaar;2000;81;
1947;70 jaar;2001;90;
1948;70 jaar;2002;83;
1949;70 jaar;2003;80;
1950;70 jaar;2004;86;
1951;70 jaar;2005;93;
1952;70 jaar;2006;86;
1953;70 jaar;2007;103;
1954;70 jaar;2008;98;
1955;70 jaar;2009;113;
1956;70 jaar;2010;140;
1957;70 jaar;2011;144;
1958;70 jaar;2012;140;
1959;70 jaar;2013;247;
1960;70 jaar;2014;171;
1961;70 jaar;2015;170;
1962;70 jaar;2016;219;
1963;70 jaar;2017;345;
1964;70 jaar;2018;322;
1965;70 jaar;2019;309;
1966;70 jaar;2020;287;
1967;70 jaar;2021;327;
1968;70 jaar;2022;369;
1969;70 jaar;2023;388;
1970;70 jaar;2024;451;
1971;71 jaar  of langer;1998;99;
1972;71 jaar  of langer;1999;114;
1973;71 jaar  of langer;2000;128;
1974;71 jaar  of langer;2001;136;
1975;71 jaar  of langer;2002;140;
1976;71 jaar  of langer;2003;128;
1977;71 jaar  of langer;2004;113;
1978;71 jaar  of langer;2005;123;
1979;71 jaar  of langer;2006;124;
1980;71 jaar  of langer;2007;136;
1981;71 jaar  of langer;2008;153;
1982;71 jaar  of langer;2009;144;
1983;71 jaar  of langer;2010;156;
1984;71 jaar  of langer;2011;184;
1985;71 jaar  of langer;2012;209;
1986;71 jaar  of langer;2013;223;
1987;71 jaar  of langer;2014;285;
1988;71 jaar  of langer;2015;263;
1989;71 jaar  of langer;2016;255;
1990;71 jaar  of langer;2017;297;
1991;71 jaar  of langer;2018;379;
1992;71 jaar  of langer;2019;422;
1993;71 jaar  of langer;2020;425;
1994;71 jaar  of langer;2021;415;
1995;71 jaar  of langer;2022;444;
1996;71 jaar  of langer;2023;491;
1997;71 jaar  of langer;2024;533;
1998;Duur onbekend;1998;2047;0.0
1999;Duur onbekend;1999;951;0.0
2000;Duur onbekend;2000;983;0.0
2001;Duur onbekend;2001;1039;0.0
2002;Duur onbekend;2002;995;0.0
2003;Duur onbekend;2003;1013;0.0
2004;Duur onbekend;2004;1027;0.0
2005;Duur onbekend;2005;981;0.0
2006;Duur onbekend;2006;1034;0.0
2007;Duur onbekend;2007;984;0.0
2008;Duur onbekend;2008;962;0.0
2009;Duur onbekend;2009;950;0.0
2010;Duur onbekend;2010;1;0.0
2011;Duur onbekend;2011;0;0.0
2012;Duur onbekend;2012;0;0.0
2013;Duur onbekend;2013;0;0.0
2014;Duur onbekend;2014;0;2.0
2015;Duur onbekend;2015;0;2.0
2016;Duur onbekend;2016;0;2.0
2017;Duur onbekend;2017;0;2.0
2018;Duur onbekend;2018;0;2.0
2019;Duur onbekend;2019;0;2.0
2020;Duur onbekend;2020;0;2.0
2021;Duur onbekend;2021;0;2.0
2022;Duur onbekend;2022;0;2.0
2023;Duur onbekend;2023;0;3.0
2024;Duur onbekend;2024;0;3.0
