ID;SectorsBranchesSIC2008;Periods;TotalOrders_1;DomesticOrders_2;ForeignOrders_3;TotalOrders_4;DomesticOrders_5;ForeignOrders_6
915;20 Manufacture of chemicals;2013 December;107.4;125.0;100.0;0.0;-3.3;1.7
916;20 Manufacture of chemicals;2013 4th quarter;107.8;115.9;104.4;-5.6;-12.8;-1.9
917;20 Manufacture of chemicals;2013;109.4;120.4;104.7;-5.5;-7.6;-4.4
918;21 Manufacture of pharmaceuticals;2005 January;76.6;68.6;77.7;;;
919;21 Manufacture of pharmaceuticals;2005 February;79.7;79.1;79.8;;;
920;21 Manufacture of pharmaceuticals;2005 March;81.3;74.0;82.4;;;
921;21 Manufacture of pharmaceuticals;2005 1st quarter;79.2;73.9;80.0;;;
922;21 Manufacture of pharmaceuticals;2005 April;76.0;75.5;76.1;;;
923;21 Manufacture of pharmaceuticals;2005 May;74.1;78.7;73.5;;;
924;21 Manufacture of pharmaceuticals;2005 June;76.8;78.6;76.6;;;
925;21 Manufacture of pharmaceuticals;2005 2nd quarter;75.6;77.6;75.4;;;
926;21 Manufacture of pharmaceuticals;2005 July;80.1;91.5;78.3;;;
927;21 Manufacture of pharmaceuticals;2005 August;88.1;89.6;87.9;;;
928;21 Manufacture of pharmaceuticals;2005 September;84.5;97.4;82.7;;;
929;21 Manufacture of pharmaceuticals;2005 3rd quarter;84.2;92.8;83.0;;;
930;21 Manufacture of pharmaceuticals;2005 October;76.2;97.2;73.1;;;
931;21 Manufacture of pharmaceuticals;2005 November;79.0;95.5;76.6;;;
932;21 Manufacture of pharmaceuticals;2005 December;63.0;84.7;59.8;;;
933;21 Manufacture of pharmaceuticals;2005 4th quarter;72.7;92.5;69.8;;;
934;21 Manufacture of pharmaceuticals;2005;78.0;84.2;77.0;;;
935;21 Manufacture of pharmaceuticals;2006 January;77.6;125.5;70.4;1.3;82.9;-9.4
936;21 Manufacture of pharmaceuticals;2006 February;76.9;120.1;70.4;-3.5;51.8;-11.8
937;21 Manufacture of pharmaceuticals;2006 March;84.4;137.3;76.5;3.8;85.5;-7.2
938;21 Manufacture of pharmaceuticals;2006 1st quarter;79.6;127.6;72.4;0.5;72.7;-9.4
939;21 Manufacture of pharmaceuticals;2006 April;72.7;116.1;66.3;-4.3;53.8;-12.9
940;21 Manufacture of pharmaceuticals;2006 May;79.7;128.5;72.5;7.6;63.3;-1.4
941;21 Manufacture of pharmaceuticals;2006 June;77.6;125.6;70.4;1.0;59.8;-8.1
942;21 Manufacture of pharmaceuticals;2006 2nd quarter;76.7;123.4;69.7;1.4;59.0;-7.5
943;21 Manufacture of pharmaceuticals;2006 July;83.6;138.3;75.4;4.4;51.1;-3.7
944;21 Manufacture of pharmaceuticals;2006 August;83.6;115.4;78.8;-5.1;28.8;-10.4
945;21 Manufacture of pharmaceuticals;2006 September;77.6;110.3;72.7;-8.2;13.2;-12.1
946;21 Manufacture of pharmaceuticals;2006 3rd quarter;81.6;121.3;75.6;-3.1;30.7;-8.8
947;21 Manufacture of pharmaceuticals;2006 October;82.7;118.5;77.4;8.5;21.9;5.9
948;21 Manufacture of pharmaceuticals;2006 November;81.5;124.3;75.1;3.2;30.2;-2.0
949;21 Manufacture of pharmaceuticals;2006 December;87.7;121.3;82.7;39.2;43.2;38.3
950;21 Manufacture of pharmaceuticals;2006 4th quarter;84.0;121.4;78.4;15.4;31.3;12.3
951;21 Manufacture of pharmaceuticals;2006;80.5;123.4;74.1;3.2;46.6;-3.9
952;21 Manufacture of pharmaceuticals;2007 January;94.2;112.6;91.4;21.4;-10.3;29.8
953;21 Manufacture of pharmaceuticals;2007 February;84.7;104.3;81.8;10.1;-13.2;16.2
954;21 Manufacture of pharmaceuticals;2007 March;93.2;112.3;90.3;10.4;-18.2;18.0
955;21 Manufacture of pharmaceuticals;2007 1st quarter;90.7;109.7;87.8;13.9;-14.0;21.3
956;21 Manufacture of pharmaceuticals;2007 April;87.3;126.8;81.4;20.1;9.2;22.8
957;21 Manufacture of pharmaceuticals;2007 May;84.6;133.2;77.3;6.1;3.7;6.6
958;21 Manufacture of pharmaceuticals;2007 June;94.3;133.5;88.5;21.5;6.3;25.7
959;21 Manufacture of pharmaceuticals;2007 2nd quarter;88.7;131.2;82.4;15.7;6.3;18.2
960;21 Manufacture of pharmaceuticals;2007 July;92.1;116.6;88.5;10.2;-15.7;17.4
961;21 Manufacture of pharmaceuticals;2007 August;96.0;127.8;91.3;14.8;10.7;15.9
962;21 Manufacture of pharmaceuticals;2007 September;94.0;124.8;89.4;21.1;13.1;23.0
963;21 Manufacture of pharmaceuticals;2007 3rd quarter;94.0;123.1;89.7;15.2;1.4;18.6
964;21 Manufacture of pharmaceuticals;2007 October;101.0;141.0;95.0;22.1;19.0;22.7
965;21 Manufacture of pharmaceuticals;2007 November;100.9;141.8;94.7;23.8;14.1;26.1
966;21 Manufacture of pharmaceuticals;2007 December;86.5;128.7;80.2;-1.4;6.1;-3.0
967;21 Manufacture of pharmaceuticals;2007 4th quarter;96.1;137.2;90.0;14.5;13.0;14.8
968;21 Manufacture of pharmaceuticals;2007;92.4;125.3;87.5;14.8;1.5;18.1
969;21 Manufacture of pharmaceuticals;2008 January;98.5;106.4;97.4;4.6;-5.5;6.6
970;21 Manufacture of pharmaceuticals;2008 February;97.2;112.0;95.0;14.8;7.4;16.1
971;21 Manufacture of pharmaceuticals;2008 March;92.1;99.8;90.9;-1.2;-11.1;0.7
972;21 Manufacture of pharmaceuticals;2008 1st quarter;95.9;106.1;94.4;5.8;-3.3;7.5
973;21 Manufacture of pharmaceuticals;2008 April;100.8;114.9;98.7;15.5;-9.4;21.3
974;21 Manufacture of pharmaceuticals;2008 May;93.7;107.0;91.7;10.8;-19.7;18.6
975;21 Manufacture of pharmaceuticals;2008 June;96.1;115.8;93.2;1.9;-13.3;5.3
976;21 Manufacture of pharmaceuticals;2008 2nd quarter;96.9;112.6;94.5;9.2;-14.2;14.7
977;21 Manufacture of pharmaceuticals;2008 July;98.8;105.7;97.8;7.3;-9.3;10.5
978;21 Manufacture of pharmaceuticals;2008 August;80.8;87.8;79.9;-15.8;-31.3;-12.5
979;21 Manufacture of pharmaceuticals;2008 September;84.0;100.9;81.5;-10.6;-19.2;-8.8
980;21 Manufacture of pharmaceuticals;2008 3rd quarter;87.9;98.1;86.4;-6.6;-20.3;-3.7
981;21 Manufacture of pharmaceuticals;2008 October;94.2;124.1;89.8;-6.7;-12.0;-5.5
982;21 Manufacture of pharmaceuticals;2008 November;78.7;103.3;74.7;-22.0;-27.2;-21.1
983;21 Manufacture of pharmaceuticals;2008 December;79.0;113.2;73.6;-8.7;-12.0;-8.2
984;21 Manufacture of pharmaceuticals;2008 4th quarter;84.0;113.5;79.4;-12.7;-17.2;-11.8
985;21 Manufacture of pharmaceuticals;2008;91.2;107.6;88.7;-1.3;-14.1;1.4
986;21 Manufacture of pharmaceuticals;2009 January;83.6;114.5;79.0;-15.1;7.6;-18.9
987;21 Manufacture of pharmaceuticals;2009 February;79.6;114.3;74.4;-18.1;2.1;-21.7
988;21 Manufacture of pharmaceuticals;2009 March;87.1;112.6;83.3;-5.4;12.8;-8.4
989;21 Manufacture of pharmaceuticals;2009 1st quarter;83.4;113.8;78.9;-13.0;7.3;-16.4
990;21 Manufacture of pharmaceuticals;2009 April;90.9;113.8;87.4;-9.8;-1.0;-11.4
991;21 Manufacture of pharmaceuticals;2009 May;80.4;106.1;76.5;-14.2;-0.8;-16.6
992;21 Manufacture of pharmaceuticals;2009 June;91.4;110.3;88.5;-4.9;-4.7;-5.0
993;21 Manufacture of pharmaceuticals;2009 2nd quarter;87.6;110.1;84.1;-9.6;-2.2;-11.0
994;21 Manufacture of pharmaceuticals;2009 July;92.2;106.9;90.1;-6.7;1.1;-7.9
995;21 Manufacture of pharmaceuticals;2009 August;88.6;89.8;88.4;9.7;2.3;10.6
996;21 Manufacture of pharmaceuticals;2009 September;93.2;93.1;93.2;11.0;-7.7;14.4
997;21 Manufacture of pharmaceuticals;2009 3rd quarter;91.3;96.6;90.6;3.9;-1.6;4.8
998;21 Manufacture of pharmaceuticals;2009 October;105.1;126.4;101.9;11.6;1.9;13.5
999;21 Manufacture of pharmaceuticals;2009 November;89.7;100.1;88.2;14.0;-3.1;18.1
1000;21 Manufacture of pharmaceuticals;2009 December;86.1;107.4;83.0;9.0;-5.1;12.8
1001;21 Manufacture of pharmaceuticals;2009 4th quarter;93.6;111.3;91.0;11.5;-2.0;14.7
1002;21 Manufacture of pharmaceuticals;2009;89.0;107.9;86.2;-2.4;0.3;-2.8
1003;21 Manufacture of pharmaceuticals;2010 January;92.3;101.6;90.9;10.4;-11.3;15.1
1004;21 Manufacture of pharmaceuticals;2010 February;94.0;85.6;95.2;18.1;-25.1;28.0
1005;21 Manufacture of pharmaceuticals;2010 March;101.6;98.5;102.1;16.6;-12.5;22.6
1006;21 Manufacture of pharmaceuticals;2010 1st quarter;96.0;95.2;96.1;15.0;-16.3;21.8
1007;21 Manufacture of pharmaceuticals;2010 April;102.9;104.4;102.7;13.2;-8.3;17.5
1008;21 Manufacture of pharmaceuticals;2010 May;101.0;107.9;100.0;25.6;1.7;30.7
1009;21 Manufacture of pharmaceuticals;2010 June;106.2;109.9;105.7;16.2;-0.4;19.4
1010;21 Manufacture of pharmaceuticals;2010 2nd quarter;103.4;107.4;102.8;18.0;-2.4;22.2
1011;21 Manufacture of pharmaceuticals;2010 July;103.4;101.6;103.7;12.1;-5.0;15.1
1012;21 Manufacture of pharmaceuticals;2010 August;106.4;105.3;106.5;20.1;17.3;20.5
1013;21 Manufacture of pharmaceuticals;2010 September;90.2;88.9;90.4;-3.2;-4.5;-3.0
1014;21 Manufacture of pharmaceuticals;2010 3rd quarter;100.0;98.6;100.2;9.5;2.1;10.6
1015;21 Manufacture of pharmaceuticals;2010 October;99.9;94.4;100.7;-4.9;-25.3;-1.2
1016;21 Manufacture of pharmaceuticals;2010 November;106.7;96.3;108.2;19.0;-3.8;22.7
1017;21 Manufacture of pharmaceuticals;2010 December;95.4;105.7;93.9;10.8;-1.6;13.1
1018;21 Manufacture of pharmaceuticals;2010 4th quarter;100.7;98.8;100.9;7.5;-11.2;10.9
1019;21 Manufacture of pharmaceuticals;2010;100.0;100.0;100.0;12.4;-7.3;16.1
1020;21 Manufacture of pharmaceuticals;2011 January;107.1;99.1;108.2;16.0;-2.5;19.0
1021;21 Manufacture of pharmaceuticals;2011 February;105.3;84.8;108.3;12.0;-0.9;13.8
1022;21 Manufacture of pharmaceuticals;2011 March;119.8;105.9;121.8;17.9;7.5;19.3
1023;21 Manufacture of pharmaceuticals;2011 1st quarter;110.7;96.6;112.8;15.4;1.4;17.4
1024;21 Manufacture of pharmaceuticals;2011 April;105.2;93.3;106.9;2.2;-10.6;4.1
1025;21 Manufacture of pharmaceuticals;2011 May;121.7;99.5;124.9;20.5;-7.8;24.9
1026;21 Manufacture of pharmaceuticals;2011 June;124.1;90.8;129.0;16.9;-17.4;22.0
1027;21 Manufacture of pharmaceuticals;2011 2nd quarter;117.0;94.5;120.3;13.2;-12.0;17.0
1028;21 Manufacture of pharmaceuticals;2011 July;104.6;91.7;106.5;1.2;-9.7;2.7
1029;21 Manufacture of pharmaceuticals;2011 August;110.0;91.7;112.7;3.4;-12.9;5.8
1030;21 Manufacture of pharmaceuticals;2011 September;107.1;96.9;108.6;18.7;9.0;20.1
1031;21 Manufacture of pharmaceuticals;2011 3rd quarter;107.2;93.4;109.3;7.2;-5.2;9.0
1032;21 Manufacture of pharmaceuticals;2011 October;105.9;83.0;109.3;6.0;-12.1;8.5
1033;21 Manufacture of pharmaceuticals;2011 November;91.3;81.8;92.7;-14.4;-15.1;-14.3
1034;21 Manufacture of pharmaceuticals;2011 December;103.3;86.8;105.7;8.3;-17.9;12.6
1035;21 Manufacture of pharmaceuticals;2011 4th quarter;100.2;83.9;102.6;-0.5;-15.1;1.6
1036;21 Manufacture of pharmaceuticals;2011;108.8;92.1;111.2;8.8;-7.9;11.2
1037;21 Manufacture of pharmaceuticals;2012 January;98.8;83.7;101.1;-7.7;-15.5;-6.6
1038;21 Manufacture of pharmaceuticals;2012 February;95.6;77.4;98.3;-9.2;-8.7;-9.2
1039;21 Manufacture of pharmaceuticals;2012 March;113.5;82.5;118.0;-5.3;-22.1;-3.1
1040;21 Manufacture of pharmaceuticals;2012 1st quarter;102.6;81.2;105.8;-7.3;-15.9;-6.2
1041;21 Manufacture of pharmaceuticals;2012 April;96.1;86.1;97.6;-8.7;-7.7;-8.7
1042;21 Manufacture of pharmaceuticals;2012 May;105.9;86.5;108.8;-13.0;-13.1;-12.9
1043;21 Manufacture of pharmaceuticals;2012 June;129.6;89.6;135.4;4.4;-1.3;5.0
1044;21 Manufacture of pharmaceuticals;2012 2nd quarter;110.5;87.4;113.9;-5.5;-7.5;-5.3
1045;21 Manufacture of pharmaceuticals;2012 July;127.4;96.7;131.9;21.8;5.5;23.8
1046;21 Manufacture of pharmaceuticals;2012 August;116.8;87.5;121.1;6.2;-4.6;7.5
1047;21 Manufacture of pharmaceuticals;2012 September;98.4;76.9;101.6;-8.1;-20.6;-6.4
1048;21 Manufacture of pharmaceuticals;2012 3rd quarter;114.2;87.0;118.2;6.5;-6.8;8.2
1049;21 Manufacture of pharmaceuticals;2012 October;117.9;97.0;120.9;11.3;16.9;10.6
1050;21 Manufacture of pharmaceuticals;2012 November;110.5;100.5;112.0;21.0;22.9;20.8
1051;21 Manufacture of pharmaceuticals;2012 December;113.2;83.7;117.5;9.6;-3.6;11.2
1052;21 Manufacture of pharmaceuticals;2012 4th quarter;113.9;93.7;116.8;13.7;11.8;13.9
1053;21 Manufacture of pharmaceuticals;2012;110.3;87.3;113.7;1.4;-5.2;2.2
1054;21 Manufacture of pharmaceuticals;2013 January;109.8;110.5;109.7;11.1;32.0;8.5
1055;21 Manufacture of pharmaceuticals;2013 February;98.9;99.7;98.8;3.5;28.8;0.5
1056;21 Manufacture of pharmaceuticals;2013 March;113.1;108.4;113.8;-0.4;31.4;-3.6
1057;21 Manufacture of pharmaceuticals;2013 1st quarter;107.3;106.2;107.4;4.5;30.8;1.5
1058;21 Manufacture of pharmaceuticals;2013 April;97.3;108.2;95.7;1.2;25.7;-1.9
1059;21 Manufacture of pharmaceuticals;2013 May;110.4;143.7;105.5;4.2;66.1;-3.0
1060;21 Manufacture of pharmaceuticals;2013 June;120.7;146.6;116.9;-6.9;63.6;-13.7
1061;21 Manufacture of pharmaceuticals;2013 2nd quarter;109.5;132.8;106.0;-1.0;52.0;-6.9
1062;21 Manufacture of pharmaceuticals;2013 July;129.9;170.2;124.0;2.0;76.0;-6.0
1063;21 Manufacture of pharmaceuticals;2013 August;108.5;128.6;105.5;-7.1;47.0;-12.9
1064;21 Manufacture of pharmaceuticals;2013 September;114.6;199.2;102.3;16.5;159.0;0.7
1065;21 Manufacture of pharmaceuticals;2013 3rd quarter;117.7;166.0;110.6;3.0;90.7;-6.4
1066;21 Manufacture of pharmaceuticals;2013 October;106.9;214.7;91.1;-9.3;121.3;-24.6
1067;21 Manufacture of pharmaceuticals;2013 November;115.2;209.4;101.5;4.3;108.4;-9.4
1068;21 Manufacture of pharmaceuticals;2013 December;104.7;204.9;90.1;-7.5;144.8;-23.3
1069;21 Manufacture of pharmaceuticals;2013 4th quarter;108.9;209.7;94.2;-4.3;123.7;-19.3
1070;21 Manufacture of pharmaceuticals;2013;110.8;153.7;104.6;0.5;75.9;-8.0
1071;24-25 Man. of basic metals and -products;2005 January;96.6;103.0;91.6;;;
1072;24-25 Man. of basic metals and -products;2005 February;103.1;106.0;100.9;;;
1073;24-25 Man. of basic metals and -products;2005 March;114.0;116.5;112.3;;;
1074;24-25 Man. of basic metals and -products;2005 1st quarter;104.6;108.5;101.6;;;
1075;24-25 Man. of basic metals and -products;2005 April;108.0;113.3;104.0;;;
1076;24-25 Man. of basic metals and -products;2005 May;102.4;109.9;96.5;;;
1077;24-25 Man. of basic metals and -products;2005 June;112.7;124.8;103.2;;;
1078;24-25 Man. of basic metals and -products;2005 2nd quarter;107.7;116.0;101.2;;;
1079;24-25 Man. of basic metals and -products;2005 July;92.5;97.3;88.8;;;
1080;24-25 Man. of basic metals and -products;2005 August;94.8;95.6;94.3;;;
1081;24-25 Man. of basic metals and -products;2005 September;107.4;113.8;102.4;;;
1082;24-25 Man. of basic metals and -products;2005 3rd quarter;98.2;102.2;95.2;;;
1083;24-25 Man. of basic metals and -products;2005 October;100.7;111.0;92.7;;;
1084;24-25 Man. of basic metals and -products;2005 November;112.4;121.8;104.9;;;
1085;24-25 Man. of basic metals and -products;2005 December;102.8;105.5;100.8;;;
1086;24-25 Man. of basic metals and -products;2005 4th quarter;105.3;112.8;99.5;;;
1087;24-25 Man. of basic metals and -products;2005;104.0;109.9;99.4;;;
1088;24-25 Man. of basic metals and -products;2006 January;107.0;102.0;111.0;10.8;-1.0;21.2
1089;24-25 Man. of basic metals and -products;2006 February;107.0;110.4;104.3;3.8;4.2;3.4
1090;24-25 Man. of basic metals and -products;2006 March;127.7;127.1;128.3;12.0;9.1;14.2
1091;24-25 Man. of basic metals and -products;2006 1st quarter;113.9;113.2;114.5;8.9;4.3;12.7
1092;24-25 Man. of basic metals and -products;2006 April;111.7;112.6;111.1;3.4;-0.6;6.8
1093;24-25 Man. of basic metals and -products;2006 May;120.9;130.5;113.4;18.1;18.7;17.5
1094;24-25 Man. of basic metals and -products;2006 June;131.2;137.9;126.0;16.4;10.5;22.1
1095;24-25 Man. of basic metals and -products;2006 2nd quarter;121.3;127.0;116.8;12.6;9.5;15.4
1096;24-25 Man. of basic metals and -products;2006 July;120.1;123.4;117.5;29.8;26.8;32.3
1097;24-25 Man. of basic metals and -products;2006 August;119.2;114.4;123.1;25.7;19.7;30.5
1098;24-25 Man. of basic metals and -products;2006 September;118.5;118.3;118.6;10.3;4.0;15.8
1099;24-25 Man. of basic metals and -products;2006 3rd quarter;119.3;118.7;119.7;21.4;16.1;25.8
1100;24-25 Man. of basic metals and -products;2006 October;112.6;120.5;106.5;11.8;8.6;14.9
1101;24-25 Man. of basic metals and -products;2006 November;117.1;120.5;114.5;4.2;-1.1;9.2
1102;24-25 Man. of basic metals and -products;2006 December;102.5;110.1;96.6;-0.3;4.4;-4.2
1103;24-25 Man. of basic metals and -products;2006 4th quarter;110.7;117.0;105.9;5.2;3.8;6.4
1104;24-25 Man. of basic metals and -products;2006;116.3;119.0;114.2;11.9;8.3;15.0
1105;24-25 Man. of basic metals and -products;2007 January;117.0;108.7;123.8;9.3;6.6;11.5
1106;24-25 Man. of basic metals and -products;2007 February;120.5;106.6;131.5;12.6;-3.4;26.1
1107;24-25 Man. of basic metals and -products;2007 March;131.0;121.6;138.4;2.6;-4.3;7.9
1108;24-25 Man. of basic metals and -products;2007 1st quarter;122.8;112.3;131.2;7.8;-0.8;14.6
1109;24-25 Man. of basic metals and -products;2007 April;116.6;107.1;124.2;4.4;-4.9;11.8
1110;24-25 Man. of basic metals and -products;2007 May;126.3;118.3;132.7;4.5;-9.3;17.0
1111;24-25 Man. of basic metals and -products;2007 June;132.1;126.8;136.4;0.7;-8.0;8.3
1112;24-25 Man. of basic metals and -products;2007 2nd quarter;125.0;117.4;131.1;3.1;-7.6;12.2
1113;24-25 Man. of basic metals and -products;2007 July;119.5;110.4;126.8;-0.5;-10.5;7.9
1114;24-25 Man. of basic metals and -products;2007 August;119.4;109.0;127.8;0.2;-4.7;3.8
1115;24-25 Man. of basic metals and -products;2007 September;117.9;125.8;111.7;-0.5;6.3;-5.8
1116;24-25 Man. of basic metals and -products;2007 3rd quarter;118.9;115.1;122.1;-0.3;-3.1;2.0
1117;24-25 Man. of basic metals and -products;2007 October;135.4;148.6;125.1;20.2;23.3;17.5
1118;24-25 Man. of basic metals and -products;2007 November;122.8;124.8;121.2;4.9;3.6;5.9
1119;24-25 Man. of basic metals and -products;2007 December;105.1;96.5;112.1;2.5;-12.4;16.0
1120;24-25 Man. of basic metals and -products;2007 4th quarter;121.1;123.3;119.5;9.4;5.4;12.8
1121;24-25 Man. of basic metals and -products;2007;122.0;117.0;126.0;4.9;-1.6;10.3
1122;24-25 Man. of basic metals and -products;2008 January;116.5;109.5;122.2;-0.4;0.7;-1.3
1123;24-25 Man. of basic metals and -products;2008 February;121.1;117.7;123.9;0.5;10.4;-5.8
1124;24-25 Man. of basic metals and -products;2008 March;123.7;125.1;122.5;-5.6;2.9;-11.5
1125;24-25 Man. of basic metals and -products;2008 1st quarter;120.4;117.4;122.9;-2.0;4.6;-6.4
1126;24-25 Man. of basic metals and -products;2008 April;121.6;124.5;119.4;4.3;16.2;-3.9
1127;24-25 Man. of basic metals and -products;2008 May;126.1;114.7;135.0;-0.2;-3.0;1.7
1128;24-25 Man. of basic metals and -products;2008 June;141.1;139.1;142.8;6.8;9.7;4.7
1129;24-25 Man. of basic metals and -products;2008 2nd quarter;129.6;126.1;132.4;3.7;7.4;1.0
1130;24-25 Man. of basic metals and -products;2008 July;118.3;114.1;121.6;-1.0;3.4;-4.1
1131;24-25 Man. of basic metals and -products;2008 August;109.8;103.8;114.5;-8.0;-4.8;-10.4
1132;24-25 Man. of basic metals and -products;2008 September;123.0;127.7;119.3;4.3;1.5;6.8
1133;24-25 Man. of basic metals and -products;2008 3rd quarter;117.0;115.2;118.5;-1.6;0.1;-3.0
1134;24-25 Man. of basic metals and -products;2008 October;119.1;124.7;114.8;-12.0;-16.1;-8.2
1135;24-25 Man. of basic metals and -products;2008 November;99.7;108.0;92.7;-18.8;-13.5;-23.5
1136;24-25 Man. of basic metals and -products;2008 December;83.6;90.1;78.2;-20.5;-6.6;-30.2
1137;24-25 Man. of basic metals and -products;2008 4th quarter;100.8;107.6;95.2;-16.8;-12.7;-20.3
1138;24-25 Man. of basic metals and -products;2008;117.0;116.6;117.2;-4.1;-0.4;-6.9
1139;24-25 Man. of basic metals and -products;2009 January;82.9;95.6;72.6;-28.8;-12.7;-40.6
1140;24-25 Man. of basic metals and -products;2009 February;78.6;89.0;70.1;-35.1;-24.4;-43.4
1141;24-25 Man. of basic metals and -products;2009 March;92.2;100.9;85.1;-25.5;-19.3;-30.5
1142;24-25 Man. of basic metals and -products;2009 1st quarter;84.6;95.2;75.9;-29.8;-19.0;-38.2
1143;24-25 Man. of basic metals and -products;2009 April;72.3;86.9;60.5;-40.5;-30.2;-49.3
1144;24-25 Man. of basic metals and -products;2009 May;73.2;85.6;63.1;-42.0;-25.4;-53.3
1145;24-25 Man. of basic metals and -products;2009 June;82.0;92.4;73.5;-41.9;-33.6;-48.5
1146;24-25 Man. of basic metals and -products;2009 2nd quarter;75.8;88.3;65.7;-41.5;-30.0;-50.4
1147;24-25 Man. of basic metals and -products;2009 July;83.5;96.3;73.5;-29.4;-15.6;-39.6
1148;24-25 Man. of basic metals and -products;2009 August;70.2;70.4;70.1;-36.1;-32.2;-38.8
1149;24-25 Man. of basic metals and -products;2009 September;89.4;96.5;84.0;-27.3;-24.4;-29.6
1150;24-25 Man. of basic metals and -products;2009 3rd quarter;81.0;87.7;75.9;-30.8;-23.8;-36.0
1151;24-25 Man. of basic metals and -products;2009 October;91.2;101.1;83.4;-23.4;-18.9;-27.4
1152;24-25 Man. of basic metals and -products;2009 November;85.7;98.2;75.7;-14.0;-9.1;-18.3
1153;24-25 Man. of basic metals and -products;2009 December;80.0;83.9;77.1;-4.3;-6.9;-1.4
1154;24-25 Man. of basic metals and -products;2009 4th quarter;85.6;94.4;78.7;-15.0;-12.3;-17.3
1155;24-25 Man. of basic metals and -products;2009;81.8;91.4;74.1;-30.1;-21.6;-36.8
1156;24-25 Man. of basic metals and -products;2010 January;80.4;84.6;77.3;-3.0;-11.5;6.5
1157;24-25 Man. of basic metals and -products;2010 February;85.1;86.9;83.6;8.3;-2.4;19.3
1158;24-25 Man. of basic metals and -products;2010 March;104.3;107.1;102.1;13.1;6.1;20.0
1159;24-25 Man. of basic metals and -products;2010 1st quarter;89.9;92.9;87.7;6.3;-2.4;15.5
1160;24-25 Man. of basic metals and -products;2010 April;98.8;95.3;101.4;36.7;9.7;67.6
1161;24-25 Man. of basic metals and -products;2010 May;95.3;93.7;96.6;30.2;9.5;53.1
1162;24-25 Man. of basic metals and -products;2010 June;109.0;114.5;104.8;32.9;23.9;42.6
1163;24-25 Man. of basic metals and -products;2010 2nd quarter;101.0;101.2;100.9;33.2;14.6;53.6
1164;24-25 Man. of basic metals and -products;2010 July;100.4;95.5;104.3;20.2;-0.8;41.9
1165;24-25 Man. of basic metals and -products;2010 August;91.5;83.3;97.7;30.3;18.3;39.4
1166;24-25 Man. of basic metals and -products;2010 September;116.5;114.4;118.1;30.3;18.5;40.6
1167;24-25 Man. of basic metals and -products;2010 3rd quarter;102.8;97.7;106.7;26.9;11.4;40.6
1168;24-25 Man. of basic metals and -products;2010 October;107.1;106.5;107.6;17.4;5.3;29.0
1169;24-25 Man. of basic metals and -products;2010 November;112.0;115.5;109.3;30.7;17.6;44.4
1170;24-25 Man. of basic metals and -products;2010 December;99.7;102.6;97.4;24.6;22.3;26.3
1171;24-25 Man. of basic metals and -products;2010 4th quarter;106.3;108.2;104.8;24.1;14.6;33.1
1172;24-25 Man. of basic metals and -products;2010;100.0;100.0;100.0;22.3;9.4;35.1
1173;24-25 Man. of basic metals and -products;2011 January;104.1;104.8;103.6;29.5;23.9;34.0
1174;24-25 Man. of basic metals and -products;2011 February;108.9;108.3;109.4;28.0;24.6;30.9
1175;24-25 Man. of basic metals and -products;2011 March;131.2;124.6;136.4;25.8;16.3;33.6
1176;24-25 Man. of basic metals and -products;2011 1st quarter;114.7;112.6;116.5;27.6;21.2;32.9
