ID;WijzeVanBeeindiging;TypeSchuldenaar;RegioS;Perioden;BeeindigdeSchuldsaneringen_1;GemiddeldeLooptijdSchuldsanering_2
102;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2000 3e kwartaal;43.0;8.0
103;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2000 4e kwartaal;45.0;8.0
104;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2000;151.0;7.0
105;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2001 1e kwartaal;48.0;11.0
106;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2001 2e kwartaal;64.0;9.0
107;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2001 3e kwartaal;71.0;11.0
108;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2001 4e kwartaal;75.0;14.0
109;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2001;258.0;11.0
110;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2002 1e kwartaal;122.0;20.0
111;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2002 2e kwartaal;102.0;27.0
112;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2002 3e kwartaal;140.0;27.0
113;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2002 4e kwartaal;183.0;31.0
114;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2002;547.0;27.0
115;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2003 1e kwartaal;179.0;31.0
116;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2003 2e kwartaal;227.0;32.0
117;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2003 3e kwartaal;230.0;32.0
118;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2003 4e kwartaal;230.0;30.0
119;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2003;866.0;31.0
120;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2004 1e kwartaal;247.0;32.0
121;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2004 2e kwartaal;258.0;31.0
122;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2004 3e kwartaal;211.0;32.0
123;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2004 4e kwartaal;223.0;31.0
124;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2004;939.0;31.0
125;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2005 1e kwartaal;274.0;33.0
126;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2005 2e kwartaal;207.0;32.0
127;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2005 3e kwartaal;221.0;30.0
128;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2005 4e kwartaal;164.0;30.0
129;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2005;866.0;31.0
130;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2006 1e kwartaal;205.0;32.0
131;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2006 2e kwartaal;240.0;33.0
132;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2006 3e kwartaal;305.0;33.0
133;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2006 4e kwartaal;317.0;33.0
134;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2006;1067.0;33.0
135;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2007 1e kwartaal;326.0;34.0
136;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2007 2e kwartaal;385.0;34.0
137;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2007 3e kwartaal;358.0;35.0
138;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2007 4e kwartaal;409.0;34.0
139;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2007;1478.0;34.0
140;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2008 1e kwartaal;475.0;35.0
141;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2008 2e kwartaal;454.0;35.0
142;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2008 3e kwartaal;357.0;32.0
143;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2008 4e kwartaal;469.0;34.0
144;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2008;1755.0;34.0
145;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2009 1e kwartaal;435.0;34.0
146;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2009 2e kwartaal;368.0;35.0
147;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2009 3e kwartaal;329.0;35.0
148;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2009 4e kwartaal;373.0;35.0
149;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2009;1505.0;35.0
150;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2010 1e kwartaal;330.0;35.0
151;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2010 2e kwartaal;359.0;35.0
152;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2010 3e kwartaal;342.0;35.0
153;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2010 4e kwartaal;383.0;33.0
154;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2010;1414.0;34.0
155;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2011 1e kwartaal;302.0;33.0
156;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2011 2e kwartaal;287.0;31.0
157;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2011 3e kwartaal;264.0;31.0
158;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2011 4e kwartaal;308.0;32.0
159;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2011;1161.0;32.0
160;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2012 1e kwartaal;261.0;32.0
161;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2012 2e kwartaal;310.0;33.0
162;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2012 3e kwartaal;288.0;33.0
163;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2012 4e kwartaal;361.0;33.0
164;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2012;1220.0;33.0
165;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2013 1e kwartaal;321.0;33.0
166;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2013 2e kwartaal;386.0;32.0
167;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2013 3e kwartaal;367.0;32.0
168;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2013 4e kwartaal;405.0;33.0
169;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2013;1479.0;32.0
170;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2014 1e kwartaal;382.0;34.0
171;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2014 2e kwartaal;465.0;33.0
172;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2014 3e kwartaal;551.0;35.0
173;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2014 4e kwartaal;530.0;33.0
174;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2014;1928.0;34.0
175;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2015 1e kwartaal;506.0;33.0
176;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2015 2e kwartaal;611.0;33.0
177;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2015 3e kwartaal;556.0;33.0
178;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2015 4e kwartaal;575.0;33.0
179;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2015;2248.0;33.0
180;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2016 1e kwartaal;527.0;34.0
181;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2016 2e kwartaal;534.0;34.0
182;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2016 3e kwartaal;514.0;34.0
183;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2016 4e kwartaal;568.0;35.0
184;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2016;2143.0;34.0
185;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2017 1e kwartaal;579.0;33.0
186;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2017 2e kwartaal;619.0;35.0
187;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2017 3e kwartaal;585.0;34.0
188;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2017 4e kwartaal;545.0;35.0
189;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Nederland (LD);2017;2328.0;34.0
190;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);1999 1e kwartaal;5.0;2.0
191;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);1999 2e kwartaal;14.0;2.0
192;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);1999 3e kwartaal;25.0;2.0
193;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);1999 4e kwartaal;30.0;4.0
194;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);1999;74.0;3.0
195;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2000 1e kwartaal;51.0;7.0
196;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2000 2e kwartaal;73.0;9.0
197;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2000 3e kwartaal;98.0;11.0
198;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2000 4e kwartaal;127.0;11.0
199;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2000;349.0;10.0
200;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2001 1e kwartaal;176.0;13.0
201;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2001 2e kwartaal;171.0;16.0
202;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2001 3e kwartaal;196.0;16.0
203;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2001 4e kwartaal;216.0;18.0
204;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2001;759.0;16.0
205;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2002 1e kwartaal;256.0;22.0
206;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2002 2e kwartaal;383.0;26.0
207;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2002 3e kwartaal;481.0;29.0
208;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2002 4e kwartaal;617.0;30.0
209;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2002;1737.0;28.0
210;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2003 1e kwartaal;661.0;31.0
211;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2003 2e kwartaal;611.0;30.0
212;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2003 3e kwartaal;650.0;29.0
213;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2003 4e kwartaal;707.0;31.0
214;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2003;2629.0;30.0
215;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2004 1e kwartaal;640.0;30.0
216;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2004 2e kwartaal;652.0;29.0
217;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2004 3e kwartaal;640.0;28.0
218;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2004 4e kwartaal;690.0;30.0
219;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2004;2622.0;29.0
220;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2005 1e kwartaal;692.0;29.0
221;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2005 2e kwartaal;705.0;29.0
222;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2005 3e kwartaal;738.0;29.0
223;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2005 4e kwartaal;670.0;28.0
224;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2005;2805.0;29.0
225;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2006 1e kwartaal;609.0;28.0
226;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2006 2e kwartaal;736.0;29.0
227;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2006 3e kwartaal;701.0;31.0
228;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2006 4e kwartaal;678.0;29.0
229;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2006;2724.0;29.0
230;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2007 1e kwartaal;625.0;30.0
231;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2007 2e kwartaal;586.0;31.0
232;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2007 3e kwartaal;746.0;32.0
233;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2007 4e kwartaal;863.0;32.0
234;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2007;2820.0;31.0
235;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2008 1e kwartaal;877.0;32.0
236;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2008 2e kwartaal;816.0;33.0
237;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2008 3e kwartaal;828.0;33.0
238;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2008 4e kwartaal;865.0;34.0
239;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2008;3386.0;33.0
240;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2009 1e kwartaal;773.0;34.0
241;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2009 2e kwartaal;796.0;35.0
242;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2009 3e kwartaal;763.0;34.0
243;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2009 4e kwartaal;712.0;35.0
244;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2009;3044.0;34.0
245;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2010 1e kwartaal;803.0;35.0
246;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2010 2e kwartaal;854.0;35.0
247;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2010 3e kwartaal;690.0;35.0
248;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2010 4e kwartaal;777.0;35.0
249;Totaal alle beëindigingen;Natuurlijke personen totaal;Oost-Nederland (LD);2010;3124.0;35.0
