ID;KenmerkenLeasevoertuigen;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
2231;Bestelauto's: Volledig elektrisch;2019 2e kwartaal;;;;;;;;
2232;Bestelauto's: Volledig elektrisch;2019 3e kwartaal;;;;;;;;
2233;Bestelauto's: Volledig elektrisch;2019 4e kwartaal;;;;;;;;
2234;Bestelauto's: Volledig elektrisch;2019;;;;;;;;
2235;Bestelauto's: Volledig elektrisch;2020 1e kwartaal;;;;;;;;
2236;Bestelauto's: Volledig elektrisch;2020 2e kwartaal;;;;;;;;
2237;Bestelauto's: Volledig elektrisch;2020 3e kwartaal;;;;;;;;
2238;Bestelauto's: Volledig elektrisch;2020 4e kwartaal;97.0;;;;92.1;;;
2239;Bestelauto's: Volledig elektrisch;2020;;;;;;;;
2240;Bestelauto's: Volledig elektrisch;2021 1e kwartaal;99.4;2.5;;1.9;95.9;4.1;;2.4
2241;Bestelauto's: Volledig elektrisch;2021 2e kwartaal;99.4;0.1;;1.9;98.4;2.7;;2.4
2242;Bestelauto's: Volledig elektrisch;2021 3e kwartaal;99.6;0.2;;1.9;99.9;1.5;;2.4
2243;Bestelauto's: Volledig elektrisch;2021 4e kwartaal;101.7;2.1;4.8;1.9;105.8;6.0;14.9;2.4
2244;Bestelauto's: Volledig elektrisch;2021;100.0;;;1.9;100.0;;;2.4
2245;Bestelauto's: Volledig elektrisch;2022 1e kwartaal;104.5;2.8;5.1;1.9;109.8;3.7;14.5;2.4
2246;Bestelauto's: Volledig elektrisch;2022 2e kwartaal;109.2;4.6;9.9;1.9;118.0;7.5;19.9;2.4
2247;Bestelauto's: Volledig elektrisch;2022 3e kwartaal;113.0;3.4;13.5;1.9;121.1;2.6;21.3;2.4
2248;Bestelauto's: Volledig elektrisch;2022 4e kwartaal;117.6;4.0;15.6;1.9;125.9;3.9;19.0;2.4
2249;Bestelauto's: Volledig elektrisch;2022;111.1;;11.1;1.9;118.7;;18.7;2.4
2250;Bestelauto's: Volledig elektrisch;2023 1e kwartaal;122.3;4.0;17.1;1.9;123.7;-1.7;12.7;2.4
2251;Bestelauto's: Volledig elektrisch;2023 2e kwartaal;121.3;-0.8;11.0;1.9;119.0;-3.8;0.9;2.4
2252;Bestelauto's: Volledig elektrisch;2023 3e kwartaal;121.6;0.2;7.6;1.9;123.0;3.3;1.5;2.4
2253;Bestelauto's: Volledig elektrisch;2023 4e kwartaal;121.0;-0.5;3.0;1.9;124.7;1.4;-1.0;2.4
2254;Bestelauto's: Volledig elektrisch;2023;121.5;;9.4;1.9;122.6;;3.3;2.4
2255;Bestelauto's: Volledig elektrisch;2024 1e kwartaal;120.9;-0.1;-1.1;1.9;124.4;-0.2;0.5;2.4
2256;Bestelauto's: Volledig elektrisch;2024 2e kwartaal;120.1;-0.7;-1.0;1.9;123.2;-1.0;3.5;2.4
2257;Bestelauto's: Volledig elektrisch;2024 3e kwartaal;120.4;0.3;-1.0;1.9;122.8;-0.1;-0.1;2.4
2258;Bestelauto's: Volledig elektrisch;2024 4e kwartaal;119.2;-1.0;-1.5;1.9;121.4;-1.2;-2.6;2.4
2259;Bestelauto's: Volledig elektrisch;2024;120.1;;-1.2;1.9;122.9;;0.2;2.4
2260;Bestelauto's: Volledig elektrisch;2025 1e kwartaal;117.8;-1.2;-2.6;1.9;120.8;-0.5;-2.9;2.4
2261;Bestelauto's elektrisch: licht (city-A);2001 3e kwartaal;;;;;;;;
2262;Bestelauto's elektrisch: licht (city-A);2001 4e kwartaal;;;;;;;;
2263;Bestelauto's elektrisch: licht (city-A);2001;;;;;;;;
2264;Bestelauto's elektrisch: licht (city-A);2002 1e kwartaal;;;;;;;;
2265;Bestelauto's elektrisch: licht (city-A);2002 2e kwartaal;;;;;;;;
2266;Bestelauto's elektrisch: licht (city-A);2002 3e kwartaal;;;;;;;;
2267;Bestelauto's elektrisch: licht (city-A);2002 4e kwartaal;;;;;;;;
2268;Bestelauto's elektrisch: licht (city-A);2002;;;;;;;;
2269;Bestelauto's elektrisch: licht (city-A);2003 1e kwartaal;;;;;;;;
2270;Bestelauto's elektrisch: licht (city-A);2003 2e kwartaal;;;;;;;;
2271;Bestelauto's elektrisch: licht (city-A);2003 3e kwartaal;;;;;;;;
2272;Bestelauto's elektrisch: licht (city-A);2003 4e kwartaal;;;;;;;;
2273;Bestelauto's elektrisch: licht (city-A);2003 ;;;;;;;;
2274;Bestelauto's elektrisch: licht (city-A);2004 1e kwartaal;;;;;;;;
2275;Bestelauto's elektrisch: licht (city-A);2004 2e kwartaal;;;;;;;;
2276;Bestelauto's elektrisch: licht (city-A);2004 3e kwartaal;;;;;;;;
2277;Bestelauto's elektrisch: licht (city-A);2004 4e kwartaal;;;;;;;;
2278;Bestelauto's elektrisch: licht (city-A);2004;;;;;;;;
2279;Bestelauto's elektrisch: licht (city-A);2005 1e kwartaal;;;;;;;;
2280;Bestelauto's elektrisch: licht (city-A);2005 2e kwartaal;;;;;;;;
2281;Bestelauto's elektrisch: licht (city-A);2005 3e kwartaal;;;;;;;;
2282;Bestelauto's elektrisch: licht (city-A);2005 4e kwartaal;;;;;;;;
2283;Bestelauto's elektrisch: licht (city-A);2005;;;;;;;;
2284;Bestelauto's elektrisch: licht (city-A);2006 1e kwartaal;;;;;;;;
2285;Bestelauto's elektrisch: licht (city-A);2006 2e kwartaal;;;;;;;;
2286;Bestelauto's elektrisch: licht (city-A);2006 3e kwartaal;;;;;;;;
2287;Bestelauto's elektrisch: licht (city-A);2006 4e kwartaal;;;;;;;;
2288;Bestelauto's elektrisch: licht (city-A);2006;;;;;;;;
2289;Bestelauto's elektrisch: licht (city-A);2007 1e kwartaal;;;;;;;;
2290;Bestelauto's elektrisch: licht (city-A);2007 2e kwartaal;;;;;;;;
2291;Bestelauto's elektrisch: licht (city-A);2007 3e kwartaal;;;;;;;;
2292;Bestelauto's elektrisch: licht (city-A);2007 4e kwartaal;;;;;;;;
2293;Bestelauto's elektrisch: licht (city-A);2007;;;;;;;;
2294;Bestelauto's elektrisch: licht (city-A);2008 1e kwartaal;;;;;;;;
2295;Bestelauto's elektrisch: licht (city-A);2008 2e kwartaal;;;;;;;;
2296;Bestelauto's elektrisch: licht (city-A);2008 3e kwartaal;;;;;;;;
2297;Bestelauto's elektrisch: licht (city-A);2008 4e kwartaal;;;;;;;;
2298;Bestelauto's elektrisch: licht (city-A);2008;;;;;;;;
2299;Bestelauto's elektrisch: licht (city-A);2009 1e kwartaal;;;;;;;;
2300;Bestelauto's elektrisch: licht (city-A);2009 2e kwartaal;;;;;;;;
2301;Bestelauto's elektrisch: licht (city-A);2009 3e kwartaal;;;;;;;;
2302;Bestelauto's elektrisch: licht (city-A);2009 4e kwartaal;;;;;;;;
2303;Bestelauto's elektrisch: licht (city-A);2009;;;;;;;;
2304;Bestelauto's elektrisch: licht (city-A);2010 1e kwartaal;;;;;;;;
2305;Bestelauto's elektrisch: licht (city-A);2010 2e kwartaal;;;;;;;;
2306;Bestelauto's elektrisch: licht (city-A);2010 3e kwartaal;;;;;;;;
2307;Bestelauto's elektrisch: licht (city-A);2010 4e kwartaal;;;;;;;;
2308;Bestelauto's elektrisch: licht (city-A);2010;;;;;;;;
2309;Bestelauto's elektrisch: licht (city-A);2011 1e kwartaal;;;;;;;;
2310;Bestelauto's elektrisch: licht (city-A);2011 2e kwartaal;;;;;;;;
2311;Bestelauto's elektrisch: licht (city-A);2011 3e kwartaal;;;;;;;;
2312;Bestelauto's elektrisch: licht (city-A);2011 4e kwartaal;;;;;;;;
2313;Bestelauto's elektrisch: licht (city-A);2011;;;;;;;;
2314;Bestelauto's elektrisch: licht (city-A);2012 1e kwartaal;;;;;;;;
2315;Bestelauto's elektrisch: licht (city-A);2012 2e kwartaal;;;;;;;;
2316;Bestelauto's elektrisch: licht (city-A);2012 3e kwartaal;;;;;;;;
2317;Bestelauto's elektrisch: licht (city-A);2012 4e kwartaal;;;;;;;;
2318;Bestelauto's elektrisch: licht (city-A);2012;;;;;;;;
2319;Bestelauto's elektrisch: licht (city-A);2013 1e kwartaal;;;;;;;;
2320;Bestelauto's elektrisch: licht (city-A);2013 2e kwartaal;;;;;;;;
2321;Bestelauto's elektrisch: licht (city-A);2013 3e kwartaal;;;;;;;;
2322;Bestelauto's elektrisch: licht (city-A);2013 4e kwartaal;;;;;;;;
2323;Bestelauto's elektrisch: licht (city-A);2013;;;;;;;;
2324;Bestelauto's elektrisch: licht (city-A);2014 1e kwartaal;;;;;;;;
2325;Bestelauto's elektrisch: licht (city-A);2014 2e kwartaal;;;;;;;;
2326;Bestelauto's elektrisch: licht (city-A);2014 3e kwartaal;;;;;;;;
2327;Bestelauto's elektrisch: licht (city-A);2014 4e kwartaal;;;;;;;;
2328;Bestelauto's elektrisch: licht (city-A);2014;;;;;;;;
2329;Bestelauto's elektrisch: licht (city-A);2015 1e kwartaal;;;;;;;;
2330;Bestelauto's elektrisch: licht (city-A);2015 2e kwartaal;;;;;;;;
2331;Bestelauto's elektrisch: licht (city-A);2015 3e kwartaal;;;;;;;;
2332;Bestelauto's elektrisch: licht (city-A);2015 4e kwartaal;;;;;;;;
2333;Bestelauto's elektrisch: licht (city-A);2015;;;;;;;;
2334;Bestelauto's elektrisch: licht (city-A);2016 1e kwartaal;;;;;;;;
2335;Bestelauto's elektrisch: licht (city-A);2016 2e kwartaal;;;;;;;;
2336;Bestelauto's elektrisch: licht (city-A);2016 3e kwartaal;;;;;;;;
2337;Bestelauto's elektrisch: licht (city-A);2016 4e kwartaal;;;;;;;;
2338;Bestelauto's elektrisch: licht (city-A);2016;;;;;;;;
2339;Bestelauto's elektrisch: licht (city-A);2017 1e kwartaal;;;;;;;;
2340;Bestelauto's elektrisch: licht (city-A);2017 2e kwartaal;;;;;;;;
2341;Bestelauto's elektrisch: licht (city-A);2017 3e kwartaal;;;;;;;;
2342;Bestelauto's elektrisch: licht (city-A);2017 4e kwartaal;;;;;;;;
2343;Bestelauto's elektrisch: licht (city-A);2017;;;;;;;;
2344;Bestelauto's elektrisch: licht (city-A);2018 1e kwartaal;;;;;;;;
2345;Bestelauto's elektrisch: licht (city-A);2018 2e kwartaal;;;;;;;;
2346;Bestelauto's elektrisch: licht (city-A);2018 3e kwartaal;;;;;;;;
2347;Bestelauto's elektrisch: licht (city-A);2018 4e kwartaal;;;;;;;;
2348;Bestelauto's elektrisch: licht (city-A);2018;;;;;;;;
2349;Bestelauto's elektrisch: licht (city-A);2019 1e kwartaal;;;;;;;;
2350;Bestelauto's elektrisch: licht (city-A);2019 2e kwartaal;;;;;;;;
2351;Bestelauto's elektrisch: licht (city-A);2019 3e kwartaal;;;;;;;;
2352;Bestelauto's elektrisch: licht (city-A);2019 4e kwartaal;;;;;;;;
2353;Bestelauto's elektrisch: licht (city-A);2019;;;;;;;;
2354;Bestelauto's elektrisch: licht (city-A);2020 1e kwartaal;;;;;;;;
2355;Bestelauto's elektrisch: licht (city-A);2020 2e kwartaal;;;;;;;;
2356;Bestelauto's elektrisch: licht (city-A);2020 3e kwartaal;;;;;;;;
2357;Bestelauto's elektrisch: licht (city-A);2020 4e kwartaal;97.0;;;;92.1;;;
2358;Bestelauto's elektrisch: licht (city-A);2020;;;;;;;;
2359;Bestelauto's elektrisch: licht (city-A);2021 1e kwartaal;99.4;2.5;;0.5;95.9;4.1;;0.6
2360;Bestelauto's elektrisch: licht (city-A);2021 2e kwartaal;99.4;0.1;;0.5;98.4;2.7;;0.6
2361;Bestelauto's elektrisch: licht (city-A);2021 3e kwartaal;99.6;0.2;;0.5;99.9;1.5;;0.6
2362;Bestelauto's elektrisch: licht (city-A);2021 4e kwartaal;101.7;2.1;4.8;0.5;105.8;6.0;14.9;0.6
2363;Bestelauto's elektrisch: licht (city-A);2021;100.0;;;0.5;100.0;;;0.6
2364;Bestelauto's elektrisch: licht (city-A);2022 1e kwartaal;104.5;2.8;5.1;0.5;109.8;3.7;14.5;0.6
2365;Bestelauto's elektrisch: licht (city-A);2022 2e kwartaal;109.2;4.6;9.9;0.5;118.0;7.5;19.9;0.6
2366;Bestelauto's elektrisch: licht (city-A);2022 3e kwartaal;113.0;3.4;13.5;0.5;121.1;2.6;21.3;0.6
2367;Bestelauto's elektrisch: licht (city-A);2022 4e kwartaal;117.6;4.0;15.6;0.5;125.9;3.9;19.0;0.6
2368;Bestelauto's elektrisch: licht (city-A);2022;111.1;;11.1;0.5;118.7;;18.7;0.6
2369;Bestelauto's elektrisch: licht (city-A);2023 1e kwartaal;122.3;4.0;17.1;0.5;123.7;-1.7;12.7;0.6
2370;Bestelauto's elektrisch: licht (city-A);2023 2e kwartaal;121.3;-0.8;11.0;0.5;119.0;-3.8;0.9;0.6
2371;Bestelauto's elektrisch: licht (city-A);2023 3e kwartaal;121.6;0.2;7.6;0.5;123.0;3.3;1.5;0.6
2372;Bestelauto's elektrisch: licht (city-A);2023 4e kwartaal;121.0;-0.5;3.0;0.5;124.7;1.4;-1.0;0.6
2373;Bestelauto's elektrisch: licht (city-A);2023;121.5;;9.4;0.5;122.6;;3.3;0.6
2374;Bestelauto's elektrisch: licht (city-A);2024 1e kwartaal;118.7;-1.9;-3.0;0.5;123.0;-1.3;-0.6;0.6
2375;Bestelauto's elektrisch: licht (city-A);2024 2e kwartaal;119.7;0.9;-1.3;0.5;123.7;0.5;3.9;0.6
2376;Bestelauto's elektrisch: licht (city-A);2024 3e kwartaal;118.8;-0.8;-2.3;0.5;122.3;-1.1;-0.5;0.6
2377;Bestelauto's elektrisch: licht (city-A);2024 4e kwartaal;117.5;-1.1;-2.9;0.5;121.4;-0.7;-2.6;0.6
2378;Bestelauto's elektrisch: licht (city-A);2024;118.7;;-2.4;0.5;122.6;;0.0;0.6
2379;Bestelauto's elektrisch: licht (city-A);2025 1e kwartaal;116.3;-1.1;-2.0;0.5;121.3;-0.1;-1.4;0.6
2380;Bestelauto's elektrisch: B en C;2001 3e kwartaal;;;;;;;;
2381;Bestelauto's elektrisch: B en C;2001 4e kwartaal;;;;;;;;
2382;Bestelauto's elektrisch: B en C;2001;;;;;;;;
2383;Bestelauto's elektrisch: B en C;2002 1e kwartaal;;;;;;;;
2384;Bestelauto's elektrisch: B en C;2002 2e kwartaal;;;;;;;;
2385;Bestelauto's elektrisch: B en C;2002 3e kwartaal;;;;;;;;
2386;Bestelauto's elektrisch: B en C;2002 4e kwartaal;;;;;;;;
2387;Bestelauto's elektrisch: B en C;2002;;;;;;;;
2388;Bestelauto's elektrisch: B en C;2003 1e kwartaal;;;;;;;;
2389;Bestelauto's elektrisch: B en C;2003 2e kwartaal;;;;;;;;
2390;Bestelauto's elektrisch: B en C;2003 3e kwartaal;;;;;;;;
2391;Bestelauto's elektrisch: B en C;2003 4e kwartaal;;;;;;;;
2392;Bestelauto's elektrisch: B en C;2003 ;;;;;;;;
2393;Bestelauto's elektrisch: B en C;2004 1e kwartaal;;;;;;;;
2394;Bestelauto's elektrisch: B en C;2004 2e kwartaal;;;;;;;;
2395;Bestelauto's elektrisch: B en C;2004 3e kwartaal;;;;;;;;
2396;Bestelauto's elektrisch: B en C;2004 4e kwartaal;;;;;;;;
2397;Bestelauto's elektrisch: B en C;2004;;;;;;;;
2398;Bestelauto's elektrisch: B en C;2005 1e kwartaal;;;;;;;;
2399;Bestelauto's elektrisch: B en C;2005 2e kwartaal;;;;;;;;
2400;Bestelauto's elektrisch: B en C;2005 3e kwartaal;;;;;;;;
2401;Bestelauto's elektrisch: B en C;2005 4e kwartaal;;;;;;;;
2402;Bestelauto's elektrisch: B en C;2005;;;;;;;;
2403;Bestelauto's elektrisch: B en C;2006 1e kwartaal;;;;;;;;
2404;Bestelauto's elektrisch: B en C;2006 2e kwartaal;;;;;;;;
2405;Bestelauto's elektrisch: B en C;2006 3e kwartaal;;;;;;;;
2406;Bestelauto's elektrisch: B en C;2006 4e kwartaal;;;;;;;;
2407;Bestelauto's elektrisch: B en C;2006;;;;;;;;
2408;Bestelauto's elektrisch: B en C;2007 1e kwartaal;;;;;;;;
2409;Bestelauto's elektrisch: B en C;2007 2e kwartaal;;;;;;;;
2410;Bestelauto's elektrisch: B en C;2007 3e kwartaal;;;;;;;;
2411;Bestelauto's elektrisch: B en C;2007 4e kwartaal;;;;;;;;
2412;Bestelauto's elektrisch: B en C;2007;;;;;;;;
2413;Bestelauto's elektrisch: B en C;2008 1e kwartaal;;;;;;;;
2414;Bestelauto's elektrisch: B en C;2008 2e kwartaal;;;;;;;;
2415;Bestelauto's elektrisch: B en C;2008 3e kwartaal;;;;;;;;
2416;Bestelauto's elektrisch: B en C;2008 4e kwartaal;;;;;;;;
2417;Bestelauto's elektrisch: B en C;2008;;;;;;;;
2418;Bestelauto's elektrisch: B en C;2009 1e kwartaal;;;;;;;;
2419;Bestelauto's elektrisch: B en C;2009 2e kwartaal;;;;;;;;
2420;Bestelauto's elektrisch: B en C;2009 3e kwartaal;;;;;;;;
2421;Bestelauto's elektrisch: B en C;2009 4e kwartaal;;;;;;;;
2422;Bestelauto's elektrisch: B en C;2009;;;;;;;;
2423;Bestelauto's elektrisch: B en C;2010 1e kwartaal;;;;;;;;
2424;Bestelauto's elektrisch: B en C;2010 2e kwartaal;;;;;;;;
2425;Bestelauto's elektrisch: B en C;2010 3e kwartaal;;;;;;;;
2426;Bestelauto's elektrisch: B en C;2010 4e kwartaal;;;;;;;;
2427;Bestelauto's elektrisch: B en C;2010;;;;;;;;
2428;Bestelauto's elektrisch: B en C;2011 1e kwartaal;;;;;;;;
2429;Bestelauto's elektrisch: B en C;2011 2e kwartaal;;;;;;;;
2430;Bestelauto's elektrisch: B en C;2011 3e kwartaal;;;;;;;;
2431;Bestelauto's elektrisch: B en C;2011 4e kwartaal;;;;;;;;
2432;Bestelauto's elektrisch: B en C;2011;;;;;;;;
2433;Bestelauto's elektrisch: B en C;2012 1e kwartaal;;;;;;;;
2434;Bestelauto's elektrisch: B en C;2012 2e kwartaal;;;;;;;;
2435;Bestelauto's elektrisch: B en C;2012 3e kwartaal;;;;;;;;
2436;Bestelauto's elektrisch: B en C;2012 4e kwartaal;;;;;;;;
2437;Bestelauto's elektrisch: B en C;2012;;;;;;;;
2438;Bestelauto's elektrisch: B en C;2013 1e kwartaal;;;;;;;;
2439;Bestelauto's elektrisch: B en C;2013 2e kwartaal;;;;;;;;
2440;Bestelauto's elektrisch: B en C;2013 3e kwartaal;;;;;;;;
2441;Bestelauto's elektrisch: B en C;2013 4e kwartaal;;;;;;;;
2442;Bestelauto's elektrisch: B en C;2013;;;;;;;;
2443;Bestelauto's elektrisch: B en C;2014 1e kwartaal;;;;;;;;
2444;Bestelauto's elektrisch: B en C;2014 2e kwartaal;;;;;;;;
2445;Bestelauto's elektrisch: B en C;2014 3e kwartaal;;;;;;;;
2446;Bestelauto's elektrisch: B en C;2014 4e kwartaal;;;;;;;;
2447;Bestelauto's elektrisch: B en C;2014;;;;;;;;
2448;Bestelauto's elektrisch: B en C;2015 1e kwartaal;;;;;;;;
2449;Bestelauto's elektrisch: B en C;2015 2e kwartaal;;;;;;;;
2450;Bestelauto's elektrisch: B en C;2015 3e kwartaal;;;;;;;;
2451;Bestelauto's elektrisch: B en C;2015 4e kwartaal;;;;;;;;
2452;Bestelauto's elektrisch: B en C;2015;;;;;;;;
2453;Bestelauto's elektrisch: B en C;2016 1e kwartaal;;;;;;;;
2454;Bestelauto's elektrisch: B en C;2016 2e kwartaal;;;;;;;;
2455;Bestelauto's elektrisch: B en C;2016 3e kwartaal;;;;;;;;
2456;Bestelauto's elektrisch: B en C;2016 4e kwartaal;;;;;;;;
2457;Bestelauto's elektrisch: B en C;2016;;;;;;;;
2458;Bestelauto's elektrisch: B en C;2017 1e kwartaal;;;;;;;;
2459;Bestelauto's elektrisch: B en C;2017 2e kwartaal;;;;;;;;
2460;Bestelauto's elektrisch: B en C;2017 3e kwartaal;;;;;;;;
2461;Bestelauto's elektrisch: B en C;2017 4e kwartaal;;;;;;;;
2462;Bestelauto's elektrisch: B en C;2017;;;;;;;;
2463;Bestelauto's elektrisch: B en C;2018 1e kwartaal;;;;;;;;
2464;Bestelauto's elektrisch: B en C;2018 2e kwartaal;;;;;;;;
2465;Bestelauto's elektrisch: B en C;2018 3e kwartaal;;;;;;;;
2466;Bestelauto's elektrisch: B en C;2018 4e kwartaal;;;;;;;;
2467;Bestelauto's elektrisch: B en C;2018;;;;;;;;
2468;Bestelauto's elektrisch: B en C;2019 1e kwartaal;;;;;;;;
2469;Bestelauto's elektrisch: B en C;2019 2e kwartaal;;;;;;;;
2470;Bestelauto's elektrisch: B en C;2019 3e kwartaal;;;;;;;;
2471;Bestelauto's elektrisch: B en C;2019 4e kwartaal;;;;;;;;
2472;Bestelauto's elektrisch: B en C;2019;;;;;;;;
2473;Bestelauto's elektrisch: B en C;2020 1e kwartaal;;;;;;;;
2474;Bestelauto's elektrisch: B en C;2020 2e kwartaal;;;;;;;;
2475;Bestelauto's elektrisch: B en C;2020 3e kwartaal;;;;;;;;
2476;Bestelauto's elektrisch: B en C;2020 4e kwartaal;97.0;;;;92.1;;;
2477;Bestelauto's elektrisch: B en C;2020;;;;;;;;
2478;Bestelauto's elektrisch: B en C;2021 1e kwartaal;99.4;2.5;;1.4;95.9;4.1;;1.8
2479;Bestelauto's elektrisch: B en C;2021 2e kwartaal;99.4;0.1;;1.4;98.4;2.7;;1.8
2480;Bestelauto's elektrisch: B en C;2021 3e kwartaal;99.6;0.2;;1.4;99.9;1.5;;1.8
2481;Bestelauto's elektrisch: B en C;2021 4e kwartaal;101.7;2.1;4.8;1.4;105.8;6.0;14.9;1.8
2482;Bestelauto's elektrisch: B en C;2021;100.0;;;1.4;100.0;;;1.8
2483;Bestelauto's elektrisch: B en C;2022 1e kwartaal;104.5;2.8;5.1;1.4;109.8;3.7;14.5;1.8
2484;Bestelauto's elektrisch: B en C;2022 2e kwartaal;109.2;4.6;9.9;1.4;118.0;7.5;19.9;1.8
2485;Bestelauto's elektrisch: B en C;2022 3e kwartaal;113.0;3.4;13.5;1.4;121.1;2.6;21.3;1.8
2486;Bestelauto's elektrisch: B en C;2022 4e kwartaal;117.6;4.0;15.6;1.4;125.9;3.9;19.0;1.8
2487;Bestelauto's elektrisch: B en C;2022;111.1;;11.1;1.4;118.7;;18.7;1.8
2488;Bestelauto's elektrisch: B en C;2023 1e kwartaal;122.3;4.0;17.1;1.4;123.7;-1.7;12.7;1.8
2489;Bestelauto's elektrisch: B en C;2023 2e kwartaal;121.3;-0.8;11.0;1.4;119.0;-3.8;0.9;1.8
2490;Bestelauto's elektrisch: B en C;2023 3e kwartaal;121.6;0.2;7.6;1.4;123.0;3.3;1.5;1.8
2491;Bestelauto's elektrisch: B en C;2023 4e kwartaal;121.0;-0.5;3.0;1.4;124.7;1.4;-1.0;1.8
2492;Bestelauto's elektrisch: B en C;2023;121.5;;9.4;1.4;122.6;;3.3;1.8
2493;Bestelauto's elektrisch: B en C;2024 1e kwartaal;121.7;0.5;-0.5;1.4;124.8;0.1;0.9;1.8
2494;Bestelauto's elektrisch: B en C;2024 2e kwartaal;120.2;-1.3;-0.9;1.4;122.7;-1.7;3.1;1.8
2495;Bestelauto's elektrisch: B en C;2024 3e kwartaal;120.9;0.6;-0.6;1.4;123.0;0.2;0.0;1.8
2496;Bestelauto's elektrisch: B en C;2024 4e kwartaal;119.7;-0.9;-1.1;1.4;121.4;-1.3;-2.6;1.8
2497;Bestelauto's elektrisch: B en C;2024;120.6;;-0.8;1.4;123.0;;0.3;1.8
2498;Bestelauto's elektrisch: B en C;2025 1e kwartaal;118.3;-1.2;-2.8;1.4;120.6;-0.6;-3.4;1.8
2499;Private autolease;2001 3e kwartaal;;;;;;;;
2500;Private autolease;2001 4e kwartaal;;;;;;;;
2501;Private autolease;2001;;;;;;;;
2502;Private autolease;2002 1e kwartaal;;;;;;;;
2503;Private autolease;2002 2e kwartaal;;;;;;;;
2504;Private autolease;2002 3e kwartaal;;;;;;;;
2505;Private autolease;2002 4e kwartaal;;;;;;;;
2506;Private autolease;2002;;;;;;;;
2507;Private autolease;2003 1e kwartaal;;;;;;;;
2508;Private autolease;2003 2e kwartaal;;;;;;;;
2509;Private autolease;2003 3e kwartaal;;;;;;;;
2510;Private autolease;2003 4e kwartaal;;;;;;;;
2511;Private autolease;2003 ;;;;;;;;
2512;Private autolease;2004 1e kwartaal;;;;;;;;
2513;Private autolease;2004 2e kwartaal;;;;;;;;
2514;Private autolease;2004 3e kwartaal;;;;;;;;
2515;Private autolease;2004 4e kwartaal;;;;;;;;
2516;Private autolease;2004;;;;;;;;
2517;Private autolease;2005 1e kwartaal;;;;;;;;
2518;Private autolease;2005 2e kwartaal;;;;;;;;
2519;Private autolease;2005 3e kwartaal;;;;;;;;
2520;Private autolease;2005 4e kwartaal;;;;;;;;
2521;Private autolease;2005;;;;;;;;
2522;Private autolease;2006 1e kwartaal;;;;;;;;
2523;Private autolease;2006 2e kwartaal;;;;;;;;
2524;Private autolease;2006 3e kwartaal;;;;;;;;
2525;Private autolease;2006 4e kwartaal;;;;;;;;
2526;Private autolease;2006;;;;;;;;
2527;Private autolease;2007 1e kwartaal;;;;;;;;
2528;Private autolease;2007 2e kwartaal;;;;;;;;
2529;Private autolease;2007 3e kwartaal;;;;;;;;
2530;Private autolease;2007 4e kwartaal;;;;;;;;
2531;Private autolease;2007;;;;;;;;
2532;Private autolease;2008 1e kwartaal;;;;;;;;
2533;Private autolease;2008 2e kwartaal;;;;;;;;
2534;Private autolease;2008 3e kwartaal;;;;;;;;
2535;Private autolease;2008 4e kwartaal;;;;;;;;
2536;Private autolease;2008;;;;;;;;
2537;Private autolease;2009 1e kwartaal;;;;;;;;
2538;Private autolease;2009 2e kwartaal;;;;;;;;
2539;Private autolease;2009 3e kwartaal;;;;;;;;
2540;Private autolease;2009 4e kwartaal;;;;;;;;
2541;Private autolease;2009;;;;;;;;
2542;Private autolease;2010 1e kwartaal;;;;;;;;
2543;Private autolease;2010 2e kwartaal;;;;;;;;
2544;Private autolease;2010 3e kwartaal;;;;;;;;
2545;Private autolease;2010 4e kwartaal;;;;;;;;
2546;Private autolease;2010;;;;;;;;
2547;Private autolease;2011 1e kwartaal;;;;;;;;
2548;Private autolease;2011 2e kwartaal;;;;;;;;
2549;Private autolease;2011 3e kwartaal;;;;;;;;
2550;Private autolease;2011 4e kwartaal;;;;;;;;
2551;Private autolease;2011;;;;;;;;
2552;Private autolease;2012 1e kwartaal;;;;;;;;
2553;Private autolease;2012 2e kwartaal;;;;;;;;
2554;Private autolease;2012 3e kwartaal;;;;;;;;
2555;Private autolease;2012 4e kwartaal;;;;;;;;
2556;Private autolease;2012;;;;;;;;
2557;Private autolease;2013 1e kwartaal;;;;;;;;
2558;Private autolease;2013 2e kwartaal;;;;;;;;
2559;Private autolease;2013 3e kwartaal;;;;;;;;
2560;Private autolease;2013 4e kwartaal;;;;;;;;
2561;Private autolease;2013;;;;;;;;
2562;Private autolease;2014 1e kwartaal;;;;;;;;
2563;Private autolease;2014 2e kwartaal;;;;;;;;
2564;Private autolease;2014 3e kwartaal;;;;;;;;
2565;Private autolease;2014 4e kwartaal;;;;;;;;
2566;Private autolease;2014;;;;;;;;
2567;Private autolease;2015 1e kwartaal;;;;;;;;
2568;Private autolease;2015 2e kwartaal;;;;;;;;
2569;Private autolease;2015 3e kwartaal;;;;;;;;
2570;Private autolease;2015 4e kwartaal;;;;;;;;
2571;Private autolease;2015;;;;;;;;
2572;Private autolease;2016 1e kwartaal;;;;;;;;
2573;Private autolease;2016 2e kwartaal;;;;;;;;
2574;Private autolease;2016 3e kwartaal;;;;;;;;
