ID;RegioS;Perioden;TotaalWegvoertuigen_1;TotaalMotorvoertuigen_2;TotaalPersonenautoS_3;PersonenautoSRelatief_4;InBezitNatuurlijkePersonen_5;InBezitNatuurlijkePersonenRelatief_6;TotaalBedrijfsvoertuigen_7;TotaalBedrijfsmotorvoertuigen_8;TotaalAanhangwagensEnOpleggers_9;TotaalBedrijfsmotorvoertuigen_10;Bestelauto_11;VrachtautoExclTrekkerVoorOplegger_12;TrekkerVoorOplegger_13;SpeciaalVoertuig_14;Bus_15;TotaalAanhangwagensEnOpleggers_16;Aanhangwagen_17;Oplegger_18;TotaalMotorfietsen_19;MotorfietsenRelatief_20
30;Groningen (PV);2019;384586;337248;274777;471;251789;431;84948;37610;47338;37610;31359;1588;1940;2624;99;47338;44354;2984;24861;43
31;Groningen (PV);2020;391093;342992;279281;477;255316;436;86757;38656;48101;38656;32179;1582;1970;2634;291;48101;45012;3089;25055;43
32;Groningen (PV);2021;398267;349476;284050;484;260707;444;88552;39761;48791;39761;33225;1591;1977;2625;343;48791;45677;3114;25665;44
33;Groningen (PV);2022;406386;356506;289536;491;265561;450;90573;40693;49880;40693;34112;1611;2008;2616;346;49880;46662;3218;26277;45
34;Groningen (PV);2023;411943;360941;292582;491;267111;448;92384;41382;51002;41382;34680;1660;2105;2565;372;51002;47653;3349;26977;45
35;Groningen (PV);2024;419548;367859;297952;495;270559;450;94058;42369;51689;42369;35592;1716;2169;2512;380;51689;48247;3442;27538;46
36;Fryslân (PV);2019;473970;409921;325142;502;307068;474;118935;54886;64049;54886;44037;2803;3211;3369;1466;64049;59499;4550;29893;46
37;Fryslân (PV);2020;483165;417776;331325;510;311807;480;121611;56222;65389;56222;45373;2848;3270;3336;1395;65389;60681;4708;30229;47
38;Fryslân (PV);2021;491139;424783;336818;517;317251;487;123619;57263;66356;57263;46593;2769;3252;3287;1362;66356;61454;4902;30702;47
39;Fryslân (PV);2022;501889;433558;343211;525;322604;493;127400;59069;68331;59069;48340;2789;3398;3234;1308;68331;63167;5164;31278;48
40;Fryslân (PV);2023;509552;439394;347242;526;325308;493;130185;60027;70158;60027;49150;2816;3521;3230;1310;70158;64727;5431;32125;49
41;Fryslân (PV);2024;519292;447813;353630;534;330842;500;132752;61273;71479;61273;50198;2851;3519;3285;1420;71479;65905;5574;32910;50
42;Drenthe (PV);2019;376849;323941;262055;532;248767;505;89018;36110;52908;36110;29778;1607;2369;2212;144;52908;49453;3455;25776;52
43;Drenthe (PV);2020;383797;330041;267060;541;252739;512;90662;36906;53756;36906;30533;1632;2400;2200;141;53756;50228;3528;26075;53
44;Drenthe (PV);2021;390489;336292;271922;550;256710;519;91850;37653;54197;37653;31341;1601;2411;2206;94;54197;50604;3593;26717;54
45;Drenthe (PV);2022;397753;342328;276555;556;260955;524;93940;38515;55425;38515;32180;1632;2435;2168;100;55425;51631;3794;27258;55
46;Drenthe (PV);2023;402335;345770;279019;556;262510;523;95462;38897;56565;38897;32412;1639;2591;2167;88;56565;52587;3978;27854;55
47;Drenthe (PV);2024;409617;351887;283704;563;266735;529;97407;39677;57730;39677;32983;1643;2777;2176;98;57730;53397;4333;28506;57
48;Overijssel (PV);2019;806232;699634;570844;494;524123;453;186249;79651;106598;79651;63481;4321;6430;4286;1133;106598;93527;13071;49139;42
49;Overijssel (PV);2020;820630;711711;580429;499;530611;456;190535;81616;108919;81616;65343;4327;6591;4231;1124;108919;95249;13670;49666;43
50;Overijssel (PV);2021;835543;725505;589338;505;540612;463;195449;85411;110038;85411;69029;4270;6675;4215;1222;110038;95742;14296;50756;44
51;Overijssel (PV);2022;853947;741164;601455;513;550306;470;200593;87810;112783;87810;71319;4316;6880;4227;1068;112783;97753;15030;51899;44
52;Overijssel (PV);2023;864772;749221;607154;513;553856;468;204523;88972;115551;88972;72482;4276;7184;4174;856;115551;99758;15793;53095;45
53;Overijssel (PV);2024;879472;762766;617947;520;562476;473;207194;90488;116706;90488;74068;4326;7161;4243;690;116706;100765;15941;54331;46
54;Flevoland (PV);2019;461775;437606;372423;894;172808;415;74261;50092;24169;50092;46378;1162;1414;1079;59;24169;21810;2359;15091;36
55;Flevoland (PV);2020;466405;441713;377715;893;177066;419;73559;48867;24692;48867;45089;1170;1482;1071;55;24692;22132;2560;15131;36
56;Flevoland (PV);2021;452738;427961;364462;851;182475;426;72697;47920;24777;47920;44131;1175;1505;1058;51;24777;22186;2591;15579;36
57;Flevoland (PV);2022;452658;427095;363232;835;187926;432;73579;48016;25563;48016;44157;1165;1611;1030;53;25563;22753;2810;15847;36
58;Flevoland (PV);2023;455231;429053;364785;820;190622;429;74277;48099;26178;48099;44186;1156;1664;1032;61;26178;23239;2939;16169;36
59;Flevoland (PV);2024;466521;440192;374310;830;195238;433;75741;49412;26329;49412;45445;1183;1652;1061;71;26329;23351;2978;16470;37
60;Gelderland (PV);2019;1413898;1242548;1017700;491;953414;460;312477;141127;171350;141127;110322;9969;12071;8320;445;171350;151595;19755;83721;40
61;Gelderland (PV);2020;1439106;1264253;1034942;496;967557;464;319105;144252;174853;144252;113057;10038;12449;8268;440;174853;154339;20514;85059;41
62;Gelderland (PV);2021;1463544;1286387;1053395;502;986782;471;323407;146250;177157;146250;115466;9885;12374;8132;393;177157;156162;20995;86742;41
63;Gelderland (PV);2022;1491409;1311218;1071822;508;1004685;476;331169;150978;180191;150978;119724;9891;12834;8147;382;180191;160447;19744;88418;42
64;Gelderland (PV);2023;1507319;1323947;1081124;507;1010787;474;335963;152591;183372;152591;120868;10014;13118;8183;408;183372;163451;19921;90232;42
65;Gelderland (PV);2024;1540298;1354720;1107501;515;1026657;478;340766;155188;185578;155188;123515;10044;13095;8123;411;185578;165150;20428;92031;43
66;Utrecht (PV);2019;895536;824093;689980;514;540893;403;161269;89826;71443;89826;75931;4671;4384;3812;1028;71443;64368;7075;44287;33
67;Utrecht (PV);2020;922563;850017;710795;525;548218;405;166869;94323;72546;94323;80107;4808;4545;3803;1060;72546;65324;7222;44899;33
68;Utrecht (PV);2021;936229;863533;721967;530;557862;410;168474;95778;72696;95778;81859;4780;4494;3735;910;72696;65287;7409;45788;34
69;Utrecht (PV);2022;955541;881585;735995;537;565957;413;173265;99309;73956;99309;85083;4825;4737;3737;927;73956;66355;7601;46281;34
70;Utrecht (PV);2023;975689;900858;752271;542;568312;410;176548;101717;74831;101717;87647;4656;4825;3680;909;74831;66960;7871;46870;34
71;Utrecht (PV);2024;998601;923535;772001;551;575559;411;179198;104132;75066;104132;89662;5159;4826;3633;852;75066;67259;7807;47402;34
72;Noord-Holland (PV);2019;1580366;1455057;1202573;421;1070634;375;276513;151204;125309;151204;124815;7703;8581;7665;2440;125309;112075;13234;101280;35
73;Noord-Holland (PV);2020;1604363;1477878;1221149;424;1081782;376;280654;154169;126485;154169;127615;7779;8724;7488;2563;126485;112729;13756;102560;36
74;Noord-Holland (PV);2021;1622029;1495705;1237006;428;1100962;381;281558;155234;126324;155234;129138;7546;8679;7324;2547;126324;112322;14002;103465;36
75;Noord-Holland (PV);2022;1655545;1525984;1263783;434;1117723;384;288158;158597;129561;158597;132595;7326;8962;7278;2436;129561;113142;16419;103604;36
76;Noord-Holland (PV);2023;1678675;1546699;1281070;434;1120113;379;293426;161450;131976;161450;134313;7433;9692;7271;2741;131976;114502;17474;104179;35
77;Noord-Holland (PV);2024;1693968;1561959;1295744;435;1131142;380;293164;161155;132009;161155;134000;7490;9853;7127;2685;132009;114271;17738;105060;35
78;Zuid-Holland (PV);2019;2053220;1868767;1570914;428;1423976;388;372264;187811;184453;187811;152580;10347;15113;8384;1387;184453;142294;42159;110042;30
79;Zuid-Holland (PV);2020;2084684;1897478;1593041;430;1441790;389;379485;192279;187206;192279;157076;10148;15361;8371;1323;187206;144001;43205;112158;30
80;Zuid-Holland (PV);2021;2110483;1923834;1615218;433;1468563;394;380539;193890;186649;193890;159041;9943;15468;8296;1142;186649;143534;43115;114726;31
81;Zuid-Holland (PV);2022;2148104;1956286;1639854;437;1489707;397;391122;199304;191818;199304;164114;9973;15901;8288;1028;191818;146077;45741;117128;31
82;Zuid-Holland (PV);2023;2164227;1968243;1645748;433;1495900;393;398783;202799;195984;202799;166919;9983;16545;8299;1053;195984;147803;48181;119696;31
83;Zuid-Holland (PV);2024;2190303;1994010;1666292;434;1513841;394;401670;205377;196293;205377;169377;9963;16734;8205;1098;196293;148064;48229;122341;32
84;Zeeland (PV);2019;282470;247769;201301;526;191008;499;63923;29222;34701;29222;23618;1371;2103;1719;411;34701;29833;4868;17246;45
85;Zeeland (PV);2020;285374;250415;203273;530;192622;502;64663;29704;34959;29704;24188;1337;2096;1662;421;34959;30359;4600;17438;45
86;Zeeland (PV);2021;288969;253542;206026;535;195962;508;65167;29740;35427;29740;24551;1341;2048;1656;144;35427;30799;4628;17776;46
87;Zeeland (PV);2022;294059;257750;208967;540;198596;513;66881;30572;36309;30572;25387;1343;2097;1646;99;36309;31556;4753;18211;47
88;Zeeland (PV);2023;297914;260764;210917;539;199849;511;68332;31182;37150;31182;25946;1321;2141;1664;110;37150;32276;4874;18665;48
89;Zeeland (PV);2024;302680;264997;213890;546;202218;516;69582;31899;37683;31899;26653;1328;2154;1649;115;37683;32713;4970;19208;49
90;Noord-Brabant (PV);2019;1866639;1662515;1374772;540;1212166;476;392577;188453;204124;188453;150244;12069;15483;10108;549;204124;171250;32874;99290;39
91;Noord-Brabant (PV);2020;1901129;1692675;1398457;546;1228372;479;402159;193705;208454;193705;155430;12055;15712;9984;524;208454;174093;34361;100513;39
92;Noord-Brabant (PV);2021;1922775;1712537;1413174;549;1247712;485;407060;196822;210238;196822;158850;11958;15603;9920;491;210238;175552;34686;102541;40
93;Noord-Brabant (PV);2022;1955875;1740587;1433498;553;1266113;488;417697;202409;215288;202409;164076;12090;15971;9819;453;215288;179765;35523;104680;40
94;Noord-Brabant (PV);2023;1984833;1764979;1452605;553;1272565;485;425501;205647;219854;205647;166842;11985;16638;9695;487;219854;182822;37032;106727;41
95;Noord-Brabant (PV);2024;2014621;1792873;1475404;558;1289970;488;430641;208893;221748;208893;169856;11943;17014;9587;493;221748;184149;37599;108576;41
96;Limburg (PV);2019;776524;690580;580501;520;555439;498;150603;64659;85944;64659;50462;4041;5689;4115;352;85944;68354;17590;45420;41
97;Limburg (PV);2020;784894;697772;586924;525;560890;502;152366;65244;87122;65244;51261;4022;5518;4081;362;87122;69833;17289;45604;41
98;Limburg (PV);2021;792201;705201;593043;531;567638;509;153018;66018;87000;66018;52209;3972;5446;4040;351;87000;70317;16683;46140;41
99;Limburg (PV);2022;803967;714292;599801;536;573817;513;157260;67585;89675;67585;53705;3906;5602;4040;332;89675;72178;17497;46906;42
100;Limburg (PV);2023;811491;719023;602590;534;575540;510;160766;68298;92468;68298;54396;3872;5655;4014;361;92468;74049;18419;48135;43
101;Limburg (PV);2024;820655;726790;609018;537;581050;513;162695;68830;93865;68830;55128;3875;5503;3962;362;93865;74725;19140;48942;43
