ID;Bestedingscategorieen;Perioden;CPI_1;CPIAfgeleid_2;MaandmutatieCPI_3;MaandmutatieCPIAfgeleid_4;JaarmutatieCPI_5;JaarmutatieCPIAfgeleid_6;Wegingscoefficient_7
8960;011330 Verse schaal- en schelpdieren;2012;93.57;93.57;;;6.3;6.3;52.0
8961;011330 Verse schaal- en schelpdieren;2013 januari;97.38;97.38;0.3;0.3;10.6;10.6;59.0
8962;011330 Verse schaal- en schelpdieren;2013 februari;96.23;96.23;-1.2;-1.2;3.2;3.2;59.0
8963;011330 Verse schaal- en schelpdieren;2013 maart;96.65;96.65;0.4;0.4;4.0;4.0;59.0
8964;011330 Verse schaal- en schelpdieren;2013 april;96.46;96.46;-0.2;-0.2;3.6;3.6;59.0
8965;011330 Verse schaal- en schelpdieren;2013 mei;97.87;97.87;1.5;1.5;7.9;7.9;59.0
8966;011330 Verse schaal- en schelpdieren;2013 juni;98.59;98.59;0.7;0.7;7.0;7.0;59.0
8967;011330 Verse schaal- en schelpdieren;2013 juli;99.54;99.54;1.0;1.0;5.6;5.6;59.0
8968;011330 Verse schaal- en schelpdieren;2013 augustus;97.39;97.39;-2.2;-2.2;2.5;2.5;59.0
8969;011330 Verse schaal- en schelpdieren;2013 september;97.09;97.09;-0.3;-0.3;4.1;4.1;59.0
8970;011330 Verse schaal- en schelpdieren;2013 oktober;97.83;97.83;0.8;0.8;2.3;2.3;59.0
8971;011330 Verse schaal- en schelpdieren;2013 november;97.58;97.58;-0.3;-0.3;0.2;0.2;59.0
8972;011330 Verse schaal- en schelpdieren;2013 december;96.81;96.81;-0.8;-0.8;-0.2;-0.2;59.0
8973;011330 Verse schaal- en schelpdieren;2013;97.45;97.45;;;4.1;4.1;59.0
8974;011330 Verse schaal- en schelpdieren;2014 januari;97.52;97.52;0.7;0.7;0.1;0.1;56.0
8975;011330 Verse schaal- en schelpdieren;2014 februari;98.19;98.19;0.7;0.7;2.0;2.0;56.0
8976;011330 Verse schaal- en schelpdieren;2014 maart;96.18;96.18;-2.0;-2.0;-0.5;-0.5;56.0
8977;011330 Verse schaal- en schelpdieren;2014 april;97.41;97.41;1.3;1.3;1.0;1.0;56.0
8978;011330 Verse schaal- en schelpdieren;2014 mei;99.23;99.23;1.9;1.9;1.4;1.4;56.0
8979;011330 Verse schaal- en schelpdieren;2014 juni;96.93;96.93;-2.3;-2.3;-1.7;-1.7;56.0
8980;011330 Verse schaal- en schelpdieren;2014 juli;98.82;98.82;1.9;1.9;-0.7;-0.7;56.0
8981;011330 Verse schaal- en schelpdieren;2014 augustus;102.47;102.47;3.7;3.7;5.2;5.2;56.0
8982;011330 Verse schaal- en schelpdieren;2014 september;95.95;95.95;-6.4;-6.4;-1.2;-1.2;56.0
8983;011330 Verse schaal- en schelpdieren;2014 oktober;101.17;101.17;5.4;5.4;3.4;3.4;56.0
8984;011330 Verse schaal- en schelpdieren;2014 november;100.55;100.55;-0.6;-0.6;3.0;3.0;56.0
8985;011330 Verse schaal- en schelpdieren;2014 december;99.5;99.5;-1.0;-1.0;2.8;2.8;56.0
8986;011330 Verse schaal- en schelpdieren;2014;98.66;98.66;;;1.2;1.2;56.0
8987;011330 Verse schaal- en schelpdieren;2015 januari;99.89;99.89;0.4;0.4;2.4;2.4;44.0
8988;011330 Verse schaal- en schelpdieren;2015 februari;100.43;100.43;0.5;0.5;2.3;2.3;44.0
8989;011330 Verse schaal- en schelpdieren;2015 maart;100.63;100.63;0.2;0.2;4.6;4.6;44.0
8990;011330 Verse schaal- en schelpdieren;2015 april;99.36;99.36;-1.3;-1.3;2.0;2.0;44.0
8991;011330 Verse schaal- en schelpdieren;2015 mei;100.0;100.0;0.6;0.6;0.8;0.8;44.0
8992;011330 Verse schaal- en schelpdieren;2015 juni;99.55;99.55;-0.5;-0.5;2.7;2.7;44.0
8993;011330 Verse schaal- en schelpdieren;2015 juli;100.12;100.12;0.6;0.6;1.3;1.3;44.0
8994;011330 Verse schaal- en schelpdieren;2015 augustus;101.31;101.31;1.2;1.2;-1.1;-1.1;44.0
8995;011330 Verse schaal- en schelpdieren;2015 september;96.59;96.59;-4.7;-4.7;0.7;0.7;44.0
8996;011330 Verse schaal- en schelpdieren;2015 oktober;98.79;98.79;2.3;2.3;-2.4;-2.4;44.0
8997;011330 Verse schaal- en schelpdieren;2015 november;100.93;100.93;2.2;2.2;0.4;0.4;44.0
8998;011330 Verse schaal- en schelpdieren;2015 december;102.4;102.4;1.5;1.5;2.9;2.9;44.0
8999;011330 Verse schaal- en schelpdieren;2015;100.0;100.0;;;1.4;1.4;44.0
9000;011330 Verse schaal- en schelpdieren;2016 januari;106.99;106.99;4.5;4.5;7.1;7.1;62.0
9001;011330 Verse schaal- en schelpdieren;2016 februari;105.27;105.27;-1.6;-1.6;4.8;4.8;62.0
9002;011330 Verse schaal- en schelpdieren;2016 maart;107.27;107.27;1.9;1.9;6.6;6.6;62.0
9003;011330 Verse schaal- en schelpdieren;2016 april;109.21;109.21;1.8;1.8;9.9;9.9;62.0
9004;011330 Verse schaal- en schelpdieren;2016 mei;108.57;108.57;-0.6;-0.6;8.6;8.6;62.0
9005;011330 Verse schaal- en schelpdieren;2016 juni;110.17;110.17;1.5;1.5;10.7;10.7;62.0
9006;011330 Verse schaal- en schelpdieren;2016 juli;108.1;108.1;-1.9;-1.9;8.0;8.0;62.0
9007;011330 Verse schaal- en schelpdieren;2016 augustus;107.58;107.58;-0.5;-0.5;6.2;6.2;62.0
9008;011330 Verse schaal- en schelpdieren;2016 september;106.91;106.91;-0.6;-0.6;10.7;10.7;62.0
9009;011330 Verse schaal- en schelpdieren;2016 oktober;103.0;103.0;-3.7;-3.7;4.3;4.3;62.0
9010;011330 Verse schaal- en schelpdieren;2016 november;106.12;106.12;3.0;3.0;5.1;5.1;62.0
9011;011330 Verse schaal- en schelpdieren;2016 december;109.69;109.69;3.4;3.4;7.1;7.1;62.0
9012;011330 Verse schaal- en schelpdieren;2016;107.41;107.41;;;7.4;7.4;62.0
9013;011330 Verse schaal- en schelpdieren;2017 januari;106.26;106.26;-3.1;-3.1;-0.7;-0.7;59.0
9014;011330 Verse schaal- en schelpdieren;2017 februari;106.53;106.53;0.3;0.3;1.2;1.2;59.0
9015;011330 Verse schaal- en schelpdieren;2017 maart;106.85;106.85;0.3;0.3;-0.4;-0.4;59.0
9016;011330 Verse schaal- en schelpdieren;2017 april;110.37;110.37;3.3;3.3;1.1;1.1;59.0
9017;011330 Verse schaal- en schelpdieren;2017 mei;109.29;109.29;-1.0;-1.0;0.7;0.7;59.0
9018;011330 Verse schaal- en schelpdieren;2017 juni;112.85;112.85;3.3;3.3;2.4;2.4;59.0
9019;011330 Verse schaal- en schelpdieren;2017 juli;113.06;113.06;0.2;0.2;4.6;4.6;59.0
9020;011330 Verse schaal- en schelpdieren;2017 augustus;110.48;110.48;-2.3;-2.3;2.7;2.7;59.0
9021;011330 Verse schaal- en schelpdieren;2017 september;112.35;112.35;1.7;1.7;5.1;5.1;59.0
9022;011330 Verse schaal- en schelpdieren;2017 oktober;113.13;113.13;0.7;0.7;9.8;9.8;59.0
9023;011330 Verse schaal- en schelpdieren;2017 november;112.39;112.39;-0.7;-0.7;5.9;5.9;59.0
9024;011330 Verse schaal- en schelpdieren;2017 december;111.97;111.97;-0.4;-0.4;2.1;2.1;59.0
9025;011330 Verse schaal- en schelpdieren;2017;110.46;110.46;;;2.8;2.8;59.0
9026;011330 Verse schaal- en schelpdieren;2018 januari;110.78;110.78;-1.1;-1.1;4.3;4.3;63.0
9027;011330 Verse schaal- en schelpdieren;2018 februari;109.36;109.36;-1.3;-1.3;2.7;2.7;63.0
9028;011330 Verse schaal- en schelpdieren;2018 maart;109.26;109.26;-0.1;-0.1;2.3;2.3;63.0
9029;011330 Verse schaal- en schelpdieren;2018 april;108.63;108.63;-0.6;-0.6;-1.6;-1.6;63.0
9030;011330 Verse schaal- en schelpdieren;2018 mei;104.69;104.69;-3.6;-3.6;-4.2;-4.2;63.0
9031;011330 Verse schaal- en schelpdieren;2018 juni;107.17;107.17;2.4;2.4;-5.0;-5.0;63.0
9032;011330 Verse schaal- en schelpdieren;2018 juli;109.87;109.87;2.5;2.5;-2.8;-2.8;63.0
9033;011330 Verse schaal- en schelpdieren;2018 augustus;111.32;111.32;1.3;1.3;0.8;0.8;63.0
9034;011330 Verse schaal- en schelpdieren;2018 september;109.27;109.27;-1.8;-1.8;-2.7;-2.7;63.0
9035;011330 Verse schaal- en schelpdieren;2018 oktober;108.65;108.65;-0.6;-0.6;-4.0;-4.0;63.0
9036;011330 Verse schaal- en schelpdieren;2018 november;110.19;110.19;1.4;1.4;-2.0;-2.0;63.0
9037;011330 Verse schaal- en schelpdieren;2018 december;106.03;106.03;-3.8;-3.8;-5.3;-5.3;63.0
9038;011330 Verse schaal- en schelpdieren;2018;108.77;108.77;;;-1.5;-1.5;63.0
9039;011330 Verse schaal- en schelpdieren;2019 januari;112.41;109.32;6.0;3.1;1.5;-1.3;61.0
9040;011330 Verse schaal- en schelpdieren;2019 februari;108.89;105.89;-3.1;-3.1;-0.4;-3.2;61.0
9041;011330 Verse schaal- en schelpdieren;2019 maart;107.81;104.84;-1.0;-1.0;-1.3;-4.0;61.0
9042;011330 Verse schaal- en schelpdieren;2019 april;106.28;103.35;-1.4;-1.4;-2.2;-4.9;61.0
9043;011330 Verse schaal- en schelpdieren;2019 mei;107.57;104.61;1.2;1.2;2.8;-0.1;61.0
9044;011330 Verse schaal- en schelpdieren;2019 juni;104.35;101.47;-3.0;-3.0;-2.6;-5.3;61.0
9045;011330 Verse schaal- en schelpdieren;2019 juli;102.55;99.73;-1.7;-1.7;-6.7;-9.2;61.0
9046;011330 Verse schaal- en schelpdieren;2019 augustus;103.68;100.83;1.1;1.1;-6.9;-9.4;61.0
9047;011330 Verse schaal- en schelpdieren;2019 september;104.19;101.32;0.5;0.5;-4.6;-7.3;61.0
9048;011330 Verse schaal- en schelpdieren;2019 oktober;107.02;104.07;2.7;2.7;-1.5;-4.2;61.0
9049;011330 Verse schaal- en schelpdieren;2019 november;105.31;102.42;-1.6;-1.6;-4.4;-7.1;61.0
9050;011330 Verse schaal- en schelpdieren;2019 december;96.8;94.14;-8.1;-8.1;-8.7;-11.2;61.0
9051;011330 Verse schaal- en schelpdieren;2019;105.57;102.67;;;-2.9;-5.6;61.0
9052;011330 Verse schaal- en schelpdieren;2020 januari;100.11;97.36;3.4;3.4;-10.9;-10.9;61.0
9053;011330 Verse schaal- en schelpdieren;2020 februari;96.92;94.25;-3.2;-3.2;-11.0;-11.0;61.0
9054;011330 Verse schaal- en schelpdieren;2020 maart;100.37;97.61;3.6;3.6;-6.9;-6.9;61.0
9055;011330 Verse schaal- en schelpdieren;2020 april;98.12;95.42;-2.2;-2.2;-7.7;-7.7;61.0
9056;011330 Verse schaal- en schelpdieren;2020 mei;100.41;97.64;2.3;2.3;-6.7;-6.7;61.0
9057;011330 Verse schaal- en schelpdieren;2020 juni;98.31;95.61;-2.1;-2.1;-5.8;-5.8;61.0
9058;011330 Verse schaal- en schelpdieren;2020 juli;101.27;98.49;3.0;3.0;-1.2;-1.2;61.0
9059;011330 Verse schaal- en schelpdieren;2020 augustus;103.15;100.31;1.9;1.8;-0.5;-0.5;61.0
9060;011330 Verse schaal- en schelpdieren;2020 september;104.25;101.38;1.1;1.1;0.1;0.1;61.0
9061;011330 Verse schaal- en schelpdieren;2020 oktober;103.39;100.55;-0.8;-0.8;-3.4;-3.4;61.0
9062;011330 Verse schaal- en schelpdieren;2020 november;98.94;96.21;-4.3;-4.3;-6.0;-6.1;61.0
9063;011330 Verse schaal- en schelpdieren;2020 december;98.73;96.01;-0.2;-0.2;2.0;2.0;61.0
9064;011330 Verse schaal- en schelpdieren;2020;100.33;97.57;;;-5.0;-5.0;61.0
9065;011330 Verse schaal- en schelpdieren;2021 januari;99.53;96.79;0.8;0.8;-0.6;-0.6;79.0
9066;011330 Verse schaal- en schelpdieren;2021 februari;102.87;100.04;3.4;3.4;6.1;6.1;79.0
9067;011330 Verse schaal- en schelpdieren;2021 maart;101.89;99.09;-1.0;-0.9;1.5;1.5;79.0
9068;011330 Verse schaal- en schelpdieren;2021 april;101.08;98.3;-0.8;-0.8;3.0;3.0;79.0
9069;011330 Verse schaal- en schelpdieren;2021 mei;98.54;95.83;-2.5;-2.5;-1.9;-1.9;79.0
9070;011330 Verse schaal- en schelpdieren;2021 juni;100.41;97.65;1.9;1.9;2.1;2.1;79.0
9071;011330 Verse schaal- en schelpdieren;2021 juli;102.66;99.83;2.2;2.2;1.4;1.4;79.0
9072;011330 Verse schaal- en schelpdieren;2021 augustus;102.37;99.56;-0.3;-0.3;-0.8;-0.7;79.0
9073;011330 Verse schaal- en schelpdieren;2021 september;100.48;97.71;-1.8;-1.9;-3.6;-3.6;79.0
9074;011330 Verse schaal- en schelpdieren;2021 oktober;102.04;99.24;1.6;1.6;-1.3;-1.3;79.0
9075;011330 Verse schaal- en schelpdieren;2021 november;101.5;98.71;-0.5;-0.5;2.6;2.6;79.0
9076;011330 Verse schaal- en schelpdieren;2021 december;95.93;93.29;-5.5;-5.5;-2.8;-2.8;79.0
9077;011330 Verse schaal- en schelpdieren;2021;100.78;98.0;;;0.4;0.4;79.0
9078;011330 Verse schaal- en schelpdieren;2022 januari;97.87;95.18;2.0;2.0;-1.7;-1.7;75.0
9079;011330 Verse schaal- en schelpdieren;2022 februari;97.23;94.56;-0.7;-0.7;-5.5;-5.5;75.0
9080;011330 Verse schaal- en schelpdieren;2022 maart;104.65;101.77;7.6;7.6;2.7;2.7;75.0
9081;011330 Verse schaal- en schelpdieren;2022 april;110.17;107.14;5.3;5.3;9.0;9.0;75.0
9082;011330 Verse schaal- en schelpdieren;2022 mei;109.3;106.29;-0.8;-0.8;10.9;10.9;75.0
9083;011330 Verse schaal- en schelpdieren;2022 juni;112.5;109.4;2.9;2.9;12.0;12.0;75.0
9084;011330 Verse schaal- en schelpdieren;2022 juli;114.23;111.08;1.5;1.5;11.3;11.3;75.0
9085;011330 Verse schaal- en schelpdieren;2022 augustus;112.54;109.44;-1.5;-1.5;9.9;9.9;75.0
9086;011330 Verse schaal- en schelpdieren;2022 september;113.93;110.8;1.2;1.2;13.4;13.4;75.0
9087;011330 Verse schaal- en schelpdieren;2022 oktober;117.63;114.39;3.2;3.2;15.3;15.3;75.0
9088;011330 Verse schaal- en schelpdieren;2022 november;116.25;113.06;-1.2;-1.2;14.5;14.5;75.0
9089;011330 Verse schaal- en schelpdieren;2022 december;114.94;111.78;-1.1;-1.1;19.8;19.8;75.0
9090;011330 Verse schaal- en schelpdieren;2022;110.1;107.07;;;9.2;9.3;75.0
9091;011330 Verse schaal- en schelpdieren;2023 januari;113.52;110.4;-1.2;-1.2;16.0;16.0;74.0
9092;011330 Verse schaal- en schelpdieren;2023 februari;117.65;114.41;3.6;3.6;21.0;21.0;74.0
9093;011330 Verse schaal- en schelpdieren;2023 maart;118.47;115.21;0.7;0.7;13.2;13.2;74.0
9094;011330 Verse schaal- en schelpdieren;2023 april;119.89;116.59;1.2;1.2;8.8;8.8;74.0
9095;011330 Verse schaal- en schelpdieren;2023 mei;124.92;121.48;4.2;4.2;14.3;14.3;74.0
9096;011330 Verse schaal- en schelpdieren;2023 juni;123.53;120.13;-1.1;-1.1;9.8;9.8;74.0
9097;011330 Verse schaal- en schelpdieren;2023 juli;124.43;121.01;0.7;0.7;8.9;8.9;74.0
9098;011330 Verse schaal- en schelpdieren;2023 augustus;117.78;114.54;-5.3;-5.3;4.7;4.7;74.0
9099;011330 Verse schaal- en schelpdieren;2023 september;120.96;117.64;2.7;2.7;6.2;6.2;74.0
9100;011330 Verse schaal- en schelpdieren;2023 oktober;124.07;120.66;2.6;2.6;5.5;5.5;74.0
9101;011330 Verse schaal- en schelpdieren;2023 november;118.44;115.18;-4.5;-4.5;1.9;1.9;74.0
9102;011330 Verse schaal- en schelpdieren;2023 december;120.87;117.54;2.1;2.0;5.2;5.2;74.0
9103;011330 Verse schaal- en schelpdieren;2023;120.38;117.07;;;9.3;9.3;74.0
9104;011330 Verse schaal- en schelpdieren;2024 januari;121.15;117.82;0.2;0.2;6.7;6.7;74.0
9105;011330 Verse schaal- en schelpdieren;2024 februari;122.73;119.35;1.3;1.3;4.3;4.3;74.0
9106;011330 Verse schaal- en schelpdieren;2024 maart;124.24;120.82;1.2;1.2;4.9;4.9;74.0
9107;011330 Verse schaal- en schelpdieren;2024 april;121.26;117.92;-2.4;-2.4;1.1;1.1;74.0
9108;011330 Verse schaal- en schelpdieren;2024 mei;128.2;124.67;5.7;5.7;2.6;2.6;74.0
9109;011330 Verse schaal- en schelpdieren;2024 juni;125.64;122.18;-2.0;-2.0;1.7;1.7;74.0
9110;011330 Verse schaal- en schelpdieren;2024 juli;127.19;123.69;1.2;1.2;2.2;2.2;74.0
9111;011330 Verse schaal- en schelpdieren;2024 augustus;125.3;121.85;-1.5;-1.5;6.4;6.4;74.0
9112;011330 Verse schaal- en schelpdieren;2024 september;127.55;124.04;1.8;1.8;5.4;5.4;74.0
9113;011330 Verse schaal- en schelpdieren;2024 oktober;126.6;123.11;-0.7;-0.7;2.0;2.0;74.0
9114;011330 Verse schaal- en schelpdieren;2024 november;125.98;122.52;-0.5;-0.5;6.4;6.4;74.0
9115;011330 Verse schaal- en schelpdieren;2024 december;127.72;124.21;1.4;1.4;5.7;5.7;74.0
9116;011330 Verse schaal- en schelpdieren;2024;125.3;121.85;;;4.1;4.1;74.0
9117;011330 Verse schaal- en schelpdieren;2025 januari;126.45;122.97;-1.0;-1.0;4.4;4.4;63.0
9118;011330 Verse schaal- en schelpdieren;2025 februari;129.2;125.64;2.2;2.2;5.3;5.3;63.0
9119;011330 Verse schaal- en schelpdieren;2025 maart;127.76;124.25;-1.1;-1.1;2.8;2.8;63.0
9120;011350 Gerookte, gedr. of gez. vis…;1996 januari;;;;;;;
9121;011350 Gerookte, gedr. of gez. vis…;1996 februari;;;;;;;
9122;011350 Gerookte, gedr. of gez. vis…;1996 maart;;;;;;;
9123;011350 Gerookte, gedr. of gez. vis…;1996 april;;;;;;;
9124;011350 Gerookte, gedr. of gez. vis…;1996 mei;;;;;;;
9125;011350 Gerookte, gedr. of gez. vis…;1996 juni;;;;;;;
9126;011350 Gerookte, gedr. of gez. vis…;1996 juli;;;;;;;
9127;011350 Gerookte, gedr. of gez. vis…;1996 augustus;;;;;;;
9128;011350 Gerookte, gedr. of gez. vis…;1996 september;;;;;;;
9129;011350 Gerookte, gedr. of gez. vis…;1996 oktober;;;;;;;
9130;011350 Gerookte, gedr. of gez. vis…;1996 november;;;;;;;
9131;011350 Gerookte, gedr. of gez. vis…;1996 december;;;;;;;
9132;011350 Gerookte, gedr. of gez. vis…;1996;;;;;;;
9133;011350 Gerookte, gedr. of gez. vis…;1997 januari;;;;;;;
9134;011350 Gerookte, gedr. of gez. vis…;1997 februari;;;;;;;
9135;011350 Gerookte, gedr. of gez. vis…;1997 maart;;;;;;;
9136;011350 Gerookte, gedr. of gez. vis…;1997 april;;;;;;;
9137;011350 Gerookte, gedr. of gez. vis…;1997 mei;;;;;;;
9138;011350 Gerookte, gedr. of gez. vis…;1997 juni;;;;;;;
9139;011350 Gerookte, gedr. of gez. vis…;1997 juli;;;;;;;
9140;011350 Gerookte, gedr. of gez. vis…;1997 augustus;;;;;;;
9141;011350 Gerookte, gedr. of gez. vis…;1997 september;;;;;;;
9142;011350 Gerookte, gedr. of gez. vis…;1997 oktober;;;;;;;
9143;011350 Gerookte, gedr. of gez. vis…;1997 november;;;;;;;
9144;011350 Gerookte, gedr. of gez. vis…;1997 december;;;;;;;
9145;011350 Gerookte, gedr. of gez. vis…;1997;;;;;;;
9146;011350 Gerookte, gedr. of gez. vis…;1998 januari;;;;;;;
9147;011350 Gerookte, gedr. of gez. vis…;1998 februari;;;;;;;
9148;011350 Gerookte, gedr. of gez. vis…;1998 maart;;;;;;;
9149;011350 Gerookte, gedr. of gez. vis…;1998 april;;;;;;;
9150;011350 Gerookte, gedr. of gez. vis…;1998 mei;;;;;;;
9151;011350 Gerookte, gedr. of gez. vis…;1998 juni;;;;;;;
9152;011350 Gerookte, gedr. of gez. vis…;1998 juli;;;;;;;
9153;011350 Gerookte, gedr. of gez. vis…;1998 augustus;;;;;;;
9154;011350 Gerookte, gedr. of gez. vis…;1998 september;;;;;;;
9155;011350 Gerookte, gedr. of gez. vis…;1998 oktober;;;;;;;
9156;011350 Gerookte, gedr. of gez. vis…;1998 november;;;;;;;
9157;011350 Gerookte, gedr. of gez. vis…;1998 december;;;;;;;
9158;011350 Gerookte, gedr. of gez. vis…;1998;;;;;;;
9159;011350 Gerookte, gedr. of gez. vis…;1999 januari;;;;;;;
9160;011350 Gerookte, gedr. of gez. vis…;1999 februari;;;;;;;
9161;011350 Gerookte, gedr. of gez. vis…;1999 maart;;;;;;;
9162;011350 Gerookte, gedr. of gez. vis…;1999 april;;;;;;;
9163;011350 Gerookte, gedr. of gez. vis…;1999 mei;;;;;;;
9164;011350 Gerookte, gedr. of gez. vis…;1999 juni;;;;;;;
9165;011350 Gerookte, gedr. of gez. vis…;1999 juli;;;;;;;
9166;011350 Gerookte, gedr. of gez. vis…;1999 augustus;;;;;;;
9167;011350 Gerookte, gedr. of gez. vis…;1999 september;;;;;;;
9168;011350 Gerookte, gedr. of gez. vis…;1999 oktober;;;;;;;
9169;011350 Gerookte, gedr. of gez. vis…;1999 november;;;;;;;
9170;011350 Gerookte, gedr. of gez. vis…;1999 december;;;;;;;
9171;011350 Gerookte, gedr. of gez. vis…;1999;;;;;;;
9172;011350 Gerookte, gedr. of gez. vis…;2000 januari;;;;;;;
9173;011350 Gerookte, gedr. of gez. vis…;2000 februari;;;;;;;
9174;011350 Gerookte, gedr. of gez. vis…;2000 maart;;;;;;;
9175;011350 Gerookte, gedr. of gez. vis…;2000 april;;;;;;;
9176;011350 Gerookte, gedr. of gez. vis…;2000 mei;;;;;;;
9177;011350 Gerookte, gedr. of gez. vis…;2000 juni;;;;;;;
9178;011350 Gerookte, gedr. of gez. vis…;2000 juli;;;;;;;
9179;011350 Gerookte, gedr. of gez. vis…;2000 augustus;;;;;;;
9180;011350 Gerookte, gedr. of gez. vis…;2000 september;;;;;;;
9181;011350 Gerookte, gedr. of gez. vis…;2000 oktober;;;;;;;
9182;011350 Gerookte, gedr. of gez. vis…;2000 november;;;;;;;
9183;011350 Gerookte, gedr. of gez. vis…;2000 december;;;;;;;
9184;011350 Gerookte, gedr. of gez. vis…;2000;;;;;;;
9185;011350 Gerookte, gedr. of gez. vis…;2001 januari;;;;;;;
9186;011350 Gerookte, gedr. of gez. vis…;2001 februari;;;;;;;
9187;011350 Gerookte, gedr. of gez. vis…;2001 maart;;;;;;;
9188;011350 Gerookte, gedr. of gez. vis…;2001 april;;;;;;;
9189;011350 Gerookte, gedr. of gez. vis…;2001 mei;;;;;;;
9190;011350 Gerookte, gedr. of gez. vis…;2001 juni;;;;;;;
9191;011350 Gerookte, gedr. of gez. vis…;2001 juli;;;;;;;
9192;011350 Gerookte, gedr. of gez. vis…;2001 augustus;;;;;;;
9193;011350 Gerookte, gedr. of gez. vis…;2001 september;;;;;;;
9194;011350 Gerookte, gedr. of gez. vis…;2001 oktober;;;;;;;
9195;011350 Gerookte, gedr. of gez. vis…;2001 november;;;;;;;
9196;011350 Gerookte, gedr. of gez. vis…;2001 december;;;;;;;
9197;011350 Gerookte, gedr. of gez. vis…;2001;;;;;;;
9198;011350 Gerookte, gedr. of gez. vis…;2002 januari;;;;;;;
9199;011350 Gerookte, gedr. of gez. vis…;2002 februari;;;;;;;
9200;011350 Gerookte, gedr. of gez. vis…;2002 maart;;;;;;;
9201;011350 Gerookte, gedr. of gez. vis…;2002 april;;;;;;;
9202;011350 Gerookte, gedr. of gez. vis…;2002 mei;;;;;;;
9203;011350 Gerookte, gedr. of gez. vis…;2002 juni;;;;;;;
9204;011350 Gerookte, gedr. of gez. vis…;2002 juli;;;;;;;
9205;011350 Gerookte, gedr. of gez. vis…;2002 augustus;;;;;;;
9206;011350 Gerookte, gedr. of gez. vis…;2002 september;;;;;;;
9207;011350 Gerookte, gedr. of gez. vis…;2002 oktober;;;;;;;
9208;011350 Gerookte, gedr. of gez. vis…;2002 november;;;;;;;
9209;011350 Gerookte, gedr. of gez. vis…;2002 december;;;;;;;
9210;011350 Gerookte, gedr. of gez. vis…;2002;;;;;;;
9211;011350 Gerookte, gedr. of gez. vis…;2003 januari;;;;;;;
9212;011350 Gerookte, gedr. of gez. vis…;2003 februari;;;;;;;
9213;011350 Gerookte, gedr. of gez. vis…;2003 maart;;;;;;;
9214;011350 Gerookte, gedr. of gez. vis…;2003 april;;;;;;;
9215;011350 Gerookte, gedr. of gez. vis…;2003 mei;;;;;;;
9216;011350 Gerookte, gedr. of gez. vis…;2003 juni;;;;;;;
9217;011350 Gerookte, gedr. of gez. vis…;2003 juli;;;;;;;
9218;011350 Gerookte, gedr. of gez. vis…;2003 augustus;;;;;;;
9219;011350 Gerookte, gedr. of gez. vis…;2003 september;;;;;;;
9220;011350 Gerookte, gedr. of gez. vis…;2003 oktober;;;;;;;
9221;011350 Gerookte, gedr. of gez. vis…;2003 november;;;;;;;
9222;011350 Gerookte, gedr. of gez. vis…;2003 december;;;;;;;
9223;011350 Gerookte, gedr. of gez. vis…;2003;;;;;;;
9224;011350 Gerookte, gedr. of gez. vis…;2004 januari;;;;;;;
9225;011350 Gerookte, gedr. of gez. vis…;2004 februari;;;;;;;
9226;011350 Gerookte, gedr. of gez. vis…;2004 maart;;;;;;;
9227;011350 Gerookte, gedr. of gez. vis…;2004 april;;;;;;;
9228;011350 Gerookte, gedr. of gez. vis…;2004 mei;;;;;;;
9229;011350 Gerookte, gedr. of gez. vis…;2004 juni;;;;;;;
9230;011350 Gerookte, gedr. of gez. vis…;2004 juli;;;;;;;
9231;011350 Gerookte, gedr. of gez. vis…;2004 augustus;;;;;;;
9232;011350 Gerookte, gedr. of gez. vis…;2004 september;;;;;;;
9233;011350 Gerookte, gedr. of gez. vis…;2004 oktober;;;;;;;
9234;011350 Gerookte, gedr. of gez. vis…;2004 november;;;;;;;
9235;011350 Gerookte, gedr. of gez. vis…;2004 december;;;;;;;
9236;011350 Gerookte, gedr. of gez. vis…;2004;;;;;;;
9237;011350 Gerookte, gedr. of gez. vis…;2005 januari;;;;;;;
9238;011350 Gerookte, gedr. of gez. vis…;2005 februari;;;;;;;
9239;011350 Gerookte, gedr. of gez. vis…;2005 maart;;;;;;;
9240;011350 Gerookte, gedr. of gez. vis…;2005 april;;;;;;;
9241;011350 Gerookte, gedr. of gez. vis…;2005 mei;;;;;;;
9242;011350 Gerookte, gedr. of gez. vis…;2005 juni;;;;;;;
9243;011350 Gerookte, gedr. of gez. vis…;2005 juli;;;;;;;
9244;011350 Gerookte, gedr. of gez. vis…;2005 augustus;;;;;;;
9245;011350 Gerookte, gedr. of gez. vis…;2005 september;;;;;;;
9246;011350 Gerookte, gedr. of gez. vis…;2005 oktober;;;;;;;
9247;011350 Gerookte, gedr. of gez. vis…;2005 november;;;;;;;
9248;011350 Gerookte, gedr. of gez. vis…;2005 december;;;;;;;
9249;011350 Gerookte, gedr. of gez. vis…;2005;;;;;;;
9250;011350 Gerookte, gedr. of gez. vis…;2006 januari;;;;;;;
9251;011350 Gerookte, gedr. of gez. vis…;2006 februari;;;;;;;
9252;011350 Gerookte, gedr. of gez. vis…;2006 maart;;;;;;;
9253;011350 Gerookte, gedr. of gez. vis…;2006 april;;;;;;;
9254;011350 Gerookte, gedr. of gez. vis…;2006 mei;;;;;;;
9255;011350 Gerookte, gedr. of gez. vis…;2006 juni;;;;;;;
