ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
5130;Mannen;18  tot 65 jaar;1;Overijssel (PV);2010;1160;0.33;134;116;0.38
5131;Mannen;18  tot 65 jaar;1;Flevoland (PV);2004;130;0.11;11;83;0.09
5132;Mannen;18  tot 65 jaar;1;Flevoland (PV);2005;220;0.19;20;89;0.17
5133;Mannen;18  tot 65 jaar;1;Flevoland (PV);2006;225;0.19;21;91;0.17
5134;Mannen;18  tot 65 jaar;1;Flevoland (PV);2007;225;0.19;21;94;0.18
5135;Mannen;18  tot 65 jaar;1;Flevoland (PV);2008;230;0.19;22;97;0.18
5136;Mannen;18  tot 65 jaar;1;Flevoland (PV);2009;225;0.18;23;103;0.19
5137;Mannen;18  tot 65 jaar;1;Flevoland (PV);2010;240;0.19;24;102;0.2
5138;Mannen;18  tot 65 jaar;1;Gelderland (PV);2004;685;0.11;57;83;0.09
5139;Mannen;18  tot 65 jaar;1;Gelderland (PV);2005;1335;0.21;136;102;0.22
5140;Mannen;18  tot 65 jaar;1;Gelderland (PV);2006;1490;0.24;151;101;0.24
5141;Mannen;18  tot 65 jaar;1;Gelderland (PV);2007;1545;0.25;156;101;0.25
5142;Mannen;18  tot 65 jaar;1;Gelderland (PV);2008;1555;0.25;168;108;0.27
5143;Mannen;18  tot 65 jaar;1;Gelderland (PV);2009;1665;0.27;186;111;0.3
5144;Mannen;18  tot 65 jaar;1;Gelderland (PV);2010;1860;0.3;217;117;0.35
5145;Mannen;18  tot 65 jaar;1;Utrecht (PV);2004;360;0.1;25;69;0.07
5146;Mannen;18  tot 65 jaar;1;Utrecht (PV);2005;505;0.14;42;83;0.11
5147;Mannen;18  tot 65 jaar;1;Utrecht (PV);2006;680;0.18;60;88;0.16
5148;Mannen;18  tot 65 jaar;1;Utrecht (PV);2007;700;0.19;61;87;0.16
5149;Mannen;18  tot 65 jaar;1;Utrecht (PV);2008;760;0.2;66;87;0.17
5150;Mannen;18  tot 65 jaar;1;Utrecht (PV);2009;810;0.21;79;97;0.21
5151;Mannen;18  tot 65 jaar;1;Utrecht (PV);2010;895;0.23;88;98;0.23
5152;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2004;905;0.11;64;71;0.08
5153;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2005;1230;0.15;100;82;0.12
5154;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2006;1645;0.2;143;87;0.17
5155;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2007;1790;0.22;155;87;0.19
5156;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2008;1960;0.23;179;92;0.21
5157;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2009;2275;0.27;214;94;0.25
5158;Mannen;18  tot 65 jaar;1;Noord-Holland (PV);2010;2600;0.31;248;96;0.29
5159;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2004;1120;0.1;85;76;0.08
5160;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2005;2100;0.19;191;91;0.17
5161;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2006;2220;0.2;207;93;0.19
5162;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2007;2375;0.22;214;90;0.2
5163;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2008;2420;0.22;229;95;0.21
5164;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2009;2645;0.24;260;98;0.24
5165;Mannen;18  tot 65 jaar;1;Zuid-Holland (PV);2010;3075;0.28;315;103;0.28
5166;Mannen;18  tot 65 jaar;1;Zeeland (PV);2004;185;0.16;16;87;0.14
5167;Mannen;18  tot 65 jaar;1;Zeeland (PV);2005;285;0.24;29;103;0.25
5168;Mannen;18  tot 65 jaar;1;Zeeland (PV);2006;300;0.26;33;109;0.28
5169;Mannen;18  tot 65 jaar;1;Zeeland (PV);2007;320;0.27;34;106;0.29
5170;Mannen;18  tot 65 jaar;1;Zeeland (PV);2008;325;0.28;39;119;0.33
5171;Mannen;18  tot 65 jaar;1;Zeeland (PV);2009;355;0.3;42;119;0.36
5172;Mannen;18  tot 65 jaar;1;Zeeland (PV);2010;400;0.35;52;130;0.45
5173;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2004;1030;0.13;96;93;0.12
5174;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2005;1270;0.16;127;100;0.16
5175;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2006;1375;0.18;136;99;0.17
5176;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2007;1540;0.2;149;97;0.19
5177;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2008;1720;0.22;177;103;0.23
5178;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2009;1955;0.25;214;109;0.27
5179;Mannen;18  tot 65 jaar;1;Noord-Brabant (PV);2010;2185;0.28;242;111;0.31
5180;Mannen;18  tot 65 jaar;1;Limburg (PV);2004;485;0.13;46;94;0.12
5181;Mannen;18  tot 65 jaar;1;Limburg (PV);2005;705;0.19;72;102;0.2
5182;Mannen;18  tot 65 jaar;1;Limburg (PV);2006;810;0.22;84;103;0.23
5183;Mannen;18  tot 65 jaar;1;Limburg (PV);2007;730;0.2;85;116;0.24
5184;Mannen;18  tot 65 jaar;1;Limburg (PV);2008;805;0.22;96;120;0.27
5185;Mannen;18  tot 65 jaar;1;Limburg (PV);2009;865;0.24;105;122;0.29
5186;Mannen;18  tot 65 jaar;1;Limburg (PV);2010;990;0.28;119;120;0.33
5187;Mannen;18  tot 65 jaar;2;Nederland;2004;3355;0.06;242;72;0.05
5188;Mannen;18  tot 65 jaar;2;Nederland;2005;2005;0.04;136;68;0.03
5189;Mannen;18  tot 65 jaar;2;Nederland;2006;2185;0.04;118;54;0.02
5190;Mannen;18  tot 65 jaar;2;Nederland;2007;3030;0.06;177;58;0.03
5191;Mannen;18  tot 65 jaar;2;Nederland;2008;4480;0.09;237;53;0.05
5192;Mannen;18  tot 65 jaar;2;Nederland;2009;4875;0.09;266;55;0.05
5193;Mannen;18  tot 65 jaar;2;Nederland;2010;5670;0.11;316;56;0.06
5194;Mannen;18  tot 65 jaar;2;Groningen (PV);2004;65;0.03;3;44;0.01
5195;Mannen;18  tot 65 jaar;2;Groningen (PV);2005;110;0.06;3;27;0.02
5196;Mannen;18  tot 65 jaar;2;Groningen (PV);2006;145;0.08;3;21;0.02
5197;Mannen;18  tot 65 jaar;2;Groningen (PV);2007;165;0.09;4;25;0.02
5198;Mannen;18  tot 65 jaar;2;Groningen (PV);2008;300;0.16;9;30;0.05
5199;Mannen;18  tot 65 jaar;2;Groningen (PV);2009;220;0.12;10;43;0.05
5200;Mannen;18  tot 65 jaar;2;Groningen (PV);2010;255;0.13;11;42;0.06
5201;Mannen;18  tot 65 jaar;2;Friesland (PV);2004;135;0.07;10;72;0.05
5202;Mannen;18  tot 65 jaar;2;Friesland (PV);2005;115;0.06;6;56;0.03
5203;Mannen;18  tot 65 jaar;2;Friesland (PV);2006;110;0.05;5;49;0.03
5204;Mannen;18  tot 65 jaar;2;Friesland (PV);2007;180;0.09;10;56;0.05
5205;Mannen;18  tot 65 jaar;2;Friesland (PV);2008;250;0.12;14;56;0.07
5206;Mannen;18  tot 65 jaar;2;Friesland (PV);2009;275;0.13;12;45;0.06
5207;Mannen;18  tot 65 jaar;2;Friesland (PV);2010;255;0.13;13;52;0.07
5208;Mannen;18  tot 65 jaar;2;Drenthe (PV);2004;90;0.06;34;370;0.22
5209;Mannen;18  tot 65 jaar;2;Drenthe (PV);2005;70;0.05;44;627;0.29
5210;Mannen;18  tot 65 jaar;2;Drenthe (PV);2006;130;0.09;25;189;0.17
5211;Mannen;18  tot 65 jaar;2;Drenthe (PV);2007;145;0.1;28;193;0.19
5212;Mannen;18  tot 65 jaar;2;Drenthe (PV);2008;210;0.14;28;133;0.19
5213;Mannen;18  tot 65 jaar;2;Drenthe (PV);2009;235;0.16;18;78;0.12
5214;Mannen;18  tot 65 jaar;2;Drenthe (PV);2010;235;0.16;15;66;0.1
5215;Mannen;18  tot 65 jaar;2;Overijssel (PV);2004;300;0.09;19;63;0.05
5216;Mannen;18  tot 65 jaar;2;Overijssel (PV);2005;165;0.05;7;44;0.02
5217;Mannen;18  tot 65 jaar;2;Overijssel (PV);2006;205;0.06;8;39;0.02
5218;Mannen;18  tot 65 jaar;2;Overijssel (PV);2007;265;0.07;18;67;0.05
5219;Mannen;18  tot 65 jaar;2;Overijssel (PV);2008;460;0.13;24;53;0.07
5220;Mannen;18  tot 65 jaar;2;Overijssel (PV);2009;450;0.13;24;54;0.07
5221;Mannen;18  tot 65 jaar;2;Overijssel (PV);2010;585;0.16;33;57;0.09
5222;Mannen;18  tot 65 jaar;2;Flevoland (PV);2004;85;0.07;3;40;0.03
5223;Mannen;18  tot 65 jaar;2;Flevoland (PV);2005;50;0.04;0;4;0.0
5224;Mannen;18  tot 65 jaar;2;Flevoland (PV);2006;55;0.05;1;11;0.01
5225;Mannen;18  tot 65 jaar;2;Flevoland (PV);2007;55;0.05;1;25;0.01
5226;Mannen;18  tot 65 jaar;2;Flevoland (PV);2008;85;0.07;2;19;0.01
5227;Mannen;18  tot 65 jaar;2;Flevoland (PV);2009;100;0.08;3;26;0.02
5228;Mannen;18  tot 65 jaar;2;Flevoland (PV);2010;110;0.09;3;28;0.02
5229;Mannen;18  tot 65 jaar;2;Gelderland (PV);2004;450;0.07;32;72;0.05
5230;Mannen;18  tot 65 jaar;2;Gelderland (PV);2005;240;0.04;8;34;0.01
5231;Mannen;18  tot 65 jaar;2;Gelderland (PV);2006;250;0.04;10;40;0.02
5232;Mannen;18  tot 65 jaar;2;Gelderland (PV);2007;355;0.06;15;42;0.02
5233;Mannen;18  tot 65 jaar;2;Gelderland (PV);2008;520;0.08;26;49;0.04
5234;Mannen;18  tot 65 jaar;2;Gelderland (PV);2009;620;0.1;35;56;0.06
5235;Mannen;18  tot 65 jaar;2;Gelderland (PV);2010;720;0.12;40;56;0.06
5236;Mannen;18  tot 65 jaar;2;Utrecht (PV);2004;195;0.05;11;54;0.03
5237;Mannen;18  tot 65 jaar;2;Utrecht (PV);2005;105;0.03;6;54;0.02
5238;Mannen;18  tot 65 jaar;2;Utrecht (PV);2006;145;0.04;6;40;0.02
5239;Mannen;18  tot 65 jaar;2;Utrecht (PV);2007;205;0.05;8;38;0.02
5240;Mannen;18  tot 65 jaar;2;Utrecht (PV);2008;280;0.07;12;42;0.03
5241;Mannen;18  tot 65 jaar;2;Utrecht (PV);2009;295;0.08;17;56;0.04
5242;Mannen;18  tot 65 jaar;2;Utrecht (PV);2010;340;0.09;20;58;0.05
5243;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2004;480;0.06;23;48;0.03
5244;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2005;310;0.04;13;42;0.02
5245;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2006;255;0.03;13;50;0.02
5246;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2007;370;0.04;28;75;0.03
5247;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2008;495;0.06;26;53;0.03
5248;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2009;615;0.07;35;57;0.04
5249;Mannen;18  tot 65 jaar;2;Noord-Holland (PV);2010;720;0.08;50;70;0.06
5250;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2004;785;0.07;54;69;0.05
5251;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2005;380;0.03;26;68;0.02
5252;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2006;335;0.03;19;57;0.02
5253;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2007;490;0.05;26;52;0.02
5254;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2008;710;0.06;43;61;0.04
5255;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2009;810;0.07;50;61;0.04
5256;Mannen;18  tot 65 jaar;2;Zuid-Holland (PV);2010;925;0.08;54;58;0.05
5257;Mannen;18  tot 65 jaar;2;Zeeland (PV);2004;100;0.09;6;59;0.05
5258;Mannen;18  tot 65 jaar;2;Zeeland (PV);2005;20;0.02;1;24;0.0
5259;Mannen;18  tot 65 jaar;2;Zeeland (PV);2006;45;0.04;2;37;0.01
5260;Mannen;18  tot 65 jaar;2;Zeeland (PV);2007;70;0.06;3;46;0.03
5261;Mannen;18  tot 65 jaar;2;Zeeland (PV);2008;110;0.1;4;36;0.03
5262;Mannen;18  tot 65 jaar;2;Zeeland (PV);2009;115;0.1;6;48;0.05
5263;Mannen;18  tot 65 jaar;2;Zeeland (PV);2010;150;0.13;7;49;0.06
5264;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2004;445;0.06;30;68;0.04
5265;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2005;275;0.04;10;37;0.01
5266;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2006;310;0.04;13;43;0.02
5267;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2007;435;0.06;18;42;0.02
5268;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2008;660;0.08;27;41;0.03
5269;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2009;710;0.09;34;48;0.04
5270;Mannen;18  tot 65 jaar;2;Noord-Brabant (PV);2010;920;0.12;41;45;0.05
5271;Mannen;18  tot 65 jaar;2;Limburg (PV);2004;225;0.06;17;78;0.05
5272;Mannen;18  tot 65 jaar;2;Limburg (PV);2005;165;0.05;12;73;0.03
5273;Mannen;18  tot 65 jaar;2;Limburg (PV);2006;205;0.06;13;64;0.04
5274;Mannen;18  tot 65 jaar;2;Limburg (PV);2007;285;0.08;17;60;0.05
5275;Mannen;18  tot 65 jaar;2;Limburg (PV);2008;395;0.11;22;56;0.06
5276;Mannen;18  tot 65 jaar;2;Limburg (PV);2009;425;0.12;23;54;0.06
5277;Mannen;18  tot 65 jaar;2;Limburg (PV);2010;460;0.13;27;59;0.08
5278;Mannen;18  tot 65 jaar;3;Nederland;2004;12150;0.23;251;21;0.05
5279;Mannen;18  tot 65 jaar;3;Nederland;2005;11360;0.22;178;16;0.03
5280;Mannen;18  tot 65 jaar;3;Nederland;2006;11545;0.22;181;16;0.03
5281;Mannen;18  tot 65 jaar;3;Nederland;2007;11125;0.21;191;17;0.04
5282;Mannen;18  tot 65 jaar;3;Nederland;2008;10880;0.21;197;18;0.04
5283;Mannen;18  tot 65 jaar;3;Nederland;2009;8790;0.17;157;18;0.03
5284;Mannen;18  tot 65 jaar;3;Nederland;2010;7410;0.14;124;17;0.02
5285;Mannen;18  tot 65 jaar;3;Groningen (PV);2004;665;0.35;12;18;0.06
5286;Mannen;18  tot 65 jaar;3;Groningen (PV);2005;575;0.3;6;11;0.03
5287;Mannen;18  tot 65 jaar;3;Groningen (PV);2006;490;0.26;6;13;0.03
5288;Mannen;18  tot 65 jaar;3;Groningen (PV);2007;495;0.26;6;13;0.03
5289;Mannen;18  tot 65 jaar;3;Groningen (PV);2008;430;0.23;9;21;0.05
5290;Mannen;18  tot 65 jaar;3;Groningen (PV);2009;455;0.24;11;24;0.06
5291;Mannen;18  tot 65 jaar;3;Groningen (PV);2010;385;0.2;9;23;0.05
5292;Mannen;18  tot 65 jaar;3;Friesland (PV);2004;480;0.23;11;24;0.06
5293;Mannen;18  tot 65 jaar;3;Friesland (PV);2005;460;0.22;7;16;0.04
5294;Mannen;18  tot 65 jaar;3;Friesland (PV);2006;620;0.3;16;26;0.08
5295;Mannen;18  tot 65 jaar;3;Friesland (PV);2007;580;0.29;13;22;0.06
5296;Mannen;18  tot 65 jaar;3;Friesland (PV);2008;495;0.25;11;21;0.05
5297;Mannen;18  tot 65 jaar;3;Friesland (PV);2009;405;0.2;9;22;0.04
5298;Mannen;18  tot 65 jaar;3;Friesland (PV);2010;335;0.17;7;21;0.03
5299;Mannen;18  tot 65 jaar;3;Drenthe (PV);2004;520;0.34;11;21;0.07
5300;Mannen;18  tot 65 jaar;3;Drenthe (PV);2005;445;0.29;5;11;0.03
5301;Mannen;18  tot 65 jaar;3;Drenthe (PV);2006;365;0.24;4;12;0.03
5302;Mannen;18  tot 65 jaar;3;Drenthe (PV);2007;325;0.22;7;22;0.05
5303;Mannen;18  tot 65 jaar;3;Drenthe (PV);2008;350;0.23;9;25;0.06
5304;Mannen;18  tot 65 jaar;3;Drenthe (PV);2009;345;0.23;6;19;0.04
5305;Mannen;18  tot 65 jaar;3;Drenthe (PV);2010;345;0.23;6;19;0.04
5306;Mannen;18  tot 65 jaar;3;Overijssel (PV);2004;955;0.27;15;16;0.04
5307;Mannen;18  tot 65 jaar;3;Overijssel (PV);2005;945;0.27;15;16;0.04
5308;Mannen;18  tot 65 jaar;3;Overijssel (PV);2006;865;0.24;13;14;0.04
5309;Mannen;18  tot 65 jaar;3;Overijssel (PV);2007;780;0.22;12;15;0.03
5310;Mannen;18  tot 65 jaar;3;Overijssel (PV);2008;805;0.23;13;16;0.04
5311;Mannen;18  tot 65 jaar;3;Overijssel (PV);2009;650;0.18;12;18;0.03
5312;Mannen;18  tot 65 jaar;3;Overijssel (PV);2010;545;0.15;8;15;0.02
5313;Mannen;18  tot 65 jaar;3;Flevoland (PV);2004;270;0.24;6;24;0.06
5314;Mannen;18  tot 65 jaar;3;Flevoland (PV);2005;195;0.17;2;11;0.02
5315;Mannen;18  tot 65 jaar;3;Flevoland (PV);2006;205;0.17;2;7;0.01
5316;Mannen;18  tot 65 jaar;3;Flevoland (PV);2007;230;0.19;2;11;0.02
5317;Mannen;18  tot 65 jaar;3;Flevoland (PV);2008;225;0.18;3;15;0.03
5318;Mannen;18  tot 65 jaar;3;Flevoland (PV);2009;235;0.19;2;9;0.02
5319;Mannen;18  tot 65 jaar;3;Flevoland (PV);2010;235;0.19;2;9;0.02
5320;Mannen;18  tot 65 jaar;3;Gelderland (PV);2004;1510;0.24;36;24;0.06
5321;Mannen;18  tot 65 jaar;3;Gelderland (PV);2005;1260;0.2;22;17;0.04
5322;Mannen;18  tot 65 jaar;3;Gelderland (PV);2006;1320;0.21;25;19;0.04
5323;Mannen;18  tot 65 jaar;3;Gelderland (PV);2007;1395;0.22;28;20;0.04
5324;Mannen;18  tot 65 jaar;3;Gelderland (PV);2008;1305;0.21;25;19;0.04
5325;Mannen;18  tot 65 jaar;3;Gelderland (PV);2009;1065;0.17;22;20;0.03
5326;Mannen;18  tot 65 jaar;3;Gelderland (PV);2010;830;0.13;15;18;0.02
5327;Mannen;18  tot 65 jaar;3;Utrecht (PV);2004;540;0.15;12;21;0.03
5328;Mannen;18  tot 65 jaar;3;Utrecht (PV);2005;575;0.15;11;19;0.03
5329;Mannen;18  tot 65 jaar;3;Utrecht (PV);2006;590;0.16;9;15;0.02
5330;Mannen;18  tot 65 jaar;3;Utrecht (PV);2007;545;0.14;10;18;0.03
5331;Mannen;18  tot 65 jaar;3;Utrecht (PV);2008;560;0.15;10;18;0.03
5332;Mannen;18  tot 65 jaar;3;Utrecht (PV);2009;515;0.13;9;17;0.02
5333;Mannen;18  tot 65 jaar;3;Utrecht (PV);2010;490;0.13;8;17;0.02
5334;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2004;1600;0.19;37;23;0.04
5335;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2005;1615;0.19;28;17;0.03
5336;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2006;1650;0.2;26;16;0.03
5337;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2007;1535;0.19;25;16;0.03
5338;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2008;1555;0.19;31;20;0.04
5339;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2009;1245;0.15;23;18;0.03
5340;Mannen;18  tot 65 jaar;3;Noord-Holland (PV);2010;1145;0.14;19;17;0.02
5341;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2004;1895;0.17;38;20;0.03
5342;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2005;1865;0.17;36;19;0.03
5343;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2006;1910;0.17;33;17;0.03
5344;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2007;1750;0.16;33;19;0.03
5345;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2008;1610;0.15;32;20;0.03
5346;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2009;1140;0.1;24;21;0.02
5347;Mannen;18  tot 65 jaar;3;Zuid-Holland (PV);2010;920;0.08;17;18;0.02
5348;Mannen;18  tot 65 jaar;3;Zeeland (PV);2004;430;0.36;5;11;0.04
5349;Mannen;18  tot 65 jaar;3;Zeeland (PV);2005;445;0.38;5;12;0.05
5350;Mannen;18  tot 65 jaar;3;Zeeland (PV);2006;490;0.42;5;11;0.05
5351;Mannen;18  tot 65 jaar;3;Zeeland (PV);2007;525;0.45;7;13;0.06
5352;Mannen;18  tot 65 jaar;3;Zeeland (PV);2008;510;0.44;6;12;0.05
5353;Mannen;18  tot 65 jaar;3;Zeeland (PV);2009;395;0.34;5;12;0.04
5354;Mannen;18  tot 65 jaar;3;Zeeland (PV);2010;305;0.26;4;12;0.03
5355;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2004;1825;0.23;35;19;0.04
5356;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2005;1740;0.22;23;13;0.03
5357;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2006;1650;0.21;21;13;0.03
5358;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2007;1650;0.21;25;15;0.03
5359;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2008;1690;0.22;27;16;0.03
5360;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2009;1235;0.16;21;17;0.03
5361;Mannen;18  tot 65 jaar;3;Noord-Brabant (PV);2010;955;0.12;14;15;0.02
5362;Mannen;18  tot 65 jaar;3;Limburg (PV);2004;1455;0.4;33;23;0.09
5363;Mannen;18  tot 65 jaar;3;Limburg (PV);2005;1240;0.34;16;13;0.04
5364;Mannen;18  tot 65 jaar;3;Limburg (PV);2006;1385;0.38;21;15;0.06
5365;Mannen;18  tot 65 jaar;3;Limburg (PV);2007;1310;0.37;22;17;0.06
5366;Mannen;18  tot 65 jaar;3;Limburg (PV);2008;1345;0.37;22;16;0.06
5367;Mannen;18  tot 65 jaar;3;Limburg (PV);2009;1100;0.31;15;13;0.04
5368;Mannen;18  tot 65 jaar;3;Limburg (PV);2010;910;0.26;14;16;0.04
5369;Mannen;18  tot 65 jaar;4;Nederland;2004;5545;0.11;760;137;0.15
5370;Mannen;18  tot 65 jaar;4;Nederland;2005;2955;0.06;436;148;0.08
5371;Mannen;18  tot 65 jaar;4;Nederland;2006;2065;0.04;350;170;0.07
5372;Mannen;18  tot 65 jaar;4;Nederland;2007;1605;0.03;324;201;0.06
5373;Mannen;18  tot 65 jaar;4;Nederland;2008;2060;0.04;429;208;0.08
5374;Mannen;18  tot 65 jaar;4;Nederland;2009;2520;0.05;561;223;0.11
5375;Mannen;18  tot 65 jaar;4;Nederland;2010;3100;0.06;710;229;0.14
5376;Mannen;18  tot 65 jaar;4;Groningen (PV);2004;195;0.1;24;121;0.13
5377;Mannen;18  tot 65 jaar;4;Groningen (PV);2005;55;0.03;9;179;0.05
5378;Mannen;18  tot 65 jaar;4;Groningen (PV);2006;70;0.04;11;164;0.06
5379;Mannen;18  tot 65 jaar;4;Groningen (PV);2007;60;0.03;11;184;0.06
5380;Mannen;18  tot 65 jaar;4;Groningen (PV);2008;110;0.06;21;190;0.11
5381;Mannen;18  tot 65 jaar;4;Groningen (PV);2009;105;0.06;22;211;0.12
5382;Mannen;18  tot 65 jaar;4;Groningen (PV);2010;155;0.08;32;205;0.17
5383;Mannen;18  tot 65 jaar;4;Friesland (PV);2004;250;0.12;39;159;0.19
5384;Mannen;18  tot 65 jaar;4;Friesland (PV);2005;180;0.09;24;130;0.12
5385;Mannen;18  tot 65 jaar;4;Friesland (PV);2006;110;0.06;21;191;0.11
5386;Mannen;18  tot 65 jaar;4;Friesland (PV);2007;95;0.05;23;233;0.11
5387;Mannen;18  tot 65 jaar;4;Friesland (PV);2008;145;0.07;34;240;0.17
5388;Mannen;18  tot 65 jaar;4;Friesland (PV);2009;165;0.08;40;247;0.2
5389;Mannen;18  tot 65 jaar;4;Friesland (PV);2010;180;0.09;40;226;0.2
5390;Mannen;18  tot 65 jaar;4;Drenthe (PV);2004;115;0.08;19;164;0.13
5391;Mannen;18  tot 65 jaar;4;Drenthe (PV);2005;25;0.02;2;92;0.01
5392;Mannen;18  tot 65 jaar;4;Drenthe (PV);2006;40;0.03;6;140;0.04
5393;Mannen;18  tot 65 jaar;4;Drenthe (PV);2007;55;0.04;12;217;0.08
5394;Mannen;18  tot 65 jaar;4;Drenthe (PV);2008;80;0.05;18;222;0.12
5395;Mannen;18  tot 65 jaar;4;Drenthe (PV);2009;75;0.05;18;246;0.12
5396;Mannen;18  tot 65 jaar;4;Drenthe (PV);2010;90;0.06;25;273;0.17
5397;Mannen;18  tot 65 jaar;4;Overijssel (PV);2004;415;0.12;61;147;0.17
5398;Mannen;18  tot 65 jaar;4;Overijssel (PV);2005;195;0.06;29;150;0.08
5399;Mannen;18  tot 65 jaar;4;Overijssel (PV);2006;145;0.04;22;154;0.06
5400;Mannen;18  tot 65 jaar;4;Overijssel (PV);2007;130;0.04;25;192;0.07
5401;Mannen;18  tot 65 jaar;4;Overijssel (PV);2008;180;0.05;39;218;0.11
5402;Mannen;18  tot 65 jaar;4;Overijssel (PV);2009;235;0.07;54;233;0.15
5403;Mannen;18  tot 65 jaar;4;Overijssel (PV);2010;285;0.08;61;214;0.17
5404;Mannen;18  tot 65 jaar;4;Flevoland (PV);2004;95;0.08;10;109;0.09
5405;Mannen;18  tot 65 jaar;4;Flevoland (PV);2005;25;0.02;3;144;0.03
5406;Mannen;18  tot 65 jaar;4;Flevoland (PV);2006;30;0.03;3;103;0.03
5407;Mannen;18  tot 65 jaar;4;Flevoland (PV);2007;15;0.01;2;126;0.02
5408;Mannen;18  tot 65 jaar;4;Flevoland (PV);2008;30;0.03;6;191;0.05
5409;Mannen;18  tot 65 jaar;4;Flevoland (PV);2009;35;0.03;7;197;0.06
5410;Mannen;18  tot 65 jaar;4;Flevoland (PV);2010;35;0.03;6;175;0.05
5411;Mannen;18  tot 65 jaar;4;Gelderland (PV);2004;730;0.12;98;134;0.16
5412;Mannen;18  tot 65 jaar;4;Gelderland (PV);2005;235;0.04;34;147;0.06
5413;Mannen;18  tot 65 jaar;4;Gelderland (PV);2006;225;0.04;36;159;0.06
5414;Mannen;18  tot 65 jaar;4;Gelderland (PV);2007;200;0.03;35;175;0.06
5415;Mannen;18  tot 65 jaar;4;Gelderland (PV);2008;250;0.04;47;191;0.08
5416;Mannen;18  tot 65 jaar;4;Gelderland (PV);2009;295;0.05;65;220;0.1
5417;Mannen;18  tot 65 jaar;4;Gelderland (PV);2010;370;0.06;86;231;0.14
5418;Mannen;18  tot 65 jaar;4;Utrecht (PV);2004;305;0.08;45;146;0.12
5419;Mannen;18  tot 65 jaar;4;Utrecht (PV);2005;200;0.05;26;131;0.07
5420;Mannen;18  tot 65 jaar;4;Utrecht (PV);2006;135;0.04;19;141;0.05
5421;Mannen;18  tot 65 jaar;4;Utrecht (PV);2007;100;0.03;15;145;0.04
5422;Mannen;18  tot 65 jaar;4;Utrecht (PV);2008;110;0.03;21;191;0.05
