ID;EconomischeActiviteitEnOverigePosten;Perioden;OutputBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;OutputBasisprijzen_4;IntermediairVerbruik_5;BrutoToegevoegdeWaardeBasisprijzen_6;OutputBasisprijzen_7;IntermediairVerbruik_8;BrutoToegevoegdeWaardeBasisprijzen_9;OutputBasisprijzen_10;IntermediairVerbruik_11;BrutoToegevoegdeWaardeBasisprijzen_12;Totaal_13;Lonen_14;SocialePremiesTLVWerkgevers_15;Bruto_16;VerbruikVanVasteActiva_17;Netto_18;Saldo_19;NietProductgebondenBelastingen_20;NietProductgebondenSubsidies_21;BrutoToegevoegdeWaardeBasisprijzen_22
1447;26-27 Elektrische en elektron. industrie;1976;;;;;;;;;;;;;;;;;;;;;;
1448;26-27 Elektrische en elektron. industrie;1977;;;;;;;;;;;;;;;;;;;;;;
1449;26-27 Elektrische en elektron. industrie;1978;;;;;;;;;;;;;;;;;;;;;;
1450;26-27 Elektrische en elektron. industrie;1979;;;;;;;;;;;;;;;;;;;;;;
1451;26-27 Elektrische en elektron. industrie;1980;;;;;;;;;;;;;;;;;;;;;;
1452;26-27 Elektrische en elektron. industrie;1981;;;;;;;;;;;;;;;;;;;;;;
1453;26-27 Elektrische en elektron. industrie;1982;;;;;;;;;;;;;;;;;;;;;;
1454;26-27 Elektrische en elektron. industrie;1983;;;;;;;;;;;;;;;;;;;;;;
1455;26-27 Elektrische en elektron. industrie;1984;;;;;;;;;;;;;;;;;;;;;;
1456;26-27 Elektrische en elektron. industrie;1985;;;;;;;;;;;;;;;;;;;;;;
1457;26-27 Elektrische en elektron. industrie;1986;;;;;;;;;;;;;;;;;;;;;;
1458;26-27 Elektrische en elektron. industrie;1987;;;;;;;;;;;;;;;;;;;;;;
1459;26-27 Elektrische en elektron. industrie;1988;;;;;;;;;;;;;;;;;;;;;;
1460;26-27 Elektrische en elektron. industrie;1989;;;;;;;;;;;;;;;;;;;;;;
1461;26-27 Elektrische en elektron. industrie;1990;;;;;;;;;;;;;;;;;;;;;;
1462;26-27 Elektrische en elektron. industrie;1991;;;;;;;;;;;;;;;;;;;;;;
1463;26-27 Elektrische en elektron. industrie;1992;;;;;;;;;;;;;;;;;;;;;;
1464;26-27 Elektrische en elektron. industrie;1993;;;;;;;;;;;;;;;;;;;;;;
1465;26-27 Elektrische en elektron. industrie;1994;;;;;;;;;;;;;;;;;;;;;;
1466;26-27 Elektrische en elektron. industrie;1995;12989.0;7022.0;5967.0;13371.0;8734.0;4038.0;;;;97.1;80.4;147.8;2322.0;2072.0;250.0;3656.0;1243.0;2413.0;-11.0;8.0;19.0;5967.0
1467;26-27 Elektrische en elektron. industrie;1996;14143.0;8000.0;6143.0;14576.0;9779.0;4262.0;9.0;12.0;5.5;97.0;81.8;144.1;2399.0;2132.0;267.0;3762.0;1291.0;2471.0;-18.0;10.0;28.0;6143.0
1468;26-27 Elektrische en elektron. industrie;1997;17458.0;11025.0;6433.0;17795.0;13195.0;4489.0;22.1;34.9;5.3;98.1;83.6;143.3;2458.0;2226.0;232.0;3992.0;1351.0;2641.0;-17.0;12.0;29.0;6433.0
1469;26-27 Elektrische en elektron. industrie;1998;19622.0;12644.0;6978.0;20043.0;14882.0;5045.0;12.6;12.8;12.4;97.9;85.0;138.3;2438.0;2088.0;350.0;4567.0;1424.0;3143.0;-27.0;12.0;39.0;6978.0
1470;26-27 Elektrische en elektron. industrie;1999;22466.0;14856.0;7610.0;23072.0;17195.0;5768.0;15.1;15.5;14.3;97.4;86.4;131.9;2520.0;2151.0;369.0;5106.0;1498.0;3608.0;-16.0;19.0;35.0;7610.0
1471;26-27 Elektrische en elektron. industrie;2000;25537.0;17169.0;8368.0;25823.0;19054.0;6581.0;11.9;10.8;14.1;98.9;90.1;127.2;2647.0;2263.0;384.0;5738.0;1608.0;4130.0;-17.0;19.0;36.0;8368.0
1472;26-27 Elektrische en elektron. industrie;2001;25585.0;17891.0;7694.0;25580.0;19232.0;6266.0;-0.9;0.9;-4.8;100.0;93.0;122.8;2698.0;2361.0;337.0;5017.0;1725.0;3292.0;-21.0;20.0;41.0;7694.0
1473;26-27 Elektrische en elektron. industrie;2002;24013.0;17823.0;6190.0;24245.0;18802.0;5504.0;-5.2;-2.2;-12.2;99.0;94.8;112.5;2861.0;2395.0;466.0;3357.0;1819.0;1538.0;-28.0;20.0;48.0;6190.0
1474;26-27 Elektrische en elektron. industrie;2003;24612.0;18893.0;5719.0;25043.0;19532.0;5591.0;3.3;3.9;1.6;98.3;96.7;102.3;2748.0;2272.0;476.0;2991.0;1854.0;1137.0;-20.0;22.0;42.0;5719.0
1475;26-27 Elektrische en elektron. industrie;2004;26415.0;20568.0;5847.0;26843.0;21051.0;5885.0;7.2;7.8;5.2;98.4;97.7;99.4;2750.0;2270.0;480.0;3123.0;1868.0;1255.0;-26.0;21.0;47.0;5847.0
1476;26-27 Elektrische en elektron. industrie;2005;28435.0;21493.0;6942.0;28762.0;21893.0;6958.0;7.1;4.0;18.2;98.9;98.2;99.8;2662.0;2218.0;444.0;4304.0;1884.0;2420.0;-24.0;21.0;45.0;6942.0
1477;26-27 Elektrische en elektron. industrie;2006;29584.0;22040.0;7544.0;29803.0;22416.0;7474.0;3.6;2.4;7.4;99.3;98.3;100.9;2723.0;2266.0;457.0;4849.0;1923.0;2926.0;-28.0;20.0;48.0;7544.0
1478;26-27 Elektrische en elektron. industrie;2007;29734.0;21724.0;8010.0;29681.0;21918.0;7839.0;-0.4;-2.2;4.9;100.2;99.1;102.2;2809.0;2329.0;480.0;5234.0;1957.0;3277.0;-33.0;20.0;53.0;8010.0
1479;26-27 Elektrische en elektron. industrie;2008;30442.0;23005.0;7437.0;30969.0;23019.0;8034.0;4.3;5.0;2.5;98.3;99.9;92.6;2982.0;2461.0;521.0;4497.0;2002.0;2495.0;-42.0;22.0;64.0;7437.0
1480;26-27 Elektrische en elektron. industrie;2009;29249.0;22767.0;6482.0;29610.0;22882.0;6739.0;-4.4;-0.6;-16.1;98.8;99.5;96.2;2822.0;2351.0;471.0;3736.0;2019.0;1717.0;-76.0;23.0;99.0;6482.0
1481;26-27 Elektrische en elektron. industrie;2010;29803.0;23349.0;6454.0;29803.0;23349.0;6454.0;0.7;2.0;-4.2;100.0;100.0;100.0;2827.0;2351.0;476.0;3696.0;1986.0;1710.0;-69.0;20.0;89.0;6454.0
1482;26-27 Elektrische en elektron. industrie;2011;33390.0;27024.0;6366.0;33673.0;26655.0;7018.0;13.0;14.2;8.7;99.2;101.4;90.7;2954.0;2456.0;498.0;3477.0;1934.0;1543.0;-65.0;22.0;87.0;6366.0
1483;26-27 Elektrische en elektron. industrie;2012;33437.0;27336.0;6101.0;33812.0;26707.0;7112.0;0.4;0.2;1.3;98.9;102.4;85.8;3007.0;2467.0;540.0;3143.0;1887.0;1256.0;-49.0;16.0;65.0;6101.0
1484;26-27 Elektrische en elektron. industrie;2013;33662.0;27661.0;6001.0;34321.0;26921.0;7443.0;1.5;0.8;4.7;98.1;102.7;80.6;3080.0;2561.0;519.0;2964.0;1851.0;1113.0;-43.0;21.0;64.0;6001.0
1485;26-27 Elektrische en elektron. industrie;2014;34386.0;28471.0;5915.0;35360.0;27663.0;7761.0;3.0;2.8;4.3;97.2;102.9;76.2;3656.0;2636.0;1020.0;2293.0;1841.0;452.0;-34.0;32.0;66.0;5915.0
1486;26-27 Elektrische en elektron. industrie;2015;41105.0;34589.0;6516.0;37710.0;30156.0;7394.0;6.6;9.0;-4.7;109.0;114.7;88.1;3304.0;2640.0;664.0;3267.0;1850.0;1417.0;-55.0;14.0;69.0;6516.0
1487;26-27 Elektrische en elektron. industrie;2016;40979.0;34693.0;6286.0;38185.0;30176.0;7955.0;1.3;0.1;7.6;107.3;115.0;79.0;3402.0;2707.0;695.0;2998.0;;;-114.0;15.0;129.0;6286.0
1488;26 Elektrotechnische industrie;1969;;;;;;;;;;;;;;;;;;;;;;
1489;26 Elektrotechnische industrie;1970;;;;;;;;;;;;;;;;;;;;;;
1490;26 Elektrotechnische industrie;1971;;;;;;;;;;;;;;;;;;;;;;
1491;26 Elektrotechnische industrie;1972;;;;;;;;;;;;;;;;;;;;;;
1492;26 Elektrotechnische industrie;1973;;;;;;;;;;;;;;;;;;;;;;
1493;26 Elektrotechnische industrie;1974;;;;;;;;;;;;;;;;;;;;;;
1494;26 Elektrotechnische industrie;1975;;;;;;;;;;;;;;;;;;;;;;
1495;26 Elektrotechnische industrie;1976;;;;;;;;;;;;;;;;;;;;;;
1496;26 Elektrotechnische industrie;1977;;;;;;;;;;;;;;;;;;;;;;
1497;26 Elektrotechnische industrie;1978;;;;;;;;;;;;;;;;;;;;;;
1498;26 Elektrotechnische industrie;1979;;;;;;;;;;;;;;;;;;;;;;
1499;26 Elektrotechnische industrie;1980;;;;;;;;;;;;;;;;;;;;;;
1500;26 Elektrotechnische industrie;1981;;;;;;;;;;;;;;;;;;;;;;
1501;26 Elektrotechnische industrie;1982;;;;;;;;;;;;;;;;;;;;;;
1502;26 Elektrotechnische industrie;1983;;;;;;;;;;;;;;;;;;;;;;
1503;26 Elektrotechnische industrie;1984;;;;;;;;;;;;;;;;;;;;;;
1504;26 Elektrotechnische industrie;1985;;;;;;;;;;;;;;;;;;;;;;
1505;26 Elektrotechnische industrie;1986;;;;;;;;;;;;;;;;;;;;;;
1506;26 Elektrotechnische industrie;1987;;;;;;;;;;;;;;;;;;;;;;
1507;26 Elektrotechnische industrie;1988;;;;;;;;;;;;;;;;;;;;;;
1508;26 Elektrotechnische industrie;1989;;;;;;;;;;;;;;;;;;;;;;
1509;26 Elektrotechnische industrie;1990;;;;;;;;;;;;;;;;;;;;;;
1510;26 Elektrotechnische industrie;1991;;;;;;;;;;;;;;;;;;;;;;
1511;26 Elektrotechnische industrie;1992;;;;;;;;;;;;;;;;;;;;;;
1512;26 Elektrotechnische industrie;1993;;;;;;;;;;;;;;;;;;;;;;
1513;26 Elektrotechnische industrie;1994;;;;;;;;;;;;;;;;;;;;;;
1514;26 Elektrotechnische industrie;1995;7413.0;4273.0;3140.0;7328.0;5407.0;1540.0;;;;101.2;79.0;203.9;1388.0;1227.0;161.0;1758.0;672.0;1086.0;-6.0;5.0;11.0;3140.0
1515;26 Elektrotechnische industrie;1996;8407.0;5070.0;3337.0;8338.0;6280.0;1702.0;13.8;16.1;10.5;100.8;80.7;196.0;1430.0;1245.0;185.0;1916.0;701.0;1215.0;-9.0;8.0;17.0;3337.0
1516;26 Elektrotechnische industrie;1997;10994.0;7400.0;3594.0;10793.0;8951.0;1865.0;29.5;42.5;9.6;101.9;82.7;192.7;1443.0;1296.0;147.0;2161.0;736.0;1425.0;-10.0;8.0;18.0;3594.0
1517;26 Elektrotechnische industrie;1998;13231.0;9165.0;4066.0;13064.0;10829.0;2260.0;21.0;21.0;21.2;101.3;84.6;179.9;1401.0;1182.0;219.0;2682.0;780.0;1902.0;-17.0;6.0;23.0;4066.0
1518;26 Elektrotechnische industrie;1999;15828.0;11212.0;4616.0;15768.0;12958.0;2781.0;20.7;19.7;23.0;100.4;86.5;166.0;1471.0;1224.0;247.0;3152.0;832.0;2320.0;-7.0;13.0;20.0;4616.0
1519;26 Elektrotechnische industrie;2000;18513.0;13309.0;5204.0;18153.0;14740.0;3295.0;15.1;13.8;18.5;102.0;90.3;158.0;1566.0;1290.0;276.0;3644.0;911.0;2733.0;-6.0;14.0;20.0;5204.0
1520;26 Elektrotechnische industrie;2001;19039.0;14285.0;4754.0;18552.0;15259.0;3255.0;2.2;3.5;-1.2;102.6;93.6;146.1;1591.0;1336.0;255.0;3170.0;1001.0;2169.0;-7.0;17.0;24.0;4754.0
1521;26 Elektrotechnische industrie;2002;18230.0;14468.0;3762.0;17951.0;15126.0;2919.0;-3.2;-0.9;-10.3;101.6;95.7;128.9;1624.0;1360.0;264.0;2151.0;1075.0;1076.0;-13.0;16.0;29.0;3762.0
1522;26 Elektrotechnische industrie;2003;18888.0;15615.0;3273.0;18754.0;15911.0;2968.0;4.5;5.2;1.7;100.7;98.1;110.3;1550.0;1292.0;258.0;1731.0;1110.0;621.0;-8.0;17.0;25.0;3273.0
1523;26 Elektrotechnische industrie;2004;20780.0;17269.0;3511.0;20644.0;17469.0;3308.0;10.1;9.8;11.5;100.7;98.9;106.1;1570.0;1313.0;257.0;1953.0;1127.0;826.0;-12.0;16.0;28.0;3511.0
1524;26 Elektrotechnische industrie;2005;23093.0;18209.0;4884.0;22865.0;18381.0;4564.0;10.8;5.2;38.0;101.0;99.1;107.0;1520.0;1283.0;237.0;3376.0;1141.0;2235.0;-12.0;16.0;28.0;4884.0
1525;26 Elektrotechnische industrie;2006;23876.0;18682.0;5194.0;23765.0;18914.0;4920.0;3.9;2.9;7.8;100.5;98.8;105.6;1550.0;1304.0;246.0;3659.0;1164.0;2495.0;-15.0;15.0;30.0;5194.0
1526;26 Elektrotechnische industrie;2007;23811.0;18420.0;5391.0;23559.0;18537.0;5077.0;-0.9;-2.0;3.2;101.1;99.4;106.2;1575.0;1321.0;254.0;3835.0;1180.0;2655.0;-19.0;15.0;34.0;5391.0
1527;26 Elektrotechnische industrie;2008;24439.0;19764.0;4675.0;24848.0;19696.0;5220.0;5.5;6.2;2.8;98.4;100.3;89.6;1689.0;1408.0;281.0;3012.0;1203.0;1809.0;-26.0;16.0;42.0;4675.0
1528;26 Elektrotechnische industrie;2009;24177.0;19776.0;4401.0;24405.0;19833.0;4579.0;-1.8;0.7;-12.3;99.1;99.7;96.1;1676.0;1397.0;279.0;2772.0;1201.0;1571.0;-47.0;15.0;62.0;4401.0
1529;26 Elektrotechnische industrie;2010;24871.0;20418.0;4453.0;24871.0;20418.0;4453.0;1.9;2.9;-2.7;100.0;100.0;100.0;1760.0;1464.0;296.0;2742.0;1164.0;1578.0;-49.0;13.0;62.0;4453.0
1530;26 Elektrotechnische industrie;2011;27719.0;23632.0;4087.0;28204.0;23401.0;4803.0;13.4;14.6;7.9;98.3;101.0;85.1;1804.0;1503.0;301.0;2330.0;1121.0;1209.0;-47.0;15.0;62.0;4087.0
1531;26 Elektrotechnische industrie;2012;27909.0;24010.0;3899.0;28551.0;23535.0;5045.0;1.2;0.6;5.0;97.8;102.0;77.3;1819.0;1491.0;328.0;2115.0;1086.0;1029.0;-35.0;11.0;46.0;3899.0
1532;26 Elektrotechnische industrie;2013;28247.0;24401.0;3846.0;29194.0;23783.0;5532.0;2.3;1.1;9.6;96.8;102.6;69.5;1911.0;1592.0;319.0;1968.0;1058.0;910.0;-33.0;14.0;47.0;3846.0
1533;26 Elektrotechnische industrie;2014;29154.0;25308.0;3846.0;30389.0;24607.0;5977.0;4.1;3.5;8.1;95.9;102.8;64.3;2198.0;1647.0;551.0;1673.0;1052.0;621.0;-25.0;26.0;51.0;3846.0
1534;26 Elektrotechnische industrie;2015;35594.0;31275.0;4319.0;32585.0;26986.0;5451.0;7.2;9.7;-8.8;109.2;115.9;79.2;2054.0;1665.0;389.0;2309.0;1063.0;1246.0;-44.0;10.0;54.0;4319.0
1535;26 Elektrotechnische industrie;2016;34904.0;31050.0;3854.0;32520.0;26724.0;5742.0;-0.2;-1.0;5.3;107.3;116.2;67.1;1980.0;1602.0;378.0;1960.0;;;-86.0;10.0;96.0;3854.0
1536;27 Elektrische apparatenindustrie;1969;;;;;;;;;;;;;;;;;;;;;;
1537;27 Elektrische apparatenindustrie;1970;;;;;;;;;;;;;;;;;;;;;;
1538;27 Elektrische apparatenindustrie;1971;;;;;;;;;;;;;;;;;;;;;;
1539;27 Elektrische apparatenindustrie;1972;;;;;;;;;;;;;;;;;;;;;;
1540;27 Elektrische apparatenindustrie;1973;;;;;;;;;;;;;;;;;;;;;;
1541;27 Elektrische apparatenindustrie;1974;;;;;;;;;;;;;;;;;;;;;;
1542;27 Elektrische apparatenindustrie;1975;;;;;;;;;;;;;;;;;;;;;;
1543;27 Elektrische apparatenindustrie;1976;;;;;;;;;;;;;;;;;;;;;;
1544;27 Elektrische apparatenindustrie;1977;;;;;;;;;;;;;;;;;;;;;;
1545;27 Elektrische apparatenindustrie;1978;;;;;;;;;;;;;;;;;;;;;;
1546;27 Elektrische apparatenindustrie;1979;;;;;;;;;;;;;;;;;;;;;;
1547;27 Elektrische apparatenindustrie;1980;;;;;;;;;;;;;;;;;;;;;;
1548;27 Elektrische apparatenindustrie;1981;;;;;;;;;;;;;;;;;;;;;;
1549;27 Elektrische apparatenindustrie;1982;;;;;;;;;;;;;;;;;;;;;;
1550;27 Elektrische apparatenindustrie;1983;;;;;;;;;;;;;;;;;;;;;;
1551;27 Elektrische apparatenindustrie;1984;;;;;;;;;;;;;;;;;;;;;;
1552;27 Elektrische apparatenindustrie;1985;;;;;;;;;;;;;;;;;;;;;;
1553;27 Elektrische apparatenindustrie;1986;;;;;;;;;;;;;;;;;;;;;;
1554;27 Elektrische apparatenindustrie;1987;;;;;;;;;;;;;;;;;;;;;;
1555;27 Elektrische apparatenindustrie;1988;;;;;;;;;;;;;;;;;;;;;;
1556;27 Elektrische apparatenindustrie;1989;;;;;;;;;;;;;;;;;;;;;;
1557;27 Elektrische apparatenindustrie;1990;;;;;;;;;;;;;;;;;;;;;;
1558;27 Elektrische apparatenindustrie;1991;;;;;;;;;;;;;;;;;;;;;;
1559;27 Elektrische apparatenindustrie;1992;;;;;;;;;;;;;;;;;;;;;;
1560;27 Elektrische apparatenindustrie;1993;;;;;;;;;;;;;;;;;;;;;;
1561;27 Elektrische apparatenindustrie;1994;;;;;;;;;;;;;;;;;;;;;;
1562;27 Elektrische apparatenindustrie;1995;5576.0;2749.0;2827.0;6614.0;3361.0;3222.0;;;;84.3;81.8;87.7;934.0;845.0;89.0;1898.0;571.0;1327.0;-5.0;3.0;8.0;2827.0
1563;27 Elektrische apparatenindustrie;1996;5736.0;2930.0;2806.0;6792.0;3544.0;3222.0;2.7;5.5;0.0;84.5;82.7;87.1;969.0;887.0;82.0;1846.0;590.0;1256.0;-9.0;2.0;11.0;2806.0
1564;27 Elektrische apparatenindustrie;1997;6464.0;3625.0;2839.0;7558.0;4317.0;3231.0;11.3;21.8;0.3;85.5;84.0;87.9;1015.0;930.0;85.0;1831.0;615.0;1216.0;-7.0;4.0;11.0;2839.0
1565;27 Elektrische apparatenindustrie;1998;6391.0;3479.0;2912.0;7433.0;4148.0;3271.0;-1.7;-3.9;1.2;86.0;83.9;89.0;1037.0;906.0;131.0;1885.0;644.0;1241.0;-10.0;6.0;16.0;2912.0
1566;27 Elektrische apparatenindustrie;1999;6638.0;3644.0;2994.0;7696.0;4342.0;3342.0;3.5;4.7;2.2;86.3;83.9;89.6;1049.0;927.0;122.0;1954.0;666.0;1288.0;-9.0;6.0;15.0;2994.0
1567;27 Elektrische apparatenindustrie;2000;7024.0;3860.0;3164.0;8026.0;4419.0;3589.0;4.3;1.8;7.4;87.5;87.4;88.2;1081.0;973.0;108.0;2094.0;697.0;1397.0;-11.0;5.0;16.0;3164.0
1568;27 Elektrische apparatenindustrie;2001;6546.0;3606.0;2940.0;7287.0;4065.0;3205.0;-9.2;-8.0;-10.7;89.8;88.7;91.7;1107.0;1025.0;82.0;1847.0;724.0;1123.0;-14.0;3.0;17.0;2940.0
1569;27 Elektrische apparatenindustrie;2002;5783.0;3355.0;2428.0;6486.0;3755.0;2721.0;-11.0;-7.6;-15.1;89.2;89.3;89.2;1237.0;1035.0;202.0;1206.0;744.0;462.0;-15.0;4.0;19.0;2428.0
1570;27 Elektrische apparatenindustrie;2003;5724.0;3278.0;2446.0;6458.0;3689.0;2759.0;-0.4;-1.8;1.4;88.6;88.9;88.6;1198.0;980.0;218.0;1260.0;744.0;516.0;-12.0;5.0;17.0;2446.0
1571;27 Elektrische apparatenindustrie;2004;5635.0;3299.0;2336.0;6307.0;3623.0;2675.0;-2.3;-1.8;-3.1;89.3;91.1;87.3;1180.0;957.0;223.0;1170.0;741.0;429.0;-14.0;5.0;19.0;2336.0
1572;27 Elektrische apparatenindustrie;2005;5342.0;3284.0;2058.0;5919.0;3535.0;2369.0;-6.2;-2.4;-11.4;90.3;92.9;86.9;1142.0;935.0;207.0;928.0;743.0;185.0;-12.0;5.0;17.0;2058.0
1573;27 Elektrische apparatenindustrie;2006;5708.0;3358.0;2350.0;6052.0;3520.0;2523.0;2.2;-0.4;6.5;94.3;95.4;93.1;1173.0;962.0;211.0;1190.0;759.0;431.0;-13.0;5.0;18.0;2350.0
1574;27 Elektrische apparatenindustrie;2007;5923.0;3304.0;2619.0;6143.0;3396.0;2742.0;1.5;-3.5;8.7;96.4;97.3;95.5;1234.0;1008.0;226.0;1399.0;777.0;622.0;-14.0;5.0;19.0;2619.0
1575;27 Elektrische apparatenindustrie;2008;6003.0;3241.0;2762.0;6129.0;3334.0;2791.0;-0.2;-1.8;1.8;97.9;97.2;98.9;1293.0;1053.0;240.0;1485.0;799.0;686.0;-16.0;6.0;22.0;2762.0
1576;27 Elektrische apparatenindustrie;2009;5072.0;2991.0;2081.0;5210.0;3051.0;2160.0;-15.0;-8.5;-22.6;97.3;98.0;96.4;1146.0;954.0;192.0;964.0;818.0;146.0;-29.0;8.0;37.0;2081.0
1577;27 Elektrische apparatenindustrie;2010;4932.0;2931.0;2001.0;4932.0;2931.0;2001.0;-5.3;-3.9;-7.4;100.0;100.0;100.0;1067.0;887.0;180.0;954.0;822.0;132.0;-20.0;7.0;27.0;2001.0
1578;27 Elektrische apparatenindustrie;2011;5671.0;3392.0;2279.0;5469.0;3254.0;2215.0;10.9;11.0;10.7;103.7;104.2;102.9;1150.0;953.0;197.0;1147.0;813.0;334.0;-18.0;7.0;25.0;2279.0
1579;27 Elektrische apparatenindustrie;2012;5528.0;3326.0;2202.0;5273.0;3175.0;2097.0;-3.6;-2.4;-5.3;104.8;104.7;105.0;1188.0;976.0;212.0;1028.0;801.0;227.0;-14.0;5.0;19.0;2202.0
1580;27 Elektrische apparatenindustrie;2013;5415.0;3260.0;2155.0;5153.0;3143.0;2010.0;-2.3;-1.0;-4.2;105.1;103.7;107.2;1169.0;969.0;200.0;996.0;793.0;203.0;-10.0;7.0;17.0;2155.0
1581;27 Elektrische apparatenindustrie;2014;5232.0;3163.0;2069.0;5023.0;3062.0;1960.0;-2.5;-2.6;-2.5;104.2;103.3;105.5;1458.0;989.0;469.0;620.0;789.0;-169.0;-9.0;6.0;15.0;2069.0
1582;27 Elektrische apparatenindustrie;2015;5511.0;3314.0;2197.0;5195.0;3178.0;2016.0;3.4;3.8;2.9;106.1;104.3;109.0;1250.0;975.0;275.0;958.0;787.0;171.0;-11.0;4.0;15.0;2197.0
1583;27 Elektrische apparatenindustrie;2016;6075.0;3643.0;2432.0;5750.0;3491.0;2258.0;10.7;9.8;12.0;105.7;104.4;107.7;1422.0;1105.0;317.0;1038.0;;;-28.0;5.0;33.0;2432.0
1584;28 Machine-industrie;1969;;;;;;;;;;;;;;;;;;;;;;
1585;28 Machine-industrie;1970;;;;;;;;;;;;;;;;;;;;;;
1586;28 Machine-industrie;1971;;;;;;;;;;;;;;;;;;;;;;
1587;28 Machine-industrie;1972;;;;;;;;;;;;;;;;;;;;;;
1588;28 Machine-industrie;1973;;;;;;;;;;;;;;;;;;;;;;
1589;28 Machine-industrie;1974;;;;;;;;;;;;;;;;;;;;;;
1590;28 Machine-industrie;1975;;;;;;;;;;;;;;;;;;;;;;
1591;28 Machine-industrie;1976;;;;;;;;;;;;;;;;;;;;;;
1592;28 Machine-industrie;1977;;;;;;;;;;;;;;;;;;;;;;
1593;28 Machine-industrie;1978;;;;;;;;;;;;;;;;;;;;;;
1594;28 Machine-industrie;1979;;;;;;;;;;;;;;;;;;;;;;
1595;28 Machine-industrie;1980;;;;;;;;;;;;;;;;;;;;;;
1596;28 Machine-industrie;1981;;;;;;;;;;;;;;;;;;;;;;
1597;28 Machine-industrie;1982;;;;;;;;;;;;;;;;;;;;;;
1598;28 Machine-industrie;1983;;;;;;;;;;;;;;;;;;;;;;
1599;28 Machine-industrie;1984;;;;;;;;;;;;;;;;;;;;;;
1600;28 Machine-industrie;1985;;;;;;;;;;;;;;;;;;;;;;
1601;28 Machine-industrie;1986;;;;;;;;;;;;;;;;;;;;;;
1602;28 Machine-industrie;1987;;;;;;;;;;;;;;;;;;;;;;
1603;28 Machine-industrie;1988;;;;;;;;;;;;;;;;;;;;;;
1604;28 Machine-industrie;1989;;;;;;;;;;;;;;;;;;;;;;
1605;28 Machine-industrie;1990;;;;;;;;;;;;;;;;;;;;;;
1606;28 Machine-industrie;1991;;;;;;;;;;;;;;;;;;;;;;
1607;28 Machine-industrie;1992;;;;;;;;;;;;;;;;;;;;;;
1608;28 Machine-industrie;1993;;;;;;;;;;;;;;;;;;;;;;
1609;28 Machine-industrie;1994;;;;;;;;;;;;;;;;;;;;;;
1610;28 Machine-industrie;1995;9046.0;5833.0;3213.0;10941.0;7094.0;3890.0;;;;82.7;82.2;82.6;2548.0;2157.0;391.0;680.0;581.0;99.0;-15.0;6.0;21.0;3213.0
1611;28 Machine-industrie;1996;10163.0;6634.0;3529.0;12209.0;7976.0;4281.0;11.6;12.4;10.1;83.2;83.2;82.4;2655.0;2233.0;422.0;896.0;601.0;295.0;-22.0;5.0;27.0;3529.0
1612;28 Machine-industrie;1997;11332.0;7513.0;3819.0;13469.0;8930.0;4590.0;10.3;12.0;7.2;84.1;84.1;83.2;2733.0;2333.0;400.0;1111.0;626.0;485.0;-25.0;6.0;31.0;3819.0
1613;28 Machine-industrie;1998;11933.0;8129.0;3804.0;13979.0;9541.0;4488.0;3.8;6.8;-2.2;85.4;85.2;84.8;2955.0;2348.0;607.0;900.0;668.0;232.0;-51.0;9.0;60.0;3804.0
1614;28 Machine-industrie;1999;12391.0;8474.0;3917.0;14364.0;9893.0;4522.0;2.8;3.7;0.8;86.3;85.7;86.6;3123.0;2463.0;660.0;833.0;718.0;115.0;-39.0;15.0;54.0;3917.0
1615;28 Machine-industrie;2000;14392.0;9614.0;4778.0;16491.0;10922.0;5624.0;14.8;10.4;24.4;87.3;88.0;85.0;3306.0;2572.0;734.0;1499.0;783.0;716.0;-27.0;18.0;45.0;4778.0
1616;28 Machine-industrie;2001;14866.0;10111.0;4755.0;16744.0;11369.0;5420.0;1.5;4.1;-3.6;88.8;88.9;87.7;3418.0;2721.0;697.0;1366.0;855.0;511.0;-29.0;23.0;52.0;4755.0
1617;28 Machine-industrie;2002;14679.0;9894.0;4785.0;16368.0;11179.0;5232.0;-2.2;-1.7;-3.5;89.7;88.5;91.5;3353.0;2661.0;692.0;1479.0;914.0;565.0;-47.0;23.0;70.0;4785.0
1618;28 Machine-industrie;2003;14458.0;9431.0;5027.0;16146.0;10618.0;5558.0;-1.4;-5.0;6.2;89.5;88.8;90.4;3375.0;2692.0;683.0;1679.0;945.0;734.0;-27.0;19.0;46.0;5027.0
1619;28 Machine-industrie;2004;16045.0;10264.0;5781.0;17788.0;11234.0;6578.0;10.2;5.8;18.4;90.2;91.4;87.9;3432.0;2723.0;709.0;2389.0;970.0;1419.0;-40.0;19.0;59.0;5781.0
1620;28 Machine-industrie;2005;16563.0;10690.0;5873.0;18071.0;11495.0;6597.0;1.6;2.3;0.3;91.7;93.0;89.0;3432.0;2750.0;682.0;2472.0;996.0;1476.0;-31.0;24.0;55.0;5873.0
1621;28 Machine-industrie;2006;18645.0;11955.0;6690.0;20004.0;12777.0;7248.0;10.7;11.2;9.9;93.2;93.6;92.3;3557.0;2854.0;703.0;3162.0;1032.0;2130.0;-29.0;24.0;53.0;6690.0
