ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
4938;Serooskerke;1676;Schouwen-Duiveland           ;93;                     Schouwen-Duiveland ;29;Z. ;Ja ;Nee;Serooskerke                  
4939;Seters;826;Oosterhout                   ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Seters                       
4940;Sevenum;964;Sevenum                      ;120;                          Noord-Limburg ;31;L. ;Ja ;Ja ;Sevenum                      
4941;Sexbierum;70;Franekeradeel                ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Sexbierum                    
4942;Sibbe;994;Valkenburg aan de Geul       ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Sibbe                        
4943;Sibculo;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Sibculo                      
4944;721;55;Boarnsterhim                 ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Sibrandabuorren              
4945;Siddeburen;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Ja ;Nee;Siddeburen                   
4946;Siddebuursterveen;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Siddebuursterveen            
4947;556;893;Bergen                       ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Siebengewald                 
4948;Siegerswoude;86;Opsterland                   ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Siegerswoude                 
4949;Siep, 't;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Siep, 't                     
4950;Siepelveen;114;Emmen                        ;15;                                  Emmen ;22;D. ;Nee;Nee;Siepelveen                   
4951;Sigerswâld;737;Tytsjerksteradiel            ;9;                       Fries zandgebied ;21;F. ;Nee;Nee;Sigerswâld                   
4952;Sijbekarspel;529;Noorder-Koggenland           ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Ja ;Nee;Sijbekarspel                 
4953;Sijbrandahuis;65;Dantumadeel                  ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Sijbrandahuis                
4954;Silvolde;295;Wisch                        ;29;     Oude-IJsselgebied (oostelijk deel) ;25;Gld;Ja ;Nee;Silvolde                     
4955;633;568;Bernisse                     ;91;             Voorne-Putten en Rozenburg ;28;ZH.;Ja ;Nee;Simonshaven                  
4956;Simonshoek;941;Meijel                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Simonshoek                   
4957;Simpelveld;965;Simpelveld                   ;125;                  Oostelijke Mijnstreek ;31;L. ;Ja ;Ja ;Simpelveld                   
4958;Sinderen;295;Wisch                        ;29;     Oude-IJsselgebied (oostelijk deel) ;25;Gld;Ja ;Nee;Sinderen                     
4959;Sinnevelt;392;Haarlem                      ;60;                                Haarlem ;27;NH.;Nee;Nee;Sinnevelt                    
4960;Sinselbeek;1729;Gulpen-Wittem                ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Sinselbeek                   
4961;Sint Agatha;1684;Cuijk                        ;119;                         Land van Cuijk ;30;NB.;Ja ;Nee;Sint Agatha                  
4962;Sint Andries;263;Maasdriel                    ;42;                          Bommelerwaard ;25;Gld;Nee;Nee;Sint Andries                 
4963;Sint Anna;268;Nijmegen                     ;39;                               Nijmegen ;25;Gld;Nee;Nee;Sint Anna                    
4964;Sint Anna ter Muiden;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Sint Anna ter Muiden         
4965;Sint Annaland;716;Tholen                       ;94;             Sint Philipsland en Tholen ;29;Z. ;Ja ;Nee;Sint Annaland                
4966;Sint Annaparochie;63;het Bildt                    ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Sint Annaparochie            
4967;Sint Annen;9;Ten Boer                     ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Sint Annen                   
4968;431;5;Bedum                        ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Nee;Nee;Sint Annerhuisjes            
4969;666;585;Binnenmaas                   ;90;                         Hoeksche Waard ;28;ZH.;Nee;Nee;Sint Anthoniepolder          
4970;Sint Anthonis;1702;Sint Anthonis                ;119;                         Land van Cuijk ;30;NB.;Ja ;Ja ;Sint Anthonis                
4971;Sint Antoniusbank;994;Valkenburg aan de Geul       ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Sint Antoniusbank            
4972;Sint Geertruid;936;Margraten                    ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Ja ;Nee;Sint Geertruid               
4973;Sint Gerlach;994;Valkenburg aan de Geul       ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Sint Gerlach                 
4974;Sint Hubert;815;Mill en Sint Hubert          ;119;                         Land van Cuijk ;30;NB.;Ja ;Nee;Sint Hubert                  
4975;Sint Isidorushoeve;158;Haaksbergen                  ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Sint Isidorushoeve           
4976;Sint Jacobiparochie;63;het Bildt                    ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Sint Jacobiparochie          
4977;Sint Jansklooster;1708;Steenwijkerland              ;19;                   Noordwest-Overijssel ;23;O. ;Ja ;Nee;Sint Jansklooster            
4978;Sint Jansteen;677;Hulst                        ;100; Overige gem.  Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Nee;Sint Jansteen                
4979;Sint Johannesga;51;Skarsterlân                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Sint Johannesga              
4980;Sint Joosland;687;Middelburg                   ;95;                   Kanaalzone Walcheren ;29;Z. ;Nee;Nee;Sint Joosland                
4981;Sint Joost;1711;Echt-Susteren                ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Ja ;Nee;Sint Joost                   
4982;Sint Josefparochie;762;Deurne                       ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Sint Josefparochie           
4983;Sint Kruis;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Nee;Sint Kruis                   
4984;Sint Laurens;687;Middelburg                   ;95;                   Kanaalzone Walcheren ;29;Z. ;Nee;Nee;Sint Laurens                 
4985;Sint Maarten;395;Harenkarspel                 ;53;               Westelijk West-Friesland ;27;NH.;Ja ;Nee;Sint Maarten                 
4986;Sint Maartensbrug;476;Zijpe                        ;52;Overige gemeenten Kop van Noord-Holland ;27;NH.;Ja ;Nee;Sint Maartensbrug            
4987;Sint Maartensdijk;716;Tholen                       ;94;             Sint Philipsland en Tholen ;29;Z. ;Ja ;Nee;Sint Maartensdijk            
4988;Sint Maartensvlotbrug;476;Zijpe                        ;52;Overige gemeenten Kop van Noord-Holland ;27;NH.;Ja ;Nee;Sint Maartensvlotbrug        
4989;347;202;Arnhem                       ;35;                                 Arnhem ;25;Gld;Nee;Nee;Sint Marten                  
4990;Sint Nicolaasga;51;Skarsterlân                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Sint Nicolaasga              
4991;182;1679;Ambt Montfort                ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Ja ;Nee;Sint Odiliënberg             
4992;Sint Pancras;416;Langedijk                    ;53;               Westelijk West-Friesland ;27;NH.;Ja ;Nee;Sint Pancras                 
4993;Sint Philipsland;716;Tholen                       ;94;             Sint Philipsland en Tholen ;29;Z. ;Ja ;Nee;Sint Philipsland             
4994;Sint Pieter;935;Maastricht                   ;126;                             Maastricht ;31;L. ;Nee;Nee;Sint Pieter                  
4995;Sint Vitusholt;52;Winschoten                   ;3;                      Groninger Oldambt ;20;Gr.;Nee;Nee;Sint Vitusholt               
4996;Sint Willebrord;840;Rucphen                      ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Ja ;Nee;Sint Willebrord              
4997;Sint-Michielsgestel;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Ja ;Ja ;Sint-Michielsgestel          
4998;Sint-Oedenrode;846;Sint-Oedenrode               ;112;                        Midden-Meijerij ;30;NB.;Ja ;Ja ;Sint-Oedenrode               
4999;Sintmaheerdt;22;Leek                         ;5;     Groninger zuidelijk Westerkwartier ;20;Gr.;Nee;Nee;Sintmaheerdt                 
5000;Sirjansland;1676;Schouwen-Duiveland           ;93;                     Schouwen-Duiveland ;29;Z. ;Ja ;Nee;Sirjansland                  
5001;722;55;Boarnsterhim                 ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Sitebuorren                  
5002;Sittard;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Ja ;Nee;Sittard                      
5003;Sittard-Geleen;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Ja ;Sittard-Geleen               
5004;Skarsterlân;51;Skarsterlân                  ;10;                      Fries weidegebied ;21;F. ;Nee;Ja ;Skarsterlân                  
5005;Slabroek;856;Uden                         ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Slabroek                     
5006;Slagharen;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Slagharen                    
5007;Slagveld;777;Etten-Leur                   ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Slagveld                     
5008;Slangenburg;222;Doetinchem                   ;27;     Oude-IJsselgebied (westelijk deel) ;25;Gld;Nee;Nee;Slangenburg                  
5009;Slappeterp;83;Menaldumadeel                ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Slappeterp                   
5010;Sleen;109;Coevorden                    ;18;                  Zuiddrents randgebied ;22;D. ;Ja ;Nee;Sleen                        
5011;Sleeuwijk;870;Werkendam                    ;105;                        Land van Altena ;30;NB.;Ja ;Nee;Sleeuwijk                    
5012;Slek;1711;Echt-Susteren                ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Slek                         
5013;Slenaken;1729;Gulpen-Wittem                ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Ja ;Nee;Slenaken                     
5014;Slibbroek;798;Hilvarenbeek                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Slibbroek                    
5015;Slichtenhorst;267;Nijkerk                      ;31;                        Gelderse Vallei ;25;Gld;Nee;Nee;Slichtenhorst                
5016;Sliedrecht;610;Sliedrecht                   ;76;         Industriegebied Alblasserwaard ;28;ZH.;Ja ;Ja ;Sliedrecht                   
5017;Slijk-Ewijk;1734;Overbetuwe                   ;37;                      Oostelijke Betuwe ;25;Gld;Ja ;Nee;Slijk-Ewijk                  
5018;Slijkenburg;98;Weststellingwerf             ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Slijkenburg                  
5019;Slijkplaat;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Slijkplaat                   
5020;Slijkwell;263;Maasdriel                    ;42;                          Bommelerwaard ;25;Gld;Nee;Nee;Slijkwell                    
5021;Slikkerveer;597;Ridderkerk                   ;87;                  Oostelijk IJsselmonde ;28;ZH.;Nee;Nee;Slikkerveer                  
5022;Slochteren;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Ja ;Ja ;Slochteren                   
5023;Slootdijk;329;Loenen                       ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Nee;Slootdijk                    
5024;Slootdorp;463;Wieringermeer                ;51;               Wieringen, Wieringermeer ;27;NH.;Ja ;Nee;Slootdorp                    
5025;242;363;Amsterdam                    ;63;                              Amsterdam ;27;NH.;Nee;Nee;Sloten                       
5026;Sloten;653;Gaasterlân-Sleat             ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Sloten                       
5027;243;363;Amsterdam                    ;63;                              Amsterdam ;27;NH.;Nee;Nee;Sloterdijk                   
5028;Sluipwijk;595;Reeuwijk                     ;74;                     Gouda en omstreken ;28;ZH.;Nee;Nee;Sluipwijk                    
5029;Sluis;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Ja ;Sluis                        
5030;Sluis;677;Hulst                        ;100; Overige gem.  Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Sluis                        
5031;Sluis;707;Zederik                      ;78;                       Vijfheerenlanden ;28;ZH.;Nee;Nee;Sluis                        
5032;Sluis-Aardenburg;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Sluis-Aardenburg             
5033;Sluiskil;715;Terneuzen                    ;99;    Kanaalzone Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Nee;Sluiskil                     
5034;Smakt;984;Venray                       ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Smakt                        
5035;Smalbroek-Ter Horst;1731;Midden-Drenthe               ;17;                    Drentse zandgronden ;22;D. ;Nee;Nee;Smalbroek-Ter Horst          
5036;Smalle Ee;90;Smallingerland               ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Smalle Ee                    
5037;Smallebrugge;683;Wymbritseradiel              ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Smallebrugge                 
5038;Smallingerland;90;Smallingerland               ;9;                       Fries zandgebied ;21;F. ;Nee;Ja ;Smallingerland               
5039;Smeerling;37;Stadskanaal                  ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Smeerling                    
5040;Smeermaas;935;Maastricht                   ;126;                             Maastricht ;31;L. ;Nee;Nee;Smeermaas                    
5041;Smerp;462;Wieringen                    ;51;               Wieringen, Wieringermeer ;27;NH.;Nee;Nee;Smerp                        
5042;Smidstraat;925;Hunsel                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Smidstraat                   
5043;Smilde;1731;Midden-Drenthe               ;17;                    Drentse zandgronden ;22;D. ;Ja ;Nee;Smilde                       
5044;402;489;Barendrecht                  ;86;                  Westelijk IJsselmonde ;28;ZH.;Nee;Nee;Smitshoek                    
5045;Smorenhoek;282;Ubbergen                     ;40;                     Gebied om Nijmegen ;25;Gld;Nee;Nee;Smorenhoek                   
5046;Snakkerburen;80;Leeuwarden                   ;11;                             Leeuwarden ;21;F. ;Ja ;Nee;Snakkerburen                 
5047;Sneek;91;Sneek                        ;10;                      Fries weidegebied ;21;F. ;Ja ;Ja ;Sneek                        
5048;Snelrewaard;589;Oudewater                    ;49;                   Utrechts weidegebied ;26;U. ;Ja ;Nee;Snelrewaard                  
5049;Snepseind;823;Oirschot                     ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Snepseind                    
5050;Snijdersberg;938;Meerssen                     ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Snijdersberg                 
5051;Snikzwaag;51;Skarsterlân                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Snikzwaag                    
5052;Snippeling;150;Deventer                     ;22;                    Zuidwest-Overijssel ;23;O. ;Nee;Nee;Snippeling                   
5053;Snodenhoek;1734;Overbetuwe                   ;37;                      Oostelijke Betuwe ;25;Gld;Nee;Nee;Snodenhoek                   
5054;Snorrenhoef;327;Leusden                      ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Nee;Nee;Snorrenhoef                  
5055;Soerel;230;Elburg                       ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Soerel                       
5056;Soerendonk;1706;Cranendonck                  ;117;Valkenswaard en oostelijke randgemeenten;30;NB.;Ja ;Nee;Soerendonk                   
5057;Soest;342;Soest                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Ja ;Ja ;Soest                        
5058;394;308;Baarn                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Soestdijk (ged.)             
5059;Soestdijk (ged.);342;Soest                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Soestdijk (ged.)             
5060;Soestduinen;342;Soest                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Soestduinen                  
5061;Soesterberg;342;Soest                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Ja ;Nee;Soesterberg                  
5062;212;307;Amersfoort                   ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Nee;Nee;Soesterkwartier              
5063;Soeterbeek;934;Maasbree                     ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Soeterbeek                   
5064;305;3;Appingedam                   ;2;                   Appingedam, Delfzijl ;20;Gr.;Nee;Nee;Solwerd                      
5065;Someren;847;Someren                      ;118;                         Brabantse Peel ;30;NB.;Ja ;Ja ;Someren                      
5066;Someren-Eind;847;Someren                      ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Someren-Eind                 
5067;Somerensche Heide;847;Someren                      ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Somerensche Heide            
5068;Sommelsdijk;559;Middelharnis                 ;92;                  Goeree en Overflakkee ;28;ZH.;Ja ;Nee;Sommelsdijk                  
5069;Son;848;Son en Breugel               ;114;                   Randgebied Eindhoven ;30;NB.;Ja ;Nee;Son                          
5070;Son en Breugel;848;Son en Breugel               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Ja ;Son en Breugel               
5071;Sondel;653;Gaasterlân-Sleat             ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Sondel                       
5072;Sonnega;98;Weststellingwerf             ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Sonnega                      
5073;Sonniuswijk;848;Son en Breugel               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Sonniuswijk                  
5074;348;202;Arnhem                       ;35;                                 Arnhem ;25;Gld;Nee;Nee;Sonsbeek                     
5075;Sopsum;70;Franekeradeel                ;12;                      Friese bouwstreek ;21;F. ;Nee;Nee;Sopsum                       
5076;Spaansch-Huisken;1711;Echt-Susteren                ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Spaansch-Huisken             
5077;Spaarndam;393;Haarlemmerliede c.a.         ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Spaarndam                    
5078;Spaarndam-West;392;Haarlem                      ;60;                                Haarlem ;27;NH.;Ja ;Nee;Spaarndam-West               
5079;Spaarndammerbuurt;453;Velsen                       ;59;                                 IJmond ;27;NH.;Nee;Nee;Spaarndammerbuurt            
5080;Spaarnwoude;393;Haarlemmerliede c.a.         ;62;              Noordhollandse Meerlanden ;27;NH.;Nee;Nee;Spaarnwoude                  
5081;922;313;Bunschoten                   ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Nee;Nee;Spakenburg                   
5082;Spanbroek;432;Opmeer                       ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Ja ;Nee;Spanbroek                    
5083;Spanga;98;Weststellingwerf             ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Spanga                       
5084;Spangen;599;Rotterdam                    ;84;                              Rotterdam ;28;ZH.;Nee;Nee;Spangen                      
5085;Spankeren;275;Rheden                       ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld;Ja ;Nee;Spankeren                    
5086;Spannenburg;51;Skarsterlân                  ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Spannenburg                  
5087;Spannum;140;Littenseradiel               ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Spannum                      
5088;Sparrenburg;796;'s-Hertogenbosch             ;109;              's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Sparrenburg                  
5089;443;888;Beek                         ;124;                  Westelijke Mijnstreek ;31;L. ;Ja ;Nee;Spaubeek                     
5090;723;55;Boarnsterhim                 ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Speers                       
5091;Spekholzerheide;928;Kerkrade                     ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Spekholzerheide              
5092;Spelberg;153;Enschede                     ;23;                               Enschede ;23;O. ;Nee;Nee;Spelberg                     
5093;889;311;Breukelen                    ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Nee;Spengen                      
5094;Speuld;233;Ermelo                       ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Speuld                       
5095;Spier;1731;Midden-Drenthe               ;17;                    Drentse zandgronden ;22;D. ;Ja ;Nee;Spier                        
5096;Spierdijk;558;Wester-Koggenland            ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Ja ;Nee;Spierdijk                    
5097;Spijk;733;Lingewaal                    ;38;                      Westelijke Betuwe ;25;Gld;Ja ;Nee;Spijk                        
5098;57;738;Aalburg                      ;105;                        Land van Altena ;30;NB.;Nee;Nee;Spijk                        
5099;Spijk;196;Rijnwaarden                  ;26;                             De Lijmers ;25;Gld;Ja ;Nee;Spijk                        
5100;Spijk;10;Delfzijl                     ;2;                   Appingedam, Delfzijl ;20;Gr.;Ja ;Nee;Spijk                        
5101;Spijkenisse;612;Spijkenisse                  ;91;             Voorne-Putten en Rozenburg ;28;ZH.;Ja ;Ja ;Spijkenisse                  
5102;43;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Spijkerboor                  
5103;Spijkerboor;880;Wormerland                   ;58;                             Zaanstreek ;27;NH.;Ja ;Nee;Spijkerboor                  
5104;Spik, Straat en Thuserhof;957;Roermond                     ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Spik, Straat en Thuserhof    
5105;Spitsbergen;1987;Menterwolde                  ;3;                      Groninger Oldambt ;20;Gr.;Nee;Nee;Spitsbergen                  
5106;Sponturfwijk;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Nee;Nee;Sponturfwijk                 
5107;Spoolde;193;Zwolle                       ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Spoolde                      
5108;265;366;Anna Paulowna                ;52;Overige gemeenten Kop van Noord-Holland ;27;NH.;Nee;Nee;Spoorbuurt                   
5109;Spoordonk;823;Oirschot                     ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Spoordonk                    
5110;Sprang;867;Waalwijk                     ;106;                             Langstraat ;30;NB.;Nee;Nee;Sprang                       
5111;Sprang-Capelle;867;Waalwijk                     ;106;                             Langstraat ;30;NB.;Ja ;Nee;Sprang-Capelle               
5112;Sprangsevaart;867;Waalwijk                     ;106;                             Langstraat ;30;NB.;Nee;Nee;Sprangsevaart                
5113;Sprokkelbosch;796;'s-Hertogenbosch             ;109;              's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Sprokkelbosch                
5114;Spronk, De;269;Oldebroek                    ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Spronk, De                   
5115;Sprundel;840;Rucphen                      ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Ja ;Nee;Sprundel                     
5116;Spui;715;Terneuzen                    ;99;    Kanaalzone Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Nee;Spui                         
5117;Spurk;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Spurk                        
5118;Spurkt;929;Kessel                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Spurkt                       
5119;Staalduinen;1783;Westland                     ;81;                               Westland ;28;ZH.;Nee;Nee;Staalduinen                  
5120;Staartsche Duinen;873;Woensdrecht                  ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Nee;Nee;Staartsche Duinen            
5121;Stad Delden;1735;Hof van Twente               ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Stad Delden                  
5122;Stad aan 't Haringvliet;559;Middelharnis                 ;92;                  Goeree en Overflakkee ;28;ZH.;Ja ;Nee;Stad aan 't Haringvliet      
5123;Stad van Gerwen;820;Nuenen c.a.                  ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Stad van Gerwen              
5124;Stadbroek;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Stadbroek                    
5125;Stadse Dijk;1709;Moerdijk                     ;101;         Zeekleigebied in Noord-Brabant ;30;NB.;Nee;Nee;Stadse Dijk                  
5126;Stadskanaal;37;Stadskanaal                  ;4;                 Groninger Veenkoloniën ;20;Gr.;Ja ;Ja ;Stadskanaal                  
5127;Stadsveld;153;Enschede                     ;23;                               Enschede ;23;O. ;Nee;Nee;Stadsveld                    
5128;Stakenborg;48;Vlagtwedde                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Stakenborg                   
5129;Stalberg;983;Venlo                        ;121;           Industriegebied Venlo-Beesel ;31;L. ;Nee;Nee;Stalberg                     
5130;Stampersgat;1655;Halderberge                  ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Ja ;Nee;Stampersgat                  
5131;Standdaarbuiten;1709;Moerdijk                     ;101;         Zeekleigebied in Noord-Brabant ;30;NB.;Ja ;Nee;Standdaarbuiten              
5132;Stapel;1690;De Wolden                    ;18;                  Zuiddrents randgebied ;22;D. ;Nee;Nee;Stapel                       
5133;Staphorst;180;Staphorst                    ;20;                    IJssel-, Vechtdelta ;23;O. ;Ja ;Ja ;Staphorst                    
5134;Starnmeer;365;Graft-De Rijp                ;56;             Noordhollands Middengewest ;27;NH.;Ja ;Nee;Starnmeer                    
5135;Starnmeerpolder;880;Wormerland                   ;58;                             Zaanstreek ;27;NH.;Nee;Nee;Starnmeerpolder              
5136;Startenhuizen;1651;Eemsmond                     ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Startenhuizen                
5137;974;383;Castricum                    ;55;                     Noord-Kennemerland ;27;NH.;Nee;Nee;Starting                     
5138;Statendam;779;Geertruidenberg              ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Statendam                    
5139;Stationsbuurt;703;Reimerswaal                  ;97;                Noord- en Zuid-Beveland ;29;Z. ;Nee;Nee;Stationsbuurt                
5140;Stavenisse;716;Tholen                       ;94;             Sint Philipsland en Tholen ;29;Z. ;Ja ;Nee;Stavenisse                   
5141;Staverden;233;Ermelo                       ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Staverden                    
5142;Stavoren;104;Nijefurd                     ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Stavoren                     
5143;Stede Broec;532;Stede Broec                  ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Nee;Ja ;Stede Broec                  
5144;Stedum;24;Loppersum                    ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Stedum                       
5145;Steeg;964;Sevenum                      ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Steeg                        
5146;Steeg, De;275;Rheden                       ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld;Ja ;Nee;Steeg, De                    
5147;Steegsbroek;984;Venray                       ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Steegsbroek                  
5148;Steelhoven;826;Oosterhout                   ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Steelhoven                   
5149;Steenbergen;851;Steenbergen                  ;101;         Zeekleigebied in Noord-Brabant ;30;NB.;Ja ;Ja ;Steenbergen                  
5150;Steenbergen;1699;Noordenveld                  ;14;                 Noorddrents randgebied ;22;D. ;Ja ;Nee;Steenbergen                  
5151;Steendam;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Ja ;Nee;Steendam                     
5152;Steenderen;280;Steenderen                   ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Ja ;Steenderen                   
5153;Steenenkamer;285;Voorst                       ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld;Ja ;Nee;Steenenkamer                 
