ID;Achtergrondkenmerken;Perioden;Fietsbezitters_1;Veiligheidsslot_2;GegraveerdePostcode_3;Registratiekaart_4;Diefstalpreventiechip_5;Autogebruikers18_6;StartonderbrekerAlarminstallatie_7
39;15;2004;85.7;90.0;16.6;;2.1;34.9;39.1
40;16;1997;92.3;83.6;24.8;20.7;;64.2;19.2
41;16;1998;88.7;84.4;23.9;18.6;;62.9;21.0
42;16;1999;89.2;84.8;23.0;20.1;;66.3;31.3
43;16;2000;90.8;87.4;21.6;16.1;;65.6;36.8
44;16;2001;89.4;89.6;21.4;17.3;;64.2;42.1
45;16;2002;88.1;89.1;20.5;16.7;;68.1;46.1
46;16;2003;90.1;87.1;16.9;10.5;;68.2;43.8
47;16;2004;89.4;90.1;15.8;;5.6;66.9;48.1
48;17;1997;92.1;81.7;30.9;26.6;;62.2;17.9
49;17;1998;91.3;81.9;32.7;24.6;;66.1;24.9
50;17;1999;92.3;83.4;27.5;24.8;;64.4;33.6
51;17;2000;91.1;84.8;29.1;22.2;;66.5;41.9
52;17;2001;90.3;82.9;28.3;22.5;;66.9;39.3
53;17;2002;92.2;87.3;23.5;22.4;;68.2;42.7
54;17;2003;91.8;84.5;22.2;21.0;;73.6;48.1
55;17;2004;92.3;87.2;19.8;;6.9;70.6;56.3
56;18;1997;89.7;80.9;41.2;34.1;;61.8;20.5
57;18;1998;89.7;79.7;38.1;28.5;;65.6;24.3
58;18;1999;87.8;82.6;39.9;28.5;;62.4;38.3
59;18;2000;92.3;83.5;35.8;33.2;;63.5;43.6
60;18;2001;91.1;83.8;36.5;26.5;;67.1;45.5
61;18;2002;89.7;83.4;38.3;28.7;;68.1;49.0
62;18;2003;90.7;83.9;31.4;27.3;;66.4;49.1
63;18;2004;89.8;83.4;29.4;;7.3;67.9;53.9
64;19;1997;89.4;78.8;46.0;31.2;;54.7;18.7
65;19;1998;88.9;77.9;41.8;33.2;;58.0;24.1
66;19;1999;88.2;79.4;40.0;27.7;;62.7;33.7
67;19;2000;90.1;83.3;40.4;34.0;;62.1;43.5
68;19;2001;90.0;80.2;35.5;29.2;;62.1;41.9
69;19;2002;89.8;87.0;35.5;29.7;;62.0;51.1
70;19;2003;90.0;84.7;32.0;29.1;;61.6;52.6
71;19;2004;90.3;82.8;35.5;;7.3;64.2;58.2
72;20;1997;85.1;82.2;43.2;27.4;;49.6;12.0
73;20;1998;81.0;77.1;45.8;31.6;;54.0;26.7
74;20;1999;84.4;81.7;39.4;33.7;;51.1;30.9
75;20;2000;84.7;77.9;39.6;25.0;;51.0;37.7
76;20;2001;81.4;82.9;41.5;24.3;;52.3;43.8
77;20;2002;87.4;80.9;38.5;31.0;;53.6;44.4
78;20;2003;85.0;81.2;38.4;25.3;;53.6;47.9
79;20;2004;83.1;82.3;33.2;;6.5;58.2;49.2
80;21;1997;59.1;74.1;43.2;25.0;;33.1;9.0
81;21;1998;51.7;78.9;44.0;30.2;;26.3;18.0
82;21;1999;48.3;80.6;37.3;24.3;;33.1;23.5
83;21;2000;56.9;74.7;45.3;24.3;;31.3;23.4
84;21;2001;52.9;78.7;38.8;18.7;;34.7;31.4
85;21;2002;54.3;71.4;45.0;23.3;;38.0;30.2
86;21;2003;58.4;79.1;42.6;25.0;;35.9;27.7
87;21;2004;55.9;82.9;37.4;;2.3;35.3;42.2
88;Leeftijd: 0 tot 15 jaar;1997;97.4;90.8;34.3;21.8;;;
89;Leeftijd: 0 tot 15 jaar;1998;96.7;91.9;24.5;20.8;;;
90;Leeftijd: 0 tot 15 jaar;1999;98.4;92.6;26.6;27.7;;;
91;Leeftijd: 0 tot 15 jaar;2000;97.6;92.6;23.4;24.5;;;
92;Leeftijd: 0 tot 15 jaar;2001;98.9;92.8;23.0;24.1;;;
93;Leeftijd: 0 tot 15 jaar;2002;99.0;93.5;22.0;23.8;;;
94;Leeftijd: 0 tot 15 jaar;2003;97.6;93.1;17.7;21.4;;;
95;Leeftijd: 0 tot 15 jaar;2004;97.8;92.4;14.9;;6.4;;
96;Leeftijd: 15 tot 25 jaar;1997;90.6;86.8;37.2;18.5;;33.1;10.5
97;Leeftijd: 15 tot 25 jaar;1998;88.5;89.5;31.4;18.2;;27.9;12.3
98;Leeftijd: 15 tot 25 jaar;1999;86.4;90.7;33.2;15.6;;31.5;22.1
99;Leeftijd: 15 tot 25 jaar;2000;85.6;89.9;26.0;17.9;;32.0;40.5
100;Leeftijd: 15 tot 25 jaar;2001;87.4;92.7;28.2;14.6;;35.6;32.4
101;Leeftijd: 15 tot 25 jaar;2002;87.3;92.5;21.4;15.7;;31.7;24.7
102;Leeftijd: 15 tot 25 jaar;2003;87.8;89.3;19.1;13.7;;37.3;28.3
103;Leeftijd: 15 tot 25 jaar;2004;88.5;90.9;18.1;;2.5;34.9;39.1
104;Leeftijd: 25 tot 45 jaar;1997;92.2;82.7;27.8;23.5;;63.2;18.6
105;Leeftijd: 25 tot 45 jaar;1998;90.0;83.2;28.2;21.5;;64.5;22.9
106;Leeftijd: 25 tot 45 jaar;1999;90.7;84.1;25.3;22.5;;65.4;32.4
107;Leeftijd: 25 tot 45 jaar;2000;90.9;86.1;25.4;19.2;;66.1;39.4
108;Leeftijd: 25 tot 45 jaar;2001;89.9;86.1;24.9;20.0;;65.6;40.7
109;Leeftijd: 25 tot 45 jaar;2002;90.2;88.1;22.1;19.8;;68.2;44.3
110;Leeftijd: 25 tot 45 jaar;2003;91.0;85.8;19.6;16.0;;71.0;46.1
111;Leeftijd: 25 tot 45 jaar;2004;90.9;88.5;18.0;;6.3;68.9;52.6
112;Leeftijd: 45 tot 65 jaar;1997;89.6;80.0;43.2;32.9;;58.9;19.8
113;Leeftijd: 45 tot 65 jaar;1998;89.4;79.0;39.6;30.3;;62.6;24.2
114;Leeftijd: 45 tot 65 jaar;1999;88.0;81.3;39.9;28.2;;62.5;36.5
115;Leeftijd: 45 tot 65 jaar;2000;91.4;83.4;37.7;33.5;;62.9;43.5
116;Leeftijd: 45 tot 65 jaar;2001;90.6;82.3;36.1;27.6;;65.0;44.1
117;Leeftijd: 45 tot 65 jaar;2002;89.8;84.9;37.2;29.1;;65.6;49.8
118;Leeftijd: 45 tot 65 jaar;2003;90.4;84.2;31.6;28.1;;64.4;50.6
119;Leeftijd: 45 tot 65 jaar;2004;90.0;83.1;32.1;;7.3;66.2;55.8
120;Leeftijd: 65 jaar of ouder;1997;74.5;79.6;43.2;26.6;;42.9;11.0
121;Leeftijd: 65 jaar of ouder;1998;70.2;77.6;45.3;31.2;;43.8;24.7
122;Leeftijd: 65 jaar of ouder;1999;69.8;81.4;38.8;31.0;;43.8;28.6
123;Leeftijd: 65 jaar of ouder;2000;73.6;76.9;41.4;24.8;;43.1;33.5
124;Leeftijd: 65 jaar of ouder;2001;69.4;81.6;40.6;22.5;;44.9;39.8
125;Leeftijd: 65 jaar of ouder;2002;73.1;77.9;40.6;28.5;;46.8;39.4
126;Leeftijd: 65 jaar of ouder;2003;73.9;80.5;39.8;25.2;;46.2;41.4
127;Leeftijd: 65 jaar of ouder;2004;71.9;82.5;34.5;;5.1;48.8;47.1
128;Leeftijd: 0 tot 15 jaar;1997;97.4;90.8;34.3;21.8;;;
129;Leeftijd: 0 tot 15 jaar;1998;96.7;91.9;24.5;20.8;;;
130;Leeftijd: 0 tot 15 jaar;1999;98.4;92.6;26.6;27.7;;;
131;Leeftijd: 0 tot 15 jaar;2000;97.6;92.6;23.4;24.5;;;
132;Leeftijd: 0 tot 15 jaar;2001;98.9;92.8;23.0;24.1;;;
133;Leeftijd: 0 tot 15 jaar;2002;99.0;93.5;22.0;23.8;;;
134;Leeftijd: 0 tot 15 jaar;2003;97.6;93.1;17.7;21.4;;;
135;Leeftijd: 0 tot 15 jaar;2004;97.8;92.4;14.9;;6.4;;
136;Leeftijd: 15 tot 20 jaar;1997;93.7;88.5;45.9;23.0;;4.1;
137;Leeftijd: 15 tot 20 jaar;1998;90.9;91.1;37.6;21.4;;3.4;
138;Leeftijd: 15 tot 20 jaar;1999;90.4;91.2;34.9;19.7;;7.6;
139;Leeftijd: 15 tot 20 jaar;2000;90.2;91.5;29.8;23.7;;9.2;
140;Leeftijd: 15 tot 20 jaar;2001;89.8;93.4;25.6;17.7;;11.2;
141;Leeftijd: 15 tot 20 jaar;2002;91.5;93.2;24.3;17.9;;13.4;
142;Leeftijd: 15 tot 20 jaar;2003;92.5;90.6;19.9;19.1;;15.1;
143;Leeftijd: 15 tot 20 jaar;2004;92.8;92.6;19.8;;2.4;13.9;
144;Leeftijd: 20 tot 25 jaar;1997;88.1;85.4;29.9;14.8;;41.5;10.3
145;Leeftijd: 20 tot 25 jaar;1998;86.2;87.8;25.0;14.9;;36.8;12.1
146;Leeftijd: 20 tot 25 jaar;1999;82.5;90.3;31.4;11.2;;40.2;22.2
147;Leeftijd: 20 tot 25 jaar;2000;81.0;88.0;21.7;11.3;;39.9;43.0
148;Leeftijd: 20 tot 25 jaar;2001;85.3;92.1;30.8;11.6;;43.8;34.1
149;Leeftijd: 20 tot 25 jaar;2002;82.8;91.6;18.1;13.4;;39.1;27.3
150;Leeftijd: 20 tot 25 jaar;2003;83.4;88.0;18.3;8.2;;43.6;27.5
151;Leeftijd: 20 tot 25 jaar;2004;84.1;89.0;16.1;;2.5;42.4;38.2
152;Leeftijd: 25 tot 35 jaar;1997;92.3;83.6;24.8;20.7;;64.2;19.2
153;Leeftijd: 25 tot 35 jaar;1998;88.7;84.4;23.9;18.6;;62.9;21.0
154;Leeftijd: 25 tot 35 jaar;1999;89.2;84.8;23.0;20.1;;66.3;31.3
155;Leeftijd: 25 tot 35 jaar;2000;90.8;87.4;21.6;16.1;;65.6;36.8
156;Leeftijd: 25 tot 35 jaar;2001;89.4;89.6;21.4;17.3;;64.2;42.1
157;Leeftijd: 25 tot 35 jaar;2002;88.1;89.1;20.5;16.7;;68.1;46.1
158;Leeftijd: 25 tot 35 jaar;2003;90.1;87.1;16.9;10.5;;68.2;43.8
159;Leeftijd: 25 tot 35 jaar;2004;89.4;90.1;15.8;;5.6;66.9;48.1
160;Leeftijd: 35 tot 45 jaar;1997;92.1;81.7;30.9;26.6;;62.2;17.9
161;Leeftijd: 35 tot 45 jaar;1998;91.3;81.9;32.7;24.6;;66.1;24.9
162;Leeftijd: 35 tot 45 jaar;1999;92.3;83.4;27.5;24.8;;64.4;33.6
163;Leeftijd: 35 tot 45 jaar;2000;91.1;84.8;29.1;22.2;;66.5;41.9
164;Leeftijd: 35 tot 45 jaar;2001;90.3;82.9;28.3;22.5;;66.9;39.3
165;Leeftijd: 35 tot 45 jaar;2002;92.2;87.3;23.5;22.4;;68.2;42.7
166;Leeftijd: 35 tot 45 jaar;2003;91.8;84.5;22.2;21.0;;73.6;48.1
167;Leeftijd: 35 tot 45 jaar;2004;92.3;87.2;19.8;;6.9;70.6;56.3
168;Leeftijd: 45 tot 55 jaar;1997;89.7;80.9;41.2;34.1;;61.8;20.5
169;Leeftijd: 45 tot 55 jaar;1998;89.7;79.7;38.1;28.5;;65.6;24.3
170;Leeftijd: 45 tot 55 jaar;1999;87.8;82.6;39.9;28.5;;62.4;38.3
171;Leeftijd: 45 tot 55 jaar;2000;92.3;83.5;35.8;33.2;;63.5;43.6
172;Leeftijd: 45 tot 55 jaar;2001;91.1;83.8;36.5;26.5;;67.1;45.5
173;Leeftijd: 45 tot 55 jaar;2002;89.7;83.4;38.3;28.7;;68.1;49.0
174;Leeftijd: 45 tot 55 jaar;2003;90.7;83.9;31.4;27.3;;66.4;49.1
175;Leeftijd: 45 tot 55 jaar;2004;89.8;83.4;29.4;;7.3;67.9;53.9
176;Leeftijd: 55 tot 65 jaar;1997;89.4;78.8;46.0;31.2;;54.7;18.7
177;Leeftijd: 55 tot 65 jaar;1998;88.9;77.9;41.8;33.2;;58.0;24.1
178;Leeftijd: 55 tot 65 jaar;1999;88.2;79.4;40.0;27.7;;62.7;33.7
179;Leeftijd: 55 tot 65 jaar;2000;90.1;83.3;40.4;34.0;;62.1;43.5
180;Leeftijd: 55 tot 65 jaar;2001;90.0;80.2;35.5;29.2;;62.1;41.9
181;Leeftijd: 55 tot 65 jaar;2002;89.8;87.0;35.5;29.7;;62.0;51.1
182;Leeftijd: 55 tot 65 jaar;2003;90.0;84.7;32.0;29.1;;61.6;52.6
183;Leeftijd: 55 tot 65 jaar;2004;90.3;82.8;35.5;;7.3;64.2;58.2
184;Leeftijd: 65 tot 75 jaar;1997;85.1;82.2;43.2;27.4;;49.6;12.0
185;Leeftijd: 65 tot 75 jaar;1998;81.0;77.1;45.8;31.6;;54.0;26.7
186;Leeftijd: 65 tot 75 jaar;1999;84.4;81.7;39.4;33.7;;51.1;30.9
187;Leeftijd: 65 tot 75 jaar;2000;84.7;77.9;39.6;25.0;;51.0;37.7
188;Leeftijd: 65 tot 75 jaar;2001;81.4;82.9;41.5;24.3;;52.3;43.8
189;Leeftijd: 65 tot 75 jaar;2002;87.4;80.9;38.5;31.0;;53.6;44.4
190;Leeftijd: 65 tot 75 jaar;2003;85.0;81.2;38.4;25.3;;53.6;47.9
191;Leeftijd: 65 tot 75 jaar;2004;83.1;82.3;33.2;;6.5;58.2;49.2
192;Leeftijd: 75 tot 85 jaar;1997;66.1;75.6;42.9;25.9;;36.3;9.5
193;Leeftijd: 75 tot 85 jaar;1998;57.4;78.4;44.1;31.1;;27.1;20.6
194;Leeftijd: 75 tot 85 jaar;1999;53.1;80.2;36.2;26.5;;36.2;23.7
195;Leeftijd: 75 tot 85 jaar;2000;61.7;74.2;45.7;25.0;;33.8;23.1
196;Leeftijd: 75 tot 85 jaar;2001;59.5;79.3;36.8;18.4;;38.6;31.4
197;Leeftijd: 75 tot 85 jaar;2002;59.7;71.2;45.6;23.8;;41.3;32.2
198;Leeftijd: 75 tot 85 jaar;2003;62.6;82.1;41.5;26.3;;39.9;29.1
199;Leeftijd: 75 tot 85 jaar;2004;61.9;82.9;37.3;;2.2;38.0;44.3
200;Leeftijd: 85 jaar of ouder;1997;;;;;;;
201;Leeftijd: 85 jaar of ouder;1998;;;;;;;
202;Leeftijd: 85 jaar of ouder;1999;;;;;;;
203;Leeftijd: 85 jaar of ouder;2000;;;;;;;
204;Leeftijd: 85 jaar of ouder;2001;;;;;;;
205;Leeftijd: 85 jaar of ouder;2002;;;;;;;
206;Leeftijd: 85 jaar of ouder;2003;;;;;;;
207;Leeftijd: 85 jaar of ouder;2004;27.4;;;;;22.8;
208;90;1997;94.6;91.6;35.7;23.7;;;
209;90;1998;95.6;93.1;29.1;23.2;;;
210;90;1999;94.0;90.5;26.0;21.5;;;
211;90;2000;95.8;93.9;21.0;24.8;;;
212;90;2001;96.0;92.8;22.9;20.8;;;
213;90;2002;95.5;94.7;22.4;21.7;;;
214;90;2003;98.1;92.2;15.8;23.2;;;
215;90;2004;96.9;91.9;15.9;;3.9;;
216;92;1997;88.8;86.0;35.4;18.4;;37.8;14.1
217;92;1998;88.3;85.8;23.2;15.8;;33.2;16.8
218;92;1999;83.7;92.0;32.6;9.3;;36.7;23.9
219;92;2000;80.7;86.2;23.2;11.5;;42.6;41.1
220;92;2001;79.1;91.6;23.9;11.6;;38.9;43.8
221;92;2002;86.6;92.1;15.5;13.6;;35.1;24.0
222;92;2003;82.8;88.1;15.7;5.8;;41.9;31.1
223;92;2004;82.7;86.8;16.8;;1.8;40.6;43.7
224;94;1997;91.2;80.7;18.0;15.3;;71.8;22.7
225;94;1998;84.9;82.5;18.8;13.2;;72.5;26.4
226;94;1999;85.0;81.9;23.1;17.3;;72.9;32.0
227;94;2000;89.4;86.1;19.5;11.9;;70.8;43.7
228;94;2001;89.0;87.2;22.7;16.9;;69.0;43.1
229;94;2002;84.9;86.3;19.6;14.0;;71.8;52.3
230;94;2003;90.3;86.0;18.6;7.8;;73.6;49.4
231;94;2004;87.2;88.1;14.4;;4.4;72.3;55.7
232;96;1997;90.3;80.3;26.3;19.7;;73.5;21.5
233;96;1998;91.0;83.7;30.9;22.2;;75.5;30.8
234;96;1999;90.7;78.9;24.4;19.3;;77.1;38.9
235;96;2000;89.6;85.8;26.1;19.6;;72.8;48.4
236;96;2001;89.0;83.1;25.4;19.2;;73.4;47.5
237;96;2002;90.9;84.7;17.2;20.3;;72.0;52.3
238;96;2003;93.0;85.4;17.9;19.7;;77.6;56.3
239;96;2004;91.5;86.0;17.0;;5.6;74.8;66.7
240;98;1997;87.9;80.5;39.8;30.3;;76.3;26.8
241;98;1998;90.0;82.4;35.7;26.3;;78.9;29.2
242;98;1999;87.1;80.9;36.0;25.9;;77.7;43.1
243;98;2000;92.5;82.2;33.9;30.8;;72.6;50.9
244;98;2001;89.5;84.2;31.4;21.8;;77.6;51.1
245;98;2002;89.9;83.2;29.7;23.0;;79.7;55.6
246;98;2003;91.3;83.8;26.4;24.7;;74.8;56.8
247;98;2004;91.1;83.4;24.4;;6.6;75.5;62.3
248;Leeftijd: man 55 tot 65 jaar;1997;86.6;80.2;40.0;25.4;;78.1;22.6
249;Leeftijd: man 55 tot 65 jaar;1998;89.8;76.8;42.1;31.0;;80.6;25.3
250;Leeftijd: man 55 tot 65 jaar;1999;88.6;81.4;35.3;25.6;;79.8;36.6
251;Leeftijd: man 55 tot 65 jaar;2000;89.2;84.6;34.8;31.2;;81.0;47.3
252;Leeftijd: man 55 tot 65 jaar;2001;91.5;82.6;35.8;25.5;;79.4;49.3
253;Leeftijd: man 55 tot 65 jaar;2002;88.4;87.5;29.7;28.4;;82.5;58.3
254;Leeftijd: man 55 tot 65 jaar;2003;93.0;87.2;27.7;25.5;;80.3;56.8
255;Leeftijd: man 55 tot 65 jaar;2004;90.7;84.0;33.0;;6.8;80.4;65.6
256;Leeftijd: man 65 tot 75 jaar;1997;89.9;84.4;44.4;29.4;;75.9;14.9
257;Leeftijd: man 65 tot 75 jaar;1998;82.5;80.7;37.0;30.7;;81.0;28.6
258;Leeftijd: man 65 tot 75 jaar;1999;84.8;84.1;31.8;28.9;;81.9;35.0
259;Leeftijd: man 65 tot 75 jaar;2000;87.6;81.1;37.1;23.8;;78.5;38.8
260;Leeftijd: man 65 tot 75 jaar;2001;87.5;83.6;40.2;24.9;;81.8;50.5
261;Leeftijd: man 65 tot 75 jaar;2002;87.4;81.4;31.6;27.5;;77.9;48.8
262;Leeftijd: man 65 tot 75 jaar;2003;91.0;83.4;36.9;19.6;;79.7;51.9
263;Leeftijd: man 65 tot 75 jaar;2004;88.3;81.6;27.9;;5.0;81.9;55.3
264;Leeftijd: man 75 jr of ouder;1997;75.6;80.0;35.7;27.0;;64.1;12.6
265;Leeftijd: man 75 jr of ouder;1998;66.5;79.5;41.2;29.9;;56.7;21.9
266;Leeftijd: man 75 jr of ouder;1999;65.5;81.6;34.0;23.5;;70.5;28.6
267;Leeftijd: man 75 jr of ouder;2000;82.4;83.7;42.1;26.3;;69.6;24.4
268;Leeftijd: man 75 jr of ouder;2001;69.4;80.4;49.3;22.2;;65.8;35.2
269;Leeftijd: man 75 jr of ouder;2002;67.8;82.6;45.2;24.8;;60.8;35.8
270;Leeftijd: man 75 jr of ouder;2003;72.7;79.8;38.9;18.4;;55.3;37.8
271;Leeftijd: man 75 jr of ouder;2004;70.7;85.3;39.1;;3.8;64.3;46.2
272;91;1997;95.2;87.8;43.6;20.6;;;
273;91;1998;94.6;91.4;33.7;20.6;;;
274;91;1999;95.6;92.7;34.0;27.5;;;
275;91;2000;93.4;92.2;30.9;25.2;;;
276;91;2001;94.5;93.3;26.9;23.2;;;
277;91;2002;97.7;91.1;25.9;21.4;;;
278;91;2003;95.5;91.9;21.9;21.1;;;
279;91;2004;95.1;93.0;20.1;;5.8;;
280;93;1997;91.0;86.2;32.3;15.2;;27.6;
281;93;1998;84.2;90.2;34.3;15.7;;22.2;
282;93;1999;84.9;89.7;33.2;16.8;;25.9;19.3
283;93;2000;84.8;89.6;25.8;15.9;;21.1;
284;93;2001;92.2;93.2;32.9;13.1;;32.5;19.4
285;93;2002;81.8;92.9;22.4;14.4;;28.3;25.6
286;93;2003;84.7;88.6;21.8;11.4;;32.5;24.6
287;93;2004;88.6;93.0;16.3;;2.3;29.2;32.7
288;95;1997;93.3;86.3;31.5;25.9;;56.7;14.8
289;95;1998;92.4;86.1;28.5;23.5;;53.6;13.8
290;95;1999;93.4;87.6;22.9;22.8;;59.5;30.3
291;95;2000;92.3;88.8;23.8;20.6;;60.1;28.2
292;95;2001;89.8;92.0;20.1;17.7;;59.3;41.0
293;95;2002;91.4;91.7;21.4;19.3;;64.3;38.8
294;95;2003;89.9;88.2;15.1;13.4;;62.6;37.1
295;95;2004;91.7;92.0;17.2;;6.7;61.4;39.0
296;97;1997;94.1;83.1;35.6;33.5;;50.1;12.5
297;97;1998;91.7;80.1;34.6;27.0;;56.6;16.9
298;97;1999;93.7;87.5;30.3;29.8;;52.5;26.4
299;97;2000;92.5;83.8;32.0;24.7;;60.3;34.1
300;97;2001;91.7;82.6;31.1;25.7;;60.5;29.3
301;97;2002;93.4;89.8;29.7;24.5;;64.5;31.9
302;97;2003;90.4;83.5;26.9;22.5;;69.3;38.4
303;97;2004;93.0;88.5;22.7;;8.3;66.3;44.2
304;99;1997;91.5;81.2;42.6;37.9;;47.3;10.3
305;99;1998;89.3;77.0;40.7;30.8;;51.7;16.5
306;99;1999;88.7;84.6;44.3;31.3;;44.8;28.9
307;99;2000;92.0;84.9;37.8;35.8;;53.7;33.0
308;99;2001;92.7;83.4;41.8;31.3;;55.9;37.3
309;99;2002;89.6;83.6;47.6;34.8;;55.9;39.0
310;99;2003;90.2;84.0;36.4;29.9;;58.1;39.1
311;99;2004;88.4;83.4;34.7;;8.0;60.1;43.1
312;Leeftijd: vrouw 55 tot 65 jr;1997;92.1;77.7;51.2;36.3;;32.9;10.1
313;Leeftijd: vrouw 55 tot 65 jr;1998;88.1;79.0;41.5;35.2;;37.1;21.7
314;Leeftijd: vrouw 55 tot 65 jr;1999;87.8;77.3;44.9;29.9;;44.9;28.4
315;Leeftijd: vrouw 55 tot 65 jr;2000;91.0;81.9;46.3;36.9;;42.0;35.8
316;Leeftijd: vrouw 55 tot 65 jr;2001;88.5;77.6;35.1;33.4;;43.6;27.4
317;Leeftijd: vrouw 55 tot 65 jr;2002;91.2;86.6;41.2;30.9;;42.1;37.2
318;Leeftijd: vrouw 55 tot 65 jr;2003;87.2;82.1;36.5;32.9;;43.3;45.1
319;Leeftijd: vrouw 55 tot 65 jr;2004;90.0;81.6;38.1;;7.8;47.8;45.5
320;Leeftijd: vrouw 65 tot 75 jr;1997;80.8;80.1;42.0;25.3;;26.1;
321;Leeftijd: vrouw 65 tot 75 jr;1998;79.5;73.6;54.4;32.4;;28.7;21.6
322;Leeftijd: vrouw 65 tot 75 jr;1999;84.0;79.7;45.6;37.5;;26.3;20.4
323;Leeftijd: vrouw 65 tot 75 jr;2000;82.4;75.1;41.8;26.2;;28.0;35.2
324;Leeftijd: vrouw 65 tot 75 jr;2001;76.5;82.3;42.7;23.8;;28.7;28.7
325;Leeftijd: vrouw 65 tot 75 jr;2002;87.5;80.4;45.1;34.3;;30.7;33.9
326;Leeftijd: vrouw 65 tot 75 jr;2003;79.6;79.0;40.0;31.2;;30.5;38.6
327;Leeftijd: vrouw 65 tot 75 jr;2004;78.4;83.0;38.8;;8.1;36.3;36.3
328;Leeftijd: vrouw 75 jr of ouder;1997;49.6;68.9;49.9;23.2;;15.1;
329;Leeftijd: vrouw 75 jr of ouder;1998;43.8;78.5;46.2;30.5;;10.2;
330;Leeftijd: vrouw 75 jr of ouder;1999;38.4;79.5;40.6;25.2;;11.4;
331;Leeftijd: vrouw 75 jr of ouder;2000;43.6;65.7;48.4;22.4;;11.3;
332;Leeftijd: vrouw 75 jr of ouder;2001;43.7;77.1;29.5;15.7;;17.3;
333;Leeftijd: vrouw 75 jr of ouder;2002;46.4;62.0;44.9;22.0;;24.7;
334;Leeftijd: vrouw 75 jr of ouder;2003;49.6;78.5;46.1;31.2;;24.0;
335;Leeftijd: vrouw 75 jr of ouder;2004;47.6;80.9;36.0;;1.0;19.2;34.3
336;Leeftijd: man 0 tot 15 jaar;1997;96.6;96.9;31.0;22.3;;;
337;Leeftijd: man 0 tot 15 jaar;1998;96.9;95.1;20.7;18.8;;;
338;Leeftijd: man 0 tot 15 jaar;1999;98.7;91.5;23.8;27.8;;;
339;Leeftijd: man 0 tot 15 jaar;2000;98.2;96.0;20.2;25.4;;;
340;Leeftijd: man 0 tot 15 jaar;2001;97.9;93.1;23.6;20.4;;;
341;Leeftijd: man 0 tot 15 jaar;2002;99.5;95.7;23.7;28.6;;;
342;Leeftijd: man 0 tot 15 jaar;2003;100.0;93.0;15.7;23.3;;;
343;Leeftijd: man 0 tot 15 jaar;2004;97.8;89.7;12.6;;4.7;;
344;Leeftijd: man 15 tot 25 jr;1997;89.9;86.2;36.8;20.3;;37.8;14.1
345;Leeftijd: man 15 tot 25 jr;1998;90.3;87.7;27.7;19.6;;33.2;16.8
346;Leeftijd: man 15 tot 25 jr;1999;85.4;91.1;31.3;11.1;;36.7;23.9
347;Leeftijd: man 15 tot 25 jr;2000;85.2;88.4;22.6;16.4;;42.6;41.1
