ID;Achtergrondkenmerken;Perioden;Fietsbezitters_1;Veiligheidsslot_2;GegraveerdePostcode_3;Registratiekaart_4;Diefstalpreventiechip_5;Autogebruikers18_6;StartonderbrekerAlarminstallatie_7
667;33;2000;92.7;94.0;29.8;20.7;;26.5;50.6
668;33;2001;92.1;92.5;24.9;15.8;;28.3;
669;33;2002;92.1;92.4;24.1;17.2;;26.3;33.0
670;33;2003;91.5;88.3;20.3;15.7;;24.8;
671;33;2004;90.3;91.9;18.0;;2.5;24.9;51.8
672;34;1997;76.4;78.3;35.5;27.2;;53.3;23.3
673;34;1998;77.8;75.1;30.0;22.0;;56.2;21.4
674;34;1999;82.4;82.8;34.5;25.7;;54.6;29.9
675;34;2000;78.6;86.6;45.0;32.5;;52.8;28.8
676;34;2001;81.9;83.8;35.0;20.1;;55.3;38.0
677;34;2002;76.3;89.0;23.6;25.0;;52.6;52.8
678;34;2003;82.5;80.6;29.8;24.5;;54.7;49.6
679;34;2004;77.9;83.7;31.8;;4.8;52.9;54.3
680;35;1997;93.2;81.6;44.7;20.6;;73.7;
681;35;1998;97.8;79.3;38.5;39.2;;73.2;
682;35;1999;92.4;82.2;39.9;30.2;;75.6;43.4
683;35;2000;96.5;81.2;35.5;37.0;;71.1;40.4
684;35;2001;94.2;79.6;30.3;29.5;;68.5;46.1
685;35;2002;93.8;88.9;32.1;32.8;;67.9;48.3
686;35;2003;93.9;84.8;26.6;32.2;;76.9;59.1
687;35;2004;93.7;86.0;33.7;;4.7;79.5;58.4
688;36;1997;90.4;77.1;42.2;28.8;;42.5;12.4
689;36;1998;88.5;79.3;40.2;30.7;;42.4;14.8
690;36;1999;94.2;87.9;30.1;25.1;;43.0;28.4
691;36;2000;90.9;82.1;33.9;27.3;;49.3;30.1
692;36;2001;90.7;85.2;32.5;20.1;;42.8;27.8
693;36;2002;84.5;87.6;36.0;22.8;;48.3;35.5
694;36;2003;86.5;84.6;33.9;22.3;;45.1;36.5
695;36;2004;87.9;87.2;29.1;;5.4;50.8;41.6
696;37;1997;90.3;78.8;47.7;35.9;;36.5;13.0
697;37;1998;85.7;81.0;46.8;33.3;;37.6;23.2
698;37;1999;87.9;81.0;42.2;29.9;;43.5;29.3
699;37;2000;91.8;82.4;39.3;34.8;;37.3;34.9
700;37;2001;88.6;80.6;38.9;35.3;;44.1;35.7
701;37;2002;86.4;84.5;45.0;30.9;;45.7;42.2
702;37;2003;89.7;81.2;30.2;27.6;;48.0;46.0
703;37;2004;87.8;81.9;38.2;;7.4;42.3;52.0
704;38;1997;77.2;83.2;31.4;22.1;;47.9;9.6
705;38;1998;74.6;81.7;30.2;21.3;;47.9;22.1
706;38;1999;75.7;83.3;27.2;20.1;;50.4;20.2
707;38;2000;75.2;80.5;25.4;17.5;;48.6;32.9
708;38;2001;75.5;84.0;25.5;14.2;;53.5;29.8
709;38;2002;77.2;82.6;26.2;18.7;;55.0;32.5
710;38;2003;76.6;83.7;23.1;19.0;;54.9;33.0
711;38;2004;76.3;84.4;20.0;;3.7;53.4;42.2
712;39;1997;81.3;85.4;26.9;20.0;;45.3;14.1
713;39;1998;75.7;83.9;30.8;19.9;;37.2;6.1
714;39;1999;81.2;90.2;27.4;19.4;;42.9;24.4
715;39;2000;79.0;84.4;28.7;19.0;;52.7;22.6
716;39;2001;82.6;83.4;27.8;19.7;;52.5;31.6
717;39;2002;79.4;85.9;23.1;19.9;;54.2;36.3
718;39;2003;83.9;82.8;19.5;15.7;;54.8;29.5
719;39;2004;79.3;84.0;20.2;;2.8;51.4;38.8
720;40;1997;89.8;82.7;34.5;28.1;;57.6;18.6
721;40;1998;89.1;80.8;34.0;28.6;;57.7;26.4
722;40;1999;86.1;81.6;33.0;25.7;;60.3;36.8
723;40;2000;89.5;85.0;34.0;27.1;;59.2;44.9
724;40;2001;87.7;83.7;32.3;26.1;;61.1;46.6
725;40;2002;87.9;85.2;31.3;26.9;;62.4;49.5
726;40;2003;89.3;84.5;28.9;22.3;;62.4;51.7
727;40;2004;89.1;85.7;29.6;;7.5;62.5;55.7
728;41;1997;92.6;82.0;38.6;26.1;;57.2;19.2
729;41;1998;91.6;83.8;35.5;23.9;;61.6;21.9
730;41;1999;91.5;85.8;33.9;25.4;;59.4;34.8
731;41;2000;92.4;86.1;31.2;25.1;;61.1;40.7
732;41;2001;91.4;87.6;31.5;22.5;;60.5;41.7
733;41;2002;91.9;88.7;28.8;22.9;;60.9;45.9
734;41;2003;91.9;87.0;25.3;20.8;;64.9;47.6
735;41;2004;92.3;88.2;22.9;;6.0;64.8;54.4
736;46;1997;77.4;87.3;20.6;18.6;;49.0;18.7
737;46;1998;74.9;90.4;18.0;16.4;;46.7;27.1
738;46;1999;73.0;91.5;18.3;14.9;;46.6;35.9
739;46;2000;75.5;90.1;17.9;17.9;;46.2;46.2
740;46;2001;71.1;92.2;17.0;15.0;;45.0;47.8
741;46;2002;77.4;89.9;17.4;20.6;;50.8;46.0
742;46;2003;75.7;88.6;14.2;16.5;;47.4;44.1
743;46;2004;76.4;90.2;13.6;;5.4;48.0;50.1
744;45;1997;87.7;84.4;30.5;24.5;;55.7;19.4
745;45;1998;87.1;86.0;32.9;27.0;;54.7;27.9
746;45;1999;88.0;86.8;29.7;28.1;;56.8;33.9
747;45;2000;87.2;86.3;28.5;25.7;;57.9;41.7
748;45;2001;87.5;88.0;26.8;26.1;;59.3;41.5
749;45;2002;86.3;89.2;25.7;22.3;;58.5;45.5
750;45;2003;88.3;87.0;22.8;19.5;;60.8;46.4
751;45;2004;86.4;88.8;22.5;;5.5;60.1;54.2
752;44;1997;90.6;83.0;36.2;27.0;;55.2;15.9
753;44;1998;88.6;81.1;33.8;25.9;;58.7;18.8
754;44;1999;88.8;84.9;34.2;24.0;;57.9;34.6
755;44;2000;90.2;85.5;29.2;25.0;;61.9;40.7
756;44;2001;90.9;83.8;34.7;21.6;;61.6;41.8
757;44;2002;89.7;87.9;35.1;23.1;;61.6;47.8
758;44;2003;91.2;86.6;26.4;22.5;;64.0;48.5
759;44;2004;90.2;86.7;24.2;;5.9;63.6;53.7
760;43;1997;94.0;79.6;45.4;27.5;;57.7;18.3
761;43;1998;91.8;78.9;42.6;26.3;;60.3;23.3
762;43;1999;89.6;81.4;41.3;27.9;;60.9;30.5
763;43;2000;93.3;83.8;40.1;26.8;;60.7;36.7
764;43;2001;93.0;83.9;38.6;22.6;;64.2;36.0
765;43;2002;91.0;83.2;33.5;27.3;;63.6;42.2
766;43;2003;92.3;82.3;33.6;22.1;;65.7;45.1
767;43;2004;93.1;84.5;31.7;;6.4;67.3;52.1
768;42;1997;93.0;79.3;42.1;29.2;;57.2;14.6
769;42;1998;90.6;77.8;37.5;25.3;;62.0;18.0
770;42;1999;92.2;76.8;34.8;23.1;;64.7;28.7
771;42;2000;93.7;78.6;37.7;23.7;;61.7;36.2
772;42;2001;91.8;81.0;31.9;22.2;;64.1;42.1
773;42;2002;93.6;81.9;31.6;23.0;;65.2;39.6
774;42;2003;92.2;82.4;30.1;23.4;;69.3;44.5
775;42;2004;92.9;81.4;28.5;;6.6;66.9;48.6
776;72;1997;94.6;82.2;37.9;27.9;;61.9;18.8
777;72;1998;91.5;82.0;35.7;26.2;;63.7;25.0
778;72;1999;92.3;84.2;34.4;26.9;;63.7;36.5
779;72;2000;93.4;85.0;32.1;25.8;;65.1;42.6
780;72;2001;93.6;85.7;31.2;24.1;;66.5;44.6
781;72;2002;92.9;87.1;29.8;24.2;;67.4;48.8
782;72;2003;93.6;86.0;26.2;22.4;;69.8;50.1
783;72;2004;92.9;86.9;26.1;;6.7;69.0;56.0
784;73;1997;80.9;83.1;32.1;22.1;;46.1;15.0
785;73;1998;80.1;83.7;30.8;22.2;;46.3;19.2
786;73;1999;77.8;84.6;28.7;20.0;;47.9;25.3
787;73;2000;78.9;85.0;29.1;21.3;;45.8;34.7
788;73;2001;77.0;85.5;29.4;18.4;;47.6;34.1
789;73;2002;77.9;85.9;27.4;21.8;;47.1;34.2
790;73;2003;78.3;84.3;24.6;17.3;;46.7;35.1
791;73;2004;78.4;86.1;20.6;;4.4;47.3;42.8
792;74;1997;92.8;82.2;38.6;27.9;;58.1;18.1
793;74;1998;91.0;81.6;36.9;26.5;;60.7;22.6
794;74;1999;91.0;83.5;34.9;26.7;;61.0;33.1
795;74;2000;92.3;84.5;33.7;26.0;;61.6;39.7
796;74;2001;92.4;84.8;32.1;24.2;;63.8;42.3
797;74;2002;91.7;86.5;30.5;24.6;;62.9;45.5
798;74;2003;91.7;85.0;27.7;22.2;;65.7;47.3
799;74;2004;91.6;86.6;26.6;;6.3;65.3;53.7
800;75;1997;77.6;86.5;24.4;18.6;;47.6;17.1
801;75;1998;73.6;86.6;22.4;18.0;;46.0;25.2
802;75;1999;72.6;87.5;22.9;16.7;;48.3;32.1
803;75;2000;72.4;88.4;20.8;18.1;;44.9;43.9
804;75;2001;69.9;88.7;22.4;14.1;;44.7;38.1
805;75;2002;72.3;88.2;22.3;17.5;;51.1;41.2
806;75;2003;73.9;86.6;16.7;15.1;;47.2;39.9
807;75;2004;73.9;87.4;16.2;;4.7;48.9;47.4
808;76;1997;80.2;76.3;32.9;19.6;;48.0;11.7
809;76;1998;74.9;76.2;35.5;23.8;;42.9;22.2
810;76;1999;76.5;85.9;24.2;13.5;;41.7;25.7
811;76;2000;81.9;80.8;19.9;14.3;;51.8;34.4
812;76;2001;74.1;91.7;37.3;8.2;;45.6;30.4
813;76;2002;79.1;83.9;25.0;24.1;;42.3;32.9
814;76;2003;91.3;90.9;21.1;13.8;;49.0;38.6
815;76;2004;85.6;82.0;15.4;;2.3;47.1;41.3
816;77;1997;91.6;87.5;21.4;19.7;;;
817;77;1998;87.0;82.7;19.8;18.8;;;
818;77;1999;84.2;91.6;22.7;17.5;;;
819;77;2000;82.7;91.4;17.2;19.6;;;
820;77;2001;87.3;90.7;16.0;14.9;;;36.7
821;77;2002;87.5;92.3;17.0;17.0;;;
822;77;2003;85.2;94.6;10.4;22.3;;;
823;77;2004;86.8;89.1;14.0;;9.1;;
824;78;1997;88.7;82.3;36.4;26.0;;;
825;78;1998;86.9;82.6;34.5;25.0;;;
826;78;1999;86.6;84.0;32.8;24.7;;;
827;78;2000;88.3;84.7;31.7;24.5;;;
828;78;2001;87.1;85.5;31.2;22.4;;;41.4
829;78;2002;87.3;86.4;29.6;23.7;;;
830;78;2003;88.2;85.1;26.3;20.7;;;
831;78;2004;87.7;;;;;;
832;79;1997;;;;;;;23.8
833;79;1998;;;;;;;29.7
834;79;1999;;;;;;;35.6
835;79;2000;;;;;;;46.8
836;79;2001;;;;;;;42.8
837;79;2002;;;;;;;47.6
838;79;2003;;;;;;;48.5
839;79;2004;;;;;;;53.2
840;81;1997;;;;;;;20.7
841;81;1998;;;;;;;30.0
842;81;1999;;;;;;;38.5
843;81;2000;;;;;;;47.9
844;81;2001;;;;;;;34.1
845;81;2002;;;;;;;43.8
846;81;2003;;;;;;;46.5
847;81;2004;;;;;;;44.6
848;83;1997;;;;;;;23.5
849;83;1998;;;;;;;29.9
850;83;1999;;;;;;;33.8
851;83;2000;;;;;;;45.7
852;83;2001;;;;;;;45.5
853;83;2002;;;;;;;48.3
854;83;2003;;;;;;;48.1
855;83;2004;;;;;;;55.7
856;80;1997;;;;;;51.6;16.5
857;80;1998;;;;;;52.8;21.9
858;80;1999;;;;;;53.4;32.2
859;80;2000;;;;;;54.2;39.2
860;80;2001;;;;;;55.3;41.0
861;80;2002;;;;;;55.8;43.9
862;80;2003;;;;;;57.5;45.5
863;80;2004;87.9;86.6;24.5;;6.0;56.9;52.0
