ID;Vissoort;Perioden;AanvoerVerseVis_1;AanvoerDiepvriesvis_2
7703;30;2005 januari;.                                 ;.                                 
7704;30;2005 februari;.                                 ;.                                 
7705;30;2005 maart;.                                 ;.                                 
7706;30;2005 april;.                                 ;.                                 
7707;30;2005 mei;.                                 ;.                                 
7708;30;2005 juni;.                                 ;.                                 
7709;30;2005 juli;.                                 ;.                                 
7710;30;2005 augustus;.                                 ;.                                 
7711;30;2005 september;.                                 ;.                                 
7712;30;2005 oktober;.                                 ;.                                 
7713;30;2005 november;.                                 ;.                                 
7714;30;2005 december;.                                 ;.                                 
7715;30;2005;.                                 ;.                                 
7716;30;2006 januari;.                                 ;.                                 
7717;30;2006 februari;.                                 ;.                                 
7718;30;2006 maart;.                                 ;.                                 
7719;30;2006 april;.                                 ;.                                 
7720;30;2006 mei;.                                 ;.                                 
7721;30;2006 juni;.                                 ;.                                 
7722;30;2006 juli;.                                 ;.                                 
7723;30;2006 augustus;.                                 ;.                                 
7724;30;2006 september;.                                 ;.                                 
7725;30;2006 oktober;.                                 ;.                                 
7726;30;2006 november;.                                 ;.                                 
7727;30;2006 december;.                                 ;.                                 
7728;30;2006;.                                 ;.                                 
7729;30;2007 januari;.                                 ;.                                 
7730;30;2007 februari;.                                 ;.                                 
7731;30;2007 maart;.                                 ;.                                 
7732;30;2007 april;.                                 ;.                                 
7733;30;2007 mei;.                                 ;.                                 
7734;30;2007 juni;.                                 ;.                                 
7735;30;2007 juli;.                                 ;.                                 
7736;30;2007 augustus;.                                 ;.                                 
7737;30;2007 september;.                                 ;.                                 
7738;30;2007 oktober;.                                 ;.                                 
7739;30;2007 november;.                                 ;.                                 
7740;30;2007 december;.                                 ;.                                 
7741;30;2007;.                                 ;.                                 
7742;30;2008 januari;.                                 ;.                                 
7743;30;2008 februari;.                                 ;.                                 
7744;30;2008 maart;.                                 ;.                                 
7745;30;2008 april;.                                 ;.                                 
7746;30;2008 mei;.                                 ;.                                 
7747;30;2008 juni;.                                 ;.                                 
7748;30;2008 juli;.                                 ;.                                 
7749;30;2008 augustus;.                                 ;.                                 
7750;30;2008 september;.                                 ;.                                 
7751;30;2008 oktober;.                                 ;.                                 
7752;30;2008 november;.                                 ;.                                 
7753;30;2008 december;.                                 ;.                                 
7754;30;2008;.                                 ;.                                 
7755;30;2009 januari;.                                 ;.                                 
7756;30;2009 februari;.                                 ;.                                 
7757;30;2009 maart;.                                 ;.                                 
7758;30;2009 april;.                                 ;.                                 
7759;30;2009 mei;.                                 ;.                                 
7760;30;2009 juni;.                                 ;.                                 
7761;30;2009 juli;.                                 ;.                                 
7762;30;2009 augustus;.                                 ;.                                 
7763;30;2009 september;.                                 ;.                                 
7764;30;2009 oktober;.                                 ;.                                 
7765;30;2009 november;.                                 ;.                                 
7766;30;2009 december;.                                 ;.                                 
7767;30;2009;.                                 ;.                                 
7768;30;2010 januari;0                                 ;.                                 
7769;30;2010 februari;0                                 ;.                                 
7770;30;2010 maart;1                                 ;.                                 
7771;30;2010 april;0                                 ;.                                 
7772;30;2010 mei;0                                 ;.                                 
7773;30;2010 juni;0                                 ;.                                 
7774;30;2010 juli;1                                 ;.                                 
7775;30;2010 augustus;0                                 ;.                                 
7776;30;2010 september;0                                 ;.                                 
7777;30;2010 oktober;0                                 ;.                                 
7778;30;2010 november;0                                 ;.                                 
7779;30;2010 december;0                                 ;.                                 
7780;30;2010;3                                 ;.                                 
7781;30;2011 januari;.                                 ;.                                 
7782;30;2011 februari;.                                 ;.                                 
7783;30;2011 maart;.                                 ;.                                 
7784;30;2011 april;.                                 ;.                                 
7785;30;2011 mei;.                                 ;.                                 
7786;30;2011 juni;.                                 ;.                                 
7787;30;2011 juli;.                                 ;.                                 
7788;30;2011 augustus;.                                 ;.                                 
7789;30;2011 september;.                                 ;.                                 
7790;30;2011 oktober;.                                 ;.                                 
7791;30;2011 november;.                                 ;.                                 
7792;30;2011 december;.                                 ;.                                 
7793;30;2011;.                                 ;.                                 
7794;30;2012 januari;0                                 ;.                                 
7795;30;2012 februari;0                                 ;.                                 
7796;30;2012 maart;0                                 ;.                                 
7797;30;2012 april;.                                 ;.                                 
7798;30;2012 mei;0                                 ;.                                 
7799;30;2012 juni;0                                 ;.                                 
7800;30;2012 juli;0                                 ;.                                 
7801;30;2012 augustus;0                                 ;.                                 
7802;30;2012 september;0                                 ;.                                 
7803;30;2012 oktober;0                                 ;.                                 
7804;30;2012 november;0                                 ;.                                 
7805;30;2012 december;0                                 ;.                                 
7806;30;2012;1                                 ;.                                 
7807;30;2013 januari;.                                 ;.                                 
7808;30;2013 februari;.                                 ;.                                 
7809;30;2013 maart;.                                 ;.                                 
7810;30;2013 april;.                                 ;.                                 
7811;30;2013 mei;.                                 ;.                                 
7812;30;2013 juni;.                                 ;.                                 
7813;30;2013 juli;.                                 ;.                                 
7814;30;2013 augustus;.                                 ;.                                 
7815;30;2013 september;.                                 ;.                                 
7816;30;2013 oktober;.                                 ;.                                 
7817;30;2013 november;.                                 ;.                                 
7818;30;2013 december;.                                 ;.                                 
7819;30;2013;.                                 ;.                                 
7820;30;2014 januari;.                                 ;.                                 
7821;30;2014 februari;.                                 ;.                                 
7822;30;2014 maart;.                                 ;.                                 
7823;30;2014 april;.                                 ;.                                 
7824;30;2014 mei;.                                 ;.                                 
7825;30;2014 juni;.                                 ;.                                 
7826;30;2014 juli;.                                 ;.                                 
7827;30;2014 augustus;.                                 ;.                                 
7828;30;2014 september;.                                 ;.                                 
7829;30;2014 oktober;.                                 ;.                                 
7830;31;1994 januari;.                                 ;.                                 
7831;31;1994 februari;.                                 ;.                                 
7832;31;1994 maart;.                                 ;.                                 
7833;31;1994 april;.                                 ;.                                 
7834;31;1994 mei;.                                 ;.                                 
7835;31;1994 juni;.                                 ;.                                 
7836;31;1994 juli;.                                 ;.                                 
7837;31;1994 augustus;.                                 ;.                                 
7838;31;1994 september;.                                 ;.                                 
7839;31;1994 oktober;.                                 ;.                                 
7840;31;1994 november;.                                 ;.                                 
7841;31;1994 december;.                                 ;.                                 
7842;31;1994;.                                 ;.                                 
7843;31;1995 januari;.                                 ;.                                 
7844;31;1995 februari;.                                 ;.                                 
7845;31;1995 maart;.                                 ;.                                 
7846;31;1995 april;.                                 ;.                                 
7847;31;1995 mei;.                                 ;.                                 
7848;31;1995 juni;.                                 ;.                                 
7849;31;1995 juli;.                                 ;.                                 
7850;31;1995 augustus;.                                 ;.                                 
7851;31;1995 september;.                                 ;.                                 
7852;31;1995 oktober;.                                 ;.                                 
7853;31;1995 november;.                                 ;.                                 
7854;31;1995 december;.                                 ;.                                 
7855;31;1995;.                                 ;.                                 
7856;31;1996 januari;.                                 ;.                                 
7857;31;1996 februari;.                                 ;.                                 
7858;31;1996 maart;.                                 ;.                                 
7859;31;1996 april;.                                 ;.                                 
7860;31;1996 mei;.                                 ;.                                 
7861;31;1996 juni;.                                 ;.                                 
7862;31;1996 juli;.                                 ;.                                 
7863;31;1996 augustus;.                                 ;.                                 
7864;31;1996 september;.                                 ;.                                 
7865;31;1996 oktober;1                                 ;.                                 
7866;31;1996 november;.                                 ;.                                 
7867;31;1996 december;.                                 ;.                                 
7868;31;1996;2                                 ;.                                 
7869;31;1997 januari;.                                 ;.                                 
7870;31;1997 februari;.                                 ;.                                 
7871;31;1997 maart;.                                 ;.                                 
7872;31;1997 april;.                                 ;.                                 
7873;31;1997 mei;.                                 ;.                                 
7874;31;1997 juni;.                                 ;.                                 
7875;31;1997 juli;.                                 ;.                                 
7876;31;1997 augustus;.                                 ;.                                 
7877;31;1997 september;.                                 ;.                                 
7878;31;1997 oktober;.                                 ;.                                 
7879;31;1997 november;.                                 ;.                                 
7880;31;1997 december;.                                 ;.                                 
7881;31;1997;1                                 ;.                                 
7882;31;1998 januari;.                                 ;.                                 
7883;31;1998 februari;.                                 ;.                                 
7884;31;1998 maart;.                                 ;.                                 
7885;31;1998 april;.                                 ;.                                 
7886;31;1998 mei;1                                 ;.                                 
7887;31;1998 juni;.                                 ;.                                 
7888;31;1998 juli;.                                 ;.                                 
7889;31;1998 augustus;.                                 ;.                                 
7890;31;1998 september;.                                 ;.                                 
7891;31;1998 oktober;.                                 ;.                                 
7892;31;1998 november;.                                 ;.                                 
7893;31;1998 december;.                                 ;.                                 
7894;31;1998;1                                 ;.                                 
7895;31;1999 januari;.                                 ;.                                 
7896;31;1999 februari;.                                 ;.                                 
7897;31;1999 maart;.                                 ;.                                 
7898;31;1999 april;.                                 ;.                                 
7899;31;1999 mei;.                                 ;.                                 
7900;31;1999 juni;.                                 ;.                                 
7901;31;1999 juli;.                                 ;.                                 
7902;31;1999 augustus;.                                 ;.                                 
7903;31;1999 september;.                                 ;.                                 
7904;31;1999 oktober;.                                 ;.                                 
7905;31;1999 november;.                                 ;.                                 
7906;31;1999 december;.                                 ;.                                 
7907;31;1999;1                                 ;.                                 
7908;31;2000 januari;.                                 ;.                                 
7909;31;2000 februari;.                                 ;.                                 
7910;31;2000 maart;.                                 ;.                                 
7911;31;2000 april;.                                 ;.                                 
7912;31;2000 mei;.                                 ;.                                 
7913;31;2000 juni;.                                 ;.                                 
7914;31;2000 juli;.                                 ;.                                 
7915;31;2000 augustus;.                                 ;.                                 
7916;31;2000 september;.                                 ;.                                 
7917;31;2000 oktober;.                                 ;.                                 
7918;31;2000 november;.                                 ;.                                 
7919;31;2000 december;.                                 ;.                                 
7920;31;2000;.                                 ;.                                 
7921;31;2001 januari;.                                 ;.                                 
7922;31;2001 februari;.                                 ;.                                 
7923;31;2001 maart;.                                 ;.                                 
7924;31;2001 april;.                                 ;.                                 
7925;31;2001 mei;.                                 ;.                                 
7926;31;2001 juni;.                                 ;.                                 
7927;31;2001 juli;.                                 ;.                                 
7928;31;2001 augustus;.                                 ;.                                 
7929;31;2001 september;.                                 ;.                                 
7930;31;2001 oktober;.                                 ;.                                 
7931;31;2001 november;.                                 ;.                                 
7932;31;2001 december;.                                 ;.                                 
7933;31;2001;.                                 ;.                                 
7934;31;2002 januari;.                                 ;.                                 
7935;31;2002 februari;.                                 ;.                                 
7936;31;2002 maart;.                                 ;.                                 
7937;31;2002 april;.                                 ;.                                 
7938;31;2002 mei;.                                 ;.                                 
7939;31;2002 juni;.                                 ;.                                 
7940;31;2002 juli;.                                 ;.                                 
7941;31;2002 augustus;.                                 ;.                                 
7942;31;2002 september;.                                 ;.                                 
7943;31;2002 oktober;.                                 ;.                                 
7944;31;2002 november;.                                 ;.                                 
7945;31;2002 december;.                                 ;.                                 
7946;31;2002;.                                 ;.                                 
7947;31;2003 januari;.                                 ;.                                 
7948;31;2003 februari;.                                 ;.                                 
7949;31;2003 maart;.                                 ;.                                 
7950;31;2003 april;.                                 ;.                                 
7951;31;2003 mei;.                                 ;.                                 
7952;31;2003 juni;.                                 ;.                                 
7953;31;2003 juli;.                                 ;.                                 
7954;31;2003 augustus;.                                 ;.                                 
7955;31;2003 september;.                                 ;.                                 
7956;31;2003 oktober;.                                 ;.                                 
7957;31;2003 november;.                                 ;.                                 
7958;31;2003 december;.                                 ;.                                 
7959;31;2003;.                                 ;.                                 
7960;31;2004 januari;.                                 ;.                                 
7961;31;2004 februari;.                                 ;.                                 
7962;31;2004 maart;.                                 ;.                                 
7963;31;2004 april;.                                 ;.                                 
7964;31;2004 mei;.                                 ;.                                 
7965;31;2004 juni;.                                 ;.                                 
7966;31;2004 juli;.                                 ;.                                 
7967;31;2004 augustus;.                                 ;.                                 
7968;31;2004 september;.                                 ;.                                 
7969;31;2004 oktober;.                                 ;.                                 
7970;31;2004 november;.                                 ;.                                 
7971;31;2004 december;.                                 ;.                                 
7972;31;2004;.                                 ;.                                 
7973;31;2005 januari;.                                 ;.                                 
7974;31;2005 februari;.                                 ;.                                 
7975;31;2005 maart;.                                 ;.                                 
7976;31;2005 april;.                                 ;.                                 
7977;31;2005 mei;.                                 ;.                                 
7978;31;2005 juni;.                                 ;.                                 
7979;31;2005 juli;.                                 ;.                                 
7980;31;2005 augustus;.                                 ;.                                 
7981;31;2005 september;.                                 ;.                                 
7982;31;2005 oktober;.                                 ;.                                 
7983;31;2005 november;.                                 ;.                                 
7984;31;2005 december;.                                 ;.                                 
7985;31;2005;.                                 ;.                                 
7986;31;2006 januari;.                                 ;.                                 
7987;31;2006 februari;.                                 ;.                                 
7988;31;2006 maart;.                                 ;.                                 
7989;31;2006 april;.                                 ;.                                 
7990;31;2006 mei;.                                 ;.                                 
7991;31;2006 juni;.                                 ;.                                 
7992;31;2006 juli;.                                 ;.                                 
7993;31;2006 augustus;.                                 ;.                                 
7994;31;2006 september;.                                 ;.                                 
7995;31;2006 oktober;.                                 ;.                                 
7996;31;2006 november;.                                 ;.                                 
7997;31;2006 december;.                                 ;.                                 
7998;31;2006;.                                 ;.                                 
7999;31;2007 januari;.                                 ;.                                 
8000;31;2007 februari;.                                 ;.                                 
8001;31;2007 maart;.                                 ;.                                 
8002;31;2007 april;.                                 ;.                                 
8003;31;2007 mei;.                                 ;.                                 
8004;31;2007 juni;.                                 ;.                                 
8005;31;2007 juli;.                                 ;.                                 
8006;31;2007 augustus;.                                 ;.                                 
8007;31;2007 september;.                                 ;.                                 
8008;31;2007 oktober;.                                 ;.                                 
8009;31;2007 november;.                                 ;.                                 
8010;31;2007 december;.                                 ;.                                 
8011;31;2007;.                                 ;.                                 
8012;31;2008 januari;.                                 ;.                                 
8013;31;2008 februari;.                                 ;.                                 
8014;31;2008 maart;.                                 ;.                                 
8015;31;2008 april;.                                 ;.                                 
8016;31;2008 mei;.                                 ;.                                 
8017;31;2008 juni;.                                 ;.                                 
8018;31;2008 juli;.                                 ;.                                 
8019;31;2008 augustus;.                                 ;.                                 
8020;31;2008 september;.                                 ;.                                 
8021;31;2008 oktober;.                                 ;.                                 
8022;31;2008 november;.                                 ;.                                 
8023;31;2008 december;.                                 ;.                                 
8024;31;2008;.                                 ;.                                 
8025;31;2009 januari;.                                 ;.                                 
8026;31;2009 februari;.                                 ;.                                 
8027;31;2009 maart;.                                 ;.                                 
8028;31;2009 april;.                                 ;.                                 
8029;31;2009 mei;.                                 ;.                                 
8030;31;2009 juni;.                                 ;.                                 
8031;31;2009 juli;.                                 ;.                                 
8032;31;2009 augustus;.                                 ;.                                 
8033;31;2009 september;.                                 ;.                                 
8034;31;2009 oktober;.                                 ;.                                 
8035;31;2009 november;.                                 ;.                                 
8036;31;2009 december;.                                 ;.                                 
8037;31;2009;.                                 ;.                                 
8038;31;2010 januari;.                                 ;.                                 
8039;31;2010 februari;.                                 ;.                                 
8040;31;2010 maart;.                                 ;.                                 
8041;31;2010 april;.                                 ;.                                 
8042;31;2010 mei;.                                 ;.                                 
8043;31;2010 juni;.                                 ;.                                 
8044;31;2010 juli;.                                 ;.                                 
8045;31;2010 augustus;.                                 ;.                                 
8046;31;2010 september;.                                 ;.                                 
8047;31;2010 oktober;.                                 ;.                                 
8048;31;2010 november;.                                 ;.                                 
8049;31;2010 december;.                                 ;.                                 
8050;31;2010;.                                 ;.                                 
8051;31;2011 januari;.                                 ;.                                 
8052;31;2011 februari;.                                 ;.                                 
8053;31;2011 maart;.                                 ;.                                 
8054;31;2011 april;.                                 ;.                                 
8055;31;2011 mei;0                                 ;.                                 
8056;31;2011 juni;.                                 ;.                                 
8057;31;2011 juli;.                                 ;.                                 
8058;31;2011 augustus;.                                 ;.                                 
8059;31;2011 september;.                                 ;.                                 
8060;31;2011 oktober;.                                 ;.                                 
8061;31;2011 november;.                                 ;.                                 
8062;31;2011 december;.                                 ;.                                 
8063;31;2011;0                                 ;.                                 
8064;31;2012 januari;0                                 ;0                                 
8065;31;2012 februari;.                                 ;.                                 
8066;31;2012 maart;.                                 ;.                                 
8067;31;2012 april;.                                 ;.                                 
8068;31;2012 mei;.                                 ;.                                 
8069;31;2012 juni;.                                 ;.                                 
8070;31;2012 juli;.                                 ;.                                 
8071;31;2012 augustus;.                                 ;.                                 
8072;31;2012 september;.                                 ;.                                 
8073;31;2012 oktober;.                                 ;.                                 
8074;31;2012 november;.                                 ;.                                 
8075;31;2012 december;.                                 ;.                                 
8076;31;2012;0                                 ;0                                 
8077;31;2013 januari;.                                 ;.                                 
8078;31;2013 februari;.                                 ;.                                 
8079;31;2013 maart;.                                 ;.                                 
8080;31;2013 april;.                                 ;.                                 
8081;31;2013 mei;.                                 ;.                                 
8082;31;2013 juni;.                                 ;.                                 
8083;31;2013 juli;.                                 ;.                                 
8084;31;2013 augustus;.                                 ;.                                 
8085;31;2013 september;.                                 ;.                                 
8086;31;2013 oktober;.                                 ;.                                 
8087;31;2013 november;.                                 ;.                                 
8088;31;2013 december;.                                 ;.                                 
8089;31;2013;.                                 ;.                                 
8090;31;2014 januari;.                                 ;.                                 
8091;31;2014 februari;.                                 ;.                                 
8092;31;2014 maart;.                                 ;.                                 
8093;31;2014 april;.                                 ;.                                 
8094;31;2014 mei;.                                 ;.                                 
8095;31;2014 juni;.                                 ;.                                 
8096;31;2014 juli;.                                 ;.                                 
8097;31;2014 augustus;.                                 ;.                                 
8098;31;2014 september;.                                 ;.                                 
8099;31;2014 oktober;.                                 ;.                                 
8100;32;1994 januari;12                                ;.                                 
8101;32;1994 februari;6                                 ;.                                 
8102;32;1994 maart;10                                ;.                                 
8103;32;1994 april;19                                ;.                                 
8104;32;1994 mei;37                                ;.                                 
8105;32;1994 juni;60                                ;.                                 
8106;32;1994 juli;68                                ;.                                 
8107;32;1994 augustus;56                                ;.                                 
8108;32;1994 september;59                                ;.                                 
8109;32;1994 oktober;40                                ;.                                 
8110;32;1994 november;32                                ;.                                 
8111;32;1994 december;22                                ;.                                 
8112;32;1994;421                               ;.                                 
8113;32;1995 januari;6                                 ;.                                 
8114;32;1995 februari;4                                 ;.                                 
8115;32;1995 maart;11                                ;.                                 
8116;32;1995 april;21                                ;.                                 
8117;32;1995 mei;31                                ;.                                 
8118;32;1995 juni;40                                ;.                                 
8119;32;1995 juli;39                                ;.                                 
8120;32;1995 augustus;38                                ;.                                 
8121;32;1995 september;31                                ;.                                 
8122;32;1995 oktober;30                                ;.                                 
8123;32;1995 november;24                                ;.                                 
8124;32;1995 december;14                                ;.                                 
8125;32;1995;287                               ;.                                 
8126;32;1996 januari;8                                 ;.                                 
8127;32;1996 februari;4                                 ;.                                 
8128;32;1996 maart;4                                 ;.                                 
8129;32;1996 april;6                                 ;.                                 
8130;32;1996 mei;7                                 ;.                                 
8131;32;1996 juni;5                                 ;.                                 
8132;32;1996 juli;10                                ;.                                 
8133;32;1996 augustus;19                                ;.                                 
8134;32;1996 september;30                                ;.                                 
8135;32;1996 oktober;32                                ;.                                 
8136;32;1996 november;18                                ;.                                 
8137;32;1996 december;10                                ;.                                 
8138;32;1996;152                               ;.                                 
8139;32;1997 januari;11                                ;.                                 
8140;32;1997 februari;7                                 ;.                                 
8141;32;1997 maart;4                                 ;.                                 
8142;32;1997 april;9                                 ;.                                 
8143;32;1997 mei;21                                ;.                                 
8144;32;1997 juni;26                                ;.                                 
8145;32;1997 juli;24                                ;.                                 
8146;32;1997 augustus;19                                ;.                                 
8147;32;1997 september;15                                ;.                                 
8148;32;1997 oktober;22                                ;.                                 
8149;32;1997 november;19                                ;.                                 
8150;32;1997 december;15                                ;.                                 
8151;32;1997;191                               ;.                                 
8152;32;1998 januari;16                                ;.                                 
8153;32;1998 februari;5                                 ;.                                 
8154;32;1998 maart;4                                 ;.                                 
8155;32;1998 april;10                                ;.                                 
8156;32;1998 mei;20                                ;.                                 
8157;32;1998 juni;13                                ;.                                 
8158;32;1998 juli;25                                ;.                                 
8159;32;1998 augustus;26                                ;.                                 
8160;32;1998 september;25                                ;.                                 
8161;32;1998 oktober;25                                ;.                                 
8162;32;1998 november;23                                ;.                                 
8163;32;1998 december;3                                 ;.                                 
8164;32;1998;196                               ;.                                 
8165;32;1999 januari;7                                 ;.                                 
8166;32;1999 februari;1                                 ;.                                 
8167;32;1999 maart;1                                 ;.                                 
8168;32;1999 april;8                                 ;.                                 
8169;32;1999 mei;11                                ;.                                 
8170;32;1999 juni;15                                ;.                                 
8171;32;1999 juli;20                                ;.                                 
8172;32;1999 augustus;16                                ;.                                 
8173;32;1999 september;23                                ;.                                 
8174;32;1999 oktober;21                                ;.                                 
8175;32;1999 november;14                                ;.                                 
8176;32;1999 december;3                                 ;.                                 
8177;32;1999;142                               ;.                                 
8178;32;2000 januari;.                                 ;.                                 
8179;32;2000 februari;2                                 ;.                                 
8180;32;2000 maart;1                                 ;.                                 
8181;32;2000 april;.                                 ;.                                 
8182;32;2000 mei;17                                ;.                                 
8183;32;2000 juni;17                                ;.                                 
8184;32;2000 juli;17                                ;.                                 
8185;32;2000 augustus;23                                ;.                                 
8186;32;2000 september;36                                ;.                                 
8187;32;2000 oktober;26                                ;.                                 
8188;32;2000 november;11                                ;.                                 
8189;32;2000 december;14                                ;.                                 
8190;32;2000;178                               ;.                                 
8191;32;2001 januari;.                                 ;.                                 
8192;32;2001 februari;3                                 ;.                                 
8193;32;2001 maart;4                                 ;.                                 
8194;32;2001 april;3                                 ;.                                 
8195;32;2001 mei;11                                ;.                                 
8196;32;2001 juni;19                                ;.                                 
8197;32;2001 juli;27                                ;.                                 
8198;32;2001 augustus;27                                ;.                                 
8199;32;2001 september;28                                ;.                                 
8200;32;2001 oktober;17                                ;.                                 
8201;32;2001 november;8                                 ;.                                 
8202;32;2001 december;27                                ;.                                 
8203;32;2001;174                               ;.                                 
8204;32;2002 januari;.                                 ;.                                 
