ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
7238;Totaal mannen en vrouwen;Totaal;België;17 jaar;2024;1053
7239;Totaal mannen en vrouwen;Totaal;België;18 jaar;2022;934
7240;Totaal mannen en vrouwen;Totaal;België;18 jaar;2023;926
7241;Totaal mannen en vrouwen;Totaal;België;18 jaar;2024;951
7242;Totaal mannen en vrouwen;Totaal;België;19 jaar;2022;967
7243;Totaal mannen en vrouwen;Totaal;België;19 jaar;2023;920
7244;Totaal mannen en vrouwen;Totaal;België;19 jaar;2024;913
7245;Totaal mannen en vrouwen;Totaal;België;20 jaar;2022;975
7246;Totaal mannen en vrouwen;Totaal;België;20 jaar;2023;944
7247;Totaal mannen en vrouwen;Totaal;België;20 jaar;2024;912
7248;Totaal mannen en vrouwen;Totaal;België;21 jaar;2022;958
7249;Totaal mannen en vrouwen;Totaal;België;21 jaar;2023;951
7250;Totaal mannen en vrouwen;Totaal;België;21 jaar;2024;927
7251;Totaal mannen en vrouwen;Totaal;België;22 jaar;2022;935
7252;Totaal mannen en vrouwen;Totaal;België;22 jaar;2023;939
7253;Totaal mannen en vrouwen;Totaal;België;22 jaar;2024;925
7254;Totaal mannen en vrouwen;Totaal;België;23 jaar;2022;877
7255;Totaal mannen en vrouwen;Totaal;België;23 jaar;2023;913
7256;Totaal mannen en vrouwen;Totaal;België;23 jaar;2024;922
7257;Totaal mannen en vrouwen;Totaal;België;24 jaar;2022;813
7258;Totaal mannen en vrouwen;Totaal;België;24 jaar;2023;859
7259;Totaal mannen en vrouwen;Totaal;België;24 jaar;2024;897
7260;Totaal mannen en vrouwen;Totaal;België;25 jaar;2022;677
7261;Totaal mannen en vrouwen;Totaal;België;25 jaar;2023;797
7262;Totaal mannen en vrouwen;Totaal;België;25 jaar;2024;844
7263;Totaal mannen en vrouwen;Totaal;België;26 jaar;2022;580
7264;Totaal mannen en vrouwen;Totaal;België;26 jaar;2023;670
7265;Totaal mannen en vrouwen;Totaal;België;26 jaar;2024;791
7266;Totaal mannen en vrouwen;Totaal;België;27 jaar;2022;578
7267;Totaal mannen en vrouwen;Totaal;België;27 jaar;2023;571
7268;Totaal mannen en vrouwen;Totaal;België;27 jaar;2024;660
7269;Totaal mannen en vrouwen;Totaal;België;28 jaar;2022;571
7270;Totaal mannen en vrouwen;Totaal;België;28 jaar;2023;568
7271;Totaal mannen en vrouwen;Totaal;België;28 jaar;2024;558
7272;Totaal mannen en vrouwen;Totaal;België;29 jaar;2022;596
7273;Totaal mannen en vrouwen;Totaal;België;29 jaar;2023;564
7274;Totaal mannen en vrouwen;Totaal;België;29 jaar;2024;560
7275;Totaal mannen en vrouwen;Totaal;België;30 jaar;2022;574
7276;Totaal mannen en vrouwen;Totaal;België;30 jaar;2023;586
7277;Totaal mannen en vrouwen;Totaal;België;30 jaar;2024;555
7278;Totaal mannen en vrouwen;Totaal;België;31 jaar;2022;593
7279;Totaal mannen en vrouwen;Totaal;België;31 jaar;2023;565
7280;Totaal mannen en vrouwen;Totaal;België;31 jaar;2024;576
7281;Totaal mannen en vrouwen;Totaal;België;32 jaar;2022;554
7282;Totaal mannen en vrouwen;Totaal;België;32 jaar;2023;581
7283;Totaal mannen en vrouwen;Totaal;België;32 jaar;2024;558
7284;Totaal mannen en vrouwen;Totaal;België;33 jaar;2022;580
7285;Totaal mannen en vrouwen;Totaal;België;33 jaar;2023;545
7286;Totaal mannen en vrouwen;Totaal;België;33 jaar;2024;572
7287;Totaal mannen en vrouwen;Totaal;België;34 jaar;2022;605
7288;Totaal mannen en vrouwen;Totaal;België;34 jaar;2023;573
7289;Totaal mannen en vrouwen;Totaal;België;34 jaar;2024;534
7290;Totaal mannen en vrouwen;Totaal;België;35 jaar;2022;642
7291;Totaal mannen en vrouwen;Totaal;België;35 jaar;2023;592
7292;Totaal mannen en vrouwen;Totaal;België;35 jaar;2024;564
7293;Totaal mannen en vrouwen;Totaal;België;36 jaar;2022;595
7294;Totaal mannen en vrouwen;Totaal;België;36 jaar;2023;635
7295;Totaal mannen en vrouwen;Totaal;België;36 jaar;2024;585
7296;Totaal mannen en vrouwen;Totaal;België;37 jaar;2022;477
7297;Totaal mannen en vrouwen;Totaal;België;37 jaar;2023;588
7298;Totaal mannen en vrouwen;Totaal;België;37 jaar;2024;625
7299;Totaal mannen en vrouwen;Totaal;België;38 jaar;2022;535
7300;Totaal mannen en vrouwen;Totaal;België;38 jaar;2023;461
7301;Totaal mannen en vrouwen;Totaal;België;38 jaar;2024;573
7302;Totaal mannen en vrouwen;Totaal;België;39 jaar;2022;537
7303;Totaal mannen en vrouwen;Totaal;België;39 jaar;2023;529
7304;Totaal mannen en vrouwen;Totaal;België;39 jaar;2024;454
7305;Totaal mannen en vrouwen;Totaal;België;40 jaar;2022;585
7306;Totaal mannen en vrouwen;Totaal;België;40 jaar;2023;530
7307;Totaal mannen en vrouwen;Totaal;België;40 jaar;2024;522
7308;Totaal mannen en vrouwen;Totaal;België;41 jaar;2022;595
7309;Totaal mannen en vrouwen;Totaal;België;41 jaar;2023;580
7310;Totaal mannen en vrouwen;Totaal;België;41 jaar;2024;519
7311;Totaal mannen en vrouwen;Totaal;België;42 jaar;2022;631
7312;Totaal mannen en vrouwen;Totaal;België;42 jaar;2023;587
7313;Totaal mannen en vrouwen;Totaal;België;42 jaar;2024;573
7314;Totaal mannen en vrouwen;Totaal;België;43 jaar;2022;648
7315;Totaal mannen en vrouwen;Totaal;België;43 jaar;2023;619
7316;Totaal mannen en vrouwen;Totaal;België;43 jaar;2024;582
7317;Totaal mannen en vrouwen;Totaal;België;44 jaar;2022;648
7318;Totaal mannen en vrouwen;Totaal;België;44 jaar;2023;639
7319;Totaal mannen en vrouwen;Totaal;België;44 jaar;2024;609
7320;Totaal mannen en vrouwen;Totaal;België;45 jaar;2022;635
7321;Totaal mannen en vrouwen;Totaal;België;45 jaar;2023;636
7322;Totaal mannen en vrouwen;Totaal;België;45 jaar;2024;628
7323;Totaal mannen en vrouwen;Totaal;België;46 jaar;2022;689
7324;Totaal mannen en vrouwen;Totaal;België;46 jaar;2023;621
7325;Totaal mannen en vrouwen;Totaal;België;46 jaar;2024;627
7326;Totaal mannen en vrouwen;Totaal;België;47 jaar;2022;687
7327;Totaal mannen en vrouwen;Totaal;België;47 jaar;2023;676
7328;Totaal mannen en vrouwen;Totaal;België;47 jaar;2024;611
7329;Totaal mannen en vrouwen;Totaal;België;48 jaar;2022;617
7330;Totaal mannen en vrouwen;Totaal;België;48 jaar;2023;675
7331;Totaal mannen en vrouwen;Totaal;België;48 jaar;2024;670
7332;Totaal mannen en vrouwen;Totaal;België;49 jaar;2022;584
7333;Totaal mannen en vrouwen;Totaal;België;49 jaar;2023;610
7334;Totaal mannen en vrouwen;Totaal;België;49 jaar;2024;663
7335;Totaal mannen en vrouwen;Totaal;België;50 jaar;2022;669
7336;Totaal mannen en vrouwen;Totaal;België;50 jaar;2023;577
7337;Totaal mannen en vrouwen;Totaal;België;50 jaar;2024;594
7338;Totaal mannen en vrouwen;Totaal;België;51 jaar;2022;652
7339;Totaal mannen en vrouwen;Totaal;België;51 jaar;2023;656
7340;Totaal mannen en vrouwen;Totaal;België;51 jaar;2024;563
7341;Totaal mannen en vrouwen;Totaal;België;52 jaar;2022;586
7342;Totaal mannen en vrouwen;Totaal;België;52 jaar;2023;638
7343;Totaal mannen en vrouwen;Totaal;België;52 jaar;2024;647
7344;Totaal mannen en vrouwen;Totaal;België;53 jaar;2022;547
7345;Totaal mannen en vrouwen;Totaal;België;53 jaar;2023;571
7346;Totaal mannen en vrouwen;Totaal;België;53 jaar;2024;625
7347;Totaal mannen en vrouwen;Totaal;België;54 jaar;2022;400
7348;Totaal mannen en vrouwen;Totaal;België;54 jaar;2023;531
7349;Totaal mannen en vrouwen;Totaal;België;54 jaar;2024;563
7350;Totaal mannen en vrouwen;Totaal;België;55 jaar;2022;411
7351;Totaal mannen en vrouwen;Totaal;België;55 jaar;2023;390
7352;Totaal mannen en vrouwen;Totaal;België;55 jaar;2024;522
7353;Totaal mannen en vrouwen;Totaal;België;56 jaar;2022;324
7354;Totaal mannen en vrouwen;Totaal;België;56 jaar;2023;396
7355;Totaal mannen en vrouwen;Totaal;België;56 jaar;2024;386
7356;Totaal mannen en vrouwen;Totaal;België;57 jaar;2022;268
7357;Totaal mannen en vrouwen;Totaal;België;57 jaar;2023;313
7358;Totaal mannen en vrouwen;Totaal;België;57 jaar;2024;390
7359;Totaal mannen en vrouwen;Totaal;België;58 jaar;2022;262
7360;Totaal mannen en vrouwen;Totaal;België;58 jaar;2023;263
7361;Totaal mannen en vrouwen;Totaal;België;58 jaar;2024;300
7362;Totaal mannen en vrouwen;Totaal;België;59 jaar;2022;272
7363;Totaal mannen en vrouwen;Totaal;België;59 jaar;2023;255
7364;Totaal mannen en vrouwen;Totaal;België;59 jaar;2024;252
7365;Totaal mannen en vrouwen;Totaal;België;60 jaar of meer;2022;2862
7366;Totaal mannen en vrouwen;Totaal;België;60 jaar of meer;2023;2938
7367;Totaal mannen en vrouwen;Totaal;België;60 jaar of meer;2024;3011
7368;Totaal mannen en vrouwen;Totaal;België;Onbekend;2022;468
7369;Totaal mannen en vrouwen;Totaal;België;Onbekend;2023;442
7370;Totaal mannen en vrouwen;Totaal;België;Onbekend;2024;426
7371;Totaal mannen en vrouwen;Totaal;Belize;Totaal;2022;28
7372;Totaal mannen en vrouwen;Totaal;Belize;Totaal;2023;33
7373;Totaal mannen en vrouwen;Totaal;Belize;Totaal;2024;40
7374;Totaal mannen en vrouwen;Totaal;Belize;Minder dan 1 jaar;2022;2
7375;Totaal mannen en vrouwen;Totaal;Belize;Minder dan 1 jaar;2023;8
7376;Totaal mannen en vrouwen;Totaal;Belize;Minder dan 1 jaar;2024;8
7377;Totaal mannen en vrouwen;Totaal;Belize;1 jaar;2022;5
7378;Totaal mannen en vrouwen;Totaal;Belize;1 jaar;2023;2
7379;Totaal mannen en vrouwen;Totaal;Belize;1 jaar;2024;8
7380;Totaal mannen en vrouwen;Totaal;Belize;2 jaar;2022;2
7381;Totaal mannen en vrouwen;Totaal;Belize;2 jaar;2023;3
7382;Totaal mannen en vrouwen;Totaal;Belize;2 jaar;2024;2
7383;Totaal mannen en vrouwen;Totaal;Belize;3 jaar;2022;4
7384;Totaal mannen en vrouwen;Totaal;Belize;3 jaar;2023;2
7385;Totaal mannen en vrouwen;Totaal;Belize;3 jaar;2024;2
7386;Totaal mannen en vrouwen;Totaal;Belize;4 jaar;2022;1
7387;Totaal mannen en vrouwen;Totaal;Belize;4 jaar;2023;4
7388;Totaal mannen en vrouwen;Totaal;Belize;4 jaar;2024;2
7389;Totaal mannen en vrouwen;Totaal;Belize;5 jaar;2022;0
7390;Totaal mannen en vrouwen;Totaal;Belize;5 jaar;2023;1
7391;Totaal mannen en vrouwen;Totaal;Belize;5 jaar;2024;4
7392;Totaal mannen en vrouwen;Totaal;Belize;6 jaar;2022;1
7393;Totaal mannen en vrouwen;Totaal;Belize;6 jaar;2023;0
7394;Totaal mannen en vrouwen;Totaal;Belize;6 jaar;2024;1
7395;Totaal mannen en vrouwen;Totaal;Belize;7 jaar;2022;1
7396;Totaal mannen en vrouwen;Totaal;Belize;7 jaar;2023;0
7397;Totaal mannen en vrouwen;Totaal;Belize;7 jaar;2024;0
7398;Totaal mannen en vrouwen;Totaal;Belize;8 jaar;2022;0
7399;Totaal mannen en vrouwen;Totaal;Belize;8 jaar;2023;1
7400;Totaal mannen en vrouwen;Totaal;Belize;8 jaar;2024;0
7401;Totaal mannen en vrouwen;Totaal;Belize;9 jaar;2022;3
7402;Totaal mannen en vrouwen;Totaal;Belize;9 jaar;2023;0
7403;Totaal mannen en vrouwen;Totaal;Belize;9 jaar;2024;1
7404;Totaal mannen en vrouwen;Totaal;Belize;10 jaar;2022;0
7405;Totaal mannen en vrouwen;Totaal;Belize;10 jaar;2023;3
7406;Totaal mannen en vrouwen;Totaal;Belize;10 jaar;2024;0
7407;Totaal mannen en vrouwen;Totaal;Belize;11 jaar;2022;0
7408;Totaal mannen en vrouwen;Totaal;Belize;11 jaar;2023;0
7409;Totaal mannen en vrouwen;Totaal;Belize;11 jaar;2024;3
7410;Totaal mannen en vrouwen;Totaal;Belize;12 jaar;2022;0
7411;Totaal mannen en vrouwen;Totaal;Belize;12 jaar;2023;0
7412;Totaal mannen en vrouwen;Totaal;Belize;12 jaar;2024;0
7413;Totaal mannen en vrouwen;Totaal;Belize;13 jaar;2022;0
7414;Totaal mannen en vrouwen;Totaal;Belize;13 jaar;2023;0
7415;Totaal mannen en vrouwen;Totaal;Belize;13 jaar;2024;0
7416;Totaal mannen en vrouwen;Totaal;Belize;14 jaar;2022;0
7417;Totaal mannen en vrouwen;Totaal;Belize;14 jaar;2023;0
7418;Totaal mannen en vrouwen;Totaal;Belize;14 jaar;2024;0
7419;Totaal mannen en vrouwen;Totaal;Belize;15 jaar;2022;0
7420;Totaal mannen en vrouwen;Totaal;Belize;15 jaar;2023;0
7421;Totaal mannen en vrouwen;Totaal;Belize;15 jaar;2024;0
7422;Totaal mannen en vrouwen;Totaal;Belize;16 jaar;2022;0
7423;Totaal mannen en vrouwen;Totaal;Belize;16 jaar;2023;0
7424;Totaal mannen en vrouwen;Totaal;Belize;16 jaar;2024;0
7425;Totaal mannen en vrouwen;Totaal;Belize;17 jaar;2022;1
7426;Totaal mannen en vrouwen;Totaal;Belize;17 jaar;2023;0
7427;Totaal mannen en vrouwen;Totaal;Belize;17 jaar;2024;0
7428;Totaal mannen en vrouwen;Totaal;Belize;18 jaar;2022;0
7429;Totaal mannen en vrouwen;Totaal;Belize;18 jaar;2023;1
7430;Totaal mannen en vrouwen;Totaal;Belize;18 jaar;2024;0
7431;Totaal mannen en vrouwen;Totaal;Belize;19 jaar;2022;1
7432;Totaal mannen en vrouwen;Totaal;Belize;19 jaar;2023;0
7433;Totaal mannen en vrouwen;Totaal;Belize;19 jaar;2024;1
7434;Totaal mannen en vrouwen;Totaal;Belize;20 jaar;2022;1
7435;Totaal mannen en vrouwen;Totaal;Belize;20 jaar;2023;1
7436;Totaal mannen en vrouwen;Totaal;Belize;20 jaar;2024;0
7437;Totaal mannen en vrouwen;Totaal;Belize;21 jaar;2022;0
7438;Totaal mannen en vrouwen;Totaal;Belize;21 jaar;2023;1
7439;Totaal mannen en vrouwen;Totaal;Belize;21 jaar;2024;1
7440;Totaal mannen en vrouwen;Totaal;Belize;22 jaar;2022;0
7441;Totaal mannen en vrouwen;Totaal;Belize;22 jaar;2023;0
7442;Totaal mannen en vrouwen;Totaal;Belize;22 jaar;2024;1
7443;Totaal mannen en vrouwen;Totaal;Belize;23 jaar;2022;2
7444;Totaal mannen en vrouwen;Totaal;Belize;23 jaar;2023;0
7445;Totaal mannen en vrouwen;Totaal;Belize;23 jaar;2024;0
7446;Totaal mannen en vrouwen;Totaal;Belize;24 jaar;2022;0
7447;Totaal mannen en vrouwen;Totaal;Belize;24 jaar;2023;2
7448;Totaal mannen en vrouwen;Totaal;Belize;24 jaar;2024;0
7449;Totaal mannen en vrouwen;Totaal;Belize;25 jaar;2022;0
7450;Totaal mannen en vrouwen;Totaal;Belize;25 jaar;2023;0
7451;Totaal mannen en vrouwen;Totaal;Belize;25 jaar;2024;2
7452;Totaal mannen en vrouwen;Totaal;Belize;26 jaar;2022;0
7453;Totaal mannen en vrouwen;Totaal;Belize;26 jaar;2023;0
7454;Totaal mannen en vrouwen;Totaal;Belize;26 jaar;2024;0
7455;Totaal mannen en vrouwen;Totaal;Belize;27 jaar;2022;0
7456;Totaal mannen en vrouwen;Totaal;Belize;27 jaar;2023;0
7457;Totaal mannen en vrouwen;Totaal;Belize;27 jaar;2024;0
7458;Totaal mannen en vrouwen;Totaal;Belize;28 jaar;2022;0
7459;Totaal mannen en vrouwen;Totaal;Belize;28 jaar;2023;0
7460;Totaal mannen en vrouwen;Totaal;Belize;28 jaar;2024;0
7461;Totaal mannen en vrouwen;Totaal;Belize;29 jaar;2022;0
7462;Totaal mannen en vrouwen;Totaal;Belize;29 jaar;2023;0
7463;Totaal mannen en vrouwen;Totaal;Belize;29 jaar;2024;0
7464;Totaal mannen en vrouwen;Totaal;Belize;30 jaar;2022;0
7465;Totaal mannen en vrouwen;Totaal;Belize;30 jaar;2023;0
7466;Totaal mannen en vrouwen;Totaal;Belize;30 jaar;2024;0
7467;Totaal mannen en vrouwen;Totaal;Belize;31 jaar;2022;0
7468;Totaal mannen en vrouwen;Totaal;Belize;31 jaar;2023;0
7469;Totaal mannen en vrouwen;Totaal;Belize;31 jaar;2024;0
7470;Totaal mannen en vrouwen;Totaal;Belize;32 jaar;2022;0
7471;Totaal mannen en vrouwen;Totaal;Belize;32 jaar;2023;0
7472;Totaal mannen en vrouwen;Totaal;Belize;32 jaar;2024;0
7473;Totaal mannen en vrouwen;Totaal;Belize;33 jaar;2022;0
7474;Totaal mannen en vrouwen;Totaal;Belize;33 jaar;2023;0
7475;Totaal mannen en vrouwen;Totaal;Belize;33 jaar;2024;0
7476;Totaal mannen en vrouwen;Totaal;Belize;34 jaar;2022;1
7477;Totaal mannen en vrouwen;Totaal;Belize;34 jaar;2023;0
7478;Totaal mannen en vrouwen;Totaal;Belize;34 jaar;2024;0
7479;Totaal mannen en vrouwen;Totaal;Belize;35 jaar;2022;0
7480;Totaal mannen en vrouwen;Totaal;Belize;35 jaar;2023;1
7481;Totaal mannen en vrouwen;Totaal;Belize;35 jaar;2024;0
7482;Totaal mannen en vrouwen;Totaal;Belize;36 jaar;2022;0
7483;Totaal mannen en vrouwen;Totaal;Belize;36 jaar;2023;0
7484;Totaal mannen en vrouwen;Totaal;Belize;36 jaar;2024;1
7485;Totaal mannen en vrouwen;Totaal;Belize;37 jaar;2022;0
7486;Totaal mannen en vrouwen;Totaal;Belize;37 jaar;2023;0
7487;Totaal mannen en vrouwen;Totaal;Belize;37 jaar;2024;0
7488;Totaal mannen en vrouwen;Totaal;Belize;38 jaar;2022;1
7489;Totaal mannen en vrouwen;Totaal;Belize;38 jaar;2023;0
7490;Totaal mannen en vrouwen;Totaal;Belize;38 jaar;2024;0
7491;Totaal mannen en vrouwen;Totaal;Belize;39 jaar;2022;0
7492;Totaal mannen en vrouwen;Totaal;Belize;39 jaar;2023;1
7493;Totaal mannen en vrouwen;Totaal;Belize;39 jaar;2024;0
7494;Totaal mannen en vrouwen;Totaal;Belize;40 jaar;2022;0
7495;Totaal mannen en vrouwen;Totaal;Belize;40 jaar;2023;0
7496;Totaal mannen en vrouwen;Totaal;Belize;40 jaar;2024;1
7497;Totaal mannen en vrouwen;Totaal;Belize;41 jaar;2022;0
7498;Totaal mannen en vrouwen;Totaal;Belize;41 jaar;2023;0
7499;Totaal mannen en vrouwen;Totaal;Belize;41 jaar;2024;0
7500;Totaal mannen en vrouwen;Totaal;Belize;42 jaar;2022;2
7501;Totaal mannen en vrouwen;Totaal;Belize;42 jaar;2023;0
7502;Totaal mannen en vrouwen;Totaal;Belize;42 jaar;2024;0
7503;Totaal mannen en vrouwen;Totaal;Belize;43 jaar;2022;0
7504;Totaal mannen en vrouwen;Totaal;Belize;43 jaar;2023;2
7505;Totaal mannen en vrouwen;Totaal;Belize;43 jaar;2024;0
7506;Totaal mannen en vrouwen;Totaal;Belize;44 jaar;2022;0
7507;Totaal mannen en vrouwen;Totaal;Belize;44 jaar;2023;0
7508;Totaal mannen en vrouwen;Totaal;Belize;44 jaar;2024;2
7509;Totaal mannen en vrouwen;Totaal;Belize;45 jaar;2022;0
7510;Totaal mannen en vrouwen;Totaal;Belize;45 jaar;2023;0
7511;Totaal mannen en vrouwen;Totaal;Belize;45 jaar;2024;0
7512;Totaal mannen en vrouwen;Totaal;Belize;46 jaar;2022;0
7513;Totaal mannen en vrouwen;Totaal;Belize;46 jaar;2023;0
7514;Totaal mannen en vrouwen;Totaal;Belize;46 jaar;2024;0
7515;Totaal mannen en vrouwen;Totaal;Belize;47 jaar;2022;0
7516;Totaal mannen en vrouwen;Totaal;Belize;47 jaar;2023;0
7517;Totaal mannen en vrouwen;Totaal;Belize;47 jaar;2024;0
7518;Totaal mannen en vrouwen;Totaal;Belize;48 jaar;2022;0
7519;Totaal mannen en vrouwen;Totaal;Belize;48 jaar;2023;0
7520;Totaal mannen en vrouwen;Totaal;Belize;48 jaar;2024;0
7521;Totaal mannen en vrouwen;Totaal;Belize;49 jaar;2022;0
7522;Totaal mannen en vrouwen;Totaal;Belize;49 jaar;2023;0
7523;Totaal mannen en vrouwen;Totaal;Belize;49 jaar;2024;0
7524;Totaal mannen en vrouwen;Totaal;Belize;50 jaar;2022;0
7525;Totaal mannen en vrouwen;Totaal;Belize;50 jaar;2023;0
7526;Totaal mannen en vrouwen;Totaal;Belize;50 jaar;2024;0
7527;Totaal mannen en vrouwen;Totaal;Belize;51 jaar;2022;0
7528;Totaal mannen en vrouwen;Totaal;Belize;51 jaar;2023;0
7529;Totaal mannen en vrouwen;Totaal;Belize;51 jaar;2024;0
7530;Totaal mannen en vrouwen;Totaal;Belize;52 jaar;2022;0
7531;Totaal mannen en vrouwen;Totaal;Belize;52 jaar;2023;0
7532;Totaal mannen en vrouwen;Totaal;Belize;52 jaar;2024;0
7533;Totaal mannen en vrouwen;Totaal;Belize;53 jaar;2022;0
7534;Totaal mannen en vrouwen;Totaal;Belize;53 jaar;2023;0
7535;Totaal mannen en vrouwen;Totaal;Belize;53 jaar;2024;0
7536;Totaal mannen en vrouwen;Totaal;Belize;54 jaar;2022;0
7537;Totaal mannen en vrouwen;Totaal;Belize;54 jaar;2023;0
7538;Totaal mannen en vrouwen;Totaal;Belize;54 jaar;2024;0
7539;Totaal mannen en vrouwen;Totaal;Belize;55 jaar;2022;0
7540;Totaal mannen en vrouwen;Totaal;Belize;55 jaar;2023;0
7541;Totaal mannen en vrouwen;Totaal;Belize;55 jaar;2024;0
7542;Totaal mannen en vrouwen;Totaal;Belize;56 jaar;2022;0
7543;Totaal mannen en vrouwen;Totaal;Belize;56 jaar;2023;0
7544;Totaal mannen en vrouwen;Totaal;Belize;56 jaar;2024;0
7545;Totaal mannen en vrouwen;Totaal;Belize;57 jaar;2022;0
7546;Totaal mannen en vrouwen;Totaal;Belize;57 jaar;2023;0
7547;Totaal mannen en vrouwen;Totaal;Belize;57 jaar;2024;0
7548;Totaal mannen en vrouwen;Totaal;Belize;58 jaar;2022;0
7549;Totaal mannen en vrouwen;Totaal;Belize;58 jaar;2023;0
7550;Totaal mannen en vrouwen;Totaal;Belize;58 jaar;2024;0
7551;Totaal mannen en vrouwen;Totaal;Belize;59 jaar;2022;0
7552;Totaal mannen en vrouwen;Totaal;Belize;59 jaar;2023;0
7553;Totaal mannen en vrouwen;Totaal;Belize;59 jaar;2024;0
7554;Totaal mannen en vrouwen;Totaal;Belize;60 jaar of meer;2022;0
7555;Totaal mannen en vrouwen;Totaal;Belize;60 jaar of meer;2023;0
7556;Totaal mannen en vrouwen;Totaal;Belize;60 jaar of meer;2024;0
7557;Totaal mannen en vrouwen;Totaal;Belize;Onbekend;2022;0
7558;Totaal mannen en vrouwen;Totaal;Belize;Onbekend;2023;0
7559;Totaal mannen en vrouwen;Totaal;Belize;Onbekend;2024;0
7560;Totaal mannen en vrouwen;Totaal;Benin;Totaal;2022;321
7561;Totaal mannen en vrouwen;Totaal;Benin;Totaal;2023;328
7562;Totaal mannen en vrouwen;Totaal;Benin;Totaal;2024;339
7563;Totaal mannen en vrouwen;Totaal;Benin;Minder dan 1 jaar;2022;24
7564;Totaal mannen en vrouwen;Totaal;Benin;Minder dan 1 jaar;2023;18
7565;Totaal mannen en vrouwen;Totaal;Benin;Minder dan 1 jaar;2024;24
7566;Totaal mannen en vrouwen;Totaal;Benin;1 jaar;2022;10
7567;Totaal mannen en vrouwen;Totaal;Benin;1 jaar;2023;21
7568;Totaal mannen en vrouwen;Totaal;Benin;1 jaar;2024;14
7569;Totaal mannen en vrouwen;Totaal;Benin;2 jaar;2022;14
7570;Totaal mannen en vrouwen;Totaal;Benin;2 jaar;2023;10
7571;Totaal mannen en vrouwen;Totaal;Benin;2 jaar;2024;17
7572;Totaal mannen en vrouwen;Totaal;Benin;3 jaar;2022;12
7573;Totaal mannen en vrouwen;Totaal;Benin;3 jaar;2023;12
7574;Totaal mannen en vrouwen;Totaal;Benin;3 jaar;2024;9
7575;Totaal mannen en vrouwen;Totaal;Benin;4 jaar;2022;10
7576;Totaal mannen en vrouwen;Totaal;Benin;4 jaar;2023;11
7577;Totaal mannen en vrouwen;Totaal;Benin;4 jaar;2024;11
7578;Totaal mannen en vrouwen;Totaal;Benin;5 jaar;2022;17
7579;Totaal mannen en vrouwen;Totaal;Benin;5 jaar;2023;10
7580;Totaal mannen en vrouwen;Totaal;Benin;5 jaar;2024;10
7581;Totaal mannen en vrouwen;Totaal;Benin;6 jaar;2022;15
7582;Totaal mannen en vrouwen;Totaal;Benin;6 jaar;2023;17
7583;Totaal mannen en vrouwen;Totaal;Benin;6 jaar;2024;9
7584;Totaal mannen en vrouwen;Totaal;Benin;7 jaar;2022;9
7585;Totaal mannen en vrouwen;Totaal;Benin;7 jaar;2023;15
7586;Totaal mannen en vrouwen;Totaal;Benin;7 jaar;2024;17
7587;Totaal mannen en vrouwen;Totaal;Benin;8 jaar;2022;12
7588;Totaal mannen en vrouwen;Totaal;Benin;8 jaar;2023;9
7589;Totaal mannen en vrouwen;Totaal;Benin;8 jaar;2024;15
7590;Totaal mannen en vrouwen;Totaal;Benin;9 jaar;2022;8
7591;Totaal mannen en vrouwen;Totaal;Benin;9 jaar;2023;12
7592;Totaal mannen en vrouwen;Totaal;Benin;9 jaar;2024;9
7593;Totaal mannen en vrouwen;Totaal;Benin;10 jaar;2022;16
7594;Totaal mannen en vrouwen;Totaal;Benin;10 jaar;2023;8
7595;Totaal mannen en vrouwen;Totaal;Benin;10 jaar;2024;12
7596;Totaal mannen en vrouwen;Totaal;Benin;11 jaar;2022;10
7597;Totaal mannen en vrouwen;Totaal;Benin;11 jaar;2023;16
7598;Totaal mannen en vrouwen;Totaal;Benin;11 jaar;2024;8
7599;Totaal mannen en vrouwen;Totaal;Benin;12 jaar;2022;8
7600;Totaal mannen en vrouwen;Totaal;Benin;12 jaar;2023;10
7601;Totaal mannen en vrouwen;Totaal;Benin;12 jaar;2024;16
7602;Totaal mannen en vrouwen;Totaal;Benin;13 jaar;2022;11
7603;Totaal mannen en vrouwen;Totaal;Benin;13 jaar;2023;8
7604;Totaal mannen en vrouwen;Totaal;Benin;13 jaar;2024;10
7605;Totaal mannen en vrouwen;Totaal;Benin;14 jaar;2022;13
7606;Totaal mannen en vrouwen;Totaal;Benin;14 jaar;2023;11
7607;Totaal mannen en vrouwen;Totaal;Benin;14 jaar;2024;7
7608;Totaal mannen en vrouwen;Totaal;Benin;15 jaar;2022;9
7609;Totaal mannen en vrouwen;Totaal;Benin;15 jaar;2023;12
7610;Totaal mannen en vrouwen;Totaal;Benin;15 jaar;2024;11
7611;Totaal mannen en vrouwen;Totaal;Benin;16 jaar;2022;10
7612;Totaal mannen en vrouwen;Totaal;Benin;16 jaar;2023;9
7613;Totaal mannen en vrouwen;Totaal;Benin;16 jaar;2024;12
7614;Totaal mannen en vrouwen;Totaal;Benin;17 jaar;2022;9
7615;Totaal mannen en vrouwen;Totaal;Benin;17 jaar;2023;10
7616;Totaal mannen en vrouwen;Totaal;Benin;17 jaar;2024;9
7617;Totaal mannen en vrouwen;Totaal;Benin;18 jaar;2022;12
7618;Totaal mannen en vrouwen;Totaal;Benin;18 jaar;2023;9
7619;Totaal mannen en vrouwen;Totaal;Benin;18 jaar;2024;10
