ID;KenmerkVanExporteur;Perioden;GroeiUitvoer_1;BijdrageAanTotaleGroeiUitvoer_2
66;08 Delfstoffenwinning (geen olie en gas);2012;-50447.0;0.0
67;08 Delfstoffenwinning (geen olie en gas);2013;-33126.0;0.0
68;08 Delfstoffenwinning (geen olie en gas);2014;28610.0;0.0
69;08 Delfstoffenwinning (geen olie en gas);2015;;
70;08 Delfstoffenwinning (geen olie en gas);2016;-42099.0;0.0
71;08 Delfstoffenwinning (geen olie en gas);2017;108870.0;0.0
72;08 Delfstoffenwinning (geen olie en gas);2018;38667.0;0.0
73;08 Delfstoffenwinning (geen olie en gas);2019;-14336.0;0.0
74;08 Delfstoffenwinning (geen olie en gas);2020;-28477.0;0.0
75;08 Delfstoffenwinning (geen olie en gas);2021;45659.0;0.0
76;08 Delfstoffenwinning (geen olie en gas);2022;;
77;09 Dienstverlening delfstoffenwinning;2012;38229.0;0.0
78;09 Dienstverlening delfstoffenwinning;2013;104142.0;0.0
79;09 Dienstverlening delfstoffenwinning;2014;-208073.0;0.0
80;09 Dienstverlening delfstoffenwinning;2015;;
81;09 Dienstverlening delfstoffenwinning;2016;242106.0;0.1
82;09 Dienstverlening delfstoffenwinning;2017;-172506.0;0.0
83;09 Dienstverlening delfstoffenwinning;2018;-109931.0;0.0
84;09 Dienstverlening delfstoffenwinning;2019;22027.0;0.0
85;09 Dienstverlening delfstoffenwinning;2020;-40883.0;0.0
86;09 Dienstverlening delfstoffenwinning;2021;10017.0;0.0
87;09 Dienstverlening delfstoffenwinning;2022;;
88;C Industrie;2012;1731411.0;0.4
89;C Industrie;2013;2207820.0;0.5
90;C Industrie;2014;1952625.0;0.5
91;C Industrie;2015;;
92;C Industrie;2016;-2550297.0;-0.6
93;C Industrie;2017;9965160.0;2.4
94;C Industrie;2018;8072465.0;1.7
95;C Industrie;2019;4796079.0;1.0
96;C Industrie;2020;-12720895.0;-2.5
97;C Industrie;2021;27805118.0;5.8
98;C Industrie;2022;;
99;10 Voedingsmiddelenindustrie;2012;-716681.0;-0.2
100;10 Voedingsmiddelenindustrie;2013;521189.0;0.1
101;10 Voedingsmiddelenindustrie;2014;66139.0;0.0
102;10 Voedingsmiddelenindustrie;2015;;
103;10 Voedingsmiddelenindustrie;2016;110678.0;0.0
104;10 Voedingsmiddelenindustrie;2017;1197742.0;0.3
105;10 Voedingsmiddelenindustrie;2018;77334.0;0.0
106;10 Voedingsmiddelenindustrie;2019;535181.0;0.1
107;10 Voedingsmiddelenindustrie;2020;-213641.0;0.0
108;10 Voedingsmiddelenindustrie;2021;1944866.0;0.4
109;10 Voedingsmiddelenindustrie;2022;;
110;11 Drankenindustrie;2012;69719.0;0.0
111;11 Drankenindustrie;2013;-117688.0;0.0
112;11 Drankenindustrie;2014;194508.0;0.0
113;11 Drankenindustrie;2015;;
114;11 Drankenindustrie;2016;13490.0;0.0
115;11 Drankenindustrie;2017;-262952.0;-0.1
116;11 Drankenindustrie;2018;-43136.0;0.0
117;11 Drankenindustrie;2019;114227.0;0.0
118;11 Drankenindustrie;2020;-85888.0;0.0
119;11 Drankenindustrie;2021;113821.0;0.0
120;11 Drankenindustrie;2022;;
121;12 Tabaksindustrie;2012;-30628.0;0.0
122;12 Tabaksindustrie;2013;-106917.0;0.0
123;12 Tabaksindustrie;2014;52589.0;0.0
124;12 Tabaksindustrie;2015;;
125;12 Tabaksindustrie;2016;-40030.0;0.0
126;12 Tabaksindustrie;2017;-23710.0;0.0
127;12 Tabaksindustrie;2018;-37729.0;0.0
128;12 Tabaksindustrie;2019;-55401.0;0.0
129;12 Tabaksindustrie;2020;84682.0;0.0
130;12 Tabaksindustrie;2021;-35352.0;0.0
131;12 Tabaksindustrie;2022;;
132;13 Textielindustrie;2012;-76153.0;0.0
133;13 Textielindustrie;2013;22453.0;0.0
134;13 Textielindustrie;2014;112084.0;0.0
135;13 Textielindustrie;2015;;
136;13 Textielindustrie;2016;-52010.0;0.0
137;13 Textielindustrie;2017;232074.0;0.1
138;13 Textielindustrie;2018;-12036.0;0.0
139;13 Textielindustrie;2019;-176940.0;0.0
140;13 Textielindustrie;2020;-45671.0;0.0
141;13 Textielindustrie;2021;238051.0;0.0
142;13 Textielindustrie;2022;;
143;14 Kledingindustrie;2012;-31558.0;0.0
144;14 Kledingindustrie;2013;24033.0;0.0
145;14 Kledingindustrie;2014;-6134.0;0.0
146;14 Kledingindustrie;2015;;
147;14 Kledingindustrie;2016;-17480.0;0.0
148;14 Kledingindustrie;2017;38065.0;0.0
149;14 Kledingindustrie;2018;-22063.0;0.0
150;14 Kledingindustrie;2019;-258.0;0.0
151;14 Kledingindustrie;2020;-20711.0;0.0
152;14 Kledingindustrie;2021;934.0;0.0
153;14 Kledingindustrie;2022;;
154;15 Leer- en schoenenindustrie;2012;28176.0;0.0
155;15 Leer- en schoenenindustrie;2013;28682.0;0.0
156;15 Leer- en schoenenindustrie;2014;-43770.0;0.0
157;15 Leer- en schoenenindustrie;2015;;
158;15 Leer- en schoenenindustrie;2016;-9647.0;0.0
159;15 Leer- en schoenenindustrie;2017;14399.0;0.0
160;15 Leer- en schoenenindustrie;2018;7459.0;0.0
161;15 Leer- en schoenenindustrie;2019;9257.0;0.0
162;15 Leer- en schoenenindustrie;2020;-36591.0;0.0
163;15 Leer- en schoenenindustrie;2021;46407.0;0.0
164;15 Leer- en schoenenindustrie;2022;;
165;16 Houtindustrie;2012;7732.0;0.0
166;16 Houtindustrie;2013;32590.0;0.0
167;16 Houtindustrie;2014;38690.0;0.0
168;16 Houtindustrie;2015;;
169;16 Houtindustrie;2016;-8113.0;0.0
170;16 Houtindustrie;2017;43261.0;0.0
171;16 Houtindustrie;2018;16693.0;0.0
172;16 Houtindustrie;2019;27532.0;0.0
173;16 Houtindustrie;2020;-34900.0;0.0
174;16 Houtindustrie;2021;78132.0;0.0
175;16 Houtindustrie;2022;;
176;17 Papierindustrie;2012;-589804.0;-0.1
177;17 Papierindustrie;2013;485183.0;0.1
178;17 Papierindustrie;2014;106304.0;0.0
179;17 Papierindustrie;2015;;
180;17 Papierindustrie;2016;-350739.0;-0.1
181;17 Papierindustrie;2017;205051.0;0.0
182;17 Papierindustrie;2018;-32529.0;0.0
183;17 Papierindustrie;2019;-27402.0;0.0
184;17 Papierindustrie;2020;-199748.0;0.0
185;17 Papierindustrie;2021;479429.0;0.1
186;17 Papierindustrie;2022;;
187;18 Grafische industrie;2012;22064.0;0.0
188;18 Grafische industrie;2013;10067.0;0.0
189;18 Grafische industrie;2014;41103.0;0.0
190;18 Grafische industrie;2015;;
191;18 Grafische industrie;2016;-41212.0;0.0
192;18 Grafische industrie;2017;-94244.0;0.0
193;18 Grafische industrie;2018;-127565.0;0.0
194;18 Grafische industrie;2019;-107187.0;0.0
195;18 Grafische industrie;2020;-125805.0;0.0
196;18 Grafische industrie;2021;105029.0;0.0
197;18 Grafische industrie;2022;;
198;19 Aardolie-industrie;2012;5176887.0;1.3
199;19 Aardolie-industrie;2013;3281364.0;0.8
200;19 Aardolie-industrie;2014;-81580.0;0.0
201;19 Aardolie-industrie;2015;;
202;19 Aardolie-industrie;2016;-2910296.0;-0.7
203;19 Aardolie-industrie;2017;1688972.0;0.4
204;19 Aardolie-industrie;2018;1756950.0;0.4
205;19 Aardolie-industrie;2019;1618967.0;0.3
206;19 Aardolie-industrie;2020;-4707029.0;-0.9
207;19 Aardolie-industrie;2021;4091336.0;0.8
208;19 Aardolie-industrie;2022;;
209;20 Chemische industrie;2012;1350919.0;0.3
210;20 Chemische industrie;2013;-1230511.0;-0.3
211;20 Chemische industrie;2014;-985175.0;-0.2
212;20 Chemische industrie;2015;;
213;20 Chemische industrie;2016;-1199384.0;-0.3
214;20 Chemische industrie;2017;2550695.0;0.6
215;20 Chemische industrie;2018;1054827.0;0.2
216;20 Chemische industrie;2019;-864011.0;-0.2
217;20 Chemische industrie;2020;-2834138.0;-0.6
218;20 Chemische industrie;2021;7250327.0;1.5
219;20 Chemische industrie;2022;;
220;21 Farmaceutische industrie;2012;-527555.0;-0.1
221;21 Farmaceutische industrie;2013;-1141064.0;-0.3
222;21 Farmaceutische industrie;2014;620786.0;0.1
223;21 Farmaceutische industrie;2015;;
224;21 Farmaceutische industrie;2016;-527449.0;-0.1
225;21 Farmaceutische industrie;2017;90129.0;0.0
226;21 Farmaceutische industrie;2018;-458578.0;-0.1
227;21 Farmaceutische industrie;2019;1213811.0;0.2
228;21 Farmaceutische industrie;2020;727837.0;0.1
229;21 Farmaceutische industrie;2021;1209205.0;0.3
230;21 Farmaceutische industrie;2022;;
231;22 Rubber- en kunststofproductindustrie;2012;208440.0;0.1
232;22 Rubber- en kunststofproductindustrie;2013;563677.0;0.1
233;22 Rubber- en kunststofproductindustrie;2014;-479198.0;-0.1
234;22 Rubber- en kunststofproductindustrie;2015;;
235;22 Rubber- en kunststofproductindustrie;2016;141873.0;0.0
236;22 Rubber- en kunststofproductindustrie;2017;359121.0;0.1
237;22 Rubber- en kunststofproductindustrie;2018;166566.0;0.0
238;22 Rubber- en kunststofproductindustrie;2019;-269147.0;-0.1
239;22 Rubber- en kunststofproductindustrie;2020;-349933.0;-0.1
240;22 Rubber- en kunststofproductindustrie;2021;789584.0;0.2
241;22 Rubber- en kunststofproductindustrie;2022;;
242;23 Bouwmaterialenindustrie;2012;5767.0;0.0
243;23 Bouwmaterialenindustrie;2013;-16896.0;0.0
244;23 Bouwmaterialenindustrie;2014;24479.0;0.0
245;23 Bouwmaterialenindustrie;2015;;
246;23 Bouwmaterialenindustrie;2016;11103.0;0.0
247;23 Bouwmaterialenindustrie;2017;114338.0;0.0
248;23 Bouwmaterialenindustrie;2018;82584.0;0.0
249;23 Bouwmaterialenindustrie;2019;-57805.0;0.0
250;23 Bouwmaterialenindustrie;2020;-88101.0;0.0
251;23 Bouwmaterialenindustrie;2021;204674.0;0.0
252;23 Bouwmaterialenindustrie;2022;;
253;24 Basismetaalindustrie;2012;-308587.0;-0.1
254;24 Basismetaalindustrie;2013;-519129.0;-0.1
255;24 Basismetaalindustrie;2014;624956.0;0.1
256;24 Basismetaalindustrie;2015;;
257;24 Basismetaalindustrie;2016;-276176.0;-0.1
258;24 Basismetaalindustrie;2017;1067471.0;0.3
259;24 Basismetaalindustrie;2018;265668.0;0.1
260;24 Basismetaalindustrie;2019;-637610.0;-0.1
261;24 Basismetaalindustrie;2020;-1131049.0;-0.2
262;24 Basismetaalindustrie;2021;2208090.0;0.5
263;24 Basismetaalindustrie;2022;;
264;25 Metaalproductenindustrie;2012;-476215.0;-0.1
265;25 Metaalproductenindustrie;2013;426049.0;0.1
266;25 Metaalproductenindustrie;2014;-339344.0;-0.1
267;25 Metaalproductenindustrie;2015;;
268;25 Metaalproductenindustrie;2016;1133959.0;0.3
269;25 Metaalproductenindustrie;2017;-866673.0;-0.2
270;25 Metaalproductenindustrie;2018;13377.0;0.0
271;25 Metaalproductenindustrie;2019;-466273.0;-0.1
272;25 Metaalproductenindustrie;2020;-543951.0;-0.1
273;25 Metaalproductenindustrie;2021;1635246.0;0.3
274;25 Metaalproductenindustrie;2022;;
275;26 Elektrotechnische industrie;2012;-639855.0;-0.2
276;26 Elektrotechnische industrie;2013;-629743.0;-0.1
277;26 Elektrotechnische industrie;2014;523964.0;0.1
278;26 Elektrotechnische industrie;2015;;
279;26 Elektrotechnische industrie;2016;-15056.0;0.0
280;26 Elektrotechnische industrie;2017;304440.0;0.1
281;26 Elektrotechnische industrie;2018;345461.0;0.1
282;26 Elektrotechnische industrie;2019;-18758.0;0.0
283;26 Elektrotechnische industrie;2020;-347715.0;-0.1
284;26 Elektrotechnische industrie;2021;928082.0;0.2
285;26 Elektrotechnische industrie;2022;;
286;27 Elektrische apparatenindustrie;2012;-4291.0;0.0
287;27 Elektrische apparatenindustrie;2013;170945.0;0.0
288;27 Elektrische apparatenindustrie;2014;137311.0;0.0
289;27 Elektrische apparatenindustrie;2015;;
290;27 Elektrische apparatenindustrie;2016;-85171.0;0.0
291;27 Elektrische apparatenindustrie;2017;17960.0;0.0
292;27 Elektrische apparatenindustrie;2018;-42427.0;0.0
293;27 Elektrische apparatenindustrie;2019;336406.0;0.1
294;27 Elektrische apparatenindustrie;2020;140049.0;0.0
295;27 Elektrische apparatenindustrie;2021;339088.0;0.1
296;27 Elektrische apparatenindustrie;2022;;
297;28 Machine-industrie;2012;-2039241.0;-0.5
298;28 Machine-industrie;2013;510563.0;0.1
299;28 Machine-industrie;2014;1196683.0;0.3
300;28 Machine-industrie;2015;;
301;28 Machine-industrie;2016;172821.0;0.0
302;28 Machine-industrie;2017;2811696.0;0.7
303;28 Machine-industrie;2018;4010841.0;0.9
304;28 Machine-industrie;2019;1658717.0;0.3
305;28 Machine-industrie;2020;-939689.0;-0.2
306;28 Machine-industrie;2021;4896041.0;1.0
307;28 Machine-industrie;2022;;
308;29 Auto- en aanhangwagenindustrie;2012;-313251.0;-0.1
309;29 Auto- en aanhangwagenindustrie;2013;218301.0;0.1
310;29 Auto- en aanhangwagenindustrie;2014;-162088.0;0.0
311;29 Auto- en aanhangwagenindustrie;2015;;
312;29 Auto- en aanhangwagenindustrie;2016;1015830.0;0.2
313;29 Auto- en aanhangwagenindustrie;2017;526952.0;0.1
314;29 Auto- en aanhangwagenindustrie;2018;189680.0;0.0
315;29 Auto- en aanhangwagenindustrie;2019;-352496.0;-0.1
316;29 Auto- en aanhangwagenindustrie;2020;-1375084.0;-0.3
317;29 Auto- en aanhangwagenindustrie;2021;162947.0;0.0
318;29 Auto- en aanhangwagenindustrie;2022;;
319;30 Overige transportmiddelenindustrie;2012;547346.0;0.1
320;30 Overige transportmiddelenindustrie;2013;-529582.0;-0.1
321;30 Overige transportmiddelenindustrie;2014;46263.0;0.0
322;30 Overige transportmiddelenindustrie;2015;;
323;30 Overige transportmiddelenindustrie;2016;288387.0;0.1
324;30 Overige transportmiddelenindustrie;2017;-788608.0;-0.2
325;30 Overige transportmiddelenindustrie;2018;355898.0;0.1
326;30 Overige transportmiddelenindustrie;2019;569264.0;0.1
327;30 Overige transportmiddelenindustrie;2020;5000.0;0.0
328;30 Overige transportmiddelenindustrie;2021;937782.0;0.2
329;30 Overige transportmiddelenindustrie;2022;;
330;31 Meubelindustrie;2012;69615.0;0.0
331;31 Meubelindustrie;2013;10580.0;0.0
332;31 Meubelindustrie;2014;49904.0;0.0
333;31 Meubelindustrie;2015;;
334;31 Meubelindustrie;2016;8274.0;0.0
335;31 Meubelindustrie;2017;21931.0;0.0
336;31 Meubelindustrie;2018;-64969.0;0.0
337;31 Meubelindustrie;2019;-74654.0;0.0
338;31 Meubelindustrie;2020;1290.0;0.0
339;31 Meubelindustrie;2021;81840.0;0.0
340;31 Meubelindustrie;2022;;
341;32 Overige industrie;2012;37724.0;0.0
342;32 Overige industrie;2013;57638.0;0.0
343;32 Overige industrie;2014;51361.0;0.0
344;32 Overige industrie;2015;;
345;32 Overige industrie;2016;-89368.0;0.0
346;32 Overige industrie;2017;115925.0;0.0
347;32 Overige industrie;2018;-57366.0;0.0
348;32 Overige industrie;2019;-41550.0;0.0
349;32 Overige industrie;2020;-76068.0;0.0
350;32 Overige industrie;2021;254566.0;0.1
351;32 Overige industrie;2022;;
352;33 Reparatie en installatie van machines;2012;-39160.0;0.0
353;33 Reparatie en installatie van machines;2013;136036.0;0.0
354;33 Reparatie en installatie van machines;2014;162790.0;0.0
355;33 Reparatie en installatie van machines;2015;;
356;33 Reparatie en installatie van machines;2016;175416.0;0.0
357;33 Reparatie en installatie van machines;2017;601127.0;0.1
358;33 Reparatie en installatie van machines;2018;627523.0;0.1
359;33 Reparatie en installatie van machines;2019;1862208.0;0.4
360;33 Reparatie en installatie van machines;2020;-524044.0;-0.1
361;33 Reparatie en installatie van machines;2021;-155007.0;0.0
362;33 Reparatie en installatie van machines;2022;;
363;D Energievoorziening;2012;2353053.0;0.6
364;D Energievoorziening;2013;358601.0;0.1
365;D Energievoorziening;2014;-3558054.0;-0.8
366;D Energievoorziening;2015;;
367;D Energievoorziening;2016;-1868439.0;-0.4
368;D Energievoorziening;2017;1490723.0;0.4
369;D Energievoorziening;2018;1208747.0;0.3
370;D Energievoorziening;2019;-2376539.0;-0.5
371;D Energievoorziening;2020;-2707583.0;-0.5
372;D Energievoorziening;2021;8839703.0;1.8
373;D Energievoorziening;2022;;
374;35 Energiebedrijven;2012;2353053.0;0.6
375;35 Energiebedrijven;2013;358601.0;0.1
376;35 Energiebedrijven;2014;-3558054.0;-0.8
377;35 Energiebedrijven;2015;;
378;35 Energiebedrijven;2016;-1868439.0;-0.4
379;35 Energiebedrijven;2017;1490723.0;0.4
380;35 Energiebedrijven;2018;1208747.0;0.3
381;35 Energiebedrijven;2019;-2376539.0;-0.5
382;35 Energiebedrijven;2020;-2707583.0;-0.5
383;35 Energiebedrijven;2021;8839703.0;1.8
384;35 Energiebedrijven;2022;;
385;E Waterbedrijven en afvalbeheer;2012;197736.0;0.0
386;E Waterbedrijven en afvalbeheer;2013;-21103.0;0.0
387;E Waterbedrijven en afvalbeheer;2014;-30830.0;0.0
388;E Waterbedrijven en afvalbeheer;2015;;
389;E Waterbedrijven en afvalbeheer;2016;-116846.0;0.0
390;E Waterbedrijven en afvalbeheer;2017;195975.0;0.0
391;E Waterbedrijven en afvalbeheer;2018;165410.0;0.0
392;E Waterbedrijven en afvalbeheer;2019;-239565.0;0.0
393;E Waterbedrijven en afvalbeheer;2020;-42995.0;0.0
394;E Waterbedrijven en afvalbeheer;2021;478815.0;0.1
395;E Waterbedrijven en afvalbeheer;2022;;
396;36 Waterleidingbedrijven;2012;6034.0;0.0
397;36 Waterleidingbedrijven;2013;-7373.0;0.0
398;36 Waterleidingbedrijven;2014;-1215.0;0.0
399;36 Waterleidingbedrijven;2015;;
400;36 Waterleidingbedrijven;2016;293.0;0.0
401;36 Waterleidingbedrijven;2017;242.0;0.0
402;36 Waterleidingbedrijven;2018;1352.0;0.0
403;36 Waterleidingbedrijven;2019;-860.0;0.0
404;36 Waterleidingbedrijven;2020;-570.0;0.0
405;36 Waterleidingbedrijven;2021;1369.0;0.0
406;36 Waterleidingbedrijven;2022;;
407;37 Afvalwaterinzameling en -behandeling;2012;-923.0;0.0
408;37 Afvalwaterinzameling en -behandeling;2013;5304.0;0.0
409;37 Afvalwaterinzameling en -behandeling;2014;530.0;0.0
410;37 Afvalwaterinzameling en -behandeling;2015;;
411;37 Afvalwaterinzameling en -behandeling;2016;3388.0;0.0
412;37 Afvalwaterinzameling en -behandeling;2017;-2564.0;0.0
413;37 Afvalwaterinzameling en -behandeling;2018;694.0;0.0
414;37 Afvalwaterinzameling en -behandeling;2019;2959.0;0.0
415;37 Afvalwaterinzameling en -behandeling;2020;1214.0;0.0
416;37 Afvalwaterinzameling en -behandeling;2021;2514.0;0.0
417;37 Afvalwaterinzameling en -behandeling;2022;;
418;38 Afvalbehandeling en recycling;2012;191951.0;0.0
419;38 Afvalbehandeling en recycling;2013;-18678.0;0.0
420;38 Afvalbehandeling en recycling;2014;-34548.0;0.0
421;38 Afvalbehandeling en recycling;2015;;
422;38 Afvalbehandeling en recycling;2016;-120456.0;0.0
423;38 Afvalbehandeling en recycling;2017;202716.0;0.0
424;38 Afvalbehandeling en recycling;2018;156006.0;0.0
425;38 Afvalbehandeling en recycling;2019;-239840.0;0.0
426;38 Afvalbehandeling en recycling;2020;-42083.0;0.0
427;38 Afvalbehandeling en recycling;2021;475183.0;0.1
428;38 Afvalbehandeling en recycling;2022;;
429;39 Sanering en overig afvalbeheer;2012;675.0;0.0
430;39 Sanering en overig afvalbeheer;2013;-357.0;0.0
431;39 Sanering en overig afvalbeheer;2014;4403.0;0.0
432;39 Sanering en overig afvalbeheer;2015;;
433;39 Sanering en overig afvalbeheer;2016;-71.0;0.0
434;39 Sanering en overig afvalbeheer;2017;-4419.0;0.0
435;39 Sanering en overig afvalbeheer;2018;7357.0;0.0
436;39 Sanering en overig afvalbeheer;2019;-1823.0;0.0
437;39 Sanering en overig afvalbeheer;2020;-1556.0;0.0
438;39 Sanering en overig afvalbeheer;2021;-251.0;0.0
439;39 Sanering en overig afvalbeheer;2022;;
440;F Bouwnijverheid;2012;128100.0;0.0
441;F Bouwnijverheid;2013;55072.0;0.0
442;F Bouwnijverheid;2014;-68434.0;0.0
443;F Bouwnijverheid;2015;;
444;F Bouwnijverheid;2016;103289.0;0.0
445;F Bouwnijverheid;2017;231868.0;0.1
446;F Bouwnijverheid;2018;-122953.0;0.0
447;F Bouwnijverheid;2019;85434.0;0.0
448;F Bouwnijverheid;2020;23586.0;0.0
449;F Bouwnijverheid;2021;133224.0;0.0
450;F Bouwnijverheid;2022;;
451;41 Algemene bouw en projectontwikkeling;2012;22853.0;0.0
452;41 Algemene bouw en projectontwikkeling;2013;39742.0;0.0
453;41 Algemene bouw en projectontwikkeling;2014;16214.0;0.0
454;41 Algemene bouw en projectontwikkeling;2015;;
455;41 Algemene bouw en projectontwikkeling;2016;81122.0;0.0
456;41 Algemene bouw en projectontwikkeling;2017;61974.0;0.0
457;41 Algemene bouw en projectontwikkeling;2018;-8941.0;0.0
458;41 Algemene bouw en projectontwikkeling;2019;15850.0;0.0
459;41 Algemene bouw en projectontwikkeling;2020;-53733.0;0.0
460;41 Algemene bouw en projectontwikkeling;2021;28387.0;0.0
461;41 Algemene bouw en projectontwikkeling;2022;;
462;42 Grond-, water-  en wegenbouw;2012;49139.0;0.0
463;42 Grond-, water-  en wegenbouw;2013;-30504.0;0.0
464;42 Grond-, water-  en wegenbouw;2014;-4453.0;0.0
465;42 Grond-, water-  en wegenbouw;2015;;
466;42 Grond-, water-  en wegenbouw;2016;-18410.0;0.0
467;42 Grond-, water-  en wegenbouw;2017;176438.0;0.0
468;42 Grond-, water-  en wegenbouw;2018;-54564.0;0.0
469;42 Grond-, water-  en wegenbouw;2019;12989.0;0.0
470;42 Grond-, water-  en wegenbouw;2020;133765.0;0.0
471;42 Grond-, water-  en wegenbouw;2021;-118449.0;0.0
472;42 Grond-, water-  en wegenbouw;2022;;
473;43 Gespecialiseerde bouw;2012;56108.0;0.0
474;43 Gespecialiseerde bouw;2013;45833.0;0.0
475;43 Gespecialiseerde bouw;2014;-80194.0;0.0
476;43 Gespecialiseerde bouw;2015;;
477;43 Gespecialiseerde bouw;2016;40577.0;0.0
478;43 Gespecialiseerde bouw;2017;-6544.0;0.0
479;43 Gespecialiseerde bouw;2018;-59448.0;0.0
480;43 Gespecialiseerde bouw;2019;56595.0;0.0
481;43 Gespecialiseerde bouw;2020;-56447.0;0.0
482;43 Gespecialiseerde bouw;2021;223286.0;0.0
483;43 Gespecialiseerde bouw;2022;;
484;G Handel;2012;1529538.0;0.4
485;G Handel;2013;-1228604.0;-0.3
486;G Handel;2014;5731436.0;1.3
487;G Handel;2015;;
488;G Handel;2016;7112934.0;1.7
489;G Handel;2017;10943449.0;2.6
490;G Handel;2018;3675652.0;0.8
491;G Handel;2019;427503.0;0.1
492;G Handel;2020;-1775870.0;-0.3
493;G Handel;2021;33919120.0;7.0
494;G Handel;2022;;
495;45 Autohandel en -reparatie;2012;-167129.0;0.0
496;45 Autohandel en -reparatie;2013;105553.0;0.0
497;45 Autohandel en -reparatie;2014;168547.0;0.0
498;45 Autohandel en -reparatie;2015;;
499;45 Autohandel en -reparatie;2016;70036.0;0.0
500;45 Autohandel en -reparatie;2017;472409.0;0.1
501;45 Autohandel en -reparatie;2018;84339.0;0.0
502;45 Autohandel en -reparatie;2019;205350.0;0.0
503;45 Autohandel en -reparatie;2020;-391850.0;-0.1
504;45 Autohandel en -reparatie;2021;1776827.0;0.4
505;45 Autohandel en -reparatie;2022;;
506;46 Groothandel en handelsbemiddeling;2012;1562320.0;0.4
507;46 Groothandel en handelsbemiddeling;2013;-1456346.0;-0.3
508;46 Groothandel en handelsbemiddeling;2014;5744537.0;1.3
509;46 Groothandel en handelsbemiddeling;2015;;
510;46 Groothandel en handelsbemiddeling;2016;6783909.0;1.6
511;46 Groothandel en handelsbemiddeling;2017;8771918.0;2.1
512;46 Groothandel en handelsbemiddeling;2018;2384799.0;0.5
513;46 Groothandel en handelsbemiddeling;2019;-329369.0;-0.1
514;46 Groothandel en handelsbemiddeling;2020;-1630212.0;-0.3
515;46 Groothandel en handelsbemiddeling;2021;27835979.0;5.8
516;46 Groothandel en handelsbemiddeling;2022;;
517;47 Detailhandel (niet in auto's);2012;134347.0;0.0
