ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Omschrijving_47;Code_48;Omschrijving_49;Inwonertal_50;Omgevingsadressendichtheid_51
10;484;484;Alphen aan den Rijn                               ;Alphen aan den Rijn                               ;9;'s-Gravenhage                                     ;28;Oost-Zuid-Holland                                 ;280;Oost-Zuid-Holland                                 ;2800;Oost-Zuid-Holland                                 ;4506;GGD Hollands-Midden                               ;       27 ;Den Haag                                          ;2806;Krimpenerwaard en Oostelijk Rijnland              ;9;Hollands/Utrechts Weidegebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL334    ;Oost-Zuid-Holland                                 ;16;Hollands Midden                                   ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;21;Rijn-Gouwe                                        ;    17    ;Overig Nederland                                  ;16;Hollands-Midden                                   ;27;Zuid-Holland-Oost                                 ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;72680;2175
11;Alphen-Chaam;1723;Alphen-Chaam                                      ;Alphen+Chaam                                      ;2;Breda                                             ;34;Midden-Noord-Brabant                              ;340;Midden-Noord-Brabant                              ;3400;Midden-Noord-Brabant                              ;5206;GGD West-Brabant                                  ;       20 ;Zuidwest-Nederland                                ;3007;De Kempen                                         ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL412    ;Midden-Noord-Brabant                              ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;26;Midden-Brabant                                    ;    13    ;West- en Midden-Brabant                           ;20;Midden- en West-Brabant                           ;34;West-Brabant                                      ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;9466;283
12;60;60;Ameland                                           ;Ameland                                           ;17;Leeuwarden                                        ;4;Noord-Friesland                                   ;40;Noord-Friesland                                   ;400;Noord-Friesland                                   ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2104;Eilanden                                          ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL121    ;Noord-Friesland                                   ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;    01    ;Waddeneilanden                                    ;2;Fryslân                                           ;4;Friesland-Noord                                   ;0;                                                  ;0;                                                  ;1;minder dan 5 000 inwoners                         ;5;Niet stedelijk           ;3503;218
13;307;307;Amersfoort                                        ;Amersfoort                                        ;16;Utrecht                                           ;17;Utrecht                                           ;170;Utrecht                                           ;1702;Stadsgewest Amersfoort                            ;2506;GGD Midden-Nederland                              ;       32 ;Gooi-, Eem- en Flevoland                          ;2604;Eemland                                           ;9;Hollands/Utrechts Weidegebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL31    ;Utrecht                                           ; NL310    ;Utrecht                                           ;9;Utrecht                                           ;26;Utrecht                                           ;4;Amsterdam                                         ;17;Eemland                                           ;    07    ;Utrechtse Heuvelrug en 't Gooi                    ;9;Utrecht                                           ;16;Eem en Vallei                                     ;8;Amersfoort                                        ;8;Amersfoort                                        ;6;100 000 tot 150 000 inwoners                      ;2;Sterk stedelijk          ;146592;2069
14;362;362;Amstelveen                                        ;Amstelveen                                        ;13;Amsterdam                                         ;23;Groot-Amsterdam                                   ;232;Overig Groot-Amsterdam                            ;2321;Overig Agglomeratie Amsterdam                     ;3406;GGD Amsterdam                                     ;       34 ;Amsterdam                                         ;2703;Amstelland en Aalsmeer                            ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL326    ;Groot-Amsterdam                                   ;13;Amsterdam-Amstelland                              ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;    17    ;Overig Nederland                                  ;13;Amsterdam-Amstelland                              ;21;Agglomeratie Amsterdam                            ;10;Amsterdam                                         ;10;Amsterdam                                         ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;81796;2030
15;363;363;Amsterdam                                         ;Amsterdam                                         ;13;Amsterdam                                         ;23;Groot-Amsterdam                                   ;231;Amsterdam                                         ;2311;Amsterdam                                         ;3406;GGD Amsterdam                                     ;       34 ;Amsterdam                                         ;2706;Waterland en N.-Hollandse Droogmakerijen          ;8;Waterland en Droogmakerijen                       ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL326    ;Groot-Amsterdam                                   ;13;Amsterdam-Amstelland                              ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;    16    ;4 grote steden excl. Noordzeebadplaatsen          ;13;Amsterdam-Amstelland                              ;21;Agglomeratie Amsterdam                            ;10;Amsterdam                                         ;10;Amsterdam                                         ;8;250 000 inwoners of meer                          ;1;Zeer sterk stedelijk     ;779808;6029
16;366;366;Anna Paulowna                                     ;Anna Paulowna                                     ;14;Alkmaar                                           ;18;Kop van Noord-Holland                             ;180;Kop van Noord-Holland                             ;1800;Kop van Noord-Holland                             ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2704;Texel en Land van Zijpe                           ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL321    ;Kop van Noord-Holland                             ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;    17    ;Overig Nederland                                  ;10;Noord-Holland-Noord                               ;23;Kop van Noord-Holland                             ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;14260;465
17;200;200;Apeldoorn                                         ;Apeldoorn                                         ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1406;GGD Gelre-IJssel                                  ;       08 ;Oost-Nederland                                    ;2501;Oostelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;9;Stedendriehoek                                    ;    08    ;Veluwe en Veluwerand                              ;6;Noord- en Oost-Gelderland                         ;11;Stedendriehoek                                    ;5;Apeldoorn                                         ;5;Apeldoorn                                         ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;156199;1637
18;3;3;Appingedam                                        ;Appingedam                                        ;18;Groningen                                         ;2;Delfzijl en omgeving                              ;20;Delfzijl en omgeving                              ;200;Delfzijl en omgeving                              ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2003;Oostelijke Bouwstreek in Groningen                ;2;Veenkoloniën en Oldambt                           ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL112    ;Delfzijl en omgeving                              ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;1;Noord-Groningen                                   ;    17    ;Overig Nederland                                  ;1;Groningen                                         ;2;Noord-Groningen en Eemsmond                       ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;12090;952
19;202;202;Arnhem                                            ;Arnhem                                            ;5;Arnhem                                            ;15;Arnhem/Nijmegen                                   ;150;Arnhem/Nijmegen                                   ;1500;Arnhem/Nijmegen                                   ;1911;Veiligh. en Gez. Gelderland-Midden                ;       09 ;Centraal-Gelderland                               ;2505;Veluwezoom en Betuwe                              ;10;Rivierengebied                                    ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL226    ;Arnhem/Nijmegen                                   ;7;Gelderland-Midden                                 ;25;Gelderland                                        ;2;Arnhem                                            ;11;IJssel en Rijn                                    ;    08    ;Veluwe en Veluwerand                              ;7;Gelderland-Midden                                 ;14;Arnhem/Nijmegen                                   ;6;Arnhem                                            ;6;Arnhem                                            ;6;100 000 tot 150 000 inwoners                      ;2;Sterk stedelijk          ;148070;1976
20;106;106;Assen                                             ;Assen                                             ;19;Assen                                             ;7;Noord-Drenthe                                     ;70;Noord-Drenthe                                     ;700;Noord-Drenthe                                     ;706;GGD Drenthe                                       ;       01 ;Noord-Nederland                                   ;2202;Smilde en Centraal Zandgebied in Drenthe          ;2;Veenkoloniën en Oldambt                           ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL13    ;Drenthe                                           ; NL131    ;Noord-Drenthe                                     ;3;Drenthe                                           ;22;Drenthe                                           ;5;Leeuwarden                                        ;3;Centraal-Groningen                                ;    12    ;Groningse, Friese en Drentse Zandgronden          ;3;Drenthe                                           ;7;Noord- en Midden-Drenthe                          ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;3;Matig stedelijk          ;67177;1383
21;743;743;Asten                                             ;Asten                                             ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3010;Westelijk Peelgebied                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;    14    ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;16296;863
22;744;744;Baarle-Nassau                                     ;Baarle+Nassau                                     ;2;Breda                                             ;34;Midden-Noord-Brabant                              ;340;Midden-Noord-Brabant                              ;3400;Midden-Noord-Brabant                              ;5206;GGD West-Brabant                                  ;       20 ;Zuidwest-Nederland                                ;3007;De Kempen                                         ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL412    ;Midden-Noord-Brabant                              ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;26;Midden-Brabant                                    ;    13    ;West- en Midden-Brabant                           ;20;Midden- en West-Brabant                           ;34;West-Brabant                                      ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;6704;291
23;308;308;Baarn                                             ;Baarn                                             ;16;Utrecht                                           ;17;Utrecht                                           ;170;Utrecht                                           ;1702;Stadsgewest Amersfoort                            ;2506;GGD Midden-Nederland                              ;       32 ;Gooi-, Eem- en Flevoland                          ;2604;Eemland                                           ;9;Hollands/Utrechts Weidegebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL31    ;Utrecht                                           ; NL310    ;Utrecht                                           ;9;Utrecht                                           ;26;Utrecht                                           ;4;Amsterdam                                         ;17;Eemland                                           ;    07    ;Utrechtse Heuvelrug en 't Gooi                    ;9;Utrecht                                           ;16;Eem en Vallei                                     ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;24379;1432
24;489;489;Barendrecht                                       ;Barendrecht                                       ;10;Rotterdam                                         ;29;Groot-Rijnmond                                    ;291;Rijnmond                                          ;2910;Rijnmond                                          ;4607;GGD Rotterdam-Rijnmond                            ;       24 ;Rotterdam                                         ;2802;Rotterdam en omgeving                             ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL335    ;Groot-Rijnmond                                    ;17;Rotterdam-Rijnmond                                ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;23;Rijnmond                                          ;    04    ;Deltagebied                                       ;17;Rotterdam-Rijnmond                                ;29;Rijnmond                                          ;14;Rotterdam                                         ;14;Rotterdam                                         ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;46831;1615
25;203;203;Barneveld                                         ;Barneveld                                         ;5;Arnhem                                            ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1911;Veiligh. en Gez. Gelderland-Midden                ;       08 ;Oost-Nederland                                    ;2507;Westelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;7;Gelderland-Midden                                 ;25;Gelderland                                        ;2;Arnhem                                            ;10;De Vallei                                         ;    08    ;Veluwe en Veluwerand                              ;7;Gelderland-Midden                                 ;16;Eem en Vallei                                     ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;4;Weinig stedelijk         ;53026;778
26;5;5;Bedum                                             ;Bedum                                             ;18;Groningen                                         ;3;Overig Groningen                                  ;30;Overig Groningen                                  ;300;Overig Groningen                                  ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2002;Centraal Weidegebied in Groningen                 ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL113    ;Overig Groningen                                  ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;1;Noord-Groningen                                   ;    17    ;Overig Nederland                                  ;1;Groningen                                         ;2;Noord-Groningen en Eemsmond                       ;0;                                                  ;1;Groningen                                         ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;10495;603
27;888;888;Beek                                              ;Beek                                              ;3;Maastricht                                        ;39;Zuid-Limburg                                      ;390;Zuid-Limburg                                      ;3900;Zuid-Limburg                                      ;6106;GGD Zuid-Limburg                                  ;       14 ;Limburg                                           ;3102;Zuid-Limburg                                      ;14;Zuid-Limburg                                      ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL423    ;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;32;Westelijke Mijnstreek                             ;    15    ;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;40;Westelijke Mijnstreek                             ;20;Geleen/Sittard                                    ;20;Geleen/Sittard                                    ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;16548;811
28;370;370;Beemster                                          ;Beemster                                          ;15;Haarlem                                           ;23;Groot-Amsterdam                                   ;232;Overig Groot-Amsterdam                            ;2322;Edam-Volendam en omgeving                         ;7306;GGD Zaanstreek/Waterland                          ;       37 ;Noordwest-Holland                                 ;2706;Waterland en N.-Hollandse Droogmakerijen          ;8;Waterland en Droogmakerijen                       ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL326    ;Groot-Amsterdam                                   ;11;Zaanstreek-Waterland                              ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;    17    ;Overig Nederland                                  ;11;Zaanstreek-Waterland                              ;21;Agglomeratie Amsterdam                            ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;4;Weinig stedelijk         ;8573;551
29;889;889;Beesel                                            ;Beesel                                            ;4;Roermond                                          ;37;Noord-Limburg                                     ;370;Noord-Limburg                                     ;3700;Noord-Limburg                                     ;6011;GGD Limburg-Noord                                 ;       14 ;Limburg                                           ;3101;Noord-Limburg                                     ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL421    ;Noord-Limburg                                     ;23;Limburg-Noord                                     ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;29;Noord-Limburg                                     ;    14    ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;23;Limburg-Noord                                     ;38;Noord-Limburg                                     ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;13844;718
30;7;7;Bellingwedde                                      ;Bellingwedde                                      ;18;Groningen                                         ;1;Oost-Groningen                                    ;10;Oost-Groningen                                    ;100;Oost-Groningen                                    ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2003;Oostelijke Bouwstreek in Groningen                ;2;Veenkoloniën en Oldambt                           ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL111    ;Oost-Groningen                                    ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;2;Oost-Groningen                                    ;    12    ;Groningse, Friese en Drentse Zandgronden          ;1;Groningen                                         ;1;Oost-Groningen                                    ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;9402;154
31;491;491;Bergambacht                                       ;Bergambacht                                       ;9;'s-Gravenhage                                     ;28;Oost-Zuid-Holland                                 ;280;Oost-Zuid-Holland                                 ;2800;Oost-Zuid-Holland                                 ;4506;GGD Hollands-Midden                               ;       24 ;Rotterdam                                         ;2806;Krimpenerwaard en Oostelijk Rijnland              ;9;Hollands/Utrechts Weidegebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL334    ;Oost-Zuid-Holland                                 ;16;Hollands Midden                                   ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;21;Rijn-Gouwe                                        ;    17    ;Overig Nederland                                  ;16;Hollands-Midden                                   ;27;Zuid-Holland-Oost                                 ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;9801;470
