ID;Werkloosheidsduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
6048;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2022 4e kwartaal;6
6049;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2022;8
6050;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2023 1e kwartaal;7
6051;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2023 2e kwartaal;8
6052;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2023 3e kwartaal;8
6053;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2023 4e kwartaal;9
6054;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2023;8
6055;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2024 1e kwartaal;9
6056;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2024 2e kwartaal;11
6057;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2024 3e kwartaal;7
6058;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2024 4e kwartaal;7
6059;Langdurig werkloos;Leeftijd: 35 tot 45 jaar;2024;8
6060;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2013 1e kwartaal;53
6061;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2013 2e kwartaal;65
6062;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2013 3e kwartaal;63
6063;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2013 4e kwartaal;64
6064;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2013;61
6065;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2014 1e kwartaal;71
6066;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2014 2e kwartaal;69
6067;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2014 3e kwartaal;64
6068;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2014 4e kwartaal;70
6069;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2014;69
6070;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2015 1e kwartaal;80
6071;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2015 2e kwartaal;67
6072;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2015 3e kwartaal;64
6073;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2015 4e kwartaal;62
6074;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2015;68
6075;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2016 1e kwartaal;68
6076;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2016 2e kwartaal;62
6077;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2016 3e kwartaal;57
6078;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2016 4e kwartaal;51
6079;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2016;59
6080;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2017 1e kwartaal;50
6081;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2017 2e kwartaal;48
6082;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2017 3e kwartaal;44
6083;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2017 4e kwartaal;41
6084;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2017;45
6085;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2018 1e kwartaal;39
6086;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2018 2e kwartaal;33
6087;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2018 3e kwartaal;30
6088;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2018 4e kwartaal;24
6089;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2018;31
6090;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2019 1e kwartaal;24
6091;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2019 2e kwartaal;20
6092;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2019 3e kwartaal;18
6093;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2019 4e kwartaal;22
6094;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2019;21
6095;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2020 1e kwartaal;16
6096;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2020 2e kwartaal;16
6097;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2020 3e kwartaal;17
6098;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2020 4e kwartaal;20
6099;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2020;17
6100;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2021 1e kwartaal;18
6101;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2021 2e kwartaal;22
6102;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2021 3e kwartaal;17
6103;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2021 4e kwartaal;17
6104;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2021;18
6105;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2022 1e kwartaal;14
6106;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2022 2e kwartaal;10
6107;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2022 3e kwartaal;13
6108;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2022 4e kwartaal;13
6109;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2022;13
6110;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2023 1e kwartaal;10
6111;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2023 2e kwartaal;8
6112;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2023 3e kwartaal;7
6113;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2023 4e kwartaal;8
6114;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2023;8
6115;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2024 1e kwartaal;12
6116;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2024 2e kwartaal;9
6117;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2024 3e kwartaal;9
6118;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2024 4e kwartaal;11
6119;Langdurig werkloos;Leeftijd: 45 tot 55 jaar;2024;10
6120;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2013 1e kwartaal;114
6121;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2013 2e kwartaal;134
6122;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2013 3e kwartaal;133
6123;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2013 4e kwartaal;131
6124;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2013;128
6125;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2014 1e kwartaal;142
6126;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2014 2e kwartaal;144
6127;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2014 3e kwartaal;144
6128;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2014 4e kwartaal;153
6129;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2014;146
6130;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2015 1e kwartaal;184
6131;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2015 2e kwartaal;173
6132;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2015 3e kwartaal;166
6133;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2015 4e kwartaal;160
6134;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2015;171
6135;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2016 1e kwartaal;163
6136;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2016 2e kwartaal;157
6137;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2016 3e kwartaal;143
6138;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2016 4e kwartaal;139
6139;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2016;150
6140;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2017 1e kwartaal;133
6141;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2017 2e kwartaal;127
6142;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2017 3e kwartaal;115
6143;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2017 4e kwartaal;110
6144;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2017;121
6145;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2018 1e kwartaal;101
6146;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2018 2e kwartaal;103
6147;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2018 3e kwartaal;87
6148;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2018 4e kwartaal;83
6149;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2018;94
6150;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2019 1e kwartaal;79
6151;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2019 2e kwartaal;65
6152;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2019 3e kwartaal;60
6153;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2019 4e kwartaal;58
6154;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2019;65
6155;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2020 1e kwartaal;47
6156;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2020 2e kwartaal;43
6157;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2020 3e kwartaal;41
6158;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2020 4e kwartaal;50
6159;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2020;45
6160;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2021 1e kwartaal;48
6161;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2021 2e kwartaal;51
6162;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2021 3e kwartaal;45
6163;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2021 4e kwartaal;49
6164;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2021;48
6165;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2022 1e kwartaal;48
6166;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2022 2e kwartaal;42
6167;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2022 3e kwartaal;45
6168;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2022 4e kwartaal;44
6169;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2022;45
6170;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2023 1e kwartaal;40
6171;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2023 2e kwartaal;29
6172;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2023 3e kwartaal;27
6173;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2023 4e kwartaal;26
6174;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2023;31
6175;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2024 1e kwartaal;31
6176;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2024 2e kwartaal;26
6177;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2024 3e kwartaal;29
6178;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2024 4e kwartaal;29
6179;Langdurig werkloos;Leeftijd: 45 tot 75 jaar;2024;29
6180;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2013 1e kwartaal;57
6181;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2013 2e kwartaal;62
6182;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2013 3e kwartaal;62
6183;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2013 4e kwartaal;59
6184;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2013;60
6185;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2014 1e kwartaal;65
6186;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2014 2e kwartaal;66
6187;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2014 3e kwartaal;72
6188;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2014 4e kwartaal;76
6189;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2014;70
6190;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2015 1e kwartaal;92
6191;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2015 2e kwartaal;98
6192;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2015 3e kwartaal;90
6193;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2015 4e kwartaal;92
6194;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2015;93
6195;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2016 1e kwartaal;90
6196;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2016 2e kwartaal;87
6197;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2016 3e kwartaal;78
6198;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2016 4e kwartaal;81
6199;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2016;84
6200;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2017 1e kwartaal;76
6201;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2017 2e kwartaal;73
6202;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2017 3e kwartaal;62
6203;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2017 4e kwartaal;60
6204;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2017;68
6205;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2018 1e kwartaal;55
6206;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2018 2e kwartaal;60
6207;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2018 3e kwartaal;46
6208;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2018 4e kwartaal;50
6209;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2018;53
6210;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2019 1e kwartaal;45
6211;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2019 2e kwartaal;35
6212;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2019 3e kwartaal;33
6213;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2019 4e kwartaal;29
6214;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2019;36
6215;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2020 1e kwartaal;25
6216;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2020 2e kwartaal;23
6217;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2020 3e kwartaal;21
6218;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2020 4e kwartaal;26
6219;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2020;24
6220;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2021 1e kwartaal;25
6221;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2021 2e kwartaal;26
6222;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2021 3e kwartaal;22
6223;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2021 4e kwartaal;27
6224;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2021;25
6225;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2022 1e kwartaal;29
6226;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2022 2e kwartaal;27
6227;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2022 3e kwartaal;25
6228;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2022 4e kwartaal;25
6229;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2022;27
6230;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2023 1e kwartaal;23
6231;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2023 2e kwartaal;16
6232;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2023 3e kwartaal;15
6233;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2023 4e kwartaal;15
6234;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2023;17
6235;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2024 1e kwartaal;14
6236;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2024 2e kwartaal;13
6237;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2024 3e kwartaal;16
6238;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2024 4e kwartaal;13
6239;Langdurig werkloos;Leeftijd: 55 tot 65 jaar;2024;14
6240;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2013 1e kwartaal;5
6241;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2013 2e kwartaal;6
6242;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2013 3e kwartaal;8
6243;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2013 4e kwartaal;9
6244;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2013;7
6245;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2014 1e kwartaal;6
6246;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2014 2e kwartaal;9
6247;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2014 3e kwartaal;8
6248;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2014 4e kwartaal;7
6249;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2014;7
6250;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2015 1e kwartaal;13
6251;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2015 2e kwartaal;8
6252;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2015 3e kwartaal;12
6253;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2015 4e kwartaal;6
6254;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2015;10
6255;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2016 1e kwartaal;5
6256;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2016 2e kwartaal;7
6257;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2016 3e kwartaal;7
6258;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2016 4e kwartaal;7
6259;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2016;7
6260;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2017 1e kwartaal;7
6261;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2017 2e kwartaal;7
6262;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2017 3e kwartaal;10
6263;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2017 4e kwartaal;9
6264;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2017;8
6265;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2018 1e kwartaal;8
6266;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2018 2e kwartaal;10
6267;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2018 3e kwartaal;11
6268;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2018 4e kwartaal;9
6269;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2018;9
6270;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2019 1e kwartaal;10
6271;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2019 2e kwartaal;10
6272;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2019 3e kwartaal;8
6273;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2019 4e kwartaal;7
6274;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2019;9
6275;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2020 1e kwartaal;5
6276;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2020 2e kwartaal;4
6277;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2020 3e kwartaal;4
6278;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2020 4e kwartaal;4
6279;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2020;4
6280;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2021 1e kwartaal;6
6281;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2021 2e kwartaal;3
6282;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2021 3e kwartaal;7
6283;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2021 4e kwartaal;5
6284;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2021;5
6285;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2022 1e kwartaal;5
6286;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2022 2e kwartaal;5
6287;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2022 3e kwartaal;7
6288;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2022 4e kwartaal;6
6289;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2022;5
6290;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2023 1e kwartaal;7
6291;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2023 2e kwartaal;5
6292;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2023 3e kwartaal;5
6293;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2023 4e kwartaal;4
6294;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2023;5
6295;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2024 1e kwartaal;5
6296;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2024 2e kwartaal;4
6297;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2024 3e kwartaal;4
6298;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2024 4e kwartaal;5
6299;Langdurig werkloos;Leeftijd: 65 tot 75 jaar;2024;5
6300;12 tot 18 maanden;Totaal personen;2013 1e kwartaal;80
6301;12 tot 18 maanden;Totaal personen;2013 2e kwartaal;88
6302;12 tot 18 maanden;Totaal personen;2013 3e kwartaal;87
6303;12 tot 18 maanden;Totaal personen;2013 4e kwartaal;97
6304;12 tot 18 maanden;Totaal personen;2013;88
6305;12 tot 18 maanden;Totaal personen;2014 1e kwartaal;96
6306;12 tot 18 maanden;Totaal personen;2014 2e kwartaal;91
6307;12 tot 18 maanden;Totaal personen;2014 3e kwartaal;80
6308;12 tot 18 maanden;Totaal personen;2014 4e kwartaal;87
6309;12 tot 18 maanden;Totaal personen;2014;88
6310;12 tot 18 maanden;Totaal personen;2015 1e kwartaal;95
6311;12 tot 18 maanden;Totaal personen;2015 2e kwartaal;85
6312;12 tot 18 maanden;Totaal personen;2015 3e kwartaal;62
6313;12 tot 18 maanden;Totaal personen;2015 4e kwartaal;68
6314;12 tot 18 maanden;Totaal personen;2015;78
6315;12 tot 18 maanden;Totaal personen;2016 1e kwartaal;67
6316;12 tot 18 maanden;Totaal personen;2016 2e kwartaal;57
6317;12 tot 18 maanden;Totaal personen;2016 3e kwartaal;57
6318;12 tot 18 maanden;Totaal personen;2016 4e kwartaal;57
6319;12 tot 18 maanden;Totaal personen;2016;60
6320;12 tot 18 maanden;Totaal personen;2017 1e kwartaal;51
6321;12 tot 18 maanden;Totaal personen;2017 2e kwartaal;50
6322;12 tot 18 maanden;Totaal personen;2017 3e kwartaal;39
6323;12 tot 18 maanden;Totaal personen;2017 4e kwartaal;45
6324;12 tot 18 maanden;Totaal personen;2017;46
6325;12 tot 18 maanden;Totaal personen;2018 1e kwartaal;39
6326;12 tot 18 maanden;Totaal personen;2018 2e kwartaal;30
6327;12 tot 18 maanden;Totaal personen;2018 3e kwartaal;29
6328;12 tot 18 maanden;Totaal personen;2018 4e kwartaal;32
6329;12 tot 18 maanden;Totaal personen;2018;33
6330;12 tot 18 maanden;Totaal personen;2019 1e kwartaal;27
6331;12 tot 18 maanden;Totaal personen;2019 2e kwartaal;29
6332;12 tot 18 maanden;Totaal personen;2019 3e kwartaal;22
6333;12 tot 18 maanden;Totaal personen;2019 4e kwartaal;24
6334;12 tot 18 maanden;Totaal personen;2019;26
6335;12 tot 18 maanden;Totaal personen;2020 1e kwartaal;26
6336;12 tot 18 maanden;Totaal personen;2020 2e kwartaal;23
6337;12 tot 18 maanden;Totaal personen;2020 3e kwartaal;27
6338;12 tot 18 maanden;Totaal personen;2020 4e kwartaal;35
6339;12 tot 18 maanden;Totaal personen;2020;28
6340;12 tot 18 maanden;Totaal personen;2021 1e kwartaal;27
6341;12 tot 18 maanden;Totaal personen;2021 2e kwartaal;25
6342;12 tot 18 maanden;Totaal personen;2021 3e kwartaal;20
6343;12 tot 18 maanden;Totaal personen;2021 4e kwartaal;20
6344;12 tot 18 maanden;Totaal personen;2021;23
6345;12 tot 18 maanden;Totaal personen;2022 1e kwartaal;17
6346;12 tot 18 maanden;Totaal personen;2022 2e kwartaal;14
6347;12 tot 18 maanden;Totaal personen;2022 3e kwartaal;12
6348;12 tot 18 maanden;Totaal personen;2022 4e kwartaal;13
6349;12 tot 18 maanden;Totaal personen;2022;14
6350;12 tot 18 maanden;Totaal personen;2023 1e kwartaal;10
6351;12 tot 18 maanden;Totaal personen;2023 2e kwartaal;10
6352;12 tot 18 maanden;Totaal personen;2023 3e kwartaal;10
6353;12 tot 18 maanden;Totaal personen;2023 4e kwartaal;13
6354;12 tot 18 maanden;Totaal personen;2023;11
6355;12 tot 18 maanden;Totaal personen;2024 1e kwartaal;11
6356;12 tot 18 maanden;Totaal personen;2024 2e kwartaal;15
6357;12 tot 18 maanden;Totaal personen;2024 3e kwartaal;13
6358;12 tot 18 maanden;Totaal personen;2024 4e kwartaal;14
6359;12 tot 18 maanden;Totaal personen;2024;13
6360;12 tot 18 maanden;Geslacht: Mannen;2013 1e kwartaal;41
6361;12 tot 18 maanden;Geslacht: Mannen;2013 2e kwartaal;45
6362;12 tot 18 maanden;Geslacht: Mannen;2013 3e kwartaal;45
6363;12 tot 18 maanden;Geslacht: Mannen;2013 4e kwartaal;53
6364;12 tot 18 maanden;Geslacht: Mannen;2013;46
6365;12 tot 18 maanden;Geslacht: Mannen;2014 1e kwartaal;44
6366;12 tot 18 maanden;Geslacht: Mannen;2014 2e kwartaal;44
6367;12 tot 18 maanden;Geslacht: Mannen;2014 3e kwartaal;42
6368;12 tot 18 maanden;Geslacht: Mannen;2014 4e kwartaal;42
6369;12 tot 18 maanden;Geslacht: Mannen;2014;43
6370;12 tot 18 maanden;Geslacht: Mannen;2015 1e kwartaal;51
6371;12 tot 18 maanden;Geslacht: Mannen;2015 2e kwartaal;43
6372;12 tot 18 maanden;Geslacht: Mannen;2015 3e kwartaal;30
6373;12 tot 18 maanden;Geslacht: Mannen;2015 4e kwartaal;35
6374;12 tot 18 maanden;Geslacht: Mannen;2015;40
6375;12 tot 18 maanden;Geslacht: Mannen;2016 1e kwartaal;32
6376;12 tot 18 maanden;Geslacht: Mannen;2016 2e kwartaal;27
6377;12 tot 18 maanden;Geslacht: Mannen;2016 3e kwartaal;27
6378;12 tot 18 maanden;Geslacht: Mannen;2016 4e kwartaal;27
6379;12 tot 18 maanden;Geslacht: Mannen;2016;28
6380;12 tot 18 maanden;Geslacht: Mannen;2017 1e kwartaal;22
6381;12 tot 18 maanden;Geslacht: Mannen;2017 2e kwartaal;25
6382;12 tot 18 maanden;Geslacht: Mannen;2017 3e kwartaal;15
6383;12 tot 18 maanden;Geslacht: Mannen;2017 4e kwartaal;18
6384;12 tot 18 maanden;Geslacht: Mannen;2017;20
6385;12 tot 18 maanden;Geslacht: Mannen;2018 1e kwartaal;17
6386;12 tot 18 maanden;Geslacht: Mannen;2018 2e kwartaal;17
6387;12 tot 18 maanden;Geslacht: Mannen;2018 3e kwartaal;14
6388;12 tot 18 maanden;Geslacht: Mannen;2018 4e kwartaal;12
