ID;Werkloosheidsduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
66;Totaal werkloosheidsduur;Geslacht: Mannen;2014 2e kwartaal;394
67;Totaal werkloosheidsduur;Geslacht: Mannen;2014 3e kwartaal;368
68;Totaal werkloosheidsduur;Geslacht: Mannen;2014 4e kwartaal;374
69;Totaal werkloosheidsduur;Geslacht: Mannen;2014;389
70;Totaal werkloosheidsduur;Geslacht: Mannen;2015 1e kwartaal;393
71;Totaal werkloosheidsduur;Geslacht: Mannen;2015 2e kwartaal;370
72;Totaal werkloosheidsduur;Geslacht: Mannen;2015 3e kwartaal;348
73;Totaal werkloosheidsduur;Geslacht: Mannen;2015 4e kwartaal;347
74;Totaal werkloosheidsduur;Geslacht: Mannen;2015;364
75;Totaal werkloosheidsduur;Geslacht: Mannen;2016 1e kwartaal;354
76;Totaal werkloosheidsduur;Geslacht: Mannen;2016 2e kwartaal;331
77;Totaal werkloosheidsduur;Geslacht: Mannen;2016 3e kwartaal;302
78;Totaal werkloosheidsduur;Geslacht: Mannen;2016 4e kwartaal;285
79;Totaal werkloosheidsduur;Geslacht: Mannen;2016;318
80;Totaal werkloosheidsduur;Geslacht: Mannen;2017 1e kwartaal;296
81;Totaal werkloosheidsduur;Geslacht: Mannen;2017 2e kwartaal;270
82;Totaal werkloosheidsduur;Geslacht: Mannen;2017 3e kwartaal;253
83;Totaal werkloosheidsduur;Geslacht: Mannen;2017 4e kwartaal;245
84;Totaal werkloosheidsduur;Geslacht: Mannen;2017;266
85;Totaal werkloosheidsduur;Geslacht: Mannen;2018 1e kwartaal;250
86;Totaal werkloosheidsduur;Geslacht: Mannen;2018 2e kwartaal;233
87;Totaal werkloosheidsduur;Geslacht: Mannen;2018 3e kwartaal;224
88;Totaal werkloosheidsduur;Geslacht: Mannen;2018 4e kwartaal;217
89;Totaal werkloosheidsduur;Geslacht: Mannen;2018;231
90;Totaal werkloosheidsduur;Geslacht: Mannen;2019 1e kwartaal;227
91;Totaal werkloosheidsduur;Geslacht: Mannen;2019 2e kwartaal;213
92;Totaal werkloosheidsduur;Geslacht: Mannen;2019 3e kwartaal;213
93;Totaal werkloosheidsduur;Geslacht: Mannen;2019 4e kwartaal;219
94;Totaal werkloosheidsduur;Geslacht: Mannen;2019;218
95;Totaal werkloosheidsduur;Geslacht: Mannen;2020 1e kwartaal;210
96;Totaal werkloosheidsduur;Geslacht: Mannen;2020 2e kwartaal;235
97;Totaal werkloosheidsduur;Geslacht: Mannen;2020 3e kwartaal;248
98;Totaal werkloosheidsduur;Geslacht: Mannen;2020 4e kwartaal;238
99;Totaal werkloosheidsduur;Geslacht: Mannen;2020;233
100;Totaal werkloosheidsduur;Geslacht: Mannen;2021 1e kwartaal;233
101;Totaal werkloosheidsduur;Geslacht: Mannen;2021 2e kwartaal;205
102;Totaal werkloosheidsduur;Geslacht: Mannen;2021 3e kwartaal;190
103;Totaal werkloosheidsduur;Geslacht: Mannen;2021 4e kwartaal;179
104;Totaal werkloosheidsduur;Geslacht: Mannen;2021;202
105;Totaal werkloosheidsduur;Geslacht: Mannen;2022 1e kwartaal;176
106;Totaal werkloosheidsduur;Geslacht: Mannen;2022 2e kwartaal;163
107;Totaal werkloosheidsduur;Geslacht: Mannen;2022 3e kwartaal;181
108;Totaal werkloosheidsduur;Geslacht: Mannen;2022 4e kwartaal;166
109;Totaal werkloosheidsduur;Geslacht: Mannen;2022;171
110;Totaal werkloosheidsduur;Geslacht: Mannen;2023 1e kwartaal;181
111;Totaal werkloosheidsduur;Geslacht: Mannen;2023 2e kwartaal;171
112;Totaal werkloosheidsduur;Geslacht: Mannen;2023 3e kwartaal;187
113;Totaal werkloosheidsduur;Geslacht: Mannen;2023 4e kwartaal;179
114;Totaal werkloosheidsduur;Geslacht: Mannen;2023;180
115;Totaal werkloosheidsduur;Geslacht: Mannen;2024 1e kwartaal;197
116;Totaal werkloosheidsduur;Geslacht: Mannen;2024 2e kwartaal;187
117;Totaal werkloosheidsduur;Geslacht: Mannen;2024 3e kwartaal;188
118;Totaal werkloosheidsduur;Geslacht: Mannen;2024 4e kwartaal;177
119;Totaal werkloosheidsduur;Geslacht: Mannen;2024;187
120;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 1e kwartaal;354
121;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 2e kwartaal;354
122;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 3e kwartaal;366
123;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 4e kwartaal;369
124;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013;361
125;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 1e kwartaal;396
126;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 2e kwartaal;376
127;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 3e kwartaal;355
128;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 4e kwartaal;365
129;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014;373
130;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 1e kwartaal;385
131;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 2e kwartaal;360
132;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 3e kwartaal;344
133;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 4e kwartaal;351
134;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015;360
135;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 1e kwartaal;357
136;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 2e kwartaal;334
137;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 3e kwartaal;310
138;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 4e kwartaal;310
139;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016;328
140;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 1e kwartaal;313
141;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 2e kwartaal;289
142;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 3e kwartaal;264
143;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 4e kwartaal;253
144;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017;280
145;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 1e kwartaal;253
146;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 2e kwartaal;230
147;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 3e kwartaal;215
148;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 4e kwartaal;214
149;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018;228
150;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 1e kwartaal;223
151;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 2e kwartaal;202
152;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 3e kwartaal;199
153;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 4e kwartaal;197
154;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019;205
155;Totaal werkloosheidsduur;Geslacht: Vrouwen;2020 1e kwartaal;201
156;Totaal werkloosheidsduur;Geslacht: Vrouwen;2020 2e kwartaal;225
157;Totaal werkloosheidsduur;Geslacht: Vrouwen;2020 3e kwartaal;260
158;Totaal werkloosheidsduur;Geslacht: Vrouwen;2020 4e kwartaal;242
159;Totaal werkloosheidsduur;Geslacht: Vrouwen;2020;232
160;Totaal werkloosheidsduur;Geslacht: Vrouwen;2021 1e kwartaal;230
161;Totaal werkloosheidsduur;Geslacht: Vrouwen;2021 2e kwartaal;211
162;Totaal werkloosheidsduur;Geslacht: Vrouwen;2021 3e kwartaal;198
163;Totaal werkloosheidsduur;Geslacht: Vrouwen;2021 4e kwartaal;184
164;Totaal werkloosheidsduur;Geslacht: Vrouwen;2021;206
165;Totaal werkloosheidsduur;Geslacht: Vrouwen;2022 1e kwartaal;180
166;Totaal werkloosheidsduur;Geslacht: Vrouwen;2022 2e kwartaal;167
167;Totaal werkloosheidsduur;Geslacht: Vrouwen;2022 3e kwartaal;185
168;Totaal werkloosheidsduur;Geslacht: Vrouwen;2022 4e kwartaal;184
169;Totaal werkloosheidsduur;Geslacht: Vrouwen;2022;179
170;Totaal werkloosheidsduur;Geslacht: Vrouwen;2023 1e kwartaal;190
171;Totaal werkloosheidsduur;Geslacht: Vrouwen;2023 2e kwartaal;176
172;Totaal werkloosheidsduur;Geslacht: Vrouwen;2023 3e kwartaal;180
173;Totaal werkloosheidsduur;Geslacht: Vrouwen;2023 4e kwartaal;170
174;Totaal werkloosheidsduur;Geslacht: Vrouwen;2023;179
175;Totaal werkloosheidsduur;Geslacht: Vrouwen;2024 1e kwartaal;189
176;Totaal werkloosheidsduur;Geslacht: Vrouwen;2024 2e kwartaal;178
177;Totaal werkloosheidsduur;Geslacht: Vrouwen;2024 3e kwartaal;189
178;Totaal werkloosheidsduur;Geslacht: Vrouwen;2024 4e kwartaal;185
179;Totaal werkloosheidsduur;Geslacht: Vrouwen;2024;185
180;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2013 1e kwartaal;261
181;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2013 2e kwartaal;264
182;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2013 3e kwartaal;269
183;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2013 4e kwartaal;269
184;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2013;266
185;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2014 1e kwartaal;300
186;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2014 2e kwartaal;286
187;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2014 3e kwartaal;262
188;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2014 4e kwartaal;266
189;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2014;279
190;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2015 1e kwartaal;292
191;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2015 2e kwartaal;275
192;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2015 3e kwartaal;242
193;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2015 4e kwartaal;245
194;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2015;264
195;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2016 1e kwartaal;250
196;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2016 2e kwartaal;251
197;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2016 3e kwartaal;211
198;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2016 4e kwartaal;209
199;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2016;230
200;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2017 1e kwartaal;212
201;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2017 2e kwartaal;208
202;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2017 3e kwartaal;167
203;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2017 4e kwartaal;170
204;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2017;189
205;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2018 1e kwartaal;176
206;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2018 2e kwartaal;161
207;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2018 3e kwartaal;146
208;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2018 4e kwartaal;142
209;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2018;156
210;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2019 1e kwartaal;147
211;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2019 2e kwartaal;141
212;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2019 3e kwartaal;134
213;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2019 4e kwartaal;146
214;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2019;142
215;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;140
216;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;148
217;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;167
218;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;150
219;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2020;151
220;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;158
221;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;148
222;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;122
223;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;117
224;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2021;136
225;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;115
226;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;103
227;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;116
228;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;114
229;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2022;112
230;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;118
231;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;121
232;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;115
233;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;124
234;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2023;120
235;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;130
236;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;134
237;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;122
238;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;116
239;Totaal werkloosheidsduur;1 Basisonderwijs, vmbo, mbo1;2024;125
240;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2013 1e kwartaal;305
241;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2013 2e kwartaal;314
242;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2013 3e kwartaal;307
243;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2013 4e kwartaal;309
244;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2013;309
245;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2014 1e kwartaal;341
246;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2014 2e kwartaal;322
247;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2014 3e kwartaal;299
248;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2014 4e kwartaal;309
249;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2014;318
250;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2015 1e kwartaal;316
251;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2015 2e kwartaal;295
252;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2015 3e kwartaal;287
253;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2015 4e kwartaal;285
254;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2015;296
255;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2016 1e kwartaal;298
256;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2016 2e kwartaal;269
257;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2016 3e kwartaal;243
258;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2016 4e kwartaal;239
259;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2016;262
260;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2017 1e kwartaal;240
261;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2017 2e kwartaal;223
262;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2017 3e kwartaal;209
263;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2017 4e kwartaal;197
264;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2017;217
265;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2018 1e kwartaal;193
266;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2018 2e kwartaal;169
267;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2018 3e kwartaal;155
268;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2018 4e kwartaal;162
269;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2018;170
270;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2019 1e kwartaal;168
271;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2019 2e kwartaal;154
272;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2019 3e kwartaal;158
273;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2019 4e kwartaal;154
274;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2019;159
275;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2020 1e kwartaal;143
276;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2020 2e kwartaal;182
277;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2020 3e kwartaal;202
278;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2020 4e kwartaal;183
279;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2020;178
280;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2021 1e kwartaal;176
281;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2021 2e kwartaal;158
282;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2021 3e kwartaal;142
283;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2021 4e kwartaal;133
284;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2021;152
285;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2022 1e kwartaal;128
286;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2022 2e kwartaal;121
287;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2022 3e kwartaal;128
288;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2022 4e kwartaal;120
289;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2022;124
290;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2023 1e kwartaal;131
291;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2023 2e kwartaal;117
292;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2023 3e kwartaal;128
293;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2023 4e kwartaal;119
294;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2023;124
295;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2024 1e kwartaal;131
296;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2024 2e kwartaal;123
297;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2024 3e kwartaal;133
298;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2024 4e kwartaal;123
299;Totaal werkloosheidsduur;2 Havo, vwo, mbo2-4;2024;128
300;Totaal werkloosheidsduur;3 Hbo, wo;2013 1e kwartaal;149
301;Totaal werkloosheidsduur;3 Hbo, wo;2013 2e kwartaal;148
302;Totaal werkloosheidsduur;3 Hbo, wo;2013 3e kwartaal;167
303;Totaal werkloosheidsduur;3 Hbo, wo;2013 4e kwartaal;168
304;Totaal werkloosheidsduur;3 Hbo, wo;2013;158
305;Totaal werkloosheidsduur;3 Hbo, wo;2014 1e kwartaal;162
306;Totaal werkloosheidsduur;3 Hbo, wo;2014 2e kwartaal;152
307;Totaal werkloosheidsduur;3 Hbo, wo;2014 3e kwartaal;154
308;Totaal werkloosheidsduur;3 Hbo, wo;2014 4e kwartaal;155
309;Totaal werkloosheidsduur;3 Hbo, wo;2014;156
310;Totaal werkloosheidsduur;3 Hbo, wo;2015 1e kwartaal;161
311;Totaal werkloosheidsduur;3 Hbo, wo;2015 2e kwartaal;153
312;Totaal werkloosheidsduur;3 Hbo, wo;2015 3e kwartaal;156
313;Totaal werkloosheidsduur;3 Hbo, wo;2015 4e kwartaal;158
314;Totaal werkloosheidsduur;3 Hbo, wo;2015;157
315;Totaal werkloosheidsduur;3 Hbo, wo;2016 1e kwartaal;156
316;Totaal werkloosheidsduur;3 Hbo, wo;2016 2e kwartaal;135
317;Totaal werkloosheidsduur;3 Hbo, wo;2016 3e kwartaal;149
318;Totaal werkloosheidsduur;3 Hbo, wo;2016 4e kwartaal;140
319;Totaal werkloosheidsduur;3 Hbo, wo;2016;145
320;Totaal werkloosheidsduur;3 Hbo, wo;2017 1e kwartaal;149
321;Totaal werkloosheidsduur;3 Hbo, wo;2017 2e kwartaal;123
322;Totaal werkloosheidsduur;3 Hbo, wo;2017 3e kwartaal;135
323;Totaal werkloosheidsduur;3 Hbo, wo;2017 4e kwartaal;126
324;Totaal werkloosheidsduur;3 Hbo, wo;2017;133
325;Totaal werkloosheidsduur;3 Hbo, wo;2018 1e kwartaal;126
326;Totaal werkloosheidsduur;3 Hbo, wo;2018 2e kwartaal;125
327;Totaal werkloosheidsduur;3 Hbo, wo;2018 3e kwartaal;133
328;Totaal werkloosheidsduur;3 Hbo, wo;2018 4e kwartaal;123
329;Totaal werkloosheidsduur;3 Hbo, wo;2018;127
330;Totaal werkloosheidsduur;3 Hbo, wo;2019 1e kwartaal;130
331;Totaal werkloosheidsduur;3 Hbo, wo;2019 2e kwartaal;113
332;Totaal werkloosheidsduur;3 Hbo, wo;2019 3e kwartaal;116
333;Totaal werkloosheidsduur;3 Hbo, wo;2019 4e kwartaal;110
334;Totaal werkloosheidsduur;3 Hbo, wo;2019;117
335;Totaal werkloosheidsduur;3 Hbo, wo;2020 1e kwartaal;124
336;Totaal werkloosheidsduur;3 Hbo, wo;2020 2e kwartaal;126
337;Totaal werkloosheidsduur;3 Hbo, wo;2020 3e kwartaal;133
338;Totaal werkloosheidsduur;3 Hbo, wo;2020 4e kwartaal;140
339;Totaal werkloosheidsduur;3 Hbo, wo;2020;131
340;Totaal werkloosheidsduur;3 Hbo, wo;2021 1e kwartaal;118
