ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
958;Doetinchem;Herkomst: Westers land;2.8;16.3
959;Doetinchem;Herkomst: Niet-westers land;1.3;13.1
960;Druten;Herkomst (land);11.7;17.1
961;Druten;Herkomst: Nederland;10.5;17.2
962;Druten;Herkomst: Niet-Nederland;1.1;16.6
963;Druten;Herkomst: Westers land;0.7;18.4
964;Druten;Herkomst: Niet-westers land;0.4;13.7
965;Duiven;Herkomst (land);16.9;17.2
966;Duiven;Herkomst: Nederland;14.9;17.3
967;Duiven;Herkomst: Niet-Nederland;1.9;17.0
968;Duiven;Herkomst: Westers land;1.5;17.5
969;Duiven;Herkomst: Niet-westers land;0.4;14.9
970;Ede;Herkomst (land);67.8;17.8
971;Ede;Herkomst: Nederland;59.5;18.0
972;Ede;Herkomst: Niet-Nederland;8.3;16.4
973;Ede;Herkomst: Westers land;5.1;17.7
974;Ede;Herkomst: Niet-westers land;3.2;14.5
975;Eibergen;Herkomst (land);11.1;15.6
976;Eibergen;Herkomst: Nederland;10.3;15.6
977;Eibergen;Herkomst: Niet-Nederland;0.8;16.3
978;Eibergen;Herkomst: Westers land;0.7;16.4
979;Eibergen;Herkomst: Niet-westers land;;
980;Elburg;Herkomst (land);13.5;17.2
981;Elburg;Herkomst: Nederland;12.9;17.2
982;Elburg;Herkomst: Niet-Nederland;0.6;18.1
983;Elburg;Herkomst: Westers land;0.5;18.5
984;Elburg;Herkomst: Niet-westers land;;
985;Epe;Herkomst (land);22.4;17.2
986;Epe;Herkomst: Nederland;20.1;17.2
987;Epe;Herkomst: Niet-Nederland;2.3;16.8
988;Epe;Herkomst: Westers land;1.6;17.8
989;Epe;Herkomst: Niet-westers land;0.7;14.5
990;Ermelo;Herkomst (land);17.8;17.7
991;Ermelo;Herkomst: Nederland;16.5;17.8
992;Ermelo;Herkomst: Niet-Nederland;1.3;16.4
993;Ermelo;Herkomst: Westers land;0.9;17.9
994;Ermelo;Herkomst: Niet-westers land;0.4;12.9
995;Geldermalsen;Herkomst (land);16.5;18.6
996;Geldermalsen;Herkomst: Nederland;15.4;18.6
997;Geldermalsen;Herkomst: Niet-Nederland;1.1;18.9
998;Geldermalsen;Herkomst: Westers land;0.7;21.3
999;Geldermalsen;Herkomst: Niet-westers land;0.4;13.9
1000;Gendringen;Herkomst (land);13.6;15.8
1001;Gendringen;Herkomst: Nederland;11.8;15.9
1002;Gendringen;Herkomst: Niet-Nederland;1.8;15.0
1003;Gendringen;Herkomst: Westers land;1.2;15.8
1004;Gendringen;Herkomst: Niet-westers land;0.6;13.3
1005;Gorssel;Herkomst (land);9.2;19.5
1006;Gorssel;Herkomst: Nederland;8.6;19.5
1007;Gorssel;Herkomst: Niet-Nederland;0.5;20.2
1008;Gorssel;Herkomst: Westers land;0.5;20.8
1009;Gorssel;Herkomst: Niet-westers land;;
1010;Groenlo;Herkomst (land);6.7;16.4
1011;Groenlo;Herkomst: Nederland;6.0;16.6
1012;Groenlo;Herkomst: Niet-Nederland;0.7;14.1
1013;Groenlo;Herkomst: Westers land;0.6;14.1
1014;Groenlo;Herkomst: Niet-westers land;;
1015;Groesbeek;Herkomst (land);13.1;16.5
1016;Groesbeek;Herkomst: Nederland;11.5;16.5
1017;Groesbeek;Herkomst: Niet-Nederland;1.6;16.6
1018;Groesbeek;Herkomst: Westers land;1.4;16.7
1019;Groesbeek;Herkomst: Niet-westers land;;
1020;Harderwijk;Herkomst (land);26.6;17.4
1021;Harderwijk;Herkomst: Nederland;23.1;17.7
1022;Harderwijk;Herkomst: Niet-Nederland;3.5;15.9
1023;Harderwijk;Herkomst: Westers land;1.6;17.9
1024;Harderwijk;Herkomst: Niet-westers land;1.9;14.2
1025;Hattem;Herkomst (land);7.6;18.4
1026;Hattem;Herkomst: Nederland;7.2;17.9
1027;Hattem;Herkomst: Niet-Nederland;0.4;27.1
1028;Hattem;Herkomst: Westers land;0.3;29.9
1029;Hattem;Herkomst: Niet-westers land;;
1030;Heerde;Herkomst (land);12.0;17.4
1031;Heerde;Herkomst: Nederland;11.5;17.5
1032;Heerde;Herkomst: Niet-Nederland;0.4;16.5
1033;Heerde;Herkomst: Westers land;0.3;16.7
1034;Heerde;Herkomst: Niet-westers land;;
1035;Hengelo;Herkomst (land);5.8;16.5
1036;Hengelo;Herkomst: Nederland;5.6;16.5
1037;Hengelo;Herkomst: Niet-Nederland;;
1038;Hengelo;Herkomst: Westers land;;
1039;Hengelo;Herkomst: Niet-westers land;;
1040;Heumen;Herkomst (land);10.8;19.0
1041;Heumen;Herkomst: Nederland;9.6;18.9
1042;Heumen;Herkomst: Niet-Nederland;1.1;19.6
1043;Heumen;Herkomst: Westers land;1.0;19.9
1044;Heumen;Herkomst: Niet-westers land;;
1045;Hummelo en Keppel;Herkomst (land);3.1;18.5
1046;Hummelo en Keppel;Herkomst: Nederland;3.0;18.3
1047;Hummelo en Keppel;Herkomst: Niet-Nederland;;
1048;Hummelo en Keppel;Herkomst: Westers land;;
1049;Hummelo en Keppel;Herkomst: Niet-westers land;;
1050;Kesteren;Herkomst (land);13.2;17.6
1051;Kesteren;Herkomst: Nederland;12.4;17.6
1052;Kesteren;Herkomst: Niet-Nederland;0.8;16.7
1053;Kesteren;Herkomst: Westers land;0.7;17.4
1054;Kesteren;Herkomst: Niet-westers land;;
1055;Lichtenvoorde;Herkomst (land);12.6;16.4
1056;Lichtenvoorde;Herkomst: Nederland;11.8;16.4
1057;Lichtenvoorde;Herkomst: Niet-Nederland;0.8;16.3
1058;Lichtenvoorde;Herkomst: Westers land;0.6;17.0
1059;Lichtenvoorde;Herkomst: Niet-westers land;;
1060;Lochem;Herkomst (land);13.4;17.7
1061;Lochem;Herkomst: Nederland;12.3;17.8
1062;Lochem;Herkomst: Niet-Nederland;1.1;16.7
1063;Lochem;Herkomst: Westers land;0.6;18.8
1064;Lochem;Herkomst: Niet-westers land;0.5;14.1
1065;Maasdriel;Herkomst (land);15.5;17.6
1066;Maasdriel;Herkomst: Nederland;14.6;17.5
1067;Maasdriel;Herkomst: Niet-Nederland;0.9;18.2
1068;Maasdriel;Herkomst: Westers land;0.8;18.6
1069;Maasdriel;Herkomst: Niet-westers land;;
1070;Millingen aan de Rijn;Herkomst (land);3.9;16.5
1071;Millingen aan de Rijn;Herkomst: Nederland;3.3;16.8
1072;Millingen aan de Rijn;Herkomst: Niet-Nederland;0.6;15.3
1073;Millingen aan de Rijn;Herkomst: Westers land;0.6;15.4
1074;Millingen aan de Rijn;Herkomst: Niet-westers land;;
1075;Neede;Herkomst (land);7.6;16.1
1076;Neede;Herkomst: Nederland;7.0;16.0
1077;Neede;Herkomst: Niet-Nederland;0.6;16.7
1078;Neede;Herkomst: Westers land;0.5;16.7
1079;Neede;Herkomst: Niet-westers land;;
1080;Nijkerk;Herkomst (land);24.7;18.1
1081;Nijkerk;Herkomst: Nederland;22.8;18.2
1082;Nijkerk;Herkomst: Niet-Nederland;1.9;16.3
1083;Nijkerk;Herkomst: Westers land;1.0;17.8
1084;Nijkerk;Herkomst: Niet-westers land;0.9;14.6
1085;Nijmegen;Herkomst (land);106.4;16.7
1086;Nijmegen;Herkomst: Nederland;85.7;17.0
1087;Nijmegen;Herkomst: Niet-Nederland;20.8;15.4
1088;Nijmegen;Herkomst: Westers land;12.4;16.6
1089;Nijmegen;Herkomst: Niet-westers land;8.4;13.6
1090;Oldebroek;Herkomst (land);14.2;16.9
1091;Oldebroek;Herkomst: Nederland;13.6;16.8
1092;Oldebroek;Herkomst: Niet-Nederland;0.6;18.8
1093;Oldebroek;Herkomst: Westers land;0.5;19.4
1094;Oldebroek;Herkomst: Niet-westers land;;
1095;Putten;Herkomst (land);14.8;18.1
1096;Putten;Herkomst: Nederland;13.9;18.1
1097;Putten;Herkomst: Niet-Nederland;0.8;18.8
1098;Putten;Herkomst: Westers land;0.6;21.1
1099;Putten;Herkomst: Niet-westers land;0.2;13.3
1100;Renkum;Herkomst (land);22.1;19.6
1101;Renkum;Herkomst: Nederland;19.5;19.7
1102;Renkum;Herkomst: Niet-Nederland;2.6;18.9
1103;Renkum;Herkomst: Westers land;2.1;19.8
1104;Renkum;Herkomst: Niet-westers land;0.5;15.0
1105;Rheden;Herkomst (land);31.8;17.8
1106;Rheden;Herkomst: Nederland;28.1;17.8
1107;Rheden;Herkomst: Niet-Nederland;3.7;17.8
1108;Rheden;Herkomst: Westers land;2.9;18.7
1109;Rheden;Herkomst: Niet-westers land;0.8;14.4
1110;Rozendaal;Herkomst (land);1.0;24.8
1111;Rozendaal;Herkomst: Nederland;0.9;24.9
1112;Rozendaal;Herkomst: Niet-Nederland;;
1113;Rozendaal;Herkomst: Westers land;;
1114;Rozendaal;Herkomst: Niet-westers land;;
1115;Ruurlo;Herkomst (land);5.8;16.6
1116;Ruurlo;Herkomst: Nederland;5.6;16.7
1117;Ruurlo;Herkomst: Niet-Nederland;0.3;15.3
1118;Ruurlo;Herkomst: Westers land;0.2;16.5
1119;Ruurlo;Herkomst: Niet-westers land;;
1120;Scherpenzeel;Herkomst (land);5.8;17.9
1121;Scherpenzeel;Herkomst: Nederland;5.5;18.0
1122;Scherpenzeel;Herkomst: Niet-Nederland;0.3;16.4
1123;Scherpenzeel;Herkomst: Westers land;0.2;17.4
1124;Scherpenzeel;Herkomst: Niet-westers land;;
1125;Steenderen;Herkomst (land);3.4;15.9
1126;Steenderen;Herkomst: Nederland;3.3;15.8
1127;Steenderen;Herkomst: Niet-Nederland;;
1128;Steenderen;Herkomst: Westers land;;
1129;Steenderen;Herkomst: Niet-westers land;;
1130;Tiel;Herkomst (land);26.3;17.2
1131;Tiel;Herkomst: Nederland;21.7;17.5
1132;Tiel;Herkomst: Niet-Nederland;4.6;15.4
1133;Tiel;Herkomst: Westers land;2.3;16.6
1134;Tiel;Herkomst: Niet-westers land;2.3;14.0
1135;Ubbergen;Herkomst (land);6.4;17.9
1136;Ubbergen;Herkomst: Nederland;5.7;18.1
1137;Ubbergen;Herkomst: Niet-Nederland;0.8;16.7
1138;Ubbergen;Herkomst: Westers land;0.7;16.7
1139;Ubbergen;Herkomst: Niet-westers land;;
1140;Voorst;Herkomst (land);16.0;16.7
1141;Voorst;Herkomst: Nederland;14.9;16.8
1142;Voorst;Herkomst: Niet-Nederland;1.2;16.0
1143;Voorst;Herkomst: Westers land;0.9;16.4
1144;Voorst;Herkomst: Niet-westers land;0.2;14.5
1145;Vorden;Herkomst (land);5.8;16.8
1146;Vorden;Herkomst: Nederland;5.5;16.8
1147;Vorden;Herkomst: Niet-Nederland;0.3;17.5
1148;Vorden;Herkomst: Westers land;0.2;17.7
1149;Vorden;Herkomst: Niet-westers land;;
1150;Wageningen;Herkomst (land);22.1;17.7
1151;Wageningen;Herkomst: Nederland;19.0;17.9
1152;Wageningen;Herkomst: Niet-Nederland;3.1;16.5
1153;Wageningen;Herkomst: Westers land;2.1;17.8
1154;Wageningen;Herkomst: Niet-westers land;1.0;13.5
1155;Warnsveld;Herkomst (land);6.0;18.0
1156;Warnsveld;Herkomst: Nederland;5.5;18.0
1157;Warnsveld;Herkomst: Niet-Nederland;0.5;18.5
1158;Warnsveld;Herkomst: Westers land;0.4;18.9
1159;Warnsveld;Herkomst: Niet-westers land;;
1160;Wehl;Herkomst (land);4.4;15.6
1161;Wehl;Herkomst: Nederland;4.2;15.7
1162;Wehl;Herkomst: Niet-Nederland;0.3;13.8
1163;Wehl;Herkomst: Westers land;0.2;14.4
1164;Wehl;Herkomst: Niet-westers land;;
1165;Westervoort;Herkomst (land);10.5;16.8
1166;Westervoort;Herkomst: Nederland;9.1;16.8
1167;Westervoort;Herkomst: Niet-Nederland;1.5;16.5
1168;Westervoort;Herkomst: Westers land;1.1;17.4
1169;Westervoort;Herkomst: Niet-westers land;0.4;13.7
1170;Winterswijk;Herkomst (land);19.4;15.8
1171;Winterswijk;Herkomst: Nederland;17.2;15.9
1172;Winterswijk;Herkomst: Niet-Nederland;2.2;15.0
1173;Winterswijk;Herkomst: Westers land;1.7;15.4
1174;Winterswijk;Herkomst: Niet-westers land;0.5;13.8
1175;Wisch;Herkomst (land);13.2;16.3
1176;Wisch;Herkomst: Nederland;11.9;16.4
1177;Wisch;Herkomst: Niet-Nederland;1.3;15.6
1178;Wisch;Herkomst: Westers land;0.9;15.9
1179;Wisch;Herkomst: Niet-westers land;0.5;14.8
1180;Wijchen;Herkomst (land);26.1;17.4
1181;Wijchen;Herkomst: Nederland;23.6;17.4
1182;Wijchen;Herkomst: Niet-Nederland;2.5;17.3
1183;Wijchen;Herkomst: Westers land;1.9;17.7
1184;Wijchen;Herkomst: Niet-westers land;0.7;15.9
1185;Zaltbommel;Herkomst (land);16.5;17.6
1186;Zaltbommel;Herkomst: Nederland;15.3;17.7
1187;Zaltbommel;Herkomst: Niet-Nederland;1.2;16.0
1188;Zaltbommel;Herkomst: Westers land;0.7;17.8
1189;Zaltbommel;Herkomst: Niet-westers land;0.5;13.5
1190;Zelhem;Herkomst (land);7.5;16.2
1191;Zelhem;Herkomst: Nederland;7.1;16.1
1192;Zelhem;Herkomst: Niet-Nederland;0.4;17.5
1193;Zelhem;Herkomst: Westers land;0.3;19.3
1194;Zelhem;Herkomst: Niet-westers land;;
1195;Zevenaar;Herkomst (land);17.9;17.0
1196;Zevenaar;Herkomst: Nederland;15.2;17.2
1197;Zevenaar;Herkomst: Niet-Nederland;2.7;16.3
1198;Zevenaar;Herkomst: Westers land;2.2;16.7
1199;Zevenaar;Herkomst: Niet-westers land;0.5;14.4
1200;Zutphen;Herkomst (land);25.0;16.6
1201;Zutphen;Herkomst: Nederland;21.1;16.8
1202;Zutphen;Herkomst: Niet-Nederland;4.0;15.3
1203;Zutphen;Herkomst: Westers land;2.2;16.3
1204;Zutphen;Herkomst: Niet-westers land;1.8;14.1
1205;Nunspeet;Herkomst (land);16.4;17.3
1206;Nunspeet;Herkomst: Nederland;15.5;17.3
1207;Nunspeet;Herkomst: Niet-Nederland;1.0;17.3
1208;Nunspeet;Herkomst: Westers land;0.6;18.4
1209;Nunspeet;Herkomst: Niet-westers land;0.3;15.2
1210;Dronten;Herkomst (land);22.7;17.5
1211;Dronten;Herkomst: Nederland;20.6;17.7
1212;Dronten;Herkomst: Niet-Nederland;2.1;15.9
1213;Dronten;Herkomst: Westers land;1.3;17.9
1214;Dronten;Herkomst: Niet-westers land;0.9;13.0
1215;Neerijnen;Herkomst (land);7.3;18.1
1216;Neerijnen;Herkomst: Nederland;6.9;18.0
1217;Neerijnen;Herkomst: Niet-Nederland;0.4;19.1
1218;Neerijnen;Herkomst: Westers land;0.3;20.9
1219;Neerijnen;Herkomst: Niet-westers land;;
1220;Abcoude;Herkomst (land);5.5;24.6
1221;Abcoude;Herkomst: Nederland;4.8;24.2
1222;Abcoude;Herkomst: Niet-Nederland;0.7;27.2
1223;Abcoude;Herkomst: Westers land;0.5;29.2
1224;Abcoude;Herkomst: Niet-westers land;0.2;22.5
1225;Amerongen;Herkomst (land);4.7;19.3
1226;Amerongen;Herkomst: Nederland;4.3;18.9
1227;Amerongen;Herkomst: Niet-Nederland;0.4;22.5
1228;Amerongen;Herkomst: Westers land;0.4;24.3
1229;Amerongen;Herkomst: Niet-westers land;;
1230;Amersfoort;Herkomst (land);87.8;19.0
1231;Amersfoort;Herkomst: Nederland;71.3;19.4
1232;Amersfoort;Herkomst: Niet-Nederland;16.5;17.3
1233;Amersfoort;Herkomst: Westers land;8.1;20.2
1234;Amersfoort;Herkomst: Niet-westers land;8.4;14.5
1235;Baarn;Herkomst (land);17.0;20.0
1236;Baarn;Herkomst: Nederland;14.7;19.9
1237;Baarn;Herkomst: Niet-Nederland;2.3;20.6
1238;Baarn;Herkomst: Westers land;1.6;23.3
1239;Baarn;Herkomst: Niet-westers land;0.7;14.6
1240;De Bilt;Herkomst (land);28.8;22.0
1241;De Bilt;Herkomst: Nederland;25.1;21.9
1242;De Bilt;Herkomst: Niet-Nederland;3.7;22.7
1243;De Bilt;Herkomst: Westers land;2.7;25.6
1244;De Bilt;Herkomst: Niet-westers land;1.0;15.4
1245;Breukelen;Herkomst (land);9.3;20.1
1246;Breukelen;Herkomst: Nederland;8.3;20.3
1247;Breukelen;Herkomst: Niet-Nederland;1.0;18.8
1248;Breukelen;Herkomst: Westers land;0.8;19.0
1249;Breukelen;Herkomst: Niet-westers land;0.2;18.5
1250;Bunnik;Herkomst (land);9.5;20.8
1251;Bunnik;Herkomst: Nederland;8.6;20.8
1252;Bunnik;Herkomst: Niet-Nederland;0.9;20.0
1253;Bunnik;Herkomst: Westers land;0.6;21.0
1254;Bunnik;Herkomst: Niet-westers land;0.3;18.0
1255;Bunschoten;Herkomst (land);12.3;17.2
1256;Bunschoten;Herkomst: Nederland;11.7;17.3
1257;Bunschoten;Herkomst: Niet-Nederland;0.7;15.5
1258;Bunschoten;Herkomst: Westers land;0.3;17.0
1259;Bunschoten;Herkomst: Niet-westers land;0.3;14.0
1260;Doorn;Herkomst (land);7.3;21.3
1261;Doorn;Herkomst: Nederland;6.4;21.6
1262;Doorn;Herkomst: Niet-Nederland;0.9;19.0
1263;Doorn;Herkomst: Westers land;0.7;19.4
1264;Doorn;Herkomst: Niet-westers land;0.2;17.8
1265;Driebergen-Rijsenburg;Herkomst (land);12.6;21.3
1266;Driebergen-Rijsenburg;Herkomst: Nederland;11.0;21.6
1267;Driebergen-Rijsenburg;Herkomst: Niet-Nederland;1.6;19.3
1268;Driebergen-Rijsenburg;Herkomst: Westers land;1.0;22.2
1269;Driebergen-Rijsenburg;Herkomst: Niet-westers land;0.6;14.6
1270;Eemnes;Herkomst (land);5.5;20.0
1271;Eemnes;Herkomst: Nederland;4.9;19.9
1272;Eemnes;Herkomst: Niet-Nederland;0.6;21.0
1273;Eemnes;Herkomst: Westers land;0.5;22.6
1274;Eemnes;Herkomst: Niet-westers land;;
1275;Houten;Herkomst (land);26.2;19.6
1276;Houten;Herkomst: Nederland;23.3;19.7
1277;Houten;Herkomst: Niet-Nederland;2.8;19.3
1278;Houten;Herkomst: Westers land;1.7;21.2
1279;Houten;Herkomst: Niet-westers land;1.1;16.4
1280;Leersum;Herkomst (land);4.9;19.9
1281;Leersum;Herkomst: Nederland;4.4;19.9
1282;Leersum;Herkomst: Niet-Nederland;0.5;19.7
1283;Leersum;Herkomst: Westers land;0.4;20.9
1284;Leersum;Herkomst: Niet-westers land;;
1285;Leusden;Herkomst (land);19.4;20.5
1286;Leusden;Herkomst: Nederland;17.1;20.5
1287;Leusden;Herkomst: Niet-Nederland;2.3;20.4
1288;Leusden;Herkomst: Westers land;1.7;20.8
1289;Leusden;Herkomst: Niet-westers land;0.5;19.0
1290;Loenen;Herkomst (land);5.6;21.4
1291;Loenen;Herkomst: Nederland;5.0;21.2
1292;Loenen;Herkomst: Niet-Nederland;0.6;23.3
1293;Loenen;Herkomst: Westers land;0.5;23.9
1294;Loenen;Herkomst: Niet-westers land;;
1295;Lopik;Herkomst (land);8.6;18.6
1296;Lopik;Herkomst: Nederland;8.2;18.6
1297;Lopik;Herkomst: Niet-Nederland;0.4;17.9
1298;Lopik;Herkomst: Westers land;0.2;20.5
1299;Lopik;Herkomst: Niet-westers land;;
1300;Maarn;Herkomst (land);3.9;23.6
1301;Maarn;Herkomst: Nederland;3.5;23.5
1302;Maarn;Herkomst: Niet-Nederland;0.4;23.9
1303;Maarn;Herkomst: Westers land;0.3;24.1
1304;Maarn;Herkomst: Niet-westers land;;
1305;Maarssen;Herkomst (land);27.3;19.6
1306;Maarssen;Herkomst: Nederland;23.0;19.8
1307;Maarssen;Herkomst: Niet-Nederland;4.3;18.4
1308;Maarssen;Herkomst: Westers land;2.6;19.6
1309;Maarssen;Herkomst: Niet-westers land;1.7;16.5
1310;Montfoort;Herkomst (land);8.5;19.5
1311;Montfoort;Herkomst: Nederland;7.9;19.4
1312;Montfoort;Herkomst: Niet-Nederland;0.6;21.3
1313;Montfoort;Herkomst: Westers land;0.5;23.0
1314;Montfoort;Herkomst: Niet-westers land;;
1315;Renswoude;Herkomst (land);2.6;17.3
1316;Renswoude;Herkomst: Nederland;2.5;17.4
1317;Renswoude;Herkomst: Niet-Nederland;;
1318;Renswoude;Herkomst: Westers land;;
1319;Renswoude;Herkomst: Niet-westers land;;
1320;Rhenen;Herkomst (land);11.6;17.9
1321;Rhenen;Herkomst: Nederland;10.6;17.9
1322;Rhenen;Herkomst: Niet-Nederland;1.0;17.8
1323;Rhenen;Herkomst: Westers land;0.6;19.1
1324;Rhenen;Herkomst: Niet-westers land;0.3;15.6
1325;Soest;Herkomst (land);30.3;19.8
1326;Soest;Herkomst: Nederland;25.5;20.1
1327;Soest;Herkomst: Niet-Nederland;4.8;18.1
1328;Soest;Herkomst: Westers land;2.9;19.9
1329;Soest;Herkomst: Niet-westers land;1.9;15.3
1330;Utrecht;Herkomst (land);183.1;17.9
1331;Utrecht;Herkomst: Nederland;139.3;18.5
1332;Utrecht;Herkomst: Niet-Nederland;43.9;16.1
1333;Utrecht;Herkomst: Westers land;17.9;18.5
1334;Utrecht;Herkomst: Niet-westers land;26.0;14.4
1335;Veenendaal;Herkomst (land);38.9;17.7
1336;Veenendaal;Herkomst: Nederland;34.1;18.0
1337;Veenendaal;Herkomst: Niet-Nederland;4.8;15.6
1338;Veenendaal;Herkomst: Westers land;2.3;17.5
1339;Veenendaal;Herkomst: Niet-westers land;2.5;13.9
1340;Woudenberg;Herkomst (land);7.2;18.5
1341;Woudenberg;Herkomst: Nederland;6.7;18.5
1342;Woudenberg;Herkomst: Niet-Nederland;0.4;17.6
1343;Woudenberg;Herkomst: Westers land;0.3;20.2
1344;Woudenberg;Herkomst: Niet-westers land;;
1345;Wijk bij Duurstede;Herkomst (land);15.1;18.8
1346;Wijk bij Duurstede;Herkomst: Nederland;13.6;18.9
1347;Wijk bij Duurstede;Herkomst: Niet-Nederland;1.5;17.1
1348;Wijk bij Duurstede;Herkomst: Westers land;1.0;18.1
1349;Wijk bij Duurstede;Herkomst: Niet-westers land;0.5;15.1
1350;IJsselstein;Herkomst (land);22.0;19.2
1351;IJsselstein;Herkomst: Nederland;18.5;19.4
1352;IJsselstein;Herkomst: Niet-Nederland;3.5;18.1
1353;IJsselstein;Herkomst: Westers land;1.6;20.2
1354;IJsselstein;Herkomst: Niet-westers land;1.9;16.3
1355;Zeist;Herkomst (land);41.2;20.3
1356;Zeist;Herkomst: Nederland;34.2;20.6
1357;Zeist;Herkomst: Niet-Nederland;7.0;18.7
1358;Zeist;Herkomst: Westers land;4.1;21.4
1359;Zeist;Herkomst: Niet-westers land;2.9;14.8
1360;Nieuwegein;Herkomst (land);43.6;18.4
1361;Nieuwegein;Herkomst: Nederland;35.6;18.7
1362;Nieuwegein;Herkomst: Niet-Nederland;7.9;17.0
1363;Nieuwegein;Herkomst: Westers land;4.3;18.0
1364;Nieuwegein;Herkomst: Niet-westers land;3.7;15.8
1365;Aalsmeer;Herkomst (land);15.9;19.2
1366;Aalsmeer;Herkomst: Nederland;14.5;19.1
1367;Aalsmeer;Herkomst: Niet-Nederland;1.4;19.6
1368;Aalsmeer;Herkomst: Westers land;1.0;21.0
1369;Aalsmeer;Herkomst: Niet-westers land;0.4;15.9
1370;Alkmaar;Herkomst (land);63.9;17.3
1371;Alkmaar;Herkomst: Nederland;52.7;17.6
1372;Alkmaar;Herkomst: Niet-Nederland;11.2;15.9
1373;Alkmaar;Herkomst: Westers land;5.9;17.4
1374;Alkmaar;Herkomst: Niet-westers land;5.3;14.2
1375;Amstelveen;Herkomst (land);53.6;22.4
1376;Amstelveen;Herkomst: Nederland;41.3;21.6
1377;Amstelveen;Herkomst: Niet-Nederland;12.4;25.0
1378;Amstelveen;Herkomst: Westers land;8.1;26.7
1379;Amstelveen;Herkomst: Niet-westers land;4.3;21.8
1380;Amsterdam;Herkomst (land);495.8;18.5
1381;Amsterdam;Herkomst: Nederland;304.0;19.3
1382;Amsterdam;Herkomst: Niet-Nederland;191.7;17.3
1383;Amsterdam;Herkomst: Westers land;66.6;20.7
1384;Amsterdam;Herkomst: Niet-westers land;125.2;15.4
1385;Andijk;Herkomst (land);4.2;17.1
1386;Andijk;Herkomst: Nederland;3.9;17.1
1387;Andijk;Herkomst: Niet-Nederland;0.2;17.4
1388;Andijk;Herkomst: Westers land;;
1389;Andijk;Herkomst: Niet-westers land;;
1390;Graft-De Rijp;Herkomst (land);4.1;18.8
1391;Graft-De Rijp;Herkomst: Nederland;3.8;18.7
1392;Graft-De Rijp;Herkomst: Niet-Nederland;0.2;19.7
1393;Graft-De Rijp;Herkomst: Westers land;;
1394;Graft-De Rijp;Herkomst: Niet-westers land;;
1395;Anna Paulowna;Herkomst (land);8.9;16.7
1396;Anna Paulowna;Herkomst: Nederland;8.2;16.6
1397;Anna Paulowna;Herkomst: Niet-Nederland;0.7;17.5
1398;Anna Paulowna;Herkomst: Westers land;0.6;17.5
1399;Anna Paulowna;Herkomst: Niet-westers land;;
1400;Beemster;Herkomst (land);5.8;19.4
1401;Beemster;Herkomst: Nederland;5.4;19.3
1402;Beemster;Herkomst: Niet-Nederland;0.4;20.0
1403;Beemster;Herkomst: Westers land;0.3;20.6
1404;Beemster;Herkomst: Niet-westers land;;
1405;Bennebroek;Herkomst (land);3.7;23.2
1406;Bennebroek;Herkomst: Nederland;3.3;23.2
1407;Bennebroek;Herkomst: Niet-Nederland;0.5;22.8
1408;Bennebroek;Herkomst: Westers land;0.4;24.1
1409;Bennebroek;Herkomst: Niet-westers land;;
1410;Bergen;Herkomst (land);21.9;19.5
1411;Bergen;Herkomst: Nederland;20.1;19.5
1412;Bergen;Herkomst: Niet-Nederland;1.8;20.6
1413;Bergen;Herkomst: Westers land;1.5;21.6
1414;Bergen;Herkomst: Niet-westers land;0.3;16.0
1415;Beverwijk;Herkomst (land);25.8;17.4
1416;Beverwijk;Herkomst: Nederland;21.4;17.6
1417;Beverwijk;Herkomst: Niet-Nederland;4.4;16.4
1418;Beverwijk;Herkomst: Westers land;2.8;17.2
1419;Beverwijk;Herkomst: Niet-westers land;1.6;15.1
1420;Blaricum;Herkomst (land);6.1;26.3
1421;Blaricum;Herkomst: Nederland;5.3;25.4
1422;Blaricum;Herkomst: Niet-Nederland;0.8;31.8
1423;Blaricum;Herkomst: Westers land;0.7;34.2
1424;Blaricum;Herkomst: Niet-westers land;;
1425;Bloemendaal;Herkomst (land);11.1;28.1
1426;Bloemendaal;Herkomst: Nederland;9.3;27.7
1427;Bloemendaal;Herkomst: Niet-Nederland;1.8;30.1
1428;Bloemendaal;Herkomst: Westers land;1.5;30.1
1429;Bloemendaal;Herkomst: Niet-westers land;0.3;30.0
1430;Bussum;Herkomst (land);21.4;22.6
1431;Bussum;Herkomst: Nederland;17.9;22.3
1432;Bussum;Herkomst: Niet-Nederland;3.6;23.8
1433;Bussum;Herkomst: Westers land;2.7;25.9
1434;Bussum;Herkomst: Niet-westers land;0.8;17.0
1435;Castricum;Herkomst (land);23.9;19.9
1436;Castricum;Herkomst: Nederland;22.1;19.9
1437;Castricum;Herkomst: Niet-Nederland;1.8;19.3
1438;Castricum;Herkomst: Westers land;1.4;20.0
1439;Castricum;Herkomst: Niet-westers land;0.4;16.8
1440;Diemen;Herkomst (land);16.3;20.0
1441;Diemen;Herkomst: Nederland;11.8;20.6
1442;Diemen;Herkomst: Niet-Nederland;4.5;18.2
1443;Diemen;Herkomst: Westers land;1.8;19.9
1444;Diemen;Herkomst: Niet-westers land;2.7;17.0
1445;Edam-Volendam;Herkomst (land);18.8;18.7
1446;Edam-Volendam;Herkomst: Nederland;17.7;18.9
1447;Edam-Volendam;Herkomst: Niet-Nederland;1.1;16.2
