ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2015_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
763;24-25 Man. of basic metals and -products;2002;812.0;895.0;-9.6;90.7
764;24-25 Man. of basic metals and -products;2003;800.0;884.0;-1.2;90.5
765;24-25 Man. of basic metals and -products;2004;708.0;781.0;-11.6;90.6
766;24-25 Man. of basic metals and -products;2005;758.0;835.0;6.9;90.8
767;24-25 Man. of basic metals and -products;2006;958.0;1042.0;24.8;91.9
768;24-25 Man. of basic metals and -products;2007;1258.0;1356.0;30.1;92.8
769;24-25 Man. of basic metals and -products;2008;1176.0;1241.0;-8.4;94.7
770;24-25 Man. of basic metals and -products;2009;1184.0;1239.0;-0.2;95.5
771;24-25 Man. of basic metals and -products;2010;804.0;835.0;-32.6;96.3
772;24-25 Man. of basic metals and -products;2011;833.0;865.0;3.6;96.3
773;24-25 Man. of basic metals and -products;2012;884.0;907.0;4.8;97.5
774;24-25 Man. of basic metals and -products;2013;892.0;911.0;0.5;97.9
775;24-25 Man. of basic metals and -products;2014;971.0;983.0;8.0;98.7
776;24-25 Man. of basic metals and -products;2015;1023.0;1023.0;4.0;100.0
777;24-25 Man. of basic metals and -products;2016;1121.0;1118.0;9.3;100.3
778;24-25 Man. of basic metals and -products;2017;1270.0;1261.0;12.8;100.7
779;24-25 Man. of basic metals and -products;2018;1375.0;1335.0;5.9;103.0
780;24-25 Man. of basic metals and -products;2019;1433.0;1359.0;1.8;105.4
781;24-25 Man. of basic metals and -products;2020;1346.0;1257.0;-7.5;107.1
782;24-25 Man. of basic metals and -products;2021;1537.0;1403.0;11.6;109.6
783;24-25 Man. of basic metals and -products;2022;;;;
784;24 Manufacture of basic metals;1995;181.0;198.0;;91.5
785;24 Manufacture of basic metals;1996;227.0;250.0;26.5;90.7
786;24 Manufacture of basic metals;1997;261.0;289.0;15.4;90.3
787;24 Manufacture of basic metals;1998;327.0;370.0;28.0;88.4
788;24 Manufacture of basic metals;1999;291.0;332.0;-10.1;87.5
789;24 Manufacture of basic metals;2000;562.0;637.0;91.8;88.2
790;24 Manufacture of basic metals;2001;264.0;295.0;-53.7;89.5
791;24 Manufacture of basic metals;2002;207.0;230.0;-22.0;90.0
792;24 Manufacture of basic metals;2003;259.0;288.0;25.1;90.0
793;24 Manufacture of basic metals;2004;168.0;187.0;-35.1;90.0
794;24 Manufacture of basic metals;2005;195.0;216.0;15.5;90.4
795;24 Manufacture of basic metals;2006;282.0;309.0;43.1;91.4
796;24 Manufacture of basic metals;2007;440.0;476.0;54.3;92.4
797;24 Manufacture of basic metals;2008;273.0;284.0;-40.2;96.0
798;24 Manufacture of basic metals;2009;512.0;531.0;86.8;96.3
799;24 Manufacture of basic metals;2010;163.0;169.0;-68.2;96.3
800;24 Manufacture of basic metals;2011;179.0;185.0;9.2;96.9
801;24 Manufacture of basic metals;2012;226.0;230.0;24.6;98.2
802;24 Manufacture of basic metals;2013;212.0;216.0;-6.2;98.2
803;24 Manufacture of basic metals;2014;227.0;229.0;6.1;99.1
804;24 Manufacture of basic metals;2015;317.0;317.0;38.3;100.0
805;24 Manufacture of basic metals;2016;328.0;327.0;3.2;100.3
806;24 Manufacture of basic metals;2017;454.0;452.0;38.1;100.5
807;24 Manufacture of basic metals;2018;487.0;475.0;5.3;102.4
808;24 Manufacture of basic metals;2019;435.0;415.0;-12.7;104.8
809;24 Manufacture of basic metals;2020;353.0;332.0;-20.0;106.3
810;24 Manufacture of basic metals;2021;557.0;511.0;53.8;109.1
811;24 Manufacture of basic metals;2022;;;;
812;25 Manufacture of metal products;1995;453.0;488.0;;92.9
813;25 Manufacture of metal products;1996;495.0;540.0;10.8;91.6
814;25 Manufacture of metal products;1997;560.0;615.0;13.7;91.1
815;25 Manufacture of metal products;1998;663.0;734.0;19.5;90.3
816;25 Manufacture of metal products;1999;703.0;785.0;6.9;89.5
817;25 Manufacture of metal products;2000;712.0;787.0;0.3;90.4
818;25 Manufacture of metal products;2001;635.0;697.0;-11.5;91.1
819;25 Manufacture of metal products;2002;605.0;666.0;-4.4;90.8
820;25 Manufacture of metal products;2003;541.0;598.0;-10.2;90.5
821;25 Manufacture of metal products;2004;540.0;596.0;-0.4;90.7
822;25 Manufacture of metal products;2005;563.0;621.0;4.3;90.7
823;25 Manufacture of metal products;2006;676.0;736.0;18.5;91.9
824;25 Manufacture of metal products;2007;818.0;883.0;20.0;92.7
825;25 Manufacture of metal products;2008;903.0;959.0;8.7;94.1
826;25 Manufacture of metal products;2009;672.0;705.0;-26.5;95.3
827;25 Manufacture of metal products;2010;641.0;666.0;-5.5;96.2
828;25 Manufacture of metal products;2011;654.0;681.0;2.2;96.0
829;25 Manufacture of metal products;2012;658.0;677.0;-0.6;97.2
830;25 Manufacture of metal products;2013;680.0;695.0;2.7;97.8
831;25 Manufacture of metal products;2014;744.0;755.0;8.5;98.6
832;25 Manufacture of metal products;2015;706.0;706.0;-6.5;100.0
833;25 Manufacture of metal products;2016;793.0;791.0;12.0;100.3
834;25 Manufacture of metal products;2017;816.0;809.0;2.3;100.9
835;25 Manufacture of metal products;2018;888.0;860.0;6.3;103.3
836;25 Manufacture of metal products;2019;998.0;944.0;9.8;105.8
837;25 Manufacture of metal products;2020;993.0;924.0;-2.1;107.5
838;25 Manufacture of metal products;2021;980.0;892.0;-3.4;109.8
839;25 Manufacture of metal products;2022;;;;
840;26-27 Elektrical and electron. industry;1995;1047.0;1302.0;;80.4
841;26-27 Elektrical and electron. industry;1996;1405.0;1769.0;35.8;79.4
842;26-27 Elektrical and electron. industry;1997;1294.0;1619.0;-8.5;79.9
843;26-27 Elektrical and electron. industry;1998;1441.0;1806.0;11.6;79.8
844;26-27 Elektrical and electron. industry;1999;1458.0;1808.0;0.1;80.7
845;26-27 Elektrical and electron. industry;2000;1649.0;1976.0;9.3;83.4
846;26-27 Elektrical and electron. industry;2001;1705.0;1992.0;0.8;85.6
847;26-27 Elektrical and electron. industry;2002;1422.0;1620.0;-18.7;87.8
848;26-27 Elektrical and electron. industry;2003;1370.0;1544.0;-4.7;88.7
849;26-27 Elektrical and electron. industry;2004;1338.0;1488.0;-3.6;89.9
850;26-27 Elektrical and electron. industry;2005;1412.0;1555.0;4.6;90.8
851;26-27 Elektrical and electron. industry;2006;1551.0;1666.0;7.1;93.1
852;26-27 Elektrical and electron. industry;2007;1508.0;1587.0;-4.7;95.0
853;26-27 Elektrical and electron. industry;2008;1611.0;1654.0;4.2;97.4
854;26-27 Elektrical and electron. industry;2009;1510.0;1540.0;-6.9;98.1
855;26-27 Elektrical and electron. industry;2010;1361.0;1387.0;-9.9;98.2
856;26-27 Elektrical and electron. industry;2011;1464.0;1501.0;8.2;97.6
857;26-27 Elektrical and electron. industry;2012;1539.0;1575.0;4.9;97.7
858;26-27 Elektrical and electron. industry;2013;1545.0;1579.0;0.3;97.9
859;26-27 Elektrical and electron. industry;2014;1769.0;1801.0;14.1;98.2
860;26-27 Elektrical and electron. industry;2015;2224.0;2224.0;23.5;100.0
861;26-27 Elektrical and electron. industry;2016;2535.0;2508.0;12.8;101.1
862;26-27 Elektrical and electron. industry;2017;2615.0;2563.0;2.2;102.0
863;26-27 Elektrical and electron. industry;2018;2553.0;2445.0;-4.6;104.4
864;26-27 Elektrical and electron. industry;2019;2639.0;2460.0;0.6;107.3
865;26-27 Elektrical and electron. industry;2020;2739.0;2493.0;1.3;109.9
866;26-27 Elektrical and electron. industry;2021;2927.0;2576.0;3.3;113.6
867;26-27 Elektrical and electron. industry;2022;;;;
868;26 Manufacture of electronic products;1995;517.0;654.0;;79.1
869;26 Manufacture of electronic products;1996;769.0;977.0;49.5;78.7
870;26 Manufacture of electronic products;1997;642.0;808.0;-17.3;79.4
871;26 Manufacture of electronic products;1998;748.0;940.0;16.4;79.6
872;26 Manufacture of electronic products;1999;767.0;950.0;1.1;80.7
873;26 Manufacture of electronic products;2000;932.0;1126.0;18.5;82.7
874;26 Manufacture of electronic products;2001;962.0;1125.0;-0.1;85.5
875;26 Manufacture of electronic products;2002;769.0;884.0;-21.4;87.0
876;26 Manufacture of electronic products;2003;711.0;803.0;-9.2;88.6
877;26 Manufacture of electronic products;2004;701.0;781.0;-2.7;89.7
878;26 Manufacture of electronic products;2005;759.0;832.0;6.6;91.2
879;26 Manufacture of electronic products;2006;791.0;845.0;1.6;93.6
880;26 Manufacture of electronic products;2007;760.0;798.0;-5.6;95.2
881;26 Manufacture of electronic products;2008;792.0;815.0;2.1;97.1
882;26 Manufacture of electronic products;2009;704.0;717.0;-12.0;98.1
883;26 Manufacture of electronic products;2010;625.0;633.0;-11.8;98.8
884;26 Manufacture of electronic products;2011;673.0;683.0;7.8;98.6
885;26 Manufacture of electronic products;2012;701.0;714.0;4.6;98.2
886;26 Manufacture of electronic products;2013;743.0;757.0;6.0;98.2
887;26 Manufacture of electronic products;2014;913.0;929.0;22.7;98.3
888;26 Manufacture of electronic products;2015;1407.0;1407.0;51.5;100.0
889;26 Manufacture of electronic products;2016;1601.0;1579.0;12.2;101.4
890;26 Manufacture of electronic products;2017;1621.0;1582.0;0.2;102.5
891;26 Manufacture of electronic products;2018;1591.0;1517.0;-4.1;104.9
892;26 Manufacture of electronic products;2019;1615.0;1499.0;-1.1;107.7
893;26 Manufacture of electronic products;2020;1637.0;1485.0;-1.0;110.3
894;26 Manufacture of electronic products;2021;1799.0;1571.0;5.8;114.5
895;26 Manufacture of electronic products;2022;;;;
896;27 Manufacture of electric equipment;1995;530.0;649.0;;81.7
897;27 Manufacture of electric equipment;1996;636.0;795.0;22.5;80.0
898;27 Manufacture of electric equipment;1997;652.0;812.0;2.2;80.3
899;27 Manufacture of electric equipment;1998;693.0;868.0;6.9;79.8
900;27 Manufacture of electric equipment;1999;691.0;859.0;-1.0;80.4
901;27 Manufacture of electric equipment;2000;717.0;852.0;-0.9;84.2
902;27 Manufacture of electric equipment;2001;743.0;868.0;2.0;85.6
903;27 Manufacture of electric equipment;2002;653.0;738.0;-15.1;88.5
904;27 Manufacture of electric equipment;2003;659.0;742.0;0.6;88.8
905;27 Manufacture of electric equipment;2004;637.0;707.0;-4.7;90.1
906;27 Manufacture of electric equipment;2005;653.0;724.0;2.4;90.2
907;27 Manufacture of electric equipment;2006;760.0;821.0;13.5;92.5
908;27 Manufacture of electric equipment;2007;748.0;790.0;-3.8;94.7
909;27 Manufacture of electric equipment;2008;819.0;840.0;6.3;97.5
910;27 Manufacture of electric equipment;2009;806.0;823.0;-2.0;97.9
911;27 Manufacture of electric equipment;2010;736.0;755.0;-8.3;97.5
912;27 Manufacture of electric equipment;2011;791.0;819.0;8.6;96.5
913;27 Manufacture of electric equipment;2012;838.0;862.0;5.2;97.2
914;27 Manufacture of electric equipment;2013;802.0;823.0;-4.5;97.5
915;27 Manufacture of electric equipment;2014;856.0;873.0;6.1;98.0
916;27 Manufacture of electric equipment;2015;817.0;817.0;-6.4;100.0
917;27 Manufacture of electric equipment;2016;934.0;929.0;13.7;100.5
918;27 Manufacture of electric equipment;2017;994.0;982.0;5.7;101.3
919;27 Manufacture of electric equipment;2018;962.0;928.0;-5.4;103.6
920;27 Manufacture of electric equipment;2019;1024.0;961.0;3.5;106.5
921;27 Manufacture of electric equipment;2020;1102.0;1009.0;5.0;109.2
922;27 Manufacture of electric equipment;2021;1128.0;1005.0;-0.4;112.2
923;27 Manufacture of electric equipment;2022;;;;
924;28 Manufacture of machinery n.e.c.;1995;778.0;939.0;;82.9
925;28 Manufacture of machinery n.e.c.;1996;948.0;1141.0;21.5;83.1
926;28 Manufacture of machinery n.e.c.;1997;990.0;1185.0;3.9;83.5
927;28 Manufacture of machinery n.e.c.;1998;1138.0;1371.0;15.7;83.0
928;28 Manufacture of machinery n.e.c.;1999;1185.0;1416.0;3.3;83.7
929;28 Manufacture of machinery n.e.c.;2000;1260.0;1480.0;4.5;85.2
930;28 Manufacture of machinery n.e.c.;2001;1467.0;1705.0;15.2;86.0
931;28 Manufacture of machinery n.e.c.;2002;1235.0;1399.0;-17.9;88.2
932;28 Manufacture of machinery n.e.c.;2003;1203.0;1352.0;-3.4;89.0
933;28 Manufacture of machinery n.e.c.;2004;1198.0;1343.0;-0.7;89.2
934;28 Manufacture of machinery n.e.c.;2005;1168.0;1299.0;-3.3;89.9
935;28 Manufacture of machinery n.e.c.;2006;1438.0;1576.0;21.3;91.2
936;28 Manufacture of machinery n.e.c.;2007;1637.0;1770.0;12.3;92.5
937;28 Manufacture of machinery n.e.c.;2008;1550.0;1641.0;-7.3;94.4
938;28 Manufacture of machinery n.e.c.;2009;1558.0;1629.0;-0.8;95.7
939;28 Manufacture of machinery n.e.c.;2010;1747.0;1815.0;11.4;96.3
940;28 Manufacture of machinery n.e.c.;2011;2080.0;2147.0;18.3;96.9
941;28 Manufacture of machinery n.e.c.;2012;2030.0;2083.0;-3.0;97.4
942;28 Manufacture of machinery n.e.c.;2013;1987.0;2029.0;-2.6;97.9
943;28 Manufacture of machinery n.e.c.;2014;2017.0;2047.0;0.9;98.5
944;28 Manufacture of machinery n.e.c.;2015;2371.0;2371.0;15.8;100.0
945;28 Manufacture of machinery n.e.c.;2016;2598.0;2576.0;8.6;100.9
946;28 Manufacture of machinery n.e.c.;2017;2217.0;2177.0;-15.5;101.8
947;28 Manufacture of machinery n.e.c.;2018;2664.0;2558.0;17.5;104.1
948;28 Manufacture of machinery n.e.c.;2019;3103.0;2911.0;13.8;106.6
949;28 Manufacture of machinery n.e.c.;2020;2824.0;2582.0;-11.3;109.4
950;28 Manufacture of machinery n.e.c.;2021;3156.0;2781.0;7.7;113.5
951;28 Manufacture of machinery n.e.c.;2022;;;;
952;29-30 Transport equipment;1995;1090.0;1350.0;;80.8
953;29-30 Transport equipment;1996;503.0;615.0;-54.4;81.7
954;29-30 Transport equipment;1997;451.0;553.0;-10.1;81.6
955;29-30 Transport equipment;1998;639.0;795.0;43.7;80.4
956;29-30 Transport equipment;1999;640.0;786.0;-1.1;81.4
957;29-30 Transport equipment;2000;477.0;571.0;-27.3;83.5
958;29-30 Transport equipment;2001;663.0;786.0;37.7;84.3
959;29-30 Transport equipment;2002;442.0;511.0;-35.0;86.5
960;29-30 Transport equipment;2003;516.0;599.0;17.2;86.1
961;29-30 Transport equipment;2004;563.0;647.0;7.9;87.0
962;29-30 Transport equipment;2005;586.0;659.0;2.0;88.9
963;29-30 Transport equipment;2006;559.0;620.0;-6.0;90.2
964;29-30 Transport equipment;2007;658.0;721.0;16.3;91.3
965;29-30 Transport equipment;2008;555.0;596.0;-17.3;93.1
966;29-30 Transport equipment;2009;397.0;416.0;-30.3;95.5
967;29-30 Transport equipment;2010;423.0;440.0;5.8;96.2
968;29-30 Transport equipment;2011;497.0;515.0;17.0;96.6
969;29-30 Transport equipment;2012;535.0;548.0;6.4;97.7
970;29-30 Transport equipment;2013;666.0;682.0;24.5;97.7
971;29-30 Transport equipment;2014;613.0;622.0;-8.7;98.5
972;29-30 Transport equipment;2015;529.0;529.0;-15.0;100.0
973;29-30 Transport equipment;2016;480.0;478.0;-9.6;100.4
974;29-30 Transport equipment;2017;670.0;666.0;39.4;100.6
975;29-30 Transport equipment;2018;564.0;550.0;-17.5;102.6
976;29-30 Transport equipment;2019;634.0;608.0;10.6;104.2
977;29-30 Transport equipment;2020;525.0;496.0;-18.5;105.8
978;29-30 Transport equipment;2021;751.0;692.0;39.4;108.6
979;29-30 Transport equipment;2022;;;;
980;29 Manufacture of cars and trailers;1995;900.0;1160.0;;77.6
981;29 Manufacture of cars and trailers;1996;385.0;490.0;-57.8;78.6
982;29 Manufacture of cars and trailers;1997;313.0;398.0;-18.7;78.6
983;29 Manufacture of cars and trailers;1998;452.0;579.0;45.4;78.1
984;29 Manufacture of cars and trailers;1999;427.0;544.0;-6.0;78.4
985;29 Manufacture of cars and trailers;2000;283.0;352.0;-35.4;80.4
986;29 Manufacture of cars and trailers;2001;356.0;436.0;24.0;81.6
987;29 Manufacture of cars and trailers;2002;244.0;293.0;-32.9;83.3
988;29 Manufacture of cars and trailers;2003;296.0;353.0;20.5;83.9
989;29 Manufacture of cars and trailers;2004;341.0;402.0;13.9;84.9
990;29 Manufacture of cars and trailers;2005;379.0;438.0;9.1;86.5
991;29 Manufacture of cars and trailers;2006;347.0;396.0;-9.8;87.7
992;29 Manufacture of cars and trailers;2007;428.0;481.0;21.6;89.0
993;29 Manufacture of cars and trailers;2008;364.0;399.0;-17.1;91.2
994;29 Manufacture of cars and trailers;2009;237.0;253.0;-36.5;93.6
995;29 Manufacture of cars and trailers;2010;244.0;258.0;1.7;94.8
996;29 Manufacture of cars and trailers;2011;290.0;304.0;18.0;95.4
997;29 Manufacture of cars and trailers;2012;323.0;332.0;9.3;97.2
998;29 Manufacture of cars and trailers;2013;435.0;447.0;34.7;97.2
999;29 Manufacture of cars and trailers;2014;389.0;397.0;-11.3;98.0
1000;29 Manufacture of cars and trailers;2015;345.0;345.0;-13.1;100.0
1001;29 Manufacture of cars and trailers;2016;312.0;310.0;-10.1;100.6
1002;29 Manufacture of cars and trailers;2017;464.0;460.0;48.4;100.9
1003;29 Manufacture of cars and trailers;2018;388.0;377.0;-18.1;103.0
1004;29 Manufacture of cars and trailers;2019;332.0;318.0;-15.5;104.2
1005;29 Manufacture of cars and trailers;2020;341.0;321.0;0.9;106.1
1006;29 Manufacture of cars and trailers;2021;532.0;487.0;51.6;109.2
1007;29 Manufacture of cars and trailers;2022;;;;
1008;30 Manufacture of other transport;1995;190.0;220.0;;86.3
1009;30 Manufacture of other transport;1996;118.0;136.0;-38.4;87.1
1010;30 Manufacture of other transport;1997;138.0;160.0;17.8;86.4
1011;30 Manufacture of other transport;1998;187.0;223.0;39.9;83.7
1012;30 Manufacture of other transport;1999;213.0;247.0;10.7;86.2
1013;30 Manufacture of other transport;2000;194.0;219.0;-11.3;88.4
1014;30 Manufacture of other transport;2001;307.0;346.0;57.7;88.7
1015;30 Manufacture of other transport;2002;198.0;216.0;-37.5;91.5
1016;30 Manufacture of other transport;2003;220.0;245.0;13.1;89.9
1017;30 Manufacture of other transport;2004;222.0;245.0;0.0;90.7
1018;30 Manufacture of other transport;2005;207.0;223.0;-9.0;92.9
1019;30 Manufacture of other transport;2006;212.0;225.0;1.0;94.3
1020;30 Manufacture of other transport;2007;230.0;242.0;7.5;95.1
1021;30 Manufacture of other transport;2008;191.0;199.0;-17.8;96.1
1022;30 Manufacture of other transport;2009;160.0;162.0;-18.3;98.6
1023;30 Manufacture of other transport;2010;179.0;182.0;11.9;98.6
1024;30 Manufacture of other transport;2011;207.0;210.0;15.6;98.6
1025;30 Manufacture of other transport;2012;212.0;215.0;2.4;98.6
1026;30 Manufacture of other transport;2013;231.0;234.0;9.0;98.6
1027;30 Manufacture of other transport;2014;224.0;225.0;-3.9;99.5
1028;30 Manufacture of other transport;2015;184.0;184.0;-18.3;100.0
1029;30 Manufacture of other transport;2016;168.0;168.0;-8.7;100.0
1030;30 Manufacture of other transport;2017;206.0;206.0;22.6;100.0
1031;30 Manufacture of other transport;2018;176.0;173.0;-16.0;101.7
1032;30 Manufacture of other transport;2019;302.0;291.0;68.2;103.8
1033;30 Manufacture of other transport;2020;184.0;175.0;-39.7;104.9
1034;30 Manufacture of other transport;2021;219.0;205.0;16.8;106.9
1035;30 Manufacture of other transport;2022;;;;
1036;31-33 Other manufacturing and repair;1995;632.0;636.0;;99.3
1037;31-33 Other manufacturing and repair;1996;577.0;589.0;-7.4;98.0
1038;31-33 Other manufacturing and repair;1997;580.0;598.0;1.6;96.9
1039;31-33 Other manufacturing and repair;1998;640.0;679.0;13.4;94.3
1040;31-33 Other manufacturing and repair;1999;706.0;754.0;11.1;93.6
1041;31-33 Other manufacturing and repair;2000;660.0;695.0;-7.8;94.9
1042;31-33 Other manufacturing and repair;2001;700.0;729.0;4.8;96.0
1043;31-33 Other manufacturing and repair;2002;610.0;639.0;-12.3;95.4
1044;31-33 Other manufacturing and repair;2003;594.0;621.0;-3.0;95.7
1045;31-33 Other manufacturing and repair;2004;574.0;604.0;-2.7;95.1
1046;31-33 Other manufacturing and repair;2005;512.0;539.0;-10.8;95.1
1047;31-33 Other manufacturing and repair;2006;666.0;696.0;29.3;95.6
1048;31-33 Other manufacturing and repair;2007;725.0;752.0;8.0;96.4
1049;31-33 Other manufacturing and repair;2008;862.0;882.0;17.4;97.7
1050;31-33 Other manufacturing and repair;2009;869.0;880.0;-0.2;98.7
1051;31-33 Other manufacturing and repair;2010;854.0;864.0;-1.8;98.8
1052;31-33 Other manufacturing and repair;2011;831.0;840.0;-2.8;98.9
1053;31-33 Other manufacturing and repair;2012;845.0;849.0;1.1;99.5
1054;31-33 Other manufacturing and repair;2013;893.0;900.0;6.0;99.2
1055;31-33 Other manufacturing and repair;2014;904.0;907.0;0.8;99.6
1056;31-33 Other manufacturing and repair;2015;817.0;817.0;-10.0;100.0
1057;31-33 Other manufacturing and repair;2016;909.0;909.0;11.3;100.0
1058;31-33 Other manufacturing and repair;2017;1061.0;1055.0;16.1;100.6
1059;31-33 Other manufacturing and repair;2018;1191.0;1165.0;10.5;102.2
1060;31-33 Other manufacturing and repair;2019;1205.0;1153.0;-1.1;104.5
1061;31-33 Other manufacturing and repair;2020;1046.0;987.0;-14.4;106.0
1062;31-33 Other manufacturing and repair;2021;1071.0;998.0;1.1;107.3
1063;31-33 Other manufacturing and repair;2022;;;;
1064;31-32 Man. of furniture and other prods.;1995;328.0;352.0;;93.1
1065;31-32 Man. of furniture and other prods.;1996;384.0;415.0;17.7;92.6
1066;31-32 Man. of furniture and other prods.;1997;378.0;408.0;-1.6;92.6
1067;31-32 Man. of furniture and other prods.;1998;422.0;461.0;13.0;91.5
1068;31-32 Man. of furniture and other prods.;1999;485.0;533.0;15.6;90.9
1069;31-32 Man. of furniture and other prods.;2000;456.0;493.0;-7.6;92.6
1070;31-32 Man. of furniture and other prods.;2001;480.0;512.0;3.9;93.7
1071;31-32 Man. of furniture and other prods.;2002;454.0;489.0;-4.6;92.9
1072;31-32 Man. of furniture and other prods.;2003;440.0;466.0;-4.6;94.4
1073;31-32 Man. of furniture and other prods.;2004;423.0;445.0;-4.5;95.1
1074;31-32 Man. of furniture and other prods.;2005;351.0;368.0;-17.3;95.4
1075;31-32 Man. of furniture and other prods.;2006;465.0;483.0;31.3;96.2
1076;31-32 Man. of furniture and other prods.;2007;459.0;473.0;-2.2;97.0
1077;31-32 Man. of furniture and other prods.;2008;608.0;618.0;30.7;98.3
1078;31-32 Man. of furniture and other prods.;2009;502.0;503.0;-18.6;99.7
1079;31-32 Man. of furniture and other prods.;2010;424.0;429.0;-14.7;98.8
1080;31-32 Man. of furniture and other prods.;2011;501.0;505.0;17.7;99.2
1081;31-32 Man. of furniture and other prods.;2012;461.0;464.0;-8.2;99.4
1082;31-32 Man. of furniture and other prods.;2013;466.0;468.0;0.9;99.6
1083;31-32 Man. of furniture and other prods.;2014;458.0;456.0;-2.6;100.5
1084;31-32 Man. of furniture and other prods.;2015;403.0;403.0;-11.6;100.0
1085;31-32 Man. of furniture and other prods.;2016;414.0;415.0;3.0;99.8
1086;31-32 Man. of furniture and other prods.;2017;431.0;430.0;3.6;100.2
1087;31-32 Man. of furniture and other prods.;2018;443.0;434.0;0.9;102.1
1088;31-32 Man. of furniture and other prods.;2019;529.0;508.0;16.9;104.2
1089;31-32 Man. of furniture and other prods.;2020;518.0;489.0;-3.6;105.9
1090;31-32 Man. of furniture and other prods.;2021;535.0;500.0;2.1;107.1
1091;31-32 Man. of furniture and other prods.;2022;;;;
1092;31 Manufacture of furniture;1995;;;;
1093;31 Manufacture of furniture;1996;;;;
1094;31 Manufacture of furniture;1997;;;;
1095;31 Manufacture of furniture;1998;;;;
1096;31 Manufacture of furniture;1999;;;;
1097;31 Manufacture of furniture;2000;;;;
1098;31 Manufacture of furniture;2001;;;;
1099;31 Manufacture of furniture;2002;;;;
1100;31 Manufacture of furniture;2003;;;;
1101;31 Manufacture of furniture;2004;;;;
1102;31 Manufacture of furniture;2005;;;;
1103;31 Manufacture of furniture;2006;;;;
1104;31 Manufacture of furniture;2007;;;;
1105;31 Manufacture of furniture;2008;;;;
1106;31 Manufacture of furniture;2009;;;;
1107;31 Manufacture of furniture;2010;;;;
1108;31 Manufacture of furniture;2011;;;;
1109;31 Manufacture of furniture;2012;;;;
1110;31 Manufacture of furniture;2013;;;;
1111;31 Manufacture of furniture;2014;;;;
1112;31 Manufacture of furniture;2015;120.0;120.0;;100.0
1113;31 Manufacture of furniture;2016;136.0;136.0;13.3;100.0
1114;31 Manufacture of furniture;2017;133.0;133.0;-2.2;100.0
1115;31 Manufacture of furniture;2018;143.0;138.0;3.8;103.6
1116;31 Manufacture of furniture;2019;194.0;180.0;30.8;107.5
1117;31 Manufacture of furniture;2020;178.0;163.0;-9.8;109.3
1118;31 Manufacture of furniture;2021;159.0;144.0;-11.2;110.0
1119;31 Manufacture of furniture;2022;;;;
1120;32 Manufacture of other products;1995;;;;
1121;32 Manufacture of other products;1996;;;;
1122;32 Manufacture of other products;1997;;;;
1123;32 Manufacture of other products;1998;;;;
1124;32 Manufacture of other products;1999;;;;
1125;32 Manufacture of other products;2000;;;;
1126;32 Manufacture of other products;2001;;;;
1127;32 Manufacture of other products;2002;;;;
1128;32 Manufacture of other products;2003;;;;
1129;32 Manufacture of other products;2004;;;;
1130;32 Manufacture of other products;2005;;;;
1131;32 Manufacture of other products;2006;;;;
1132;32 Manufacture of other products;2007;;;;
1133;32 Manufacture of other products;2008;;;;
1134;32 Manufacture of other products;2009;;;;
1135;32 Manufacture of other products;2010;;;;
1136;32 Manufacture of other products;2011;;;;
1137;32 Manufacture of other products;2012;;;;
1138;32 Manufacture of other products;2013;;;;
1139;32 Manufacture of other products;2014;;;;
1140;32 Manufacture of other products;2015;283.0;283.0;;100.0
1141;32 Manufacture of other products;2016;278.0;279.0;-1.4;99.6
1142;32 Manufacture of other products;2017;298.0;297.0;6.5;100.3
1143;32 Manufacture of other products;2018;300.0;296.0;-0.3;101.3
1144;32 Manufacture of other products;2019;335.0;327.0;10.3;102.6
1145;32 Manufacture of other products;2020;340.0;327.0;0.0;104.1
1146;32 Manufacture of other products;2021;376.0;356.0;9.1;105.5
1147;32 Manufacture of other products;2022;;;;
1148;33 Repair and installation of machinery;1995;304.0;262.0;;116.1
1149;33 Repair and installation of machinery;1996;193.0;171.0;-34.5;112.6
1150;33 Repair and installation of machinery;1997;202.0;185.0;7.8;109.4
1151;33 Repair and installation of machinery;1998;218.0;211.0;14.4;103.2
1152;33 Repair and installation of machinery;1999;221.0;216.0;2.3;102.3
1153;33 Repair and installation of machinery;2000;204.0;198.0;-8.1;102.8
1154;33 Repair and installation of machinery;2001;220.0;212.0;6.9;103.7
1155;33 Repair and installation of machinery;2002;156.0;150.0;-29.1;103.7
1156;33 Repair and installation of machinery;2003;154.0;153.0;1.9;100.5
1157;33 Repair and installation of machinery;2004;151.0;157.0;2.6;96.0
1158;33 Repair and installation of machinery;2005;161.0;169.0;7.3;95.4
1159;33 Repair and installation of machinery;2006;201.0;211.0;24.8;95.4
1160;33 Repair and installation of machinery;2007;266.0;277.0;31.3;96.1
1161;33 Repair and installation of machinery;2008;254.0;261.0;-5.6;97.3
1162;33 Repair and installation of machinery;2009;367.0;375.0;43.7;97.8
1163;33 Repair and installation of machinery;2010;430.0;434.0;15.8;99.0
1164;33 Repair and installation of machinery;2011;330.0;334.0;-23.0;98.7
1165;33 Repair and installation of machinery;2012;384.0;385.0;15.2;99.7
1166;33 Repair and installation of machinery;2013;427.0;432.0;12.2;98.8
1167;33 Repair and installation of machinery;2014;446.0;451.0;4.4;98.8
1168;33 Repair and installation of machinery;2015;414.0;414.0;-8.3;100.0
