ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
4917;10 or more employed persons;429 Other civil engineering;2008 April;96.8;19.3
4918;10 or more employed persons;429 Other civil engineering;2008 May;86.6;-0.6
4919;10 or more employed persons;429 Other civil engineering;2008 June;82.9;8.6
4920;10 or more employed persons;429 Other civil engineering;2008 2nd quarter;88.7;8.8
4921;10 or more employed persons;429 Other civil engineering;2008 July;74.6;6.7
4922;10 or more employed persons;429 Other civil engineering;2008 August;44.1;5.7
4923;10 or more employed persons;429 Other civil engineering;2008 September;98.2;8.1
4924;10 or more employed persons;429 Other civil engineering;2008 3rd quarter;72.3;7.1
4925;10 or more employed persons;429 Other civil engineering;2008 October;101.3;1.3
4926;10 or more employed persons;429 Other civil engineering;2008 November;90.1;-3.4
4927;10 or more employed persons;429 Other civil engineering;2008 December;89.2;-1.7
4928;10 or more employed persons;429 Other civil engineering;2008 4th quarter;93.5;-1.2
4929;10 or more employed persons;429 Other civil engineering;2008;85.6;4.7
4930;10 or more employed persons;429 Other civil engineering;2009 January;63.1;54.8
4931;10 or more employed persons;429 Other civil engineering;2009 February;52.1;-34.3
4932;10 or more employed persons;429 Other civil engineering;2009 March;131.7;-8.5
4933;10 or more employed persons;429 Other civil engineering;2009 1st quarter;82.3;-6.5
4934;10 or more employed persons;429 Other civil engineering;2009 April;75.6;-21.9
4935;10 or more employed persons;429 Other civil engineering;2009 May;84.7;-2.2
4936;10 or more employed persons;429 Other civil engineering;2009 June;89.1;7.5
4937;10 or more employed persons;429 Other civil engineering;2009 2nd quarter;83.1;-6.3
4938;10 or more employed persons;429 Other civil engineering;2009 July;89.4;19.9
4939;10 or more employed persons;429 Other civil engineering;2009 August;73.1;66.0
4940;10 or more employed persons;429 Other civil engineering;2009 September;65.3;-33.5
4941;10 or more employed persons;429 Other civil engineering;2009 3rd quarter;75.9;5.1
4942;10 or more employed persons;429 Other civil engineering;2009 October;92.6;-8.6
4943;10 or more employed persons;429 Other civil engineering;2009 November;90.3;0.2
4944;10 or more employed persons;429 Other civil engineering;2009 December;108.4;21.6
4945;10 or more employed persons;429 Other civil engineering;2009 4th quarter;97.1;3.8
4946;10 or more employed persons;429 Other civil engineering;2009;84.6;-1.2
4947;10 or more employed persons;429 Other civil engineering;2010 January;56.2;-11.0
4948;10 or more employed persons;429 Other civil engineering;2010 February;76.0;45.8
4949;10 or more employed persons;429 Other civil engineering;2010 March;126.1;-4.2
4950;10 or more employed persons;429 Other civil engineering;2010 1st quarter;86.1;4.6
4951;10 or more employed persons;429 Other civil engineering;2010 April;110.8;46.6
4952;10 or more employed persons;429 Other civil engineering;2010 May;103.1;21.7
4953;10 or more employed persons;429 Other civil engineering;2010 June;116.6;30.8
4954;10 or more employed persons;429 Other civil engineering;2010 2nd quarter;110.1;32.5
4955;10 or more employed persons;429 Other civil engineering;2010 July;104.8;17.2
4956;10 or more employed persons;429 Other civil engineering;2010 August;76.9;5.2
4957;10 or more employed persons;429 Other civil engineering;2010 September;87.6;34.2
4958;10 or more employed persons;429 Other civil engineering;2010 3rd quarter;89.8;18.2
4959;10 or more employed persons;429 Other civil engineering;2010 October;110.8;19.7
4960;10 or more employed persons;429 Other civil engineering;2010 November;112.7;24.9
4961;10 or more employed persons;429 Other civil engineering;2010 December;118.5;9.3
4962;10 or more employed persons;429 Other civil engineering;2010 4th quarter;114.0;17.4
4963;10 or more employed persons;429 Other civil engineering;2010;100.0;18.2
4964;10 or more employed persons;429 Other civil engineering;2011 January;80.7;43.6
4965;10 or more employed persons;429 Other civil engineering;2011 February;80.1;5.3
4966;10 or more employed persons;429 Other civil engineering;2011 March;87.3;-30.7
4967;10 or more employed persons;429 Other civil engineering;2011 1st quarter;82.7;-3.9
4968;10 or more employed persons;429 Other civil engineering;2011 April;100.6;-9.2
4969;10 or more employed persons;429 Other civil engineering;2011 May;101.5;-1.5
4970;10 or more employed persons;429 Other civil engineering;2011 June;98.1;-15.8
4971;10 or more employed persons;429 Other civil engineering;2011 2nd quarter;100.1;-9.1
4972;10 or more employed persons;429 Other civil engineering;2011 July;94.2;-10.1
4973;10 or more employed persons;429 Other civil engineering;2011 August;79.0;2.6
4974;10 or more employed persons;429 Other civil engineering;2011 September;100.0;14.1
4975;10 or more employed persons;429 Other civil engineering;2011 3rd quarter;91.0;1.4
4976;10 or more employed persons;429 Other civil engineering;2011 October;92.1;-16.9
4977;10 or more employed persons;429 Other civil engineering;2011 November;104.9;-7.0
4978;10 or more employed persons;429 Other civil engineering;2011 December;141.9;19.8
4979;10 or more employed persons;429 Other civil engineering;2011 4th quarter;112.9;-0.9
4980;10 or more employed persons;429 Other civil engineering;2011;96.7;-3.3
4981;10 or more employed persons;429 Other civil engineering;2012 January;67.5;-16.3
4982;10 or more employed persons;429 Other civil engineering;2012 February;75.1;-6.3
4983;10 or more employed persons;429 Other civil engineering;2012 March;64.0;-26.7
4984;10 or more employed persons;429 Other civil engineering;2012 1st quarter;68.9;-16.7
4985;10 or more employed persons;429 Other civil engineering;2012 April;108.0;7.4
4986;10 or more employed persons;429 Other civil engineering;2012 May;120.7;19.0
4987;10 or more employed persons;429 Other civil engineering;2012 June;122.4;24.7
4988;10 or more employed persons;429 Other civil engineering;2012 2nd quarter;117.1;17.0
4989;10 or more employed persons;429 Other civil engineering;2012 July;106.0;12.5
4990;10 or more employed persons;429 Other civil engineering;2012 August;72.4;-8.3
4991;10 or more employed persons;429 Other civil engineering;2012 September;106.0;6.1
4992;10 or more employed persons;429 Other civil engineering;2012 3rd quarter;94.8;4.1
4993;10 or more employed persons;429 Other civil engineering;2012 October;110.8;20.3
4994;10 or more employed persons;429 Other civil engineering;2012 November;118.1;12.6
4995;10 or more employed persons;429 Other civil engineering;2012 December;130.8;-7.8
4996;10 or more employed persons;429 Other civil engineering;2012 4th quarter;119.9;6.2
4997;10 or more employed persons;429 Other civil engineering;2012;100.2;3.6
4998;10 or more employed persons;429 Other civil engineering;2013 January;69.7;3.3
4999;10 or more employed persons;429 Other civil engineering;2013 February;70.3;-6.4
5000;10 or more employed persons;429 Other civil engineering;2013 March;90.3;41.1
5001;10 or more employed persons;429 Other civil engineering;2013 1st quarter;76.8;11.5
5002;10 or more employed persons;429 Other civil engineering;2013 April;94.1;-12.9
5003;10 or more employed persons;429 Other civil engineering;2013 May;105.8;-12.4
5004;10 or more employed persons;429 Other civil engineering;2013 June;107.3;-12.4
5005;10 or more employed persons;429 Other civil engineering;2013 2nd quarter;102.4;-12.5
5006;10 or more employed persons;429 Other civil engineering;2013 July;105.4;-0.6
5007;10 or more employed persons;429 Other civil engineering;2013 August;84.1;16.1
5008;10 or more employed persons;429 Other civil engineering;2013 September;109.4;3.2
5009;10 or more employed persons;429 Other civil engineering;2013 3rd quarter;99.6;5.1
5010;10 or more employed persons;429 Other civil engineering;2013 October;122.6;10.7
5011;10 or more employed persons;429 Other civil engineering;2013 November;119.3;1.0
5012;10 or more employed persons;429 Other civil engineering;2013 December;134.6;2.9
5013;10 or more employed persons;429 Other civil engineering;2013 4th quarter;125.5;4.7
5014;10 or more employed persons;429 Other civil engineering;2013;101.1;0.9
5015;10 or more employed persons;429 Other civil engineering;2014 January;75.0;7.5
5016;10 or more employed persons;429 Other civil engineering;2014 February;86.0;22.3
5017;10 or more employed persons;429 Other civil engineering;2014 March;92.9;3.0
5018;10 or more employed persons;429 Other civil engineering;2014 1st quarter;84.6;10.2
5019;10 or more employed persons;429 Other civil engineering;2014 April;131.2;39.5
5020;10 or more employed persons;429 Other civil engineering;2014 May;125.6;18.7
5021;10 or more employed persons;429 Other civil engineering;2014 June;137.0;27.7
5022;10 or more employed persons;429 Other civil engineering;2014 2nd quarter;131.3;28.2
5023;10 or more employed persons;429 Other civil engineering;2014 July;126.1;19.6
5024;10 or more employed persons;429 Other civil engineering;2014 August;111.8;33.0
5025;10 or more employed persons;429 Other civil engineering;2014 September;153.8;40.6
5026;10 or more employed persons;429 Other civil engineering;2014 3rd quarter;130.5;31.1
5027;10 or more employed persons;429 Other civil engineering;2014 October;294.1;139.9
5028;10 or more employed persons;429 Other civil engineering;2014 November;230.9;93.5
5029;10 or more employed persons;429 Other civil engineering;2014 December;236.7;75.8
5030;10 or more employed persons;429 Other civil engineering;2014 4th quarter;253.9;102.3
5031;10 or more employed persons;429 Other civil engineering;2014;150.1;48.5
5032;10 or more employed persons;429 Other civil engineering;2015 January;96.2;28.3
5033;10 or more employed persons;429 Other civil engineering;2015 February;112.7;31.1
5034;10 or more employed persons;429 Other civil engineering;2015 March;149.2;60.5
5035;10 or more employed persons;429 Other civil engineering;2015 1st quarter;119.4;41.1
5036;10 or more employed persons;429 Other civil engineering;2015 April;124.4;-5.2
5037;10 or more employed persons;429 Other civil engineering;2015 May;197.1;56.9
5038;10 or more employed persons;429 Other civil engineering;2015 June;158.8;15.9
5039;10 or more employed persons;429 Other civil engineering;2015 2nd quarter;160.1;21.9
5040;10 or more employed persons;429 Other civil engineering;2015 July;177.8;41.1
5041;10 or more employed persons;429 Other civil engineering;2015 August;128.2;14.6
5042;10 or more employed persons;429 Other civil engineering;2015 September;198.4;29.0
5043;10 or more employed persons;429 Other civil engineering;2015 3rd quarter;168.1;28.8
