ID;Geslacht;Leeftijd;Herkomst;Onderwijsniveau;Onderwijsrichting;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
83;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekend;2006;460.0;310.0;273.0;37.0;150.0;67.4;59.4;11.9
84;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2000;1288.0;514.0;475.0;39.0;773.0;39.9;36.9;7.6
85;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2001;1270.0;495.0;460.0;35.0;775.0;39.0;36.2;7.1
86;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2002;1247.0;484.0;446.0;38.0;764.0;38.8;35.7;7.8
87;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2003;1156.0;450.0;401.0;49.0;706.0;38.9;34.7;10.8
88;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2004;1033.0;398.0;345.0;53.0;636.0;38.5;33.4;13.3
89;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2005;1014.0;382.0;331.0;51.0;632.0;37.7;32.6;13.3
90;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2006;973.0;386.0;339.0;47.0;587.0;39.7;34.9;12.2
91;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2000;1288.0;514.0;475.0;39.0;773.0;39.9;36.9;7.6
92;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2001;1270.0;495.0;460.0;35.0;775.0;39.0;36.2;7.1
93;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2002;1247.0;484.0;446.0;38.0;764.0;38.8;35.7;7.8
94;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2003;1156.0;450.0;401.0;49.0;706.0;38.9;34.7;10.8
95;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2004;1033.0;398.0;345.0;53.0;636.0;38.5;33.4;13.3
96;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2005;1014.0;382.0;331.0;51.0;632.0;37.7;32.6;13.3
97;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2006;973.0;386.0;339.0;47.0;587.0;39.7;34.9;12.2
98;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2000;;;;;;;;
99;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2001;;;;;;;;
100;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2002;;;;;;;;
101;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2003;;;;;;;;
102;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2004;;;;;;;;
103;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2005;;;;;;;;
104;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;3;2006;;;;;;;;
105;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2000;;;;;;;;
106;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2001;;;;;;;;
107;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2002;;;;;;;;
108;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2003;;;;;;;;
109;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2004;;;;;;;;
110;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2005;;;;;;;;
111;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;4;2006;;;;;;;;
112;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2000;;;;;;;;
113;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2001;;;;;;;;
114;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2002;;;;;;;;
115;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2003;;;;;;;;
116;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2004;;;;;;;;
117;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2005;;;;;;;;
118;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;5;2006;;;;;;;;
119;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2000;;;;;;;;
120;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2001;;;;;;;;
121;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2002;;;;;;;;
122;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2003;;;;;;;;
123;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2004;;;;;;;;
124;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2005;;;;;;;;
125;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;6;2006;;;;;;;;
126;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2000;;;;;;;;
127;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2001;;;;;;;;
128;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2002;;;;;;;;
129;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2003;;;;;;;;
130;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2004;;;;;;;;
131;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2005;;;;;;;;
132;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;7;2006;;;;;;;;
133;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2000;;;;;;;;
134;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2001;;;;;;;;
135;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2002;;;;;;;;
136;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2003;;;;;;;;
137;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2004;;;;;;;;
138;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2005;;;;;;;;
139;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;8;2006;;;;;;;;
140;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2000;;;;;;;;
141;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2001;;;;;;;;
142;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2002;;;;;;;;
143;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2003;;;;;;;;
144;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2004;;;;;;;;
145;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2005;;;;;;;;
146;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;9;2006;;;;;;;;
147;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2000;;;;;;;;
148;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2001;;;;;;;;
149;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2002;;;;;;;;
150;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2003;;;;;;;;
151;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2004;;;;;;;;
152;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2005;;;;;;;;
153;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2006;;;;;;;;
154;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2000;;;;;;;;
155;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2001;;;;;;;;
156;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2002;;;;;;;;
157;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2003;;;;;;;;
158;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2004;;;;;;;;
159;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2005;;;;;;;;
160;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Horeca, recreatie, transport, logistiek;2006;;;;;;;;
161;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2000;;;;;;;;
162;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2001;;;;;;;;
163;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2002;;;;;;;;
164;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2003;;;;;;;;
165;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2004;;;;;;;;
166;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2005;;;;;;;;
167;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;Onbekend;2006;;;;;;;;
168;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2000;2786.0;1522.0;1446.0;76.0;1264.0;54.6;51.9;5.0
169;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2001;2812.0;1589.0;1510.0;79.0;1223.0;56.5;53.7;5.0
170;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2002;2770.0;1535.0;1447.0;88.0;1235.0;55.4;52.2;5.8
171;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2003;2735.0;1513.0;1401.0;113.0;1222.0;55.3;51.2;7.4
172;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2004;2673.0;1472.0;1352.0;120.0;1200.0;55.1;50.6;8.1
173;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2005;2633.0;1412.0;1287.0;126.0;1221.0;53.6;48.9;8.9
174;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;1;2006;2647.0;1411.0;1307.0;104.0;1235.0;53.3;49.4;7.4
175;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;2;2000;1212.0;572.0;537.0;35.0;640.0;47.2;44.3;6.1
176;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;2;2001;1232.0;605.0;569.0;36.0;627.0;49.1;46.2;5.9
177;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;2;2002;1201.0;570.0;531.0;39.0;631.0;47.5;44.2;6.9
178;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;2;2003;1197.0;568.0;521.0;47.0;628.0;47.5;43.5;8.3
179;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;2;2004;1182.0;554.0;507.0;47.0;628.0;46.9;42.9;8.6
180;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Vmbo, mbo1, avo onderbouw;2;2005;1168.0;532.0;481.0;51.0;636.0;45.6;41.2;9.6
