ID;Geslacht;Leeftijd;Herkomst;Onderwijsniveau;Onderwijsrichting;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
4500;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;7;2006;;;;;;;;
4501;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2000;8.0;7.0;7.0;;;91.3;88.7;
4502;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2001;8.0;7.0;7.0;;2.0;81.6;80.1;
4503;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2002;6.0;5.0;4.0;;;82.7;77.4;
4504;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2003;6.0;4.0;4.0;;2.0;68.5;66.2;
4505;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2004;3.0;2.0;2.0;;;73.7;58.9;
4506;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2005;4.0;3.0;3.0;;;84.9;84.9;
4507;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;8;2006;3.0;3.0;3.0;;;100.0;91.5;
4508;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2000;2.0;;;;;;;
4509;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2001;;;;;;;;
4510;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2002;2.0;;;;;;;
4511;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2003;;;;;;;;
4512;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2004;;;;;;;;
4513;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2005;;;;;;;;
4514;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;9;2006;;;;;;;;
4515;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2000;8.0;6.0;5.0;;2.0;72.7;65.7;
4516;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2001;10.0;7.0;7.0;;2.0;75.4;73.0;
4517;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2002;11.0;7.0;7.0;;3.0;69.5;65.7;
4518;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2003;11.0;7.0;6.0;;4.0;66.4;55.1;
4519;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2004;5.0;4.0;4.0;;;82.9;82.9;
4520;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2005;6.0;5.0;5.0;;;78.0;74.5;
4521;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Gezondheidszorg, sociale dienstverlening;2006;8.0;7.0;7.0;;2.0;81.4;79.1;
4522;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2000;;;;;;;;
4523;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2001;;;;;;;;
4524;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2002;;;;;;;;
4525;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2003;;;;;;;;
4526;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2004;;;;;;;;
4527;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2005;;;;;;;;
4528;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Horeca, recreatie, transport, logistiek;2006;;;;;;;;
4529;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2000;;;;;;;;
4530;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2001;;;;;;;;
4531;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2002;2.0;2.0;;;;90.4;;
4532;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2003;;;;;;;;
4533;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2004;56.0;33.0;27.0;6.0;23.0;59.2;48.0;18.9
4534;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2005;58.0;38.0;29.0;9.0;20.0;65.0;49.5;23.9
4535;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;WO masters, doctor;Onbekend;2006;57.0;35.0;28.0;7.0;22.0;60.9;49.5;18.8
4536;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2000;9.0;5.0;5.0;;3.0;62.7;53.0;
4537;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2001;12.0;7.0;7.0;;4.0;63.8;62.1;
4538;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2002;8.0;5.0;5.0;;3.0;65.2;62.0;
4539;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2003;11.0;8.0;7.0;;3.0;70.5;61.8;
4540;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2004;39.0;22.0;17.0;4.0;18.0;54.8;43.9;20.0
4541;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2005;32.0;16.0;15.0;;16.0;49.7;45.8;
4542;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;1;2006;34.0;18.0;14.0;3.0;16.0;51.7;42.3;18.2
4543;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2000;;;;;;;;
4544;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2001;;;;;;;;
4545;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2002;;;;;;;;
4546;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2003;;;;;;;;
4547;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2004;;;;;;;;
4548;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2005;;;;;;;;
4549;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;2;2006;;;;;;;;
4550;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2000;;;;;;;;
4551;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2001;;;;;;;;
4552;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2002;;;;;;;;
4553;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2003;;;;;;;;
4554;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2004;;;;;;;;
4555;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2005;;;;;;;;
4556;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;3;2006;;;;;;;;
4557;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2000;;;;;;;;
4558;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2001;;;;;;;;
4559;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2002;;;;;;;;
4560;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2003;;;;;;;;
4561;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2004;;;;;;;;
4562;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2005;;;;;;;;
4563;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;4;2006;;;;;;;;
4564;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2000;;;;;;;;
4565;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2001;;;;;;;;
4566;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2002;;;;;;;;
4567;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2003;;;;;;;;
4568;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2004;;;;;;;;
4569;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2005;;;;;;;;
4570;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;5;2006;;;;;;;;
4571;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2000;;;;;;;;
4572;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2001;;;;;;;;
4573;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2002;;;;;;;;
4574;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2003;;;;;;;;
4575;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2004;;;;;;;;
4576;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2005;;;;;;;;
4577;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;6;2006;;;;;;;;
4578;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2000;;;;;;;;
4579;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2001;;;;;;;;
4580;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2002;;;;;;;;
4581;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2003;;;;;;;;
4582;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2004;;;;;;;;
4583;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2005;;;;;;;;
4584;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;7;2006;;;;;;;;
4585;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2000;;;;;;;;
4586;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2001;;;;;;;;
4587;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2002;;;;;;;;
4588;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2003;;;;;;;;
4589;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2004;;;;;;;;
4590;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2005;;;;;;;;
4591;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;8;2006;;;;;;;;
4592;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2000;;;;;;;;
4593;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2001;;;;;;;;
4594;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2002;;;;;;;;
4595;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2003;;;;;;;;
4596;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2004;;;;;;;;
4597;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2005;;;;;;;;
4598;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;9;2006;;;;;;;;
4599;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2000;;;;;;;;
4600;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2001;;;;;;;;
4601;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2002;;;;;;;;
4602;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2003;;;;;;;;
4603;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2004;;;;;;;;
4604;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2005;;;;;;;;
4605;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2006;;;;;;;;
4606;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2000;;;;;;;;
4607;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2001;;;;;;;;
4608;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2002;;;;;;;;
4609;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2003;;;;;;;;
4610;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2004;;;;;;;;
4611;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2005;;;;;;;;
4612;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Horeca, recreatie, transport, logistiek;2006;;;;;;;;
4613;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2000;;;;;;;;
4614;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2001;;;;;;;;
4615;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2002;;;;;;;;
4616;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2003;;;;;;;;
4617;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2004;;;;;;;;
4618;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2005;;;;;;;;
4619;Mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtonen;Onbekend onderwijsniveau;Onbekend;2006;;;;;;;;
4620;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2000;202.0;99.0;90.0;9.0;103.0;48.8;44.3;9.1
4621;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2001;210.0;109.0;100.0;9.0;101.0;52.0;47.8;8.0
4622;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2002;218.0;109.0;99.0;10.0;109.0;50.1;45.5;9.2
4623;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2003;226.0;119.0;102.0;17.0;107.0;52.7;45.1;14.3
4624;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2004;234.0;124.0;106.0;17.0;110.0;52.9;45.6;13.9
4625;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2005;240.0;124.0;107.0;18.0;115.0;51.9;44.4;14.4
4626;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;1;2006;236.0;122.0;104.0;18.0;114.0;51.7;43.9;15.1
4627;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2000;134.0;52.0;46.0;6.0;83.0;38.5;34.3;10.8
4628;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2001;139.0;59.0;54.0;5.0;80.0;42.7;38.9;8.8
4629;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2002;142.0;58.0;52.0;6.0;85.0;40.4;36.3;10.3
4630;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2003;139.0;58.0;48.0;9.0;81.0;41.8;35.0;16.4
4631;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2004;141.0;60.0;51.0;9.0;81.0;42.6;36.0;15.4
4632;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2005;131.0;53.0;44.0;9.0;79.0;40.2;33.3;17.1
4633;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;2;2006;133.0;53.0;43.0;10.0;81.0;39.6;32.1;18.8
4634;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2000;2.0;2.0;2.0;;;80.6;72.6;
4635;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2001;2.0;2.0;2.0;;;100.0;100.0;
4636;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2002;4.0;3.0;3.0;;;81.6;81.6;
4637;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2003;4.0;3.0;2.0;;2.0;63.7;45.5;
4638;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2004;2.0;2.0;2.0;;;72.6;72.6;
4639;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2005;4.0;2.0;2.0;;2.0;57.9;52.6;
4640;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;3;2006;2.0;2.0;2.0;;;62.5;62.5;
4641;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2000;6.0;4.0;4.0;;2.0;64.8;58.5;
4642;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2001;6.0;4.0;4.0;;2.0;69.9;67.2;
4643;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2002;8.0;5.0;4.0;;3.0;61.5;58.8;
4644;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2003;7.0;4.0;4.0;;3.0;56.1;50.7;
4645;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2004;8.0;4.0;3.0;;4.0;47.7;36.6;
4646;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2005;16.0;7.0;7.0;;8.0;47.4;42.6;
4647;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;4;2006;18.0;10.0;9.0;;8.0;57.9;52.2;
4648;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2000;13.0;10.0;10.0;;3.0;76.8;73.5;
4649;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2001;16.0;12.0;11.0;;4.0;75.3;68.4;
4650;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2002;17.0;10.0;9.0;2.0;7.0;61.4;50.6;17.5
4651;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2003;17.0;12.0;10.0;2.0;5.0;70.9;56.3;20.6
4652;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2004;18.0;13.0;11.0;2.0;5.0;73.0;61.4;15.9
4653;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2005;20.0;15.0;13.0;2.0;5.0;75.0;64.8;13.5
4654;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;5;2006;19.0;13.0;10.0;2.0;6.0;66.5;53.6;19.4
4655;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2000;;;;;;;;
4656;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2001;3.0;3.0;2.0;;;90.0;85.2;
4657;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2002;2.0;2.0;2.0;;;100.0;91.6;
4658;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2003;2.0;2.0;2.0;;;92.4;86.6;
4659;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2004;3.0;2.0;2.0;;;83.9;73.8;
4660;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2005;2.0;2.0;2.0;;;95.5;76.4;
4661;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;6;2006;2.0;2.0;;;;70.3;;
4662;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2000;;;;;;;;
4663;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2001;;;;;;;;
4664;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2002;2.0;;;;;;;
4665;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2003;;;;;;;;
4666;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2004;2.0;;;;;;;
4667;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2005;3.0;2.0;2.0;;;70.8;55.0;
4668;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;7;2006;;;;;;;;
4669;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2000;22.0;16.0;15.0;;6.0;71.2;65.2;
4670;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2001;23.0;16.0;15.0;;6.0;72.0;67.5;
4671;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2002;20.0;16.0;15.0;;4.0;79.8;73.5;
4672;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2003;28.0;21.0;19.0;2.0;6.0;76.8;69.2;9.9
4673;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2004;21.0;17.0;15.0;2.0;4.0;80.4;70.1;12.9
4674;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2005;20.0;15.0;13.0;2.0;5.0;73.8;64.9;12.1
4675;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;8;2006;14.0;10.0;10.0;;4.0;73.6;71.7;
4676;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2000;;;;;;;;
4677;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2001;;;;;;;;
4678;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2002;;;;;;;;
4679;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2003;;;;;;;;
4680;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2004;;;;;;;;
4681;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2005;;;;;;;;
4682;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;9;2006;;;;;;;;
4683;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2000;8.0;4.0;4.0;;3.0;55.4;49.5;
4684;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2001;10.0;6.0;5.0;;4.0;61.2;52.8;
4685;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2002;12.0;8.0;8.0;;4.0;68.2;67.1;
4686;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2003;13.0;10.0;9.0;;4.0;71.2;65.2;
4687;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2004;10.0;6.0;6.0;;4.0;61.6;60.3;
4688;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2005;14.0;9.0;8.0;;5.0;61.9;57.7;
4689;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2006;14.0;10.0;8.0;2.0;4.0;72.1;55.8;22.7
4690;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2000;3.0;3.0;3.0;;;91.9;91.9;
4691;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2001;2.0;;;;;;;
4692;Mannen en vrouwen;Totaal leeftijd;Turken;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2002;3.0;2.0;2.0;;;75.8;71.3;
