ID;Nationaliteit;Perioden;DerdelandersVerplichtingTotVertrek_1;DerdelandersAantoonbaarVertrek_2
94;204;2011;115.0;75.0
95;204;2012;130.0;55.0
96;204;2013;255.0;60.0
97;204;2014;215.0;75.0
98;307;2008;1745.0;355.0
99;307;2009;1350.0;475.0
100;307;2010;980.0;550.0
101;307;2011;910.0;530.0
102;307;2012;1380.0;470.0
103;307;2013;1690.0;330.0
104;307;2014;3110.0;430.0
105;255;2008;465.0;75.0
106;255;2009;335.0;75.0
107;255;2010;265.0;70.0
108;255;2011;235.0;75.0
109;255;2012;170.0;105.0
110;255;2013;215.0;85.0
111;255;2014;160.0;80.0
112;110;2008;130.0;100.0
113;110;2009;165.0;35.0
114;110;2010;130.0;40.0
115;110;2011;105.0;20.0
116;110;2012;150.0;25.0
117;110;2013;225.0;25.0
118;110;2014;260.0;30.0
119;Congolees (Democratische Republiek) ;2008;295.0;50.0
120;Congolees (Democratische Republiek) ;2009;265.0;30.0
121;Congolees (Democratische Republiek) ;2010;120.0;20.0
122;Congolees (Democratische Republiek) ;2011;115.0;15.0
123;Congolees (Democratische Republiek) ;2012;70.0;10.0
124;Congolees (Democratische Republiek) ;2013;130.0;10.0
125;Congolees (Democratische Republiek) ;2014;15.0;10.0
126;206;2008;55.0;15.0
127;206;2009;60.0;5.0
128;206;2010;45.0;15.0
129;206;2011;40.0;20.0
130;206;2012;20.0;15.0
131;206;2013;40.0;25.0
132;206;2014;40.0;25.0
133;207;2008;310.0;30.0
134;207;2009;230.0;50.0
135;207;2010;190.0;45.0
136;207;2011;160.0;50.0
137;207;2012;90.0;45.0
138;207;2013;105.0;40.0
139;207;2014;90.0;35.0
140;256;2008;55.0;25.0
141;256;2009;85.0;35.0
142;256;2010;45.0;40.0
143;256;2011;45.0;40.0
144;256;2012;35.0;100.0
145;256;2013;80.0;90.0
146;256;2014;50.0;75.0
147;112;2008;355.0;135.0
148;112;2009;435.0;165.0
149;112;2010;515.0;100.0
150;112;2011;485.0;90.0
151;112;2012;365.0;95.0
152;112;2013;530.0;150.0
153;112;2014;440.0;165.0
154;84;2008;130.0;35.0
155;84;2009;225.0;40.0
156;84;2010;340.0;110.0
157;84;2011;250.0;65.0
158;84;2012;265.0;85.0
159;84;2013;285.0;45.0
160;84;2014;605.0;65.0
161;114;2008;185.0;20.0
162;114;2009;170.0;25.0
163;114;2010;175.0;30.0
164;114;2011;150.0;35.0
165;114;2012;130.0;50.0
166;114;2013;165.0;25.0
167;114;2014;220.0;25.0
168;309;2008;285.0;75.0
169;309;2009;225.0;130.0
170;309;2010;180.0;150.0
171;309;2011;175.0;225.0
172;309;2012;175.0;155.0
173;309;2013;325.0;145.0
174;309;2014;265.0;130.0
175;117;2008;90.0;15.0
176;117;2009;60.0;20.0
177;117;2010;55.0;20.0
178;117;2011;65.0;10.0
179;117;2012;60.0;15.0
180;117;2013;65.0;15.0
181;117;2014;65.0;10.0
182;30;2008;170.0;105.0
183;30;2009;235.0;100.0
184;30;2010;910.0;300.0
185;30;2011;305.0;160.0
186;30;2012;315.0;210.0
187;30;2013;335.0;165.0
188;30;2014;440.0;175.0
189;118;2008;640.0;185.0
190;118;2009;970.0;170.0
191;118;2010;665.0;255.0
192;118;2011;640.0;225.0
193;118;2012;495.0;165.0
194;118;2013;560.0;175.0
195;118;2014;560.0;155.0
196;119;2008;365.0;75.0
197;119;2009;450.0;45.0
198;119;2010;335.0;50.0
199;119;2011;350.0;30.0
200;119;2012;360.0;75.0
201;119;2013;400.0;60.0
202;119;2014;395.0;50.0
203;212;2008;70.0;
204;212;2009;40.0;
205;212;2010;35.0;
206;212;2011;50.0;5.0
207;212;2012;20.0;5.0
208;212;2013;10.0;10.0
209;212;2014;5.0;
210;213;2008;5.0;10.0
211;213;2009;5.0;50.0
212;213;2010;5.0;125.0
213;213;2011;5.0;215.0
214;213;2012;5.0;340.0
215;213;2013;10.0;230.0
216;213;2014;5.0;160.0
217;312;2008;470.0;170.0
218;312;2009;440.0;135.0
219;312;2010;440.0;130.0
220;312;2011;390.0;115.0
221;312;2012;1080.0;125.0
222;312;2013;1550.0;165.0
223;312;2014;1785.0;170.0
224;313;2008;460.0;150.0
225;313;2009;360.0;190.0
226;313;2010;245.0;275.0
227;313;2011;200.0;230.0
228;313;2012;250.0;140.0
229;313;2013;345.0;120.0
230;313;2014;305.0;145.0
231;314;2008;2165.0;480.0
232;314;2009;3915.0;685.0
233;314;2010;2830.0;670.0
234;314;2011;2500.0;995.0
235;314;2012;1415.0;515.0
236;314;2013;1690.0;330.0
237;314;2014;1380.0;200.0
238;315;2008;795.0;165.0
239;315;2009;790.0;125.0
240;315;2010;785.0;165.0
241;315;2011;1195.0;
242;315;2012;935.0;175.0
243;315;2013;965.0;160.0
244;315;2014;695.0;170.0
245;316;2008;75.0;40.0
246;316;2009;70.0;30.0
247;316;2010;45.0;40.0
248;316;2011;40.0;30.0
249;316;2012;55.0;30.0
250;316;2013;75.0;35.0
251;316;2014;60.0;40.0
252;120;2008;70.0;25.0
253;120;2009;75.0;20.0
254;120;2010;105.0;30.0
255;120;2011;90.0;25.0
256;120;2012;315.0;20.0
257;120;2013;165.0;30.0
258;120;2014;220.0;20.0
259;317;2008;165.0;5.0
260;317;2009;110.0;15.0
261;317;2010;90.0;20.0
262;317;2011;75.0;10.0
263;317;2012;315.0;15.0
264;317;2013;365.0;5.0
265;317;2014;545.0;5.0
266;121;2008;140.0;40.0
267;121;2009;165.0;25.0
268;121;2010;90.0;25.0
269;121;2011;75.0;15.0
270;121;2012;75.0;20.0
271;121;2013;85.0;20.0
272;121;2014;115.0;15.0
273;122;2008;200.0;80.0
274;122;2009;180.0;35.0
275;122;2010;155.0;50.0
276;122;2011;110.0;35.0
277;122;2012;125.0;35.0
278;122;2013;140.0;25.0
279;122;2014;130.0;25.0
280;37;2008;55.0;25.0
281;37;2009;35.0;25.0
282;37;2010;35.0;25.0
283;37;2011;40.0;45.0
284;37;2012;50.0;45.0
285;37;2013;80.0;25.0
286;37;2014;55.0;45.0
287;123;2008;90.0;25.0
288;123;2009;70.0;20.0
289;123;2010;75.0;35.0
290;123;2011;70.0;20.0
291;123;2012;45.0;35.0
292;123;2013;45.0;25.0
293;123;2014;80.0;40.0
294;87;2008;;
295;87;2009;25.0;30.0
296;87;2010;70.0;40.0
297;87;2011;60.0;25.0
298;87;2012;35.0;30.0
299;87;2013;105.0;45.0
300;87;2014;125.0;35.0
301;43;2008;60.0;30.0
302;43;2009;60.0;35.0
303;43;2010;35.0;40.0
304;43;2011;45.0;35.0
305;43;2012;30.0;35.0
306;43;2013;75.0;15.0
307;43;2014;;5.0
308;322;2008;120.0;70.0
309;322;2009;70.0;40.0
310;322;2010;55.0;50.0
311;322;2011;50.0;20.0
312;322;2012;35.0;20.0
313;322;2013;85.0;25.0
314;322;2014;70.0;35.0
315;126;2008;195.0;35.0
316;126;2009;165.0;15.0
317;126;2010;110.0;20.0
318;126;2011;85.0;15.0
319;126;2012;70.0;15.0
320;126;2013;85.0;10.0
321;126;2014;70.0;10.0
322;127;2008;40.0;25.0
323;127;2009;60.0;30.0
324;127;2010;135.0;45.0
325;127;2011;80.0;45.0
326;127;2012;205.0;45.0
327;127;2013;245.0;75.0
328;127;2014;380.0;115.0
329;86;2008;65.0;45.0
330;86;2009;75.0;40.0
331;86;2010;375.0;255.0
332;86;2011;335.0;235.0
333;86;2012;65.0;80.0
334;86;2013;175.0;70.0
335;86;2014;185.0;115.0
336;325;2008;45.0;55.0
337;325;2009;45.0;35.0
338;325;2010;30.0;40.0
339;325;2011;25.0;35.0
340;325;2012;70.0;45.0
341;325;2013;75.0;15.0
342;325;2014;105.0;15.0
343;130;2008;15.0;10.0
344;130;2009;15.0;10.0
345;130;2010;30.0;20.0
346;130;2011;25.0;30.0
347;130;2012;30.0;20.0
348;130;2013;70.0;30.0
349;130;2014;30.0;15.0
350;131;2008;2545.0;550.0
351;131;2009;2570.0;380.0
352;131;2010;1685.0;380.0
353;131;2011;1575.0;225.0
354;131;2012;950.0;300.0
355;131;2013;1410.0;255.0
356;131;2014;1465.0;245.0
357;216;2008;65.0;60.0
358;216;2009;60.0;50.0
359;216;2010;60.0;80.0
360;216;2011;55.0;60.0
361;216;2012;45.0;100.0
362;216;2013;60.0;85.0
363;216;2014;85.0;70.0
364;326;2008;125.0;105.0
365;326;2009;220.0;70.0
366;326;2010;335.0;95.0
367;326;2011;210.0;170.0
368;326;2012;145.0;150.0
369;326;2013;160.0;110.0
370;326;2014;355.0;290.0
371;328;2008;140.0;15.0
372;328;2009;125.0;15.0
373;328;2010;135.0;35.0
374;328;2011;145.0;25.0
375;328;2012;150.0;35.0
376;328;2013;105.0;30.0
377;328;2014;135.0;35.0
378;218;2008;5.0;35.0
379;218;2009;5.0;110.0
380;218;2010;10.0;105.0
381;218;2011;5.0;125.0
382;218;2012;5.0;265.0
383;218;2013;5.0;200.0
384;218;2014;5.0;95.0
385;402;2008;45.0;
386;402;2009;40.0;
387;402;2010;35.0;
388;402;2011;25.0;
389;402;2012;25.0;
390;402;2013;60.0;
391;402;2014;75.0;
392;136;2008;50.0;15.0
393;136;2009;60.0;10.0
394;136;2010;45.0;15.0
395;136;2011;20.0;5.0
396;136;2012;30.0;15.0
397;136;2013;35.0;15.0
398;136;2014;25.0;5.0
399;137;2008;995.0;500.0
400;137;2009;1135.0;435.0
401;137;2010;825.0;460.0
402;137;2011;720.0;355.0
403;137;2012;865.0;280.0
404;137;2013;840.0;250.0
405;137;2014;1125.0;255.0
406;329;2008;5.0;
407;329;2009;5.0;5.0
408;329;2010;10.0;5.0
409;329;2011;5.0;
410;329;2012;5.0;5.0
411;329;2013;135.0;
412;329;2014;60.0;30.0
413;34;2008;170.0;220.0
414;34;2009;200.0;270.0
415;34;2010;140.0;355.0
416;34;2011;140.0;275.0
417;34;2012;120.0;225.0
418;34;2013;215.0;170.0
419;34;2014;305.0;165.0
420;33;2008;40.0;20.0
421;33;2009;55.0;15.0
422;33;2010;35.0;20.0
423;33;2011;30.0;15.0
424;33;2012;40.0;5.0
425;33;2013;50.0;20.0
426;33;2014;45.0;15.0
427;331;2008;530.0;70.0
428;331;2009;335.0;75.0
429;331;2010;355.0;75.0
430;331;2011;435.0;75.0
431;331;2012;280.0;70.0
432;331;2013;390.0;60.0
433;331;2014;425.0;90.0
434;262;2008;115.0;30.0
435;262;2009;60.0;30.0
436;262;2010;45.0;25.0
437;262;2011;50.0;40.0
438;262;2012;55.0;80.0
439;262;2013;75.0;85.0
440;262;2014;45.0;65.0
441;41;2008;430.0;200.0
442;41;2009;460.0;180.0
443;41;2010;375.0;190.0
444;41;2011;655.0;260.0
445;41;2012;1030.0;455.0
446;41;2013;860.0;200.0
447;41;2014;590.0;175.0
448;143;2008;75.0;25.0
449;143;2009;55.0;15.0
450;143;2010;35.0;5.0
451;143;2011;50.0;10.0
452;143;2012;30.0;5.0
453;143;2013;55.0;10.0
454;143;2014;45.0;10.0
455;208;2008;5.0;25.0
456;208;2009;;50.0
457;208;2010;;80.0
458;208;2011;5.0;120.0
459;208;2012;5.0;80.0
460;208;2013;10.0;90.0
461;208;2014;10.0;90.0
462;145;2008;50.0;25.0
463;145;2009;50.0;20.0
464;145;2010;35.0;20.0
465;145;2011;40.0;5.0
466;145;2012;30.0;15.0
467;145;2013;50.0;25.0
468;145;2014;40.0;15.0
469;454;2008;600.0;265.0
470;454;2009;435.0;175.0
471;454;2010;270.0;170.0
472;454;2011;325.0;150.0
473;454;2012;265.0;165.0
474;454;2013;645.0;265.0
475;454;2014;310.0;190.0
476;147;2008;775.0;75.0
477;147;2009;680.0;55.0
478;147;2010;400.0;35.0
479;147;2011;430.0;25.0
480;147;2012;445.0;20.0
481;147;2013;500.0;25.0
482;147;2014;505.0;30.0
483;148;2008;495.0;55.0
484;148;2009;425.0;55.0
485;148;2010;270.0;45.0
486;148;2011;275.0;35.0
487;148;2012;225.0;55.0
488;148;2013;260.0;25.0
489;148;2014;280.0;70.0
490;149;2008;1145.0;170.0
491;149;2009;2735.0;395.0
492;149;2010;2715.0;565.0
493;149;2011;3390.0;235.0
494;149;2012;2355.0;215.0
495;149;2013;1380.0;120.0
496;149;2014;1070.0;75.0
497;306;2008;370.0;35.0
498;306;2009;390.0;30.0
499;306;2010;290.0;50.0
500;306;2011;365.0;35.0
501;306;2012;220.0;45.0
502;306;2013;215.0;20.0
503;306;2014;200.0;25.0
504;263;2008;1350.0;320.0
505;263;2009;1180.0;410.0
506;263;2010;915.0;525.0
507;263;2011;805.0;530.0
508;263;2012;520.0;400.0
509;263;2013;765.0;310.0
510;263;2014;670.0;350.0
511;336;2008;240.0;40.0
512;336;2009;250.0;50.0
513;336;2010;195.0;45.0
514;336;2011;150.0;20.0
515;336;2012;110.0;45.0
516;336;2013;465.0;110.0
517;336;2014;835.0;155.0
518;310;2008;50.0;10.0
519;310;2009;40.0;5.0
520;310;2010;25.0;10.0
521;310;2011;25.0;
522;310;2012;50.0;5.0
523;310;2013;45.0;5.0
524;310;2014;75.0;25.0
525;337;2008;210.0;30.0
526;337;2009;245.0;30.0
527;337;2010;190.0;20.0
528;337;2011;95.0;20.0
529;337;2012;115.0;20.0
530;337;2013;225.0;25.0
531;337;2014;225.0;35.0
532;152;2008;130.0;30.0
533;152;2009;105.0;15.0
534;152;2010;80.0;25.0
535;152;2011;70.0;10.0
536;152;2012;45.0;10.0
537;152;2013;80.0;10.0
538;152;2014;55.0;10.0
539;155;2008;115.0;45.0
540;155;2009;115.0;50.0
541;155;2010;95.0;30.0
542;155;2011;95.0;25.0
543;155;2012;65.0;45.0
544;155;2013;105.0;40.0
545;155;2014;85.0;45.0
546;339;2008;3845.0;1045.0
547;339;2009;4095.0;935.0
548;339;2010;2925.0;815.0
549;339;2011;2575.0;515.0
550;339;2012;3100.0;395.0
551;339;2013;2770.0;325.0
552;339;2014;3415.0;350.0
553;138;2008;65.0;20.0
554;138;2009;85.0;15.0
555;138;2010;80.0;20.0
556;138;2011;125.0;25.0
557;138;2012;135.0;30.0
558;138;2013;145.0;20.0
559;138;2014;170.0;50.0
560;265;2008;125.0;50.0
561;265;2009;110.0;65.0
562;265;2010;75.0;50.0
563;265;2011;55.0;55.0
564;265;2012;50.0;55.0
565;265;2013;75.0;30.0
566;265;2014;55.0;50.0
567;342;2008;160.0;40.0
568;342;2009;150.0;55.0
569;342;2010;90.0;45.0
570;342;2011;100.0;40.0
571;342;2012;95.0;35.0
572;342;2013;130.0;25.0
573;342;2014;145.0;30.0
574;38;2008;50.0;30.0
575;38;2009;65.0;30.0
576;38;2010;85.0;45.0
577;38;2011;255.0;135.0
578;38;2012;115.0;90.0
579;38;2013;120.0;40.0
580;38;2014;100.0;60.0
581;140;2008;95.0;30.0
582;140;2009;95.0;35.0
583;140;2010;70.0;45.0
584;140;2011;50.0;40.0
585;140;2012;125.0;20.0
586;140;2013;175.0;30.0
587;140;2014;160.0;40.0
588;341;2008;125.0;10.0
589;341;2009;90.0;10.0
590;341;2010;65.0;20.0
591;341;2011;50.0;25.0
592;341;2012;145.0;25.0
593;341;2013;195.0;30.0
594;341;2014;215.0;20.0
595;Zonder / onbekend;2008;2025.0;485.0
596;Zonder / onbekend;2009;1585.0;200.0
597;Zonder / onbekend;2010;1250.0;175.0
598;Zonder / onbekend;2011;1320.0;215.0
599;Zonder / onbekend;2012;1095.0;265.0
600;Zonder / onbekend;2013;1735.0;220.0
601;Zonder / onbekend;2014;1790.0;140.0
