ID;RegioS;Perioden;TotaalAlleDoodsoorzaken_1;Nieuwvormingen_2;ZiektenVanHartEnVaatstelsel_3;UitwendigeDoodsoorzaken_4;OverigeDoodsoorzaken_5;Gemeente_6;Landsdeel_7;Provincie_8;COROPGebied_9;GrootstedelijkeAgglomeratie_10;Stadsgewest_11
127;Aarle-Rixtel;1998;;;;;;;;;;;
128;Aarle-Rixtel;1999;;;;;;;;;;;
129;Aarle-Rixtel;2000;;;;;;;;;;;
130;Aarle-Rixtel;2001;;;;;;;;;;;
131;Aarle-Rixtel;2002;;;;;;;;;;;
132;Aarle-Rixtel;2003;;;;;;;;;;;
133;Aarle-Rixtel;2004;;;;;;;;;;;
134;Aarle-Rixtel;2005;;;;;;;;;;;
135;Aarle-Rixtel;2006;;;;;;;;;;;
136;Abcoude;1990;50.0;15.0;20.0;2.0;13.0;0305;3;26;17;  ;  
137;Abcoude;1991;46.0;18.0;22.0;2.0;4.0;0305;3;26;17;  ;  
138;Abcoude;1992;30.0;9.0;11.0;2.0;8.0;0305;3;26;17;  ;  
139;Abcoude;1993;52.0;16.0;23.0;2.0;11.0;0305;3;26;17;  ;  
140;Abcoude;1994;45.0;13.0;22.0;2.0;8.0;0305;3;26;17;  ;  
141;Abcoude;1995;44.0;17.0;14.0;1.0;12.0;0305;3;26;17;  ;  
142;Abcoude;1996;57.0;29.0;12.0;2.0;14.0;0305;3;26;17;  ;  
143;Abcoude;1997;44.0;17.0;12.0;6.0;9.0;0305;3;26;17;  ;  
144;Abcoude;1998;41.0;18.0;10.0;0.0;13.0;0305;3;26;17;  ;  
145;Abcoude;1999;56.0;18.0;18.0;2.0;18.0;0305;3;26;17;  ;  
146;Abcoude;2000;53.0;22.0;16.0;2.0;13.0;0305;3;26;17;00;10
147;Abcoude;2001;46.0;11.0;19.0;1.0;15.0;0305;3;26;17;00;10
148;Abcoude;2002;50.0;19.0;12.0;1.0;18.0;0305;3;26;17;00;10
149;Abcoude;2003;46.0;15.0;16.0;1.0;14.0;0305;3;26;17;00;10
150;Abcoude;2004;49.0;26.0;14.0;1.0;8.0;0305;3;26;17;00;10
151;Abcoude;2005;56.0;28.0;12.0;3.0;13.0;0305;3;26;17;00;10
152;Abcoude;2006;41.0;13.0;19.0;2.0;7.0;0305;3;26;17;00;10
153;Achtkarspelen;1990;230.0;63.0;102.0;11.0;54.0;0059;1;21;04;  ;  
154;Achtkarspelen;1991;204.0;54.0;84.0;10.0;56.0;0059;1;21;04;  ;  
155;Achtkarspelen;1992;184.0;63.0;66.0;8.0;47.0;0059;1;21;04;  ;  
156;Achtkarspelen;1993;239.0;68.0;100.0;11.0;60.0;0059;1;21;04;  ;  
157;Achtkarspelen;1994;209.0;53.0;96.0;10.0;50.0;0059;1;21;04;  ;  
158;Achtkarspelen;1995;192.0;54.0;90.0;7.0;41.0;0059;1;21;04;  ;  
159;Achtkarspelen;1996;234.0;67.0;102.0;5.0;60.0;0059;1;21;04;  ;  
160;Achtkarspelen;1997;216.0;73.0;84.0;5.0;54.0;0059;1;21;04;  ;  
161;Achtkarspelen;1998;236.0;90.0;80.0;9.0;57.0;0059;1;21;04;  ;  
162;Achtkarspelen;1999;216.0;63.0;82.0;12.0;59.0;0059;1;21;04;  ;  
163;Achtkarspelen;2000;225.0;71.0;92.0;10.0;52.0;0059;1;21;04;00;00
164;Achtkarspelen;2001;216.0;80.0;79.0;9.0;48.0;0059;1;21;04;00;00
165;Achtkarspelen;2002;205.0;63.0;76.0;5.0;61.0;0059;1;21;04;00;00
166;Achtkarspelen;2003;209.0;57.0;75.0;13.0;64.0;0059;1;21;04;00;00
167;Achtkarspelen;2004;216.0;76.0;66.0;12.0;62.0;0059;1;21;04;00;00
168;Achtkarspelen;2005;183.0;57.0;61.0;6.0;59.0;0059;1;21;04;00;00
169;Achtkarspelen;2006;234.0;71.0;78.0;15.0;70.0;0059;1;21;04;00;00
170;Akersloot;1990;19.0;8.0;4.0;4.0;3.0;0360;3;27;19;  ;  
171;Akersloot;1991;26.0;6.0;12.0;1.0;7.0;0360;3;27;19;  ;  
172;Akersloot;1992;25.0;8.0;12.0;0.0;5.0;0360;3;27;19;  ;  
173;Akersloot;1993;29.0;9.0;10.0;3.0;7.0;0360;3;27;19;  ;  
174;Akersloot;1994;15.0;5.0;4.0;1.0;5.0;0360;3;27;19;  ;  
175;Akersloot;1995;32.0;6.0;9.0;2.0;15.0;0360;3;27;19;  ;  
176;Akersloot;1996;35.0;16.0;11.0;3.0;5.0;0360;3;27;19;  ;  
177;Akersloot;1997;26.0;10.0;11.0;0.0;5.0;0360;3;27;19;  ;  
178;Akersloot;1998;27.0;11.0;8.0;0.0;8.0;0360;3;27;19;  ;  
179;Akersloot;1999;24.0;9.0;8.0;0.0;7.0;0360;3;27;19;  ;  
180;Akersloot;2000;29.0;6.0;13.0;0.0;10.0;0360;3;27;19;00;00
181;Akersloot;2001;29.0;11.0;8.0;2.0;8.0;0360;3;27;19;00;00
182;Akersloot;2002;;;;;;;;;;;
183;Akersloot;2003;;;;;;;;;;;
184;Akersloot;2004;;;;;;;;;;;
185;Akersloot;2005;;;;;;;;;;;
186;Akersloot;2006;;;;;;;;;;;
187;Alblasserdam;1990;136.0;50.0;50.0;6.0;30.0;0482;3;28;30;  ;  
188;Alblasserdam;1991;138.0;63.0;45.0;5.0;25.0;0482;3;28;30;  ;  
189;Alblasserdam;1992;146.0;47.0;56.0;5.0;38.0;0482;3;28;30;  ;  
190;Alblasserdam;1993;136.0;50.0;48.0;6.0;32.0;0482;3;28;30;  ;  
191;Alblasserdam;1994;124.0;38.0;46.0;5.0;35.0;0482;3;28;30;  ;  
192;Alblasserdam;1995;137.0;41.0;44.0;2.0;50.0;0482;3;28;30;  ;  
193;Alblasserdam;1996;159.0;44.0;58.0;9.0;48.0;0482;3;28;30;  ;  
194;Alblasserdam;1997;157.0;43.0;69.0;8.0;37.0;0482;3;28;30;  ;  
195;Alblasserdam;1998;144.0;33.0;55.0;7.0;49.0;0482;3;28;30;  ;  
196;Alblasserdam;1999;177.0;66.0;51.0;8.0;52.0;0482;3;28;30;  ;  
197;Alblasserdam;2000;170.0;43.0;67.0;6.0;54.0;0482;3;28;30;00;15
198;Alblasserdam;2001;170.0;45.0;67.0;6.0;52.0;0482;3;28;30;00;15
199;Alblasserdam;2002;170.0;41.0;62.0;7.0;60.0;0482;3;28;30;00;15
200;Alblasserdam;2003;159.0;50.0;35.0;9.0;65.0;0482;3;28;30;00;15
201;Alblasserdam;2004;193.0;76.0;54.0;6.0;57.0;0482;3;28;30;00;15
202;Alblasserdam;2005;175.0;54.0;50.0;5.0;66.0;0482;3;28;30;00;15
203;Alblasserdam;2006;143.0;45.0;50.0;7.0;41.0;0482;3;28;30;00;15
204;Albrandswaard;1990;144.0;35.0;54.0;7.0;48.0;0613;3;28;29;  ;  
205;Albrandswaard;1991;128.0;39.0;50.0;7.0;32.0;0613;3;28;29;  ;  
206;Albrandswaard;1992;141.0;39.0;59.0;2.0;41.0;0613;3;28;29;  ;  
207;Albrandswaard;1993;115.0;30.0;41.0;0.0;44.0;0613;3;28;29;  ;  
208;Albrandswaard;1994;148.0;33.0;65.0;5.0;45.0;0613;3;28;29;  ;  
209;Albrandswaard;1995;126.0;31.0;51.0;4.0;40.0;0613;3;28;29;  ;  
210;Albrandswaard;1996;149.0;40.0;61.0;3.0;45.0;0613;3;28;29;  ;  
211;Albrandswaard;1997;142.0;37.0;46.0;7.0;52.0;0613;3;28;29;  ;  
212;Albrandswaard;1998;145.0;42.0;45.0;3.0;55.0;0613;3;28;29;  ;  
213;Albrandswaard;1999;157.0;45.0;58.0;3.0;51.0;0613;3;28;29;  ;  
214;Albrandswaard;2000;145.0;35.0;51.0;3.0;56.0;0613;3;28;29;00;14
215;Albrandswaard;2001;148.0;46.0;39.0;3.0;60.0;0613;3;28;29;00;14
216;Albrandswaard;2002;134.0;38.0;49.0;8.0;39.0;0613;3;28;29;00;14
217;Albrandswaard;2003;162.0;46.0;48.0;5.0;63.0;0613;3;28;29;00;14
218;Albrandswaard;2004;137.0;43.0;40.0;3.0;51.0;0613;3;28;29;00;14
219;Albrandswaard;2005;155.0;45.0;59.0;5.0;46.0;0613;3;28;29;00;14
220;Albrandswaard;2006;133.0;41.0;31.0;2.0;59.0;0613;3;28;29;00;14
221;Alkemade;1990;75.0;21.0;24.0;3.0;27.0;0483;3;28;25;  ;  
222;Alkemade;1991;69.0;26.0;28.0;2.0;13.0;0483;3;28;25;  ;  
223;Alkemade;1992;84.0;36.0;24.0;4.0;20.0;0483;3;28;25;  ;  
224;Alkemade;1993;83.0;34.0;24.0;5.0;20.0;0483;3;28;25;  ;  
225;Alkemade;1994;78.0;32.0;24.0;2.0;20.0;0483;3;28;25;  ;  
226;Alkemade;1995;81.0;28.0;25.0;4.0;24.0;0483;3;28;25;  ;  
227;Alkemade;1996;75.0;24.0;28.0;2.0;21.0;0483;3;28;25;  ;  
228;Alkemade;1997;77.0;35.0;25.0;1.0;16.0;0483;3;28;25;  ;  
229;Alkemade;1998;93.0;33.0;37.0;9.0;14.0;0483;3;28;25;  ;  
230;Alkemade;1999;85.0;39.0;18.0;2.0;26.0;0483;3;28;25;  ;  
231;Alkemade;2000;95.0;42.0;25.0;6.0;22.0;0483;3;28;25;00;00
232;Alkemade;2001;75.0;29.0;23.0;3.0;20.0;0483;3;28;25;00;00
233;Alkemade;2002;105.0;40.0;36.0;4.0;25.0;0483;3;28;25;00;00
234;Alkemade;2003;89.0;32.0;25.0;5.0;27.0;0483;3;28;25;00;00
235;Alkemade;2004;95.0;33.0;24.0;3.0;35.0;0483;3;28;25;00;00
236;Alkemade;2005;85.0;31.0;23.0;4.0;27.0;0483;3;28;25;00;00
237;Alkemade;2006;83.0;32.0;19.0;5.0;27.0;0483;3;28;25;00;00
238;Alkmaar;1990;654.0;202.0;237.0;30.0;185.0;0361;3;27;19;  ;  
239;Alkmaar;1991;679.0;194.0;232.0;34.0;219.0;0361;3;27;19;  ;  
240;Alkmaar;1992;713.0;195.0;280.0;30.0;208.0;0361;3;27;19;  ;  
241;Alkmaar;1993;779.0;206.0;307.0;42.0;224.0;0361;3;27;19;  ;  
242;Alkmaar;1994;710.0;207.0;279.0;31.0;193.0;0361;3;27;19;  ;  
243;Alkmaar;1995;737.0;219.0;273.0;35.0;210.0;0361;3;27;19;  ;  
244;Alkmaar;1996;705.0;200.0;242.0;37.0;226.0;0361;3;27;19;  ;  
245;Alkmaar;1997;802.0;240.0;289.0;46.0;227.0;0361;3;27;19;  ;  
246;Alkmaar;1998;685.0;211.0;215.0;42.0;217.0;0361;3;27;19;  ;  
247;Alkmaar;1999;744.0;220.0;226.0;36.0;262.0;0361;3;27;19;  ;  
248;Alkmaar;2000;785.0;220.0;270.0;28.0;267.0;0361;3;27;19;00;00
249;Alkmaar;2001;722.0;208.0;202.0;33.0;279.0;0361;3;27;19;00;00
250;Alkmaar;2002;778.0;229.0;262.0;31.0;256.0;0361;3;27;19;00;00
251;Alkmaar;2003;821.0;238.0;250.0;34.0;299.0;0361;3;27;19;00;00
252;Alkmaar;2004;750.0;210.0;232.0;37.0;271.0;0361;3;27;19;00;00
253;Alkmaar;2005;751.0;236.0;210.0;34.0;271.0;0361;3;27;19;00;00
254;Alkmaar;2006;715.0;248.0;208.0;35.0;224.0;0361;3;27;19;00;00
255;Almelo;1990;632.0;166.0;273.0;21.0;172.0;0141;2;23;12;  ;  
256;Almelo;1991;632.0;151.0;278.0;36.0;167.0;0141;2;23;12;  ;  
257;Almelo;1992;632.0;171.0;272.0;22.0;167.0;0141;2;23;12;  ;  
258;Almelo;1993;711.0;189.0;278.0;30.0;214.0;0141;2;23;12;  ;  
259;Almelo;1994;618.0;175.0;250.0;17.0;176.0;0141;2;23;12;  ;  
260;Almelo;1995;721.0;187.0;296.0;19.0;219.0;0141;2;23;12;  ;  
261;Almelo;1996;652.0;173.0;252.0;14.0;213.0;0141;2;23;12;  ;  
262;Almelo;1997;638.0;191.0;240.0;21.0;186.0;0141;2;23;12;  ;  
263;Almelo;1998;579.0;149.0;252.0;24.0;154.0;0141;2;23;12;  ;  
264;Almelo;1999;695.0;208.0;248.0;29.0;210.0;0141;2;23;12;  ;  
265;Almelo;2000;698.0;193.0;260.0;18.0;227.0;0141;2;23;12;00;00
266;Almelo;2001;735.0;195.0;252.0;32.0;256.0;0141;2;23;12;00;00
267;Almelo;2002;727.0;185.0;265.0;18.0;259.0;0141;2;23;12;00;00
268;Almelo;2003;713.0;191.0;261.0;28.0;233.0;0141;2;23;12;00;00
269;Almelo;2004;692.0;204.0;243.0;31.0;214.0;0141;2;23;12;00;00
270;Almelo;2005;657.0;194.0;216.0;26.0;221.0;0141;2;23;12;00;00
271;Almelo;2006;611.0;190.0;194.0;23.0;204.0;0141;2;23;12;00;00
272;Almere;1990;333.0;110.0;124.0;14.0;85.0;0034;2;24;40;  ;  
273;Almere;1991;342.0;122.0;126.0;15.0;79.0;0034;2;24;40;  ;  
274;Almere;1992;403.0;138.0;142.0;23.0;100.0;0034;2;24;40;  ;  
275;Almere;1993;408.0;144.0;139.0;18.0;107.0;0034;2;24;40;  ;  
276;Almere;1994;454.0;155.0;141.0;27.0;131.0;0034;2;24;40;  ;  
277;Almere;1995;479.0;156.0;165.0;9.0;149.0;0034;2;24;40;  ;  
278;Almere;1996;518.0;154.0;179.0;19.0;166.0;0034;2;24;40;  ;  
279;Almere;1997;543.0;181.0;165.0;22.0;175.0;0034;2;24;40;  ;  
280;Almere;1998;599.0;212.0;195.0;27.0;165.0;0034;2;24;40;  ;  
281;Almere;1999;608.0;206.0;189.0;26.0;187.0;0034;2;24;40;  ;  
282;Almere;2000;650.0;221.0;170.0;32.0;227.0;0034;2;24;40;00;10
283;Almere;2001;673.0;202.0;210.0;29.0;232.0;0034;2;24;40;00;10
284;Almere;2002;728.0;252.0;234.0;24.0;218.0;0034;2;24;40;00;10
285;Almere;2003;753.0;229.0;240.0;24.0;260.0;0034;2;24;40;00;10
286;Almere;2004;761.0;249.0;232.0;42.0;238.0;0034;2;24;40;00;10
287;Almere;2005;806.0;258.0;233.0;36.0;279.0;0034;2;24;40;00;10
288;Almere;2006;776.0;257.0;210.0;37.0;272.0;0034;2;24;40;00;10
289;Alphen aan den Rijn;1990;386.0;103.0;177.0;9.0;97.0;0484;3;28;28;  ;  
290;Alphen aan den Rijn;1991;372.0;97.0;134.0;13.0;128.0;0484;3;28;28;  ;  
291;Alphen aan den Rijn;1992;412.0;136.0;149.0;9.0;118.0;0484;3;28;28;  ;  
292;Alphen aan den Rijn;1993;441.0;130.0;141.0;21.0;149.0;0484;3;28;28;  ;  
293;Alphen aan den Rijn;1994;402.0;119.0;136.0;9.0;138.0;0484;3;28;28;  ;  
294;Alphen aan den Rijn;1995;390.0;105.0;136.0;12.0;137.0;0484;3;28;28;  ;  
295;Alphen aan den Rijn;1996;482.0;122.0;160.0;24.0;176.0;0484;3;28;28;  ;  
296;Alphen aan den Rijn;1997;416.0;119.0;142.0;15.0;140.0;0484;3;28;28;  ;  
297;Alphen aan den Rijn;1998;474.0;126.0;162.0;22.0;164.0;0484;3;28;28;  ;  
298;Alphen aan den Rijn;1999;505.0;128.0;165.0;16.0;196.0;0484;3;28;28;  ;  
299;Alphen aan den Rijn;2000;543.0;166.0;173.0;18.0;186.0;0484;3;28;28;00;00
300;Alphen aan den Rijn;2001;464.0;117.0;149.0;14.0;184.0;0484;3;28;28;00;00
301;Alphen aan den Rijn;2002;463.0;125.0;149.0;18.0;171.0;0484;3;28;28;00;00
302;Alphen aan den Rijn;2003;489.0;141.0;147.0;12.0;189.0;0484;3;28;28;00;00
303;Alphen aan den Rijn;2004;445.0;133.0;129.0;15.0;168.0;0484;3;28;28;00;00
304;Alphen aan den Rijn;2005;510.0;153.0;151.0;16.0;190.0;0484;3;28;28;00;00
305;Alphen aan den Rijn;2006;493.0;167.0;130.0;9.0;187.0;0484;3;28;28;00;00
306;Alphen en Riel;1990;31.0;9.0;12.0;5.0;5.0;0741;4;30;34;  ;  
307;Alphen en Riel;1991;39.0;14.0;14.0;3.0;8.0;0741;4;30;34;  ;  
308;Alphen en Riel;1992;34.0;9.0;15.0;0.0;10.0;0741;4;30;34;  ;  
309;Alphen en Riel;1993;26.0;9.0;12.0;2.0;3.0;0741;4;30;34;  ;  
310;Alphen en Riel;1994;34.0;11.0;15.0;1.0;7.0;0741;4;30;34;  ;  
