ID;Wegbeheerders;LandEnWaterwegen;Perioden;TotaleUitgaven_1;Investeringen_2;Onderhoudskosten_3;Kapitaallasten_4
99;4;Waterwegen;2001;9.0;3.0;5.0;1.0
100;5;Landwegen;1992;50.0;6.0;28.0;17.0
101;5;Landwegen;1993;39.0;2.0;23.0;15.0
102;5;Landwegen;1994;46.0;2.0;29.0;15.0
103;5;Landwegen;1995;52.0;9.0;29.0;15.0
104;5;Landwegen;1996;54.0;19.0;25.0;10.0
105;5;Landwegen;1997;66.0;32.0;28.0;6.0
106;5;Landwegen;1998;54.0;2.0;29.0;22.0
107;5;Landwegen;1999;51.0;1.0;28.0;21.0
108;5;Landwegen;2000;57.0;0.0;37.0;20.0
109;5;Landwegen;2001;78.0;1.0;49.0;28.0
110;5;Waterwegen;1992;;;;
111;5;Waterwegen;1993;;;;
112;5;Waterwegen;1994;;;;
113;5;Waterwegen;1995;;;;
114;5;Waterwegen;1996;;;;
115;5;Waterwegen;1997;;;;
116;5;Waterwegen;1998;;;;
117;5;Waterwegen;1999;;;;
118;5;Waterwegen;2000;;;;
119;5;Waterwegen;2001;;;;
