ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;Pleegcarriere;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
4111;Mannen;12 jaar of ouder;4;Meerpleger;2006;6410;51
4112;Mannen;12 jaar of ouder;4;Meerpleger;2007;6580;51
4113;Mannen;12 jaar of ouder;4;Meerpleger;2008;6330;49
4114;Mannen;12 jaar of ouder;4;Meerpleger;2009;6220;47
4115;Mannen;12 jaar of ouder;4;Meerpleger;2010;5700;42
4116;Mannen;12 jaar of ouder;4;Veelpleger;1999;1920;19
4117;Mannen;12 jaar of ouder;4;Veelpleger;2000;1910;18
4118;Mannen;12 jaar of ouder;4;Veelpleger;2001;2120;19
4119;Mannen;12 jaar of ouder;4;Veelpleger;2002;2240;20
4120;Mannen;12 jaar of ouder;4;Veelpleger;2003;2470;21
4121;Mannen;12 jaar of ouder;4;Veelpleger;2004;2700;22
4122;Mannen;12 jaar of ouder;4;Veelpleger;2005;2870;23
4123;Mannen;12 jaar of ouder;4;Veelpleger;2006;3060;24
4124;Mannen;12 jaar of ouder;4;Veelpleger;2007;3130;24
4125;Mannen;12 jaar of ouder;4;Veelpleger;2008;3130;24
4126;Mannen;12 jaar of ouder;4;Veelpleger;2009;3210;24
4127;Mannen;12 jaar of ouder;4;Veelpleger;2010;3040;22
4128;Mannen;12 jaar of ouder;5;Totaal verdachten;1999;5660;48
4129;Mannen;12 jaar of ouder;5;Totaal verdachten;2000;5560;46
4130;Mannen;12 jaar of ouder;5;Totaal verdachten;2001;6160;48
4131;Mannen;12 jaar of ouder;5;Totaal verdachten;2002;6800;51
4132;Mannen;12 jaar of ouder;5;Totaal verdachten;2003;7990;58
4133;Mannen;12 jaar of ouder;5;Totaal verdachten;2004;8710;61
4134;Mannen;12 jaar of ouder;5;Totaal verdachten;2005;9230;63
4135;Mannen;12 jaar of ouder;5;Totaal verdachten;2006;9650;65
4136;Mannen;12 jaar of ouder;5;Totaal verdachten;2007;9450;63
4137;Mannen;12 jaar of ouder;5;Totaal verdachten;2008;9140;59
4138;Mannen;12 jaar of ouder;5;Totaal verdachten;2009;8600;54
4139;Mannen;12 jaar of ouder;5;Totaal verdachten;2010;7760;48
4140;Mannen;12 jaar of ouder;5;First offender;1999;2010;17
4141;Mannen;12 jaar of ouder;5;First offender;2000;1980;16
4142;Mannen;12 jaar of ouder;5;First offender;2001;2200;17
4143;Mannen;12 jaar of ouder;5;First offender;2002;2260;17
4144;Mannen;12 jaar of ouder;5;First offender;2003;2780;20
4145;Mannen;12 jaar of ouder;5;First offender;2004;2960;21
4146;Mannen;12 jaar of ouder;5;First offender;2005;3110;21
4147;Mannen;12 jaar of ouder;5;First offender;2006;3120;21
4148;Mannen;12 jaar of ouder;5;First offender;2007;3020;20
4149;Mannen;12 jaar of ouder;5;First offender;2008;2770;18
4150;Mannen;12 jaar of ouder;5;First offender;2009;2390;15
4151;Mannen;12 jaar of ouder;5;First offender;2010;2200;14
4152;Mannen;12 jaar of ouder;5;Meerpleger;1999;3020;26
4153;Mannen;12 jaar of ouder;5;Meerpleger;2000;2930;24
4154;Mannen;12 jaar of ouder;5;Meerpleger;2001;3280;26
4155;Mannen;12 jaar of ouder;5;Meerpleger;2002;3720;28
4156;Mannen;12 jaar of ouder;5;Meerpleger;2003;4290;31
4157;Mannen;12 jaar of ouder;5;Meerpleger;2004;4760;33
4158;Mannen;12 jaar of ouder;5;Meerpleger;2005;5070;35
4159;Mannen;12 jaar of ouder;5;Meerpleger;2006;5400;36
4160;Mannen;12 jaar of ouder;5;Meerpleger;2007;5290;35
4161;Mannen;12 jaar of ouder;5;Meerpleger;2008;5120;33
4162;Mannen;12 jaar of ouder;5;Meerpleger;2009;4970;31
4163;Mannen;12 jaar of ouder;5;Meerpleger;2010;4410;27
4164;Mannen;12 jaar of ouder;5;Veelpleger;1999;630;5
4165;Mannen;12 jaar of ouder;5;Veelpleger;2000;650;5
4166;Mannen;12 jaar of ouder;5;Veelpleger;2001;690;5
4167;Mannen;12 jaar of ouder;5;Veelpleger;2002;820;6
4168;Mannen;12 jaar of ouder;5;Veelpleger;2003;920;7
4169;Mannen;12 jaar of ouder;5;Veelpleger;2004;990;7
4170;Mannen;12 jaar of ouder;5;Veelpleger;2005;1050;7
4171;Mannen;12 jaar of ouder;5;Veelpleger;2006;1140;8
4172;Mannen;12 jaar of ouder;5;Veelpleger;2007;1140;8
4173;Mannen;12 jaar of ouder;5;Veelpleger;2008;1250;8
4174;Mannen;12 jaar of ouder;5;Veelpleger;2009;1240;8
4175;Mannen;12 jaar of ouder;5;Veelpleger;2010;1150;7
4176;Mannen;12 jaar of ouder;6;Totaal verdachten;1999;7380;65
4177;Mannen;12 jaar of ouder;6;Totaal verdachten;2000;7560;65
4178;Mannen;12 jaar of ouder;6;Totaal verdachten;2001;7960;66
4179;Mannen;12 jaar of ouder;6;Totaal verdachten;2002;8490;69
4180;Mannen;12 jaar of ouder;6;Totaal verdachten;2003;9610;77
4181;Mannen;12 jaar of ouder;6;Totaal verdachten;2004;10560;83
4182;Mannen;12 jaar of ouder;6;Totaal verdachten;2005;10650;82
4183;Mannen;12 jaar of ouder;6;Totaal verdachten;2006;10850;83
4184;Mannen;12 jaar of ouder;6;Totaal verdachten;2007;10680;81
4185;Mannen;12 jaar of ouder;6;Totaal verdachten;2008;10040;75
4186;Mannen;12 jaar of ouder;6;Totaal verdachten;2009;9450;70
4187;Mannen;12 jaar of ouder;6;Totaal verdachten;2010;8390;61
4188;Mannen;12 jaar of ouder;6;First offender;1999;1880;16
4189;Mannen;12 jaar of ouder;6;First offender;2000;2020;17
4190;Mannen;12 jaar of ouder;6;First offender;2001;2110;18
4191;Mannen;12 jaar of ouder;6;First offender;2002;2150;18
4192;Mannen;12 jaar of ouder;6;First offender;2003;2440;20
4193;Mannen;12 jaar of ouder;6;First offender;2004;2670;21
4194;Mannen;12 jaar of ouder;6;First offender;2005;2660;21
4195;Mannen;12 jaar of ouder;6;First offender;2006;2620;20
4196;Mannen;12 jaar of ouder;6;First offender;2007;2520;19
4197;Mannen;12 jaar of ouder;6;First offender;2008;2170;16
4198;Mannen;12 jaar of ouder;6;First offender;2009;1930;14
4199;Mannen;12 jaar of ouder;6;First offender;2010;1650;12
4200;Mannen;12 jaar of ouder;6;Meerpleger;1999;3650;32
4201;Mannen;12 jaar of ouder;6;Meerpleger;2000;3730;32
4202;Mannen;12 jaar of ouder;6;Meerpleger;2001;3900;33
4203;Mannen;12 jaar of ouder;6;Meerpleger;2002;4260;35
4204;Mannen;12 jaar of ouder;6;Meerpleger;2003;4980;40
4205;Mannen;12 jaar of ouder;6;Meerpleger;2004;5630;44
4206;Mannen;12 jaar of ouder;6;Meerpleger;2005;5740;44
4207;Mannen;12 jaar of ouder;6;Meerpleger;2006;5960;46
4208;Mannen;12 jaar of ouder;6;Meerpleger;2007;5870;45
4209;Mannen;12 jaar of ouder;6;Meerpleger;2008;5570;42
4210;Mannen;12 jaar of ouder;6;Meerpleger;2009;5150;38
4211;Mannen;12 jaar of ouder;6;Meerpleger;2010;4550;33
4212;Mannen;12 jaar of ouder;6;Veelpleger;1999;1850;16
4213;Mannen;12 jaar of ouder;6;Veelpleger;2000;1820;16
4214;Mannen;12 jaar of ouder;6;Veelpleger;2001;1950;16
4215;Mannen;12 jaar of ouder;6;Veelpleger;2002;2070;17
4216;Mannen;12 jaar of ouder;6;Veelpleger;2003;2180;17
4217;Mannen;12 jaar of ouder;6;Veelpleger;2004;2260;18
4218;Mannen;12 jaar of ouder;6;Veelpleger;2005;2250;17
4219;Mannen;12 jaar of ouder;6;Veelpleger;2006;2270;17
4220;Mannen;12 jaar of ouder;6;Veelpleger;2007;2300;17
4221;Mannen;12 jaar of ouder;6;Veelpleger;2008;2310;17
4222;Mannen;12 jaar of ouder;6;Veelpleger;2009;2370;17
4223;Mannen;12 jaar of ouder;6;Veelpleger;2010;2180;16
4224;Mannen;12 jaar of ouder;7;Totaal verdachten;1999;4000;100
4225;Mannen;12 jaar of ouder;7;Totaal verdachten;2000;4110;94
4226;Mannen;12 jaar of ouder;7;Totaal verdachten;2001;4420;94
4227;Mannen;12 jaar of ouder;7;Totaal verdachten;2002;5200;106
4228;Mannen;12 jaar of ouder;7;Totaal verdachten;2003;5530;111
4229;Mannen;12 jaar of ouder;7;Totaal verdachten;2004;5810;115
4230;Mannen;12 jaar of ouder;7;Totaal verdachten;2005;5800;115
4231;Mannen;12 jaar of ouder;7;Totaal verdachten;2006;5520;109
4232;Mannen;12 jaar of ouder;7;Totaal verdachten;2007;5690;110
4233;Mannen;12 jaar of ouder;7;Totaal verdachten;2008;5440;103
4234;Mannen;12 jaar of ouder;7;Totaal verdachten;2009;5160;94
4235;Mannen;12 jaar of ouder;7;Totaal verdachten;2010;4690;84
4236;Mannen;12 jaar of ouder;7;First offender;1999;940;23
4237;Mannen;12 jaar of ouder;7;First offender;2000;1000;23
4238;Mannen;12 jaar of ouder;7;First offender;2001;1140;24
4239;Mannen;12 jaar of ouder;7;First offender;2002;1380;28
4240;Mannen;12 jaar of ouder;7;First offender;2003;1310;26
4241;Mannen;12 jaar of ouder;7;First offender;2004;1260;25
4242;Mannen;12 jaar of ouder;7;First offender;2005;1220;24
4243;Mannen;12 jaar of ouder;7;First offender;2006;1120;22
4244;Mannen;12 jaar of ouder;7;First offender;2007;1010;19
4245;Mannen;12 jaar of ouder;7;First offender;2008;1010;19
4246;Mannen;12 jaar of ouder;7;First offender;2009;830;15
4247;Mannen;12 jaar of ouder;7;First offender;2010;820;15
4248;Mannen;12 jaar of ouder;7;Meerpleger;1999;2110;53
4249;Mannen;12 jaar of ouder;7;Meerpleger;2000;2140;49
4250;Mannen;12 jaar of ouder;7;Meerpleger;2001;2290;49
4251;Mannen;12 jaar of ouder;7;Meerpleger;2002;2660;54
4252;Mannen;12 jaar of ouder;7;Meerpleger;2003;2990;60
4253;Mannen;12 jaar of ouder;7;Meerpleger;2004;3230;64
4254;Mannen;12 jaar of ouder;7;Meerpleger;2005;3250;65
4255;Mannen;12 jaar of ouder;7;Meerpleger;2006;3030;60
4256;Mannen;12 jaar of ouder;7;Meerpleger;2007;3140;61
4257;Mannen;12 jaar of ouder;7;Meerpleger;2008;2820;53
4258;Mannen;12 jaar of ouder;7;Meerpleger;2009;2740;50
4259;Mannen;12 jaar of ouder;7;Meerpleger;2010;2410;43
4260;Mannen;12 jaar of ouder;7;Veelpleger;1999;960;24
4261;Mannen;12 jaar of ouder;7;Veelpleger;2000;960;22
4262;Mannen;12 jaar of ouder;7;Veelpleger;2001;990;21
4263;Mannen;12 jaar of ouder;7;Veelpleger;2002;1160;24
4264;Mannen;12 jaar of ouder;7;Veelpleger;2003;1230;25
4265;Mannen;12 jaar of ouder;7;Veelpleger;2004;1310;26
4266;Mannen;12 jaar of ouder;7;Veelpleger;2005;1320;26
4267;Mannen;12 jaar of ouder;7;Veelpleger;2006;1370;27
4268;Mannen;12 jaar of ouder;7;Veelpleger;2007;1540;30
4269;Mannen;12 jaar of ouder;7;Veelpleger;2008;1610;30
4270;Mannen;12 jaar of ouder;7;Veelpleger;2009;1590;29
4271;Mannen;12 jaar of ouder;7;Veelpleger;2010;1470;26
4272;Mannen;12 jaar of ouder;8;Totaal verdachten;1999;6660;40
4273;Mannen;12 jaar of ouder;8;Totaal verdachten;2000;6950;38
4274;Mannen;12 jaar of ouder;8;Totaal verdachten;2001;7840;39
4275;Mannen;12 jaar of ouder;8;Totaal verdachten;2002;9080;42
4276;Mannen;12 jaar of ouder;8;Totaal verdachten;2003;10240;46
4277;Mannen;12 jaar of ouder;8;Totaal verdachten;2004;11180;50
4278;Mannen;12 jaar of ouder;8;Totaal verdachten;2005;11300;50
4279;Mannen;12 jaar of ouder;8;Totaal verdachten;2006;11640;52
4280;Mannen;12 jaar of ouder;8;Totaal verdachten;2007;11680;51
4281;Mannen;12 jaar of ouder;8;Totaal verdachten;2008;11330;47
4282;Mannen;12 jaar of ouder;8;Totaal verdachten;2009;10980;43
4283;Mannen;12 jaar of ouder;8;Totaal verdachten;2010;10070;38
4284;Mannen;12 jaar of ouder;8;First offender;1999;2930;17
4285;Mannen;12 jaar of ouder;8;First offender;2000;3180;18
4286;Mannen;12 jaar of ouder;8;First offender;2001;3520;18
4287;Mannen;12 jaar of ouder;8;First offender;2002;4120;19
4288;Mannen;12 jaar of ouder;8;First offender;2003;4540;21
4289;Mannen;12 jaar of ouder;8;First offender;2004;4800;21
4290;Mannen;12 jaar of ouder;8;First offender;2005;4620;20
4291;Mannen;12 jaar of ouder;8;First offender;2006;4510;20
4292;Mannen;12 jaar of ouder;8;First offender;2007;4260;19
4293;Mannen;12 jaar of ouder;8;First offender;2008;4010;17
4294;Mannen;12 jaar of ouder;8;First offender;2009;3710;15
4295;Mannen;12 jaar of ouder;8;First offender;2010;3480;13
4296;Mannen;12 jaar of ouder;8;Meerpleger;1999;3250;19
4297;Mannen;12 jaar of ouder;8;Meerpleger;2000;3220;18
4298;Mannen;12 jaar of ouder;8;Meerpleger;2001;3690;19
4299;Mannen;12 jaar of ouder;8;Meerpleger;2002;4270;20
4300;Mannen;12 jaar of ouder;8;Meerpleger;2003;4910;22
4301;Mannen;12 jaar of ouder;8;Meerpleger;2004;5510;25
4302;Mannen;12 jaar of ouder;8;Meerpleger;2005;5760;26
4303;Mannen;12 jaar of ouder;8;Meerpleger;2006;6140;27
4304;Mannen;12 jaar of ouder;8;Meerpleger;2007;6290;27
4305;Mannen;12 jaar of ouder;8;Meerpleger;2008;6130;25
4306;Mannen;12 jaar of ouder;8;Meerpleger;2009;6050;24
4307;Mannen;12 jaar of ouder;8;Meerpleger;2010;5420;21
4308;Mannen;12 jaar of ouder;8;Veelpleger;1999;480;3
4309;Mannen;12 jaar of ouder;8;Veelpleger;2000;550;3
4310;Mannen;12 jaar of ouder;8;Veelpleger;2001;620;3
4311;Mannen;12 jaar of ouder;8;Veelpleger;2002;690;3
4312;Mannen;12 jaar of ouder;8;Veelpleger;2003;790;4
4313;Mannen;12 jaar of ouder;8;Veelpleger;2004;870;4
4314;Mannen;12 jaar of ouder;8;Veelpleger;2005;930;4
4315;Mannen;12 jaar of ouder;8;Veelpleger;2006;1000;4
4316;Mannen;12 jaar of ouder;8;Veelpleger;2007;1130;5
4317;Mannen;12 jaar of ouder;8;Veelpleger;2008;1180;5
4318;Mannen;12 jaar of ouder;8;Veelpleger;2009;1220;5
4319;Mannen;12 jaar of ouder;8;Veelpleger;2010;1180;5
4320;Mannen;12 tot 18 jaar;0;Totaal verdachten;1999;14610;26
4321;Mannen;12 tot 18 jaar;0;Totaal verdachten;2000;14540;25
4322;Mannen;12 tot 18 jaar;0;Totaal verdachten;2001;15840;27
4323;Mannen;12 tot 18 jaar;0;Totaal verdachten;2002;17230;29
4324;Mannen;12 tot 18 jaar;0;Totaal verdachten;2003;19270;32
4325;Mannen;12 tot 18 jaar;0;Totaal verdachten;2004;21780;35
4326;Mannen;12 tot 18 jaar;0;Totaal verdachten;2005;23790;39
4327;Mannen;12 tot 18 jaar;0;Totaal verdachten;2006;24720;40
4328;Mannen;12 tot 18 jaar;0;Totaal verdachten;2007;25680;42
4329;Mannen;12 tot 18 jaar;0;Totaal verdachten;2008;22930;38
4330;Mannen;12 tot 18 jaar;0;Totaal verdachten;2009;19510;32
4331;Mannen;12 tot 18 jaar;0;Totaal verdachten;2010;16510;27
4332;Mannen;12 tot 18 jaar;0;First offender;1999;8180;14
4333;Mannen;12 tot 18 jaar;0;First offender;2000;8160;14
4334;Mannen;12 tot 18 jaar;0;First offender;2001;9130;15
4335;Mannen;12 tot 18 jaar;0;First offender;2002;10010;17
4336;Mannen;12 tot 18 jaar;0;First offender;2003;11040;18
4337;Mannen;12 tot 18 jaar;0;First offender;2004;12550;20
4338;Mannen;12 tot 18 jaar;0;First offender;2005;13340;22
4339;Mannen;12 tot 18 jaar;0;First offender;2006;13530;22
4340;Mannen;12 tot 18 jaar;0;First offender;2007;13910;23
4341;Mannen;12 tot 18 jaar;0;First offender;2008;12070;20
4342;Mannen;12 tot 18 jaar;0;First offender;2009;10100;17
4343;Mannen;12 tot 18 jaar;0;First offender;2010;8930;15
4344;Mannen;12 tot 18 jaar;0;Meerpleger;1999;5370;9
4345;Mannen;12 tot 18 jaar;0;Meerpleger;2000;5310;9
4346;Mannen;12 tot 18 jaar;0;Meerpleger;2001;5670;10
4347;Mannen;12 tot 18 jaar;0;Meerpleger;2002;6170;10
4348;Mannen;12 tot 18 jaar;0;Meerpleger;2003;7110;12
4349;Mannen;12 tot 18 jaar;0;Meerpleger;2004;7940;13
4350;Mannen;12 tot 18 jaar;0;Meerpleger;2005;9000;15
4351;Mannen;12 tot 18 jaar;0;Meerpleger;2006;9540;15
4352;Mannen;12 tot 18 jaar;0;Meerpleger;2007;9940;16
4353;Mannen;12 tot 18 jaar;0;Meerpleger;2008;9010;15
4354;Mannen;12 tot 18 jaar;0;Meerpleger;2009;7780;13
4355;Mannen;12 tot 18 jaar;0;Meerpleger;2010;6340;10
4356;Mannen;12 tot 18 jaar;0;Veelpleger;1999;1060;2
4357;Mannen;12 tot 18 jaar;0;Veelpleger;2000;1070;2
4358;Mannen;12 tot 18 jaar;0;Veelpleger;2001;1040;2
4359;Mannen;12 tot 18 jaar;0;Veelpleger;2002;1050;2
4360;Mannen;12 tot 18 jaar;0;Veelpleger;2003;1110;2
4361;Mannen;12 tot 18 jaar;0;Veelpleger;2004;1290;2
4362;Mannen;12 tot 18 jaar;0;Veelpleger;2005;1440;2
4363;Mannen;12 tot 18 jaar;0;Veelpleger;2006;1660;3
4364;Mannen;12 tot 18 jaar;0;Veelpleger;2007;1840;3
4365;Mannen;12 tot 18 jaar;0;Veelpleger;2008;1850;3
4366;Mannen;12 tot 18 jaar;0;Veelpleger;2009;1620;3
4367;Mannen;12 tot 18 jaar;0;Veelpleger;2010;1240;2
4368;Mannen;12 tot 18 jaar;1;Totaal verdachten;1999;7780;17
4369;Mannen;12 tot 18 jaar;1;Totaal verdachten;2000;7770;17
4370;Mannen;12 tot 18 jaar;1;Totaal verdachten;2001;8550;19
4371;Mannen;12 tot 18 jaar;1;Totaal verdachten;2002;9620;21
4372;Mannen;12 tot 18 jaar;1;Totaal verdachten;2003;10820;23
4373;Mannen;12 tot 18 jaar;1;Totaal verdachten;2004;12080;25
4374;Mannen;12 tot 18 jaar;1;Totaal verdachten;2005;13180;28
4375;Mannen;12 tot 18 jaar;1;Totaal verdachten;2006;14020;29
4376;Mannen;12 tot 18 jaar;1;Totaal verdachten;2007;14760;31
4377;Mannen;12 tot 18 jaar;1;Totaal verdachten;2008;12980;27
4378;Mannen;12 tot 18 jaar;1;Totaal verdachten;2009;10760;23
4379;Mannen;12 tot 18 jaar;1;Totaal verdachten;2010;8920;19
4380;Mannen;12 tot 18 jaar;1;First offender;1999;4990;11
4381;Mannen;12 tot 18 jaar;1;First offender;2000;4900;11
4382;Mannen;12 tot 18 jaar;1;First offender;2001;5460;12
4383;Mannen;12 tot 18 jaar;1;First offender;2002;6180;13
4384;Mannen;12 tot 18 jaar;1;First offender;2003;6790;14
4385;Mannen;12 tot 18 jaar;1;First offender;2004;7660;16
4386;Mannen;12 tot 18 jaar;1;First offender;2005;8140;17
4387;Mannen;12 tot 18 jaar;1;First offender;2006;8490;18
4388;Mannen;12 tot 18 jaar;1;First offender;2007;8870;18
4389;Mannen;12 tot 18 jaar;1;First offender;2008;7550;16
4390;Mannen;12 tot 18 jaar;1;First offender;2009;6240;13
4391;Mannen;12 tot 18 jaar;1;First offender;2010;5430;12
4392;Mannen;12 tot 18 jaar;1;Meerpleger;1999;2460;5
4393;Mannen;12 tot 18 jaar;1;Meerpleger;2000;2530;6
4394;Mannen;12 tot 18 jaar;1;Meerpleger;2001;2750;6
4395;Mannen;12 tot 18 jaar;1;Meerpleger;2002;3090;7
4396;Mannen;12 tot 18 jaar;1;Meerpleger;2003;3640;8
4397;Mannen;12 tot 18 jaar;1;Meerpleger;2004;3940;8
4398;Mannen;12 tot 18 jaar;1;Meerpleger;2005;4520;9
4399;Mannen;12 tot 18 jaar;1;Meerpleger;2006;4910;10
4400;Mannen;12 tot 18 jaar;1;Meerpleger;2007;5200;11
4401;Mannen;12 tot 18 jaar;1;Meerpleger;2008;4710;10
4402;Mannen;12 tot 18 jaar;1;Meerpleger;2009;3910;8
4403;Mannen;12 tot 18 jaar;1;Meerpleger;2010;3070;7
4404;Mannen;12 tot 18 jaar;1;Veelpleger;1999;340;1
4405;Mannen;12 tot 18 jaar;1;Veelpleger;2000;340;1
4406;Mannen;12 tot 18 jaar;1;Veelpleger;2001;350;1
4407;Mannen;12 tot 18 jaar;1;Veelpleger;2002;350;1
4408;Mannen;12 tot 18 jaar;1;Veelpleger;2003;400;1
4409;Mannen;12 tot 18 jaar;1;Veelpleger;2004;480;1
4410;Mannen;12 tot 18 jaar;1;Veelpleger;2005;520;1
4411;Mannen;12 tot 18 jaar;1;Veelpleger;2006;620;1
4412;Mannen;12 tot 18 jaar;1;Veelpleger;2007;690;1
4413;Mannen;12 tot 18 jaar;1;Veelpleger;2008;730;2
4414;Mannen;12 tot 18 jaar;1;Veelpleger;2009;610;1
4415;Mannen;12 tot 18 jaar;1;Veelpleger;2010;430;1
4416;Mannen;12 tot 18 jaar;2;Totaal verdachten;1999;6820;57
4417;Mannen;12 tot 18 jaar;2;Totaal verdachten;2000;6770;54
4418;Mannen;12 tot 18 jaar;2;Totaal verdachten;2001;7290;56
4419;Mannen;12 tot 18 jaar;2;Totaal verdachten;2002;7610;57
4420;Mannen;12 tot 18 jaar;2;Totaal verdachten;2003;8440;62
4421;Mannen;12 tot 18 jaar;2;Totaal verdachten;2004;9700;72
4422;Mannen;12 tot 18 jaar;2;Totaal verdachten;2005;10610;78
4423;Mannen;12 tot 18 jaar;2;Totaal verdachten;2006;10700;79
4424;Mannen;12 tot 18 jaar;2;Totaal verdachten;2007;10920;81
4425;Mannen;12 tot 18 jaar;2;Totaal verdachten;2008;9950;74
4426;Mannen;12 tot 18 jaar;2;Totaal verdachten;2009;8750;65
4427;Mannen;12 tot 18 jaar;2;Totaal verdachten;2010;7590;56
4428;Mannen;12 tot 18 jaar;2;First offender;1999;3190;27
4429;Mannen;12 tot 18 jaar;2;First offender;2000;3260;26
4430;Mannen;12 tot 18 jaar;2;First offender;2001;3670;28
4431;Mannen;12 tot 18 jaar;2;First offender;2002;3830;29
4432;Mannen;12 tot 18 jaar;2;First offender;2003;4260;31
4433;Mannen;12 tot 18 jaar;2;First offender;2004;4890;36
4434;Mannen;12 tot 18 jaar;2;First offender;2005;5200;38
4435;Mannen;12 tot 18 jaar;2;First offender;2006;5040;37
4436;Mannen;12 tot 18 jaar;2;First offender;2007;5030;37
4437;Mannen;12 tot 18 jaar;2;First offender;2008;4520;34
4438;Mannen;12 tot 18 jaar;2;First offender;2009;3860;29
4439;Mannen;12 tot 18 jaar;2;First offender;2010;3510;26
4440;Mannen;12 tot 18 jaar;2;Meerpleger;1999;2910;24
4441;Mannen;12 tot 18 jaar;2;Meerpleger;2000;2780;22
4442;Mannen;12 tot 18 jaar;2;Meerpleger;2001;2920;23
4443;Mannen;12 tot 18 jaar;2;Meerpleger;2002;3070;23
4444;Mannen;12 tot 18 jaar;2;Meerpleger;2003;3470;26
4445;Mannen;12 tot 18 jaar;2;Meerpleger;2004;4000;29
4446;Mannen;12 tot 18 jaar;2;Meerpleger;2005;4490;33
4447;Mannen;12 tot 18 jaar;2;Meerpleger;2006;4620;34
4448;Mannen;12 tot 18 jaar;2;Meerpleger;2007;4730;35
4449;Mannen;12 tot 18 jaar;2;Meerpleger;2008;4300;32
4450;Mannen;12 tot 18 jaar;2;Meerpleger;2009;3870;29
4451;Mannen;12 tot 18 jaar;2;Meerpleger;2010;3270;24
4452;Mannen;12 tot 18 jaar;2;Veelpleger;1999;730;6
4453;Mannen;12 tot 18 jaar;2;Veelpleger;2000;730;6
4454;Mannen;12 tot 18 jaar;2;Veelpleger;2001;690;5
4455;Mannen;12 tot 18 jaar;2;Veelpleger;2002;700;5
4456;Mannen;12 tot 18 jaar;2;Veelpleger;2003;710;5
4457;Mannen;12 tot 18 jaar;2;Veelpleger;2004;820;6
4458;Mannen;12 tot 18 jaar;2;Veelpleger;2005;920;7
4459;Mannen;12 tot 18 jaar;2;Veelpleger;2006;1040;8
4460;Mannen;12 tot 18 jaar;2;Veelpleger;2007;1150;9
4461;Mannen;12 tot 18 jaar;2;Veelpleger;2008;1120;8
4462;Mannen;12 tot 18 jaar;2;Veelpleger;2009;1020;8
4463;Mannen;12 tot 18 jaar;2;Veelpleger;2010;810;6
4464;Mannen;12 tot 18 jaar;9;Totaal verdachten;1999;1260;31
4465;Mannen;12 tot 18 jaar;9;Totaal verdachten;2000;1200;30
4466;Mannen;12 tot 18 jaar;9;Totaal verdachten;2001;1230;30
4467;Mannen;12 tot 18 jaar;9;Totaal verdachten;2002;1370;34
4468;Mannen;12 tot 18 jaar;9;Totaal verdachten;2003;1470;36
4469;Mannen;12 tot 18 jaar;9;Totaal verdachten;2004;1670;41
4470;Mannen;12 tot 18 jaar;9;Totaal verdachten;2005;1690;42
4471;Mannen;12 tot 18 jaar;9;Totaal verdachten;2006;1750;44
4472;Mannen;12 tot 18 jaar;9;Totaal verdachten;2007;1850;46
4473;Mannen;12 tot 18 jaar;9;Totaal verdachten;2008;1590;40
4474;Mannen;12 tot 18 jaar;9;Totaal verdachten;2009;1480;37
4475;Mannen;12 tot 18 jaar;9;Totaal verdachten;2010;1210;31
4476;Mannen;12 tot 18 jaar;9;First offender;1999;690;17
4477;Mannen;12 tot 18 jaar;9;First offender;2000;670;17
4478;Mannen;12 tot 18 jaar;9;First offender;2001;690;17
4479;Mannen;12 tot 18 jaar;9;First offender;2002;800;20
4480;Mannen;12 tot 18 jaar;9;First offender;2003;830;20
4481;Mannen;12 tot 18 jaar;9;First offender;2004;940;23
4482;Mannen;12 tot 18 jaar;9;First offender;2005;930;23
4483;Mannen;12 tot 18 jaar;9;First offender;2006;950;24
4484;Mannen;12 tot 18 jaar;9;First offender;2007;990;25
4485;Mannen;12 tot 18 jaar;9;First offender;2008;840;21
4486;Mannen;12 tot 18 jaar;9;First offender;2009;780;20
4487;Mannen;12 tot 18 jaar;9;First offender;2010;650;16
4488;Mannen;12 tot 18 jaar;9;Meerpleger;1999;480;12
4489;Mannen;12 tot 18 jaar;9;Meerpleger;2000;430;11
4490;Mannen;12 tot 18 jaar;9;Meerpleger;2001;460;11
4491;Mannen;12 tot 18 jaar;9;Meerpleger;2002;490;12
4492;Mannen;12 tot 18 jaar;9;Meerpleger;2003;570;14
4493;Mannen;12 tot 18 jaar;9;Meerpleger;2004;630;16
4494;Mannen;12 tot 18 jaar;9;Meerpleger;2005;660;16
4495;Mannen;12 tot 18 jaar;9;Meerpleger;2006;680;17
4496;Mannen;12 tot 18 jaar;9;Meerpleger;2007;720;18
4497;Mannen;12 tot 18 jaar;9;Meerpleger;2008;630;16
4498;Mannen;12 tot 18 jaar;9;Meerpleger;2009;590;15
4499;Mannen;12 tot 18 jaar;9;Meerpleger;2010;490;12
4500;Mannen;12 tot 18 jaar;9;Veelpleger;1999;90;2
4501;Mannen;12 tot 18 jaar;9;Veelpleger;2000;100;2
4502;Mannen;12 tot 18 jaar;9;Veelpleger;2001;80;2
4503;Mannen;12 tot 18 jaar;9;Veelpleger;2002;90;2
4504;Mannen;12 tot 18 jaar;9;Veelpleger;2003;80;2
4505;Mannen;12 tot 18 jaar;9;Veelpleger;2004;100;2
4506;Mannen;12 tot 18 jaar;9;Veelpleger;2005;100;3
4507;Mannen;12 tot 18 jaar;9;Veelpleger;2006;120;3
