ID;LeeftijdMoederOp31December;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
1135;38 jaar;2045;4758;1183;1925;1079;571;0.04567;0.01135;0.01847;0.01036;0.00548
1136;38 jaar;2046;4807;1195;1945;1090;577;0.04567;0.01135;0.01847;0.01036;0.00548
1137;38 jaar;2047;4816;1197;1948;1092;578;0.04567;0.01135;0.01847;0.01036;0.00548
1138;38 jaar;2048;4812;1197;1947;1092;577;0.04567;0.01135;0.01847;0.01036;0.00548
1139;38 jaar;2049;4698;1168;1900;1066;564;0.04567;0.01135;0.01847;0.01036;0.00548
1140;38 jaar;2050;4618;1148;1868;1047;554;0.04567;0.01135;0.01847;0.01036;0.00548
1141;38 jaar;2051;4528;1126;1832;1027;543;0.04567;0.01135;0.01847;0.01036;0.00548
1142;38 jaar;2052;4621;1149;1869;1048;554;0.04567;0.01135;0.01847;0.01036;0.00548
1143;38 jaar;2053;4685;1165;1895;1063;562;0.04567;0.01135;0.01847;0.01036;0.00548
1144;38 jaar;2054;4747;1180;1921;1077;570;0.04567;0.01135;0.01847;0.01036;0.00548
1145;38 jaar;2055;4796;1192;1940;1088;576;0.04567;0.01135;0.01847;0.01036;0.00548
1146;38 jaar;2056;4841;1204;1958;1098;581;0.04567;0.01135;0.01847;0.01036;0.00548
1147;38 jaar;2057;4882;1214;1975;1107;586;0.04567;0.01135;0.01847;0.01036;0.00548
1148;38 jaar;2058;4910;1221;1986;1114;589;0.04567;0.01135;0.01847;0.01036;0.00548
1149;38 jaar;2059;4939;1228;1998;1120;593;0.04567;0.01135;0.01847;0.01036;0.00548
1150;39 jaar;2014;3556;920;1435;721;481;0.03511;0.00908;0.01417;0.00711;0.00475
1151;39 jaar;2015;3482;865;1416;761;440;0.03486;0.00866;0.01418;0.00762;0.0044
1152;39 jaar;2016;3312;738;1346;746;481;0.03332;0.00743;0.01355;0.00751;0.00483
1153;39 jaar;2017;3650;902;1452;805;491;0.0363;0.00897;0.01444;0.008;0.00488
1154;39 jaar;2018;3523;894;1379;760;490;0.03517;0.00893;0.01376;0.00759;0.00489
1155;39 jaar;2019;3481;845;1344;821;470;0.03372;0.00819;0.01302;0.00796;0.00455
1156;39 jaar;2020;3418;793;1325;798;502;0.03345;0.00776;0.01297;0.00782;0.00491
1157;39 jaar;2021;3234;738;1280;754;463;0.03256;0.00742;0.01288;0.00759;0.00466
1158;39 jaar;2022;3238;763;1284;753;438;0.03279;0.00773;0.013;0.00763;0.00444
1159;39 jaar;2023;3357;798;1295;789;475;0.03323;0.0079;0.01282;0.00781;0.00471
1160;39 jaar;2024;3416;803;1329;810;475;0.03319;0.0078;0.01291;0.00787;0.00461
1161;39 jaar;2025;3539;816;1390;834;499;0.03348;0.00772;0.01315;0.00789;0.00472
1162;39 jaar;2026;3535;816;1395;833;492;0.03344;0.00771;0.0132;0.00788;0.00465
1163;39 jaar;2027;3555;823;1400;837;494;0.03355;0.00777;0.01321;0.0079;0.00467
1164;39 jaar;2028;3597;836;1413;846;502;0.03349;0.00778;0.01315;0.00788;0.00467
1165;39 jaar;2029;3705;859;1456;874;515;0.03344;0.00776;0.01314;0.00789;0.00465
1166;39 jaar;2030;3725;862;1466;877;519;0.03348;0.00775;0.01318;0.00788;0.00467
1167;39 jaar;2031;3683;853;1450;867;513;0.03347;0.00775;0.01317;0.00788;0.00466
1168;39 jaar;2032;3675;852;1445;865;512;0.03348;0.00776;0.01317;0.00789;0.00466
1169;39 jaar;2033;3684;854;1449;868;513;0.03347;0.00776;0.01316;0.00788;0.00466
1170;39 jaar;2034;3611;837;1420;851;503;0.03347;0.00776;0.01317;0.00788;0.00466
1171;39 jaar;2035;3583;830;1410;844;499;0.03347;0.00776;0.01317;0.00788;0.00466
1172;39 jaar;2036;3640;844;1432;858;507;0.03347;0.00776;0.01317;0.00788;0.00466
1173;39 jaar;2037;3735;866;1469;880;520;0.03347;0.00776;0.01317;0.00788;0.00466
1174;39 jaar;2038;3757;871;1478;885;523;0.03347;0.00776;0.01317;0.00788;0.00466
1175;39 jaar;2039;3851;893;1515;907;536;0.03347;0.00776;0.01317;0.00788;0.00466
1176;39 jaar;2040;3795;880;1493;894;528;0.03347;0.00776;0.01317;0.00788;0.00466
1177;39 jaar;2041;3765;873;1482;887;524;0.03347;0.00776;0.01317;0.00788;0.00466
1178;39 jaar;2042;3753;870;1477;884;522;0.03347;0.00776;0.01317;0.00788;0.00466
1179;39 jaar;2043;3656;848;1439;861;509;0.03347;0.00776;0.01317;0.00788;0.00466
1180;39 jaar;2044;3557;824;1400;838;495;0.03347;0.00776;0.01317;0.00788;0.00466
1181;39 jaar;2045;3518;816;1384;829;489;0.03347;0.00776;0.01317;0.00788;0.00466
1182;39 jaar;2046;3483;807;1370;820;485;0.03347;0.00776;0.01317;0.00788;0.00466
1183;39 jaar;2047;3519;816;1385;829;490;0.03347;0.00776;0.01317;0.00788;0.00466
1184;39 jaar;2048;3525;817;1387;831;490;0.03347;0.00776;0.01317;0.00788;0.00466
1185;39 jaar;2049;3523;817;1386;830;490;0.03347;0.00776;0.01317;0.00788;0.00466
1186;39 jaar;2050;3439;797;1353;810;478;0.03347;0.00776;0.01317;0.00788;0.00466
1187;39 jaar;2051;3380;784;1330;796;470;0.03347;0.00776;0.01317;0.00788;0.00466
1188;39 jaar;2052;3314;768;1304;781;461;0.03347;0.00776;0.01317;0.00788;0.00466
1189;39 jaar;2053;3382;784;1331;797;471;0.03347;0.00776;0.01317;0.00788;0.00466
1190;39 jaar;2054;3430;795;1350;808;477;0.03347;0.00776;0.01317;0.00788;0.00466
1191;39 jaar;2055;3475;806;1367;819;483;0.03347;0.00776;0.01317;0.00788;0.00466
1192;39 jaar;2056;3510;814;1381;827;488;0.03347;0.00776;0.01317;0.00788;0.00466
1193;39 jaar;2057;3543;821;1394;835;493;0.03347;0.00776;0.01317;0.00788;0.00466
1194;39 jaar;2058;3573;828;1406;842;497;0.03347;0.00776;0.01317;0.00788;0.00466
1195;39 jaar;2059;3594;833;1414;847;500;0.03347;0.00776;0.01317;0.00788;0.00466
1196;40 jaar;2014;2599;674;1027;496;402;0.02451;0.00636;0.00968;0.00468;0.00379
1197;40 jaar;2015;2383;560;975;478;370;0.02351;0.00552;0.00962;0.00472;0.00365
1198;40 jaar;2016;2424;551;975;510;387;0.02425;0.00551;0.00976;0.0051;0.00388
1199;40 jaar;2017;2302;516;882;495;410;0.02315;0.00519;0.00887;0.00497;0.00412
1200;40 jaar;2018;2515;601;963;538;413;0.025;0.00597;0.00957;0.00535;0.00411
1201;40 jaar;2019;2363;550;890;515;408;0.02358;0.00549;0.00889;0.00514;0.00407
1202;40 jaar;2020;2325;517;854;563;391;0.02252;0.00501;0.00827;0.00545;0.00379
1203;40 jaar;2021;2315;507;841;541;426;0.02267;0.00496;0.00824;0.0053;0.00417
1204;40 jaar;2022;2186;486;807;505;389;0.02202;0.00489;0.00813;0.00508;0.00391
1205;40 jaar;2023;2197;510;812;507;368;0.02225;0.00517;0.00822;0.00514;0.00372
1206;40 jaar;2024;2263;516;813;535;398;0.02241;0.00511;0.00805;0.0053;0.00395
1207;40 jaar;2025;2301;517;836;549;399;0.02237;0.00503;0.00812;0.00534;0.00387
1208;40 jaar;2026;2394;532;877;565;419;0.02266;0.00503;0.00831;0.00535;0.00397
1209;40 jaar;2027;2390;533;881;564;412;0.02263;0.00505;0.00834;0.00534;0.0039
1210;40 jaar;2028;2402;537;883;567;415;0.02269;0.00508;0.00834;0.00536;0.00392
1211;40 jaar;2029;2427;543;890;573;421;0.02262;0.00506;0.00829;0.00534;0.00393
1212;40 jaar;2030;2501;559;917;592;433;0.02259;0.00505;0.00829;0.00535;0.00391
1213;40 jaar;2031;2516;561;924;594;436;0.02264;0.00505;0.00832;0.00535;0.00392
1214;40 jaar;2032;2488;556;914;588;430;0.02263;0.00506;0.00831;0.00534;0.00391
1215;40 jaar;2033;2481;554;911;586;429;0.02263;0.00506;0.00831;0.00535;0.00392
1216;40 jaar;2034;2487;556;913;588;431;0.02262;0.00505;0.00831;0.00535;0.00392
1217;40 jaar;2035;2438;545;895;576;422;0.02262;0.00505;0.00831;0.00535;0.00392
1218;40 jaar;2036;2420;541;889;572;419;0.02263;0.00506;0.00831;0.00535;0.00391
1219;40 jaar;2037;2458;549;903;581;425;0.02262;0.00506;0.00831;0.00535;0.00391
1220;40 jaar;2038;2522;564;926;596;436;0.02262;0.00506;0.00831;0.00535;0.00391
1221;40 jaar;2039;2537;567;932;600;439;0.02262;0.00506;0.00831;0.00535;0.00391
1222;40 jaar;2040;2600;581;955;615;450;0.02262;0.00506;0.00831;0.00535;0.00391
1223;40 jaar;2041;2563;573;941;606;443;0.02262;0.00506;0.00831;0.00535;0.00391
1224;40 jaar;2042;2543;568;934;601;440;0.02262;0.00506;0.00831;0.00535;0.00391
1225;40 jaar;2043;2535;566;931;599;438;0.02262;0.00506;0.00831;0.00535;0.00391
1226;40 jaar;2044;2469;552;907;584;427;0.02262;0.00506;0.00831;0.00535;0.00391
1227;40 jaar;2045;2402;537;882;568;415;0.02262;0.00506;0.00831;0.00535;0.00391
1228;40 jaar;2046;2376;531;873;562;411;0.02262;0.00506;0.00831;0.00535;0.00391
1229;40 jaar;2047;2352;526;864;556;407;0.02262;0.00506;0.00831;0.00535;0.00391
1230;40 jaar;2048;2376;531;873;562;411;0.02262;0.00506;0.00831;0.00535;0.00391
1231;40 jaar;2049;2381;532;874;563;412;0.02262;0.00506;0.00831;0.00535;0.00391
1232;40 jaar;2050;2379;532;874;562;411;0.02262;0.00506;0.00831;0.00535;0.00391
1233;40 jaar;2051;2322;519;853;549;402;0.02262;0.00506;0.00831;0.00535;0.00391
1234;40 jaar;2052;2283;510;838;540;395;0.02262;0.00506;0.00831;0.00535;0.00391
1235;40 jaar;2053;2238;500;822;529;387;0.02262;0.00506;0.00831;0.00535;0.00391
1236;40 jaar;2054;2284;510;839;540;395;0.02262;0.00506;0.00831;0.00535;0.00391
1237;40 jaar;2055;2316;518;851;547;400;0.02262;0.00506;0.00831;0.00535;0.00391
1238;40 jaar;2056;2347;524;862;555;406;0.02262;0.00506;0.00831;0.00535;0.00391
1239;40 jaar;2057;2371;530;871;560;410;0.02262;0.00506;0.00831;0.00535;0.00391
1240;40 jaar;2058;2393;535;879;566;414;0.02262;0.00506;0.00831;0.00535;0.00391
1241;40 jaar;2059;2413;539;886;570;417;0.02262;0.00506;0.00831;0.00535;0.00391
1242;41 jaar;2014;1744;477;639;349;279;0.01584;0.00433;0.0058;0.00317;0.00254
1243;41 jaar;2015;1491;266;608;332;285;0.01406;0.00251;0.00573;0.00313;0.00269
1244;41 jaar;2016;1479;294;605;322;258;0.01458;0.0029;0.00597;0.00317;0.00254
1245;41 jaar;2017;1588;321;608;355;303;0.01587;0.00321;0.00608;0.00355;0.00303
1246;41 jaar;2018;1483;332;504;335;313;0.0149;0.00333;0.00506;0.00337;0.00314
1247;41 jaar;2019;1574;309;566;385;314;0.01564;0.00307;0.00562;0.00383;0.00312
1248;41 jaar;2020;1430;257;508;361;304;0.01426;0.00256;0.00507;0.0036;0.00303
1249;41 jaar;2021;1433;269;475;397;292;0.01389;0.00261;0.0046;0.00385;0.00283
1250;41 jaar;2022;1450;280;466;380;324;0.0142;0.00274;0.00456;0.00372;0.00317
1251;41 jaar;2023;1364;276;442;352;293;0.01373;0.00278;0.00445;0.00355;0.00295
1252;41 jaar;2024;1353;272;447;357;277;0.0137;0.00275;0.00453;0.00362;0.0028
1253;41 jaar;2025;1391;271;444;377;300;0.01378;0.00269;0.0044;0.00373;0.00297
1254;41 jaar;2026;1423;279;457;386;300;0.01383;0.00271;0.00444;0.00376;0.00292
1255;41 jaar;2027;1485;289;483;397;317;0.01407;0.00274;0.00457;0.00376;0.003
1256;41 jaar;2028;1481;289;485;396;311;0.01402;0.00273;0.00459;0.00375;0.00294
1257;41 jaar;2029;1484;288;485;398;312;0.01403;0.00272;0.00459;0.00377;0.00295
1258;41 jaar;2030;1500;292;488;403;317;0.01398;0.00272;0.00455;0.00376;0.00296
1259;41 jaar;2031;1547;301;503;416;326;0.01398;0.00273;0.00455;0.00376;0.00295
1260;41 jaar;2032;1556;303;507;417;329;0.01402;0.00273;0.00457;0.00376;0.00296
1261;41 jaar;2033;1538;299;502;413;324;0.01401;0.00273;0.00457;0.00376;0.00295
1262;41 jaar;2034;1534;298;500;412;324;0.014;0.00272;0.00457;0.00376;0.00295
1263;41 jaar;2035;1538;299;501;413;325;0.014;0.00272;0.00456;0.00376;0.00295
1264;41 jaar;2036;1508;294;491;405;318;0.014;0.00273;0.00456;0.00376;0.00295
1265;41 jaar;2037;1497;291;488;402;315;0.014;0.00273;0.00457;0.00376;0.00295
1266;41 jaar;2038;1520;296;496;408;320;0.014;0.00273;0.00457;0.00376;0.00295
1267;41 jaar;2039;1560;304;508;419;329;0.014;0.00273;0.00456;0.00376;0.00295
1268;41 jaar;2040;1569;305;511;421;331;0.014;0.00273;0.00456;0.00376;0.00295
1269;41 jaar;2041;1608;313;524;432;339;0.014;0.00273;0.00457;0.00376;0.00295
1270;41 jaar;2042;1585;308;517;426;334;0.014;0.00273;0.00457;0.00376;0.00295
1271;41 jaar;2043;1573;306;513;422;331;0.014;0.00273;0.00457;0.00376;0.00295
1272;41 jaar;2044;1567;305;511;421;330;0.014;0.00273;0.00457;0.00376;0.00295
1273;41 jaar;2045;1527;297;498;410;322;0.014;0.00273;0.00457;0.00376;0.00295
1274;41 jaar;2046;1485;289;484;399;313;0.014;0.00273;0.00457;0.00376;0.00295
1275;41 jaar;2047;1469;286;479;395;310;0.014;0.00273;0.00457;0.00376;0.00295
1276;41 jaar;2048;1454;283;474;391;307;0.014;0.00273;0.00457;0.00376;0.00295
1277;41 jaar;2049;1470;286;479;395;310;0.014;0.00273;0.00457;0.00376;0.00295
1278;41 jaar;2050;1472;287;480;395;310;0.014;0.00273;0.00457;0.00376;0.00295
1279;41 jaar;2051;1471;286;480;395;310;0.014;0.00273;0.00457;0.00376;0.00295
1280;41 jaar;2052;1436;280;468;386;303;0.014;0.00273;0.00457;0.00376;0.00295
1281;41 jaar;2053;1412;275;460;379;298;0.014;0.00273;0.00457;0.00376;0.00295
1282;41 jaar;2054;1384;269;451;372;292;0.014;0.00273;0.00457;0.00376;0.00295
1283;41 jaar;2055;1413;275;461;379;298;0.014;0.00273;0.00457;0.00376;0.00295
1284;41 jaar;2056;1432;279;467;385;302;0.014;0.00273;0.00457;0.00376;0.00295
1285;41 jaar;2057;1451;282;473;390;306;0.014;0.00273;0.00457;0.00376;0.00295
1286;41 jaar;2058;1466;285;478;394;309;0.014;0.00273;0.00457;0.00376;0.00295
1287;41 jaar;2059;1480;288;482;397;312;0.014;0.00273;0.00457;0.00376;0.00295
1288;42 jaar;2014;1090;294;381;203;212;0.00912;0.00246;0.00319;0.0017;0.00177
1289;42 jaar;2015;886;183;337;191;175;0.00805;0.00166;0.00306;0.00173;0.00159
1290;42 jaar;2016;737;60;314;191;173;0.00695;0.00056;0.00296;0.0018;0.00163
1291;42 jaar;2017;815;145;322;189;160;0.00804;0.00143;0.00317;0.00186;0.00158
1292;42 jaar;2018;922;169;331;204;217;0.00921;0.00169;0.00331;0.00204;0.00217
1293;42 jaar;2019;759;112;237;192;217;0.00763;0.00113;0.00238;0.00193;0.00218
1294;42 jaar;2020;827;98;282;235;213;0.00821;0.00097;0.0028;0.00234;0.00211
1295;42 jaar;2021;739;77;242;216;203;0.00737;0.00077;0.00242;0.00215;0.00203
1296;42 jaar;2022;756;103;216;240;197;0.00732;0.001;0.00209;0.00232;0.00191
1297;42 jaar;2023;770;110;211;227;223;0.00754;0.00107;0.00206;0.00222;0.00218
1298;42 jaar;2024;702;98;195;209;200;0.00707;0.00099;0.00196;0.0021;0.00201
1299;42 jaar;2025;696;95;200;214;188;0.00705;0.00096;0.00203;0.00216;0.0019
1300;42 jaar;2026;721;97;195;226;203;0.00714;0.00096;0.00193;0.00224;0.00201
1301;42 jaar;2027;740;102;201;232;205;0.0072;0.00099;0.00196;0.00225;0.00199
1302;42 jaar;2028;774;105;215;238;216;0.00733;0.00099;0.00204;0.00225;0.00204
1303;42 jaar;2029;769;103;217;237;211;0.00728;0.00098;0.00205;0.00225;0.002
1304;42 jaar;2030;770;103;216;238;212;0.00728;0.00098;0.00204;0.00225;0.00201
1305;42 jaar;2031;778;105;216;241;216;0.00726;0.00098;0.00202;0.00225;0.00201
1306;42 jaar;2032;803;109;224;249;222;0.00727;0.00099;0.00202;0.00225;0.00201
1307;42 jaar;2033;808;109;226;250;223;0.00728;0.00098;0.00204;0.00225;0.00201
1308;42 jaar;2034;798;108;223;247;220;0.00728;0.00098;0.00203;0.00225;0.00201
1309;42 jaar;2035;796;107;222;247;220;0.00727;0.00098;0.00203;0.00225;0.00201
1310;42 jaar;2036;798;108;223;247;221;0.00727;0.00098;0.00203;0.00225;0.00201
1311;42 jaar;2037;783;106;218;242;216;0.00727;0.00098;0.00203;0.00225;0.00201
1312;42 jaar;2038;777;105;217;241;215;0.00728;0.00098;0.00203;0.00225;0.00201
1313;42 jaar;2039;789;107;220;244;218;0.00727;0.00098;0.00203;0.00225;0.00201
1314;42 jaar;2040;810;109;226;251;224;0.00727;0.00098;0.00203;0.00225;0.00201
1315;42 jaar;2041;815;110;227;252;225;0.00727;0.00098;0.00203;0.00225;0.00201
1316;42 jaar;2042;835;113;233;259;231;0.00727;0.00098;0.00203;0.00225;0.00201
1317;42 jaar;2043;823;111;230;255;227;0.00727;0.00098;0.00203;0.00225;0.00201
1318;42 jaar;2044;816;110;228;253;225;0.00727;0.00098;0.00203;0.00225;0.00201
1319;42 jaar;2045;814;110;227;252;225;0.00727;0.00098;0.00203;0.00225;0.00201
1320;42 jaar;2046;793;107;221;245;219;0.00727;0.00098;0.00203;0.00225;0.00201
1321;42 jaar;2047;771;104;215;239;213;0.00727;0.00098;0.00203;0.00225;0.00201
1322;42 jaar;2048;763;103;213;236;211;0.00727;0.00098;0.00203;0.00225;0.00201
1323;42 jaar;2049;755;102;211;234;208;0.00727;0.00098;0.00203;0.00225;0.00201
1324;42 jaar;2050;763;103;213;236;211;0.00727;0.00098;0.00203;0.00225;0.00201
1325;42 jaar;2051;764;103;213;237;211;0.00727;0.00098;0.00203;0.00225;0.00201
1326;42 jaar;2052;764;103;213;236;211;0.00727;0.00098;0.00203;0.00225;0.00201
1327;42 jaar;2053;746;101;208;231;206;0.00727;0.00098;0.00203;0.00225;0.00201
1328;42 jaar;2054;733;99;205;227;202;0.00727;0.00098;0.00203;0.00225;0.00201
1329;42 jaar;2055;719;97;201;223;198;0.00727;0.00098;0.00203;0.00225;0.00201
1330;42 jaar;2056;733;99;205;227;202;0.00727;0.00098;0.00203;0.00225;0.00201
1331;42 jaar;2057;744;100;208;230;205;0.00727;0.00098;0.00203;0.00225;0.00201
1332;42 jaar;2058;753;102;210;233;208;0.00727;0.00098;0.00203;0.00225;0.00201
1333;42 jaar;2059;761;103;213;236;210;0.00727;0.00098;0.00203;0.00225;0.00201
1334;43 jaar;2014;744;229;226;130;158;0.00598;0.00184;0.00182;0.00105;0.00127
1335;43 jaar;2015;575;115;207;129;125;0.00482;0.00096;0.00174;0.00108;0.00104
1336;43 jaar;2016;494;59;174;126;136;0.00448;0.00053;0.00158;0.00114;0.00123
1337;43 jaar;2017;455;59;161;123;112;0.00429;0.00055;0.00152;0.00116;0.00106
1338;43 jaar;2018;485;94;173;116;103;0.00477;0.00092;0.0017;0.00114;0.00101
1339;43 jaar;2019;529;72;164;128;165;0.00528;0.00072;0.00164;0.00128;0.00165
1340;43 jaar;2020;447;59;108;123;157;0.00448;0.00059;0.00109;0.00123;0.00158
1341;43 jaar;2021;478;39;136;150;153;0.00475;0.00039;0.00135;0.00149;0.00152
1342;43 jaar;2022;437;44;114;137;142;0.00435;0.00044;0.00113;0.00137;0.00142
1343;43 jaar;2023;449;60;97;151;142;0.00435;0.00058;0.00094;0.00146;0.00137
1344;43 jaar;2024;451;55;92;144;160;0.00442;0.00054;0.0009;0.00141;0.00157
1345;43 jaar;2025;412;50;84;133;144;0.00415;0.00051;0.00085;0.00134;0.00145
1346;43 jaar;2026;409;48;88;136;136;0.00414;0.00049;0.00089;0.00138;0.00138
1347;43 jaar;2027;424;52;84;143;145;0.0042;0.00051;0.00084;0.00141;0.00144
1348;43 jaar;2028;435;54;87;146;147;0.00423;0.00053;0.00085;0.00142;0.00143
1349;43 jaar;2029;453;54;94;150;155;0.0043;0.00052;0.00089;0.00143;0.00147
1350;43 jaar;2030;450;54;95;150;152;0.00427;0.00051;0.0009;0.00142;0.00144
1351;43 jaar;2031;450;54;94;150;152;0.00426;0.00051;0.00089;0.00142;0.00144
1352;43 jaar;2032;456;55;94;152;155;0.00425;0.00052;0.00087;0.00142;0.00144
1353;43 jaar;2033;471;57;97;157;159;0.00426;0.00052;0.00088;0.00142;0.00144
1354;43 jaar;2034;473;57;98;158;160;0.00427;0.00051;0.00088;0.00142;0.00145
1355;43 jaar;2035;467;56;97;156;158;0.00426;0.00051;0.00088;0.00142;0.00144
1356;43 jaar;2036;466;56;96;156;158;0.00426;0.00051;0.00088;0.00142;0.00144
1357;43 jaar;2037;468;56;97;156;158;0.00426;0.00051;0.00088;0.00142;0.00144
1358;43 jaar;2038;458;55;95;153;155;0.00426;0.00051;0.00088;0.00142;0.00144
1359;43 jaar;2039;455;55;94;152;154;0.00426;0.00051;0.00088;0.00142;0.00144
1360;43 jaar;2040;462;56;96;154;156;0.00426;0.00051;0.00088;0.00142;0.00144
1361;43 jaar;2041;474;57;98;158;161;0.00426;0.00051;0.00088;0.00142;0.00144
1362;43 jaar;2042;477;58;99;159;162;0.00426;0.00051;0.00088;0.00142;0.00144
1363;43 jaar;2043;489;59;101;163;166;0.00426;0.00051;0.00088;0.00142;0.00144
1364;43 jaar;2044;482;58;100;161;163;0.00426;0.00051;0.00088;0.00142;0.00144
1365;43 jaar;2045;478;58;99;160;162;0.00426;0.00051;0.00088;0.00142;0.00144
1366;43 jaar;2046;477;57;99;159;161;0.00426;0.00051;0.00088;0.00142;0.00144
1367;43 jaar;2047;464;56;96;155;157;0.00426;0.00051;0.00088;0.00142;0.00144
1368;43 jaar;2048;452;54;93;151;153;0.00426;0.00051;0.00088;0.00142;0.00144
1369;43 jaar;2049;447;54;92;149;151;0.00426;0.00051;0.00088;0.00142;0.00144
1370;43 jaar;2050;442;53;92;148;150;0.00426;0.00051;0.00088;0.00142;0.00144
1371;43 jaar;2051;447;54;92;149;151;0.00426;0.00051;0.00088;0.00142;0.00144
1372;43 jaar;2052;448;54;93;149;152;0.00426;0.00051;0.00088;0.00142;0.00144
1373;43 jaar;2053;447;54;93;149;151;0.00426;0.00051;0.00088;0.00142;0.00144
1374;43 jaar;2054;437;53;90;146;148;0.00426;0.00051;0.00088;0.00142;0.00144
1375;43 jaar;2055;429;52;89;143;145;0.00426;0.00051;0.00088;0.00142;0.00144
1376;43 jaar;2056;421;51;87;141;143;0.00426;0.00051;0.00088;0.00142;0.00144
1377;43 jaar;2057;430;52;89;143;145;0.00426;0.00051;0.00088;0.00142;0.00144
1378;43 jaar;2058;436;53;90;145;147;0.00426;0.00051;0.00088;0.00142;0.00144
1379;43 jaar;2059;441;53;91;147;149;0.00426;0.00051;0.00088;0.00142;0.00144
1380;44 jaar;2014;380;126;98;76;80;0.00293;0.00097;0.00075;0.00059;0.00062
1381;44 jaar;2015;416;157;92;70;97;0.00334;0.00126;0.00074;0.00056;0.00078
1382;44 jaar;2016;235;37;90;66;41;0.00197;0.00031;0.00075;0.00056;0.00035
1383;44 jaar;2017;261;37;72;65;86;0.00237;0.00034;0.00066;0.00059;0.00078
1384;44 jaar;2018;233;41;70;67;55;0.0022;0.00038;0.00066;0.00063;0.00052
1385;44 jaar;2019;220;42;64;62;53;0.00217;0.00041;0.00063;0.00061;0.00052
1386;44 jaar;2020;273;41;59;67;105;0.00273;0.00041;0.00059;0.00067;0.00105
1387;44 jaar;2021;231;35;40;64;92;0.00232;0.00035;0.0004;0.00065;0.00092
1388;44 jaar;2022;242;24;51;77;89;0.0024;0.00024;0.00051;0.00077;0.00088
1389;44 jaar;2023;226;33;42;71;80;0.00225;0.00033;0.00042;0.00071;0.0008
1390;44 jaar;2024;230;36;33;77;84;0.00223;0.00035;0.00032;0.00075;0.00081
1391;44 jaar;2025;234;34;32;74;94;0.00229;0.00034;0.00031;0.00073;0.00092
1392;44 jaar;2026;215;32;29;69;84;0.00217;0.00032;0.0003;0.0007;0.00085
1393;44 jaar;2027;213;31;31;71;81;0.00216;0.00031;0.00031;0.00072;0.00082
1394;44 jaar;2028;221;33;29;74;85;0.00219;0.00033;0.00029;0.00073;0.00084
1395;44 jaar;2029;226;34;30;75;87;0.0022;0.00033;0.00029;0.00073;0.00084
1396;44 jaar;2030;235;34;32;77;91;0.00222;0.00033;0.0003;0.00073;0.00086
1397;44 jaar;2031;233;34;32;77;89;0.00221;0.00032;0.00031;0.00073;0.00084
1398;44 jaar;2032;233;34;32;77;89;0.0022;0.00033;0.0003;0.00073;0.00084
1399;44 jaar;2033;236;35;32;78;91;0.0022;0.00033;0.0003;0.00073;0.00085
1400;44 jaar;2034;243;36;33;81;94;0.00221;0.00033;0.0003;0.00073;0.00085
1401;44 jaar;2035;245;36;33;81;94;0.00221;0.00033;0.0003;0.00073;0.00085
1402;44 jaar;2036;242;36;33;80;93;0.00221;0.00033;0.0003;0.00073;0.00085
1403;44 jaar;2037;241;36;33;80;93;0.00221;0.00033;0.0003;0.00073;0.00085
1404;44 jaar;2038;242;36;33;80;93;0.00221;0.00033;0.0003;0.00073;0.00085
1405;44 jaar;2039;237;35;32;79;91;0.00221;0.00033;0.0003;0.00073;0.00085
1406;44 jaar;2040;235;35;32;78;90;0.00221;0.00033;0.0003;0.00073;0.00085
1407;44 jaar;2041;239;35;33;79;92;0.00221;0.00033;0.0003;0.00073;0.00085
1408;44 jaar;2042;245;36;33;81;94;0.00221;0.00033;0.0003;0.00073;0.00085
1409;44 jaar;2043;247;36;34;82;95;0.00221;0.00033;0.0003;0.00073;0.00085
1410;44 jaar;2044;253;37;34;84;97;0.00221;0.00033;0.0003;0.00073;0.00085
1411;44 jaar;2045;249;37;34;83;96;0.00221;0.00033;0.0003;0.00073;0.00085
1412;44 jaar;2046;247;37;34;82;95;0.00221;0.00033;0.0003;0.00073;0.00085
1413;44 jaar;2047;247;36;34;82;95;0.00221;0.00033;0.0003;0.00073;0.00085
1414;44 jaar;2048;240;35;33;80;92;0.00221;0.00033;0.0003;0.00073;0.00085
1415;44 jaar;2049;234;35;32;78;90;0.00221;0.00033;0.0003;0.00073;0.00085
1416;44 jaar;2050;231;34;31;77;89;0.00221;0.00033;0.0003;0.00073;0.00085
1417;44 jaar;2051;229;34;31;76;88;0.00221;0.00033;0.0003;0.00073;0.00085
1418;44 jaar;2052;231;34;31;77;89;0.00221;0.00033;0.0003;0.00073;0.00085
1419;44 jaar;2053;232;34;31;77;89;0.00221;0.00033;0.0003;0.00073;0.00085
1420;44 jaar;2054;231;34;31;77;89;0.00221;0.00033;0.0003;0.00073;0.00085
1421;44 jaar;2055;226;33;31;75;87;0.00221;0.00033;0.0003;0.00073;0.00085
1422;44 jaar;2056;222;33;30;74;85;0.00221;0.00033;0.0003;0.00073;0.00085
1423;44 jaar;2057;218;32;30;72;84;0.00221;0.00033;0.0003;0.00073;0.00085
1424;44 jaar;2058;222;33;30;74;85;0.00221;0.00033;0.0003;0.00073;0.00085
