ID;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;TotaalUitgavenEigenRD_1;Totaal_2;BrutoLoonkosten_3;OverigeExploitatiekosten_4;Totaal_5;Gebouwen_6;OverigeInvesteringen_7;Totaal_8;Onderzoekers_9;Assistenten_10;OverigPersoneel_11;TotaalVrouwen_12;Onderzoekers_13;Assistenten_14;OverigPersoneel_15;ArbeidsjarenTotaal_16;Onderzoekers_17;Assistenten_18;OverigPersoneel_19;BedrijvenMetEigenRD_20
23;C Industrie;250 en meer werkzame personen;2010;2949.0;;;;;;;26463.0;12110.0;10656.0;3697.0;;;;;22855.0;10643.0;9403.0;2808.0;260.0
24;G-U Dienstverlening;Totaal (10 en meer) werkzame personen;2008;1307.0;;;;;;;22550.0;12230.0;5874.0;4445.0;;;;;14369.0;8863.0;3422.0;2084.0;1358.0
25;G-U Dienstverlening;Totaal (10 en meer) werkzame personen;2009;1137.0;1056.0;812.0;244.0;64.0;19.0;45.0;16564.0;9185.0;4522.0;2859.0;3239.0;1208.0;1112.0;919.0;12231.0;7102.0;3041.0;2088.0;978.0
26;G-U Dienstverlening;Totaal (10 en meer) werkzame personen;2010;1483.0;;;;;;;29130.0;15291.0;8538.0;5301.0;;;;;20522.0;11123.0;6334.0;3065.0;2329.0
27;G-U Dienstverlening;10 tot 50 werkzame personen;2008;257.0;;;;;;;6859.0;4104.0;1550.0;1204.0;;;;;4698.0;2879.0;1126.0;692.0;948.0
28;G-U Dienstverlening;10 tot 50 werkzame personen;2009;259.0;244.0;201.0;43.0;14.0;3.0;11.0;4814.0;2865.0;1184.0;765.0;880.0;377.0;204.0;299.0;3297.0;2143.0;747.0;407.0;640.0
29;G-U Dienstverlening;10 tot 50 werkzame personen;2010;357.0;;;;;;;10361.0;5761.0;2500.0;2099.0;;;;;7154.0;4426.0;1647.0;1082.0;1659.0
30;G-U Dienstverlening;50 tot 250 werkzame personen;2008;394.0;;;;;;;6093.0;3424.0;1711.0;958.0;;;;;4532.0;2570.0;1297.0;665.0;307.0
31;G-U Dienstverlening;50 tot 250 werkzame personen;2009;437.0;;291.0;;;;;6121.0;2799.0;2357.0;967.0;;;;;4625.0;2107.0;1764.0;755.0;270.0
32;G-U Dienstverlening;50 tot 250 werkzame personen;2010;581.0;;;;;;;10025.0;4833.0;3082.0;2110.0;;;;;7098.0;3486.0;2410.0;1202.0;521.0
33;G-U Dienstverlening;250 en meer werkzame personen;2008;656.0;;;;;;;9598.0;4702.0;2613.0;2283.0;;;;;5140.0;3414.0;999.0;727.0;103.0
34;G-U Dienstverlening;250 en meer werkzame personen;2009;441.0;;320.0;;;;;5629.0;3522.0;981.0;1126.0;;;;;4308.0;2852.0;530.0;926.0;67.0
35;G-U Dienstverlening;250 en meer werkzame personen;2010;545.0;;;;;;;8744.0;4696.0;2957.0;1091.0;;;;;6269.0;3211.0;2277.0;781.0;148.0
36;A-F Landbouw, winning en bouw;Totaal (10 en meer) werkzame personen;2008;198.0;;;;;;;2373.0;1241.0;571.0;561.0;;;;;1890.0;1024.0;482.0;384.0;183.0
37;A-F Landbouw, winning en bouw;Totaal (10 en meer) werkzame personen;2009;208.0;192.0;116.0;76.0;16.0;8.0;9.0;1859.0;894.0;596.0;369.0;352.0;45.0;179.0;129.0;1515.0;768.0;498.0;249.0;127.0
38;A-F Landbouw, winning en bouw;Totaal (10 en meer) werkzame personen;2010;195.0;;;;;;;3673.0;1099.0;689.0;1885.0;;;;;2095.0;814.0;478.0;803.0;367.0
39;A-F Landbouw, winning en bouw;10 tot 50 werkzame personen;2008;25.0;;;;;;;618.0;301.0;127.0;190.0;;;;;509.0;245.0;114.0;150.0;103.0
40;A-F Landbouw, winning en bouw;10 tot 50 werkzame personen;2009;19.0;18.0;9.0;9.0;0.0;0.0;0.0;211.0;34.0;81.0;95.0;30.0;0.0;0.0;30.0;160.0;31.0;68.0;61.0;50.0
41;A-F Landbouw, winning en bouw;10 tot 50 werkzame personen;2010;24.0;;;;;;;1006.0;253.0;54.0;699.0;;;;;489.0;166.0;52.0;271.0;246.0
42;A-F Landbouw, winning en bouw;50 tot 250 werkzame personen;2008;44.0;;;;;;;751.0;288.0;272.0;191.0;;;;;551.0;231.0;200.0;119.0;40.0
43;A-F Landbouw, winning en bouw;50 tot 250 werkzame personen;2009;54.0;;32.0;;;;;762.0;284.0;330.0;148.0;;;;;614.0;231.0;286.0;97.0;44.0
44;A-F Landbouw, winning en bouw;50 tot 250 werkzame personen;2010;98.0;;;;;;;1494.0;258.0;403.0;833.0;;;;;827.0;207.0;290.0;331.0;74.0
45;A-F Landbouw, winning en bouw;250 en meer werkzame personen;2008;130.0;;;;;;;1004.0;653.0;172.0;180.0;;;;;830.0;548.0;168.0;114.0;40.0
46;A-F Landbouw, winning en bouw;250 en meer werkzame personen;2009;135.0;;76.0;;;;;887.0;575.0;185.0;126.0;;;;;741.0;507.0;144.0;90.0;32.0
47;A-F Landbouw, winning en bouw;250 en meer werkzame personen;2010;73.0;;;;;;;1173.0;588.0;232.0;353.0;;;;;778.0;441.0;136.0;201.0;47.0
48;A Landbouw, bosbouw en visserij;Totaal (10 en meer) werkzame personen;2008;64.0;;;;;;;976.0;311.0;341.0;324.0;;;;;814.0;273.0;311.0;231.0;59.0
49;A Landbouw, bosbouw en visserij;Totaal (10 en meer) werkzame personen;2009;66.0;;;;;;;835.0;;435.0;;315.0;33.0;178.0;105.0;;;386.0;157.0;30.0
50;A Landbouw, bosbouw en visserij;Totaal (10 en meer) werkzame personen;2010;82.0;;;;;;;1769.0;404.0;427.0;937.0;;;;;1133.0;369.0;370.0;394.0;125.0
51;A Landbouw, bosbouw en visserij;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
52;A Landbouw, bosbouw en visserij;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
53;A Landbouw, bosbouw en visserij;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
54;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
55;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
56;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
57;A Landbouw, bosbouw en visserij;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
58;A Landbouw, bosbouw en visserij;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
59;A Landbouw, bosbouw en visserij;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
60;B Delfstoffenwinning;Totaal (10 en meer) werkzame personen;2008;;;;;;;;;;;;;;;;;;;;3.0
61;B Delfstoffenwinning;Totaal (10 en meer) werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
62;B Delfstoffenwinning;Totaal (10 en meer) werkzame personen;2010;;;;;;;;118.0;;5.0;;;;;;60.0;;2.0;;13.0
63;B Delfstoffenwinning;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
64;B Delfstoffenwinning;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
65;B Delfstoffenwinning;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
66;B Delfstoffenwinning;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
67;B Delfstoffenwinning;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
68;B Delfstoffenwinning;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
69;B Delfstoffenwinning;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
70;B Delfstoffenwinning;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
71;B Delfstoffenwinning;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
72;10-12 Voedings- en genotmiddelenindustri;Totaal (10 en meer) werkzame personen;2008;250.0;;;;;;;2849.0;1124.0;1289.0;436.0;;;;;2308.0;983.0;1045.0;279.0;175.0
73;10-12 Voedings- en genotmiddelenindustri;Totaal (10 en meer) werkzame personen;2009;276.0;254.0;185.0;69.0;22.0;3.0;18.0;2818.0;1259.0;1048.0;511.0;932.0;442.0;354.0;139.0;2280.0;1100.0;867.0;313.0;160.0
74;10-12 Voedings- en genotmiddelenindustri;Totaal (10 en meer) werkzame personen;2010;331.0;;;;;;;3477.0;1566.0;1408.0;502.0;;;;;2993.0;1400.0;1255.0;338.0;201.0
75;10-12 Voedings- en genotmiddelenindustri;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
76;10-12 Voedings- en genotmiddelenindustri;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
77;10-12 Voedings- en genotmiddelenindustri;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
78;10-12 Voedings- en genotmiddelenindustri;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
79;10-12 Voedings- en genotmiddelenindustri;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
80;10-12 Voedings- en genotmiddelenindustri;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
81;10-12 Voedings- en genotmiddelenindustri;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
82;10-12 Voedings- en genotmiddelenindustri;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
83;10-12 Voedings- en genotmiddelenindustri;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
84;10-11 Voedingsmiddelen- en drankenindust;Totaal (10 en meer) werkzame personen;2008;248.0;;;;;;;2817.0;1113.0;1276.0;429.0;;;;;2285.0;973.0;1038.0;275.0;169.0
85;10-11 Voedingsmiddelen- en drankenindust;Totaal (10 en meer) werkzame personen;2009;274.0;253.0;184.0;68.0;22.0;3.0;18.0;2793.0;1246.0;;;;;;;2266.0;1091.0;;;155.0
86;10-11 Voedingsmiddelen- en drankenindust;Totaal (10 en meer) werkzame personen;2010;330.0;;;;;;;3448.0;1556.0;1390.0;502.0;;;;;2972.0;1396.0;1239.0;338.0;196.0
87;10-11 Voedingsmiddelen- en drankenindust;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
88;10-11 Voedingsmiddelen- en drankenindust;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
89;10-11 Voedingsmiddelen- en drankenindust;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
90;10-11 Voedingsmiddelen- en drankenindust;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
91;10-11 Voedingsmiddelen- en drankenindust;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
92;10-11 Voedingsmiddelen- en drankenindust;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
93;10-11 Voedingsmiddelen- en drankenindust;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
94;10-11 Voedingsmiddelen- en drankenindust;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
95;10-11 Voedingsmiddelen- en drankenindust;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
96;12 Tabaksindustrie;Totaal (10 en meer) werkzame personen;2008;2.0;;;;;;;32.0;12.0;13.0;7.0;;;;;22.0;10.0;8.0;5.0;6.0
97;12 Tabaksindustrie;Totaal (10 en meer) werkzame personen;2009;2.0;2.0;1.0;0.0;0.0;0.0;0.0;25.0;13.0;;;;;;;14.0;9.0;;;5.0
98;12 Tabaksindustrie;Totaal (10 en meer) werkzame personen;2010;2.0;;;;;;;29.0;10.0;19.0;0.0;;;;;21.0;4.0;16.0;0.0;5.0
99;12 Tabaksindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
100;12 Tabaksindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
101;12 Tabaksindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
102;12 Tabaksindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
103;12 Tabaksindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
104;12 Tabaksindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
105;12 Tabaksindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
106;12 Tabaksindustrie;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
107;12 Tabaksindustrie;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
108;13-15 Textiel-, kleding-, lederindustrie;Totaal (10 en meer) werkzame personen;2008;14.0;;;;;;;286.0;118.0;108.0;60.0;;;;;209.0;91.0;75.0;43.0;45.0
109;13-15 Textiel-, kleding-, lederindustrie;Totaal (10 en meer) werkzame personen;2009;13.0;12.0;9.0;3.0;1.0;0.0;0.0;192.0;87.0;67.0;38.0;37.0;15.0;11.0;12.0;149.0;73.0;51.0;25.0;32.0
110;13-15 Textiel-, kleding-, lederindustrie;Totaal (10 en meer) werkzame personen;2010;13.0;;;;;;;302.0;107.0;99.0;96.0;;;;;151.0;77.0;47.0;27.0;45.0
111;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
112;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
113;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
114;13-15 Textiel-, kleding-, lederindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
115;13-15 Textiel-, kleding-, lederindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
116;13-15 Textiel-, kleding-, lederindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
117;13-15 Textiel-, kleding-, lederindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
118;13-15 Textiel-, kleding-, lederindustrie;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
119;13-15 Textiel-, kleding-, lederindustrie;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
120;13 Textielindustrie;Totaal (10 en meer) werkzame personen;2008;12.0;;;;;;;229.0;96.0;90.0;44.0;;;;;177.0;80.0;65.0;32.0;34.0
121;13 Textielindustrie;Totaal (10 en meer) werkzame personen;2009;11.0;;;;;;;156.0;77.0;49.0;30.0;32.0;15.0;7.0;10.0;126.0;67.0;38.0;21.0;25.0
122;13 Textielindustrie;Totaal (10 en meer) werkzame personen;2010;11.0;;;;;;;267.0;94.0;91.0;82.0;;;;;131.0;67.0;42.0;22.0;35.0
123;13 Textielindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
124;13 Textielindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
125;13 Textielindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
126;13 Textielindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
127;13 Textielindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
128;13 Textielindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
129;13 Textielindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
130;13 Textielindustrie;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
131;13 Textielindustrie;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
132;14 Kledingindustrie;Totaal (10 en meer) werkzame personen;2008;0.0;;;;;;;23.0;7.0;;;;;;;10.0;2.0;;;5.0
133;14 Kledingindustrie;Totaal (10 en meer) werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
134;14 Kledingindustrie;Totaal (10 en meer) werkzame personen;2010;0.0;;;;;;;13.0;;;10.0;;;;;5.0;;;;5.0
135;14 Kledingindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
136;14 Kledingindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
137;14 Kledingindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
138;14 Kledingindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
139;14 Kledingindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
140;14 Kledingindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
141;14 Kledingindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
142;14 Kledingindustrie;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
143;14 Kledingindustrie;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
144;15 Leer- en schoenenindustrie;Totaal (10 en meer) werkzame personen;2008;2.0;;;;;;;34.0;15.0;;;;;;;22.0;9.0;;;6.0
145;15 Leer- en schoenenindustrie;Totaal (10 en meer) werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
146;15 Leer- en schoenenindustrie;Totaal (10 en meer) werkzame personen;2010;1.0;;;;;;;22.0;;;4.0;;;;;15.0;;;;6.0
147;15 Leer- en schoenenindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
148;15 Leer- en schoenenindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
149;15 Leer- en schoenenindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
150;15 Leer- en schoenenindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
151;15 Leer- en schoenenindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
152;15 Leer- en schoenenindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
153;15 Leer- en schoenenindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
154;15 Leer- en schoenenindustrie;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
155;15 Leer- en schoenenindustrie;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
156;16-18 Hout- en papierindustrie, drukkeri;Totaal (10 en meer) werkzame personen;2008;29.0;;;;;;;493.0;180.0;165.0;148.0;;;;;296.0;150.0;111.0;35.0;69.0
157;16-18 Hout- en papierindustrie, drukkeri;Totaal (10 en meer) werkzame personen;2009;30.0;28.0;23.0;5.0;3.0;1.0;2.0;398.0;179.0;132.0;88.0;99.0;36.0;43.0;20.0;255.0;122.0;107.0;27.0;49.0
158;16-18 Hout- en papierindustrie, drukkeri;Totaal (10 en meer) werkzame personen;2010;21.0;;;;;;;419.0;121.0;113.0;185.0;;;;;337.0;121.0;121.0;94.0;63.0
159;16-18 Hout- en papierindustrie, drukkeri;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
160;16-18 Hout- en papierindustrie, drukkeri;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
161;16-18 Hout- en papierindustrie, drukkeri;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
162;16-18 Hout- en papierindustrie, drukkeri;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
163;16-18 Hout- en papierindustrie, drukkeri;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
164;16-18 Hout- en papierindustrie, drukkeri;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
165;16-18 Hout- en papierindustrie, drukkeri;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
166;16-18 Hout- en papierindustrie, drukkeri;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
167;16-18 Hout- en papierindustrie, drukkeri;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
168;16 Houtindustrie;Totaal (10 en meer) werkzame personen;2008;2.0;;;;;;;84.0;23.0;4.0;57.0;;;;;32.0;20.0;1.0;10.0;18.0
169;16 Houtindustrie;Totaal (10 en meer) werkzame personen;2009;1.0;1.0;1.0;0.0;0.0;0.0;0.0;48.0;7.0;9.0;32.0;1.0;0.0;0.0;1.0;18.0;6.0;6.0;6.0;10.0
170;16 Houtindustrie;Totaal (10 en meer) werkzame personen;2010;4.0;;;;;;;73.0;23.0;20.0;30.0;;;;;45.0;18.0;12.0;16.0;12.0
171;16 Houtindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
172;16 Houtindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
173;16 Houtindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
174;16 Houtindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
175;16 Houtindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
176;16 Houtindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
177;16 Houtindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
178;16 Houtindustrie;250 en meer werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
179;16 Houtindustrie;250 en meer werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
180;17 Papierindustrie;Totaal (10 en meer) werkzame personen;2008;23.0;;;;;;;342.0;117.0;138.0;88.0;;;;;213.0;94.0;96.0;22.0;34.0
181;17 Papierindustrie;Totaal (10 en meer) werkzame personen;2009;24.0;22.0;18.0;4.0;2.0;;;283.0;117.0;;;81.0;;;;205.0;91.0;;;24.0
182;17 Papierindustrie;Totaal (10 en meer) werkzame personen;2010;15.0;;;;;;;269.0;64.0;71.0;134.0;;;;;230.0;75.0;86.0;70.0;34.0
183;17 Papierindustrie;10 tot 50 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
184;17 Papierindustrie;10 tot 50 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
185;17 Papierindustrie;10 tot 50 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
186;17 Papierindustrie;50 tot 250 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
187;17 Papierindustrie;50 tot 250 werkzame personen;2009;;;;;;;;;;;;;;;;;;;;
188;17 Papierindustrie;50 tot 250 werkzame personen;2010;;;;;;;;;;;;;;;;;;;;
189;17 Papierindustrie;250 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;
