ID;NederlandseEconomie;Energiedragers;Perioden;Winning_1;IntermediairEnHuishoudelijkVerbruik_2;Invoer_3;Productie_4;NettoEnergieverbruik_5;Uitvoer_6
92;Nederlandse economie totaal;Windenergie;2008;15.3;;;;;
93;Nederlandse economie totaal;Windenergie;2009;16.5;;;;;
94;Nederlandse economie totaal;Windenergie;2010;14.4;;;;;
95;Nederlandse economie totaal;Windenergie;2011;18.4;;;;;
96;Nederlandse economie totaal;Windenergie;2012;17.9;;;;;
97;Nederlandse economie totaal;Windenergie;2013;20.3;;;;;
98;Nederlandse economie totaal;Windenergie;2014;20.9;;;;;
99;Nederlandse economie totaal;Windenergie;2015;27.2;;;;;
100;Nederlandse economie totaal;Windenergie;2016;29.4;;;;;
101;Nederlandse economie totaal;Windenergie;2017;38.0;;;;;
102;Nederlandse economie totaal;Windenergie;2018;38.0;;;;;
103;Nederlandse economie totaal;Windenergie;2019;41.4;;;;;
104;Nederlandse economie totaal;Windenergie;2020;55.2;;;;;
105;Nederlandse economie totaal;Zonne-energie;2000;0.5;;;;;
106;Nederlandse economie totaal;Zonne-energie;2001;0.6;;;;;
107;Nederlandse economie totaal;Zonne-energie;2002;0.6;;;;;
108;Nederlandse economie totaal;Zonne-energie;2003;0.7;;;;;
109;Nederlandse economie totaal;Zonne-energie;2004;0.8;;;;;
110;Nederlandse economie totaal;Zonne-energie;2005;0.8;;;;;
111;Nederlandse economie totaal;Zonne-energie;2006;0.9;;;;;
112;Nederlandse economie totaal;Zonne-energie;2007;0.9;;;;;
113;Nederlandse economie totaal;Zonne-energie;2008;1.0;;;;;
114;Nederlandse economie totaal;Zonne-energie;2009;1.1;;;;;
115;Nederlandse economie totaal;Zonne-energie;2010;1.2;;;;;
116;Nederlandse economie totaal;Zonne-energie;2011;1.4;;;;;
117;Nederlandse economie totaal;Zonne-energie;2012;1.8;;;;;
118;Nederlandse economie totaal;Zonne-energie;2013;2.6;;;;;
119;Nederlandse economie totaal;Zonne-energie;2014;3.7;;;;;
120;Nederlandse economie totaal;Zonne-energie;2015;5.1;;;;;
121;Nederlandse economie totaal;Zonne-energie;2016;6.9;;;;;
122;Nederlandse economie totaal;Zonne-energie;2017;9.1;;;;;
123;Nederlandse economie totaal;Zonne-energie;2018;14.5;;;;;
124;Nederlandse economie totaal;Zonne-energie;2019;20.4;;;;;
125;Nederlandse economie totaal;Zonne-energie;2020;32.7;;;;;
126;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2000;20.2;;;;;
127;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2001;19.6;;;;;
128;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2002;19.9;;;;;
129;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2003;23.3;;;;;
130;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2004;19.2;;;;;
131;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2005;24.0;;;;;
132;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2006;24.5;;;;;
133;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2007;24.1;;;;;
134;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2008;24.1;;;;;
135;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2009;26.4;;;;;
136;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2010;27.6;;;;;
137;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2011;24.0;;;;;
138;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2012;28.0;;;;;
139;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2013;26.5;;;;;
140;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2014;20.2;;;;;
141;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2015;20.8;;;;;
142;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2016;21.0;;;;;
143;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2017;21.5;;;;;
144;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2018;36.6;;;;;
145;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2019;32.8;;;;;
146;Nederlandse economie totaal;Inputs hernieuwbare bio-energie;2020;32.4;;;;;
147;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2000;0.0;;;;;
148;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2001;0.0;;;;;
149;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2002;0.0;;;;;
150;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2003;0.0;;;;;
151;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2004;0.0;;;;;
152;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2005;0.0;;;;;
153;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2006;0.0;;;;;
154;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2007;0.0;;;;;
155;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2008;1.8;;;;;
156;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2009;2.3;;;;;
157;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2010;3.0;;;;;
158;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2011;3.6;;;;;
159;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2012;4.3;;;;;
160;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2013;5.4;;;;;
161;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2014;6.5;;;;;
162;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2015;8.1;;;;;
163;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2016;9.3;;;;;
164;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2017;10.7;;;;;
165;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2018;12.8;;;;;
166;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2019;16.4;;;;;
167;Nederlandse economie totaal;Inputs overige hernieuwbare energie;2020;19.3;;;;;
168;Nederlandse economie totaal;Steenkool;2000;;327.5;371.8;0.0;;39.1
169;Nederlandse economie totaal;Steenkool;2001;;349.2;499.8;0.0;;147.3
170;Nederlandse economie totaal;Steenkool;2002;;348.4;362.9;0.0;;22.3
171;Nederlandse economie totaal;Steenkool;2003;;357.4;364.0;0.0;;-9.2
172;Nederlandse economie totaal;Steenkool;2004;;355.8;381.6;0.0;;32.1
173;Nederlandse economie totaal;Steenkool;2005;;342.7;346.6;0.0;;2.9
174;Nederlandse economie totaal;Steenkool;2006;;337.1;359.0;0.0;;37.0
175;Nederlandse economie totaal;Steenkool;2007;;351.2;341.4;0.0;;-27.9
176;Nederlandse economie totaal;Steenkool;2008;;330.7;330.4;0.0;;0.0
177;Nederlandse economie totaal;Steenkool;2009;;307.5;304.3;0.0;;0.0
178;Nederlandse economie totaal;Steenkool;2010;;309.9;315.0;0.0;;0.0
179;Nederlandse economie totaal;Steenkool;2011;;304.7;308.5;0.0;;0.0
180;Nederlandse economie totaal;Steenkool;2012;;332.3;331.0;0.0;;0.0
181;Nederlandse economie totaal;Steenkool;2013;;336.6;334.0;0.0;;0.0
182;Nederlandse economie totaal;Steenkool;2014;;377.9;526.9;0.0;;137.8
183;Nederlandse economie totaal;Steenkool;2015;;465.5;584.9;0.0;;135.7
184;Nederlandse economie totaal;Steenkool;2016;;430.5;568.3;0.0;;141.2
185;Nederlandse economie totaal;Steenkool;2017;;383.7;507.0;0.0;;117.8
186;Nederlandse economie totaal;Steenkool;2018;;345.7;442.5;0.0;;98.6
187;Nederlandse economie totaal;Steenkool;2019;;269.9;359.4;0.0;;84.7
188;Nederlandse economie totaal;Steenkool;2020;;176.8;205.2;0.0;;40.9
189;Nederlandse economie totaal;Bruinkool en turf;2000;;0.6;0.7;0.0;;0.1
190;Nederlandse economie totaal;Bruinkool en turf;2001;;0.8;0.9;0.0;;0.1
191;Nederlandse economie totaal;Bruinkool en turf;2002;;0.7;0.9;0.0;;0.1
192;Nederlandse economie totaal;Bruinkool en turf;2003;;0.5;0.5;0.0;;0.0
193;Nederlandse economie totaal;Bruinkool en turf;2004;;0.5;0.6;0.0;;0.1
194;Nederlandse economie totaal;Bruinkool en turf;2005;;0.6;0.7;0.0;;0.1
195;Nederlandse economie totaal;Bruinkool en turf;2006;;0.3;0.5;0.0;;0.2
196;Nederlandse economie totaal;Bruinkool en turf;2007;;0.5;1.0;0.0;;0.5
197;Nederlandse economie totaal;Bruinkool en turf;2008;;0.1;0.1;0.0;;0.0
198;Nederlandse economie totaal;Bruinkool en turf;2009;;0.4;0.7;0.0;;0.0
199;Nederlandse economie totaal;Bruinkool en turf;2010;;0.5;0.4;0.0;;0.0
200;Nederlandse economie totaal;Bruinkool en turf;2011;;0.5;0.4;0.0;;0.0
201;Nederlandse economie totaal;Bruinkool en turf;2012;;0.6;0.6;0.0;;0.0
202;Nederlandse economie totaal;Bruinkool en turf;2013;;0.5;0.8;0.0;;0.0
203;Nederlandse economie totaal;Bruinkool en turf;2014;;0.6;0.8;0.0;;0.0
204;Nederlandse economie totaal;Bruinkool en turf;2015;;0.8;0.8;0.0;;0.0
205;Nederlandse economie totaal;Bruinkool en turf;2016;;0.8;0.8;0.0;;0.0
206;Nederlandse economie totaal;Bruinkool en turf;2017;;1.0;1.0;0.0;;0.0
207;Nederlandse economie totaal;Bruinkool en turf;2018;;1.0;1.0;0.0;;0.0
208;Nederlandse economie totaal;Bruinkool en turf;2019;;0.2;0.2;0.0;;0.0
209;Nederlandse economie totaal;Bruinkool en turf;2020;;0.3;0.3;0.0;;0.0
210;Nederlandse economie totaal;Hoogovengas;2000;;47.8;0.0;47.8;;0.0
211;Nederlandse economie totaal;Hoogovengas;2001;;50.9;0.0;50.9;;0.0
212;Nederlandse economie totaal;Hoogovengas;2002;;49.8;0.0;49.8;;0.0
213;Nederlandse economie totaal;Hoogovengas;2003;;52.8;0.0;52.8;;0.0
214;Nederlandse economie totaal;Hoogovengas;2004;;55.1;0.0;55.1;;0.0
215;Nederlandse economie totaal;Hoogovengas;2005;;55.2;0.0;55.2;;0.0
216;Nederlandse economie totaal;Hoogovengas;2006;;50.4;0.0;50.4;;0.0
217;Nederlandse economie totaal;Hoogovengas;2007;;57.3;0.0;57.3;;0.0
218;Nederlandse economie totaal;Hoogovengas;2008;;56.1;0.0;56.1;;0.0
219;Nederlandse economie totaal;Hoogovengas;2009;;42.1;0.0;42.1;;0.0
220;Nederlandse economie totaal;Hoogovengas;2010;;52.6;0.0;52.6;;0.0
221;Nederlandse economie totaal;Hoogovengas;2011;;53.6;0.0;53.6;;0.0
222;Nederlandse economie totaal;Hoogovengas;2012;;52.9;0.0;52.9;;0.0
223;Nederlandse economie totaal;Hoogovengas;2013;;51.5;0.0;51.5;;0.0
224;Nederlandse economie totaal;Hoogovengas;2014;;52.5;0.0;52.5;;0.0
225;Nederlandse economie totaal;Hoogovengas;2015;;53.2;0.0;53.2;;0.0
226;Nederlandse economie totaal;Hoogovengas;2016;;51.4;0.0;51.4;;0.0
227;Nederlandse economie totaal;Hoogovengas;2017;;53.1;0.0;53.1;;0.0
228;Nederlandse economie totaal;Hoogovengas;2018;;52.9;0.0;52.9;;0.0
229;Nederlandse economie totaal;Hoogovengas;2019;;50.0;0.0;50.0;;0.0
230;Nederlandse economie totaal;Hoogovengas;2020;;47.0;0.0;47.0;;0.0
231;Nederlandse economie totaal;Overige koolproducten;2000;;61.6;15.6;64.4;;16.8
232;Nederlandse economie totaal;Overige koolproducten;2001;;62.9;19.3;66.5;;23.8
233;Nederlandse economie totaal;Overige koolproducten;2002;;62.9;17.6;63.9;;20.9
234;Nederlandse economie totaal;Overige koolproducten;2003;;66.6;18.8;65.0;;17.4
235;Nederlandse economie totaal;Overige koolproducten;2004;;65.5;10.7;66.9;;10.8
236;Nederlandse economie totaal;Overige koolproducten;2005;;63.2;10.9;67.6;;11.0
237;Nederlandse economie totaal;Overige koolproducten;2006;;58.1;13.9;65.4;;22.2
238;Nederlandse economie totaal;Overige koolproducten;2007;;66.1;17.0;65.7;;17.6
239;Nederlandse economie totaal;Overige koolproducten;2008;;67.2;10.7;64.2;;10.2
240;Nederlandse economie totaal;Overige koolproducten;2009;;56.2;5.7;51.8;;4.8
241;Nederlandse economie totaal;Overige koolproducten;2010;;67.3;9.3;62.0;;4.7
242;Nederlandse economie totaal;Overige koolproducten;2011;;67.7;7.1;61.5;;1.8
243;Nederlandse economie totaal;Overige koolproducten;2012;;66.2;9.4;57.6;;3.2
244;Nederlandse economie totaal;Overige koolproducten;2013;;63.2;6.5;60.2;;9.2
245;Nederlandse economie totaal;Overige koolproducten;2014;;59.7;15.2;61.2;;18.4
246;Nederlandse economie totaal;Overige koolproducten;2015;;58.4;2.3;61.4;;5.0
247;Nederlandse economie totaal;Overige koolproducten;2016;;59.3;2.8;61.1;;3.2
248;Nederlandse economie totaal;Overige koolproducten;2017;;59.4;4.0;59.0;;5.9
249;Nederlandse economie totaal;Overige koolproducten;2018;;59.1;3.8;59.7;;3.3
250;Nederlandse economie totaal;Overige koolproducten;2019;;58.1;3.8;59.4;;4.2
251;Nederlandse economie totaal;Overige koolproducten;2020;;51.4;1.4;56.4;;7.8
252;Nederlandse economie totaal;Aardoliegrondstoffen;2000;;2639.7;2567.4;101.9;;13.8
253;Nederlandse economie totaal;Aardoliegrondstoffen;2001;;2647.1;2589.8;97.6;;17.6
254;Nederlandse economie totaal;Aardoliegrondstoffen;2002;;2457.9;2357.8;136.3;;39.0
255;Nederlandse economie totaal;Aardoliegrondstoffen;2003;;2571.1;2470.7;131.8;;54.7
256;Nederlandse economie totaal;Aardoliegrondstoffen;2004;;2656.9;2585.5;125.5;;50.2
257;Nederlandse economie totaal;Aardoliegrondstoffen;2005;;2685.4;2643.0;97.8;;46.0
258;Nederlandse economie totaal;Aardoliegrondstoffen;2006;;2625.3;2570.6;86.9;;28.5
259;Nederlandse economie totaal;Aardoliegrondstoffen;2007;;2570.1;2492.5;112.8;;39.6
260;Nederlandse economie totaal;Aardoliegrondstoffen;2008;;2547.1;2488.3;92.8;;40.3
261;Nederlandse economie totaal;Aardoliegrondstoffen;2009;;2494.6;2485.3;73.3;;29.0
262;Nederlandse economie totaal;Aardoliegrondstoffen;2010;;2605.1;2568.8;62.3;;26.6
263;Nederlandse economie totaal;Aardoliegrondstoffen;2011;;2514.1;2449.2;64.3;;16.5
264;Nederlandse economie totaal;Aardoliegrondstoffen;2012;;2507.1;2474.2;70.6;;22.5
265;Nederlandse economie totaal;Aardoliegrondstoffen;2013;;2400.7;2350.9;65.6;;23.8
266;Nederlandse economie totaal;Aardoliegrondstoffen;2014;;2445.4;2337.4;82.1;;29.9
267;Nederlandse economie totaal;Aardoliegrondstoffen;2015;;2583.9;2547.4;77.7;;14.0
268;Nederlandse economie totaal;Aardoliegrondstoffen;2016;;2623.8;2609.3;53.9;;16.7
269;Nederlandse economie totaal;Aardoliegrondstoffen;2017;;2622.3;2580.0;51.3;;21.2
270;Nederlandse economie totaal;Aardoliegrondstoffen;2018;;2649.1;2622.0;47.7;;20.0
271;Nederlandse economie totaal;Aardoliegrondstoffen;2019;;2687.1;2704.4;37.8;;20.7
272;Nederlandse economie totaal;Aardoliegrondstoffen;2020;;2451.1;2424.8;36.6;;19.3
273;Nederlandse economie totaal;Aardgas;2000;;1480.0;527.3;2189.6;;1236.8
274;Nederlandse economie totaal;Aardgas;2001;;1533.5;660.9;2353.0;;1480.7
275;Nederlandse economie totaal;Aardgas;2002;;1502.5;799.4;2272.7;;1570.4
276;Nederlandse economie totaal;Aardgas;2003;;1547.0;797.7;2188.0;;1438.1
277;Nederlandse economie totaal;Aardgas;2004;;1578.2;598.5;2580.1;;1601.2
278;Nederlandse economie totaal;Aardgas;2005;;1524.0;726.8;2357.4;;1560.1
279;Nederlandse economie totaal;Aardgas;2006;;1440.6;753.1;2322.3;;1634.6
280;Nederlandse economie totaal;Aardgas;2007;;1411.8;791.1;2285.2;;1665.3
281;Nederlandse economie totaal;Aardgas;2008;;1468.2;801.0;2557.5;;1846.5
282;Nederlandse economie totaal;Aardgas;2009;;1483.7;760.3;2361.0;;1664.0
283;Nederlandse economie totaal;Aardgas;2010;;1658.8;746.0;2712.2;;1780.9
284;Nederlandse economie totaal;Aardgas;2011;;1455.9;700.0;2505.4;;1714.6
285;Nederlandse economie totaal;Aardgas;2012;;1405.5;835.6;2466.9;;1901.6
286;Nederlandse economie totaal;Aardgas;2013;;1419.6;924.6;2611.8;;2122.8
287;Nederlandse economie totaal;Aardgas;2014;;1243.8;948.4;2180.3;;1841.5
288;Nederlandse economie totaal;Aardgas;2015;;1239.4;1254.4;1656.9;;1658.4
289;Nederlandse economie totaal;Aardgas;2016;;1278.5;1394.4;1600.1;;1791.4
290;Nederlandse economie totaal;Aardgas;2017;;1312.4;1628.4;1371.5;;1678.3
291;Nederlandse economie totaal;Aardgas;2018;;1282.8;1811.6;1169.4;;1629.1
292;Nederlandse economie totaal;Aardgas;2019;;1340.5;1763.9;1009.1;;1425.4
293;Nederlandse economie totaal;Aardgas;2020;;1327.3;1786.4;731.3;;1193.8
294;Nederlandse economie totaal;Fossiel deel motorbenzine;2000;;186.2;132.9;393.2;;321.7
295;Nederlandse economie totaal;Fossiel deel motorbenzine;2001;;184.1;117.5;416.9;;343.5
296;Nederlandse economie totaal;Fossiel deel motorbenzine;2002;;187.0;118.2;354.7;;307.9
297;Nederlandse economie totaal;Fossiel deel motorbenzine;2003;;187.3;135.4;386.9;;325.7
298;Nederlandse economie totaal;Fossiel deel motorbenzine;2004;;190.2;147.6;397.0;;345.0
299;Nederlandse economie totaal;Fossiel deel motorbenzine;2005;;190.1;104.6;426.6;;341.5
300;Nederlandse economie totaal;Fossiel deel motorbenzine;2006;;189.2;96.4;442.1;;349.6
301;Nederlandse economie totaal;Fossiel deel motorbenzine;2007;;192.5;108.9;397.4;;317.6
302;Nederlandse economie totaal;Fossiel deel motorbenzine;2008;;186.1;173.0;412.4;;397.1
303;Nederlandse economie totaal;Fossiel deel motorbenzine;2009;;185.3;230.6;417.2;;471.4
304;Nederlandse economie totaal;Fossiel deel motorbenzine;2010;;185.4;204.1;463.6;;493.0
305;Nederlandse economie totaal;Fossiel deel motorbenzine;2011;;190.1;196.1;382.6;;381.0
306;Nederlandse economie totaal;Fossiel deel motorbenzine;2012;;187.7;282.8;491.6;;578.7
307;Nederlandse economie totaal;Fossiel deel motorbenzine;2013;;188.6;315.7;506.0;;628.2
308;Nederlandse economie totaal;Fossiel deel motorbenzine;2014;;167.9;236.6;577.8;;649.5
309;Nederlandse economie totaal;Fossiel deel motorbenzine;2015;;167.9;397.5;625.2;;851.0
310;Nederlandse economie totaal;Fossiel deel motorbenzine;2016;;174.3;354.5;576.7;;755.7
311;Nederlandse economie totaal;Fossiel deel motorbenzine;2017;;180.3;400.0;568.1;;790.4
312;Nederlandse economie totaal;Fossiel deel motorbenzine;2018;;180.0;310.5;814.1;;955.8
313;Nederlandse economie totaal;Fossiel deel motorbenzine;2019;;190.2;321.1;947.7;;1084.2
314;Nederlandse economie totaal;Fossiel deel motorbenzine;2020;;154.9;327.0;697.8;;854.2
315;Nederlandse economie totaal;Kerosines en motorbrandstof (m.u.v. bio);2000;;196.0;90.9;317.1;;206.3
316;Nederlandse economie totaal;Kerosines en motorbrandstof (m.u.v. bio);2001;;194.0;98.4;285.0;;194.0
317;Nederlandse economie totaal;Kerosines en motorbrandstof (m.u.v. bio);2002;;193.7;83.9;272.2;;163.6
318;Nederlandse economie totaal;Kerosines en motorbrandstof (m.u.v. bio);2003;;188.6;90.7;291.1;;190.8
