ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
9301;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9302;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9303;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9304;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9305;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9306;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9307;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9308;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9309;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9310;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9311;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9312;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;0;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9313;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;0;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9314;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;1;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9315;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;1;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9316;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9317;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9318;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;3;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9319;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;3;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9320;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9321;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9322;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9323;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9324;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;6;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9325;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;6;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9326;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;8;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9327;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;8;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9328;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;9;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9329;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;9;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9330;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Werknemers, deeltijd werkzaam;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9331;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Werknemers, deeltijd werkzaam;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9332;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9333;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9334;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9335;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9336;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9337;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9338;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9339;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9340;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9341;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9342;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9343;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Turkije;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9344;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;0;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9345;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;0;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9346;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;1;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9347;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;1;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9348;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9349;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9350;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;3;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9351;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;3;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9352;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9353;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9354;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9355;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9356;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;6;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9357;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;6;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9358;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;8;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9359;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;8;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9360;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;9;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9361;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;9;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9362;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Werknemers, deeltijd werkzaam;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9363;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Werknemers, deeltijd werkzaam;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9364;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9365;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9366;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9367;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9368;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9369;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9370;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9371;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9372;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9373;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9374;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9375;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Marokko;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9376;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;0;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9377;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;0;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9378;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;1;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9379;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;1;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9380;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9381;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9382;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;3;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9383;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;3;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9384;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9385;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9386;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9387;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9388;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;6;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9389;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;6;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9390;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;8;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9391;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;8;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9392;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;9;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9393;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;9;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9394;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Werknemers, deeltijd werkzaam;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9395;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Werknemers, deeltijd werkzaam;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9396;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9397;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9398;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9399;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9400;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9401;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9402;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9403;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9404;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9405;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9406;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9407;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Suriname;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9408;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;0;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9409;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;0;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9410;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;1;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9411;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;1;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9412;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9413;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9414;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;3;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9415;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;3;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9416;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9417;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9418;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9419;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9420;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;6;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9421;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;6;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9422;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;8;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9423;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;8;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9424;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;9;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9425;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;9;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9426;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9427;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9428;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9429;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9430;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9431;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9432;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9433;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9434;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9435;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9436;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9437;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9438;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9439;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9440;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;0;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9441;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;0;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9442;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;1;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9443;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;1;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9444;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;2;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9445;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9446;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;3;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9447;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;3;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9448;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9449;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9450;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;5;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9451;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9452;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;6;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9453;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;6;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9454;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;8;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9455;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;8;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9456;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;9;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9457;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Overig niet-westerse allochtoon;9;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
