ID;HerkomstVanUitvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
113;03 Visserij;2001;460.0;429.0;5.9;107.3;458.0;427.0;5.9;107.3;2.0;2.0;;
114;03 Visserij;2002;487.0;443.0;3.3;110.0;485.0;441.0;3.3;110.1;2.0;2.0;;
115;03 Visserij;2003;474.0;454.0;2.5;104.5;472.0;452.0;2.5;104.5;2.0;2.0;;
116;03 Visserij;2004;443.0;449.0;-1.1;98.7;441.0;447.0;-1.1;98.7;2.0;2.0;;
117;03 Visserij;2005;463.0;463.0;3.2;100.0;461.0;461.0;3.2;100.0;2.0;2.0;;
118;03 Visserij;2006;461.0;423.0;-8.6;109.0;459.0;421.0;-8.7;109.0;2.0;2.0;;
119;03 Visserij;2007;494.0;466.0;10.2;106.0;492.0;463.0;10.0;106.2;2.0;2.0;;
120;03 Visserij;2008;468.0;448.0;-3.8;104.4;466.0;445.0;-3.9;104.6;2.0;2.0;;
121;03 Visserij;2009;385.0;403.0;-10.0;95.5;383.0;400.0;-10.1;95.7;2.0;2.0;;
122;03 Visserij;2010;433.0;437.0;8.3;99.2;431.0;434.0;8.4;99.3;2.0;3.0;;
123;03 Visserij;2011;443.0;397.0;-9.0;111.5;441.0;395.0;-9.0;111.8;2.0;3.0;;
124;03 Visserij;2012;472.0;402.0;1.1;117.5;470.0;399.0;1.1;117.8;2.0;3.0;;
125;B-E Nijverheid (geen bouw) en energie;1988;64836.0;83335.0;;77.8;62323.0;79822.0;;78.1;2513.0;3587.0;;70.1
126;B-E Nijverheid (geen bouw) en energie;1989;73051.0;89024.0;6.8;82.1;70285.0;85209.0;6.7;82.5;2766.0;3901.0;8.8;70.9
127;B-E Nijverheid (geen bouw) en energie;1990;76042.0;93160.0;4.6;81.6;73223.0;89334.0;4.8;82.0;2819.0;3888.0;-0.3;72.5
128;B-E Nijverheid (geen bouw) en energie;1991;78385.0;96125.0;3.2;81.5;75300.0;92078.0;3.1;81.8;3085.0;4124.0;6.1;74.8
129;B-E Nijverheid (geen bouw) en energie;1992;77508.0;97300.0;1.2;79.7;74479.0;93413.0;1.5;79.7;3029.0;3945.0;-4.3;76.8
130;B-E Nijverheid (geen bouw) en energie;1993;76555.0;99135.0;1.9;77.2;73353.0;95117.0;1.8;77.1;3202.0;4080.0;3.4;78.5
131;B-E Nijverheid (geen bouw) en energie;1994;81048.0;104294.0;5.2;77.7;77652.0;100088.0;5.2;77.6;3396.0;4271.0;4.7;79.5
132;B-E Nijverheid (geen bouw) en energie;1995;88248.0;111313.0;6.7;79.3;84882.0;107145.0;7.1;79.2;3366.0;4245.0;-0.6;79.3
133;B-E Nijverheid (geen bouw) en energie;1996;91705.0;114436.0;2.8;80.1;88326.0;110327.0;3.0;80.1;3379.0;4188.0;-1.3;80.7
134;B-E Nijverheid (geen bouw) en energie;1997;100274.0;121116.0;5.8;82.8;96498.0;116541.0;5.6;82.8;3776.0;4657.0;11.2;81.1
135;B-E Nijverheid (geen bouw) en energie;1998;101108.0;124837.0;3.1;81.0;97236.0;120238.0;3.2;80.9;3872.0;4681.0;0.5;82.7
136;B-E Nijverheid (geen bouw) en energie;1999;104566.0;129622.0;3.8;80.7;100006.0;124312.0;3.4;80.4;4560.0;5384.0;15.0;84.7
137;B-E Nijverheid (geen bouw) en energie;2000;125459.0;139143.0;7.3;90.2;119930.0;132799.0;6.8;90.3;5529.0;6391.0;18.7;86.5
138;B-E Nijverheid (geen bouw) en energie;2001;125429.0;136848.0;-1.6;91.7;120052.0;130907.0;-1.4;91.7;5377.0;5975.0;-6.5;90.0
139;B-E Nijverheid (geen bouw) en energie;2002;125853.0;139682.0;2.1;90.1;120275.0;133693.0;2.1;90.0;5578.0;6022.0;0.8;92.6
140;B-E Nijverheid (geen bouw) en energie;2003;123136.0;136291.0;-2.4;90.3;117288.0;130158.0;-2.6;90.1;5848.0;6156.0;2.2;95.0
141;B-E Nijverheid (geen bouw) en energie;2004;132353.0;142559.0;4.6;92.8;126271.0;136382.0;4.8;92.6;6082.0;6213.0;0.9;97.9
142;B-E Nijverheid (geen bouw) en energie;2005;142753.0;142753.0;0.1;100.0;135892.0;135892.0;-0.4;100.0;6861.0;6861.0;10.4;100.0
143;B-E Nijverheid (geen bouw) en energie;2006;157862.0;149030.0;4.4;105.9;150885.0;142176.0;4.6;106.1;6977.0;6854.0;-0.1;101.8
144;B-E Nijverheid (geen bouw) en energie;2007;169085.0;155755.0;4.5;108.6;162007.0;148978.0;4.8;108.7;7078.0;6761.0;-1.4;104.7
145;B-E Nijverheid (geen bouw) en energie;2008;178777.0;152366.0;-2.2;117.3;171322.0;145430.0;-2.4;117.8;7455.0;6932.0;2.5;107.6
146;B-E Nijverheid (geen bouw) en energie;2009;143325.0;138151.0;-9.3;103.7;136133.0;131564.0;-9.5;103.5;7192.0;6612.0;-4.6;108.8
147;B-E Nijverheid (geen bouw) en energie;2010;169049.0;150766.0;9.1;112.1;161302.0;143759.0;9.3;112.2;7747.0;7043.0;6.5;110.0
148;B-E Nijverheid (geen bouw) en energie;2011;191744.0;154735.0;2.6;123.9;183645.0;147473.0;2.6;124.5;8099.0;7300.0;3.7;110.9
149;B-E Nijverheid (geen bouw) en energie;2012;199873.0;156241.0;1.0;127.9;191533.0;148804.0;0.9;128.7;8340.0;7489.0;2.6;111.4
150;B Delfstoffenwinning;1988;3095.0;5447.0;;56.8;2671.0;4758.0;;56.1;424.0;633.0;;67.0
151;B Delfstoffenwinning;1989;3154.0;5477.0;0.5;57.6;2714.0;4778.0;0.4;56.8;440.0;641.0;1.4;68.6
152;B Delfstoffenwinning;1990;3766.0;6120.0;11.7;61.5;3272.0;5359.0;12.2;61.1;494.0;700.0;9.1;70.6
153;B Delfstoffenwinning;1991;4801.0;7095.0;15.9;67.7;4217.0;6227.0;16.2;67.7;584.0;799.0;14.2;73.1
154;B Delfstoffenwinning;1992;3911.0;6570.0;-7.4;59.5;3356.0;5760.0;-7.5;58.3;555.0;746.0;-6.7;74.4
155;B Delfstoffenwinning;1993;3686.0;6812.0;3.7;54.1;3119.0;5988.0;4.0;52.1;567.0;760.0;2.0;74.6
156;B Delfstoffenwinning;1994;3670.0;6930.0;1.7;53.0;3096.0;6113.0;2.1;50.6;574.0;759.0;-0.2;75.6
157;B Delfstoffenwinning;1995;3767.0;6774.0;-2.3;55.6;3161.0;5904.0;-3.4;53.5;606.0;789.0;4.0;76.8
158;B Delfstoffenwinning;1996;4259.0;7322.0;8.1;58.2;3628.0;6455.0;9.3;56.2;631.0;802.0;1.7;78.6
159;B Delfstoffenwinning;1997;4411.0;6928.0;-5.4;63.7;3738.0;5992.0;-7.2;62.4;673.0;842.0;4.9;79.9
160;B Delfstoffenwinning;1998;3728.0;6498.0;-6.2;57.4;3044.0;5542.0;-7.5;54.9;684.0;851.0;1.0;80.4
161;B Delfstoffenwinning;1999;3481.0;6918.0;6.5;50.3;2780.0;5979.0;7.9;46.5;701.0;852.0;0.1;82.3
162;B Delfstoffenwinning;2000;5448.0;7379.0;6.7;73.8;4733.0;6499.0;8.7;72.8;715.0;840.0;-1.4;85.1
163;B Delfstoffenwinning;2001;7367.0;8373.0;13.5;88.0;6630.0;7525.0;15.8;88.1;737.0;824.0;-1.8;89.4
164;B Delfstoffenwinning;2002;6620.0;8531.0;1.9;77.6;5922.0;7757.0;3.1;76.3;698.0;752.0;-8.8;92.8
165;B Delfstoffenwinning;2003;6770.0;8333.0;-2.3;81.2;6055.0;7552.0;-2.6;80.2;715.0;754.0;0.3;94.8
166;B Delfstoffenwinning;2004;7901.0;9964.0;19.6;79.3;7156.0;9194.0;21.7;77.8;745.0;763.0;1.3;97.6
167;B Delfstoffenwinning;2005;8984.0;8984.0;-9.8;100.0;8320.0;8320.0;-9.5;100.0;664.0;664.0;-13.0;100.0
168;B Delfstoffenwinning;2006;11362.0;8819.0;-1.8;128.8;10698.0;8176.0;-1.7;130.8;664.0;643.0;-3.2;103.3
169;B Delfstoffenwinning;2007;10980.0;9030.0;2.4;121.6;10303.0;8389.0;2.6;122.8;677.0;636.0;-1.1;106.4
170;B Delfstoffenwinning;2008;15868.0;10092.0;11.8;157.2;15158.0;9431.0;12.4;160.7;710.0;647.0;1.6;109.8
171;B Delfstoffenwinning;2009;11597.0;9305.0;-7.8;124.6;10916.0;8677.0;-8.0;125.8;681.0;623.0;-3.7;109.3
172;B Delfstoffenwinning;2010;11846.0;10153.0;9.1;116.7;11097.0;9475.0;9.2;117.1;749.0;672.0;7.9;111.4
173;B Delfstoffenwinning;2011;13766.0;9489.0;-6.5;145.1;13022.0;8828.0;-6.8;147.5;744.0;657.0;-2.3;113.2
174;B Delfstoffenwinning;2012;16018.0;10145.0;6.9;157.9;15257.0;9468.0;7.2;161.1;761.0;664.0;1.1;114.6
175;06 Winning van aardolie en aardgas;1988;2822.0;5236.0;;53.9;2418.0;4565.0;;53.0;404.0;608.0;;66.4
176;06 Winning van aardolie en aardgas;1989;2863.0;5264.0;0.5;54.4;2443.0;4582.0;0.4;53.3;420.0;617.0;1.5;68.0
177;06 Winning van aardolie en aardgas;1990;3484.0;5977.0;13.6;58.3;3010.0;5233.0;14.2;57.5;474.0;677.0;9.8;70.0
178;06 Winning van aardolie en aardgas;1991;4496.0;7001.0;17.1;64.2;3932.0;6148.0;17.5;64.0;564.0;779.0;15.0;72.4
179;06 Winning van aardolie en aardgas;1992;3618.0;6462.0;-7.7;56.0;3081.0;5666.0;-7.8;54.4;537.0;726.0;-6.7;73.9
180;06 Winning van aardolie en aardgas;1993;3442.0;6678.0;3.3;51.5;2892.0;5867.0;3.5;49.3;550.0;743.0;2.2;74.1
181;06 Winning van aardolie en aardgas;1994;3386.0;6731.0;0.8;50.3;2831.0;5927.0;1.0;47.8;555.0;739.0;-0.5;75.1
182;06 Winning van aardolie en aardgas;1995;3491.0;6645.0;-1.3;52.5;2903.0;5787.0;-2.4;50.2;588.0;771.0;4.3;76.3
183;06 Winning van aardolie en aardgas;1996;3967.0;7178.0;8.0;55.3;3373.0;6365.0;10.0;53.0;594.0;757.0;-1.7;78.4
184;06 Winning van aardolie en aardgas;1997;4081.0;6706.0;-6.6;60.9;3459.0;5837.0;-8.3;59.3;622.0;782.0;3.2;79.6
185;06 Winning van aardolie en aardgas;1998;3427.0;6226.0;-7.2;55.0;2792.0;5327.0;-8.7;52.4;635.0;794.0;1.6;79.9
186;06 Winning van aardolie en aardgas;1999;3075.0;6412.0;3.0;48.0;2425.0;5522.0;3.7;43.9;650.0;794.0;0.0;81.8
187;06 Winning van aardolie en aardgas;2000;5032.0;6862.0;7.0;73.3;4373.0;6046.0;9.5;72.3;659.0;777.0;-2.2;84.8
188;06 Winning van aardolie en aardgas;2001;6908.0;7872.0;14.7;87.7;6230.0;7091.0;17.3;87.9;678.0;759.0;-2.3;89.3
189;06 Winning van aardolie en aardgas;2002;6135.0;8030.0;2.0;76.4;5482.0;7306.0;3.0;75.0;653.0;702.0;-7.5;93.0
190;06 Winning van aardolie en aardgas;2003;6311.0;7850.0;-2.2;80.4;5641.0;7118.0;-2.6;79.2;670.0;707.0;0.6;94.8
191;06 Winning van aardolie en aardgas;2004;7440.0;9513.0;21.2;78.2;6740.0;8791.0;23.5;76.7;700.0;718.0;1.6;97.5
192;06 Winning van aardolie en aardgas;2005;8502.0;8502.0;-10.6;100.0;7873.0;7873.0;-10.4;100.0;629.0;629.0;-12.4;100.0
193;06 Winning van aardolie en aardgas;2006;10883.0;8346.0;-1.8;130.4;10250.0;7734.0;-1.8;132.5;633.0;612.0;-2.7;103.4
194;06 Winning van aardolie en aardgas;2007;10478.0;8554.0;2.5;122.5;9827.0;7941.0;2.7;123.7;651.0;608.0;-0.6;107.0
195;06 Winning van aardolie en aardgas;2008;15304.0;9617.0;12.4;159.1;14624.0;8986.0;13.2;162.7;680.0;617.0;1.4;110.3
196;06 Winning van aardolie en aardgas;2009;11095.0;8884.0;-7.6;124.9;10439.0;8284.0;-7.8;126.0;656.0;596.0;-3.4;110.1
197;06 Winning van aardolie en aardgas;2010;11261.0;9670.0;8.8;116.5;10536.0;9020.0;8.9;116.8;725.0;644.0;8.1;112.6
198;06 Winning van aardolie en aardgas;2011;13155.0;9022.0;-6.7;145.8;12436.0;8389.0;-7.0;148.2;719.0;629.0;-2.3;114.4
199;06 Winning van aardolie en aardgas;2012;15430.0;9700.0;7.5;159.1;14694.0;9052.0;7.9;162.3;736.0;635.0;1.0;115.9
200;08 Delfstoffenwinning (geen olie en gas);1988;273.0;263.0;;103.6;253.0;235.0;;107.7;20.0;25.0;;79.6
201;08 Delfstoffenwinning (geen olie en gas);1989;291.0;265.0;0.7;109.7;271.0;237.0;0.8;114.5;20.0;25.0;0.0;79.6
202;08 Delfstoffenwinning (geen olie en gas);1990;282.0;249.0;-6.2;113.3;262.0;222.0;-6.3;118.1;20.0;24.0;-5.0;83.8
203;08 Delfstoffenwinning (geen olie en gas);1991;305.0;252.0;1.1;121.2;285.0;225.0;1.5;126.5;20.0;23.0;-5.0;88.2
204;08 Delfstoffenwinning (geen olie en gas);1992;293.0;244.0;-3.0;120.0;275.0;219.0;-2.8;125.6;18.0;22.0;-5.0;83.5
205;08 Delfstoffenwinning (geen olie en gas);1993;244.0;263.0;7.8;92.7;227.0;238.0;8.7;95.3;17.0;20.0;-5.6;83.5
206;08 Delfstoffenwinning (geen olie en gas);1994;284.0;303.0;15.2;93.6;265.0;275.0;15.4;96.4;19.0;23.0;11.8;83.5
207;08 Delfstoffenwinning (geen olie en gas);1995;276.0;261.0;-14.1;105.9;258.0;234.0;-14.7;110.1;18.0;22.0;-5.3;83.5
