ID;HerkomstVanUitvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
1354;H Vervoer en opslag;1992;10370.0;12600.0;7.7;82.3;1.0;1.0;;;10369.0;12599.0;7.7;82.3
1355;H Vervoer en opslag;1993;10958.0;13324.0;5.7;82.2;1.0;1.0;;;10957.0;13324.0;5.7;82.2
1356;H Vervoer en opslag;1994;11352.0;13792.0;3.5;82.3;1.0;1.0;;;11351.0;13791.0;3.5;82.3
1357;H Vervoer en opslag;1995;11999.0;14574.0;5.7;82.3;1.0;1.0;;;11998.0;14572.0;5.7;82.3
1358;H Vervoer en opslag;1996;12490.0;15153.0;4.0;82.4;3.0;3.0;;;12487.0;15150.0;4.0;82.4
1359;H Vervoer en opslag;1997;14017.0;16298.0;7.6;86.0;2.0;2.0;;;14015.0;16295.0;7.6;86.0
1360;H Vervoer en opslag;1998;15092.0;17324.0;6.3;87.1;5.0;5.0;;;15087.0;17318.0;6.3;87.1
1361;H Vervoer en opslag;1999;15276.0;17759.0;2.5;86.0;4.0;4.0;;;15272.0;17757.0;2.5;86.0
1362;H Vervoer en opslag;2000;16961.0;18684.0;5.2;90.8;5.0;5.0;;;16956.0;18680.0;5.2;90.8
1363;H Vervoer en opslag;2001;17323.0;18784.0;0.5;92.2;3.0;3.0;;;17320.0;18782.0;0.5;92.2
1364;H Vervoer en opslag;2002;17665.0;18674.0;-0.6;94.6;3.0;3.0;;;17662.0;18672.0;-0.6;94.6
1365;H Vervoer en opslag;2003;17398.0;18501.0;-0.9;94.0;4.0;4.0;;;17394.0;18498.0;-0.9;94.0
1366;H Vervoer en opslag;2004;18715.0;19549.0;5.7;95.7;3.0;3.0;;;18712.0;19546.0;5.7;95.7
1367;H Vervoer en opslag;2005;20536.0;20536.0;5.0;100.0;5.0;5.0;;;20531.0;20531.0;5.0;100.0
1368;H Vervoer en opslag;2006;20601.0;20221.0;-1.5;101.9;7.0;7.0;;;20594.0;20214.0;-1.5;101.9
1369;H Vervoer en opslag;2007;21552.0;21248.0;5.1;101.4;6.0;6.0;;;21546.0;21242.0;5.1;101.4
1370;H Vervoer en opslag;2008;23032.0;21838.0;2.8;105.5;5.0;5.0;;;23027.0;21833.0;2.8;105.5
1371;H Vervoer en opslag;2009;19760.0;19792.0;-9.4;99.8;5.0;5.0;;;19755.0;19787.0;-9.4;99.8
1372;H Vervoer en opslag;2010;21250.0;20679.0;4.5;102.8;6.0;5.0;;;21244.0;20674.0;4.5;102.8
1373;H Vervoer en opslag;2011;22445.0;21393.0;3.5;104.9;6.0;5.0;;;22439.0;21388.0;3.5;104.9
1374;H Vervoer en opslag;2012;23353.0;21765.0;1.7;107.3;6.0;6.0;;;23347.0;21759.0;1.7;107.3
1375;49 Vervoer over land;1988;1421.0;1925.0;;73.8;2.0;2.0;;;1419.0;1922.0;;73.8
1376;49 Vervoer over land;1989;1533.0;2104.0;9.3;72.9;2.0;2.0;;;1531.0;2102.0;9.4;72.8
1377;49 Vervoer over land;1990;1661.0;2208.0;5.0;75.2;1.0;1.0;;;1660.0;2208.0;5.0;75.2
1378;49 Vervoer over land;1991;1887.0;2444.0;10.7;77.2;1.0;1.0;;;1886.0;2443.0;10.7;77.2
1379;49 Vervoer over land;1992;1921.0;2441.0;-0.1;78.7;1.0;1.0;;;1920.0;2441.0;-0.1;78.7
1380;49 Vervoer over land;1993;2121.0;2665.0;9.2;79.6;1.0;1.0;;;2120.0;2664.0;9.2;79.6
1381;49 Vervoer over land;1994;2186.0;2704.0;1.5;80.9;1.0;1.0;;;2185.0;2702.0;1.4;80.9
1382;49 Vervoer over land;1995;2488.0;3057.0;13.1;81.4;1.0;1.0;;;2487.0;3056.0;13.1;81.4
1383;49 Vervoer over land;1996;2593.0;3151.0;3.1;82.3;3.0;3.0;;;2590.0;3148.0;3.0;82.3
1384;49 Vervoer over land;1997;2811.0;3377.0;7.2;83.2;2.0;2.0;;;2809.0;3374.0;7.2;83.3
1385;49 Vervoer over land;1998;3103.0;3683.0;9.1;84.2;5.0;5.0;;;3098.0;3678.0;9.0;84.2
1386;49 Vervoer over land;1999;3114.0;3668.0;-0.4;84.9;4.0;4.0;;;3110.0;3666.0;-0.3;84.8
1387;49 Vervoer over land;2000;3273.0;3747.0;2.2;87.4;5.0;5.0;;;3268.0;3743.0;2.1;87.3
1388;49 Vervoer over land;2001;3223.0;3549.0;-5.3;90.8;3.0;3.0;;;3220.0;3547.0;-5.2;90.8
1389;49 Vervoer over land;2002;3226.0;3531.0;-0.5;91.4;3.0;3.0;;;3223.0;3529.0;-0.5;91.3
1390;49 Vervoer over land;2003;3262.0;3505.0;-0.7;93.1;4.0;4.0;;;3258.0;3502.0;-0.8;93.0
1391;49 Vervoer over land;2004;3433.0;3615.0;3.2;95.0;3.0;3.0;;;3430.0;3612.0;3.2;94.9
1392;49 Vervoer over land;2005;3747.0;3747.0;3.6;100.0;5.0;5.0;;;3742.0;3742.0;3.6;100.0
1393;49 Vervoer over land;2006;4024.0;3945.0;5.3;102.0;7.0;7.0;;;4017.0;3938.0;5.2;102.0
1394;49 Vervoer over land;2007;4353.0;4171.0;5.7;104.4;6.0;6.0;;;4347.0;4165.0;5.8;104.4
1395;49 Vervoer over land;2008;4605.0;4212.0;1.0;109.3;5.0;5.0;;;4600.0;4207.0;1.0;109.4
1396;49 Vervoer over land;2009;4148.0;3814.0;-9.4;108.8;5.0;5.0;;;4143.0;3809.0;-9.5;108.8
1397;49 Vervoer over land;2010;4377.0;4000.0;4.9;109.4;6.0;5.0;;;4371.0;3995.0;4.9;109.4
1398;49 Vervoer over land;2011;4506.0;4016.0;0.4;112.2;6.0;5.0;;;4500.0;4011.0;0.4;112.2
1399;49 Vervoer over land;2012;4535.0;4033.0;0.4;112.4;6.0;6.0;;;4529.0;4027.0;0.4;112.5
1400;50 Vervoer over water;1988;2401.0;2885.0;;83.2;;;;;2401.0;2885.0;;83.2
1401;50 Vervoer over water;1989;2698.0;3154.0;9.3;85.5;;;;;2698.0;3154.0;9.3;85.5
1402;50 Vervoer over water;1990;2688.0;3238.0;2.7;83.0;;;;;2688.0;3238.0;2.7;83.0
1403;50 Vervoer over water;1991;2772.0;3330.0;2.8;83.2;;;;;2772.0;3330.0;2.8;83.2
1404;50 Vervoer over water;1992;2859.0;3561.0;6.9;80.3;;;;;2859.0;3561.0;6.9;80.3
1405;50 Vervoer over water;1993;2985.0;3531.0;-0.8;84.5;;;;;2985.0;3531.0;-0.8;84.5
1406;50 Vervoer over water;1994;3044.0;3591.0;1.7;84.8;;;;;3044.0;3591.0;1.7;84.8
1407;50 Vervoer over water;1995;3016.0;3613.0;0.6;83.5;;;;;3016.0;3613.0;0.6;83.5
1408;50 Vervoer over water;1996;3006.0;3612.0;0.0;83.2;;;;;3006.0;3612.0;0.0;83.2
1409;50 Vervoer over water;1997;3282.0;3807.0;5.4;86.2;;;;;3282.0;3807.0;5.4;86.2
1410;50 Vervoer over water;1998;3565.0;4017.0;5.5;88.7;;;;;3565.0;4017.0;5.5;88.7
1411;50 Vervoer over water;1999;3532.0;4117.0;2.5;85.8;;;;;3532.0;4117.0;2.5;85.8
1412;50 Vervoer over water;2000;4011.0;4428.0;7.6;90.6;;;;;4011.0;4428.0;7.6;90.6
1413;50 Vervoer over water;2001;4347.0;4849.0;9.5;89.6;;;;;4347.0;4849.0;9.5;89.6
1414;50 Vervoer over water;2002;4232.0;4658.0;-3.9;90.8;;;;;4232.0;4658.0;-3.9;90.8
1415;50 Vervoer over water;2003;4470.0;4843.0;4.0;92.3;;;;;4470.0;4843.0;4.0;92.3
1416;50 Vervoer over water;2004;4742.0;4988.0;3.0;95.1;;;;;4742.0;4988.0;3.0;95.1
1417;50 Vervoer over water;2005;5283.0;5283.0;5.9;100.0;;;;;5283.0;5283.0;5.9;100.0
1418;50 Vervoer over water;2006;3986.0;4049.0;-23.4;98.4;;;;;3986.0;4049.0;-23.4;98.4
1419;50 Vervoer over water;2007;4259.0;4560.0;12.6;93.4;;;;;4259.0;4560.0;12.6;93.4
1420;50 Vervoer over water;2008;4663.0;4846.0;6.3;96.2;;;;;4663.0;4846.0;6.3;96.2
1421;50 Vervoer over water;2009;3778.0;4354.0;-10.1;86.8;;;;;3778.0;4354.0;-10.1;86.8
1422;50 Vervoer over water;2010;3702.0;4102.0;-5.8;90.3;;;;;3702.0;4102.0;-5.8;90.3
1423;50 Vervoer over water;2011;3797.0;4055.0;-1.1;93.6;;;;;3797.0;4055.0;-1.1;93.6
1424;50 Vervoer over water;2012;4077.0;4234.0;4.4;96.3;;;;;4077.0;4234.0;4.4;96.3
1425;51 Vervoer door de lucht;1988;1887.0;1982.0;;95.2;;;;;1887.0;1982.0;;95.2
1426;51 Vervoer door de lucht;1989;2027.0;2085.0;5.2;97.2;;;;;2027.0;2085.0;5.2;97.2
1427;51 Vervoer door de lucht;1990;2139.0;2206.0;5.8;97.0;;;;;2139.0;2206.0;5.8;97.0
1428;51 Vervoer door de lucht;1991;2470.0;2433.0;10.3;101.5;;;;;2470.0;2433.0;10.3;101.5
1429;51 Vervoer door de lucht;1992;2805.0;2906.0;19.4;96.5;;;;;2805.0;2906.0;19.4;96.5
1430;51 Vervoer door de lucht;1993;2964.0;3339.0;14.9;88.8;;;;;2964.0;3339.0;14.9;88.8
1431;51 Vervoer door de lucht;1994;3120.0;3630.0;8.7;86.0;;;;;3120.0;3630.0;8.7;86.0
1432;51 Vervoer door de lucht;1995;3372.0;3960.0;9.1;85.2;;;;;3372.0;3960.0;9.1;85.2
1433;51 Vervoer door de lucht;1996;3562.0;4209.0;6.3;84.6;;;;;3562.0;4209.0;6.3;84.6
1434;51 Vervoer door de lucht;1997;4275.0;4626.0;9.9;92.4;;;;;4275.0;4626.0;9.9;92.4
1435;51 Vervoer door de lucht;1998;4384.0;4762.0;2.9;92.1;;;;;4384.0;4762.0;2.9;92.1
1436;51 Vervoer door de lucht;1999;4448.0;4949.0;3.9;89.9;;;;;4448.0;4949.0;3.9;89.9
1437;51 Vervoer door de lucht;2000;5168.0;5201.0;5.1;99.4;;;;;5168.0;5201.0;5.1;99.4
1438;51 Vervoer door de lucht;2001;4977.0;4990.0;-4.0;99.7;;;;;4977.0;4990.0;-4.0;99.7
1439;51 Vervoer door de lucht;2002;5243.0;5068.0;1.5;103.5;;;;;5243.0;5068.0;1.5;103.5
1440;51 Vervoer door de lucht;2003;4705.0;4878.0;-3.7;96.5;;;;;4705.0;4878.0;-3.7;96.5
1441;51 Vervoer door de lucht;2004;5013.0;5239.0;7.4;95.7;;;;;5013.0;5239.0;7.4;95.7
1442;51 Vervoer door de lucht;2005;5612.0;5612.0;7.1;100.0;;;;;5612.0;5612.0;7.1;100.0
1443;51 Vervoer door de lucht;2006;6173.0;5947.0;6.0;103.8;;;;;6173.0;5947.0;6.0;103.8
1444;51 Vervoer door de lucht;2007;6055.0;5961.0;0.2;101.6;;;;;6055.0;5961.0;0.2;101.6
1445;51 Vervoer door de lucht;2008;6492.0;6146.0;3.1;105.6;;;;;6492.0;6146.0;3.1;105.6
1446;51 Vervoer door de lucht;2009;5156.0;5614.0;-8.6;91.8;;;;;5156.0;5614.0;-8.6;91.8
1447;51 Vervoer door de lucht;2010;6076.0;6162.0;9.8;98.6;;;;;6076.0;6162.0;9.8;98.6
1448;51 Vervoer door de lucht;2011;6454.0;6534.0;6.0;98.8;;;;;6454.0;6534.0;6.0;98.8
1449;51 Vervoer door de lucht;2012;6853.0;6634.0;1.5;103.3;;;;;6853.0;6634.0;1.5;103.3
1450;52 Opslag, dienstverlening voor vervoer;1988;1845.0;2791.0;;66.1;;;;;1845.0;2791.0;;66.1
1451;52 Opslag, dienstverlening voor vervoer;1989;1864.0;2815.0;0.9;66.2;;;;;1864.0;2815.0;0.9;66.2
1452;52 Opslag, dienstverlening voor vervoer;1990;1975.0;2927.0;4.0;67.5;;;;;1975.0;2927.0;4.0;67.5
1453;52 Opslag, dienstverlening voor vervoer;1991;2164.0;3049.0;4.2;71.0;;;;;2164.0;3049.0;4.2;71.0
1454;52 Opslag, dienstverlening voor vervoer;1992;2256.0;3085.0;1.2;73.1;;;;;2256.0;3085.0;1.2;73.1
1455;52 Opslag, dienstverlening voor vervoer;1993;2281.0;3048.0;-1.2;74.8;;;;;2281.0;3048.0;-1.2;74.8
1456;52 Opslag, dienstverlening voor vervoer;1994;2360.0;3098.0;1.6;76.2;;;;;2360.0;3098.0;1.6;76.2
1457;52 Opslag, dienstverlening voor vervoer;1995;2479.0;3175.0;2.5;78.1;;;;;2479.0;3175.0;2.5;78.1
1458;52 Opslag, dienstverlening voor vervoer;1996;2593.0;3308.0;4.2;78.4;;;;;2593.0;3308.0;4.2;78.4
1459;52 Opslag, dienstverlening voor vervoer;1997;2858.0;3575.0;8.1;79.9;;;;;2858.0;3575.0;8.1;79.9
1460;52 Opslag, dienstverlening voor vervoer;1998;3111.0;3819.0;6.8;81.5;;;;;3111.0;3819.0;6.8;81.5
1461;52 Opslag, dienstverlening voor vervoer;1999;3225.0;3958.0;3.6;81.5;;;;;3225.0;3958.0;3.6;81.5
1462;52 Opslag, dienstverlening voor vervoer;2000;3469.0;4163.0;5.2;83.3;;;;;3469.0;4163.0;5.2;83.3
1463;52 Opslag, dienstverlening voor vervoer;2001;3662.0;4217.0;1.3;86.8;;;;;3662.0;4217.0;1.3;86.8
1464;52 Opslag, dienstverlening voor vervoer;2002;3829.0;4212.0;-0.1;90.9;;;;;3829.0;4212.0;-0.1;90.9
1465;52 Opslag, dienstverlening voor vervoer;2003;3817.0;4098.0;-2.7;93.2;;;;;3817.0;4098.0;-2.7;93.2
1466;52 Opslag, dienstverlening voor vervoer;2004;4179.0;4329.0;5.7;96.5;;;;;4179.0;4329.0;5.7;96.5
1467;52 Opslag, dienstverlening voor vervoer;2005;4518.0;4518.0;4.4;100.0;;;;;4518.0;4518.0;4.4;100.0
1468;52 Opslag, dienstverlening voor vervoer;2006;5000.0;4900.0;8.5;102.0;;;;;5000.0;4900.0;8.5;102.0
1469;52 Opslag, dienstverlening voor vervoer;2007;5441.0;5202.0;6.2;104.6;;;;;5441.0;5202.0;6.2;104.6
1470;52 Opslag, dienstverlening voor vervoer;2008;5820.0;5334.0;2.5;109.1;;;;;5820.0;5334.0;2.5;109.1
1471;52 Opslag, dienstverlening voor vervoer;2009;5343.0;4819.0;-9.7;110.9;;;;;5343.0;4819.0;-9.7;110.9
1472;52 Opslag, dienstverlening voor vervoer;2010;5773.0;5210.0;8.1;110.8;;;;;5773.0;5210.0;8.1;110.8
1473;52 Opslag, dienstverlening voor vervoer;2011;6225.0;5483.0;5.2;113.5;;;;;6225.0;5483.0;5.2;113.5
1474;52 Opslag, dienstverlening voor vervoer;2012;6491.0;5676.0;3.5;114.4;;;;;6491.0;5676.0;3.5;114.4
1475;53 Post en koeriers;1988;351.0;487.0;;72.1;;;;;351.0;487.0;;72.1
1476;53 Post en koeriers;1989;375.0;515.0;5.7;72.9;;;;;375.0;515.0;5.7;72.9
1477;53 Post en koeriers;1990;405.0;552.0;7.2;73.4;;;;;405.0;552.0;7.2;73.4
1478;53 Post en koeriers;1991;450.0;602.0;9.1;74.7;;;;;450.0;602.0;9.1;74.7
1479;53 Post en koeriers;1992;529.0;680.0;12.9;77.8;;;;;529.0;680.0;12.9;77.8
1480;53 Post en koeriers;1993;607.0;748.0;10.0;81.2;;;;;607.0;748.0;10.0;81.2
1481;53 Post en koeriers;1994;642.0;758.0;1.3;84.7;;;;;642.0;758.0;1.3;84.7
1482;53 Post en koeriers;1995;644.0;752.0;-0.8;85.7;;;;;644.0;752.0;-0.8;85.7
1483;53 Post en koeriers;1996;736.0;852.0;13.4;86.4;;;;;736.0;852.0;13.4;86.4
1484;53 Post en koeriers;1997;791.0;891.0;4.6;88.7;;;;;791.0;891.0;4.6;88.7
1485;53 Post en koeriers;1998;929.0;1032.0;15.8;90.0;;;;;929.0;1032.0;15.8;90.0
1486;53 Post en koeriers;1999;957.0;1052.0;1.9;90.9;;;;;957.0;1052.0;1.9;90.9
1487;53 Post en koeriers;2000;1040.0;1128.0;7.2;92.2;;;;;1040.0;1128.0;7.2;92.2
1488;53 Post en koeriers;2001;1114.0;1179.0;4.5;94.5;;;;;1114.0;1179.0;4.5;94.5
1489;53 Post en koeriers;2002;1135.0;1192.0;1.1;95.2;;;;;1135.0;1192.0;1.1;95.2
1490;53 Post en koeriers;2003;1144.0;1184.0;-0.6;96.6;;;;;1144.0;1184.0;-0.6;96.6
1491;53 Post en koeriers;2004;1348.0;1375.0;16.1;98.0;;;;;1348.0;1375.0;16.1;98.0
1492;53 Post en koeriers;2005;1376.0;1376.0;0.1;100.0;;;;;1376.0;1376.0;0.1;100.0
1493;53 Post en koeriers;2006;1418.0;1380.0;0.3;102.8;;;;;1418.0;1380.0;0.3;102.8
1494;53 Post en koeriers;2007;1444.0;1369.0;-0.8;105.5;;;;;1444.0;1369.0;-0.8;105.5
1495;53 Post en koeriers;2008;1452.0;1336.0;-2.4;108.7;;;;;1452.0;1336.0;-2.4;108.7
1496;53 Post en koeriers;2009;1335.0;1219.0;-8.7;109.5;;;;;1335.0;1219.0;-8.7;109.5
1497;53 Post en koeriers;2010;1322.0;1187.0;-2.6;111.3;;;;;1322.0;1187.0;-2.6;111.3
1498;53 Post en koeriers;2011;1463.0;1267.0;6.7;115.5;;;;;1463.0;1267.0;6.7;115.5
1499;53 Post en koeriers;2012;1397.0;1169.0;-7.7;119.5;;;;;1397.0;1169.0;-7.7;119.5
1500;I Horeca;1988;13.0;18.0;;72.4;;;;;13.0;18.0;;72.4
1501;I Horeca;1989;16.0;22.0;23.1;72.4;;;;;16.0;22.0;23.1;72.4
1502;I Horeca;1990;17.0;23.0;6.3;72.4;;;;;17.0;23.0;6.3;72.4
1503;I Horeca;1991;20.0;23.0;0.0;85.1;;;;;20.0;23.0;0.0;85.1
1504;I Horeca;1992;22.0;25.0;5.0;89.2;;;;;22.0;25.0;5.0;89.2
1505;I Horeca;1993;26.0;28.0;13.6;92.8;;;;;26.0;28.0;13.6;92.8
1506;I Horeca;1994;29.0;31.0;11.5;92.8;;;;;29.0;31.0;11.5;92.8
1507;I Horeca;1995;26.0;31.0;0.0;83.2;;;;;26.0;31.0;0.0;83.2
1508;I Horeca;1996;26.0;31.0;0.0;83.2;;;;;26.0;31.0;0.0;83.2
1509;I Horeca;1997;25.0;29.0;-7.7;86.6;;;;;25.0;29.0;-7.7;86.6
1510;I Horeca;1998;28.0;31.0;8.0;89.8;;;;;28.0;31.0;8.0;89.8
1511;I Horeca;1999;23.0;26.0;-17.9;89.8;;;;;23.0;26.0;-17.9;89.8
1512;I Horeca;2000;22.0;26.0;0.0;85.9;;;;;22.0;26.0;0.0;85.9
1513;I Horeca;2001;24.0;27.0;4.5;89.7;;;;;24.0;27.0;4.5;89.7
1514;I Horeca;2002;24.0;28.0;4.2;86.1;;;;;24.0;28.0;4.2;86.1
1515;I Horeca;2003;26.0;29.0;4.2;89.5;;;;;26.0;29.0;4.2;89.5
1516;I Horeca;2004;26.0;28.0;-3.8;93.1;;;;;26.0;28.0;-3.8;93.1
1517;I Horeca;2005;29.0;29.0;3.8;100.0;;;;;29.0;29.0;3.8;100.0
1518;I Horeca;2006;32.0;31.0;6.9;103.2;;;;;32.0;31.0;6.9;103.2
1519;I Horeca;2007;33.0;31.0;0.0;106.5;;;;;33.0;31.0;0.0;106.5
1520;I Horeca;2008;33.0;31.0;0.0;106.5;;;;;33.0;31.0;0.0;106.5
1521;I Horeca;2009;31.0;30.0;-3.0;103.1;;;;;31.0;30.0;-3.0;103.1
1522;I Horeca;2010;33.0;32.0;6.5;103.1;;;;;33.0;32.0;6.5;103.1
1523;I Horeca;2011;32.0;31.0;-3.0;103.1;;;;;32.0;31.0;-3.0;103.1
1524;I Horeca;2012;32.0;32.0;3.1;100.0;;;;;32.0;32.0;3.1;100.0
1525;55 Logiesverstrekking;1988;2.0;2.0;;;;;;;2.0;2.0;;
1526;55 Logiesverstrekking;1989;3.0;3.0;;;;;;;3.0;3.0;;
1527;55 Logiesverstrekking;1990;3.0;3.0;;;;;;;3.0;3.0;;
1528;55 Logiesverstrekking;1991;4.0;4.0;;;;;;;4.0;4.0;;
1529;55 Logiesverstrekking;1992;4.0;4.0;;;;;;;4.0;4.0;;
1530;55 Logiesverstrekking;1993;5.0;5.0;;;;;;;5.0;5.0;;
1531;55 Logiesverstrekking;1994;6.0;6.0;;;;;;;6.0;6.0;;
1532;55 Logiesverstrekking;1995;5.0;5.0;;;;;;;5.0;5.0;;
1533;55 Logiesverstrekking;1996;5.0;5.0;;;;;;;5.0;5.0;;
1534;55 Logiesverstrekking;1997;5.0;5.0;;;;;;;5.0;5.0;;
1535;55 Logiesverstrekking;1998;5.0;5.0;;;;;;;5.0;5.0;;
1536;55 Logiesverstrekking;1999;4.0;4.0;;;;;;;4.0;4.0;;
1537;55 Logiesverstrekking;2000;3.0;3.0;;;;;;;3.0;3.0;;
1538;55 Logiesverstrekking;2001;5.0;5.0;;;;;;;5.0;5.0;;
1539;55 Logiesverstrekking;2002;5.0;5.0;;;;;;;5.0;5.0;;
1540;55 Logiesverstrekking;2003;5.0;5.0;;;;;;;5.0;5.0;;
1541;55 Logiesverstrekking;2004;5.0;5.0;;;;;;;5.0;5.0;;
1542;55 Logiesverstrekking;2005;6.0;6.0;;;;;;;6.0;6.0;;
1543;55 Logiesverstrekking;2006;6.0;6.0;;;;;;;6.0;6.0;;
1544;55 Logiesverstrekking;2007;7.0;7.0;;;;;;;7.0;7.0;;
1545;55 Logiesverstrekking;2008;7.0;7.0;;;;;;;7.0;7.0;;
1546;55 Logiesverstrekking;2009;6.0;6.0;;;;;;;6.0;6.0;;
1547;55 Logiesverstrekking;2010;6.0;8.0;;;;;;;6.0;8.0;;
1548;55 Logiesverstrekking;2011;6.0;8.0;;;;;;;6.0;8.0;;
1549;55 Logiesverstrekking;2012;6.0;9.0;;;;;;;6.0;9.0;;
1550;56 Restaurants en cafés;1988;11.0;15.0;;71.5;;;;;11.0;15.0;;71.5
1551;56 Restaurants en cafés;1989;13.0;18.0;18.2;71.5;;;;;13.0;18.0;18.2;71.5
1552;56 Restaurants en cafés;1990;14.0;20.0;7.7;71.5;;;;;14.0;20.0;7.7;71.5
1553;56 Restaurants en cafés;1991;16.0;20.0;0.0;81.8;;;;;16.0;20.0;0.0;81.8
1554;56 Restaurants en cafés;1992;18.0;21.0;6.3;86.6;;;;;18.0;21.0;6.3;86.6
1555;56 Restaurants en cafés;1993;21.0;23.0;11.1;90.9;;;;;21.0;23.0;11.1;90.9
1556;56 Restaurants en cafés;1994;23.0;25.0;9.5;90.9;;;;;23.0;25.0;9.5;90.9
1557;56 Restaurants en cafés;1995;21.0;25.0;0.0;83.0;;;;;21.0;25.0;0.0;83.0
1558;56 Restaurants en cafés;1996;21.0;25.0;0.0;83.0;;;;;21.0;25.0;0.0;83.0
1559;56 Restaurants en cafés;1997;20.0;23.0;-9.5;87.4;;;;;20.0;23.0;-9.5;87.4
1560;56 Restaurants en cafés;1998;23.0;25.0;10.0;91.3;;;;;23.0;25.0;10.0;91.3
1561;56 Restaurants en cafés;1999;19.0;21.0;-17.4;91.3;;;;;19.0;21.0;-17.4;91.3
1562;56 Restaurants en cafés;2000;19.0;21.0;0.0;91.3;;;;;19.0;21.0;0.0;91.3
1563;56 Restaurants en cafés;2001;19.0;21.0;0.0;91.3;;;;;19.0;21.0;0.0;91.3
1564;56 Restaurants en cafés;2002;19.0;22.0;5.3;86.8;;;;;19.0;22.0;5.3;86.8
1565;56 Restaurants en cafés;2003;21.0;23.0;5.3;91.1;;;;;21.0;23.0;5.3;91.1
1566;56 Restaurants en cafés;2004;21.0;22.0;-4.8;95.7;;;;;21.0;22.0;-4.8;95.7
1567;56 Restaurants en cafés;2005;23.0;23.0;4.8;100.0;;;;;23.0;23.0;4.8;100.0
1568;56 Restaurants en cafés;2006;26.0;25.0;8.7;104.0;;;;;26.0;25.0;8.7;104.0
1569;56 Restaurants en cafés;2007;26.0;25.0;0.0;104.0;;;;;26.0;25.0;0.0;104.0
1570;56 Restaurants en cafés;2008;26.0;24.0;-3.8;108.2;;;;;26.0;24.0;-3.8;108.2
1571;56 Restaurants en cafés;2009;25.0;23.0;-3.8;108.2;;;;;25.0;23.0;-3.8;108.2
1572;56 Restaurants en cafés;2010;27.0;24.0;4.0;112.3;;;;;27.0;24.0;4.0;112.3
1573;56 Restaurants en cafés;2011;26.0;23.0;-3.7;112.3;;;;;26.0;23.0;-3.7;112.3
1574;56 Restaurants en cafés;2012;26.0;23.0;0.0;112.3;;;;;26.0;23.0;0.0;112.3
1575;J Informatie en communicatie;1988;1258.0;1297.0;;97.0;533.0;645.0;;82.7;725.0;705.0;;102.9
1576;J Informatie en communicatie;1989;1437.0;1488.0;14.7;96.6;553.0;673.0;4.3;82.2;884.0;862.0;22.3;102.6
1577;J Informatie en communicatie;1990;1670.0;1697.0;14.1;98.4;655.0;781.0;16.1;83.9;1015.0;972.0;12.8;104.4
1578;J Informatie en communicatie;1991;1977.0;1959.0;15.4;100.9;698.0;828.0;6.1;84.3;1279.0;1181.0;21.5;108.3
1579;J Informatie en communicatie;1992;1964.0;1919.0;-2.0;102.3;584.0;688.0;-16.9;84.8;1380.0;1253.0;6.1;110.1
1580;J Informatie en communicatie;1993;2211.0;2135.0;11.3;103.5;633.0;743.0;7.9;85.2;1578.0;1412.0;12.7;111.8
1581;J Informatie en communicatie;1994;2401.0;2274.0;6.5;105.6;691.0;778.0;4.7;88.8;1710.0;1514.0;7.2;113.0
1582;J Informatie en communicatie;1995;2446.0;2207.0;-3.0;110.8;808.0;916.0;17.8;88.2;1638.0;1342.0;-11.3;122.0
1583;J Informatie en communicatie;1996;2842.0;2514.0;13.9;113.1;927.0;1043.0;13.9;88.9;1915.0;1529.0;13.9;125.3
1584;J Informatie en communicatie;1997;3034.0;2773.0;10.3;109.4;997.0;1110.0;6.4;89.8;2037.0;1716.0;12.2;118.7
1585;J Informatie en communicatie;1998;3501.0;3355.0;21.0;104.3;1195.0;1326.0;19.5;90.1;2306.0;2089.0;21.7;110.4
1586;J Informatie en communicatie;1999;4364.0;4236.0;26.2;103.0;1404.0;1532.0;15.6;91.6;2960.0;2753.0;31.8;107.5
1587;J Informatie en communicatie;2000;5075.0;4870.0;15.0;104.2;1619.0;1707.0;11.4;94.9;3456.0;3211.0;16.7;107.6
1588;J Informatie en communicatie;2001;6111.0;5854.0;20.2;104.4;1754.0;1783.0;4.5;98.3;4357.0;4097.0;27.6;106.4
1589;J Informatie en communicatie;2002;5650.0;5641.0;-3.6;100.2;1394.0;1429.0;-19.9;97.6;4256.0;4215.0;2.9;101.0
1590;J Informatie en communicatie;2003;6049.0;6103.0;8.2;99.1;1444.0;1486.0;4.0;97.2;4605.0;4618.0;9.6;99.7
1591;J Informatie en communicatie;2004;6204.0;6207.0;1.7;100.0;1437.0;1457.0;-1.9;98.6;4767.0;4750.0;2.8;100.4
1592;J Informatie en communicatie;2005;6480.0;6480.0;4.4;100.0;1516.0;1516.0;4.0;100.0;4964.0;4964.0;4.5;100.0
1593;J Informatie en communicatie;2006;6660.0;6583.0;1.6;101.2;1298.0;1274.0;-16.0;101.9;5362.0;5309.0;7.0;101.0
