ID;Kenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Totaal15Tot65JaarMetAandoening_2;WelArbeidsgehandicapt_3;NietArbeidsgehandicapt_4
224;Werkkring: zelfstandige;2002;879.0;150.0;96.0;54.0
225;Werkkring: zelfstandige;2003;882.0;155.0;98.0;57.0
226;Werkkring: zelfstandige;2004;916.0;160.0;103.0;57.0
227;Werkkring: zelfstandige;2005;917.0;165.0;100.0;66.0
228;Werkkring: zelfstandige;2006 ;952.0;149.0;85.0;64.0
229;Werkkring: zelfstandige;2007;1005.0;;;
230;Werkkring: zelfstandige;2008;1038.0;174.0;;
231;Werkkring: zelfstandige;2009;1036.0;172.0;103.0;69.0
232;Werkkring: zelfstandige;2010;1049.0;153.0;86.0;67.0
233;Werkkring: zelfstandige;2011;1065.0;127.0;72.0;55.0
234;Werkkring: niet aanwezig;2000;3812.0;1220.0;702.0;518.0
235;Werkkring: niet aanwezig;2001 voor revisie;3780.0;1273.0;752.0;521.0
236;Werkkring: niet aanwezig;2001 na revisie;3865.0;1332.0;805.0;527.0
237;Werkkring: niet aanwezig;2002;3853.0;1373.0;1030.0;344.0
238;Werkkring: niet aanwezig;2003;3935.0;1390.0;1049.0;340.0
239;Werkkring: niet aanwezig;2004;3984.0;1398.0;1057.0;342.0
240;Werkkring: niet aanwezig;2005;3967.0;1414.0;1052.0;362.0
241;Werkkring: niet aanwezig;2006 ;3953.0;1397.0;1016.0;382.0
242;Werkkring: niet aanwezig;2007;3659.0;;;
243;Werkkring: niet aanwezig;2008;3496.0;1225.0;;
244;Werkkring: niet aanwezig;2009;3555.0;1254.0;944.0;306.0
245;Werkkring: niet aanwezig;2010;3626.0;1188.0;899.0;290.0
246;Werkkring: niet aanwezig;2011;3602.0;1134.0;879.0;256.0
247;Arbeidsduur: 12 tot 20 uur per week;2000;578.0;123.0;78.0;45.0
248;Arbeidsduur: 12 tot 20 uur per week;2001 voor revisie;603.0;121.0;78.0;43.0
249;Arbeidsduur: 12 tot 20 uur per week;2001 na revisie;619.0;123.0;79.0;44.0
250;Arbeidsduur: 12 tot 20 uur per week;2002;667.0;132.0;83.0;49.0
251;Arbeidsduur: 12 tot 20 uur per week;2003;664.0;136.0;86.0;51.0
252;Arbeidsduur: 12 tot 20 uur per week;2004;667.0;141.0;85.0;55.0
253;Arbeidsduur: 12 tot 20 uur per week;2005;695.0;146.0;89.0;57.0
254;Arbeidsduur: 12 tot 20 uur per week;2006 ;712.0;150.0;82.0;68.0
255;Arbeidsduur: 12 tot 20 uur per week;2007;720.0;;;
256;Arbeidsduur: 12 tot 20 uur per week;2008;725.0;138.0;;
257;Arbeidsduur: 12 tot 20 uur per week;2009;722.0;144.0;89.0;55.0
258;Arbeidsduur: 12 tot 20 uur per week;2010;708.0;130.0;75.0;55.0
259;Arbeidsduur: 12 tot 20 uur per week;2011;727.0;123.0;76.0;46.0
260;Arbeidsduur: 20 tot 35 uur per week;2000;1645.0;354.0;229.0;126.0
261;Arbeidsduur: 20 tot 35 uur per week;2001 voor revisie;1691.0;362.0;233.0;129.0
262;Arbeidsduur: 20 tot 35 uur per week;2001 na revisie;1662.0;355.0;229.0;126.0
263;Arbeidsduur: 20 tot 35 uur per week;2002;1772.0;368.0;231.0;137.0
264;Arbeidsduur: 20 tot 35 uur per week;2003;1836.0;401.0;249.0;152.0
265;Arbeidsduur: 20 tot 35 uur per week;2004;1851.0;385.0;238.0;147.0
266;Arbeidsduur: 20 tot 35 uur per week;2005;1903.0;397.0;236.0;160.0
267;Arbeidsduur: 20 tot 35 uur per week;2006 ;1911.0;383.0;224.0;158.0
268;Arbeidsduur: 20 tot 35 uur per week;2007;2066.0;;;
269;Arbeidsduur: 20 tot 35 uur per week;2008;2165.0;416.0;;
270;Arbeidsduur: 20 tot 35 uur per week;2009;2234.0;451.0;269.0;182.0
271;Arbeidsduur: 20 tot 35 uur per week;2010;2287.0;412.0;229.0;183.0
272;Arbeidsduur: 20 tot 35 uur per week;2011;2317.0;353.0;199.0;154.0
273;Arbeidsduur: 35 uur of meer per week;2000;4694.0;824.0;456.0;368.0
274;Arbeidsduur: 35 uur of meer per week;2001 voor revisie;4727.0;830.0;462.0;368.0
275;Arbeidsduur: 35 uur of meer per week;2001 na revisie;4654.0;824.0;455.0;368.0
276;Arbeidsduur: 35 uur of meer per week;2002;4571.0;820.0;454.0;366.0
277;Arbeidsduur: 35 uur of meer per week;2003;4468.0;792.0;422.0;369.0
278;Arbeidsduur: 35 uur of meer per week;2004;4423.0;780.0;419.0;361.0
279;Arbeidsduur: 35 uur of meer per week;2005;4375.0;767.0;387.0;380.0
280;Arbeidsduur: 35 uur of meer per week;2006 ;4372.0;762.0;360.0;402.0
281;Arbeidsduur: 35 uur of meer per week;2007;4524.0;;;
282;Arbeidsduur: 35 uur of meer per week;2008;4610.0;731.0;;
283;Arbeidsduur: 35 uur of meer per week;2009;4503.0;710.0;348.0;362.0
284;Arbeidsduur: 35 uur of meer per week;2010;4397.0;609.0;272.0;336.0
285;Arbeidsduur: 35 uur of meer per week;2011;4348.0;503.0;230.0;274.0
286;Arbeidsduur: niet aanwezig;2000;3812.0;1220.0;702.0;518.0
287;Arbeidsduur: niet aanwezig;2001 voor revisie;3780.0;1273.0;752.0;521.0
288;Arbeidsduur: niet aanwezig;2001 na revisie;3865.0;1332.0;805.0;527.0
289;Arbeidsduur: niet aanwezig;2002;3853.0;1373.0;1030.0;344.0
290;Arbeidsduur: niet aanwezig;2003;3935.0;1390.0;1049.0;340.0
291;Arbeidsduur: niet aanwezig;2004;3984.0;1398.0;1057.0;342.0
292;Arbeidsduur: niet aanwezig;2005;3967.0;1414.0;1052.0;362.0
293;Arbeidsduur: niet aanwezig;2006 ;3953.0;1397.0;1016.0;382.0
294;Arbeidsduur: niet aanwezig;2007;3659.0;;;
295;Arbeidsduur: niet aanwezig;2008;3496.0;1225.0;;
296;Arbeidsduur: niet aanwezig;2009;3555.0;1254.0;944.0;306.0
297;Arbeidsduur: niet aanwezig;2010;3626.0;1188.0;899.0;290.0
298;Arbeidsduur: niet aanwezig;2011;3602.0;1134.0;879.0;256.0
299;148;2000;109.0;145.0;145.0;
300;148;2001 voor revisie;136.0;136.0;136.0;
301;148;2001 na revisie;132.0;132.0;132.0;
302;148;2002;131.0;131.0;131.0;
303;148;2003;130.0;130.0;130.0;
304;148;2004;125.0;125.0;125.0;
305;148;2005;122.0;122.0;122.0;
306;148;2006 ;115.0;115.0;115.0;
307;148;2007;;;;
308;148;2008;;;;
309;148;2009;;;;
310;148;2010;;;;
311;148;2011;;;;
312;149;2000;195.0;259.0;199.0;60.0
313;149;2001 voor revisie;276.0;276.0;217.0;58.0
314;149;2001 na revisie;270.0;270.0;211.0;59.0
315;149;2002;305.0;305.0;242.0;63.0
316;149;2003;298.0;298.0;236.0;61.0
317;149;2004;299.0;299.0;237.0;62.0
318;149;2005;290.0;290.0;228.0;62.0
319;149;2006 ;273.0;273.0;218.0;55.0
320;149;2007;;;;
321;149;2008;;;;
322;149;2009;;;;
323;149;2010;;;;
324;149;2011;;;;
325;150;2000;10426.0;2117.0;1121.0;997.0
326;150;2001 voor revisie;10390.0;2174.0;1171.0;1003.0
327;150;2001 na revisie;10398.0;2231.0;1224.0;1007.0
328;150;2002;10428.0;2258.0;1425.0;833.0
329;150;2003;10475.0;2290.0;1440.0;851.0
330;150;2004;10501.0;2280.0;1437.0;842.0
331;150;2005;10528.0;2311.0;1414.0;897.0
332;150;2006 ;10559.0;2304.0;1349.0;954.0
333;150;2007;;;;
334;150;2008;;;;
335;150;2009;;;;
336;150;2010;;;;
337;150;2011;;;;
338;Geslacht: mannen;2000;5434.0;1236.0;752.0;485.0
339;Geslacht: mannen;2001 voor revisie;5470.0;1245.0;761.0;485.0
340;Geslacht: mannen;2001 na revisie;5468.0;1263.0;779.0;484.0
341;Geslacht: mannen;2002;5497.0;1295.0;838.0;457.0
342;Geslacht: mannen;2003;5512.0;1295.0;832.0;463.0
343;Geslacht: mannen;2004;5516.0;1290.0;823.0;467.0
344;Geslacht: mannen;2005;5517.0;1299.0;807.0;492.0
345;Geslacht: mannen;2006 ;5517.0;1255.0;744.0;511.0
346;Geslacht: mannen;2007;5521.0;;;
347;Geslacht: mannen;2008;5533.0;1190.0;;
348;Geslacht: mannen;2009;5536.0;1208.0;736.0;471.0
349;Geslacht: mannen;2010;5533.0;1098.0;662.0;436.0
350;Geslacht: mannen;2011;5517.0;968.0;602.0;366.0
351;Geslacht: vrouwen;2000;5295.0;1286.0;713.0;572.0
352;Geslacht: vrouwen;2001 voor revisie;5332.0;1340.0;763.0;577.0
353;Geslacht: vrouwen;2001 na revisie;5332.0;1370.0;788.0;582.0
354;Geslacht: vrouwen;2002;5366.0;1398.0;959.0;439.0
355;Geslacht: vrouwen;2003;5391.0;1423.0;975.0;449.0
356;Geslacht: vrouwen;2004;5409.0;1413.0;976.0;437.0
357;Geslacht: vrouwen;2005;5423.0;1423.0;956.0;467.0
358;Geslacht: vrouwen;2006 ;5430.0;1437.0;938.0;498.0
359;Geslacht: vrouwen;2007;5447.0;;;
360;Geslacht: vrouwen;2008;5464.0;1320.0;;
361;Geslacht: vrouwen;2009;5478.0;1351.0;915.0;434.0
362;Geslacht: vrouwen;2010;5485.0;1241.0;814.0;427.0
363;Geslacht: vrouwen;2011;5477.0;1145.0;782.0;363.0
364;Leeftijd: 15 tot 25 jaar;2000;1873.0;234.0;85.0;149.0
365;Leeftijd: 15 tot 25 jaar;2001 voor revisie;1888.0;247.0;91.0;156.0
366;Leeftijd: 15 tot 25 jaar;2001 na revisie;1888.0;247.0;91.0;156.0
367;Leeftijd: 15 tot 25 jaar;2002;1907.0;246.0;119.0;127.0
368;Leeftijd: 15 tot 25 jaar;2003;1921.0;244.0;119.0;124.0
369;Leeftijd: 15 tot 25 jaar;2004;1929.0;239.0;117.0;123.0
370;Leeftijd: 15 tot 25 jaar;2005;1937.0;243.0;118.0;124.0
371;Leeftijd: 15 tot 25 jaar;2006 ;1941.0;245.0;113.0;132.0
372;Leeftijd: 15 tot 25 jaar;2007;1957.0;;;
373;Leeftijd: 15 tot 25 jaar;2008;1978.0;246.0;;
374;Leeftijd: 15 tot 25 jaar;2009;1998.0;262.0;136.0;126.0
375;Leeftijd: 15 tot 25 jaar;2010;2006.0;221.0;116.0;105.0
376;Leeftijd: 15 tot 25 jaar;2011;2010.0;202.0;115.0;87.0
377;Leeftijd: 25 tot 35 jarigen;2000;2449.0;409.0;232.0;177.0
378;Leeftijd: 25 tot 35 jarigen;2001 voor revisie;2398.0;402.0;229.0;173.0
379;Leeftijd: 25 tot 35 jarigen;2001 na revisie;2397.0;409.0;234.0;175.0
380;Leeftijd: 25 tot 35 jarigen;2002;2342.0;423.0;264.0;159.0
381;Leeftijd: 25 tot 35 jarigen;2003;2281.0;407.0;247.0;160.0
382;Leeftijd: 25 tot 35 jarigen;2004;2210.0;380.0;234.0;145.0
383;Leeftijd: 25 tot 35 jarigen;2005;2138.0;367.0;219.0;148.0
384;Leeftijd: 25 tot 35 jarigen;2006 ;2097.0;364.0;214.0;150.0
385;Leeftijd: 25 tot 35 jarigen;2007;2024.0;;;
386;Leeftijd: 25 tot 35 jarigen;2008;1995.0;302.0;;
387;Leeftijd: 25 tot 35 jarigen;2009;1980.0;298.0;184.0;113.0
388;Leeftijd: 25 tot 35 jarigen;2010;1976.0;253.0;149.0;104.0
389;Leeftijd: 25 tot 35 jarigen;2011;1980.0;242.0;145.0;96.0
390;Leeftijd: 35 tot 45 jarigen;2000;2530.0;568.0;334.0;234.0
391;Leeftijd: 35 tot 45 jarigen;2001 voor revisie;2559.0;571.0;340.0;231.0
392;Leeftijd: 35 tot 45 jarigen;2001 na revisie;2559.0;574.0;342.0;232.0
393;Leeftijd: 35 tot 45 jarigen;2002;2577.0;585.0;382.0;202.0
394;Leeftijd: 35 tot 45 jarigen;2003;2589.0;609.0;396.0;213.0
395;Leeftijd: 35 tot 45 jarigen;2004;2599.0;601.0;392.0;208.0
396;Leeftijd: 35 tot 45 jarigen;2005;2606.0;600.0;377.0;223.0
397;Leeftijd: 35 tot 45 jarigen;2006 ;2605.0;570.0;339.0;232.0
398;Leeftijd: 35 tot 45 jarigen;2007;2575.0;;;
399;Leeftijd: 35 tot 45 jarigen;2008;2539.0;510.0;;
400;Leeftijd: 35 tot 45 jarigen;2009;2478.0;496.0;304.0;192.0
401;Leeftijd: 35 tot 45 jarigen;2010;2423.0;457.0;275.0;182.0
402;Leeftijd: 35 tot 45 jarigen;2011;2361.0;394.0;258.0;137.0
403;Leeftijd: 45 tot 55 jarigen;2000;2287.0;688.0;456.0;233.0
404;Leeftijd: 45 tot 55 jarigen;2001 voor revisie;2298.0;726.0;478.0;247.0
405;Leeftijd: 45 tot 55 jarigen;2001 na revisie;2298.0;739.0;491.0;248.0
406;Leeftijd: 45 tot 55 jarigen;2002;2282.0;727.0;522.0;205.0
407;Leeftijd: 45 tot 55 jarigen;2003;2279.0;711.0;499.0;212.0
408;Leeftijd: 45 tot 55 jarigen;2004;2290.0;728.0;512.0;216.0
409;Leeftijd: 45 tot 55 jarigen;2005;2310.0;725.0;502.0;222.0
410;Leeftijd: 45 tot 55 jarigen;2006 ;2325.0;727.0;481.0;246.0
411;Leeftijd: 45 tot 55 jarigen;2007;2365.0;;;
412;Leeftijd: 45 tot 55 jarigen;2008;2395.0;668.0;;
413;Leeftijd: 45 tot 55 jarigen;2009;2433.0;691.0;463.0;227.0
414;Leeftijd: 45 tot 55 jarigen;2010;2458.0;645.0;423.0;222.0
415;Leeftijd: 45 tot 55 jarigen;2011;2479.0;555.0;374.0;181.0
416;Leeftijd: 55 tot 65 jarigen;2000;1590.0;623.0;358.0;265.0
417;Leeftijd: 55 tot 65 jarigen;2001 voor revisie;1658.0;639.0;386.0;253.0
418;Leeftijd: 55 tot 65 jarigen;2001 na revisie;1658.0;663.0;410.0;254.0
419;Leeftijd: 55 tot 65 jarigen;2002;1754.0;712.0;510.0;202.0
420;Leeftijd: 55 tot 65 jarigen;2003;1834.0;747.0;544.0;203.0
421;Leeftijd: 55 tot 65 jarigen;2004;1897.0;756.0;544.0;212.0
422;Leeftijd: 55 tot 65 jarigen;2005;1950.0;788.0;547.0;241.0
423;Leeftijd: 55 tot 65 jarigen;2006 ;1979.0;787.0;537.0;250.0
424;Leeftijd: 55 tot 65 jarigen;2007;2047.0;;;
