ID;Kenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Totaal15Tot65JaarMetAandoening_2;WelArbeidsgehandicapt_3;NietArbeidsgehandicapt_4
910;Herkomst: Turkije;2000;202.0;68.0;45.0;23.0
911;Herkomst: Turkije;2001 voor revisie;210.0;69.0;47.0;22.0
912;Herkomst: Turkije;2001 na revisie;211.0;70.0;48.0;22.0
913;Herkomst: Turkije;2002;219.0;72.0;60.0;13.0
914;Herkomst: Turkije;2003;227.0;77.0;59.0;18.0
915;Herkomst: Turkije;2004;235.0;80.0;60.0;20.0
916;Herkomst: Turkije;2005;242.0;78.0;57.0;21.0
917;Herkomst: Turkije;2006 ;247.0;93.0;72.0;21.0
918;Herkomst: Turkije;2007;251.0;;;
919;Herkomst: Turkije;2008;256.0;76.0;;
920;Herkomst: Turkije;2009;262.0;68.0;51.0;17.0
921;Herkomst: Turkije;2010;261.0;64.0;48.0;16.0
922;Herkomst: Turkije;2011;266.0;57.0;45.0;12.0
923;Herkomst: Marokko;2000;167.0;52.0;31.0;21.0
924;Herkomst: Marokko;2001 voor revisie;173.0;48.0;31.0;17.0
925;Herkomst: Marokko;2001 na revisie;174.0;47.0;32.0;15.0
926;Herkomst: Marokko;2002;181.0;50.0;40.0;10.0
927;Herkomst: Marokko;2003;188.0;64.0;49.0;15.0
928;Herkomst: Marokko;2004;195.0;64.0;52.0;13.0
929;Herkomst: Marokko;2005;201.0;54.0;41.0;12.0
930;Herkomst: Marokko;2006 ;205.0;70.0;48.0;22.0
931;Herkomst: Marokko;2007;209.0;;;
932;Herkomst: Marokko;2008;213.0;57.0;;
933;Herkomst: Marokko;2009;216.0;58.0;43.0;14.0
934;Herkomst: Marokko;2010;216.0;48.0;35.0;13.0
935;Herkomst: Marokko;2011;220.0;43.0;29.0;14.0
936;Herkomst: Suriname;2000;213.0;61.0;37.0;24.0
937;Herkomst: Suriname;2001 voor revisie;219.0;59.0;37.0;22.0
938;Herkomst: Suriname;2001 na revisie;218.0;60.0;37.0;22.0
939;Herkomst: Suriname;2002;224.0;60.0;43.0;18.0
940;Herkomst: Suriname;2003;229.0;62.0;44.0;18.0
941;Herkomst: Suriname;2004;233.0;73.0;50.0;23.0
942;Herkomst: Suriname;2005;238.0;65.0;44.0;21.0
943;Herkomst: Suriname;2006 ;242.0;65.0;51.0;14.0
944;Herkomst: Suriname;2007;244.0;;;
945;Herkomst: Suriname;2008;247.0;63.0;;
946;Herkomst: Suriname;2009;250.0;79.0;56.0;22.0
947;Herkomst: Suriname;2010;250.0;57.0;38.0;20.0
948;Herkomst: Suriname;2011;252.0;59.0;44.0;15.0
949;Herkomst: Nederlandse Antillen of Aruba;2000;73.0;14.0;7.0;7.0
950;Herkomst: Nederlandse Antillen of Aruba;2001 voor revisie;80.0;20.0;13.0;7.0
951;Herkomst: Nederlandse Antillen of Aruba;2001 na revisie;80.0;21.0;13.0;8.0
952;Herkomst: Nederlandse Antillen of Aruba;2002;86.0;23.0;16.0;8.0
953;Herkomst: Nederlandse Antillen of Aruba;2003;89.0;25.0;17.0;9.0
954;Herkomst: Nederlandse Antillen of Aruba;2004;90.0;21.0;15.0;6.0
955;Herkomst: Nederlandse Antillen of Aruba;2005;91.0;22.0;13.0;9.0
956;Herkomst: Nederlandse Antillen of Aruba;2006 ;91.0;24.0;17.0;7.0
957;Herkomst: Nederlandse Antillen of Aruba;2007;92.0;;;
958;Herkomst: Nederlandse Antillen of Aruba;2008;93.0;23.0;;
959;Herkomst: Nederlandse Antillen of Aruba;2009;96.0;25.0;16.0;9.0
960;Herkomst: Nederlandse Antillen of Aruba;2010;96.0;19.0;12.0;6.0
961;Herkomst: Nederlandse Antillen of Aruba;2011;98.0;21.0;12.0;8.0
962;Herkomst:niet-westers allochtoon, overig;2000;285.0;53.0;27.0;25.0
963;Herkomst:niet-westers allochtoon, overig;2001 voor revisie;312.0;62.0;39.0;23.0
964;Herkomst:niet-westers allochtoon, overig;2001 na revisie;311.0;62.0;38.0;24.0
965;Herkomst:niet-westers allochtoon, overig;2002;340.0;74.0;49.0;24.0
966;Herkomst:niet-westers allochtoon, overig;2003;363.0;79.0;55.0;24.0
967;Herkomst:niet-westers allochtoon, overig;2004;378.0;85.0;59.0;26.0
968;Herkomst:niet-westers allochtoon, overig;2005;386.0;92.0;62.0;29.0
969;Herkomst:niet-westers allochtoon, overig;2006 ;393.0;85.0;59.0;26.0
970;Herkomst:niet-westers allochtoon, overig;2007;399.0;;;
971;Herkomst:niet-westers allochtoon, overig;2008;411.0;81.0;;
972;Herkomst:niet-westers allochtoon, overig;2009;431.0;82.0;57.0;25.0
973;Herkomst:niet-westers allochtoon, overig;2010;430.0;76.0;50.0;26.0
974;Herkomst:niet-westers allochtoon, overig;2011;450.0;67.0;48.0;19.0
975;Herkomst: onbekend;2000;;;;
976;Herkomst: onbekend;2001 voor revisie;3.0;;;
977;Herkomst: onbekend;2001 na revisie;;;;
978;Herkomst: onbekend;2002;;;;
979;Herkomst: onbekend;2003;;;;
980;Herkomst: onbekend;2004;;;;
981;Herkomst: onbekend;2005;;;;
982;Herkomst: onbekend;2006 ;;;;
983;Herkomst: onbekend;2007;;;;
984;Herkomst: onbekend;2008;;;;
985;Herkomst: onbekend;2009;;;;
986;Herkomst: onbekend;2010;12.0;;;
987;Herkomst: onbekend;2011;21.0;2.0;;
988;201;2000;1327.0;1327.0;889.0;438.0
989;201;2001 voor revisie;1339.0;1339.0;909.0;430.0
990;201;2001 na revisie;1370.0;1370.0;937.0;433.0
991;201;2002;;;;
992;201;2003;;;;
993;201;2004;;;;
994;201;2005;;;;
995;201;2006 ;;;;
996;201;2007;;;;
997;201;2008;;;;
998;201;2009;;;;
999;201;2010;;;;
1000;201;2011;;;;
1001;202;2000;;;;
1002;202;2001 voor revisie;;;;
1003;202;2001 na revisie;;;;
1004;202;2002;730.0;730.0;599.0;131.0
1005;202;2003;775.0;775.0;639.0;136.0
1006;202;2004;748.0;748.0;623.0;125.0
1007;202;2005;759.0;759.0;614.0;145.0
1008;202;2006 ;729.0;729.0;582.0;147.0
1009;202;2007;;;;
1010;202;2008;;;;
1011;202;2009;;;;
1012;202;2010;;;;
1013;202;2011;;;;
1014;203;2000;;;;
1015;203;2001 voor revisie;;;;
1016;203;2001 na revisie;;;;
1017;203;2002;810.0;810.0;649.0;161.0
1018;203;2003;857.0;857.0;696.0;161.0
1019;203;2004;838.0;838.0;680.0;158.0
1020;203;2005;871.0;871.0;691.0;180.0
1021;203;2006 ;836.0;836.0;653.0;184.0
1022;203;2007;;;;
1023;203;2008;;;;
1024;203;2009;;;;
1025;203;2010;;;;
1026;203;2011;;;;
1027;204;2000;;;;
1028;204;2001 voor revisie;;;;
1029;204;2001 na revisie;;;;
1030;204;2002;1219.0;1219.0;958.0;261.0
1031;204;2003;1234.0;1234.0;964.0;269.0
1032;204;2004;1182.0;1182.0;942.0;239.0
1033;204;2005;1186.0;1186.0;919.0;268.0
1034;204;2006 ;1157.0;1157.0;881.0;276.0
1035;204;2007;;;;
1036;204;2008;;;;
1037;204;2009;;;;
1038;204;2010;;;;
1039;204;2011;;;;
1040;205;2000;407.0;407.0;281.0;126.0
1041;205;2001 voor revisie;430.0;430.0;301.0;129.0
1042;205;2001 na revisie;434.0;434.0;305.0;128.0
1043;205;2002;483.0;483.0;385.0;98.0
1044;205;2003;476.0;476.0;379.0;98.0
1045;205;2004;467.0;467.0;374.0;93.0
1046;205;2005;451.0;451.0;359.0;92.0
1047;205;2006 ;436.0;436.0;332.0;104.0
1048;205;2007;;;;
1049;205;2008;;;;
1050;205;2009;;;;
1051;205;2010;;;;
1052;205;2011;;;;
1053;206;2000;264.0;264.0;166.0;98.0
1054;206;2001 voor revisie;310.0;310.0;190.0;120.0
1055;206;2001 na revisie;325.0;325.0;204.0;121.0
1056;206;2002;322.0;322.0;234.0;89.0
1057;206;2003;346.0;346.0;247.0;99.0
1058;206;2004;359.0;359.0;247.0;111.0
1059;206;2005;369.0;369.0;247.0;122.0
1060;206;2006 ;378.0;378.0;239.0;139.0
1061;206;2007;;;;
1062;206;2008;;;;
1063;206;2009;;;;
1064;206;2010;;;;
1065;206;2011;;;;
1066;207;2000;430.0;430.0;208.0;222.0
1067;207;2001 voor revisie;415.0;415.0;205.0;210.0
1068;207;2001 na revisie;425.0;425.0;213.0;211.0
1069;207;2002;449.0;449.0;255.0;194.0
1070;207;2003;454.0;454.0;271.0;183.0
1071;207;2004;435.0;435.0;258.0;177.0
1072;207;2005;444.0;444.0;255.0;189.0
1073;207;2006 ;439.0;439.0;249.0;190.0
1074;207;2007;;;;
1075;207;2008;;;;
1076;207;2009;;;;
1077;207;2010;;;;
1078;207;2011;;;;
1079;208;2000;298.0;298.0;202.0;96.0
1080;208;2001 voor revisie;284.0;284.0;199.0;85.0
1081;208;2001 na revisie;291.0;291.0;205.0;86.0
1082;208;2002;298.0;298.0;225.0;74.0
1083;208;2003;324.0;324.0;252.0;72.0
1084;208;2004;310.0;310.0;240.0;70.0
1085;208;2005;314.0;314.0;236.0;77.0
1086;208;2006 ;304.0;304.0;213.0;91.0
1087;208;2007;;;;
1088;208;2008;;;;
1089;208;2009;;;;
1090;208;2010;;;;
1091;208;2011;;;;
1092;209;2000;161.0;161.0;78.0;83.0
1093;209;2001 voor revisie;172.0;172.0;92.0;80.0
1094;209;2001 na revisie;178.0;178.0;97.0;81.0
1095;209;2002;181.0;181.0;110.0;71.0
1096;209;2003;199.0;199.0;118.0;81.0
1097;209;2004;218.0;218.0;130.0;87.0
1098;209;2005;214.0;214.0;124.0;90.0
1099;209;2006 ;240.0;240.0;138.0;102.0
1100;209;2007;;;;
1101;209;2008;;;;
1102;209;2009;;;;
1103;209;2010;;;;
1104;209;2011;;;;
1105;210;2000;103.0;103.0;61.0;43.0
1106;210;2001 voor revisie;116.0;116.0;65.0;52.0
1107;210;2001 na revisie;117.0;117.0;66.0;51.0
1108;210;2002;105.0;105.0;65.0;40.0
1109;210;2003;123.0;123.0;75.0;47.0
1110;210;2004;114.0;114.0;71.0;44.0
1111;210;2005;122.0;122.0;76.0;46.0
1112;210;2006 ;105.0;105.0;57.0;49.0
1113;210;2007;;;;
1114;210;2008;;;;
1115;210;2009;;;;
1116;210;2010;;;;
1117;210;2011;;;;
1118;211;2000;419.0;419.0;333.0;85.0
1119;211;2001 voor revisie;430.0;430.0;348.0;82.0
1120;211;2001 na revisie;444.0;444.0;361.0;83.0
1121;211;2002;472.0;472.0;406.0;66.0
1122;211;2003;486.0;486.0;421.0;65.0
1123;211;2004;471.0;471.0;406.0;66.0
1124;211;2005;484.0;484.0;410.0;73.0
1125;211;2006 ;476.0;476.0;397.0;78.0
1126;211;2007;;;;
1127;211;2008;;;;
1128;211;2009;;;;
1129;211;2010;;;;
1130;211;2011;;;;
1131;212;2000;206.0;206.0;124.0;82.0
1132;212;2001 voor revisie;198.0;198.0;122.0;76.0
1133;212;2001 na revisie;202.0;202.0;124.0;78.0
1134;212;2002;201.0;201.0;147.0;54.0
1135;212;2003;224.0;224.0;165.0;59.0
1136;212;2004;207.0;207.0;151.0;55.0
1137;212;2005;202.0;202.0;144.0;58.0
1138;212;2006 ;202.0;202.0;136.0;66.0
1139;212;2007;;;;
1140;212;2008;;;;
1141;212;2009;;;;
1142;212;2010;;;;
1143;212;2011;;;;
1144;213;2000;;;;
1145;213;2001 voor revisie;;;;
1146;213;2001 na revisie;;;;
1147;213;2002;62.0;62.0;40.0;23.0
1148;213;2003;59.0;59.0;42.0;18.0
1149;213;2004;54.0;54.0;34.0;20.0
1150;213;2005;50.0;50.0;36.0;14.0
1151;213;2006 ;56.0;56.0;35.0;21.0
1152;213;2007;;;;
1153;213;2008;;;;
1154;213;2009;;;;
1155;213;2010;;;;
1156;213;2011;;;;
1157;214;2000;;;;
1158;214;2001 voor revisie;;;;
1159;214;2001 na revisie;;;;
1160;214;2002;105.0;105.0;86.0;19.0
1161;214;2003;104.0;104.0;86.0;18.0
1162;214;2004;112.0;112.0;91.0;20.0
1163;214;2005;106.0;106.0;88.0;17.0
1164;214;2006 ;104.0;104.0;80.0;23.0
1165;214;2007;;;;
1166;214;2008;;;;
1167;214;2009;;;;
1168;214;2010;;;;
1169;214;2011;;;;
1170;215;2000;354.0;354.0;172.0;182.0
1171;215;2001 voor revisie;375.0;375.0;189.0;187.0
1172;215;2001 na revisie;375.0;375.0;191.0;183.0
1173;215;2002;211.0;211.0;100.0;111.0
1174;215;2003;230.0;230.0;112.0;117.0
1175;215;2004;222.0;222.0;108.0;114.0
1176;215;2005;242.0;242.0;120.0;122.0
1177;215;2006 ;243.0;243.0;118.0;125.0
1178;215;2007;;;;
1179;215;2008;;;;
1180;215;2009;;;;
1181;215;2010;;;;
1182;215;2011;;;;
