ID;Toepassingsgroepen;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Totaal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;GebruikPerJaarPerHectare_30;DoseringPerJaarPerHectare_31
88;Totaal van alle werkzame stoffen;Potplanten, voor de bloei onder glas;2012;452.0;97.3;854;98.5;79.0;79.6;82.7;80.4;81.5;78.0;89.9;82.2;81.8;81.9;79.0;83.1;21113;6.2;5.6;7.0;7.9;7.4;8.0;15.9;9.3;9.6;7.3;8.3;7.6;24.4;24.7
89;Totaal van alle werkzame stoffen;Potplanten, voor de bloei onder glas;2016;381.0;97.0;922;98.5;84.6;87.2;88.5;87.4;94.2;92.2;92.0;90.2;87.2;84.0;86.1;83.4;14559;8.5;7.2;9.4;8.7;9.1;15.5;8.5;9.1;7.8;5.8;4.4;6.0;15.6;15.8
90;Totaal van alle werkzame stoffen;Prei;2012;354.0;82.3;2079;85.7;30.5;0.0;41.1;32.0;56.3;65.2;75.1;70.3;68.7;87.3;87.3;49.6;10783;0.1;0.0;5.3;4.4;11.4;12.4;22.2;13.3;12.6;12.4;5.3;0.5;4.4;5.2
91;Totaal van alle werkzame stoffen;Prei;2016;271.0;95.9;2070;95.5;9.5;0.0;42.7;37.8;51.9;49.5;88.8;91.7;83.4;81.9;61.2;17.2;11215;0.1;0.0;1.7;3.1;8.7;6.0;20.6;22.5;12.3;15.0;9.1;0.8;5.2;5.4
92;Totaal van alle werkzame stoffen;Rozenstruiken;2012;125.0;93.8;468;94.7;60.8;57.0;83.3;64.8;82.1;88.6;79.3;76.6;39.0;7.6;7.6;7.6;4094;0.6;2.1;5.2;4.5;9.0;21.0;24.3;19.3;4.4;6.6;2.1;0.9;8.3;8.7
93;Totaal van alle werkzame stoffen;Rozenstruiken;2016;110.0;84.0;367;87.0;18.1;20.9;47.5;67.8;81.6;79.2;72.9;77.5;44.9;22.8;18.1;13.9;2623;0.4;1.4;4.6;4.8;6.3;17.2;25.1;27.6;7.1;3.0;1.0;1.6;6.2;7.2
94;Totaal van alle werkzame stoffen;Rozen onder glas;2012;182.0;98.6;407;99.8;96.9;95.8;85.8;87.3;84.8;84.1;91.4;83.5;79.7;96.1;92.0;90.6;42202;7.6;8.4;7.4;8.1;7.1;8.1;14.4;8.1;8.3;9.6;6.6;6.2;103.6;103.8
95;Totaal van alle werkzame stoffen;Rozen onder glas;2016;98.0;96.3;250;97.6;91.4;97.6;98.7;87.5;89.8;95.8;93.7;95.6;93.6;90.4;92.0;89.0;20991;10.0;8.0;8.8;7.6;8.0;15.1;8.3;5.7;7.0;6.9;7.7;6.9;81.8;83.9
96;Totaal van alle werkzame stoffen;Schorseneren;2012;135.0;100.0;881;100.0;0.0;0.0;1.0;41.6;88.8;74.2;85.6;21.4;54.1;0.0;0.0;0.0;9326;0.0;0.0;0.1;3.7;17.6;4.1;42.2;5.3;27.0;0.0;0.0;0.0;10.6;10.6
97;Totaal van alle werkzame stoffen;Schorseneren;2016;74.0;90.2;414;90.1;0.0;0.0;0.0;78.6;88.4;56.2;71.9;63.1;59.8;2.1;0.0;0.0;2122;0.0;0.0;0.0;23.6;22.4;15.6;19.8;10.7;7.8;0.1;0.0;0.0;4.6;5.1
98;Totaal van alle werkzame stoffen;Sierconiferen;2012;759.0;87.6;2860;93.2;81.6;81.6;80.8;47.6;58.4;62.6;87.5;74.6;85.0;89.0;88.1;81.2;16227;8.9;9.5;4.7;8.4;10.2;8.7;9.7;9.4;6.2;6.4;1.7;16.2;5.3;5.7
99;Totaal van alle werkzame stoffen;Sierconiferen;2016;659.0;78.5;2635;86.2;20.0;17.5;33.6;51.9;59.6;67.8;56.8;57.6;48.5;26.2;12.6;17.0;9332;5.0;3.5;5.6;8.6;12.6;17.2;16.6;12.4;11.1;2.9;1.0;3.4;3.1;3.5
100;Totaal van alle werkzame stoffen;Totaal sluitkool;2012;461.0;94.0;2514;96.1;12.5;12.5;12.5;26.8;51.7;54.8;87.5;97.0;92.1;56.3;31.5;9.0;9101;0.5;1.1;5.4;4.8;21.5;8.7;9.3;14.6;27.1;6.3;0.0;0.6;3.5;3.6
101;Totaal van alle werkzame stoffen;Totaal sluitkool;2016;366.0;95.7;2671;95.5;4.8;4.5;11.8;41.3;73.5;79.6;94.4;92.6;83.8;37.4;1.0;1.5;10223;0.1;0.4;1.4;12.4;18.8;7.7;17.0;22.8;14.5;4.0;0.1;0.8;3.7;3.8
102;Totaal van alle werkzame stoffen;Spruitkool;2012;197.0;85.0;2547;94.1;0.0;0.0;20.6;31.8;71.0;82.1;83.6;83.6;70.1;90.2;90.2;90.2;17100;0.0;0.0;8.0;2.0;9.0;5.0;23.2;22.7;14.9;10.7;4.2;0.3;6.3;6.7
103;Totaal van alle werkzame stoffen;Spruitkool;2016;174.0;84.2;2391;91.7;0.0;0.0;9.3;62.1;73.4;96.1;87.1;80.1;70.6;60.7;25.2;3.7;14060;0.0;0.0;1.9;13.3;6.7;10.0;19.9;23.8;14.0;7.5;2.7;0.2;5.4;5.9
104;Totaal van alle werkzame stoffen;Stamsperziebonen;2012;295.0;82.2;2212;92.6;0.0;0.0;0.0;6.2;44.0;58.0;80.5;53.2;17.6;7.3;0.0;0.0;7343;0.0;0.0;0.0;3.5;21.6;21.7;38.8;9.1;4.6;0.6;0.0;0.0;3.1;3.3
105;Totaal van alle werkzame stoffen;Stamsperziebonen;2016;336.0;98.0;2339;98.0;0.0;0.0;0.0;25.9;45.3;67.7;86.8;61.9;22.6;0.0;0.0;0.0;8123;0.0;0.0;0.0;14.0;16.8;24.7;28.9;12.4;3.3;0.0;0.0;0.0;3.4;3.5
106;Totaal van alle werkzame stoffen;Suikerbieten;2012;8311.0;99.2;72207;99.3;0.0;52.4;71.0;79.2;94.1;49.7;29.1;77.9;45.2;21.0;0.0;0.0;357721;0.0;0.2;13.5;26.5;38.3;10.8;2.1;5.7;2.6;0.2;0.0;0.0;4.9;5.0
107;Totaal van alle werkzame stoffen;Suikerbieten;2016;7800.0;99.7;70513;99.7;0.0;0.4;15.6;62.5;88.0;58.8;55.3;63.6;40.7;5.3;0.0;0.0;272729;0.0;0.1;5.3;20.9;41.5;20.3;3.1;5.2;3.3;0.3;0.0;0.0;3.9;3.9
108;Totaal van alle werkzame stoffen;Tarwe, winter;2012;8636.0;99.6;131973;96.8;90.8;80.5;98.3;71.4;71.9;41.2;6.4;9.7;4.4;4.8;2.2;2.2;294183;0.3;0.0;20.4;25.1;39.2;4.4;1.3;3.6;2.6;2.2;0.6;0.3;2.2;2.2
109;Totaal van alle werkzame stoffen;Tarwe, winter;2016;6913.0;95.2;113056;96.6;0.7;0.0;29.6;90.3;88.2;52.1;18.7;0.7;3.9;15.3;14.1;8.7;204715;0.0;0.0;4.3;42.7;34.8;6.2;3.1;0.3;2.3;2.6;0.8;2.9;1.7;1.8
110;Totaal van alle werkzame stoffen;Tarwe, zomer;2012;1738.0;78.6;12407;81.4;0.0;32.2;32.2;7.2;85.9;67.6;0.0;10.5;3.1;0.0;0.0;0.0;29053;0.0;5.0;21.4;2.6;50.4;10.6;0.0;9.0;1.0;0.0;0.0;0.0;1.9;2.3
111;Totaal van alle werkzame stoffen;Tarwe, zomer;2016;1555.0;86.0;9844;89.1;0.0;0.0;0.0;24.5;72.6;55.6;14.6;4.3;0.0;0.0;0.0;0.0;15237;0.0;0.0;0.0;14.0;63.0;16.8;1.7;4.4;0.0;0.0;0.0;0.0;1.4;1.5
112;Totaal van alle werkzame stoffen;Totaal tomaten;2012;319.0;96.4;1658;98.0;45.2;57.1;71.5;74.2;84.6;83.1;92.7;86.5;90.3;88.2;56.5;36.0;18969;2.6;5.4;8.5;8.3;11.8;11.2;11.5;13.7;11.3;9.8;3.7;2.3;11.2;11.4
113;Totaal van alle werkzame stoffen;Totaal tomaten;2016;263.0;95.8;1696;99.5;62.7;49.1;66.0;80.6;86.3;89.5;85.3;86.2;84.8;81.6;64.4;69.0;23129;6.1;5.5;10.0;13.4;7.4;7.1;12.3;11.0;10.5;7.5;2.7;6.4;13.6;13.6
114;Totaal van alle werkzame stoffen;Tulpen open grond;2012;865.0;98.7;11152;99.1;100.0;99.4;100.0;77.9;90.8;85.8;79.7;64.4;67.3;86.0;85.2;85.2;379836;7.9;3.8;9.0;10.9;14.5;11.3;3.8;2.7;9.9;15.0;6.6;4.6;33.8;34.1
115;Totaal van alle werkzame stoffen;Tulpen open grond;2016;854.0;97.0;12798;96.9;66.0;45.6;58.2;93.9;95.1;96.2;40.9;20.0;32.6;47.1;23.2;38.1;359572;9.2;3.1;5.8;16.0;19.3;18.7;1.6;0.5;4.7;8.3;4.9;8.0;27.2;28.1
116;Totaal van alle werkzame stoffen;Vaste planten;2012;495.0;82.7;1207;86.3;70.1;70.7;70.7;65.7;59.4;49.7;69.8;73.1;71.3;77.0;77.0;77.0;25303;11.1;3.7;3.8;4.1;6.1;10.4;21.2;10.0;6.8;9.5;11.4;1.8;18.1;21.0
117;Totaal van alle werkzame stoffen;Vaste planten;2016;464.0;88.3;1696;98.1;32.9;17.8;57.6;74.4;85.5;81.1;75.9;76.5;72.5;54.0;32.6;18.6;11951;5.0;1.5;1.7;16.1;14.2;23.9;9.3;11.9;8.5;4.1;3.1;0.6;6.9;7.0
118;Totaal van alle werkzame stoffen;Vlas;2012;264.0;99.1;2067;99.5;0.0;28.1;65.2;29.0;95.0;10.7;0.0;1.6;2.8;2.1;0.0;0.0;4163;0.0;1.1;30.1;1.6;60.0;1.6;0.0;1.0;2.9;1.8;0.0;0.0;2.0;2.0
119;Totaal van alle werkzame stoffen;Vlas;2016;322.0;92.9;2261;93.6;0.0;3.2;41.3;62.4;71.5;21.8;0.0;1.0;1.7;0.0;0.0;0.0;1919;0.0;5.8;37.5;17.1;34.3;3.6;0.0;1.6;0.1;0.0;0.0;0.0;0.8;0.8
120;Totaal van alle werkzame stoffen;Vruchtbomen;2012;184.0;93.8;1391;98.2;85.7;85.7;95.6;58.1;75.9;62.7;87.6;62.3;59.4;79.9;79.9;79.9;50950;0.2;6.2;30.4;3.7;7.4;7.3;8.1;8.6;19.6;3.2;3.1;2.3;36.0;36.6
121;Totaal van alle werkzame stoffen;Vruchtbomen;2016;199.0;91.9;1601;97.7;4.8;16.2;41.1;65.8;89.7;93.7;93.4;84.9;73.5;57.4;45.9;22.2;36209;0.1;0.6;2.1;4.5;10.1;18.9;16.0;15.8;10.4;11.3;7.8;2.3;22.1;22.6
122;Totaal van alle werkzame stoffen;Winterpeen;2012;842.0;94.2;5812;94.1;0.0;19.9;19.9;11.0;74.0;65.8;74.4;79.6;74.5;22.9;0.0;0.0;26380;0.0;0.2;3.1;4.4;38.6;12.2;20.5;9.7;8.9;2.4;0.0;0.0;4.3;4.5
123;Totaal van alle werkzame stoffen;Winterpeen;2016;815.0;89.2;6058;91.2;0.0;1.6;1.6;32.7;82.4;76.8;72.8;87.5;77.9;33.3;0.0;0.0;22055;0.0;0.1;0.3;7.4;34.1;27.8;11.7;9.3;6.9;2.3;0.0;0.0;3.3;3.6
124;Totaal van alle werkzame stoffen;Witlofwortel;2012;428.0;92.5;3176;94.6;0.0;0.0;25.8;25.8;82.0;86.4;53.7;51.3;68.3;4.8;4.8;0.0;15625;0.0;0.0;1.5;4.9;53.8;25.8;7.1;1.6;5.1;0.2;0.0;0.0;4.7;4.9
125;Totaal van alle werkzame stoffen;Witlofwortel;2016;383.0;92.4;2749;94.9;0.0;0.0;4.5;34.8;84.3;74.6;51.7;42.7;28.2;13.7;3.3;0.0;11363;0.0;0.0;0.4;14.6;50.2;28.2;3.7;1.7;0.5;0.4;0.1;0.0;3.9;4.1
126;Totaal van alle werkzame stoffen;Zaai-uien;2012;2772.0;100.0;20993;100.0;11.7;0.0;64.5;90.0;73.9;79.5;100.0;94.2;3.4;0.0;0.0;0.0;406325;0.2;0.0;2.0;8.5;6.5;15.2;40.7;26.8;0.1;0.0;0.0;0.0;19.4;19.4
127;Totaal van alle werkzame stoffen;Zaai-uien;2016;2929.0;95.2;23390;93.3;2.7;0.0;41.0;76.6;90.7;84.8;96.9;93.8;17.3;2.6;2.0;2.0;413805;0.6;0.0;2.3;7.4;10.5;17.3;31.3;29.1;1.4;0.1;0.0;0.0;16.5;17.7
128;Totaal van alle werkzame stoffen;Zetmeelaardappelen;2012;1439.0;97.5;42745;98.7;0.0;45.8;53.0;44.3;84.2;73.6;97.4;90.5;90.2;38.3;0.0;0.0;553372;0.0;0.2;2.8;3.0;5.8;21.4;39.1;18.9;7.5;1.3;0.0;0.0;12.8;12.9
129;Totaal van alle werkzame stoffen;Zetmeelaardappelen;2016;1517.0;95.1;41957;97.2;0.0;0.4;22.4;61.4;86.9;91.5;99.1;98.7;92.8;37.8;0.0;0.0;501728;0.0;0.0;0.6;5.7;8.3;15.8;35.0;23.3;9.0;2.4;0.0;0.0;11.6;12.0
130;Schimmel- en bacteriënbestrijding;Totaal gewassen/teeltsectoren;2012;;;475561;61.2;4.5;5.8;9.4;15.7;28.0;37.8;33.4;32.5;20.8;9.5;7.6;6.6;2836160;0.6;0.7;3.7;8.1;9.6;20.0;30.3;13.7;5.3;4.2;2.3;1.5;3.7;6.0
131;Schimmel- en bacteriënbestrijding;Totaal gewassen/teeltsectoren;2016;;;472085;63.8;1.0;1.1;6.2;24.1;32.3;41.5;38.7;34.6;22.7;5.5;2.3;1.4;2757150;0.3;0.3;2.1;10.6;10.7;21.6;28.6;16.7;4.5;2.4;1.4;0.9;3.7;5.8
132;Schimmel- en bacteriënbestrijding;Totaal akkerbouw;2012;;;394513;57.9;1.6;2.4;5.1;12.0;25.2;35.9;29.4;28.9;16.7;4.7;3.0;2.0;1643054;0.0;0.3;0.6;3.9;6.1;26.3;43.2;16.1;3.2;0.2;0.1;0.0;2.4;4.2
133;Schimmel- en bacteriënbestrijding;Totaal akkerbouw;2016;;;390426;61.0;0.1;0.1;3.5;20.4;29.2;39.0;36.1;31.6;19.5;1.7;0.2;0.1;1703271;0.1;0.0;0.3;6.3;6.3;23.7;38.9;20.9;3.4;0.1;0.0;0.0;2.7;4.4
134;Schimmel- en bacteriënbestrijding;Totaal bloembollen en -knollen;2012;;;20539;98.0;50.8;57.3;65.2;73.6;83.6;80.3;59.4;46.8;53.9;60.0;60.0;59.9;560853;0.8;0.5;5.5;12.7;15.4;12.5;10.5;10.1;8.9;13.9;6.3;2.8;26.8;27.3
135;Schimmel- en bacteriënbestrijding;Totaal bloembollen en -knollen;2016;;;22348;95.0;6.4;10.4;35.6;87.0;87.7;85.4;40.4;32.8;35.9;33.3;19.6;14.0;466002;0.0;0.3;3.6;17.5;20.0;20.4;8.1;7.7;7.5;7.5;4.3;2.9;19.8;20.9
136;Schimmel- en bacteriënbestrijding;Totaal bloemen onder glas;2012;;;2935;86.5;65.7;62.7;65.0;57.7;62.1;57.8;67.7;59.2;60.2;66.3;68.0;63.7;75217;7.9;8.9;7.0;6.3;7.3;7.3;12.8;8.2;8.2;9.4;8.7;8.0;22.2;25.6
137;Schimmel- en bacteriënbestrijding;Totaal bloemen onder glas;2016;;;2486;86.8;61.3;63.5;64.6;64.1;61.7;66.8;59.1;58.6;61.4;59.0;63.3;63.8;39218;8.6;8.6;8.6;7.7;6.8;12.8;7.3;6.8;7.4;7.5;9.1;9.0;13.7;15.8
138;Schimmel- en bacteriënbestrijding;Totaal boom- en bloemkwekerij;2012;;;13513;81.9;18.8;18.0;19.1;22.9;49.0;55.4;69.2;62.5;38.7;33.8;34.8;31.7;86379;4.8;2.8;5.2;7.4;9.3;11.0;16.5;12.2;14.5;6.9;6.2;3.1;5.2;6.4
139;Schimmel- en bacteriënbestrijding;Totaal boom- en bloemkwekerij;2016;;;11777;69.2;5.3;5.5;8.6;24.6;40.2;53.9;55.1;51.0;38.0;16.8;7.5;4.6;69543;0.2;0.2;0.6;5.9;12.8;23.4;18.1;15.4;10.9;6.5;4.6;1.3;4.1;5.9
140;Schimmel- en bacteriënbestrijding;Totaal champignons;2012;16.0;11.9;4;6.3;0.0;0.0;0.0;0.6;0.6;6.8;0.0;0.1;0.1;6.4;6.3;7.2;37;0.0;0.0;0.0;4.7;3.1;13.9;0.0;4.8;2.9;14.7;19.1;36.8;0.6;8.9
141;Schimmel- en bacteriënbestrijding;Totaal champignons;2016;26.0;22.6;19;32.9;1.8;1.8;1.8;14.8;15.7;20.1;7.1;7.1;28.7;26.8;25.8;25.8;158;2.4;1.9;1.9;8.3;11.9;10.4;5.5;7.3;10.4;15.8;13.1;11.1;2.7;8.3
142;Schimmel- en bacteriënbestrijding;Totaal fruit open grond;2012;;;16055;99.6;44.1;54.5;93.3;95.8;81.3;81.7;85.3;83.7;61.8;69.7;72.7;82.7;373835;0.2;0.3;13.3;21.7;17.3;10.7;12.0;8.3;3.3;4.8;4.0;4.1;23.2;23.3
143;Schimmel- en bacteriënbestrijding;Totaal fruit open grond;2016;;;16453;98.0;4.6;3.7;53.8;96.9;98.5;93.1;93.1;85.2;58.1;53.0;27.9;14.3;396924;0.2;0.2;7.1;22.8;19.2;17.0;14.5;8.7;2.7;4.2;2.4;1.0;23.6;24.1
144;Schimmel- en bacteriënbestrijding;Totaal glasgroenten;2012;;;3458;88.3;25.0;33.5;50.5;60.3;57.8;60.7;68.1;63.5;62.6;50.7;19.6;20.2;33878;4.3;4.2;7.4;9.5;9.5;11.4;11.1;15.2;12.0;8.1;3.5;3.8;8.7;9.8
145;Schimmel- en bacteriënbestrijding;Totaal glasgroenten;2016;;;3473;88.8;33.3;33.8;44.7;61.3;56.0;56.6;61.6;55.1;45.8;37.5;18.8;24.7;28863;6.5;5.2;10.6;12.5;8.5;9.0;11.3;12.5;9.2;7.1;1.7;6.0;7.4;8.3
146;Schimmel- en bacteriënbestrijding;Totaal groenten open grond;2012;;;24545;70.3;0.2;4.0;5.3;5.0;9.1;16.7;47.0;49.3;46.0;24.1;15.4;9.7;62906;0.0;0.1;1.1;0.8;4.6;10.2;28.7;24.1;21.6;6.5;2.0;0.2;1.8;2.6
147;Schimmel- en bacteriënbestrijding;Totaal groenten open grond;2016;;;25104;70.9;0.4;0.5;3.5;6.4;10.6;22.3;45.1;54.2;42.5;19.8;7.0;1.4;53170;0.1;0.0;0.7;3.2;6.1;10.8;22.1;30.0;16.2;7.3;3.1;0.3;1.5;2.1
148;Schimmel- en bacteriënbestrijding;Aardbeien, onder glas;2012;276.0;97.8;287;99.7;35.3;53.5;81.7;75.4;49.4;31.1;34.6;69.3;77.5;71.8;42.2;43.0;4955;2.7;5.4;11.8;14.9;4.5;2.8;3.9;13.7;18.3;9.7;5.7;6.9;17.2;17.3
149;Schimmel- en bacteriënbestrijding;Aardbeien, onder glas;2016;245.0;96.7;332;98.8;52.4;52.4;82.5;84.0;50.4;42.5;41.5;76.3;85.4;51.8;40.8;51.0;4556;9.2;6.4;15.9;9.5;5.1;3.8;6.5;14.5;11.9;5.6;3.3;8.4;13.6;13.7
150;Schimmel- en bacteriënbestrijding;Aardbeien, productie;2012;323.0;75.5;1376;92.6;0.0;94.1;94.1;88.4;89.7;84.5;84.2;85.7;68.1;1.4;1.4;0.0;14762;0.0;0.5;3.5;2.2;15.0;26.0;27.3;22.3;3.0;0.1;0.1;0.0;9.9;10.7
151;Schimmel- en bacteriënbestrijding;Aardbeien, productie;2016;307.0;92.4;1354;99.4;0.0;12.5;57.9;87.4;96.9;90.0;70.7;81.9;34.4;12.3;7.7;0.0;10543;0.0;0.2;2.5;12.5;22.9;23.8;17.1;13.3;2.4;3.0;2.3;0.0;7.7;7.8
152;Schimmel- en bacteriënbestrijding;Appels;2012;1321.0;94.8;7902;99.4;67.4;55.9;86.5;94.8;90.0;89.9;91.9;85.8;77.0;64.3;70.3;90.5;212040;0.2;0.6;5.7;22.6;20.3;10.7;11.9;8.1;3.4;4.0;5.7;6.9;26.7;26.8
153;Schimmel- en bacteriënbestrijding;Appels;2016;1041.0;96.0;7124;97.0;6.7;8.1;61.9;98.1;98.1;95.1;92.8;83.4;66.5;57.8;46.2;25.2;175851;0.2;0.5;5.7;20.1;20.6;17.5;15.4;9.5;1.8;3.1;3.9;1.6;24.0;24.7
154;Schimmel- en bacteriënbestrijding;Totaal asperges;2012;395.0;55.2;1334;46.1;0.0;0.0;0.0;0.0;0.6;11.4;41.9;43.7;43.2;0.0;0.0;0.0;9498;0.0;0.0;0.0;0.0;0.1;4.2;30.5;39.4;25.8;0.0;0.0;0.0;3.3;7.1
155;Schimmel- en bacteriënbestrijding;Totaal asperges;2016;392.0;60.9;2750;72.5;0.0;0.0;0.0;3.6;3.6;27.9;49.4;60.6;38.1;1.1;0.0;0.0;12930;0.0;0.0;0.0;1.7;1.7;8.2;27.0;44.9;15.5;0.9;0.0;0.0;3.4;4.7
156;Schimmel- en bacteriënbestrijding;Bladplanten onder glas;2012;253.0;80.0;359;74.2;57.4;55.5;57.4;50.7;54.3;54.8;48.3;42.6;54.8;53.0;55.1;44.6;4625;6.9;7.4;6.0;6.4;8.9;7.9;13.1;9.7;10.4;7.9;7.9;7.5;9.5;12.9
157;Schimmel- en bacteriënbestrijding;Bladplanten onder glas;2016;173.0;71.6;314;80.2;42.2;53.6;47.7;51.3;43.3;60.3;41.3;45.7;51.0;44.3;47.3;48.3;1568;7.6;6.7;6.4;6.2;8.0;14.3;5.9;9.4;7.8;8.9;9.0;9.6;4.0;5.0
158;Schimmel- en bacteriënbestrijding;Bloemkool;2012;89.0;30.1;1088;48.4;0.0;0.0;0.0;0.0;0.0;3.2;16.6;22.0;26.7;35.1;20.7;12.0;1053;0.0;0.0;0.0;0.0;0.0;6.5;23.6;29.9;29.4;9.7;0.8;0.0;0.5;1.0
159;Schimmel- en bacteriënbestrijding;Bloemkool;2016;84.0;42.1;1341;63.4;7.0;0.0;0.0;0.0;0.0;16.2;41.8;38.1;45.0;12.0;9.8;0.0;1780;3.8;0.0;0.0;0.0;0.0;1.2;42.5;33.6;16.4;1.9;0.6;0.0;0.8;1.3
160;Schimmel- en bacteriënbestrijding;Totaal bloemkwekerijgewassen;2012;919.0;68.3;2359;81.1;35.2;31.8;35.2;40.8;40.9;46.3;56.9;36.7;28.6;30.8;26.3;23.7;23467;10.1;5.8;10.6;15.0;14.1;10.1;14.0;7.4;3.0;7.1;1.6;1.2;8.1;9.9
161;Schimmel- en bacteriënbestrijding;Totaal bloemkwekerijgewassen;2016;660.0;62.9;1957;71.0;13.7;18.5;22.1;46.2;51.9;50.6;44.7;38.8;31.5;19.1;3.8;4.6;13765;0.6;0.8;1.3;11.5;25.4;36.2;9.3;9.2;3.8;1.7;0.2;0.1;5.0;7.0
162;Schimmel- en bacteriënbestrijding;Bos- en haagplantsoen;2012;352.0;52.8;2257;84.5;10.5;10.5;10.5;23.1;53.7;58.9;74.7;61.5;37.6;38.4;44.9;38.4;5402;1.2;3.0;6.6;5.9;3.5;13.3;22.1;21.1;6.9;3.3;12.5;0.8;2.0;2.4
163;Schimmel- en bacteriënbestrijding;Bos- en haagplantsoen;2016;331.0;60.1;2233;77.6;5.0;5.0;6.1;17.3;44.0;59.7;60.6;63.2;46.7;15.6;3.2;0.0;10489;0.2;0.2;0.2;5.3;7.6;16.8;33.9;16.5;16.4;0.9;1.9;0.0;3.6;4.7
164;Schimmel- en bacteriënbestrijding;Bos- en waspeen;2012;296.0;67.2;1735;70.6;0.0;0.0;0.0;0.0;0.0;27.4;51.6;26.1;1.5;0.0;0.0;0.0;769;0.0;0.0;0.0;0.0;0.0;21.8;49.3;25.7;3.2;0.0;0.0;0.0;0.3;0.4
165;Schimmel- en bacteriënbestrijding;Bos- en waspeen;2016;309.0;61.3;2034;66.4;0.0;0.0;0.0;2.2;1.8;32.6;37.4;19.9;7.5;1.3;0.0;0.0;793;0.0;0.0;0.0;2.3;4.0;37.4;31.5;17.1;7.1;0.6;0.0;0.0;0.3;0.4
166;Schimmel- en bacteriënbestrijding;Broccoli;2012;17.0;11.7;583;32.3;0.0;0.0;0.0;0.0;11.2;11.2;32.8;26.5;33.8;27.0;27.0;0.0;421;0.0;0.0;0.0;0.0;4.7;6.2;21.9;43.8;9.0;12.2;2.2;0.0;0.2;0.7
167;Schimmel- en bacteriënbestrijding;Broccoli;2016;50.0;40.7;677;37.8;0.0;0.0;0.0;15.6;17.5;18.0;31.9;34.0;26.2;16.5;10.6;0.0;835;0.0;0.0;0.0;3.5;12.6;19.5;18.5;27.8;13.7;4.3;0.1;0.0;0.5;1.2
168;Schimmel- en bacteriënbestrijding;Bruine bonen;2012;158.0;56.2;970;60.8;0.0;0.0;0.0;0.0;0.0;0.0;59.9;0.0;0.0;0.0;0.0;0.0;925;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.6;1.0
169;Schimmel- en bacteriënbestrijding;Bruine bonen;2016;115.0;63.8;592;72.1;0.0;0.0;0.0;0.0;2.2;19.0;60.7;6.2;0.0;0.0;0.0;0.0;316;0.0;0.0;0.0;0.0;0.9;28.1;65.5;5.5;0.0;0.0;0.0;0.0;0.4;0.5
170;Schimmel- en bacteriënbestrijding;Chrysanten onder glas;2012;190.0;98.5;493;97.7;83.6;79.4;77.1;76.5;83.9;85.9;93.8;80.7;78.6;90.3;95.9;95.6;16753;8.3;9.8;8.1;6.4;8.4;5.9;8.4;7.9;6.3;8.7;11.0;10.7;33.2;34.0
171;Schimmel- en bacteriënbestrijding;Chrysanten onder glas;2016;111.0;98.1;382;99.7;80.4;80.8;86.9;86.2;79.4;81.4;74.8;76.5;79.0;84.0;86.3;85.6;8937;6.9;8.9;8.5;8.2;5.3;7.3;5.9;7.4;7.8;9.4;12.0;12.5;23.3;23.4
172;Schimmel- en bacteriënbestrijding;Cichorei;2012;113.0;26.5;961;33.0;0.0;0.0;5.2;0.0;0.0;0.0;0.0;32.4;11.3;12.3;0.0;0.0;424;0.0;0.0;4.3;0.0;0.0;0.0;0.0;32.3;21.5;41.9;0.0;0.0;0.1;0.4
173;Schimmel- en bacteriënbestrijding;Cichorei;2016;260.0;48.2;2052;52.8;0.0;0.0;0.0;0.0;0.0;1.1;27.9;24.7;24.3;4.3;0.0;0.0;457;0.0;0.0;0.0;0.0;0.0;1.2;34.3;28.3;30.1;6.1;0.0;0.0;0.1;0.2
174;Schimmel- en bacteriënbestrijding;Totaal consumptieaardappelen;2012;5645.0;90.1;66979;99.3;0.0;4.4;8.0;16.2;59.3;93.6;96.7;88.8;52.2;20.6;20.6;20.6;444132;0.0;0.0;0.3;1.9;5.8;28.2;50.3;11.5;1.8;0.2;0.0;0.0;6.6;6.6
175;Schimmel- en bacteriënbestrijding;Totaal consumptieaardappelen;2016;6249.0;91.7;69258;94.5;0.0;0.0;7.7;22.7;45.4;87.0;95.5;88.4;66.7;3.0;1.0;1.0;597957;0.0;0.0;0.3;8.3;4.0;24.8;41.8;18.5;2.2;0.0;0.0;0.0;8.2;8.6
176;Schimmel- en bacteriënbestrijding;Doperwten;2012;150.0;36.7;1091;31.6;0.0;0.0;0.0;1.3;2.4;31.4;8.8;0.0;0.0;0.0;0.0;0.0;1139;0.0;0.0;0.0;0.0;12.8;70.4;16.8;0.0;0.0;0.0;0.0;0.0;0.3;1.0
177;Schimmel- en bacteriënbestrijding;Doperwten;2016;256.0;56.6;1552;46.9;0.0;0.0;0.0;2.1;5.7;26.7;18.2;0.0;0.0;0.0;0.0;0.0;486;0.0;0.0;0.0;3.5;9.7;59.0;27.8;0.0;0.0;0.0;0.0;0.0;0.1;0.3
