ID;Toepassingsgroepen;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Totaal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;GebruikPerJaarPerHectare_30;DoseringPerJaarPerHectare_31
267;Onkruidbestrijding en loofdoding;Totaal bloemen onder glas;2016;;;1765;61.6;11.5;12.3;15.0;22.7;26.6;36.4;21.3;22.9;19.3;15.9;11.0;11.8;1651;2.3;3.2;6.7;9.7;11.9;21.0;11.0;9.8;9.6;7.5;2.5;4.9;0.6;0.9
268;Onkruidbestrijding en loofdoding;Totaal boom- en bloemkwekerij;2012;;;15310;92.8;66.8;67.2;71.9;55.9;64.6;66.8;72.0;61.9;54.4;67.1;59.5;43.6;54156;11.2;6.7;9.6;9.6;13.7;12.9;12.0;8.7;5.2;5.0;1.4;4.1;3.3;3.5
269;Onkruidbestrijding en loofdoding;Totaal boom- en bloemkwekerij;2016;;;14266;83.8;16.1;18.5;34.0;49.5;55.8;53.5;53.4;52.0;42.6;26.9;10.1;9.7;52042;5.3;3.6;7.2;18.8;17.3;17.2;9.8;8.8;4.9;4.2;1.4;1.5;3.1;3.6
270;Onkruidbestrijding en loofdoding;Totaal champignons;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
271;Onkruidbestrijding en loofdoding;Totaal champignons;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
272;Onkruidbestrijding en loofdoding;Totaal fruit open grond;2012;;;13622;84.5;9.2;9.2;9.2;20.9;54.4;56.4;24.4;33.4;1.7;83.9;83.9;75.7;40526;0.1;0.1;2.4;5.3;16.9;22.2;4.8;5.8;0.2;19.7;21.3;1.4;2.5;3.0
273;Onkruidbestrijding en loofdoding;Totaal fruit open grond;2016;;;12392;73.8;3.9;2.5;6.3;21.0;51.6;36.8;27.0;35.9;8.5;15.3;14.1;1.9;25801;0.4;2.8;4.4;8.6;19.0;22.2;10.1;5.9;2.3;12.7;10.8;0.8;1.5;2.1
274;Onkruidbestrijding en loofdoding;Totaal glasgroenten;2012;;;282;7.2;0.0;0.0;0.0;1.9;4.0;1.9;2.9;1.8;0.2;0.6;0.0;0.0;80;0.0;0.0;0.0;10.2;26.0;7.6;24.2;22.5;3.0;6.5;0.0;0.0;0.0;0.3
275;Onkruidbestrijding en loofdoding;Totaal glasgroenten;2016;;;292;7.5;1.0;0.0;1.8;0.9;1.9;0.3;2.7;1.5;1.1;1.3;1.3;1.7;109;4.0;0.0;7.4;6.1;10.9;10.1;21.9;7.6;25.6;1.4;0.9;4.2;0.0;0.4
276;Onkruidbestrijding en loofdoding;Totaal groenten open grond;2012;;;29328;84.0;7.0;12.1;29.8;27.4;58.7;46.9;32.8;12.3;4.5;2.1;1.8;1.6;68369;0.3;0.4;8.6;9.1;41.4;19.8;16.4;2.7;0.7;0.2;0.2;0.0;2.0;2.3
277;Onkruidbestrijding en loofdoding;Totaal groenten open grond;2016;;;28843;81.5;2.8;1.9;10.8;41.3;60.9;49.4;33.1;17.2;7.0;1.2;1.3;1.1;68575;0.5;0.2;2.9;17.2;35.3;23.2;13.2;4.5;1.6;0.3;0.1;1.0;1.9;2.4
278;Onkruidbestrijding en loofdoding;Aardbeien, onder glas;2012;10.0;3.5;19;6.7;0.0;0.0;0.0;0.0;1.6;1.6;5.0;1.6;0.0;0.0;0.0;0.0;18;0.0;0.0;0.0;0.0;17.2;3.4;61.8;17.6;0.0;0.0;0.0;0.0;0.1;0.9
279;Onkruidbestrijding en loofdoding;Aardbeien, onder glas;2016;15.0;5.8;14;4.2;0.0;0.0;0.0;0.7;0.7;0.7;0.2;4.0;3.1;0.0;0.0;0.0;49;0.0;0.0;0.9;5.2;10.8;18.4;10.7;10.0;44.1;0.0;0.0;0.0;0.1;3.5
280;Onkruidbestrijding en loofdoding;Aardbeien, productie;2012;181.0;42.4;1296;87.2;0.0;83.1;83.1;78.2;80.5;79.6;80.2;71.6;1.9;0.9;0.9;0.0;4533;0.0;3.0;9.7;14.6;23.1;27.9;17.8;3.5;0.2;0.0;0.0;0.0;3.0;3.5
281;Onkruidbestrijding en loofdoding;Aardbeien, productie;2016;191.0;57.6;1077;79.1;0.0;31.0;31.1;61.8;59.1;58.8;53.3;48.1;25.7;0.8;0.0;0.0;2908;0.0;3.1;5.7;8.4;26.3;12.9;15.8;10.7;16.9;0.1;0.0;0.0;2.1;2.7
282;Onkruidbestrijding en loofdoding;Appels;2012;1139.0;81.7;6863;86.4;8.0;8.0;8.0;16.8;61.9;63.2;22.5;38.4;0.0;81.0;81.0;81.0;22069;0.0;0.1;0.6;2.9;18.1;23.6;5.5;6.7;0.0;19.3;21.2;2.0;2.8;3.2
283;Onkruidbestrijding en loofdoding;Appels;2016;730.0;67.3;5761;78.5;5.0;5.6;13.5;24.4;59.3;35.9;39.7;30.0;15.9;18.6;21.0;2.9;13870;0.8;5.2;7.5;7.6;16.7;17.3;13.6;3.6;1.7;12.0;13.0;1.1;1.9;2.4
284;Onkruidbestrijding en loofdoding;Totaal asperges;2012;495.0;69.2;2307;79.7;0.0;0.0;0.0;0.7;45.4;22.5;42.7;17.1;19.5;0.0;0.0;0.0;4180;0.0;0.0;0.0;0.5;24.5;11.7;43.9;12.2;7.2;0.0;0.0;0.0;1.4;1.8
285;Onkruidbestrijding en loofdoding;Totaal asperges;2016;553.0;85.9;3130;82.5;0.0;0.0;7.3;13.2;32.6;55.1;59.7;28.1;11.2;0.8;0.0;8.7;5566;0.0;0.0;0.6;5.9;15.7;27.2;28.3;8.1;2.1;0.2;0.0;11.9;1.5;1.8
286;Onkruidbestrijding en loofdoding;Bladplanten onder glas;2012;189.0;59.9;350;72.3;18.7;27.4;30.3;30.0;30.7;27.5;48.7;27.7;37.4;40.2;15.2;5.5;589;20.4;4.9;4.5;5.7;13.6;12.4;12.7;4.3;6.0;13.3;2.0;0.2;1.2;1.7
287;Onkruidbestrijding en loofdoding;Bladplanten onder glas;2016;129.0;53.5;235;59.9;14.8;13.2;15.5;28.8;21.6;35.3;22.4;20.2;24.1;18.2;11.2;10.9;251;5.6;9.4;5.3;10.2;7.9;19.2;11.7;7.6;10.2;5.7;1.7;5.4;0.6;1.1
288;Onkruidbestrijding en loofdoding;Bloemkool;2012;232.0;78.2;1958;87.1;63.5;63.5;63.5;66.5;55.3;42.3;53.0;43.3;4.4;18.6;20.6;18.6;2160;5.6;0.3;9.9;11.0;18.8;12.5;21.8;8.6;0.1;4.7;6.6;0.2;1.0;1.1
289;Onkruidbestrijding en loofdoding;Bloemkool;2016;129.0;64.3;1550;73.3;32.9;0.3;56.7;54.9;55.9;56.9;64.4;43.3;24.6;2.9;16.5;0.0;4621;7.1;0.1;21.1;11.1;12.9;24.4;13.2;2.7;5.0;1.0;1.5;0.0;2.2;3.0
290;Onkruidbestrijding en loofdoding;Totaal bloemkwekerijgewassen;2012;1087.0;80.8;2602;89.4;58.5;62.3;66.4;56.8;56.3;49.7;54.4;41.1;31.5;39.8;40.3;40.3;12086;26.0;5.7;13.2;8.4;10.9;6.7;9.7;4.5;5.2;5.1;3.1;1.5;4.2;4.6
291;Onkruidbestrijding en loofdoding;Totaal bloemkwekerijgewassen;2016;756.0;72.0;2229;80.9;25.2;27.5;42.6;44.4;38.5;40.0;36.3;34.9;35.0;35.9;22.1;18.9;12373;11.6;5.3;9.1;17.4;11.9;11.1;7.2;7.7;5.9;7.5;2.9;2.4;4.5;5.6
292;Onkruidbestrijding en loofdoding;Bos- en haagplantsoen;2012;520.0;77.9;2511;94.1;79.8;88.8;90.7;58.9;77.3;64.2;78.4;64.9;44.1;73.8;40.9;73.8;8680;3.5;7.5;14.6;12.4;15.2;14.3;10.7;8.8;4.4;5.3;0.3;3.0;3.3;3.5
293;Onkruidbestrijding en loofdoding;Bos- en haagplantsoen;2016;510.0;92.5;2680;93.1;13.5;41.1;61.6;64.7;76.7;63.1;70.4;59.5;51.9;31.7;5.1;8.4;13360;1.0;3.1;8.5;20.6;22.2;24.3;8.8;4.9;3.6;2.1;0.4;0.6;4.6;5.0
294;Onkruidbestrijding en loofdoding;Bos- en waspeen;2012;421.0;95.6;2365;96.2;0.0;0.0;35.0;38.1;67.0;36.6;18.6;0.0;0.0;0.0;0.0;0.0;3548;0.0;0.0;29.0;26.3;27.2;15.0;2.4;0.0;0.0;0.0;0.0;0.0;1.4;1.5
295;Onkruidbestrijding en loofdoding;Bos- en waspeen;2016;393.0;77.9;2603;85.0;0.0;0.0;4.8;52.5;62.6;28.5;14.2;5.4;0.0;0.0;0.0;0.0;2941;0.0;0.0;3.5;37.9;43.4;8.6;3.5;3.2;0.0;0.0;0.0;0.0;1.0;1.1
296;Onkruidbestrijding en loofdoding;Broccoli;2012;71.0;48.5;1385;76.8;0.0;0.0;62.3;59.6;54.2;41.2;42.0;0.1;0.0;0.0;0.0;0.0;1334;0.0;0.0;24.8;14.0;15.6;29.7;13.6;2.3;0.0;0.0;0.0;0.0;0.7;1.0
297;Onkruidbestrijding en loofdoding;Broccoli;2016;80.0;65.1;1359;75.9;0.0;0.0;21.8;61.1;50.7;47.4;47.6;36.3;26.9;0.0;0.0;0.0;1422;0.0;0.0;5.0;18.2;29.8;10.3;30.5;4.2;2.0;0.0;0.0;0.0;0.8;1.0
298;Onkruidbestrijding en loofdoding;Bruine bonen;2012;281.0;100.0;1595;100.0;0.0;0.0;0.0;6.1;76.4;82.0;7.0;4.5;12.6;0.0;0.0;0.0;2665;0.0;0.0;0.0;4.9;45.0;34.0;1.0;2.8;12.3;0.0;0.0;0.0;1.7;1.7
299;Onkruidbestrijding en loofdoding;Bruine bonen;2016;173.0;95.9;784;95.4;0.0;0.0;2.8;26.4;84.3;71.0;8.2;4.1;4.5;0.0;0.0;0.0;1224;0.0;0.0;3.7;11.6;49.3;24.2;3.0;4.3;3.9;0.0;0.0;0.0;1.5;1.6
300;Onkruidbestrijding en loofdoding;Chrysanten onder glas;2012;107.0;55.7;320;63.5;3.4;5.8;4.2;16.3;21.3;20.9;24.1;38.2;17.9;5.8;4.3;13.1;274;0.9;1.1;1.6;4.0;12.9;3.4;14.4;20.9;18.1;0.4;7.8;14.6;0.5;0.9
301;Onkruidbestrijding en loofdoding;Chrysanten onder glas;2016;59.0;51.9;226;59.1;6.3;10.6;5.1;15.7;32.8;41.2;17.7;24.3;14.9;16.3;6.4;0.9;237;1.0;0.9;0.5;9.0;17.5;22.9;11.0;13.2;14.9;7.1;2.0;0.1;0.6;1.0
302;Onkruidbestrijding en loofdoding;Cichorei;2012;379.0;88.4;2738;94.0;0.0;0.0;70.7;85.3;75.2;60.7;0.0;6.0;0.0;0.0;0.0;0.0;10361;0.0;0.0;31.8;37.3;17.5;12.5;0.0;0.9;0.0;0.0;0.0;0.0;3.6;3.8
303;Onkruidbestrijding en loofdoding;Cichorei;2016;515.0;95.5;3781;97.3;0.0;0.0;9.8;84.3;94.3;57.4;2.5;0.0;0.0;0.0;0.0;0.0;12968;0.0;0.0;3.8;57.4;28.4;10.2;0.2;0.0;0.0;0.0;0.0;0.0;3.3;3.4
304;Onkruidbestrijding en loofdoding;Totaal consumptieaardappelen;2012;5415.0;86.4;63283;93.8;0.0;7.5;7.5;35.4;89.0;34.9;2.0;12.4;55.9;82.9;37.2;44.4;321125;0.0;0.5;3.4;24.4;47.1;1.7;0.5;0.7;11.1;10.0;0.1;0.4;4.8;5.1
305;Onkruidbestrijding en loofdoding;Totaal consumptieaardappelen;2016;5838.0;85.7;66969;91.3;0.0;3.1;3.6;31.2;69.9;40.1;9.4;35.4;60.3;19.9;2.3;6.0;270464;0.0;0.9;0.8;10.5;48.1;1.1;1.1;9.2;21.2;6.7;0.1;0.5;3.7;4.0
306;Onkruidbestrijding en loofdoding;Doperwten;2012;379.0;93.0;2797;80.9;0.0;0.0;52.7;36.6;45.3;21.6;0.1;0.0;0.0;0.0;0.0;0.0;3925;0.0;0.0;27.0;30.0;29.4;13.5;0.1;0.0;0.0;0.0;0.0;0.0;1.1;1.4
307;Onkruidbestrijding en loofdoding;Doperwten;2016;393.0;86.9;2875;86.8;0.0;0.0;2.5;62.2;66.5;30.3;0.0;0.0;0.0;0.0;0.0;0.0;3970;0.0;0.0;1.9;33.2;54.9;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;1.4
308;Onkruidbestrijding en loofdoding;Fresia's onder glas;2012;40.0;48.9;71;68.3;9.1;0.0;19.1;13.2;17.3;14.5;48.9;9.7;21.2;6.6;12.7;0.0;82;14.3;0.0;20.4;3.4;7.1;6.6;18.3;1.8;11.9;4.9;11.3;0.0;0.8;1.2
309;Onkruidbestrijding en loofdoding;Fresia's onder glas;2016;37.0;73.0;62;80.1;10.7;11.7;25.6;8.6;14.7;37.0;15.7;24.8;34.3;19.0;0.0;27.3;42;0.6;0.3;5.5;0.6;1.5;40.6;2.5;14.8;19.4;1.2;0.0;13.0;0.5;0.7
310;Onkruidbestrijding en loofdoding;Gerst, zomer;2012;3182.0;95.6;24678;96.3;0.0;23.0;23.0;3.2;88.0;5.4;2.8;0.0;2.8;0.0;0.0;0.0;28958;0.0;2.0;8.7;2.4;80.5;4.0;0.0;0.0;2.3;0.0;0.0;0.0;1.1;1.2
311;Onkruidbestrijding en loofdoding;Gerst, zomer;2016;2673.0;87.9;22687;90.8;0.0;0.9;18.1;7.1;64.6;31.0;2.3;0.4;0.0;0.0;0.0;0.0;21627;0.0;0.9;6.2;4.5;52.1;33.0;2.4;0.8;0.0;0.0;0.0;0.0;0.9;1.0
312;Onkruidbestrijding en loofdoding;Gerbera's onder glas;2012;27.0;39.9;69;40.7;3.6;4.9;5.4;9.4;14.0;17.0;14.8;18.4;3.3;11.2;6.3;3.8;46;2.5;20.7;2.6;7.5;13.0;15.2;10.8;11.0;0.5;9.7;5.8;0.8;0.3;0.7
313;Onkruidbestrijding en loofdoding;Gerbera's onder glas;2016;32.0;57.6;103;54.5;8.1;5.6;15.7;11.2;17.8;23.2;20.7;20.2;19.4;9.3;7.7;9.3;90;4.2;2.0;6.1;2.5;9.2;15.2;7.7;19.0;10.1;6.2;5.7;12.2;0.5;0.9
314;Onkruidbestrijding en loofdoding;Gladiolen;2012;168.0;97.5;1068;96.0;0.0;65.8;65.8;53.5;71.3;68.2;78.6;52.6;8.6;5.0;5.0;5.0;9753;0.0;2.8;8.7;25.4;31.4;19.7;3.3;4.4;0.4;2.5;1.3;0.1;8.8;9.1
315;Onkruidbestrijding en loofdoding;Gladiolen;2016;139.0;93.3;855;92.0;0.0;11.0;26.3;60.3;92.8;72.1;35.3;8.4;3.4;5.9;0.0;5.9;9253;0.0;0.1;0.9;15.7;42.4;39.7;0.7;0.4;0.0;0.0;0.0;0.0;10.0;10.8
316;Onkruidbestrijding en loofdoding;Graszaden;2012;1339.0;89.4;12765;93.4;83.1;83.1;96.0;46.2;47.6;0.0;2.9;17.3;12.2;28.5;17.0;12.6;30316;9.4;0.7;40.8;15.5;12.0;0.0;1.0;1.2;4.8;11.2;3.5;0.1;2.2;2.4
317;Onkruidbestrijding en loofdoding;Graszaden;2016;832.0;75.3;7903;79.2;1.9;0.7;23.8;52.7;16.3;2.3;1.2;2.8;11.5;16.7;3.1;2.7;5274;5.1;0.3;13.7;31.5;5.7;2.1;0.3;3.3;6.4;25.5;4.4;1.8;0.5;0.7
318;Onkruidbestrijding en loofdoding;Hyacinten;2012;159.0;98.6;1435;99.1;100.0;100.0;96.0;83.7;62.8;23.6;30.7;34.8;26.1;38.9;38.9;34.3;12910;19.3;23.1;7.5;17.4;10.5;2.2;2.3;5.7;3.6;2.6;4.2;1.6;8.9;9.0
319;Onkruidbestrijding en loofdoding;Hyacinten;2016;128.0;82.3;1254;85.7;82.4;88.5;44.1;66.3;72.3;48.3;15.2;31.3;24.9;11.7;23.1;27.7;11465;16.0;18.4;3.4;8.8;9.8;27.3;1.5;5.7;1.4;2.0;3.8;1.8;7.8;9.1
320;Onkruidbestrijding en loofdoding;Irissen;2012;70.0;100.0;288;100.0;93.6;87.9;93.6;92.0;74.2;29.1;27.9;9.0;20.5;36.1;36.1;36.1;5879;14.1;9.3;32.2;9.8;9.7;3.8;1.2;3.2;4.0;1.2;5.2;6.3;20.4;20.4
321;Onkruidbestrijding en loofdoding;Irissen;2016;48.0;78.2;242;88.7;28.5;24.8;49.6;57.8;59.7;28.8;15.7;15.9;15.9;13.7;13.0;32.5;1975;5.8;5.1;10.4;12.8;11.0;2.6;1.2;0.5;38.7;0.7;2.0;9.1;7.2;8.2
322;Onkruidbestrijding en loofdoding;Komkommers;2012;13.0;5.2;19;3.0;0.0;0.0;0.0;1.3;1.3;0.0;1.4;1.4;1.4;3.6;0.0;0.0;17;0.0;0.0;0.0;6.1;24.5;0.0;16.0;10.0;13.8;29.7;0.0;0.0;0.0;0.9
323;Onkruidbestrijding en loofdoding;Komkommers;2016;9.0;4.4;24;4.4;0.0;0.0;2.2;0.0;1.7;1.4;0.5;0.5;0.5;0.0;0.0;0.0;8;0.0;0.0;53.9;0.0;5.1;23.3;5.5;5.5;6.6;0.0;0.0;0.0;0.0;0.3
324;Onkruidbestrijding en loofdoding;Totaal koolzaad;2012;190.0;63.3;1628;76.9;38.3;27.9;27.9;6.4;0.0;3.7;3.4;19.8;68.1;38.9;38.9;0.9;3675;9.6;0.1;3.2;2.5;0.0;0.3;2.3;13.4;46.4;19.9;2.0;0.1;1.7;2.3
325;Onkruidbestrijding en loofdoding;Totaal koolzaad;2016;143.0;66.0;1195;70.5;9.4;2.8;10.6;4.9;0.0;0.0;0.9;4.8;29.3;31.8;10.4;3.5;1454;7.5;1.8;10.6;2.1;0.0;0.0;0.5;6.4;30.3;27.1;11.2;2.4;0.9;1.2
326;Onkruidbestrijding en loofdoding;Laan- en parkbomen;2012;472.0;91.2;4453;98.1;69.3;63.1;68.7;72.2;86.4;93.0;84.2;87.0;83.8;93.9;90.0;21.8;13559;4.7;2.1;2.3;10.8;17.1;18.3;19.8;13.0;6.2;5.1;0.5;0.0;3.0;3.0
327;Onkruidbestrijding en loofdoding;Laan- en parkbomen;2016;379.0;79.0;3906;86.1;13.9;2.9;6.1;47.9;59.6;64.9;65.4;72.2;50.3;25.7;2.4;2.3;10630;1.6;0.5;1.1;21.5;23.0;20.3;13.3;12.3;3.7;2.2;0.4;0.1;2.3;2.7
328;Onkruidbestrijding en loofdoding;Lelies (bloem) onder glas;2012;101.0;71.9;153;77.8;22.2;37.3;41.0;41.8;35.5;35.5;59.4;45.0;45.3;43.1;32.6;25.3;327;5.3;5.8;5.3;7.6;4.1;7.5;21.1;15.2;8.5;9.5;3.0;7.0;1.7;2.1
329;Onkruidbestrijding en loofdoding;Lelies (bloem) onder glas;2016;59.0;68.2;105;75.6;34.0;31.2;31.0;43.6;41.1;54.3;34.3;31.3;30.2;33.0;29.3;31.4;202;5.2;4.2;4.2;5.6;6.9;23.1;15.5;7.1;7.7;5.5;5.7;9.1;1.5;1.9
330;Onkruidbestrijding en loofdoding;Lelies (bol);2012;310.0;98.3;5074;99.7;78.7;78.7;78.7;81.6;85.4;83.5;93.0;69.6;66.1;17.2;17.2;19.1;62007;1.3;2.6;6.4;24.5;19.1;16.6;15.3;10.5;1.2;2.0;0.2;0.3;12.2;12.2
331;Onkruidbestrijding en loofdoding;Lelies (bol);2016;376.0;90.8;5896;97.2;31.3;25.7;39.2;86.3;90.4;88.9;86.4;77.5;43.5;20.2;1.6;8.2;51237;1.9;2.0;4.7;28.8;20.0;15.2;13.2;9.0;1.9;1.2;0.7;1.3;8.4;8.7
332;Onkruidbestrijding en loofdoding;Maïs, snijmaïs;2012;23526.0;91.8;211364;91.2;0.0;0.0;0.0;0.0;37.4;59.6;30.4;7.3;0.0;0.0;0.0;0.0;293653;0.0;0.0;0.0;0.0;27.1;49.0;22.0;1.9;0.0;0.0;0.0;0.0;1.3;1.4
333;Onkruidbestrijding en loofdoding;Maïs, snijmaïs;2016;22989.0;94.4;196972;95.2;0.0;0.0;0.1;5.5;37.1;62.4;7.4;0.4;1.0;0.6;0.0;0.0;227366;0.0;0.0;0.0;4.5;35.3;56.0;3.4;0.2;0.4;0.1;0.0;0.0;1.1;1.2
334;Onkruidbestrijding en loofdoding;Narcissen;2012;333.0;95.6;1755;98.7;99.8;99.8;99.8;86.3;49.9;46.0;30.3;22.6;15.1;30.7;29.4;39.8;17233;15.3;16.6;8.1;12.6;5.8;2.5;19.0;2.7;0.7;3.0;3.6;10.1;9.7;9.8
335;Onkruidbestrijding en loofdoding;Narcissen;2016;226.0;89.3;1435;90.1;85.8;69.4;63.8;55.7;63.7;41.0;23.2;17.3;23.4;1.3;0.0;32.5;8270;27.6;19.9;11.2;8.9;6.9;8.4;1.8;2.1;3.2;0.2;0.0;9.8;5.2;5.8
336;Onkruidbestrijding en loofdoding;Orchideeën onder glas;2012;108.0;79.4;179;83.9;3.5;10.7;33.6;24.4;41.3;47.7;67.4;31.3;35.8;19.1;5.5;12.9;200;0.6;1.0;9.0;3.0;13.3;10.3;39.0;6.8;9.8;3.5;1.7;2.0;0.9;1.1
337;Onkruidbestrijding en loofdoding;Orchideeën onder glas;2016;73.0;80.9;137;85.5;11.5;15.1;52.1;46.5;37.8;54.4;54.2;32.6;28.6;12.1;8.4;5.0;203;1.1;1.2;32.2;10.3;5.0;24.2;18.2;3.7;2.3;0.8;0.6;0.4;1.3;1.5
338;Onkruidbestrijding en loofdoding;Totaal paprika's;2012;13.0;4.6;120;9.1;0.0;0.0;0.0;2.6;5.8;1.8;1.3;0.0;0.0;0.0;0.0;0.0;16;0.0;0.0;0.0;34.3;48.1;3.6;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1
339;Onkruidbestrijding en loofdoding;Totaal paprika's;2016;4.0;1.7;46;3.5;1.4;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;7;37.9;0.0;0.0;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.6;0.0;0.2
340;Onkruidbestrijding en loofdoding;Peren;2012;1202.0;78.4;6759;82.7;10.3;10.3;10.3;25.0;47.1;49.8;26.1;28.6;3.4;86.7;86.7;70.5;18458;0.1;0.0;4.6;8.1;15.6;20.4;3.9;4.6;0.4;20.1;21.5;0.7;2.3;2.7
341;Onkruidbestrijding en loofdoding;Peren;2016;821.0;63.0;6631;70.2;3.0;0.0;0.7;18.4;45.6;37.4;17.2;40.5;2.7;12.8;8.7;1.1;11930;0.1;0.0;0.8;9.8;21.6;27.8;6.1;8.6;3.0;13.4;8.1;0.5;1.3;1.8
342;Onkruidbestrijding en loofdoding;Perkplanten onder glas;2012;139.0;33.3;192;43.0;4.8;1.9;6.7;10.6;16.9;18.6;27.8;14.8;5.3;1.7;6.0;0.0;163;2.5;2.5;8.3;7.1;16.5;17.6;23.3;14.4;2.5;0.1;5.2;0.0;0.4;0.8
343;Onkruidbestrijding en loofdoding;Perkplanten onder glas;2016;106.0;40.0;208;62.6;11.2;12.1;10.7;22.2;30.4;29.4;16.0;17.5;24.0;4.3;8.9;13.8;123;1.2;3.7;1.0;12.7;22.9;20.7;6.5;8.0;16.0;1.8;1.0;4.5;0.4;0.6
344;Onkruidbestrijding en loofdoding;Totaal pootaardappelen;2012;2238.0;93.3;36702;93.7;5.2;5.2;5.1;5.7;67.8;7.7;73.2;71.6;14.5;0.0;0.9;0.0;83092;0.0;1.1;1.0;3.0;48.6;2.1;25.6;17.0;1.4;0.0;0.1;0.0;2.1;2.3
345;Onkruidbestrijding en loofdoding;Totaal pootaardappelen;2016;2122.0;92.5;37476;90.5;0.0;3.7;7.1;29.9;62.9;17.6;47.0;72.5;12.9;0.0;0.5;0.0;102912;0.0;1.1;1.6;12.6;29.6;1.6;15.5;34.5;3.4;0.0;0.1;0.0;2.5;2.7
346;Onkruidbestrijding en loofdoding;Poot- en plantuien;2012;704.0;93.9;5511;94.5;76.5;20.8;76.5;80.8;61.7;9.5;0.0;0.0;0.0;0.0;0.0;0.0;28885;1.0;0.3;30.9;48.5;17.2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.2
347;Onkruidbestrijding en loofdoding;Poot- en plantuien;2016;931.0;88.0;7163;89.8;10.9;10.8;57.8;85.1;77.2;38.0;1.6;0.0;0.0;0.0;0.0;0.0;31087;1.0;0.8;21.5;39.2;29.7;7.9;0.0;0.0;0.0;0.0;0.0;0.0;3.9;4.3
348;Onkruidbestrijding en loofdoding;Potplanten, voor de bloei onder glas;2012;278.0;60.0;513;59.2;9.3;14.0;15.1;20.6;28.9;29.1;39.1;24.7;20.8;24.4;23.0;7.4;743;2.3;6.9;2.2;5.7;7.8;18.6;26.3;9.2;6.5;7.6;6.0;1.0;0.9;1.4
349;Onkruidbestrijding en loofdoding;Potplanten, voor de bloei onder glas;2016;194.0;49.3;597;63.8;12.9;14.2;11.9;23.9;29.0;40.8;22.2;25.7;17.6;20.0;16.0;15.5;388;0.8;2.4;2.1;8.8;17.8;18.0;9.3;10.5;5.9;15.0;3.5;5.8;0.4;0.6
350;Onkruidbestrijding en loofdoding;Prei;2012;326.0;75.9;1988;81.9;28.8;0.0;39.5;25.0;44.8;57.8;60.5;45.5;31.8;5.9;5.9;5.9;5134;0.2;0.0;6.6;5.9;19.5;17.7;31.5;14.5;3.6;0.4;0.1;0.0;2.1;2.6
351;Onkruidbestrijding en loofdoding;Prei;2016;243.0;85.8;1900;87.7;6.8;0.0;23.0;37.8;49.3;40.9;69.2;67.5;27.4;11.3;4.8;0.0;5245;0.3;0.0;1.6;6.4;13.9;10.2;34.1;28.1;3.5;1.8;0.2;0.0;2.4;2.8
352;Onkruidbestrijding en loofdoding;Rozenstruiken;2012;104.0;78.2;456;92.1;43.0;35.1;81.8;64.8;46.8;84.6;35.7;15.6;6.0;2.9;2.9;2.9;895;2.4;8.5;22.3;12.9;15.6;23.1;10.1;1.9;0.9;1.3;0.2;0.8;1.8;2.0
353;Onkruidbestrijding en loofdoding;Rozenstruiken;2016;93.0;71.1;351;83.3;18.1;20.9;47.5;57.7;63.7;56.0;42.2;32.7;21.1;16.9;18.1;13.9;817;1.3;4.4;14.8;14.9;12.0;24.1;12.2;7.0;1.7;1.7;2.0;3.9;1.9;2.3
354;Onkruidbestrijding en loofdoding;Rozen onder glas;2012;59.0;32.1;157;38.6;0.7;0.0;6.5;9.9;10.4;12.1;16.5;21.0;3.0;4.5;0.0;0.0;986;0.0;0.0;0.8;87.0;1.7;3.4;2.7;3.7;0.3;0.3;0.0;0.0;2.4;6.3
355;Onkruidbestrijding en loofdoding;Rozen onder glas;2016;31.0;30.0;93;36.1;0.0;0.0;10.7;6.4;6.2;12.6;2.9;12.2;2.3;8.9;0.0;4.9;116;0.0;0.0;3.5;25.4;3.7;19.4;4.8;13.2;15.0;11.6;0.0;3.5;0.5;1.2
356;Onkruidbestrijding en loofdoding;Schorseneren;2012;131.0;97.0;868;98.5;0.0;0.0;1.0;41.6;88.8;71.2;10.4;0.0;2.5;0.0;0.0;0.0;2070;0.0;0.0;0.3;16.8;67.9;10.4;4.2;0.0;0.3;0.0;0.0;0.0;2.3;2.4
