ID;GeslachtWerknemer;Dienstverband;CaoSector;OverigeKenmerkenWerknemer;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
11;Totaal;Totaal;Totaal;Leeftijd: 15 tot 20 jaar;2009;568.0;207.0;6.06;329.0;322.0;4280.0;3940.0;330.0;0.0;14.2;13.9;637.0;1748.0
12;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;2006;793.0;517.0;10.58;1036.0;1012.0;13690.0;12430.0;1260.0;60.0;25.3;25.0;1148.0;1762.0
13;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;2007;820.0;543.0;10.89;1067.0;1042.0;14110.0;12810.0;1300.0;70.0;25.6;25.2;1148.0;1734.0
14;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;2008;833.0;557.0;11.34;1121.0;1096.0;14840.0;13450.0;1390.0;90.0;25.8;25.4;1160.0;1735.0
15;Totaal;Totaal;Totaal;Leeftijd: 20 tot 25 jaar;2009;812.0;529.0;11.55;1121.0;1099.0;14880.0;13450.0;1430.0;90.0;25.2;24.9;1142.0;1754.0
16;Totaal;Totaal;Totaal;Leeftijd: 25 tot 30 jaar;2006;830.0;691.0;14.5;1801.0;1769.0;24300.0;21610.0;2680.0;270.0;32.2;31.8;1464.0;1759.0
17;Totaal;Totaal;Totaal;Leeftijd: 25 tot 30 jaar;2007;850.0;712.0;14.96;1852.0;1818.0;25010.0;22220.0;2790.0;290.0;32.4;32.0;1459.0;1743.0
18;Totaal;Totaal;Totaal;Leeftijd: 25 tot 30 jaar;2008;855.0;718.0;15.55;1931.0;1897.0;26140.0;23170.0;2970.0;360.0;32.5;32.0;1464.0;1743.0
19;Totaal;Totaal;Totaal;Leeftijd: 25 tot 30 jaar;2009;840.0;700.0;15.84;1962.0;1933.0;26610.0;23550.0;3070.0;350.0;32.3;31.9;1464.0;1757.0
20;Totaal;Totaal;Totaal;Leeftijd: 30 tot 35 jaar;2006;870.0;719.0;17.59;2165.0;2128.0;29670.0;25980.0;3690.0;490.0;32.0;31.6;1452.0;1757.0
21;Totaal;Totaal;Totaal;Leeftijd: 30 tot 35 jaar;2007;851.0;707.0;18.11;2223.0;2184.0;30450.0;26670.0;3780.0;490.0;32.2;31.8;1448.0;1741.0
22;Totaal;Totaal;Totaal;Leeftijd: 30 tot 35 jaar;2008;835.0;698.0;18.72;2305.0;2267.0;31660.0;27650.0;4010.0;580.0;32.3;31.8;1454.0;1739.0
23;Totaal;Totaal;Totaal;Leeftijd: 30 tot 35 jaar;2009;815.0;680.0;19.06;2357.0;2324.0;32320.0;28280.0;4040.0;570.0;32.3;31.9;1463.0;1753.0
24;Totaal;Totaal;Totaal;Leeftijd: 35 tot 40 jaar;2006;990.0;794.0;19.68;2348.0;2307.0;32390.0;28180.0;4220.0;610.0;31.0;30.6;1406.0;1754.0
25;Totaal;Totaal;Totaal;Leeftijd: 35 tot 40 jaar;2007;1000.0;806.0;20.26;2411.0;2367.0;33370.0;28930.0;4440.0;630.0;31.2;30.8;1402.0;1739.0
26;Totaal;Totaal;Totaal;Leeftijd: 35 tot 40 jaar;2008;985.0;799.0;20.97;2501.0;2459.0;34670.0;30010.0;4660.0;730.0;31.3;30.8;1407.0;1736.0
27;Totaal;Totaal;Totaal;Leeftijd: 35 tot 40 jaar;2009;935.0;757.0;21.43;2570.0;2534.0;35490.0;30850.0;4650.0;730.0;31.3;30.9;1418.0;1752.0
28;Totaal;Totaal;Totaal;Leeftijd: 40 tot 45 jaar;2006;987.0;787.0;20.79;2450.0;2408.0;33890.0;29400.0;4490.0;580.0;30.7;30.2;1390.0;1744.0
29;Totaal;Totaal;Totaal;Leeftijd: 40 tot 45 jaar;2007;1001.0;801.0;21.36;2511.0;2466.0;34870.0;30130.0;4740.0;620.0;30.9;30.4;1385.0;1731.0
30;Totaal;Totaal;Totaal;Leeftijd: 40 tot 45 jaar;2008;1002.0;805.0;22.06;2597.0;2553.0;36150.0;31160.0;4990.0;730.0;30.9;30.4;1389.0;1729.0
31;Totaal;Totaal;Totaal;Leeftijd: 40 tot 45 jaar;2009;989.0;793.0;22.58;2674.0;2635.0;37050.0;32090.0;4960.0;750.0;31.0;30.5;1401.0;1747.0
32;Totaal;Totaal;Totaal;Leeftijd: 45 tot 50 jaar;2006;912.0;733.0;21.51;2533.0;2493.0;35010.0;30400.0;4610.0;510.0;30.8;30.3;1391.0;1730.0
33;Totaal;Totaal;Totaal;Leeftijd: 45 tot 50 jaar;2007;944.0;761.0;22.07;2587.0;2544.0;35980.0;31040.0;4940.0;540.0;30.9;30.4;1383.0;1717.0
34;Totaal;Totaal;Totaal;Leeftijd: 45 tot 50 jaar;2008;965.0;780.0;22.68;2664.0;2622.0;37120.0;31970.0;5140.0;640.0;30.9;30.5;1387.0;1717.0
35;Totaal;Totaal;Totaal;Leeftijd: 45 tot 50 jaar;2009;969.0;781.0;23.17;2738.0;2700.0;37940.0;32860.0;5080.0;670.0;31.0;30.6;1398.0;1735.0
36;Totaal;Totaal;Totaal;Leeftijd: 50 tot 55 jaar;2006;775.0;629.0;22.08;2602.0;2565.0;35840.0;31230.0;4610.0;480.0;30.9;30.5;1394.0;1719.0
37;Totaal;Totaal;Totaal;Leeftijd: 50 tot 55 jaar;2007;803.0;652.0;22.63;2653.0;2612.0;36790.0;31830.0;4960.0;500.0;31.0;30.6;1385.0;1704.0
38;Totaal;Totaal;Totaal;Leeftijd: 50 tot 55 jaar;2008;825.0;672.0;23.16;2715.0;2675.0;37670.0;32570.0;5100.0;560.0;31.0;30.6;1386.0;1703.0
39;Totaal;Totaal;Totaal;Leeftijd: 50 tot 55 jaar;2009;842.0;682.0;23.64;2782.0;2747.0;38550.0;33390.0;5160.0;570.0;31.0;30.6;1394.0;1720.0
40;Totaal;Totaal;Totaal;Leeftijd: 55 tot 60 jaar;2006;611.0;490.0;22.52;2610.0;2575.0;35970.0;31320.0;4650.0;540.0;30.6;30.3;1372.0;1710.0
41;Totaal;Totaal;Totaal;Leeftijd: 55 tot 60 jaar;2007;628.0;506.0;23.13;2668.0;2631.0;36930.0;32010.0;4910.0;530.0;30.8;30.4;1365.0;1693.0
42;Totaal;Totaal;Totaal;Leeftijd: 55 tot 60 jaar;2008;648.0;524.0;23.65;2731.0;2695.0;37880.0;32780.0;5100.0;580.0;30.8;30.4;1368.0;1691.0
43;Totaal;Totaal;Totaal;Leeftijd: 55 tot 60 jaar;2009;663.0;536.0;24.13;2803.0;2772.0;38830.0;33640.0;5190.0;570.0;30.8;30.5;1379.0;1705.0
44;Totaal;Totaal;Totaal;Leeftijd: 60 tot 65 jaar;2006;187.0;133.0;22.42;2304.0;2280.0;32110.0;27650.0;4460.0;680.0;27.2;27.0;1220.0;1718.0
45;Totaal;Totaal;Totaal;Leeftijd: 60 tot 65 jaar;2007;234.0;170.0;23.1;2389.0;2364.0;33530.0;28670.0;4860.0;680.0;27.6;27.4;1228.0;1698.0
46;Totaal;Totaal;Totaal;Leeftijd: 60 tot 65 jaar;2008;275.0;201.0;23.68;2461.0;2435.0;34520.0;29540.0;4980.0;710.0;27.7;27.5;1234.0;1694.0
47;Totaal;Totaal;Totaal;Leeftijd: 60 tot 65 jaar;2009;308.0;226.0;24.09;2533.0;2510.0;35510.0;30390.0;5120.0;670.0;28.0;27.7;1250.0;1705.0
48;Totaal;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2006;47.0;22.0;16.28;1144.0;1131.0;15860.0;13720.0;2130.0;640.0;18.4;18.3;834.0;1777.0
49;Totaal;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2007;52.0;24.0;17.02;1177.0;1161.0;16040.0;14120.0;1920.0;610.0;18.3;18.1;819.0;1735.0
50;Totaal;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2008;57.0;26.0;18.24;1211.0;1196.0;16540.0;14540.0;2010.0;690.0;17.6;17.4;787.0;1715.0
51;Totaal;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2009;60.0;27.0;19.14;1264.0;1250.0;17110.0;15160.0;1950.0;730.0;17.4;17.3;784.0;1737.0
52;Totaal;Totaal;Totaal;Leeftijd: 75 jaar of ouder;2006;6.0;3.0;13.47;1004.0;1000.0;13630.0;12050.0;1580.0;550.0;19.5;19.5;891.0;1789.0
53;Totaal;Totaal;Totaal;Leeftijd: 75 jaar of ouder;2007;6.0;3.0;13.22;940.0;935.0;12810.0;11280.0;1530.0;660.0;18.8;18.8;848.0;1753.0
54;Totaal;Totaal;Totaal;Leeftijd: 75 jaar of ouder;2008;6.0;3.0;13.88;912.0;904.0;12170.0;10940.0;1230.0;660.0;17.4;17.3;782.0;1733.0
55;Totaal;Totaal;Totaal;Leeftijd: 75 jaar of ouder;2009;6.0;2.0;14.5;924.0;917.0;12180.0;11090.0;1090.0;720.0;16.8;16.7;759.0;1749.0
56;Totaal;Totaal;Totaal;5000;2006;7056.0;5332.0;18.41;2050.0;2017.0;28090.0;24600.0;3480.0;430.0;29.1;28.7;1315.0;1740.0
57;Totaal;Totaal;Totaal;5000;2007;7257.0;5500.0;18.97;2098.0;2063.0;28850.0;25180.0;3670.0;450.0;29.1;28.7;1305.0;1722.0
58;Totaal;Totaal;Totaal;5000;2008;7537.0;5735.0;19.61;2174.0;2140.0;29990.0;26090.0;3900.0;520.0;29.2;28.8;1309.0;1721.0
59;Totaal;Totaal;Totaal;5000;2009;7461.0;5642.0;20.15;2235.0;2205.0;30770.0;26820.0;3950.0;530.0;29.1;28.7;1313.0;1737.0
60;Totaal;Totaal;Totaal;502;2006;125.0;103.0;18.99;2398.0;2347.0;33970.0;28780.0;5190.0;300.0;33.0;32.3;1483.0;1799.0
61;Totaal;Totaal;Totaal;502;2007;133.0;110.0;19.6;2465.0;2410.0;35430.0;29580.0;5850.0;300.0;33.1;32.5;1476.0;1776.0
62;Totaal;Totaal;Totaal;502;2008;138.0;115.0;20.45;2580.0;2527.0;36510.0;30960.0;5550.0;360.0;33.3;32.5;1483.0;1779.0
63;Totaal;Totaal;Totaal;502;2009;135.0;111.0;21.34;2671.0;2624.0;37560.0;32050.0;5510.0;390.0;32.8;32.2;1475.0;1794.0
64;Totaal;Totaal;Totaal;503;2006;23.0;19.0;11.8;1488.0;1454.0;19860.0;17850.0;2010.0;60.0;32.7;32.3;1479.0;1824.0
65;Totaal;Totaal;Totaal;503;2007;52.0;43.0;11.28;1437.0;1388.0;18960.0;17250.0;1710.0;40.0;33.2;32.5;1476.0;1811.0
66;Totaal;Totaal;Totaal;503;2008;86.0;69.0;11.26;1441.0;1381.0;19090.0;17300.0;1790.0;40.0;33.2;32.1;1472.0;1829.0
67;Totaal;Totaal;Totaal;503;2009;100.0;77.0;11.41;1426.0;1370.0;18880.0;17110.0;1760.0;40.0;32.3;31.3;1441.0;1857.0
68;Totaal;Totaal;Totaal;504;2006;327.0;261.0;18.36;2196.0;2152.0;30890.0;26360.0;4530.0;390.0;31.1;30.6;1406.0;1765.0
69;Totaal;Totaal;Totaal;504;2007;315.0;250.0;18.51;2196.0;2145.0;31120.0;26350.0;4770.0;380.0;31.1;30.5;1391.0;1749.0
70;Totaal;Totaal;Totaal;504;2008;120.0;92.0;17.72;2014.0;1974.0;28260.0;24170.0;4090.0;250.0;29.9;29.3;1337.0;1756.0
71;Totaal;Totaal;Totaal;504;2009;123.0;93.0;17.92;2028.0;1996.0;28320.0;24330.0;3980.0;240.0;29.6;29.2;1337.0;1772.0
72;Totaal;Totaal;Particuliere bedrijven;Totaal;2006;5324.0;4031.0;17.99;2065.0;2021.0;28440.0;24780.0;3660.0;590.0;29.9;29.4;1348.0;1780.0
73;Totaal;Totaal;Particuliere bedrijven;Totaal;2007;5506.0;4182.0;18.47;2106.0;2060.0;29120.0;25270.0;3850.0;610.0;30.0;29.4;1338.0;1762.0
74;Totaal;Totaal;Particuliere bedrijven;Totaal;2008;5589.0;4249.0;19.09;2175.0;2130.0;30010.0;26100.0;3910.0;700.0;30.0;29.4;1339.0;1761.0
75;Totaal;Totaal;Particuliere bedrijven;Totaal;2009;5475.0;4131.0;19.64;2237.0;2198.0;30710.0;26850.0;3870.0;720.0;29.8;29.3;1343.0;1780.0
76;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 0 tot 15 jaar;2006;11.0;2.0;3.95;120.0;119.0;1500.0;1440.0;60.0;0.0;8.1;8.1;362.0;1689.0
77;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 0 tot 15 jaar;2007;12.0;3.0;3.88;114.0;114.0;1420.0;1370.0;40.0;0.0;8.0;8.0;352.0;1637.0
78;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 0 tot 15 jaar;2008;;;;;;;;;;;;;
79;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 0 tot 15 jaar;2009;12.0;2.0;3.66;104.0;104.0;1300.0;1250.0;50.0;0.0;7.5;7.4;340.0;1719.0
80;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 15 tot 20 jaar;2006;471.0;175.0;5.57;313.0;304.0;4040.0;3760.0;280.0;0.0;14.6;14.3;655.0;1759.0
81;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 15 tot 20 jaar;2007;510.0;192.0;5.7;316.0;307.0;4080.0;3790.0;290.0;0.0;14.6;14.3;647.0;1717.0
82;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 15 tot 20 jaar;2008;532.0;200.0;5.92;327.0;319.0;4220.0;3930.0;290.0;10.0;14.5;14.2;647.0;1725.0
83;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 15 tot 20 jaar;2009;516.0;180.0;6.02;316.0;308.0;4090.0;3790.0;300.0;10.0;13.7;13.4;615.0;1760.0
84;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 20 tot 25 jaar;2006;635.0;406.0;10.22;1001.0;972.0;13130.0;12010.0;1120.0;80.0;25.3;24.8;1142.0;1786.0
85;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 20 tot 25 jaar;2007;655.0;426.0;10.58;1038.0;1008.0;13630.0;12460.0;1180.0;90.0;25.6;25.1;1143.0;1757.0
86;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 20 tot 25 jaar;2008;661.0;435.0;11.04;1095.0;1066.0;14370.0;13140.0;1230.0;110.0;25.9;25.4;1158.0;1760.0
87;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 20 tot 25 jaar;2009;633.0;404.0;11.22;1088.0;1062.0;14320.0;13060.0;1260.0;110.0;25.2;24.7;1136.0;1781.0
88;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 25 tot 30 jaar;2006;616.0;514.0;14.09;1794.0;1753.0;24150.0;21530.0;2620.0;360.0;33.0;32.5;1494.0;1791.0
89;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 25 tot 30 jaar;2007;632.0;531.0;14.55;1848.0;1806.0;24890.0;22180.0;2720.0;390.0;33.2;32.7;1490.0;1774.0
90;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 25 tot 30 jaar;2008;635.0;535.0;15.18;1936.0;1895.0;26080.0;23240.0;2840.0;480.0;33.3;32.8;1498.0;1775.0
91;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 25 tot 30 jaar;2009;614.0;513.0;15.45;1965.0;1928.0;26470.0;23580.0;2890.0;470.0;33.1;32.6;1497.0;1791.0
92;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 30 tot 35 jaar;2006;643.0;541.0;17.45;2234.0;2187.0;30690.0;26810.0;3880.0;650.0;33.2;32.7;1504.0;1788.0
93;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 30 tot 35 jaar;2007;626.0;530.0;17.92;2290.0;2241.0;31420.0;27480.0;3940.0;660.0;33.5;32.9;1501.0;1772.0
94;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 30 tot 35 jaar;2008;610.0;520.0;18.54;2378.0;2331.0;32630.0;28530.0;4090.0;780.0;33.6;33.0;1509.0;1772.0
95;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 30 tot 35 jaar;2009;586.0;498.0;18.84;2430.0;2388.0;33200.0;29160.0;4040.0;780.0;33.6;33.1;1521.0;1788.0
96;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 35 tot 40 jaar;2006;724.0;597.0;19.76;2477.0;2424.0;34320.0;29720.0;4590.0;820.0;32.6;32.0;1472.0;1785.0
97;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 35 tot 40 jaar;2007;736.0;609.0;20.3;2534.0;2479.0;35230.0;30410.0;4820.0;840.0;32.8;32.1;1466.0;1770.0
98;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 35 tot 40 jaar;2008;724.0;602.0;21.02;2628.0;2575.0;36480.0;31540.0;4950.0;980.0;32.8;32.2;1470.0;1768.0
99;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 35 tot 40 jaar;2009;679.0;565.0;21.49;2703.0;2656.0;37280.0;32440.0;4850.0;990.0;32.9;32.3;1483.0;1785.0
100;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 40 tot 45 jaar;2006;668.0;549.0;21.07;2630.0;2573.0;36600.0;31550.0;5040.0;850.0;32.5;31.9;1465.0;1783.0
101;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 40 tot 45 jaar;2007;689.0;568.0;21.6;2686.0;2626.0;37550.0;32230.0;5320.0;890.0;32.7;32.0;1459.0;1768.0
102;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 40 tot 45 jaar;2008;698.0;577.0;22.32;2774.0;2716.0;38740.0;33290.0;5450.0;1030.0;32.7;32.0;1461.0;1766.0
103;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 40 tot 45 jaar;2009;691.0;570.0;22.87;2858.0;2807.0;39600.0;34290.0;5300.0;1060.0;32.7;32.1;1473.0;1784.0
104;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 45 tot 50 jaar;2006;561.0;462.0;21.75;2710.0;2654.0;37750.0;32520.0;5220.0;820.0;32.5;31.9;1464.0;1777.0
105;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 45 tot 50 jaar;2007;592.0;489.0;22.25;2762.0;2702.0;38790.0;33140.0;5650.0;850.0;32.7;32.0;1457.0;1763.0
106;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 45 tot 50 jaar;2008;613.0;508.0;22.94;2850.0;2791.0;39880.0;34200.0;5680.0;980.0;32.7;32.0;1460.0;1763.0
107;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 45 tot 50 jaar;2009;618.0;511.0;23.52;2940.0;2888.0;40740.0;35280.0;5460.0;1030.0;32.7;32.2;1474.0;1781.0
108;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 50 tot 55 jaar;2006;454.0;374.0;22.08;2738.0;2683.0;37980.0;32860.0;5120.0;800.0;32.5;31.9;1458.0;1769.0
109;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 50 tot 55 jaar;2007;472.0;391.0;22.58;2791.0;2731.0;39080.0;33490.0;5590.0;820.0;32.6;32.0;1452.0;1755.0
110;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 50 tot 55 jaar;2008;486.0;402.0;23.15;2863.0;2804.0;39830.0;34350.0;5480.0;930.0;32.7;32.0;1453.0;1754.0
111;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 50 tot 55 jaar;2009;494.0;408.0;23.71;2949.0;2899.0;40800.0;35390.0;5400.0;950.0;32.7;32.1;1467.0;1773.0
112;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 55 tot 60 jaar;2006;370.0;302.0;22.49;2737.0;2686.0;37970.0;32850.0;5120.0;860.0;32.1;31.5;1433.0;1759.0
113;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 55 tot 60 jaar;2007;376.0;308.0;23.03;2793.0;2738.0;38930.0;33510.0;5410.0;860.0;32.3;31.7;1427.0;1744.0
114;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 55 tot 60 jaar;2008;383.0;314.0;23.54;2857.0;2803.0;39660.0;34280.0;5390.0;950.0;32.3;31.7;1429.0;1742.0
115;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 55 tot 60 jaar;2009;384.0;315.0;24.01;2938.0;2891.0;40530.0;35250.0;5280.0;940.0;32.4;31.9;1445.0;1760.0
116;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 60 tot 65 jaar;2006;125.0;87.0;22.24;2321.0;2290.0;32530.0;27850.0;4680.0;1000.0;27.5;27.2;1235.0;1762.0
117;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 60 tot 65 jaar;2007;154.0;110.0;22.85;2407.0;2373.0;34000.0;28880.0;5120.0;1010.0;28.1;27.7;1246.0;1742.0
118;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 60 tot 65 jaar;2008;177.0;127.0;23.43;2470.0;2434.0;34650.0;29640.0;5010.0;1080.0;28.1;27.7;1247.0;1739.0
119;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 60 tot 65 jaar;2009;191.0;138.0;23.74;2539.0;2506.0;35440.0;30460.0;4980.0;1060.0;28.4;28.0;1267.0;1755.0
120;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 65 tot 75 jaar;2006;42.0;20.0;16.11;1134.0;1121.0;15670.0;13610.0;2060.0;700.0;18.5;18.3;835.0;1779.0
121;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 65 tot 75 jaar;2007;47.0;22.0;16.83;1170.0;1153.0;15890.0;14040.0;1850.0;680.0;18.4;18.2;822.0;1746.0
122;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 65 tot 75 jaar;2008;51.0;23.0;18.0;1200.0;1183.0;16340.0;14400.0;1950.0;760.0;17.7;17.5;789.0;1725.0
123;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 65 tot 75 jaar;2009;53.0;24.0;18.91;1247.0;1233.0;16810.0;14970.0;1840.0;820.0;17.4;17.2;782.0;1751.0
124;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 75 jaar of ouder;2006;5.0;2.0;13.31;982.0;977.0;13340.0;11780.0;1560.0;610.0;19.3;19.3;881.0;1802.0
125;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 75 jaar of ouder;2007;5.0;3.0;13.38;955.0;950.0;13020.0;11460.0;1570.0;700.0;18.9;18.8;852.0;1762.0
126;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 75 jaar of ouder;2008;6.0;3.0;13.95;925.0;917.0;12340.0;11100.0;1240.0;700.0;17.6;17.5;789.0;1737.0
127;Totaal;Totaal;Particuliere bedrijven;Leeftijd: 75 jaar of ouder;2009;5.0;2.0;14.59;938.0;931.0;12360.0;11260.0;1100.0;770.0;17.0;16.9;766.0;1755.0
128;Totaal;Totaal;Particuliere bedrijven;5000;2006;4941.0;3727.0;17.99;2054.0;2011.0;28220.0;24650.0;3570.0;600.0;29.7;29.2;1341.0;1778.0
129;Totaal;Totaal;Particuliere bedrijven;5000;2007;5089.0;3848.0;18.53;2099.0;2054.0;28960.0;25190.0;3770.0;630.0;29.8;29.3;1331.0;1760.0
130;Totaal;Totaal;Particuliere bedrijven;5000;2008;5287.0;4007.0;19.22;2179.0;2135.0;30050.0;26150.0;3900.0;730.0;29.8;29.3;1333.0;1759.0
131;Totaal;Totaal;Particuliere bedrijven;5000;2009;5162.0;3886.0;19.8;2246.0;2207.0;30810.0;26950.0;3860.0;750.0;29.7;29.2;1337.0;1777.0
132;Totaal;Totaal;Particuliere bedrijven;502;2006;107.0;89.0;18.61;2403.0;2345.0;34320.0;28830.0;5490.0;350.0;33.6;32.9;1512.0;1820.0
133;Totaal;Totaal;Particuliere bedrijven;502;2007;113.0;95.0;19.29;2481.0;2418.0;35960.0;29770.0;6190.0;350.0;33.8;33.0;1504.0;1795.0
134;Totaal;Totaal;Particuliere bedrijven;502;2008;118.0;99.0;20.17;2604.0;2543.0;37030.0;31250.0;5780.0;420.0;34.0;33.1;1513.0;1799.0
135;Totaal;Totaal;Particuliere bedrijven;502;2009;114.0;94.0;21.11;2702.0;2647.0;38100.0;32420.0;5680.0;460.0;33.5;32.8;1505.0;1817.0
136;Totaal;Totaal;Particuliere bedrijven;503;2006;22.0;17.0;11.33;1441.0;1405.0;19230.0;17290.0;1950.0;60.0;32.9;32.5;1487.0;1836.0
137;Totaal;Totaal;Particuliere bedrijven;503;2007;50.0;41.0;11.01;1410.0;1359.0;18580.0;16920.0;1660.0;40.0;33.4;32.7;1482.0;1817.0
138;Totaal;Totaal;Particuliere bedrijven;503;2008;82.0;66.0;11.08;1424.0;1362.0;18840.0;17090.0;1750.0;40.0;33.3;32.2;1475.0;1834.0
139;Totaal;Totaal;Particuliere bedrijven;503;2009;96.0;74.0;11.23;1410.0;1352.0;18630.0;16910.0;1710.0;40.0;32.4;31.3;1444.0;1863.0
