ID;BronTechniek;Energietoepassingen;Perioden;BrutoEindverbruik_1;BrutoEindverbruikRelatief_2;VermedenVerbruik_3;VermedenVerbruikRelatief_4;VermedenEmissie_5;VermedenEmissieRelatief_6
69;Totaal energiebronnen;Warmte;1999;24193.0;1.16;14696.0;0.47;835.0;0.49
70;Totaal energiebronnen;Warmte;2000;24355.0;1.14;14892.0;0.48;846.0;0.49
71;Totaal energiebronnen;Warmte;2001;24655.0;1.13;14853.0;0.46;846.0;0.48
72;Totaal energiebronnen;Warmte;2002;25453.0;1.18;16049.0;0.5;920.0;0.52
73;Totaal energiebronnen;Warmte;2003;25893.0;1.17;16742.0;0.5;;
74;Totaal energiebronnen;Warmte;2004;28466.0;1.22;19105.0;0.56;;
75;Totaal energiebronnen;Warmte;2005;30228.0;1.31;20734.0;0.62;;
76;Totaal energiebronnen;Warmte;2006;33387.0;1.46;23271.0;0.71;;
77;Totaal energiebronnen;Warmte;2007;34734.0;1.55;24451.0;0.74;;
78;Totaal energiebronnen;Warmte;2008;36863.0;1.62;25783.0;0.79;;
79;Totaal energiebronnen;Warmte;2009;39335.0;1.79;28286.0;0.87;1625.0;0.95
80;Totaal energiebronnen;Warmte;2010;40649.0;1.72;29237.0;0.84;1692.0;0.93
81;Totaal energiebronnen;Warmte;2011;42324.0;1.93;31253.0;0.97;1784.0;1.05
82;Totaal energiebronnen;Warmte;2012;44961.0;2.04;33923.0;1.04;1916.0;1.15
83;Totaal energiebronnen;Warmte;2013;48264.0;2.19;37276.0;1.17;2080.0;1.25
84;Totaal energiebronnen;Warmte;2014;52266.0;2.6;40733.0;1.34;2248.0;1.42
85;Totaal energiebronnen;Warmte;2015;57274.0;2.77;46218.0;1.48;2508.0;1.5
86;Totaal energiebronnen;Warmte;2016;58012.0;2.77;46672.0;1.48;2545.0;1.52
87;Totaal energiebronnen;Warmte;2017;64113.0;3.03;51414.0;1.62;2832.0;1.72
88;Totaal energiebronnen;Warmte;2018;68218.0;3.23;53351.0;1.71;2956.0;1.84
89;Totaal energiebronnen;Warmte;2019;76117.0;3.64;60680.0;1.98;3396.0;2.19
90;Totaal energiebronnen;Vervoer;1990;0.0;0.0;0.0;0.0;0.0;0.0
91;Totaal energiebronnen;Vervoer;1991;0.0;0.0;0.0;0.0;0.0;0.0
92;Totaal energiebronnen;Vervoer;1992;0.0;0.0;0.0;0.0;0.0;0.0
93;Totaal energiebronnen;Vervoer;1993;0.0;0.0;0.0;0.0;0.0;0.0
94;Totaal energiebronnen;Vervoer;1994;0.0;0.0;0.0;0.0;0.0;0.0
95;Totaal energiebronnen;Vervoer;1995;0.0;0.0;0.0;0.0;0.0;0.0
96;Totaal energiebronnen;Vervoer;1996;0.0;0.0;0.0;0.0;0.0;0.0
97;Totaal energiebronnen;Vervoer;1997;0.0;0.0;0.0;0.0;0.0;0.0
98;Totaal energiebronnen;Vervoer;1998;0.0;0.0;0.0;0.0;0.0;0.0
99;Totaal energiebronnen;Vervoer;1999;0.0;0.0;0.0;0.0;0.0;0.0
100;Totaal energiebronnen;Vervoer;2000;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal energiebronnen;Vervoer;2001;0.0;0.0;0.0;0.0;0.0;0.0
102;Totaal energiebronnen;Vervoer;2002;0.0;0.0;0.0;0.0;0.0;0.0
103;Totaal energiebronnen;Vervoer;2003;134.0;0.01;134.0;0.0;;
104;Totaal energiebronnen;Vervoer;2004;134.0;0.01;134.0;0.0;;
105;Totaal energiebronnen;Vervoer;2005;101.0;0.0;101.0;0.0;;
106;Totaal energiebronnen;Vervoer;2006;1766.0;0.08;1766.0;0.05;;
107;Totaal energiebronnen;Vervoer;2007;13031.0;0.58;13031.0;0.4;;
108;Totaal energiebronnen;Vervoer;2008;12048.0;0.53;12048.0;0.37;;
109;Totaal energiebronnen;Vervoer;2009;15606.0;0.71;15606.0;0.48;730.0;0.43
110;Totaal energiebronnen;Vervoer;2010;9577.0;0.41;9577.0;0.28;518.0;0.28
111;Totaal energiebronnen;Vervoer;2011;13785.0;0.63;13790.0;0.43;812.0;0.48
112;Totaal energiebronnen;Vervoer;2012;12873.0;0.58;12877.0;0.4;807.0;0.49
113;Totaal energiebronnen;Vervoer;2013;12428.0;0.56;12433.0;0.39;815.0;0.49
114;Totaal energiebronnen;Vervoer;2014;14373.0;0.72;14380.0;0.47;947.0;0.6
115;Totaal energiebronnen;Vervoer;2015;12571.0;0.61;12576.0;0.4;793.0;0.48
116;Totaal energiebronnen;Vervoer;2016;9902.0;0.47;9907.0;0.31;652.0;0.39
117;Totaal energiebronnen;Vervoer;2017;12691.0;0.6;12703.0;0.4;874.0;0.53
118;Totaal energiebronnen;Vervoer;2018;21242.0;1.0;21262.0;0.68;1482.0;0.92
119;Totaal energiebronnen;Vervoer;2019;26723.0;1.28;26758.0;0.87;1951.0;1.26
120;Waterkracht;Totaal energietoepassingen;1990;306.0;0.02;818.0;0.03;59.0;0.04
121;Waterkracht;Totaal energietoepassingen;1991;340.0;0.02;910.0;0.03;63.0;0.04
122;Waterkracht;Totaal energietoepassingen;1992;371.0;0.02;994.0;0.03;68.0;0.04
123;Waterkracht;Totaal energietoepassingen;1993;361.0;0.02;975.0;0.03;67.0;0.04
124;Waterkracht;Totaal energietoepassingen;1994;361.0;0.02;972.0;0.03;68.0;0.04
125;Waterkracht;Totaal energietoepassingen;1995;353.0;0.02;945.0;0.03;67.0;0.04
126;Waterkracht;Totaal energietoepassingen;1996;344.0;0.02;898.0;0.03;63.0;0.03
127;Waterkracht;Totaal energietoepassingen;1997;342.0;0.02;856.0;0.03;62.0;0.04
128;Waterkracht;Totaal energietoepassingen;1998;349.0;0.02;871.0;0.03;62.0;0.03
129;Waterkracht;Totaal energietoepassingen;1999;347.0;0.02;867.0;0.03;60.0;0.04
130;Waterkracht;Totaal energietoepassingen;2000;362.0;0.02;911.0;0.03;65.0;0.04
131;Waterkracht;Totaal energietoepassingen;2001;367.0;0.02;938.0;0.03;66.0;0.04
132;Waterkracht;Totaal energietoepassingen;2002;369.0;0.02;946.0;0.03;67.0;0.04
133;Waterkracht;Totaal energietoepassingen;2003;361.0;0.02;921.0;0.03;65.0;0.04
134;Waterkracht;Totaal energietoepassingen;2004;360.0;0.02;904.0;0.03;63.0;0.03
135;Waterkracht;Totaal energietoepassingen;2005;361.0;0.02;904.0;0.03;62.0;0.04
136;Waterkracht;Totaal energietoepassingen;2006;361.0;0.02;885.0;0.03;62.0;0.04
137;Waterkracht;Totaal energietoepassingen;2007;358.0;0.02;871.0;0.03;60.0;0.03
138;Waterkracht;Totaal energietoepassingen;2008;360.0;0.02;890.0;0.03;61.0;0.03
139;Waterkracht;Totaal energietoepassingen;2009;360.0;0.02;872.0;0.03;60.0;0.03
140;Waterkracht;Totaal energietoepassingen;2010;364.0;0.02;861.0;0.02;58.0;0.03
141;Waterkracht;Totaal energietoepassingen;2011;358.0;0.02;826.0;0.03;56.0;0.03
142;Waterkracht;Totaal energietoepassingen;2012;361.0;0.02;863.0;0.03;61.0;0.04
143;Waterkracht;Totaal energietoepassingen;2013;362.0;0.02;854.0;0.03;63.0;0.04
144;Waterkracht;Totaal energietoepassingen;2014;367.0;0.02;885.0;0.03;65.0;0.04
145;Waterkracht;Totaal energietoepassingen;2015;355.0;0.02;858.0;0.03;67.0;0.04
146;Waterkracht;Totaal energietoepassingen;2016;351.0;0.02;821.0;0.03;61.0;0.04
147;Waterkracht;Totaal energietoepassingen;2017;339.0;0.02;761.0;0.02;56.0;0.03
148;Waterkracht;Totaal energietoepassingen;2018;340.0;0.02;748.0;0.02;53.0;0.03
149;Waterkracht;Totaal energietoepassingen;2019;335.0;0.02;737.0;0.02;52.0;0.03
150;Waterkracht;Elektriciteit;1990;306.0;0.02;818.0;0.03;59.0;0.04
151;Waterkracht;Elektriciteit;1991;340.0;0.02;910.0;0.03;63.0;0.04
152;Waterkracht;Elektriciteit;1992;371.0;0.02;994.0;0.03;68.0;0.04
153;Waterkracht;Elektriciteit;1993;361.0;0.02;975.0;0.03;67.0;0.04
154;Waterkracht;Elektriciteit;1994;361.0;0.02;972.0;0.03;68.0;0.04
155;Waterkracht;Elektriciteit;1995;353.0;0.02;945.0;0.03;67.0;0.04
156;Waterkracht;Elektriciteit;1996;344.0;0.02;898.0;0.03;63.0;0.03
157;Waterkracht;Elektriciteit;1997;342.0;0.02;856.0;0.03;62.0;0.04
158;Waterkracht;Elektriciteit;1998;349.0;0.02;871.0;0.03;62.0;0.03
159;Waterkracht;Elektriciteit;1999;347.0;0.02;867.0;0.03;60.0;0.04
160;Waterkracht;Elektriciteit;2000;362.0;0.02;911.0;0.03;65.0;0.04
161;Waterkracht;Elektriciteit;2001;367.0;0.02;938.0;0.03;66.0;0.04
162;Waterkracht;Elektriciteit;2002;369.0;0.02;946.0;0.03;67.0;0.04
163;Waterkracht;Elektriciteit;2003;361.0;0.02;921.0;0.03;65.0;0.04
164;Waterkracht;Elektriciteit;2004;360.0;0.02;904.0;0.03;63.0;0.03
165;Waterkracht;Elektriciteit;2005;361.0;0.02;904.0;0.03;62.0;0.04
166;Waterkracht;Elektriciteit;2006;361.0;0.02;885.0;0.03;62.0;0.04
167;Waterkracht;Elektriciteit;2007;358.0;0.02;871.0;0.03;60.0;0.03
168;Waterkracht;Elektriciteit;2008;360.0;0.02;890.0;0.03;61.0;0.03
169;Waterkracht;Elektriciteit;2009;360.0;0.02;872.0;0.03;60.0;0.03
170;Waterkracht;Elektriciteit;2010;364.0;0.02;861.0;0.02;58.0;0.03
171;Waterkracht;Elektriciteit;2011;358.0;0.02;826.0;0.03;56.0;0.03
172;Waterkracht;Elektriciteit;2012;361.0;0.02;863.0;0.03;61.0;0.04
173;Waterkracht;Elektriciteit;2013;362.0;0.02;854.0;0.03;63.0;0.04
174;Waterkracht;Elektriciteit;2014;367.0;0.02;885.0;0.03;65.0;0.04
175;Waterkracht;Elektriciteit;2015;355.0;0.02;858.0;0.03;67.0;0.04
176;Waterkracht;Elektriciteit;2016;351.0;0.02;821.0;0.03;61.0;0.04
177;Waterkracht;Elektriciteit;2017;339.0;0.02;761.0;0.02;56.0;0.03
178;Waterkracht;Elektriciteit;2018;340.0;0.02;748.0;0.02;53.0;0.03
179;Waterkracht;Elektriciteit;2019;335.0;0.02;737.0;0.02;52.0;0.03
180;Waterkracht;Warmte;1990;;;;;;
181;Waterkracht;Warmte;1991;;;;;;
182;Waterkracht;Warmte;1992;;;;;;
183;Waterkracht;Warmte;1993;;;;;;
184;Waterkracht;Warmte;1994;;;;;;
185;Waterkracht;Warmte;1995;;;;;;
186;Waterkracht;Warmte;1996;;;;;;
187;Waterkracht;Warmte;1997;;;;;;
188;Waterkracht;Warmte;1998;;;;;;
189;Waterkracht;Warmte;1999;;;;;;
190;Waterkracht;Warmte;2000;;;;;;
191;Waterkracht;Warmte;2001;;;;;;
192;Waterkracht;Warmte;2002;;;;;;
193;Waterkracht;Warmte;2003;;;;;;
194;Waterkracht;Warmte;2004;;;;;;
195;Waterkracht;Warmte;2005;;;;;;
196;Waterkracht;Warmte;2006;;;;;;
197;Waterkracht;Warmte;2007;;;;;;
198;Waterkracht;Warmte;2008;;;;;;
199;Waterkracht;Warmte;2009;;;;;;
200;Waterkracht;Warmte;2010;;;;;;
201;Waterkracht;Warmte;2011;;;;;;
202;Waterkracht;Warmte;2012;;;;;;
203;Waterkracht;Warmte;2013;;;;;;
204;Waterkracht;Warmte;2014;;;;;;
205;Waterkracht;Warmte;2015;;;;;;
206;Waterkracht;Warmte;2016;;;;;;
207;Waterkracht;Warmte;2017;;;;;;
208;Waterkracht;Warmte;2018;;;;;;
209;Waterkracht;Warmte;2019;;;;;;
210;Waterkracht;Vervoer;1990;;;;;;
211;Waterkracht;Vervoer;1991;;;;;;
212;Waterkracht;Vervoer;1992;;;;;;
213;Waterkracht;Vervoer;1993;;;;;;
214;Waterkracht;Vervoer;1994;;;;;;
215;Waterkracht;Vervoer;1995;;;;;;
216;Waterkracht;Vervoer;1996;;;;;;
217;Waterkracht;Vervoer;1997;;;;;;
218;Waterkracht;Vervoer;1998;;;;;;
219;Waterkracht;Vervoer;1999;;;;;;
220;Waterkracht;Vervoer;2000;;;;;;
221;Waterkracht;Vervoer;2001;;;;;;
222;Waterkracht;Vervoer;2002;;;;;;
223;Waterkracht;Vervoer;2003;;;;;;
224;Waterkracht;Vervoer;2004;;;;;;
225;Waterkracht;Vervoer;2005;;;;;;
226;Waterkracht;Vervoer;2006;;;;;;
227;Waterkracht;Vervoer;2007;;;;;;
228;Waterkracht;Vervoer;2008;;;;;;
229;Waterkracht;Vervoer;2009;;;;;;
230;Waterkracht;Vervoer;2010;;;;;;
231;Waterkracht;Vervoer;2011;;;;;;
232;Waterkracht;Vervoer;2012;;;;;;
233;Waterkracht;Vervoer;2013;;;;;;
234;Waterkracht;Vervoer;2014;;;;;;
235;Waterkracht;Vervoer;2015;;;;;;
236;Waterkracht;Vervoer;2016;;;;;;
237;Waterkracht;Vervoer;2017;;;;;;
238;Waterkracht;Vervoer;2018;;;;;;
239;Waterkracht;Vervoer;2019;;;;;;
240;Totaal windenergie;Totaal energietoepassingen;1990;202.0;0.01;539.0;0.02;39.0;0.02
241;Totaal windenergie;Totaal energietoepassingen;1991;317.0;0.02;847.0;0.03;59.0;0.03
242;Totaal windenergie;Totaal energietoepassingen;1992;492.0;0.03;1319.0;0.05;90.0;0.05
243;Totaal windenergie;Totaal energietoepassingen;1993;624.0;0.03;1686.0;0.06;115.0;0.07
244;Totaal windenergie;Totaal energietoepassingen;1994;794.0;0.04;2140.0;0.07;150.0;0.09
245;Totaal windenergie;Totaal energietoepassingen;1995;1132.0;0.06;3025.0;0.1;215.0;0.12
246;Totaal windenergie;Totaal energietoepassingen;1996;1568.0;0.07;4093.0;0.13;287.0;0.16
247;Totaal windenergie;Totaal energietoepassingen;1997;1761.0;0.08;4403.0;0.14;318.0;0.18
248;Totaal windenergie;Totaal energietoepassingen;1998;2056.0;0.1;5128.0;0.16;365.0;0.21
249;Totaal windenergie;Totaal energietoepassingen;1999;2312.0;0.11;5780.0;0.19;401.0;0.23
250;Totaal windenergie;Totaal energietoepassingen;2000;2678.0;0.13;6745.0;0.22;481.0;0.28
251;Totaal windenergie;Totaal energietoepassingen;2001;2958.0;0.14;7565.0;0.24;536.0;0.3
252;Totaal windenergie;Totaal energietoepassingen;2002;3672.0;0.17;9416.0;0.29;666.0;0.38
253;Totaal windenergie;Totaal energietoepassingen;2003;4892.0;0.22;12479.0;0.37;877.0;0.49
254;Totaal windenergie;Totaal energietoepassingen;2004;6347.0;0.27;15946.0;0.47;1110.0;0.61
255;Totaal windenergie;Totaal energietoepassingen;2005;7321.0;0.32;18348.0;0.55;1264.0;0.71
256;Totaal windenergie;Totaal energietoepassingen;2006;9145.0;0.4;22414.0;0.68;1567.0;0.91
257;Totaal windenergie;Totaal energietoepassingen;2007;11396.0;0.51;27728.0;0.84;1913.0;1.11
258;Totaal windenergie;Totaal energietoepassingen;2008;14131.0;0.62;34890.0;1.07;2404.0;1.37
259;Totaal windenergie;Totaal energietoepassingen;2009;16131.0;0.73;39058.0;1.21;2668.0;1.57
260;Totaal windenergie;Totaal energietoepassingen;2010;16210.0;0.69;38320.0;1.1;2583.0;1.42
261;Totaal windenergie;Totaal energietoepassingen;2011;17010.0;0.78;39367.0;1.22;2653.0;1.57
262;Totaal windenergie;Totaal energietoepassingen;2012;17780.0;0.81;42378.0;1.3;3013.0;1.81
263;Totaal windenergie;Totaal energietoepassingen;2013;19324.0;0.88;45298.0;1.43;3334.0;2.01
264;Totaal windenergie;Totaal energietoepassingen;2014;20914.0;1.04;50020.0;1.65;3676.0;2.31
265;Totaal windenergie;Totaal energietoepassingen;2015;24900.0;1.2;60218.0;1.93;4691.0;2.81
266;Totaal windenergie;Totaal energietoepassingen;2016;30110.0;1.44;73216.0;2.32;5462.0;3.27
267;Totaal windenergie;Totaal energietoepassingen;2017;34710.0;1.64;82374.0;2.6;6022.0;3.65
268;Totaal windenergie;Totaal energietoepassingen;2018;36106.0;1.71;82553.0;2.65;5836.0;3.63
269;Totaal windenergie;Totaal energietoepassingen;2019;38785.0;1.85;86793.0;2.83;6136.0;3.95
270;Totaal windenergie;Elektriciteit;1990;202.0;0.01;539.0;0.02;39.0;0.02
271;Totaal windenergie;Elektriciteit;1991;317.0;0.02;847.0;0.03;59.0;0.03
272;Totaal windenergie;Elektriciteit;1992;492.0;0.03;1319.0;0.05;90.0;0.05
273;Totaal windenergie;Elektriciteit;1993;624.0;0.03;1686.0;0.06;115.0;0.07
274;Totaal windenergie;Elektriciteit;1994;794.0;0.04;2140.0;0.07;150.0;0.09
275;Totaal windenergie;Elektriciteit;1995;1132.0;0.06;3025.0;0.1;215.0;0.12
276;Totaal windenergie;Elektriciteit;1996;1568.0;0.07;4093.0;0.13;287.0;0.16
277;Totaal windenergie;Elektriciteit;1997;1761.0;0.08;4403.0;0.14;318.0;0.18
278;Totaal windenergie;Elektriciteit;1998;2056.0;0.1;5128.0;0.16;365.0;0.21
279;Totaal windenergie;Elektriciteit;1999;2312.0;0.11;5780.0;0.19;401.0;0.23
280;Totaal windenergie;Elektriciteit;2000;2678.0;0.13;6745.0;0.22;481.0;0.28
281;Totaal windenergie;Elektriciteit;2001;2958.0;0.14;7565.0;0.24;536.0;0.3
282;Totaal windenergie;Elektriciteit;2002;3672.0;0.17;9416.0;0.29;666.0;0.38
283;Totaal windenergie;Elektriciteit;2003;4892.0;0.22;12479.0;0.37;877.0;0.49
284;Totaal windenergie;Elektriciteit;2004;6347.0;0.27;15946.0;0.47;1110.0;0.61
285;Totaal windenergie;Elektriciteit;2005;7321.0;0.32;18348.0;0.55;1264.0;0.71
286;Totaal windenergie;Elektriciteit;2006;9145.0;0.4;22414.0;0.68;1567.0;0.91
287;Totaal windenergie;Elektriciteit;2007;11396.0;0.51;27728.0;0.84;1913.0;1.11
288;Totaal windenergie;Elektriciteit;2008;14131.0;0.62;34890.0;1.07;2404.0;1.37
289;Totaal windenergie;Elektriciteit;2009;16131.0;0.73;39058.0;1.21;2668.0;1.57
290;Totaal windenergie;Elektriciteit;2010;16210.0;0.69;38320.0;1.1;2583.0;1.42
291;Totaal windenergie;Elektriciteit;2011;17010.0;0.78;39367.0;1.22;2653.0;1.57
292;Totaal windenergie;Elektriciteit;2012;17780.0;0.81;42378.0;1.3;3013.0;1.81
293;Totaal windenergie;Elektriciteit;2013;19324.0;0.88;45298.0;1.43;3334.0;2.01
294;Totaal windenergie;Elektriciteit;2014;20914.0;1.04;50020.0;1.65;3676.0;2.31
295;Totaal windenergie;Elektriciteit;2015;24900.0;1.2;60218.0;1.93;4691.0;2.81
296;Totaal windenergie;Elektriciteit;2016;30110.0;1.44;73216.0;2.32;5462.0;3.27
297;Totaal windenergie;Elektriciteit;2017;34710.0;1.64;82374.0;2.6;6022.0;3.65
298;Totaal windenergie;Elektriciteit;2018;36106.0;1.71;82553.0;2.65;5836.0;3.63
299;Totaal windenergie;Elektriciteit;2019;38785.0;1.85;86793.0;2.83;6136.0;3.95
300;Totaal windenergie;Warmte;1990;;;;;;
301;Totaal windenergie;Warmte;1991;;;;;;
302;Totaal windenergie;Warmte;1992;;;;;;
303;Totaal windenergie;Warmte;1993;;;;;;
304;Totaal windenergie;Warmte;1994;;;;;;
305;Totaal windenergie;Warmte;1995;;;;;;
306;Totaal windenergie;Warmte;1996;;;;;;
307;Totaal windenergie;Warmte;1997;;;;;;
308;Totaal windenergie;Warmte;1998;;;;;;
309;Totaal windenergie;Warmte;1999;;;;;;
310;Totaal windenergie;Warmte;2000;;;;;;
311;Totaal windenergie;Warmte;2001;;;;;;
312;Totaal windenergie;Warmte;2002;;;;;;
313;Totaal windenergie;Warmte;2003;;;;;;
314;Totaal windenergie;Warmte;2004;;;;;;
315;Totaal windenergie;Warmte;2005;;;;;;
316;Totaal windenergie;Warmte;2006;;;;;;
317;Totaal windenergie;Warmte;2007;;;;;;
318;Totaal windenergie;Warmte;2008;;;;;;
319;Totaal windenergie;Warmte;2009;;;;;;
320;Totaal windenergie;Warmte;2010;;;;;;
321;Totaal windenergie;Warmte;2011;;;;;;
322;Totaal windenergie;Warmte;2012;;;;;;
323;Totaal windenergie;Warmte;2013;;;;;;
324;Totaal windenergie;Warmte;2014;;;;;;
325;Totaal windenergie;Warmte;2015;;;;;;
326;Totaal windenergie;Warmte;2016;;;;;;
327;Totaal windenergie;Warmte;2017;;;;;;
