ID;BronTechniek;Energietoepassingen;Perioden;BrutoEindverbruik_1;BrutoEindverbruikRelatief_2;VermedenVerbruik_3;VermedenVerbruikRelatief_4;VermedenEmissie_5;VermedenEmissieRelatief_6
2576;Bij- en meestoken biomassa in centrales;Elektriciteit;2016;1591.0;0.08;4011.0;0.13;380.0;0.23
2577;Bij- en meestoken biomassa in centrales;Elektriciteit;2017;1909.0;0.09;4373.0;0.14;414.0;0.25
2578;Bij- en meestoken biomassa in centrales;Elektriciteit;2018;2353.0;0.11;5054.0;0.16;479.0;0.3
2579;Bij- en meestoken biomassa in centrales;Elektriciteit;2019;6741.0;0.32;14450.0;0.47;1368.0;0.88
2580;Bij- en meestoken biomassa in centrales;Warmte;1990;;;;;;
2581;Bij- en meestoken biomassa in centrales;Warmte;1991;;;;;;
2582;Bij- en meestoken biomassa in centrales;Warmte;1992;;;;;;
2583;Bij- en meestoken biomassa in centrales;Warmte;1993;;;;;;
2584;Bij- en meestoken biomassa in centrales;Warmte;1994;;;;;;
2585;Bij- en meestoken biomassa in centrales;Warmte;1995;1.0;0.0;1.0;0.0;0.0;0.0
2586;Bij- en meestoken biomassa in centrales;Warmte;1996;6.0;0.0;7.0;0.0;1.0;0.0
2587;Bij- en meestoken biomassa in centrales;Warmte;1997;6.0;0.0;7.0;0.0;1.0;0.0
2588;Bij- en meestoken biomassa in centrales;Warmte;1998;31.0;0.0;35.0;0.0;3.0;0.0
2589;Bij- en meestoken biomassa in centrales;Warmte;1999;15.0;0.0;16.0;0.0;2.0;0.0
2590;Bij- en meestoken biomassa in centrales;Warmte;2000;15.0;0.0;16.0;0.0;2.0;0.0
2591;Bij- en meestoken biomassa in centrales;Warmte;2001;58.0;0.0;66.0;0.0;6.0;0.0
2592;Bij- en meestoken biomassa in centrales;Warmte;2002;222.0;0.01;238.0;0.01;22.0;0.01
2593;Bij- en meestoken biomassa in centrales;Warmte;2003;81.0;0.0;91.0;0.0;9.0;0.0
2594;Bij- en meestoken biomassa in centrales;Warmte;2004;325.0;0.01;357.0;0.01;30.0;0.02
2595;Bij- en meestoken biomassa in centrales;Warmte;2005;693.0;0.03;767.0;0.02;60.0;0.03
2596;Bij- en meestoken biomassa in centrales;Warmte;2006;552.0;0.02;645.0;0.02;49.0;0.03
2597;Bij- en meestoken biomassa in centrales;Warmte;2007;821.0;0.04;901.0;0.03;84.0;0.05
2598;Bij- en meestoken biomassa in centrales;Warmte;2008;789.0;0.03;877.0;0.03;78.0;0.04
2599;Bij- en meestoken biomassa in centrales;Warmte;2009;939.0;0.04;1053.0;0.03;100.0;0.06
2600;Bij- en meestoken biomassa in centrales;Warmte;2010;1267.0;0.05;1472.0;0.04;139.0;0.08
2601;Bij- en meestoken biomassa in centrales;Warmte;2011;920.0;0.04;1107.0;0.03;105.0;0.06
2602;Bij- en meestoken biomassa in centrales;Warmte;2012;658.0;0.03;775.0;0.02;73.0;0.04
2603;Bij- en meestoken biomassa in centrales;Warmte;2013;417.0;0.02;488.0;0.02;46.0;0.03
2604;Bij- en meestoken biomassa in centrales;Warmte;2014;217.0;0.01;253.0;0.01;24.0;0.02
2605;Bij- en meestoken biomassa in centrales;Warmte;2015;35.0;0.0;46.0;0.0;4.0;0.0
2606;Bij- en meestoken biomassa in centrales;Warmte;2016;38.0;0.0;72.0;0.0;7.0;0.0
2607;Bij- en meestoken biomassa in centrales;Warmte;2017;426.0;0.02;510.0;0.02;48.0;0.03
2608;Bij- en meestoken biomassa in centrales;Warmte;2018;533.0;0.03;620.0;0.02;59.0;0.04
2609;Bij- en meestoken biomassa in centrales;Warmte;2019;1520.0;0.07;1774.0;0.06;168.0;0.11
2610;Bij- en meestoken biomassa in centrales;Vervoer;1990;;;;;;
2611;Bij- en meestoken biomassa in centrales;Vervoer;1991;;;;;;
2612;Bij- en meestoken biomassa in centrales;Vervoer;1992;;;;;;
2613;Bij- en meestoken biomassa in centrales;Vervoer;1993;;;;;;
2614;Bij- en meestoken biomassa in centrales;Vervoer;1994;;;;;;
2615;Bij- en meestoken biomassa in centrales;Vervoer;1995;;;;;;
2616;Bij- en meestoken biomassa in centrales;Vervoer;1996;;;;;;
2617;Bij- en meestoken biomassa in centrales;Vervoer;1997;;;;;;
2618;Bij- en meestoken biomassa in centrales;Vervoer;1998;;;;;;
2619;Bij- en meestoken biomassa in centrales;Vervoer;1999;;;;;;
2620;Bij- en meestoken biomassa in centrales;Vervoer;2000;;;;;;
2621;Bij- en meestoken biomassa in centrales;Vervoer;2001;;;;;;
2622;Bij- en meestoken biomassa in centrales;Vervoer;2002;;;;;;
2623;Bij- en meestoken biomassa in centrales;Vervoer;2003;;;;;;
2624;Bij- en meestoken biomassa in centrales;Vervoer;2004;;;;;;
2625;Bij- en meestoken biomassa in centrales;Vervoer;2005;;;;;;
2626;Bij- en meestoken biomassa in centrales;Vervoer;2006;;;;;;
2627;Bij- en meestoken biomassa in centrales;Vervoer;2007;;;;;;
2628;Bij- en meestoken biomassa in centrales;Vervoer;2008;;;;;;
2629;Bij- en meestoken biomassa in centrales;Vervoer;2009;;;;;;
2630;Bij- en meestoken biomassa in centrales;Vervoer;2010;;;;;;
2631;Bij- en meestoken biomassa in centrales;Vervoer;2011;;;;;;
2632;Bij- en meestoken biomassa in centrales;Vervoer;2012;;;;;;
2633;Bij- en meestoken biomassa in centrales;Vervoer;2013;;;;;;
2634;Bij- en meestoken biomassa in centrales;Vervoer;2014;;;;;;
2635;Bij- en meestoken biomassa in centrales;Vervoer;2015;;;;;;
2636;Bij- en meestoken biomassa in centrales;Vervoer;2016;;;;;;
2637;Bij- en meestoken biomassa in centrales;Vervoer;2017;;;;;;
2638;Bij- en meestoken biomassa in centrales;Vervoer;2018;;;;;;
2639;Bij- en meestoken biomassa in centrales;Vervoer;2019;;;;;;
2640;Totaal biomassa huishoudens;Totaal energietoepassingen;1990;12851.0;0.71;5094.0;0.18;289.0;0.18
2641;Totaal biomassa huishoudens;Totaal energietoepassingen;1991;12776.0;0.66;5085.0;0.17;289.0;0.17
2642;Totaal biomassa huishoudens;Totaal energietoepassingen;1992;12816.0;0.67;5128.0;0.18;291.0;0.17
2643;Totaal biomassa huishoudens;Totaal energietoepassingen;1993;12944.0;0.65;5219.0;0.17;296.0;0.17
2644;Totaal biomassa huishoudens;Totaal energietoepassingen;1994;13127.0;0.67;5339.0;0.18;303.0;0.17
2645;Totaal biomassa huishoudens;Totaal energietoepassingen;1995;13347.0;0.66;5477.0;0.18;311.0;0.18
2646;Totaal biomassa huishoudens;Totaal energietoepassingen;1996;13744.0;0.62;5869.0;0.18;333.0;0.18
2647;Totaal biomassa huishoudens;Totaal energietoepassingen;1997;13851.0;0.65;6110.0;0.19;347.0;0.2
2648;Totaal biomassa huishoudens;Totaal energietoepassingen;1998;13940.0;0.66;6332.0;0.2;360.0;0.2
2649;Totaal biomassa huishoudens;Totaal energietoepassingen;1999;13999.0;0.67;6529.0;0.21;371.0;0.22
2650;Totaal biomassa huishoudens;Totaal energietoepassingen;2000;14027.0;0.66;6699.0;0.21;380.0;0.22
2651;Totaal biomassa huishoudens;Totaal energietoepassingen;2001;13938.0;0.64;6770.0;0.21;385.0;0.22
2652;Totaal biomassa huishoudens;Totaal energietoepassingen;2002;13856.0;0.64;6844.0;0.21;389.0;0.22
2653;Totaal biomassa huishoudens;Totaal energietoepassingen;2003;14186.0;0.64;7194.0;0.22;409.0;0.23
2654;Totaal biomassa huishoudens;Totaal energietoepassingen;2004;14901.0;0.64;7829.0;0.23;445.0;0.24
2655;Totaal biomassa huishoudens;Totaal energietoepassingen;2005;15664.0;0.68;8507.0;0.25;483.0;0.27
2656;Totaal biomassa huishoudens;Totaal energietoepassingen;2006;16394.0;0.72;9160.0;0.28;520.0;0.3
2657;Totaal biomassa huishoudens;Totaal energietoepassingen;2007;16377.0;0.73;9268.0;0.28;525.0;0.3
2658;Totaal biomassa huishoudens;Totaal energietoepassingen;2008;16522.0;0.72;9552.0;0.29;542.0;0.31
2659;Totaal biomassa huishoudens;Totaal energietoepassingen;2009;16763.0;0.76;9910.0;0.31;561.0;0.33
2660;Totaal biomassa huishoudens;Totaal energietoepassingen;2010;17099.0;0.72;10339.0;0.3;585.0;0.32
2661;Totaal biomassa huishoudens;Totaal energietoepassingen;2011;17414.0;0.79;10745.0;0.33;607.0;0.36
2662;Totaal biomassa huishoudens;Totaal energietoepassingen;2012;16938.0;0.77;10480.0;0.32;592.0;0.36
2663;Totaal biomassa huishoudens;Totaal energietoepassingen;2013;17012.0;0.77;10706.0;0.34;605.0;0.36
2664;Totaal biomassa huishoudens;Totaal energietoepassingen;2014;16898.0;0.84;10799.0;0.36;609.0;0.38
2665;Totaal biomassa huishoudens;Totaal energietoepassingen;2015;16743.0;0.81;10847.0;0.35;613.0;0.37
2666;Totaal biomassa huishoudens;Totaal energietoepassingen;2016;16569.0;0.79;10874.0;0.34;614.0;0.37
2667;Totaal biomassa huishoudens;Totaal energietoepassingen;2017;16432.0;0.78;10932.0;0.34;619.0;0.38
2668;Totaal biomassa huishoudens;Totaal energietoepassingen;2018;16446.0;0.78;11115.0;0.36;629.0;0.39
2669;Totaal biomassa huishoudens;Totaal energietoepassingen;2019;16278.0;0.78;11168.0;0.36;632.0;0.41
2670;Totaal biomassa huishoudens;Elektriciteit;1990;;;;;;
2671;Totaal biomassa huishoudens;Elektriciteit;1991;;;;;;
2672;Totaal biomassa huishoudens;Elektriciteit;1992;;;;;;
2673;Totaal biomassa huishoudens;Elektriciteit;1993;;;;;;
2674;Totaal biomassa huishoudens;Elektriciteit;1994;;;;;;
2675;Totaal biomassa huishoudens;Elektriciteit;1995;;;;;;
2676;Totaal biomassa huishoudens;Elektriciteit;1996;;;;;;
2677;Totaal biomassa huishoudens;Elektriciteit;1997;;;;;;
2678;Totaal biomassa huishoudens;Elektriciteit;1998;;;;;;
2679;Totaal biomassa huishoudens;Elektriciteit;1999;;;;;;
2680;Totaal biomassa huishoudens;Elektriciteit;2000;;;;;;
2681;Totaal biomassa huishoudens;Elektriciteit;2001;;;;;;
2682;Totaal biomassa huishoudens;Elektriciteit;2002;;;;;;
2683;Totaal biomassa huishoudens;Elektriciteit;2003;;;;;;
2684;Totaal biomassa huishoudens;Elektriciteit;2004;;;;;;
2685;Totaal biomassa huishoudens;Elektriciteit;2005;;;;;;
2686;Totaal biomassa huishoudens;Elektriciteit;2006;;;;;;
2687;Totaal biomassa huishoudens;Elektriciteit;2007;;;;;;
2688;Totaal biomassa huishoudens;Elektriciteit;2008;;;;;;
2689;Totaal biomassa huishoudens;Elektriciteit;2009;;;;;;
2690;Totaal biomassa huishoudens;Elektriciteit;2010;;;;;;
2691;Totaal biomassa huishoudens;Elektriciteit;2011;;;;;;
2692;Totaal biomassa huishoudens;Elektriciteit;2012;;;;;;
2693;Totaal biomassa huishoudens;Elektriciteit;2013;;;;;;
2694;Totaal biomassa huishoudens;Elektriciteit;2014;;;;;;
2695;Totaal biomassa huishoudens;Elektriciteit;2015;;;;;;
2696;Totaal biomassa huishoudens;Elektriciteit;2016;;;;;;
2697;Totaal biomassa huishoudens;Elektriciteit;2017;;;;;;
2698;Totaal biomassa huishoudens;Elektriciteit;2018;;;;;;
2699;Totaal biomassa huishoudens;Elektriciteit;2019;;;;;;
2700;Totaal biomassa huishoudens;Warmte;1990;12851.0;0.71;5094.0;0.18;289.0;0.18
2701;Totaal biomassa huishoudens;Warmte;1991;12776.0;0.66;5085.0;0.17;289.0;0.17
2702;Totaal biomassa huishoudens;Warmte;1992;12816.0;0.67;5128.0;0.18;291.0;0.17
2703;Totaal biomassa huishoudens;Warmte;1993;12944.0;0.65;5219.0;0.17;296.0;0.17
2704;Totaal biomassa huishoudens;Warmte;1994;13127.0;0.67;5339.0;0.18;303.0;0.17
2705;Totaal biomassa huishoudens;Warmte;1995;13347.0;0.66;5477.0;0.18;311.0;0.18
2706;Totaal biomassa huishoudens;Warmte;1996;13744.0;0.62;5869.0;0.18;333.0;0.18
2707;Totaal biomassa huishoudens;Warmte;1997;13851.0;0.65;6110.0;0.19;347.0;0.2
2708;Totaal biomassa huishoudens;Warmte;1998;13940.0;0.66;6332.0;0.2;360.0;0.2
2709;Totaal biomassa huishoudens;Warmte;1999;13999.0;0.67;6529.0;0.21;371.0;0.22
2710;Totaal biomassa huishoudens;Warmte;2000;14027.0;0.66;6699.0;0.21;380.0;0.22
2711;Totaal biomassa huishoudens;Warmte;2001;13938.0;0.64;6770.0;0.21;385.0;0.22
2712;Totaal biomassa huishoudens;Warmte;2002;13856.0;0.64;6844.0;0.21;389.0;0.22
2713;Totaal biomassa huishoudens;Warmte;2003;14186.0;0.64;7194.0;0.22;409.0;0.23
2714;Totaal biomassa huishoudens;Warmte;2004;14901.0;0.64;7829.0;0.23;445.0;0.24
2715;Totaal biomassa huishoudens;Warmte;2005;15664.0;0.68;8507.0;0.25;483.0;0.27
2716;Totaal biomassa huishoudens;Warmte;2006;16394.0;0.72;9160.0;0.28;520.0;0.3
2717;Totaal biomassa huishoudens;Warmte;2007;16377.0;0.73;9268.0;0.28;525.0;0.3
2718;Totaal biomassa huishoudens;Warmte;2008;16522.0;0.72;9552.0;0.29;542.0;0.31
2719;Totaal biomassa huishoudens;Warmte;2009;16763.0;0.76;9910.0;0.31;561.0;0.33
2720;Totaal biomassa huishoudens;Warmte;2010;17099.0;0.72;10339.0;0.3;585.0;0.32
2721;Totaal biomassa huishoudens;Warmte;2011;17414.0;0.79;10745.0;0.33;607.0;0.36
2722;Totaal biomassa huishoudens;Warmte;2012;16938.0;0.77;10480.0;0.32;592.0;0.36
2723;Totaal biomassa huishoudens;Warmte;2013;17012.0;0.77;10706.0;0.34;605.0;0.36
2724;Totaal biomassa huishoudens;Warmte;2014;16898.0;0.84;10799.0;0.36;609.0;0.38
2725;Totaal biomassa huishoudens;Warmte;2015;16743.0;0.81;10847.0;0.35;613.0;0.37
2726;Totaal biomassa huishoudens;Warmte;2016;16569.0;0.79;10874.0;0.34;614.0;0.37
2727;Totaal biomassa huishoudens;Warmte;2017;16432.0;0.78;10932.0;0.34;619.0;0.38
2728;Totaal biomassa huishoudens;Warmte;2018;16446.0;0.78;11115.0;0.36;629.0;0.39
2729;Totaal biomassa huishoudens;Warmte;2019;16278.0;0.78;11168.0;0.36;632.0;0.41
2730;Totaal biomassa huishoudens;Vervoer;1990;;;;;;
2731;Totaal biomassa huishoudens;Vervoer;1991;;;;;;
2732;Totaal biomassa huishoudens;Vervoer;1992;;;;;;
2733;Totaal biomassa huishoudens;Vervoer;1993;;;;;;
2734;Totaal biomassa huishoudens;Vervoer;1994;;;;;;
2735;Totaal biomassa huishoudens;Vervoer;1995;;;;;;
2736;Totaal biomassa huishoudens;Vervoer;1996;;;;;;
2737;Totaal biomassa huishoudens;Vervoer;1997;;;;;;
2738;Totaal biomassa huishoudens;Vervoer;1998;;;;;;
2739;Totaal biomassa huishoudens;Vervoer;1999;;;;;;
2740;Totaal biomassa huishoudens;Vervoer;2000;;;;;;
2741;Totaal biomassa huishoudens;Vervoer;2001;;;;;;
2742;Totaal biomassa huishoudens;Vervoer;2002;;;;;;
2743;Totaal biomassa huishoudens;Vervoer;2003;;;;;;
2744;Totaal biomassa huishoudens;Vervoer;2004;;;;;;
2745;Totaal biomassa huishoudens;Vervoer;2005;;;;;;
2746;Totaal biomassa huishoudens;Vervoer;2006;;;;;;
2747;Totaal biomassa huishoudens;Vervoer;2007;;;;;;
2748;Totaal biomassa huishoudens;Vervoer;2008;;;;;;
2749;Totaal biomassa huishoudens;Vervoer;2009;;;;;;
2750;Totaal biomassa huishoudens;Vervoer;2010;;;;;;
2751;Totaal biomassa huishoudens;Vervoer;2011;;;;;;
2752;Totaal biomassa huishoudens;Vervoer;2012;;;;;;
2753;Totaal biomassa huishoudens;Vervoer;2013;;;;;;
2754;Totaal biomassa huishoudens;Vervoer;2014;;;;;;
2755;Totaal biomassa huishoudens;Vervoer;2015;;;;;;
2756;Totaal biomassa huishoudens;Vervoer;2016;;;;;;
2757;Totaal biomassa huishoudens;Vervoer;2017;;;;;;
2758;Totaal biomassa huishoudens;Vervoer;2018;;;;;;
2759;Totaal biomassa huishoudens;Vervoer;2019;;;;;;
2760;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1990;3834.0;0.21;404.0;0.01;23.0;0.01
2761;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1991;3762.0;0.19;396.0;0.01;22.0;0.01
2762;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1992;3688.0;0.19;388.0;0.01;22.0;0.01
2763;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1993;3612.0;0.18;380.0;0.01;22.0;0.01
2764;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1994;3535.0;0.18;372.0;0.01;21.0;0.01
2765;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1995;3457.0;0.17;364.0;0.01;21.0;0.01
2766;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1996;3399.0;0.15;358.0;0.01;20.0;0.01
2767;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1997;3341.0;0.16;352.0;0.01;20.0;0.01
2768;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1998;3282.0;0.15;345.0;0.01;20.0;0.01
2769;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;1999;3224.0;0.16;339.0;0.01;19.0;0.01
2770;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2000;3165.0;0.15;333.0;0.01;19.0;0.01
2771;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2001;3127.0;0.14;329.0;0.01;19.0;0.01
2772;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2002;3090.0;0.14;325.0;0.01;18.0;0.01
2773;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2003;3050.0;0.14;321.0;0.01;18.0;0.01
2774;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2004;3011.0;0.13;317.0;0.01;18.0;0.01
2775;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2005;2972.0;0.13;313.0;0.01;18.0;0.01
2776;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2006;2952.0;0.13;311.0;0.01;18.0;0.01
2777;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2007;2938.0;0.13;309.0;0.01;18.0;0.01
2778;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2008;2856.0;0.13;301.0;0.01;17.0;0.01
2779;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2009;2777.0;0.13;292.0;0.01;17.0;0.01
2780;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2010;2700.0;0.11;284.0;0.01;16.0;0.01
2781;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2011;2624.0;0.12;276.0;0.01;16.0;0.01
2782;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2012;2549.0;0.12;268.0;0.01;15.0;0.01
2783;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2013;2472.0;0.11;260.0;0.01;15.0;0.01
2784;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2014;2397.0;0.12;252.0;0.01;14.0;0.01
2785;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2015;2322.0;0.11;244.0;0.01;14.0;0.01
2786;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2016;2247.0;0.11;237.0;0.01;13.0;0.01
2787;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2017;2174.0;0.1;229.0;0.01;13.0;0.01
2788;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2018;2103.0;0.1;221.0;0.01;13.0;0.01
2789;Biomassa huishoudens, openhaarden;Totaal energietoepassingen;2019;2008.0;0.1;211.0;0.01;12.0;0.01
2790;Biomassa huishoudens, openhaarden;Elektriciteit;1990;;;;;;
2791;Biomassa huishoudens, openhaarden;Elektriciteit;1991;;;;;;
2792;Biomassa huishoudens, openhaarden;Elektriciteit;1992;;;;;;
2793;Biomassa huishoudens, openhaarden;Elektriciteit;1993;;;;;;
2794;Biomassa huishoudens, openhaarden;Elektriciteit;1994;;;;;;
2795;Biomassa huishoudens, openhaarden;Elektriciteit;1995;;;;;;
2796;Biomassa huishoudens, openhaarden;Elektriciteit;1996;;;;;;
2797;Biomassa huishoudens, openhaarden;Elektriciteit;1997;;;;;;
2798;Biomassa huishoudens, openhaarden;Elektriciteit;1998;;;;;;
2799;Biomassa huishoudens, openhaarden;Elektriciteit;1999;;;;;;
2800;Biomassa huishoudens, openhaarden;Elektriciteit;2000;;;;;;
2801;Biomassa huishoudens, openhaarden;Elektriciteit;2001;;;;;;
2802;Biomassa huishoudens, openhaarden;Elektriciteit;2002;;;;;;
2803;Biomassa huishoudens, openhaarden;Elektriciteit;2003;;;;;;
2804;Biomassa huishoudens, openhaarden;Elektriciteit;2004;;;;;;
2805;Biomassa huishoudens, openhaarden;Elektriciteit;2005;;;;;;
2806;Biomassa huishoudens, openhaarden;Elektriciteit;2006;;;;;;
2807;Biomassa huishoudens, openhaarden;Elektriciteit;2007;;;;;;
2808;Biomassa huishoudens, openhaarden;Elektriciteit;2008;;;;;;
2809;Biomassa huishoudens, openhaarden;Elektriciteit;2009;;;;;;
2810;Biomassa huishoudens, openhaarden;Elektriciteit;2010;;;;;;
2811;Biomassa huishoudens, openhaarden;Elektriciteit;2011;;;;;;
2812;Biomassa huishoudens, openhaarden;Elektriciteit;2012;;;;;;
2813;Biomassa huishoudens, openhaarden;Elektriciteit;2013;;;;;;
2814;Biomassa huishoudens, openhaarden;Elektriciteit;2014;;;;;;
2815;Biomassa huishoudens, openhaarden;Elektriciteit;2015;;;;;;
2816;Biomassa huishoudens, openhaarden;Elektriciteit;2016;;;;;;
2817;Biomassa huishoudens, openhaarden;Elektriciteit;2017;;;;;;
2818;Biomassa huishoudens, openhaarden;Elektriciteit;2018;;;;;;
2819;Biomassa huishoudens, openhaarden;Elektriciteit;2019;;;;;;
2820;Biomassa huishoudens, openhaarden;Warmte;1990;3834.0;0.21;404.0;0.01;23.0;0.01
2821;Biomassa huishoudens, openhaarden;Warmte;1991;3762.0;0.19;396.0;0.01;22.0;0.01
2822;Biomassa huishoudens, openhaarden;Warmte;1992;3688.0;0.19;388.0;0.01;22.0;0.01
2823;Biomassa huishoudens, openhaarden;Warmte;1993;3612.0;0.18;380.0;0.01;22.0;0.01
2824;Biomassa huishoudens, openhaarden;Warmte;1994;3535.0;0.18;372.0;0.01;21.0;0.01
2825;Biomassa huishoudens, openhaarden;Warmte;1995;3457.0;0.17;364.0;0.01;21.0;0.01
2826;Biomassa huishoudens, openhaarden;Warmte;1996;3399.0;0.15;358.0;0.01;20.0;0.01
2827;Biomassa huishoudens, openhaarden;Warmte;1997;3341.0;0.16;352.0;0.01;20.0;0.01
2828;Biomassa huishoudens, openhaarden;Warmte;1998;3282.0;0.15;345.0;0.01;20.0;0.01
2829;Biomassa huishoudens, openhaarden;Warmte;1999;3224.0;0.16;339.0;0.01;19.0;0.01
2830;Biomassa huishoudens, openhaarden;Warmte;2000;3165.0;0.15;333.0;0.01;19.0;0.01
2831;Biomassa huishoudens, openhaarden;Warmte;2001;3127.0;0.14;329.0;0.01;19.0;0.01
2832;Biomassa huishoudens, openhaarden;Warmte;2002;3090.0;0.14;325.0;0.01;18.0;0.01
2833;Biomassa huishoudens, openhaarden;Warmte;2003;3050.0;0.14;321.0;0.01;18.0;0.01
2834;Biomassa huishoudens, openhaarden;Warmte;2004;3011.0;0.13;317.0;0.01;18.0;0.01
2835;Biomassa huishoudens, openhaarden;Warmte;2005;2972.0;0.13;313.0;0.01;18.0;0.01
2836;Biomassa huishoudens, openhaarden;Warmte;2006;2952.0;0.13;311.0;0.01;18.0;0.01
2837;Biomassa huishoudens, openhaarden;Warmte;2007;2938.0;0.13;309.0;0.01;18.0;0.01
2838;Biomassa huishoudens, openhaarden;Warmte;2008;2856.0;0.13;301.0;0.01;17.0;0.01
2839;Biomassa huishoudens, openhaarden;Warmte;2009;2777.0;0.13;292.0;0.01;17.0;0.01
2840;Biomassa huishoudens, openhaarden;Warmte;2010;2700.0;0.11;284.0;0.01;16.0;0.01
2841;Biomassa huishoudens, openhaarden;Warmte;2011;2624.0;0.12;276.0;0.01;16.0;0.01
2842;Biomassa huishoudens, openhaarden;Warmte;2012;2549.0;0.12;268.0;0.01;15.0;0.01
2843;Biomassa huishoudens, openhaarden;Warmte;2013;2472.0;0.11;260.0;0.01;15.0;0.01
2844;Biomassa huishoudens, openhaarden;Warmte;2014;2397.0;0.12;252.0;0.01;14.0;0.01
2845;Biomassa huishoudens, openhaarden;Warmte;2015;2322.0;0.11;244.0;0.01;14.0;0.01
2846;Biomassa huishoudens, openhaarden;Warmte;2016;2247.0;0.11;237.0;0.01;13.0;0.01
2847;Biomassa huishoudens, openhaarden;Warmte;2017;2174.0;0.1;229.0;0.01;13.0;0.01
2848;Biomassa huishoudens, openhaarden;Warmte;2018;2103.0;0.1;221.0;0.01;13.0;0.01
2849;Biomassa huishoudens, openhaarden;Warmte;2019;2008.0;0.1;211.0;0.01;12.0;0.01
2850;Biomassa huishoudens, openhaarden;Vervoer;1990;;;;;;
2851;Biomassa huishoudens, openhaarden;Vervoer;1991;;;;;;
2852;Biomassa huishoudens, openhaarden;Vervoer;1992;;;;;;
2853;Biomassa huishoudens, openhaarden;Vervoer;1993;;;;;;
2854;Biomassa huishoudens, openhaarden;Vervoer;1994;;;;;;
2855;Biomassa huishoudens, openhaarden;Vervoer;1995;;;;;;
2856;Biomassa huishoudens, openhaarden;Vervoer;1996;;;;;;
2857;Biomassa huishoudens, openhaarden;Vervoer;1997;;;;;;
2858;Biomassa huishoudens, openhaarden;Vervoer;1998;;;;;;
2859;Biomassa huishoudens, openhaarden;Vervoer;1999;;;;;;
2860;Biomassa huishoudens, openhaarden;Vervoer;2000;;;;;;
2861;Biomassa huishoudens, openhaarden;Vervoer;2001;;;;;;
2862;Biomassa huishoudens, openhaarden;Vervoer;2002;;;;;;
2863;Biomassa huishoudens, openhaarden;Vervoer;2003;;;;;;
2864;Biomassa huishoudens, openhaarden;Vervoer;2004;;;;;;
2865;Biomassa huishoudens, openhaarden;Vervoer;2005;;;;;;
2866;Biomassa huishoudens, openhaarden;Vervoer;2006;;;;;;
2867;Biomassa huishoudens, openhaarden;Vervoer;2007;;;;;;
2868;Biomassa huishoudens, openhaarden;Vervoer;2008;;;;;;
2869;Biomassa huishoudens, openhaarden;Vervoer;2009;;;;;;
2870;Biomassa huishoudens, openhaarden;Vervoer;2010;;;;;;
2871;Biomassa huishoudens, openhaarden;Vervoer;2011;;;;;;
2872;Biomassa huishoudens, openhaarden;Vervoer;2012;;;;;;
2873;Biomassa huishoudens, openhaarden;Vervoer;2013;;;;;;
2874;Biomassa huishoudens, openhaarden;Vervoer;2014;;;;;;
2875;Biomassa huishoudens, openhaarden;Vervoer;2015;;;;;;
2876;Biomassa huishoudens, openhaarden;Vervoer;2016;;;;;;
2877;Biomassa huishoudens, openhaarden;Vervoer;2017;;;;;;
2878;Biomassa huishoudens, openhaarden;Vervoer;2018;;;;;;
2879;Biomassa huishoudens, openhaarden;Vervoer;2019;;;;;;
2880;Biomassa huishoudens, inzethaarden;Totaal energietoepassingen;1990;2612.0;0.14;1296.0;0.05;74.0;0.05
2881;Biomassa huishoudens, inzethaarden;Totaal energietoepassingen;1991;2988.0;0.15;1490.0;0.05;85.0;0.05
2882;Biomassa huishoudens, inzethaarden;Totaal energietoepassingen;1992;3460.0;0.18;1725.0;0.06;98.0;0.06
2883;Biomassa huishoudens, inzethaarden;Totaal energietoepassingen;1993;3991.0;0.2;1993.0;0.07;113.0;0.07
