ID;Leeftijd31DecemberBijVerweduwen;HuwelijksduurOp31December;Perioden;VerweduwendeMannenEnVrouwen_1;VerweduwendeMannen_2;VerweduwendeVrouwen_3
57;Totaal;1 jaar;1997;214.0;72.0;142.0
58;Totaal;1 jaar;1998;254.0;63.0;191.0
59;Totaal;1 jaar;1999;261.0;74.0;187.0
60;Totaal;1 jaar;2000;233.0;65.0;168.0
61;Totaal;1 jaar;2001;253.0;63.0;190.0
62;Totaal;1 jaar;2002;260.0;85.0;175.0
63;Totaal;1 jaar;2003;268.0;74.0;194.0
64;Totaal;1 jaar;2004;253.0;70.0;183.0
65;Totaal;1 jaar;2005;261.0;87.0;174.0
66;Totaal;1 jaar;2006;241.0;74.0;167.0
67;Totaal;1 jaar;2007;245.0;82.0;163.0
68;Totaal;1 jaar;2008;237.0;68.0;169.0
69;Totaal;1 jaar;2009;273.0;88.0;185.0
70;Totaal;1 jaar;2010;297.0;107.0;190.0
71;Totaal;1 jaar;2011;259.0;75.0;184.0
72;Totaal;1 jaar;2012;289.0;100.0;189.0
73;Totaal;1 jaar;2013;257.0;94.0;163.0
74;Totaal;1 jaar;2014;243.0;87.0;156.0
75;Totaal;1 jaar;2015;233.0;97.0;136.0
76;Totaal;1 jaar;2016;260.0;84.0;176.0
77;Totaal;1 jaar;2017;225.0;64.0;161.0
78;Totaal;1 jaar;2018;294.0;106.0;188.0
79;Totaal;1 jaar;2019;280.0;97.0;183.0
80;Totaal;1 jaar;2020;271.0;87.0;184.0
81;Totaal;1 jaar;2021;260.0;80.0;180.0
82;Totaal;1 jaar;2022;306.0;121.0;185.0
83;Totaal;1 jaar;2023;298.0;101.0;197.0
84;Totaal;2 jaar;1996;222.0;71.0;151.0
85;Totaal;2 jaar;1997;182.0;52.0;130.0
86;Totaal;2 jaar;1998;185.0;55.0;130.0
87;Totaal;2 jaar;1999;183.0;49.0;134.0
88;Totaal;2 jaar;2000;219.0;62.0;157.0
89;Totaal;2 jaar;2001;195.0;54.0;141.0
90;Totaal;2 jaar;2002;222.0;67.0;155.0
91;Totaal;2 jaar;2003;200.0;78.0;122.0
92;Totaal;2 jaar;2004;207.0;62.0;145.0
93;Totaal;2 jaar;2005;169.0;60.0;109.0
94;Totaal;2 jaar;2006;184.0;62.0;122.0
95;Totaal;2 jaar;2007;183.0;56.0;127.0
96;Totaal;2 jaar;2008;204.0;61.0;143.0
97;Totaal;2 jaar;2009;189.0;66.0;123.0
98;Totaal;2 jaar;2010;227.0;72.0;155.0
99;Totaal;2 jaar;2011;206.0;65.0;141.0
100;Totaal;2 jaar;2012;195.0;61.0;134.0
101;Totaal;2 jaar;2013;175.0;56.0;119.0
102;Totaal;2 jaar;2014;175.0;52.0;123.0
103;Totaal;2 jaar;2015;168.0;64.0;104.0
104;Totaal;2 jaar;2016;187.0;60.0;127.0
105;Totaal;2 jaar;2017;189.0;48.0;141.0
106;Totaal;2 jaar;2018;197.0;65.0;132.0
107;Totaal;2 jaar;2019;179.0;68.0;111.0
108;Totaal;2 jaar;2020;191.0;71.0;120.0
109;Totaal;2 jaar;2021;207.0;66.0;141.0
110;Totaal;2 jaar;2022;154.0;69.0;85.0
111;Totaal;2 jaar;2023;189.0;66.0;123.0
112;Totaal;3 jaar;1996;190.0;53.0;137.0
113;Totaal;3 jaar;1997;210.0;63.0;147.0
114;Totaal;3 jaar;1998;175.0;59.0;116.0
115;Totaal;3 jaar;1999;224.0;63.0;161.0
116;Totaal;3 jaar;2000;218.0;76.0;142.0
117;Totaal;3 jaar;2001;242.0;84.0;158.0
118;Totaal;3 jaar;2002;196.0;56.0;140.0
119;Totaal;3 jaar;2003;201.0;58.0;143.0
120;Totaal;3 jaar;2004;187.0;52.0;135.0
121;Totaal;3 jaar;2005;198.0;61.0;137.0
122;Totaal;3 jaar;2006;174.0;48.0;126.0
123;Totaal;3 jaar;2007;191.0;72.0;119.0
124;Totaal;3 jaar;2008;192.0;59.0;133.0
125;Totaal;3 jaar;2009;152.0;47.0;105.0
126;Totaal;3 jaar;2010;181.0;60.0;121.0
127;Totaal;3 jaar;2011;199.0;57.0;142.0
128;Totaal;3 jaar;2012;215.0;70.0;145.0
129;Totaal;3 jaar;2013;195.0;67.0;128.0
130;Totaal;3 jaar;2014;194.0;56.0;138.0
131;Totaal;3 jaar;2015;165.0;70.0;95.0
132;Totaal;3 jaar;2016;145.0;64.0;81.0
133;Totaal;3 jaar;2017;139.0;45.0;94.0
134;Totaal;3 jaar;2018;167.0;53.0;114.0
135;Totaal;3 jaar;2019;183.0;69.0;114.0
136;Totaal;3 jaar;2020;184.0;58.0;126.0
137;Totaal;3 jaar;2021;180.0;65.0;115.0
138;Totaal;3 jaar;2022;169.0;58.0;111.0
139;Totaal;3 jaar;2023;167.0;47.0;120.0
140;Totaal;4 jaar;1996;232.0;75.0;157.0
141;Totaal;4 jaar;1997;194.0;68.0;126.0
142;Totaal;4 jaar;1998;203.0;61.0;142.0
143;Totaal;4 jaar;1999;196.0;62.0;134.0
144;Totaal;4 jaar;2000;188.0;56.0;132.0
145;Totaal;4 jaar;2001;179.0;59.0;120.0
146;Totaal;4 jaar;2002;236.0;78.0;158.0
147;Totaal;4 jaar;2003;212.0;53.0;159.0
148;Totaal;4 jaar;2004;202.0;58.0;144.0
149;Totaal;4 jaar;2005;189.0;63.0;126.0
150;Totaal;4 jaar;2006;189.0;62.0;127.0
151;Totaal;4 jaar;2007;176.0;55.0;121.0
152;Totaal;4 jaar;2008;197.0;59.0;138.0
153;Totaal;4 jaar;2009;180.0;67.0;113.0
154;Totaal;4 jaar;2010;190.0;63.0;127.0
155;Totaal;4 jaar;2011;176.0;57.0;119.0
156;Totaal;4 jaar;2012;201.0;61.0;140.0
157;Totaal;4 jaar;2013;197.0;73.0;124.0
158;Totaal;4 jaar;2014;177.0;63.0;114.0
159;Totaal;4 jaar;2015;180.0;68.0;112.0
160;Totaal;4 jaar;2016;182.0;64.0;118.0
161;Totaal;4 jaar;2017;178.0;61.0;117.0
162;Totaal;4 jaar;2018;156.0;52.0;104.0
163;Totaal;4 jaar;2019;169.0;59.0;110.0
164;Totaal;4 jaar;2020;163.0;61.0;102.0
165;Totaal;4 jaar;2021;199.0;60.0;139.0
166;Totaal;4 jaar;2022;175.0;64.0;111.0
167;Totaal;4 jaar;2023;189.0;66.0;123.0
168;Totaal;5 jaar;1996;195.0;57.0;138.0
169;Totaal;5 jaar;1997;229.0;84.0;145.0
170;Totaal;5 jaar;1998;182.0;51.0;131.0
171;Totaal;5 jaar;1999;196.0;66.0;130.0
172;Totaal;5 jaar;2000;212.0;70.0;142.0
173;Totaal;5 jaar;2001;182.0;57.0;125.0
174;Totaal;5 jaar;2002;205.0;75.0;130.0
175;Totaal;5 jaar;2003;180.0;57.0;123.0
176;Totaal;5 jaar;2004;190.0;68.0;122.0
177;Totaal;5 jaar;2005;194.0;70.0;124.0
178;Totaal;5 jaar;2006;216.0;83.0;133.0
179;Totaal;5 jaar;2007;210.0;65.0;145.0
180;Totaal;5 jaar;2008;200.0;66.0;134.0
181;Totaal;5 jaar;2009;202.0;68.0;134.0
182;Totaal;5 jaar;2010;187.0;65.0;122.0
183;Totaal;5 jaar;2011;182.0;60.0;122.0
184;Totaal;5 jaar;2012;190.0;64.0;126.0
185;Totaal;5 jaar;2013;173.0;60.0;113.0
186;Totaal;5 jaar;2014;179.0;69.0;110.0
187;Totaal;5 jaar;2015;180.0;69.0;111.0
188;Totaal;5 jaar;2016;192.0;68.0;124.0
189;Totaal;5 jaar;2017;188.0;60.0;128.0
190;Totaal;5 jaar;2018;186.0;74.0;112.0
191;Totaal;5 jaar;2019;194.0;71.0;123.0
192;Totaal;5 jaar;2020;181.0;65.0;116.0
193;Totaal;5 jaar;2021;212.0;71.0;141.0
194;Totaal;5 jaar;2022;174.0;83.0;91.0
195;Totaal;5 jaar;2023;181.0;69.0;112.0
196;Totaal;6 jaar;1996;211.0;70.0;141.0
197;Totaal;6 jaar;1997;222.0;78.0;144.0
198;Totaal;6 jaar;1998;202.0;69.0;133.0
199;Totaal;6 jaar;1999;213.0;71.0;142.0
200;Totaal;6 jaar;2000;196.0;59.0;137.0
201;Totaal;6 jaar;2001;183.0;61.0;122.0
202;Totaal;6 jaar;2002;183.0;57.0;126.0
203;Totaal;6 jaar;2003;208.0;75.0;133.0
204;Totaal;6 jaar;2004;207.0;58.0;149.0
205;Totaal;6 jaar;2005;203.0;64.0;139.0
206;Totaal;6 jaar;2006;217.0;68.0;149.0
207;Totaal;6 jaar;2007;215.0;62.0;153.0
208;Totaal;6 jaar;2008;211.0;66.0;145.0
209;Totaal;6 jaar;2009;203.0;69.0;134.0
210;Totaal;6 jaar;2010;186.0;58.0;128.0
211;Totaal;6 jaar;2011;199.0;70.0;129.0
212;Totaal;6 jaar;2012;209.0;66.0;143.0
213;Totaal;6 jaar;2013;176.0;57.0;119.0
214;Totaal;6 jaar;2014;201.0;68.0;133.0
215;Totaal;6 jaar;2015;203.0;71.0;132.0
216;Totaal;6 jaar;2016;194.0;66.0;128.0
217;Totaal;6 jaar;2017;207.0;74.0;133.0
218;Totaal;6 jaar;2018;184.0;61.0;123.0
219;Totaal;6 jaar;2019;182.0;60.0;122.0
220;Totaal;6 jaar;2020;183.0;55.0;128.0
221;Totaal;6 jaar;2021;201.0;60.0;141.0
222;Totaal;6 jaar;2022;173.0;68.0;105.0
223;Totaal;6 jaar;2023;185.0;55.0;130.0
224;Totaal;7 jaar;1996;200.0;60.0;140.0
225;Totaal;7 jaar;1997;202.0;59.0;143.0
226;Totaal;7 jaar;1998;226.0;66.0;160.0
227;Totaal;7 jaar;1999;198.0;67.0;131.0
228;Totaal;7 jaar;2000;210.0;69.0;141.0
229;Totaal;7 jaar;2001;221.0;77.0;144.0
230;Totaal;7 jaar;2002;191.0;65.0;126.0
231;Totaal;7 jaar;2003;209.0;75.0;134.0
232;Totaal;7 jaar;2004;215.0;63.0;152.0
233;Totaal;7 jaar;2005;200.0;67.0;133.0
234;Totaal;7 jaar;2006;211.0;79.0;132.0
235;Totaal;7 jaar;2007;191.0;62.0;129.0
236;Totaal;7 jaar;2008;225.0;72.0;153.0
237;Totaal;7 jaar;2009;190.0;61.0;129.0
238;Totaal;7 jaar;2010;202.0;74.0;128.0
239;Totaal;7 jaar;2011;224.0;85.0;139.0
240;Totaal;7 jaar;2012;197.0;68.0;129.0
241;Totaal;7 jaar;2013;221.0;78.0;143.0
242;Totaal;7 jaar;2014;237.0;91.0;146.0
243;Totaal;7 jaar;2015;249.0;88.0;161.0
244;Totaal;7 jaar;2016;247.0;101.0;146.0
245;Totaal;7 jaar;2017;202.0;79.0;123.0
246;Totaal;7 jaar;2018;207.0;79.0;128.0
247;Totaal;7 jaar;2019;180.0;57.0;123.0
248;Totaal;7 jaar;2020;223.0;70.0;153.0
249;Totaal;7 jaar;2021;236.0;84.0;152.0
250;Totaal;7 jaar;2022;223.0;69.0;154.0
251;Totaal;7 jaar;2023;234.0;89.0;145.0
252;Totaal;8 jaar;1996;174.0;48.0;126.0
253;Totaal;8 jaar;1997;201.0;70.0;131.0
254;Totaal;8 jaar;1998;208.0;63.0;145.0
255;Totaal;8 jaar;1999;228.0;66.0;162.0
256;Totaal;8 jaar;2000;240.0;86.0;154.0
257;Totaal;8 jaar;2001;203.0;71.0;132.0
258;Totaal;8 jaar;2002;242.0;68.0;174.0
259;Totaal;8 jaar;2003;191.0;56.0;135.0
260;Totaal;8 jaar;2004;223.0;58.0;165.0
261;Totaal;8 jaar;2005;203.0;63.0;140.0
262;Totaal;8 jaar;2006;245.0;81.0;164.0
263;Totaal;8 jaar;2007;209.0;67.0;142.0
264;Totaal;8 jaar;2008;228.0;73.0;155.0
265;Totaal;8 jaar;2009;228.0;69.0;159.0
266;Totaal;8 jaar;2010;203.0;74.0;129.0
267;Totaal;8 jaar;2011;182.0;68.0;114.0
268;Totaal;8 jaar;2012;193.0;61.0;132.0
269;Totaal;8 jaar;2013;206.0;63.0;143.0
270;Totaal;8 jaar;2014;193.0;74.0;119.0
271;Totaal;8 jaar;2015;206.0;65.0;141.0
272;Totaal;8 jaar;2016;252.0;94.0;158.0
273;Totaal;8 jaar;2017;236.0;89.0;147.0
274;Totaal;8 jaar;2018;240.0;75.0;165.0
275;Totaal;8 jaar;2019;200.0;77.0;123.0
276;Totaal;8 jaar;2020;216.0;77.0;139.0
277;Totaal;8 jaar;2021;232.0;71.0;161.0
278;Totaal;8 jaar;2022;193.0;72.0;121.0
279;Totaal;8 jaar;2023;188.0;69.0;119.0
280;Totaal;9 jaar;1996;224.0;68.0;156.0
281;Totaal;9 jaar;1997;201.0;52.0;149.0
282;Totaal;9 jaar;1998;238.0;70.0;168.0
283;Totaal;9 jaar;1999;256.0;79.0;177.0
284;Totaal;9 jaar;2000;226.0;68.0;158.0
285;Totaal;9 jaar;2001;236.0;61.0;175.0
286;Totaal;9 jaar;2002;229.0;69.0;160.0
287;Totaal;9 jaar;2003;224.0;76.0;148.0
288;Totaal;9 jaar;2004;193.0;56.0;137.0
289;Totaal;9 jaar;2005;208.0;64.0;144.0
290;Totaal;9 jaar;2006;237.0;74.0;163.0
291;Totaal;9 jaar;2007;217.0;71.0;146.0
292;Totaal;9 jaar;2008;224.0;79.0;145.0
293;Totaal;9 jaar;2009;207.0;71.0;136.0
294;Totaal;9 jaar;2010;235.0;80.0;155.0
295;Totaal;9 jaar;2011;245.0;79.0;166.0
296;Totaal;9 jaar;2012;212.0;72.0;140.0
297;Totaal;9 jaar;2013;219.0;67.0;152.0
298;Totaal;9 jaar;2014;214.0;75.0;139.0
299;Totaal;9 jaar;2015;228.0;92.0;136.0
300;Totaal;9 jaar;2016;214.0;92.0;122.0
301;Totaal;9 jaar;2017;231.0;67.0;164.0
302;Totaal;9 jaar;2018;210.0;74.0;136.0
303;Totaal;9 jaar;2019;214.0;87.0;127.0
304;Totaal;9 jaar;2020;235.0;73.0;162.0
305;Totaal;9 jaar;2021;255.0;88.0;167.0
306;Totaal;9 jaar;2022;184.0;74.0;110.0
307;Totaal;9 jaar;2023;201.0;75.0;126.0
308;Totaal;10 jaar;1996;227.0;74.0;153.0
309;Totaal;10 jaar;1997;214.0;63.0;151.0
310;Totaal;10 jaar;1998;244.0;79.0;165.0
311;Totaal;10 jaar;1999;211.0;84.0;127.0
312;Totaal;10 jaar;2000;229.0;71.0;158.0
313;Totaal;10 jaar;2001;249.0;69.0;180.0
314;Totaal;10 jaar;2002;220.0;78.0;142.0
315;Totaal;10 jaar;2003;216.0;62.0;154.0
316;Totaal;10 jaar;2004;222.0;86.0;136.0
317;Totaal;10 jaar;2005;194.0;69.0;125.0
318;Totaal;10 jaar;2006;227.0;66.0;161.0
319;Totaal;10 jaar;2007;250.0;70.0;180.0
320;Totaal;10 jaar;2008;204.0;55.0;149.0
321;Totaal;10 jaar;2009;217.0;78.0;139.0
322;Totaal;10 jaar;2010;260.0;90.0;170.0
323;Totaal;10 jaar;2011;229.0;96.0;133.0
324;Totaal;10 jaar;2012;222.0;68.0;154.0
325;Totaal;10 jaar;2013;221.0;76.0;145.0
326;Totaal;10 jaar;2014;212.0;85.0;127.0
327;Totaal;10 jaar;2015;200.0;66.0;134.0
328;Totaal;10 jaar;2016;227.0;81.0;146.0
329;Totaal;10 jaar;2017;214.0;70.0;144.0
330;Totaal;10 jaar;2018;230.0;84.0;146.0
331;Totaal;10 jaar;2019;225.0;85.0;140.0
332;Totaal;10 jaar;2020;254.0;87.0;167.0
333;Totaal;10 jaar;2021;253.0;93.0;160.0
334;Totaal;10 jaar;2022;227.0;97.0;130.0
335;Totaal;10 jaar;2023;229.0;84.0;145.0
336;Totaal;11 jaar;1996;244.0;74.0;170.0
337;Totaal;11 jaar;1997;238.0;75.0;163.0
338;Totaal;11 jaar;1998;199.0;55.0;144.0
339;Totaal;11 jaar;1999;221.0;63.0;158.0
340;Totaal;11 jaar;2000;272.0;88.0;184.0
341;Totaal;11 jaar;2001;220.0;79.0;141.0
342;Totaal;11 jaar;2002;250.0;80.0;170.0
343;Totaal;11 jaar;2003;238.0;69.0;169.0
344;Totaal;11 jaar;2004;236.0;73.0;163.0
345;Totaal;11 jaar;2005;222.0;81.0;141.0
346;Totaal;11 jaar;2006;214.0;78.0;136.0
347;Totaal;11 jaar;2007;223.0;73.0;150.0
348;Totaal;11 jaar;2008;207.0;64.0;143.0
349;Totaal;11 jaar;2009;250.0;85.0;165.0
350;Totaal;11 jaar;2010;214.0;65.0;149.0
351;Totaal;11 jaar;2011;245.0;84.0;161.0
352;Totaal;11 jaar;2012;245.0;92.0;153.0
353;Totaal;11 jaar;2013;247.0;92.0;155.0
354;Totaal;11 jaar;2014;218.0;83.0;135.0
355;Totaal;11 jaar;2015;199.0;60.0;139.0
356;Totaal;11 jaar;2016;251.0;82.0;169.0
357;Totaal;11 jaar;2017;240.0;100.0;140.0
358;Totaal;11 jaar;2018;249.0;83.0;166.0
359;Totaal;11 jaar;2019;232.0;86.0;146.0
360;Totaal;11 jaar;2020;277.0;93.0;184.0
361;Totaal;11 jaar;2021;253.0;92.0;161.0
362;Totaal;11 jaar;2022;288.0;105.0;183.0
363;Totaal;11 jaar;2023;234.0;84.0;150.0
364;Totaal;12 jaar;1996;206.0;74.0;132.0
365;Totaal;12 jaar;1997;211.0;70.0;141.0
366;Totaal;12 jaar;1998;225.0;69.0;156.0
367;Totaal;12 jaar;1999;245.0;79.0;166.0
368;Totaal;12 jaar;2000;206.0;62.0;144.0
369;Totaal;12 jaar;2001;211.0;72.0;139.0
370;Totaal;12 jaar;2002;210.0;66.0;144.0
371;Totaal;12 jaar;2003;275.0;93.0;182.0
372;Totaal;12 jaar;2004;253.0;78.0;175.0
373;Totaal;12 jaar;2005;248.0;85.0;163.0
374;Totaal;12 jaar;2006;230.0;75.0;155.0
375;Totaal;12 jaar;2007;214.0;68.0;146.0
376;Totaal;12 jaar;2008;221.0;80.0;141.0
377;Totaal;12 jaar;2009;218.0;77.0;141.0
378;Totaal;12 jaar;2010;255.0;96.0;159.0
379;Totaal;12 jaar;2011;228.0;76.0;152.0
380;Totaal;12 jaar;2012;254.0;90.0;164.0
381;Totaal;12 jaar;2013;241.0;84.0;157.0
382;Totaal;12 jaar;2014;256.0;87.0;169.0
383;Totaal;12 jaar;2015;227.0;70.0;157.0
384;Totaal;12 jaar;2016;220.0;85.0;135.0
385;Totaal;12 jaar;2017;234.0;78.0;156.0
386;Totaal;12 jaar;2018;230.0;94.0;136.0
387;Totaal;12 jaar;2019;256.0;88.0;168.0
388;Totaal;12 jaar;2020;280.0;87.0;193.0
389;Totaal;12 jaar;2021;318.0;113.0;205.0
390;Totaal;12 jaar;2022;297.0;92.0;205.0
391;Totaal;12 jaar;2023;251.0;97.0;154.0
392;Totaal;13 jaar;1996;201.0;61.0;140.0
393;Totaal;13 jaar;1997;228.0;77.0;151.0
394;Totaal;13 jaar;1998;228.0;84.0;144.0
395;Totaal;13 jaar;1999;252.0;73.0;179.0
396;Totaal;13 jaar;2000;223.0;70.0;153.0
397;Totaal;13 jaar;2001;229.0;69.0;160.0
398;Totaal;13 jaar;2002;252.0;72.0;180.0
399;Totaal;13 jaar;2003;263.0;82.0;181.0
400;Totaal;13 jaar;2004;249.0;87.0;162.0
401;Totaal;13 jaar;2005;237.0;76.0;161.0
402;Totaal;13 jaar;2006;251.0;77.0;174.0
403;Totaal;13 jaar;2007;202.0;66.0;136.0
404;Totaal;13 jaar;2008;208.0;71.0;137.0
405;Totaal;13 jaar;2009;268.0;77.0;191.0
406;Totaal;13 jaar;2010;249.0;85.0;164.0
407;Totaal;13 jaar;2011;242.0;76.0;166.0
408;Totaal;13 jaar;2012;244.0;74.0;170.0
409;Totaal;13 jaar;2013;249.0;85.0;164.0
410;Totaal;13 jaar;2014;240.0;98.0;142.0
411;Totaal;13 jaar;2015;237.0;79.0;158.0
412;Totaal;13 jaar;2016;235.0;90.0;145.0
413;Totaal;13 jaar;2017;194.0;59.0;135.0
414;Totaal;13 jaar;2018;221.0;83.0;138.0
415;Totaal;13 jaar;2019;258.0;97.0;161.0
416;Totaal;13 jaar;2020;263.0;95.0;168.0
417;Totaal;13 jaar;2021;289.0;102.0;187.0
418;Totaal;13 jaar;2022;289.0;98.0;191.0
419;Totaal;13 jaar;2023;273.0;87.0;186.0
420;Totaal;14 jaar;1996;227.0;68.0;159.0
421;Totaal;14 jaar;1997;192.0;64.0;128.0
422;Totaal;14 jaar;1998;222.0;70.0;152.0
423;Totaal;14 jaar;1999;272.0;89.0;183.0
424;Totaal;14 jaar;2000;257.0;82.0;175.0
425;Totaal;14 jaar;2001;237.0;83.0;154.0
426;Totaal;14 jaar;2002;243.0;85.0;158.0
427;Totaal;14 jaar;2003;261.0;90.0;171.0
428;Totaal;14 jaar;2004;257.0;90.0;167.0
429;Totaal;14 jaar;2005;288.0;93.0;195.0
430;Totaal;14 jaar;2006;267.0;97.0;170.0
431;Totaal;14 jaar;2007;243.0;96.0;147.0
432;Totaal;14 jaar;2008;269.0;92.0;177.0
433;Totaal;14 jaar;2009;230.0;76.0;154.0
434;Totaal;14 jaar;2010;250.0;70.0;180.0
435;Totaal;14 jaar;2011;258.0;107.0;151.0
436;Totaal;14 jaar;2012;261.0;80.0;181.0
437;Totaal;14 jaar;2013;276.0;84.0;192.0
438;Totaal;14 jaar;2014;266.0;93.0;173.0
439;Totaal;14 jaar;2015;260.0;96.0;164.0
440;Totaal;14 jaar;2016;281.0;102.0;179.0
441;Totaal;14 jaar;2017;240.0;73.0;167.0
442;Totaal;14 jaar;2018;254.0;87.0;167.0
443;Totaal;14 jaar;2019;279.0;98.0;181.0
444;Totaal;14 jaar;2020;283.0;101.0;182.0
445;Totaal;14 jaar;2021;281.0;93.0;188.0
446;Totaal;14 jaar;2022;285.0;110.0;175.0
447;Totaal;14 jaar;2023;279.0;85.0;194.0
448;Totaal;15 jaar;1996;218.0;76.0;142.0
449;Totaal;15 jaar;1997;205.0;53.0;152.0
450;Totaal;15 jaar;1998;188.0;71.0;117.0
451;Totaal;15 jaar;1999;229.0;72.0;157.0
452;Totaal;15 jaar;2000;237.0;80.0;157.0
453;Totaal;15 jaar;2001;282.0;79.0;203.0
454;Totaal;15 jaar;2002;245.0;77.0;168.0
455;Totaal;15 jaar;2003;276.0;86.0;190.0
456;Totaal;15 jaar;2004;247.0;86.0;161.0
457;Totaal;15 jaar;2005;254.0;80.0;174.0
458;Totaal;15 jaar;2006;287.0;96.0;191.0
459;Totaal;15 jaar;2007;276.0;87.0;189.0
460;Totaal;15 jaar;2008;253.0;68.0;185.0
461;Totaal;15 jaar;2009;247.0;83.0;164.0
462;Totaal;15 jaar;2010;250.0;88.0;162.0
463;Totaal;15 jaar;2011;239.0;78.0;161.0
464;Totaal;15 jaar;2012;247.0;80.0;167.0
465;Totaal;15 jaar;2013;273.0;82.0;191.0
466;Totaal;15 jaar;2014;290.0;106.0;184.0
467;Totaal;15 jaar;2015;261.0;87.0;174.0
468;Totaal;15 jaar;2016;283.0;105.0;178.0
469;Totaal;15 jaar;2017;266.0;89.0;177.0
470;Totaal;15 jaar;2018;257.0;88.0;169.0
471;Totaal;15 jaar;2019;256.0;84.0;172.0
472;Totaal;15 jaar;2020;286.0;106.0;180.0
473;Totaal;15 jaar;2021;300.0;83.0;217.0
474;Totaal;15 jaar;2022;307.0;110.0;197.0
475;Totaal;15 jaar;2023;290.0;104.0;186.0
476;Totaal;16 jaar;1996;246.0;74.0;172.0
477;Totaal;16 jaar;1997;204.0;58.0;146.0
478;Totaal;16 jaar;1998;198.0;72.0;126.0
479;Totaal;16 jaar;1999;231.0;83.0;148.0
480;Totaal;16 jaar;2000;270.0;84.0;186.0
481;Totaal;16 jaar;2001;270.0;88.0;182.0
482;Totaal;16 jaar;2002;290.0;102.0;188.0
483;Totaal;16 jaar;2003;277.0;98.0;179.0
484;Totaal;16 jaar;2004;239.0;75.0;164.0
