ID;Opdrachtgever;Eigendom;RegioS;Perioden;BouwkostenGebouwbestemmingWoonsector_1;Woningen_2;Wooneenheden_3;Recreatiewoningen_4
45;Totaal opdrachtgevers;Totaal;Aa en Hunze;2023 2e kwartaal;7021.0;24.0;0.0;22.0
46;Totaal opdrachtgevers;Totaal;Aa en Hunze;2023 3e kwartaal;2868.0;21.0;0.0;0.0
47;Totaal opdrachtgevers;Totaal;Aa en Hunze;2023 4e kwartaal;;18.0;0.0;0.0
48;Totaal opdrachtgevers;Totaal;Aa en Hunze;2024 1e kwartaal;3207.0;7.0;0.0;2.0
49;Totaal opdrachtgevers;Totaal;Aa en Hunze;2024 2e kwartaal;4092.0;15.0;0.0;0.0
50;Totaal opdrachtgevers;Totaal;Aa en Hunze;2024 3e kwartaal;;10.0;0.0;1.0
51;Totaal opdrachtgevers;Totaal;Aa en Hunze;2024 4e kwartaal;3122.0;12.0;0.0;1.0
52;Totaal opdrachtgevers;Totaal;Aalburg;2012 1e kwartaal;1167.0;5.0;0.0;0.0
53;Totaal opdrachtgevers;Totaal;Aalburg;2012 2e kwartaal;1980.0;11.0;0.0;0.0
54;Totaal opdrachtgevers;Totaal;Aalburg;2012 3e kwartaal;;16.0;0.0;0.0
55;Totaal opdrachtgevers;Totaal;Aalburg;2012 4e kwartaal;;1.0;0.0;0.0
56;Totaal opdrachtgevers;Totaal;Aalburg;2013 1e kwartaal;2100.0;20.0;0.0;0.0
57;Totaal opdrachtgevers;Totaal;Aalburg;2013 2e kwartaal;880.0;3.0;0.0;0.0
58;Totaal opdrachtgevers;Totaal;Aalburg;2013 3e kwartaal;1026.0;4.0;0.0;0.0
59;Totaal opdrachtgevers;Totaal;Aalburg;2013 4e kwartaal;;1.0;0.0;0.0
60;Totaal opdrachtgevers;Totaal;Aalburg;2014 1e kwartaal;;1.0;0.0;0.0
61;Totaal opdrachtgevers;Totaal;Aalburg;2014 2e kwartaal;0.0;0.0;0.0;0.0
62;Totaal opdrachtgevers;Totaal;Aalburg;2014 3e kwartaal;;1.0;0.0;0.0
63;Totaal opdrachtgevers;Totaal;Aalburg;2014 4e kwartaal;0.0;0.0;0.0;0.0
64;Totaal opdrachtgevers;Totaal;Aalburg;2015 1e kwartaal;3779.0;18.0;0.0;0.0
65;Totaal opdrachtgevers;Totaal;Aalburg;2015 2e kwartaal;1024.0;7.0;0.0;0.0
66;Totaal opdrachtgevers;Totaal;Aalburg;2015 3e kwartaal;3561.0;31.0;0.0;0.0
67;Totaal opdrachtgevers;Totaal;Aalburg;2015 4e kwartaal;1171.0;8.0;0.0;0.0
68;Totaal opdrachtgevers;Totaal;Aalburg;2016 1e kwartaal;;13.0;0.0;0.0
69;Totaal opdrachtgevers;Totaal;Aalburg;2016 2e kwartaal;1433.0;6.0;0.0;0.0
70;Totaal opdrachtgevers;Totaal;Aalburg;2016 3e kwartaal;1510.0;6.0;0.0;0.0
71;Totaal opdrachtgevers;Totaal;Aalburg;2016 4e kwartaal;2708.0;18.0;0.0;0.0
72;Totaal opdrachtgevers;Totaal;Aalburg;2017 1e kwartaal;1753.0;7.0;0.0;0.0
73;Totaal opdrachtgevers;Totaal;Aalburg;2017 2e kwartaal;2390.0;12.0;0.0;0.0
74;Totaal opdrachtgevers;Totaal;Aalburg;2017 3e kwartaal;;11.0;0.0;0.0
75;Totaal opdrachtgevers;Totaal;Aalburg;2017 4e kwartaal;1717.0;10.0;0.0;0.0
76;Totaal opdrachtgevers;Totaal;Aalburg;2018 1e kwartaal;;26.0;0.0;0.0
77;Totaal opdrachtgevers;Totaal;Aalburg;2018 2e kwartaal;;1.0;0.0;0.0
78;Totaal opdrachtgevers;Totaal;Aalburg;2018 3e kwartaal;2565.0;21.0;0.0;0.0
79;Totaal opdrachtgevers;Totaal;Aalburg;2018 4e kwartaal;6127.0;42.0;0.0;0.0
80;Totaal opdrachtgevers;Totaal;Aalburg;2019 1e kwartaal;;;;
81;Totaal opdrachtgevers;Totaal;Aalburg;2019 2e kwartaal;;;;
82;Totaal opdrachtgevers;Totaal;Aalburg;2019 3e kwartaal;;;;
83;Totaal opdrachtgevers;Totaal;Aalburg;2019 4e kwartaal;;;;
84;Totaal opdrachtgevers;Totaal;Aalburg;2020 1e kwartaal;;;;
85;Totaal opdrachtgevers;Totaal;Aalburg;2020 2e kwartaal;;;;
86;Totaal opdrachtgevers;Totaal;Aalburg;2020 3e kwartaal;;;;
87;Totaal opdrachtgevers;Totaal;Aalburg;2020 4e kwartaal;;;;
88;Totaal opdrachtgevers;Totaal;Aalburg;2021 1e kwartaal;;;;
89;Totaal opdrachtgevers;Totaal;Aalburg;2021 2e kwartaal;;;;
90;Totaal opdrachtgevers;Totaal;Aalburg;2021 3e kwartaal;;;;
91;Totaal opdrachtgevers;Totaal;Aalburg;2021 4e kwartaal;;;;
92;Totaal opdrachtgevers;Totaal;Aalburg;2022 1e kwartaal;;;;
93;Totaal opdrachtgevers;Totaal;Aalburg;2022 2e kwartaal;;;;
94;Totaal opdrachtgevers;Totaal;Aalburg;2022 3e kwartaal;;;;
95;Totaal opdrachtgevers;Totaal;Aalburg;2022 4e kwartaal;;;;
96;Totaal opdrachtgevers;Totaal;Aalburg;2023 1e kwartaal;;;;
97;Totaal opdrachtgevers;Totaal;Aalburg;2023 2e kwartaal;;;;
98;Totaal opdrachtgevers;Totaal;Aalburg;2023 3e kwartaal;;;;
99;Totaal opdrachtgevers;Totaal;Aalburg;2023 4e kwartaal;;;;
100;Totaal opdrachtgevers;Totaal;Aalburg;2024 1e kwartaal;;;;
101;Totaal opdrachtgevers;Totaal;Aalburg;2024 2e kwartaal;;;;
102;Totaal opdrachtgevers;Totaal;Aalburg;2024 3e kwartaal;;;;
103;Totaal opdrachtgevers;Totaal;Aalburg;2024 4e kwartaal;;;;
104;Totaal opdrachtgevers;Totaal;Aalsmeer;2012 1e kwartaal;0.0;0.0;0.0;0.0
105;Totaal opdrachtgevers;Totaal;Aalsmeer;2012 2e kwartaal;1286.0;5.0;0.0;0.0
106;Totaal opdrachtgevers;Totaal;Aalsmeer;2012 3e kwartaal;920.0;5.0;0.0;0.0
107;Totaal opdrachtgevers;Totaal;Aalsmeer;2012 4e kwartaal;;1.0;0.0;0.0
108;Totaal opdrachtgevers;Totaal;Aalsmeer;2013 1e kwartaal;;;;
109;Totaal opdrachtgevers;Totaal;Aalsmeer;2013 2e kwartaal;;;;
110;Totaal opdrachtgevers;Totaal;Aalsmeer;2013 3e kwartaal;;;;
111;Totaal opdrachtgevers;Totaal;Aalsmeer;2013 4e kwartaal;;;;
112;Totaal opdrachtgevers;Totaal;Aalsmeer;2014 1e kwartaal;;1.0;0.0;0.0
113;Totaal opdrachtgevers;Totaal;Aalsmeer;2014 2e kwartaal;1021.0;3.0;0.0;0.0
114;Totaal opdrachtgevers;Totaal;Aalsmeer;2014 3e kwartaal;2869.0;33.0;0.0;0.0
115;Totaal opdrachtgevers;Totaal;Aalsmeer;2014 4e kwartaal;;6.0;0.0;0.0
116;Totaal opdrachtgevers;Totaal;Aalsmeer;2015 1e kwartaal;5078.0;20.0;0.0;0.0
117;Totaal opdrachtgevers;Totaal;Aalsmeer;2015 2e kwartaal;2542.0;10.0;0.0;0.0
118;Totaal opdrachtgevers;Totaal;Aalsmeer;2015 3e kwartaal;6830.0;15.0;0.0;0.0
119;Totaal opdrachtgevers;Totaal;Aalsmeer;2015 4e kwartaal;;1.0;0.0;0.0
120;Totaal opdrachtgevers;Totaal;Aalsmeer;2016 1e kwartaal;;1.0;0.0;0.0
121;Totaal opdrachtgevers;Totaal;Aalsmeer;2016 2e kwartaal;;7.0;0.0;0.0
122;Totaal opdrachtgevers;Totaal;Aalsmeer;2016 3e kwartaal;10711.0;71.0;0.0;0.0
123;Totaal opdrachtgevers;Totaal;Aalsmeer;2016 4e kwartaal;;10.0;0.0;0.0
124;Totaal opdrachtgevers;Totaal;Aalsmeer;2017 1e kwartaal;5748.0;46.0;0.0;0.0
125;Totaal opdrachtgevers;Totaal;Aalsmeer;2017 2e kwartaal;0.0;0.0;0.0;0.0
126;Totaal opdrachtgevers;Totaal;Aalsmeer;2017 3e kwartaal;3560.0;7.0;0.0;0.0
127;Totaal opdrachtgevers;Totaal;Aalsmeer;2017 4e kwartaal;1437.0;4.0;0.0;0.0
128;Totaal opdrachtgevers;Totaal;Aalsmeer;2018 1e kwartaal;895.0;3.0;0.0;0.0
129;Totaal opdrachtgevers;Totaal;Aalsmeer;2018 2e kwartaal;1605.0;4.0;0.0;0.0
130;Totaal opdrachtgevers;Totaal;Aalsmeer;2018 3e kwartaal;4873.0;15.0;0.0;0.0
131;Totaal opdrachtgevers;Totaal;Aalsmeer;2018 4e kwartaal;2381.0;7.0;0.0;0.0
132;Totaal opdrachtgevers;Totaal;Aalsmeer;2019 1e kwartaal;;2.0;0.0;0.0
133;Totaal opdrachtgevers;Totaal;Aalsmeer;2019 2e kwartaal;;1.0;0.0;0.0
134;Totaal opdrachtgevers;Totaal;Aalsmeer;2019 3e kwartaal;2220.0;18.0;0.0;0.0
135;Totaal opdrachtgevers;Totaal;Aalsmeer;2019 4e kwartaal;0.0;0.0;0.0;0.0
136;Totaal opdrachtgevers;Totaal;Aalsmeer;2020 1e kwartaal;;1.0;0.0;0.0
137;Totaal opdrachtgevers;Totaal;Aalsmeer;2020 2e kwartaal;0.0;0.0;0.0;0.0
138;Totaal opdrachtgevers;Totaal;Aalsmeer;2020 3e kwartaal;0.0;0.0;0.0;0.0
139;Totaal opdrachtgevers;Totaal;Aalsmeer;2020 4e kwartaal;0.0;0.0;0.0;0.0
140;Totaal opdrachtgevers;Totaal;Aalsmeer;2021 1e kwartaal;5991.0;34.0;0.0;0.0
141;Totaal opdrachtgevers;Totaal;Aalsmeer;2021 2e kwartaal;0.0;0.0;0.0;0.0
142;Totaal opdrachtgevers;Totaal;Aalsmeer;2021 3e kwartaal;;2.0;0.0;0.0
143;Totaal opdrachtgevers;Totaal;Aalsmeer;2021 4e kwartaal;7887.0;70.0;0.0;0.0
144;Totaal opdrachtgevers;Totaal;Aalsmeer;2022 1e kwartaal;;1.0;0.0;0.0
145;Totaal opdrachtgevers;Totaal;Aalsmeer;2022 2e kwartaal;1724.0;4.0;0.0;0.0
146;Totaal opdrachtgevers;Totaal;Aalsmeer;2022 3e kwartaal;;10.0;0.0;0.0
147;Totaal opdrachtgevers;Totaal;Aalsmeer;2022 4e kwartaal;3312.0;3.0;0.0;0.0
148;Totaal opdrachtgevers;Totaal;Aalsmeer;2023 1e kwartaal;10812.0;57.0;0.0;0.0
149;Totaal opdrachtgevers;Totaal;Aalsmeer;2023 2e kwartaal;6471.0;33.0;0.0;0.0
150;Totaal opdrachtgevers;Totaal;Aalsmeer;2023 3e kwartaal;1261.0;3.0;0.0;0.0
151;Totaal opdrachtgevers;Totaal;Aalsmeer;2023 4e kwartaal;;3.0;0.0;0.0
152;Totaal opdrachtgevers;Totaal;Aalsmeer;2024 1e kwartaal;4626.0;22.0;0.0;0.0
153;Totaal opdrachtgevers;Totaal;Aalsmeer;2024 2e kwartaal;1405.0;3.0;0.0;0.0
154;Totaal opdrachtgevers;Totaal;Aalsmeer;2024 3e kwartaal;;24.0;0.0;0.0
155;Totaal opdrachtgevers;Totaal;Aalsmeer;2024 4e kwartaal;2135.0;12.0;0.0;0.0
156;Totaal opdrachtgevers;Totaal;Aalten;2012 1e kwartaal;4855.0;32.0;0.0;0.0
157;Totaal opdrachtgevers;Totaal;Aalten;2012 2e kwartaal;;2.0;0.0;0.0
158;Totaal opdrachtgevers;Totaal;Aalten;2012 3e kwartaal;521.0;3.0;0.0;0.0
159;Totaal opdrachtgevers;Totaal;Aalten;2012 4e kwartaal;860.0;3.0;0.0;0.0
160;Totaal opdrachtgevers;Totaal;Aalten;2013 1e kwartaal;755.0;4.0;0.0;0.0
161;Totaal opdrachtgevers;Totaal;Aalten;2013 2e kwartaal;1255.0;7.0;0.0;0.0
162;Totaal opdrachtgevers;Totaal;Aalten;2013 3e kwartaal;;1.0;0.0;0.0
163;Totaal opdrachtgevers;Totaal;Aalten;2013 4e kwartaal;;2.0;0.0;0.0
164;Totaal opdrachtgevers;Totaal;Aalten;2014 1e kwartaal;893.0;7.0;0.0;0.0
165;Totaal opdrachtgevers;Totaal;Aalten;2014 2e kwartaal;1303.0;7.0;0.0;1.0
166;Totaal opdrachtgevers;Totaal;Aalten;2014 3e kwartaal;;1.0;0.0;0.0
167;Totaal opdrachtgevers;Totaal;Aalten;2014 4e kwartaal;1965.0;11.0;0.0;0.0
168;Totaal opdrachtgevers;Totaal;Aalten;2015 1e kwartaal;2420.0;25.0;0.0;0.0
169;Totaal opdrachtgevers;Totaal;Aalten;2015 2e kwartaal;1956.0;9.0;0.0;0.0
170;Totaal opdrachtgevers;Totaal;Aalten;2015 3e kwartaal;2350.0;19.0;0.0;0.0
171;Totaal opdrachtgevers;Totaal;Aalten;2015 4e kwartaal;2249.0;13.0;0.0;0.0
172;Totaal opdrachtgevers;Totaal;Aalten;2016 1e kwartaal;779.0;4.0;0.0;0.0
173;Totaal opdrachtgevers;Totaal;Aalten;2016 2e kwartaal;;6.0;0.0;0.0
174;Totaal opdrachtgevers;Totaal;Aalten;2016 3e kwartaal;2034.0;10.0;0.0;0.0
175;Totaal opdrachtgevers;Totaal;Aalten;2016 4e kwartaal;1324.0;6.0;0.0;0.0
176;Totaal opdrachtgevers;Totaal;Aalten;2017 1e kwartaal;2479.0;13.0;0.0;1.0
177;Totaal opdrachtgevers;Totaal;Aalten;2017 2e kwartaal;4223.0;21.0;0.0;0.0
178;Totaal opdrachtgevers;Totaal;Aalten;2017 3e kwartaal;1619.0;9.0;0.0;0.0
179;Totaal opdrachtgevers;Totaal;Aalten;2017 4e kwartaal;2114.0;10.0;0.0;0.0
180;Totaal opdrachtgevers;Totaal;Aalten;2018 1e kwartaal;3798.0;33.0;0.0;0.0
181;Totaal opdrachtgevers;Totaal;Aalten;2018 2e kwartaal;4452.0;24.0;0.0;0.0
182;Totaal opdrachtgevers;Totaal;Aalten;2018 3e kwartaal;3426.0;19.0;0.0;0.0
183;Totaal opdrachtgevers;Totaal;Aalten;2018 4e kwartaal;964.0;4.0;0.0;0.0
184;Totaal opdrachtgevers;Totaal;Aalten;2019 1e kwartaal;2639.0;11.0;0.0;0.0
185;Totaal opdrachtgevers;Totaal;Aalten;2019 2e kwartaal;733.0;3.0;0.0;0.0
186;Totaal opdrachtgevers;Totaal;Aalten;2019 3e kwartaal;2002.0;10.0;0.0;0.0
187;Totaal opdrachtgevers;Totaal;Aalten;2019 4e kwartaal;3709.0;15.0;0.0;0.0
188;Totaal opdrachtgevers;Totaal;Aalten;2020 1e kwartaal;3880.0;19.0;0.0;0.0
189;Totaal opdrachtgevers;Totaal;Aalten;2020 2e kwartaal;1227.0;4.0;0.0;0.0
190;Totaal opdrachtgevers;Totaal;Aalten;2020 3e kwartaal;1311.0;8.0;0.0;0.0
191;Totaal opdrachtgevers;Totaal;Aalten;2020 4e kwartaal;2782.0;19.0;0.0;0.0
192;Totaal opdrachtgevers;Totaal;Aalten;2021 1e kwartaal;3628.0;23.0;0.0;0.0
193;Totaal opdrachtgevers;Totaal;Aalten;2021 2e kwartaal;3412.0;20.0;0.0;0.0
194;Totaal opdrachtgevers;Totaal;Aalten;2021 3e kwartaal;1935.0;10.0;0.0;0.0
195;Totaal opdrachtgevers;Totaal;Aalten;2021 4e kwartaal;1652.0;4.0;0.0;0.0
196;Totaal opdrachtgevers;Totaal;Aalten;2022 1e kwartaal;1041.0;4.0;0.0;0.0
197;Totaal opdrachtgevers;Totaal;Aalten;2022 2e kwartaal;1286.0;9.0;0.0;0.0
198;Totaal opdrachtgevers;Totaal;Aalten;2022 3e kwartaal;;22.0;0.0;0.0
199;Totaal opdrachtgevers;Totaal;Aalten;2022 4e kwartaal;645.0;4.0;0.0;0.0
200;Totaal opdrachtgevers;Totaal;Aalten;2023 1e kwartaal;11473.0;73.0;0.0;1.0
201;Totaal opdrachtgevers;Totaal;Aalten;2023 2e kwartaal;1305.0;8.0;0.0;0.0
202;Totaal opdrachtgevers;Totaal;Aalten;2023 3e kwartaal;1186.0;4.0;0.0;0.0
203;Totaal opdrachtgevers;Totaal;Aalten;2023 4e kwartaal;2062.0;9.0;0.0;0.0
204;Totaal opdrachtgevers;Totaal;Aalten;2024 1e kwartaal;2590.0;7.0;0.0;0.0
205;Totaal opdrachtgevers;Totaal;Aalten;2024 2e kwartaal;3904.0;20.0;0.0;0.0
206;Totaal opdrachtgevers;Totaal;Aalten;2024 3e kwartaal;;15.0;0.0;0.0
207;Totaal opdrachtgevers;Totaal;Aalten;2024 4e kwartaal;645.0;3.0;0.0;0.0
208;Totaal opdrachtgevers;Totaal;Achtkarspelen;2012 1e kwartaal;;2.0;0.0;0.0
209;Totaal opdrachtgevers;Totaal;Achtkarspelen;2012 2e kwartaal;;19.0;0.0;0.0
210;Totaal opdrachtgevers;Totaal;Achtkarspelen;2012 3e kwartaal;712.0;4.0;0.0;0.0
211;Totaal opdrachtgevers;Totaal;Achtkarspelen;2012 4e kwartaal;;1.0;0.0;0.0
212;Totaal opdrachtgevers;Totaal;Achtkarspelen;2013 1e kwartaal;0.0;0.0;0.0;0.0
213;Totaal opdrachtgevers;Totaal;Achtkarspelen;2013 2e kwartaal;;34.0;0.0;0.0
214;Totaal opdrachtgevers;Totaal;Achtkarspelen;2013 3e kwartaal;;1.0;0.0;0.0
215;Totaal opdrachtgevers;Totaal;Achtkarspelen;2013 4e kwartaal;;6.0;0.0;0.0
216;Totaal opdrachtgevers;Totaal;Achtkarspelen;2014 1e kwartaal;0.0;0.0;0.0;0.0
217;Totaal opdrachtgevers;Totaal;Achtkarspelen;2014 2e kwartaal;;14.0;0.0;0.0
218;Totaal opdrachtgevers;Totaal;Achtkarspelen;2014 3e kwartaal;;12.0;0.0;0.0
219;Totaal opdrachtgevers;Totaal;Achtkarspelen;2014 4e kwartaal;;5.0;0.0;0.0
220;Totaal opdrachtgevers;Totaal;Achtkarspelen;2015 1e kwartaal;759.0;5.0;0.0;0.0
221;Totaal opdrachtgevers;Totaal;Achtkarspelen;2015 2e kwartaal;;40.0;0.0;0.0
222;Totaal opdrachtgevers;Totaal;Achtkarspelen;2015 3e kwartaal;817.0;4.0;0.0;0.0
223;Totaal opdrachtgevers;Totaal;Achtkarspelen;2015 4e kwartaal;1054.0;5.0;0.0;0.0
224;Totaal opdrachtgevers;Totaal;Achtkarspelen;2016 1e kwartaal;;9.0;0.0;0.0
225;Totaal opdrachtgevers;Totaal;Achtkarspelen;2016 2e kwartaal;1518.0;7.0;0.0;0.0
226;Totaal opdrachtgevers;Totaal;Achtkarspelen;2016 3e kwartaal;1865.0;10.0;0.0;0.0
227;Totaal opdrachtgevers;Totaal;Achtkarspelen;2016 4e kwartaal;1264.0;7.0;0.0;0.0
228;Totaal opdrachtgevers;Totaal;Achtkarspelen;2017 1e kwartaal;1170.0;7.0;0.0;0.0
229;Totaal opdrachtgevers;Totaal;Achtkarspelen;2017 2e kwartaal;986.0;6.0;0.0;0.0
230;Totaal opdrachtgevers;Totaal;Achtkarspelen;2017 3e kwartaal;;14.0;0.0;0.0
231;Totaal opdrachtgevers;Totaal;Achtkarspelen;2017 4e kwartaal;;2.0;0.0;0.0
232;Totaal opdrachtgevers;Totaal;Achtkarspelen;2018 1e kwartaal;1459.0;11.0;0.0;0.0
233;Totaal opdrachtgevers;Totaal;Achtkarspelen;2018 2e kwartaal;1034.0;8.0;0.0;0.0
234;Totaal opdrachtgevers;Totaal;Achtkarspelen;2018 3e kwartaal;3450.0;27.0;0.0;0.0
235;Totaal opdrachtgevers;Totaal;Achtkarspelen;2018 4e kwartaal;3049.0;27.0;0.0;0.0
236;Totaal opdrachtgevers;Totaal;Achtkarspelen;2019 1e kwartaal;;2.0;0.0;0.0
237;Totaal opdrachtgevers;Totaal;Achtkarspelen;2019 2e kwartaal;2077.0;9.0;0.0;0.0
238;Totaal opdrachtgevers;Totaal;Achtkarspelen;2019 3e kwartaal;1922.0;14.0;0.0;0.0
239;Totaal opdrachtgevers;Totaal;Achtkarspelen;2019 4e kwartaal;;2.0;0.0;0.0
240;Totaal opdrachtgevers;Totaal;Achtkarspelen;2020 1e kwartaal;1764.0;8.0;0.0;0.0
241;Totaal opdrachtgevers;Totaal;Achtkarspelen;2020 2e kwartaal;;16.0;0.0;0.0
242;Totaal opdrachtgevers;Totaal;Achtkarspelen;2020 3e kwartaal;986.0;4.0;0.0;0.0
243;Totaal opdrachtgevers;Totaal;Achtkarspelen;2020 4e kwartaal;;9.0;0.0;0.0
244;Totaal opdrachtgevers;Totaal;Achtkarspelen;2021 1e kwartaal;;54.0;0.0;0.0
245;Totaal opdrachtgevers;Totaal;Achtkarspelen;2021 2e kwartaal;;22.0;0.0;0.0
246;Totaal opdrachtgevers;Totaal;Achtkarspelen;2021 3e kwartaal;1238.0;6.0;0.0;0.0
247;Totaal opdrachtgevers;Totaal;Achtkarspelen;2021 4e kwartaal;3285.0;19.0;0.0;0.0
248;Totaal opdrachtgevers;Totaal;Achtkarspelen;2022 1e kwartaal;2837.0;17.0;0.0;0.0
249;Totaal opdrachtgevers;Totaal;Achtkarspelen;2022 2e kwartaal;1582.0;5.0;0.0;0.0
250;Totaal opdrachtgevers;Totaal;Achtkarspelen;2022 3e kwartaal;;2.0;0.0;0.0
251;Totaal opdrachtgevers;Totaal;Achtkarspelen;2022 4e kwartaal;1391.0;7.0;0.0;0.0
252;Totaal opdrachtgevers;Totaal;Achtkarspelen;2023 1e kwartaal;;6.0;0.0;0.0
253;Totaal opdrachtgevers;Totaal;Achtkarspelen;2023 2e kwartaal;6186.0;33.0;0.0;0.0
254;Totaal opdrachtgevers;Totaal;Achtkarspelen;2023 3e kwartaal;;1.0;0.0;0.0
255;Totaal opdrachtgevers;Totaal;Achtkarspelen;2023 4e kwartaal;1100.0;3.0;0.0;0.0
256;Totaal opdrachtgevers;Totaal;Achtkarspelen;2024 1e kwartaal;5348.0;28.0;0.0;0.0
257;Totaal opdrachtgevers;Totaal;Achtkarspelen;2024 2e kwartaal;1940.0;9.0;0.0;0.0
258;Totaal opdrachtgevers;Totaal;Achtkarspelen;2024 3e kwartaal;11750.0;63.0;0.0;0.0
259;Totaal opdrachtgevers;Totaal;Achtkarspelen;2024 4e kwartaal;;1.0;0.0;0.0
260;Totaal opdrachtgevers;Totaal;Alblasserdam;2012 1e kwartaal;0.0;0.0;0.0;0.0
261;Totaal opdrachtgevers;Totaal;Alblasserdam;2012 2e kwartaal;;1.0;0.0;0.0
