ID;Landen;Perioden;Staatscontrole_1;DigitalePubliekeDiensten_2;BenodigdAantalDagen_3;AantalProcedures_4;ErvarenRegellast_5;EffectiviteitVanDeOverheid_6;AdhocEnSectoraleStaatssteun_7;Vennootschapsbelasting_8
105;Duitsland;2003;2.13;40.0;45.0;9.0;4.3;89.8;0.25;40.2
106;Duitsland;2004;;47.0;45.0;9.0;4.1;90.2;0.23;38.9
107;Duitsland;2005;;;45.0;9.0;;90.7;0.2;38.9
108;Duitsland;2006;;49.0;24.0;9.0;;91.7;0.16;38.9
109;Duitsland;2007;;72.0;24.0;9.0;;93.2;0.14;38.9
110;Duitsland;2008;1.96;;18.0;9.0;;91.3;0.13;30.2
111;Duitsland;2009;;74.0;18.0;9.0;;92.3;0.12;30.2
112;Duitsland;2010;;95.0;18.0;9.0;;91.9;0.11;30.2
113;Duitsland;2011;;;15.0;9.0;;91.9;;15.8
114;Duitsland;2012;;;15.0;9.0;;;;15.8
115;Finland;1990;;;;;;;;44.5
116;Finland;1991;;;;;;;;42.0
117;Finland;1992;;;;;;;;39.0
118;Finland;1993;;;;;;;;25.0
119;Finland;1994;;;;;;;;25.0
120;Finland;1995;;;;;;;2.37;25.0
121;Finland;1996;;;;;;95.6;1.59;28.0
122;Finland;1997;;;;;;;1.51;28.0
123;Finland;1998;3.01;;;;;99.0;1.35;28.0
124;Finland;1999;;;;;;;1.12;28.0
125;Finland;2000;;;;;;100.0;1.07;29.0
126;Finland;2001;;33.0;;;;;1.2;29.0
127;Finland;2002;;50.0;;;;100.0;0.92;29.0
128;Finland;2003;2.01;61.0;31.0;3.0;5.6;100.0;0.94;29.0
129;Finland;2004;;69.0;31.0;3.0;5.6;99.0;0.94;29.0
130;Finland;2005;;;14.0;3.0;;100.0;0.99;26.0
131;Finland;2006;;64.0;14.0;3.0;;99.5;0.92;26.0
132;Finland;2007;;65.0;14.0;3.0;;97.6;0.82;26.0
133;Finland;2008;1.75;;14.0;3.0;;99.0;0.71;26.0
134;Finland;2009;;86.0;14.0;3.0;;99.0;0.76;26.0
135;Finland;2010;;95.0;14.0;3.0;;99.5;0.71;26.0
136;Finland;2011;;;14.0;3.0;;100.0;;26.0
137;Finland;2012;;;14.0;3.0;;;;24.5
138;Frankrijk;1990;;;;;;;0.34;42.0
139;Frankrijk;1991;;;;;;;0.35;42.0
140;Frankrijk;1992;;;;;;;0.44;34.0
141;Frankrijk;1993;;;;;;;0.6;33.3
142;Frankrijk;1994;;;;;;;0.67;33.3
143;Frankrijk;1995;;;;;;;0.57;36.7
144;Frankrijk;1996;;;;;;88.8;0.74;36.7
145;Frankrijk;1997;;;;;;;2.44;41.7
146;Frankrijk;1998;3.75;;;;;89.8;0.51;41.7
147;Frankrijk;1999;;;;;;;0.36;40.0
148;Frankrijk;2000;;;;;;90.2;0.33;37.8
149;Frankrijk;2001;;25.0;;;;;0.35;36.4
150;Frankrijk;2002;;37.0;;;;89.8;0.23;35.4
151;Frankrijk;2003;2.89;51.0;41.0;8.0;3.2;92.2;0.26;35.4
152;Frankrijk;2004;;50.0;41.0;8.0;3.7;93.2;0.36;35.4
153;Frankrijk;2005;;;7.0;5.0;;92.2;0.2;35.0
154;Frankrijk;2006;;65.0;7.0;5.0;;90.2;1.35;34.4
155;Frankrijk;2007;;73.0;7.0;5.0;;89.3;0.2;34.4
156;Frankrijk;2008;2.62;;7.0;5.0;;91.7;0.31;34.4
157;Frankrijk;2009;;78.0;7.0;5.0;;90.0;0.33;34.4
158;Frankrijk;2010;;85.0;7.0;5.0;;89.5;0.38;34.4
159;Frankrijk;2011;;;7.0;5.0;;88.2;;34.4
160;Frankrijk;2012;;;7.0;5.0;;;;34.4
161;Hongarije;1990;;;;;;;;40.0
162;Hongarije;1991;;;;;;;;40.0
163;Hongarije;1992;;;;;;;;40.0
164;Hongarije;1993;;;;;;;;40.0
165;Hongarije;1994;;;;;;;;36.0
166;Hongarije;1995;;;;;;;;18.0
167;Hongarije;1996;;;;;;78.5;;18.0
168;Hongarije;1997;;;;;;;;18.0
169;Hongarije;1998;3.67;;;;;82.0;;18.0
170;Hongarije;1999;;;;;;;;18.0
171;Hongarije;2000;;;;;;81.0;0.79;18.0
172;Hongarije;2001;;;;;;;0.57;18.0
173;Hongarije;2002;;;;;;82.0;0.5;18.0
174;Hongarije;2003;2.79;;52.0;6.0;5.2;80.5;0.87;18.0
175;Hongarije;2004;;15.0;52.0;6.0;5.0;80.5;2.4;16.0
176;Hongarije;2005;;;52.0;6.0;;75.6;2.71;16.0
177;Hongarije;2006;;50.0;38.0;6.0;;79.5;1.71;17.3
178;Hongarije;2007;;43.0;38.0;6.0;;77.7;1.44;20.0
179;Hongarije;2008;1.9;;16.0;6.0;;75.2;1.11;20.0
180;Hongarije;2009;;53.0;5.0;4.0;;73.7;0.7;20.0
181;Hongarije;2010;;66.0;4.0;4.0;;71.8;1.23;19.0
182;Hongarije;2011;;;4.0;4.0;;73.0;;19.0
183;Hongarije;2012;;;4.0;4.0;;;;19.0
184;Ierland;1990;;;;;;;2.81;43.0
185;Ierland;1991;;;;;;;3.15;40.0
186;Ierland;1992;;;;;;;1.29;40.0
187;Ierland;1993;;;;;;;1.01;40.0
188;Ierland;1994;;;;;;;0.92;40.0
189;Ierland;1995;;;;;;;0.45;38.0
190;Ierland;1996;;;;;;92.2;0.39;36.0
191;Ierland;1997;;;;;;;0.4;36.0
192;Ierland;1998;2.97;;;;;93.2;0.9;32.0
193;Ierland;1999;;;;;;;1.05;28.0
194;Ierland;2000;;;;;;91.2;0.84;24.0
195;Ierland;2001;;22.0;;;;;0.82;20.0
196;Ierland;2002;;54.0;;;;90.2;1.22;16.0
197;Ierland;2003;2.44;60.0;18.0;4.0;;90.2;0.26;12.5
198;Ierland;2004;;52.0;18.0;4.0;;91.2;0.16;12.5
199;Ierland;2005;;;18.0;4.0;;94.6;0.17;12.5
200;Ierland;2006;;52.0;18.0;4.0;;92.7;0.18;12.5
201;Ierland;2007;;52.0;13.0;4.0;;92.2;0.3;12.5
202;Ierland;2008;;;13.0;4.0;;90.8;0.75;12.5
203;Ierland;2009;;80.0;13.0;4.0;;87.6;0.53;12.5
204;Ierland;2010;;100.0;13.0;4.0;;87.6;0.51;12.5
205;Ierland;2011;;;13.0;4.0;;89.1;;12.5
206;Ierland;2012;;;13.0;4.0;;;;12.5
207;Italië;1990;;;;;;;0.75;46.4
208;Italië;1991;;;;;;;0.45;47.8
209;Italië;1992;;;;;;;0.55;52.2
210;Italië;1993;;;;;;;0.47;52.2
211;Italië;1994;;;;;;;0.41;53.2
212;Italië;1995;;;;;;;0.3;53.2
213;Italië;1996;;;;;;77.6;0.45;53.2
214;Italië;1997;;;;;;;0.29;53.2
215;Italië;1998;4.2;;;;;79.0;0.33;37.0
216;Italië;1999;;;;;;;0.22;37.0
217;Italië;2000;;;;;;79.0;0.15;37.0
218;Italië;2001;;15.0;;;;;0.12;36.0
219;Italië;2002;;35.0;;;;76.1;0.11;36.0
220;Italië;2003;3.11;47.0;23.0;9.0;3.5;77.6;0.08;34.0
221;Italië;2004;;54.0;23.0;9.0;3.3;75.6;0.13;33.0
222;Italië;2005;;;13.0;9.0;;71.2;0.14;33.0
223;Italië;2006;;61.0;13.0;9.0;;69.8;0.17;33.0
224;Italië;2007;;69.0;13.0;9.0;;64.1;0.14;33.0
225;Italië;2008;2.33;;13.0;9.0;;66.0;0.13;27.5
226;Italië;2009;;68.0;10.0;6.0;;67.9;0.12;27.5
227;Italië;2010;;100.0;10.0;6.0;;67.9;0.09;27.5
228;Italië;2011;;;6.0;6.0;;66.4;;27.5
229;Italië;2012;;;6.0;6.0;;;;27.5
230;Japan;1990;;;;;;;;50.0
231;Japan;1991;;;;;;;;50.0
232;Japan;1992;;;;;;;;50.0
233;Japan;1993;;;;;;;;50.0
234;Japan;1994;;;;;;;;50.0
235;Japan;1995;;;;;;;;50.0
236;Japan;1996;;;;;;83.4;;50.0
237;Japan;1997;;;;;;;;50.0
238;Japan;1998;3.15;;;;;84.9;;46.4
239;Japan;1999;;;;;;;;40.9
240;Japan;2000;;;;;;86.3;;40.9
241;Japan;2001;;;;;;;;40.9
242;Japan;2002;;;;;;84.4;;40.9
243;Japan;2003;2.59;;31.0;11.0;;87.3;;40.9
244;Japan;2004;;;31.0;11.0;4.3;89.8;;39.5
245;Japan;2005;;;31.0;11.0;;88.8;;39.5
246;Japan;2006;;;31.0;11.0;;90.7;;39.5
247;Japan;2007;;;23.0;8.0;;88.8;;39.5
248;Japan;2008;1.43;;23.0;8.0;;88.3;;39.5
249;Japan;2009;;;23.0;8.0;;88.0;;39.5
250;Japan;2010;;;23.0;8.0;;88.5;;39.5
251;Japan;2011;;;23.0;8.0;;87.7;;30.0
252;Japan;2012;;;23.0;8.0;;;;30.0
253;Nederland;1990;;;;;;;0.26;35.0
254;Nederland;1991;;;;;;;0.24;35.0
255;Nederland;1992;;;;;;;0.22;35.0
256;Nederland;1993;;;;;;;0.24;35.0
257;Nederland;1994;;;;;;;0.23;35.0
258;Nederland;1995;;;;;;;0.24;35.0
259;Nederland;1996;;;;;;98.5;0.28;35.0
260;Nederland;1997;;;;;;;0.53;35.0
261;Nederland;1998;2.46;;;;;99.5;0.34;35.0
262;Nederland;1999;;;;;;;0.39;35.0
263;Nederland;2000;;;;;;99.0;0.36;35.0
264;Nederland;2001;;5.0;;;;;0.25;35.0
265;Nederland;2002;;21.0;;;;97.1;0.25;34.5
266;Nederland;2003;1.87;26.0;9.0;7.0;5.0;98.0;0.23;34.5
267;Nederland;2004;;33.0;9.0;7.0;4.7;97.1;0.21;34.5
268;Nederland;2005;;;9.0;7.0;;98.0;0.2;31.5
269;Nederland;2006;;56.0;9.0;7.0;;95.6;0.13;29.6
270;Nederland;2007;;63.0;8.0;6.0;;94.7;0.17;25.5
271;Nederland;2008;1.71;;8.0;6.0;;94.7;0.16;25.5
272;Nederland;2009;;71.0;8.0;6.0;;95.2;0.16;25.5
273;Nederland;2010;;95.0;8.0;6.0;;94.3;0.2;25.5
274;Nederland;2011;;;8.0;6.0;;96.7;;25.0
275;Nederland;2012;;;8.0;6.0;;;;25.0
276;Oostenrijk;1990;;;;;;;;30.0
277;Oostenrijk;1991;;;;;;;;30.0
278;Oostenrijk;1992;;;;;;;;30.0
279;Oostenrijk;1993;;;;;;;;30.0
280;Oostenrijk;1994;;;;;;;;34.0
281;Oostenrijk;1995;;;;;;;0.83;34.0
282;Oostenrijk;1996;;;;;;93.7;0.73;34.0
283;Oostenrijk;1997;;;;;;;0.6;34.0
284;Oostenrijk;1998;3.8;;;;;93.7;0.54;34.0
285;Oostenrijk;1999;;;;;;;0.47;34.0
286;Oostenrijk;2000;;;;;;97.1;0.48;34.0
287;Oostenrijk;2001;;15.0;;;;;0.42;34.0
288;Oostenrijk;2002;;20.0;;;;96.6;0.1;34.0
289;Oostenrijk;2003;2.7;70.0;28.0;8.0;;97.6;0.1;34.0
290;Oostenrijk;2004;;76.0;28.0;8.0;4.3;93.7;0.09;34.0
291;Oostenrijk;2005;;;28.0;8.0;;92.7;0.08;25.0
292;Oostenrijk;2006;;83.0;28.0;8.0;;95.1;0.39;25.0
293;Oostenrijk;2007;;100.0;28.0;8.0;;97.1;0.08;25.0
294;Oostenrijk;2008;2.01;;28.0;8.0;;95.1;0.07;25.0
295;Oostenrijk;2009;;100.0;28.0;8.0;;93.8;0.25;25.0
296;Oostenrijk;2010;;100.0;28.0;8.0;;97.6;0.08;25.0
297;Oostenrijk;2011;;;28.0;8.0;;93.4;;25.0
298;Oostenrijk;2012;;;28.0;8.0;;;;25.0
299;Polen;1990;;;;;;;;
300;Polen;1991;;;;;;;;
301;Polen;1992;;;;;;;;40.0
302;Polen;1993;;;;;;;;40.0
303;Polen;1994;;;;;;;;40.0
304;Polen;1995;;;;;;;;40.0
305;Polen;1996;;;;;;76.1;;40.0
306;Polen;1997;;;;;;;;38.0
307;Polen;1998;3.99;;;;;75.1;;36.0
308;Polen;1999;;;;;;;;34.0
309;Polen;2000;;;;;;73.2;0.3;30.0
310;Polen;2001;;;;;;;0.44;28.0
311;Polen;2002;;;;;;68.8;0.27;28.0
312;Polen;2003;3.66;;31.0;10.0;;70.7;2.54;27.0
313;Polen;2004;;10.0;31.0;10.0;3.3;69.3;1.18;19.0
314;Polen;2005;;;31.0;10.0;;68.3;0.51;19.0
315;Polen;2006;;20.0;31.0;10.0;;68.3;0.52;19.0
316;Polen;2007;;21.0;31.0;10.0;;66.5;0.26;19.0
317;Polen;2008;3.35;;31.0;10.0;;68.4;0.49;19.0
318;Polen;2009;;55.0;31.0;10.0;;69.9;0.45;19.0
319;Polen;2010;;79.0;32.0;6.0;;72.7;0.37;19.0
320;Polen;2011;;;32.0;6.0;;71.6;;19.0
321;Polen;2012;;;32.0;6.0;;;;19.0
322;Spanje;1990;;;;;;;0.18;35.0
323;Spanje;1991;;;;;;;0.09;35.0
324;Spanje;1992;;;;;;;1.35;35.0
325;Spanje;1993;;;;;;;0.17;35.0
326;Spanje;1994;;;;;;;0.32;35.0
327;Spanje;1995;;;;;;;0.63;35.0
328;Spanje;1996;;;;;;90.2;0.45;35.0
329;Spanje;1997;;;;;;;0.39;35.0
330;Spanje;1998;3.71;;;;;90.7;0.39;35.0
331;Spanje;1999;;;;;;;0.33;35.0
332;Spanje;2000;;;;;;92.7;0.6;35.0
333;Spanje;2001;;30.0;;;;;0.78;35.0
334;Spanje;2002;;40.0;;;;94.1;0.33;35.0
335;Spanje;2003;2.8;40.0;114.0;10.0;4.1;94.6;0.29;35.0
336;Spanje;2004;;55.0;114.0;10.0;3.5;88.8;0.28;35.0
337;Spanje;2005;;;114.0;10.0;;89.3;0.27;35.0
338;Spanje;2006;;57.0;47.0;10.0;;78.5;0.12;35.0
339;Spanje;2007;;69.0;47.0;10.0;;80.6;0.12;32.5
340;Spanje;2008;1.62;;47.0;10.0;;78.6;0.1;30.0
341;Spanje;2009;;80.0;47.0;10.0;;77.5;0.11;30.0
342;Spanje;2010;;95.0;47.0;10.0;;79.4;0.11;30.0
343;Spanje;2011;;;47.0;10.0;;82.0;;30.0
344;Spanje;2012;;;28.0;10.0;;;;30.0
345;Tsjechië;1990;;;;;;;;
346;Tsjechië;1991;;;;;;;;
347;Tsjechië;1992;;;;;;;;
348;Tsjechië;1993;;;;;;;;45.0
349;Tsjechië;1994;;;;;;;;42.0
350;Tsjechië;1995;;;;;;;;41.0
351;Tsjechië;1996;;;;;;71.7;;39.0
352;Tsjechië;1997;;;;;;;;39.0
353;Tsjechië;1998;3.67;;;;;75.6;;35.0
354;Tsjechië;1999;;;;;;;0.0;35.0
355;Tsjechië;2000;;;;;;75.1;2.09;31.0
356;Tsjechië;2001;;;;;;;1.61;31.0
357;Tsjechië;2002;;;;;;80.5;3.58;31.0
358;Tsjechië;2003;2.78;;40.0;10.0;;78.0;2.62;31.0
359;Tsjechië;2004;;31.0;40.0;10.0;3.3;78.5;0.42;28.0
360;Tsjechië;2005;;;40.0;10.0;;81.0;0.4;26.0
361;Tsjechië;2006;;33.0;40.0;10.0;;82.4;0.41;24.0
362;Tsjechië;2007;;58.0;24.0;10.0;;78.6;0.37;24.0
363;Tsjechië;2008;2.43;;17.0;10.0;;79.6;0.42;21.0
364;Tsjechië;2009;;63.0;20.0;9.0;;78.9;0.27;20.0
365;Tsjechië;2010;;74.0;20.0;9.0;;80.9;0.32;19.0
366;Tsjechië;2011;;;20.0;9.0;;81.5;;19.0
367;Tsjechië;2012;;;20.0;9.0;;;;19.0
368;Verenigd Koninkrijk;1990;;;;;;;0.13;34.0
369;Verenigd Koninkrijk;1991;;;;;;;0.13;33.0
370;Verenigd Koninkrijk;1992;;;;;;;0.12;33.0
371;Verenigd Koninkrijk;1993;;;;;;;0.12;33.0
372;Verenigd Koninkrijk;1994;;;;;;;0.2;33.0
373;Verenigd Koninkrijk;1995;;;;;;;0.27;33.0
374;Verenigd Koninkrijk;1996;;;;;;96.1;0.23;33.0
375;Verenigd Koninkrijk;1997;;;;;;;0.18;31.0
376;Verenigd Koninkrijk;1998;1.51;;;;;96.1;0.2;31.0
377;Verenigd Koninkrijk;1999;;;;;;;0.09;30.0
378;Verenigd Koninkrijk;2000;;;;;;93.2;0.1;30.0
379;Verenigd Koninkrijk;2001;;24.0;;;;;0.09;30.0
380;Verenigd Koninkrijk;2002;;36.0;;;;93.7;0.13;30.0
381;Verenigd Koninkrijk;2003;1.28;50.0;13.0;6.0;5.3;92.7;0.09;30.0
382;Verenigd Koninkrijk;2004;;59.0;13.0;6.0;5.6;92.7;0.09;30.0
383;Verenigd Koninkrijk;2005;;;13.0;6.0;;93.7;0.07;30.0
384;Verenigd Koninkrijk;2006;;68.0;13.0;6.0;;93.2;0.07;30.0
385;Verenigd Koninkrijk;2007;;78.0;13.0;6.0;;92.7;0.06;30.0
386;Verenigd Koninkrijk;2008;1.5;;13.0;6.0;;93.7;0.06;28.0
387;Verenigd Koninkrijk;2009;;93.0;13.0;6.0;;90.9;0.07;28.0
388;Verenigd Koninkrijk;2010;;98.0;13.0;6.0;;92.3;0.06;28.0
389;Verenigd Koninkrijk;2011;;;13.0;6.0;;92.4;;26.0
390;Verenigd Koninkrijk;2012;;;13.0;6.0;;;;24.0
391;Verenigde Staten;1990;;;;;;;;38.7
392;Verenigde Staten;1991;;;;;;;;38.9
393;Verenigde Staten;1992;;;;;;;;38.9
394;Verenigde Staten;1993;;;;;;;;39.8
395;Verenigde Staten;1994;;;;;;;;39.7
396;Verenigde Staten;1995;;;;;;;;39.6
397;Verenigde Staten;1996;;;;;;91.7;;39.5
398;Verenigde Staten;1997;;;;;;;;39.5
399;Verenigde Staten;1998;1.41;;;;;92.2;;39.4
400;Verenigde Staten;1999;;;;;;;;39.4
401;Verenigde Staten;2000;;;;;;93.7;;39.3
402;Verenigde Staten;2001;;;;;;;;39.3
403;Verenigde Staten;2002;;;;;;91.2;;39.3
404;Verenigde Staten;2003;1.19;;6.0;6.0;5.8;91.2;;39.3
405;Verenigde Staten;2004;;;6.0;6.0;5.6;92.2;;39.3
406;Verenigde Staten;2005;;;6.0;6.0;;91.2;;39.3
407;Verenigde Staten;2006;;;6.0;6.0;;89.8;;39.3
408;Verenigde Staten;2007;;;6.0;6.0;;90.8;;39.3
409;Verenigde Staten;2008;1.1;;6.0;6.0;;89.3;;39.3
410;Verenigde Staten;2009;;;6.0;6.0;;88.5;;39.1
411;Verenigde Staten;2010;;;6.0;6.0;;90.0;;39.2
412;Verenigde Staten;2011;;;6.0;6.0;;88.6;;35.0
413;Verenigde Staten;2012;;;6.0;6.0;;;;35.0
414;Zuid-Korea;1990;;;;;;;;
415;Zuid-Korea;1991;;;;;;;;
416;Zuid-Korea;1992;;;;;;;;
417;Zuid-Korea;1993;;;;;;;;
418;Zuid-Korea;1994;;;;;;;;
419;Zuid-Korea;1995;;;;;;;;
420;Zuid-Korea;1996;;;;;;72.2;;
421;Zuid-Korea;1997;;;;;;;;
422;Zuid-Korea;1998;2.65;;;;;64.4;;
423;Zuid-Korea;1999;;;;;;;;
424;Zuid-Korea;2000;;;;;;76.6;;30.8
425;Zuid-Korea;2001;;;;;;;;30.8
426;Zuid-Korea;2002;;;;;;79.5;;29.7
427;Zuid-Korea;2003;2.21;;17.0;10.0;4.2;79.0;;29.7
428;Zuid-Korea;2004;;;17.0;10.0;4.1;81.5;;29.7
429;Zuid-Korea;2005;;;17.0;10.0;;82.4;;27.5
430;Zuid-Korea;2006;;;17.0;;;82.9;;27.5
431;Zuid-Korea;2007;;;17.0;10.0;;84.5;;27.5
432;Zuid-Korea;2008;1.99;;17.0;10.0;;82.5;;27.5
433;Zuid-Korea;2009;;;17.0;10.0;;81.8;;24.2
434;Zuid-Korea;2010;;;14.0;8.0;;84.2;;24.2
435;Zuid-Korea;2011;;;14.0;8.0;;86.3;;22.0
436;Zuid-Korea;2012;;;7.0;5.0;;;;22.0
437;Zweden;1990;;;;;;;;53.0
438;Zweden;1991;;;;;;;;30.0
439;Zweden;1992;;;;;;;;30.0
440;Zweden;1993;;;;;;;;30.0
441;Zweden;1994;;;;;;;;28.0
442;Zweden;1995;;;;;;;0.15;28.0
443;Zweden;1996;;;;;;98.0;0.14;28.0
444;Zweden;1997;;;;;;;0.19;28.0
445;Zweden;1998;2.77;;;;;96.6;0.19;28.0
446;Zweden;1999;;;;;;;0.19;28.0
447;Zweden;2000;;;;;;96.6;0.2;28.0
448;Zweden;2001;;28.0;;;;;0.21;28.0
449;Zweden;2002;;69.0;;;;97.6;0.09;28.0
450;Zweden;2003;2.77;69.0;15.0;3.0;;98.5;0.09;28.0
451;Zweden;2004;;76.0;15.0;3.0;5.4;97.6;0.09;28.0
452;Zweden;2005;;;15.0;3.0;;97.1;0.1;28.0
453;Zweden;2006;;76.0;15.0;3.0;;96.6;0.13;28.0
454;Zweden;2007;;75.0;15.0;3.0;;98.1;0.11;28.0
455;Zweden;2008;2.38;;15.0;3.0;;98.1;0.09;28.0
456;Zweden;2009;;95.0;15.0;3.0;;98.6;0.14;26.3
457;Zweden;2010;;100.0;15.0;3.0;;98.6;0.09;26.3
458;Zweden;2011;;;15.0;3.0;;98.6;;26.3
459;Zweden;2012;;;15.0;3.0;;;;26.3
460;EU-15;1990;;;;;;;;
461;EU-15;1991;;;;;;;;
462;EU-15;1992;;;;;;;;
463;EU-15;1993;;;;;;;;
464;EU-15;1994;;;;;;;;
465;EU-15;1995;;;;;;;;
466;EU-15;1996;;;;;;;;
467;EU-15;1997;;;;;;;;
468;EU-15;1998;;;;;;;;
469;EU-15;1999;;;;;;;;
470;EU-15;2000;;;;;;;;
471;EU-15;2001;;;;;;;;
472;EU-15;2002;;37.0;;;;;;
473;EU-15;2003;;47.0;;;;;;
474;EU-15;2004;;51.0;;;;;;
475;EU-15;2005;;;;;;;;
476;EU-15;2006;;57.0;;;;;;
477;EU-15;2007;;67.0;;;;;;
