ID;EconomicSectorsSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
8632;D Energy supply;Friesland (PV);2004;;0.6
8633;D Energy supply;Friesland (PV);2005;;30.1
8634;D Energy supply;Friesland (PV);2006;;-8.5
8635;D Energy supply;Friesland (PV);2007;;30.4
8636;D Energy supply;Friesland (PV);2008;;-16.8
8637;D Energy supply;Friesland (PV);2009;;-7.0
8638;D Energy supply;Friesland (PV);2010;;-11.6
8639;D Energy supply;Friesland (PV);2011;;-30.6
8640;D Energy supply;Friesland (PV);2012;;4.1
8641;D Energy supply;Friesland (PV);2013;;9.0
8642;D Energy supply;Friesland (PV);2014;;-38.4
8643;D Energy supply;Friesland (PV);2015;;22.6
8644;D Energy supply;Friesland (PV);2016;;
8645;D Energy supply;Friesland (PV);2017;;
8646;D Energy supply;Drenthe (PV);1996;;9.6
8647;D Energy supply;Drenthe (PV);1997;;-22.4
8648;D Energy supply;Drenthe (PV);1998;;35.3
8649;D Energy supply;Drenthe (PV);1999;;-5.7
8650;D Energy supply;Drenthe (PV);2000;;-1.6
8651;D Energy supply;Drenthe (PV);2001;;-1.3
8652;D Energy supply;Drenthe (PV);2002;;-5.2
8653;D Energy supply;Drenthe (PV);2003;;1.0
8654;D Energy supply;Drenthe (PV);2004;;4.6
8655;D Energy supply;Drenthe (PV);2005;;21.8
8656;D Energy supply;Drenthe (PV);2006;;5.7
8657;D Energy supply;Drenthe (PV);2007;;35.6
8658;D Energy supply;Drenthe (PV);2008;;6.0
8659;D Energy supply;Drenthe (PV);2009;;-6.1
8660;D Energy supply;Drenthe (PV);2010;;-9.9
8661;D Energy supply;Drenthe (PV);2011;;-14.5
8662;D Energy supply;Drenthe (PV);2012;;65.4
8663;D Energy supply;Drenthe (PV);2013;;9.3
8664;D Energy supply;Drenthe (PV);2014;;-6.6
8665;D Energy supply;Drenthe (PV);2015;;-15.5
8666;D Energy supply;Drenthe (PV);2016;;
8667;D Energy supply;Drenthe (PV);2017;;
8668;D Energy supply;Overijssel (PV);1996;;4.5
8669;D Energy supply;Overijssel (PV);1997;;10.1
8670;D Energy supply;Overijssel (PV);1998;;16.3
8671;D Energy supply;Overijssel (PV);1999;;-4.4
8672;D Energy supply;Overijssel (PV);2000;;3.6
8673;D Energy supply;Overijssel (PV);2001;;19.4
8674;D Energy supply;Overijssel (PV);2002;;-15.7
8675;D Energy supply;Overijssel (PV);2003;;2.4
8676;D Energy supply;Overijssel (PV);2004;;1.0
8677;D Energy supply;Overijssel (PV);2005;;33.1
8678;D Energy supply;Overijssel (PV);2006;;-3.4
8679;D Energy supply;Overijssel (PV);2007;;-12.7
8680;D Energy supply;Overijssel (PV);2008;;16.3
8681;D Energy supply;Overijssel (PV);2009;;-5.8
8682;D Energy supply;Overijssel (PV);2010;;1.6
8683;D Energy supply;Overijssel (PV);2011;;-6.6
8684;D Energy supply;Overijssel (PV);2012;;9.0
8685;D Energy supply;Overijssel (PV);2013;;9.0
8686;D Energy supply;Overijssel (PV);2014;;-4.7
8687;D Energy supply;Overijssel (PV);2015;;0.4
8688;D Energy supply;Overijssel (PV);2016;;
8689;D Energy supply;Overijssel (PV);2017;;
8690;D Energy supply;Flevoland (PV);1996;;0.4
8691;D Energy supply;Flevoland (PV);1997;;-37.3
8692;D Energy supply;Flevoland (PV);1998;;-7.0
8693;D Energy supply;Flevoland (PV);1999;;-1.5
8694;D Energy supply;Flevoland (PV);2000;;-1.7
8695;D Energy supply;Flevoland (PV);2001;;-12.6
8696;D Energy supply;Flevoland (PV);2002;;142.0
8697;D Energy supply;Flevoland (PV);2003;;3.2
8698;D Energy supply;Flevoland (PV);2004;;11.9
8699;D Energy supply;Flevoland (PV);2005;;15.1
8700;D Energy supply;Flevoland (PV);2006;;2.6
8701;D Energy supply;Flevoland (PV);2007;;26.8
8702;D Energy supply;Flevoland (PV);2008;;11.1
8703;D Energy supply;Flevoland (PV);2009;;-13.5
8704;D Energy supply;Flevoland (PV);2010;;20.4
8705;D Energy supply;Flevoland (PV);2011;;28.6
8706;D Energy supply;Flevoland (PV);2012;;-25.0
8707;D Energy supply;Flevoland (PV);2013;;-5.4
8708;D Energy supply;Flevoland (PV);2014;;-18.1
8709;D Energy supply;Flevoland (PV);2015;;-8.0
8710;D Energy supply;Flevoland (PV);2016;;
8711;D Energy supply;Flevoland (PV);2017;;
8712;D Energy supply;Gelderland (PV);1996;;3.5
8713;D Energy supply;Gelderland (PV);1997;;-23.4
8714;D Energy supply;Gelderland (PV);1998;;19.6
8715;D Energy supply;Gelderland (PV);1999;;-6.3
8716;D Energy supply;Gelderland (PV);2000;;1.9
8717;D Energy supply;Gelderland (PV);2001;;32.6
8718;D Energy supply;Gelderland (PV);2002;;-10.7
8719;D Energy supply;Gelderland (PV);2003;;2.7
8720;D Energy supply;Gelderland (PV);2004;;2.3
8721;D Energy supply;Gelderland (PV);2005;;23.8
8722;D Energy supply;Gelderland (PV);2006;;3.8
8723;D Energy supply;Gelderland (PV);2007;;6.8
8724;D Energy supply;Gelderland (PV);2008;;-0.5
8725;D Energy supply;Gelderland (PV);2009;;-21.3
8726;D Energy supply;Gelderland (PV);2010;;9.6
8727;D Energy supply;Gelderland (PV);2011;;51.7
8728;D Energy supply;Gelderland (PV);2012;;-11.0
8729;D Energy supply;Gelderland (PV);2013;;2.3
8730;D Energy supply;Gelderland (PV);2014;;7.4
8731;D Energy supply;Gelderland (PV);2015;;-3.7
8732;D Energy supply;Gelderland (PV);2016;;
8733;D Energy supply;Gelderland (PV);2017;;
8734;D Energy supply;Utrecht (PV);1996;;20.6
8735;D Energy supply;Utrecht (PV);1997;;-16.4
8736;D Energy supply;Utrecht (PV);1998;;17.1
8737;D Energy supply;Utrecht (PV);1999;;-9.3
8738;D Energy supply;Utrecht (PV);2000;;-0.4
8739;D Energy supply;Utrecht (PV);2001;;0.5
8740;D Energy supply;Utrecht (PV);2002;;-6.1
8741;D Energy supply;Utrecht (PV);2003;;1.4
8742;D Energy supply;Utrecht (PV);2004;;3.7
8743;D Energy supply;Utrecht (PV);2005;;19.3
8744;D Energy supply;Utrecht (PV);2006;;1.5
8745;D Energy supply;Utrecht (PV);2007;;16.0
8746;D Energy supply;Utrecht (PV);2008;;7.8
8747;D Energy supply;Utrecht (PV);2009;;-0.5
8748;D Energy supply;Utrecht (PV);2010;;-22.0
8749;D Energy supply;Utrecht (PV);2011;;-7.6
8750;D Energy supply;Utrecht (PV);2012;;-7.5
8751;D Energy supply;Utrecht (PV);2013;;24.2
8752;D Energy supply;Utrecht (PV);2014;;-22.8
8753;D Energy supply;Utrecht (PV);2015;;65.3
8754;D Energy supply;Utrecht (PV);2016;;
8755;D Energy supply;Utrecht (PV);2017;;
8756;D Energy supply;Noord-Holland (PV);1996;;2.0
8757;D Energy supply;Noord-Holland (PV);1997;;-5.0
8758;D Energy supply;Noord-Holland (PV);1998;;6.5
8759;D Energy supply;Noord-Holland (PV);1999;;-4.5
8760;D Energy supply;Noord-Holland (PV);2000;;-2.0
8761;D Energy supply;Noord-Holland (PV);2001;;-14.4
8762;D Energy supply;Noord-Holland (PV);2002;;9.3
8763;D Energy supply;Noord-Holland (PV);2003;;1.4
8764;D Energy supply;Noord-Holland (PV);2004;;0.6
8765;D Energy supply;Noord-Holland (PV);2005;;10.5
8766;D Energy supply;Noord-Holland (PV);2006;;-7.6
8767;D Energy supply;Noord-Holland (PV);2007;;10.8
8768;D Energy supply;Noord-Holland (PV);2008;;-7.7
8769;D Energy supply;Noord-Holland (PV);2009;;17.3
8770;D Energy supply;Noord-Holland (PV);2010;;-6.0
8771;D Energy supply;Noord-Holland (PV);2011;;-18.1
8772;D Energy supply;Noord-Holland (PV);2012;;14.1
8773;D Energy supply;Noord-Holland (PV);2013;;7.8
8774;D Energy supply;Noord-Holland (PV);2014;;0.9
8775;D Energy supply;Noord-Holland (PV);2015;;7.5
8776;D Energy supply;Noord-Holland (PV);2016;;
8777;D Energy supply;Noord-Holland (PV);2017;;
8778;D Energy supply;Zuid-Holland (PV);1996;;-0.5
8779;D Energy supply;Zuid-Holland (PV);1997;;4.9
8780;D Energy supply;Zuid-Holland (PV);1998;;6.8
8781;D Energy supply;Zuid-Holland (PV);1999;;-4.2
8782;D Energy supply;Zuid-Holland (PV);2000;;5.9
8783;D Energy supply;Zuid-Holland (PV);2001;;-9.8
8784;D Energy supply;Zuid-Holland (PV);2002;;-4.3
8785;D Energy supply;Zuid-Holland (PV);2003;;1.5
8786;D Energy supply;Zuid-Holland (PV);2004;;2.0
8787;D Energy supply;Zuid-Holland (PV);2005;;28.1
8788;D Energy supply;Zuid-Holland (PV);2006;;-3.9
8789;D Energy supply;Zuid-Holland (PV);2007;;-9.2
8790;D Energy supply;Zuid-Holland (PV);2008;;2.9
8791;D Energy supply;Zuid-Holland (PV);2009;;-8.5
8792;D Energy supply;Zuid-Holland (PV);2010;;14.1
8793;D Energy supply;Zuid-Holland (PV);2011;;6.2
8794;D Energy supply;Zuid-Holland (PV);2012;;-3.9
8795;D Energy supply;Zuid-Holland (PV);2013;;-10.0
8796;D Energy supply;Zuid-Holland (PV);2014;;4.0
8797;D Energy supply;Zuid-Holland (PV);2015;;1.2
8798;D Energy supply;Zuid-Holland (PV);2016;;
8799;D Energy supply;Zuid-Holland (PV);2017;;
8800;D Energy supply;Zeeland (PV);1996;;12.0
8801;D Energy supply;Zeeland (PV);1997;;-46.5
8802;D Energy supply;Zeeland (PV);1998;;29.6
8803;D Energy supply;Zeeland (PV);1999;;-3.4
8804;D Energy supply;Zeeland (PV);2000;;-9.9
8805;D Energy supply;Zeeland (PV);2001;;8.3
8806;D Energy supply;Zeeland (PV);2002;;59.2
8807;D Energy supply;Zeeland (PV);2003;;6.8
8808;D Energy supply;Zeeland (PV);2004;;-5.8
8809;D Energy supply;Zeeland (PV);2005;;15.5
8810;D Energy supply;Zeeland (PV);2006;;5.4
8811;D Energy supply;Zeeland (PV);2007;;11.2
8812;D Energy supply;Zeeland (PV);2008;;7.1
8813;D Energy supply;Zeeland (PV);2009;;18.5
8814;D Energy supply;Zeeland (PV);2010;;9.1
8815;D Energy supply;Zeeland (PV);2011;;-27.4
8816;D Energy supply;Zeeland (PV);2012;;-15.4
8817;D Energy supply;Zeeland (PV);2013;;7.6
8818;D Energy supply;Zeeland (PV);2014;;35.1
8819;D Energy supply;Zeeland (PV);2015;;8.9
8820;D Energy supply;Zeeland (PV);2016;;
8821;D Energy supply;Zeeland (PV);2017;;
8822;D Energy supply;Noord-Brabant (PV);1996;;0.4
8823;D Energy supply;Noord-Brabant (PV);1997;;9.4
8824;D Energy supply;Noord-Brabant (PV);1998;;-10.6
8825;D Energy supply;Noord-Brabant (PV);1999;;-5.5
8826;D Energy supply;Noord-Brabant (PV);2000;;3.5
8827;D Energy supply;Noord-Brabant (PV);2001;;-3.1
8828;D Energy supply;Noord-Brabant (PV);2002;;9.5
8829;D Energy supply;Noord-Brabant (PV);2003;;0.7
8830;D Energy supply;Noord-Brabant (PV);2004;;1.6
8831;D Energy supply;Noord-Brabant (PV);2005;;16.0
8832;D Energy supply;Noord-Brabant (PV);2006;;0.9
8833;D Energy supply;Noord-Brabant (PV);2007;;-13.5
8834;D Energy supply;Noord-Brabant (PV);2008;;-17.0
8835;D Energy supply;Noord-Brabant (PV);2009;;18.9
8836;D Energy supply;Noord-Brabant (PV);2010;;-2.3
8837;D Energy supply;Noord-Brabant (PV);2011;;1.9
8838;D Energy supply;Noord-Brabant (PV);2012;;4.5
8839;D Energy supply;Noord-Brabant (PV);2013;;6.5
8840;D Energy supply;Noord-Brabant (PV);2014;;0.1
8841;D Energy supply;Noord-Brabant (PV);2015;;-1.7
8842;D Energy supply;Noord-Brabant (PV);2016;;
8843;D Energy supply;Noord-Brabant (PV);2017;;
8844;D Energy supply;Limburg (PV);1996;;11.1
8845;D Energy supply;Limburg (PV);1997;;-14.7
8846;D Energy supply;Limburg (PV);1998;;-0.4
8847;D Energy supply;Limburg (PV);1999;;-6.8
8848;D Energy supply;Limburg (PV);2000;;2.3
8849;D Energy supply;Limburg (PV);2001;;14.4
8850;D Energy supply;Limburg (PV);2002;;12.2
8851;D Energy supply;Limburg (PV);2003;;2.2
8852;D Energy supply;Limburg (PV);2004;;0.2
8853;D Energy supply;Limburg (PV);2005;;13.2
8854;D Energy supply;Limburg (PV);2006;;7.5
8855;D Energy supply;Limburg (PV);2007;;-15.4
8856;D Energy supply;Limburg (PV);2008;;7.5
8857;D Energy supply;Limburg (PV);2009;;-6.0
8858;D Energy supply;Limburg (PV);2010;;0.7
8859;D Energy supply;Limburg (PV);2011;;-9.0
8860;D Energy supply;Limburg (PV);2012;;9.2
8861;D Energy supply;Limburg (PV);2013;;2.6
8862;D Energy supply;Limburg (PV);2014;;-12.9
8863;D Energy supply;Limburg (PV);2015;;-8.7
8864;D Energy supply;Limburg (PV);2016;;
8865;D Energy supply;Limburg (PV);2017;;
8866;D Energy supply;Oost-Groningen (CR);1996;;
8867;D Energy supply;Oost-Groningen (CR);1997;;
8868;D Energy supply;Oost-Groningen (CR);1998;;
8869;D Energy supply;Oost-Groningen (CR);1999;;
8870;D Energy supply;Oost-Groningen (CR);2000;;
8871;D Energy supply;Oost-Groningen (CR);2001;;
8872;D Energy supply;Oost-Groningen (CR);2002;;
8873;D Energy supply;Oost-Groningen (CR);2003;;
8874;D Energy supply;Oost-Groningen (CR);2004;;
8875;D Energy supply;Oost-Groningen (CR);2005;;
8876;D Energy supply;Oost-Groningen (CR);2006;;
8877;D Energy supply;Oost-Groningen (CR);2007;;
8878;D Energy supply;Oost-Groningen (CR);2008;;
8879;D Energy supply;Oost-Groningen (CR);2009;;
8880;D Energy supply;Oost-Groningen (CR);2010;;
8881;D Energy supply;Oost-Groningen (CR);2011;;-15.5
8882;D Energy supply;Oost-Groningen (CR);2012;;9.9
8883;D Energy supply;Oost-Groningen (CR);2013;;-19.5
8884;D Energy supply;Oost-Groningen (CR);2014;;13.0
8885;D Energy supply;Oost-Groningen (CR);2015;;-16.2
8886;D Energy supply;Oost-Groningen (CR);2016;;
8887;D Energy supply;Oost-Groningen (CR);2017;;
8888;D Energy supply;Delfzijl e.o. (CR);1996;;
8889;D Energy supply;Delfzijl e.o. (CR);1997;;
8890;D Energy supply;Delfzijl e.o. (CR);1998;;
8891;D Energy supply;Delfzijl e.o. (CR);1999;;
8892;D Energy supply;Delfzijl e.o. (CR);2000;;
8893;D Energy supply;Delfzijl e.o. (CR);2001;;
8894;D Energy supply;Delfzijl e.o. (CR);2002;;
8895;D Energy supply;Delfzijl e.o. (CR);2003;;
8896;D Energy supply;Delfzijl e.o. (CR);2004;;
8897;D Energy supply;Delfzijl e.o. (CR);2005;;
8898;D Energy supply;Delfzijl e.o. (CR);2006;;
8899;D Energy supply;Delfzijl e.o. (CR);2007;;
8900;D Energy supply;Delfzijl e.o. (CR);2008;;
8901;D Energy supply;Delfzijl e.o. (CR);2009;;
8902;D Energy supply;Delfzijl e.o. (CR);2010;;
8903;D Energy supply;Delfzijl e.o. (CR);2011;;22.6
8904;D Energy supply;Delfzijl e.o. (CR);2012;;8.1
8905;D Energy supply;Delfzijl e.o. (CR);2013;;27.7
8906;D Energy supply;Delfzijl e.o. (CR);2014;;12.0
8907;D Energy supply;Delfzijl e.o. (CR);2015;;5.6
8908;D Energy supply;Delfzijl e.o. (CR);2016;;
8909;D Energy supply;Delfzijl e.o. (CR);2017;;
8910;D Energy supply;Overig Groningen (CR);1996;;
8911;D Energy supply;Overig Groningen (CR);1997;;
8912;D Energy supply;Overig Groningen (CR);1998;;
8913;D Energy supply;Overig Groningen (CR);1999;;
8914;D Energy supply;Overig Groningen (CR);2000;;
8915;D Energy supply;Overig Groningen (CR);2001;;
8916;D Energy supply;Overig Groningen (CR);2002;;
8917;D Energy supply;Overig Groningen (CR);2003;;
8918;D Energy supply;Overig Groningen (CR);2004;;
8919;D Energy supply;Overig Groningen (CR);2005;;
8920;D Energy supply;Overig Groningen (CR);2006;;
8921;D Energy supply;Overig Groningen (CR);2007;;
8922;D Energy supply;Overig Groningen (CR);2008;;
8923;D Energy supply;Overig Groningen (CR);2009;;
8924;D Energy supply;Overig Groningen (CR);2010;;
8925;D Energy supply;Overig Groningen (CR);2011;;-14.8
8926;D Energy supply;Overig Groningen (CR);2012;;-16.2
8927;D Energy supply;Overig Groningen (CR);2013;;3.0
8928;D Energy supply;Overig Groningen (CR);2014;;3.3
8929;D Energy supply;Overig Groningen (CR);2015;;16.8
8930;D Energy supply;Overig Groningen (CR);2016;;
8931;D Energy supply;Overig Groningen (CR);2017;;
8932;D Energy supply;Noord-Friesland (CR);1996;;
8933;D Energy supply;Noord-Friesland (CR);1997;;
8934;D Energy supply;Noord-Friesland (CR);1998;;
8935;D Energy supply;Noord-Friesland (CR);1999;;
8936;D Energy supply;Noord-Friesland (CR);2000;;
8937;D Energy supply;Noord-Friesland (CR);2001;;
8938;D Energy supply;Noord-Friesland (CR);2002;;
8939;D Energy supply;Noord-Friesland (CR);2003;;
8940;D Energy supply;Noord-Friesland (CR);2004;;
8941;D Energy supply;Noord-Friesland (CR);2005;;
8942;D Energy supply;Noord-Friesland (CR);2006;;
8943;D Energy supply;Noord-Friesland (CR);2007;;
8944;D Energy supply;Noord-Friesland (CR);2008;;
8945;D Energy supply;Noord-Friesland (CR);2009;;
8946;D Energy supply;Noord-Friesland (CR);2010;;
8947;D Energy supply;Noord-Friesland (CR);2011;;-30.7
8948;D Energy supply;Noord-Friesland (CR);2012;;3.1
8949;D Energy supply;Noord-Friesland (CR);2013;;10.6
8950;D Energy supply;Noord-Friesland (CR);2014;;-39.1
8951;D Energy supply;Noord-Friesland (CR);2015;;5.9
8952;D Energy supply;Noord-Friesland (CR);2016;;
8953;D Energy supply;Noord-Friesland (CR);2017;;
8954;D Energy supply;Zuidwest-Friesland (CR);1996;;
8955;D Energy supply;Zuidwest-Friesland (CR);1997;;
8956;D Energy supply;Zuidwest-Friesland (CR);1998;;
8957;D Energy supply;Zuidwest-Friesland (CR);1999;;
8958;D Energy supply;Zuidwest-Friesland (CR);2000;;
8959;D Energy supply;Zuidwest-Friesland (CR);2001;;
8960;D Energy supply;Zuidwest-Friesland (CR);2002;;
8961;D Energy supply;Zuidwest-Friesland (CR);2003;;
8962;D Energy supply;Zuidwest-Friesland (CR);2004;;
8963;D Energy supply;Zuidwest-Friesland (CR);2005;;
8964;D Energy supply;Zuidwest-Friesland (CR);2006;;
8965;D Energy supply;Zuidwest-Friesland (CR);2007;;
8966;D Energy supply;Zuidwest-Friesland (CR);2008;;
8967;D Energy supply;Zuidwest-Friesland (CR);2009;;
8968;D Energy supply;Zuidwest-Friesland (CR);2010;;
8969;D Energy supply;Zuidwest-Friesland (CR);2011;;-68.8
8970;D Energy supply;Zuidwest-Friesland (CR);2012;;-100.4
8971;D Energy supply;Zuidwest-Friesland (CR);2013;;688.8
8972;D Energy supply;Zuidwest-Friesland (CR);2014;;475.8
8973;D Energy supply;Zuidwest-Friesland (CR);2015;;-555.8
8974;D Energy supply;Zuidwest-Friesland (CR);2016;;
8975;D Energy supply;Zuidwest-Friesland (CR);2017;;
8976;D Energy supply;Zuidoost-Friesland (CR);1996;;
8977;D Energy supply;Zuidoost-Friesland (CR);1997;;
8978;D Energy supply;Zuidoost-Friesland (CR);1998;;
8979;D Energy supply;Zuidoost-Friesland (CR);1999;;
8980;D Energy supply;Zuidoost-Friesland (CR);2000;;
8981;D Energy supply;Zuidoost-Friesland (CR);2001;;
8982;D Energy supply;Zuidoost-Friesland (CR);2002;;
8983;D Energy supply;Zuidoost-Friesland (CR);2003;;
8984;D Energy supply;Zuidoost-Friesland (CR);2004;;
8985;D Energy supply;Zuidoost-Friesland (CR);2005;;
8986;D Energy supply;Zuidoost-Friesland (CR);2006;;
8987;D Energy supply;Zuidoost-Friesland (CR);2007;;
8988;D Energy supply;Zuidoost-Friesland (CR);2008;;
8989;D Energy supply;Zuidoost-Friesland (CR);2009;;
8990;D Energy supply;Zuidoost-Friesland (CR);2010;;
8991;D Energy supply;Zuidoost-Friesland (CR);2011;;1.1
8992;D Energy supply;Zuidoost-Friesland (CR);2012;;72.8
8993;D Energy supply;Zuidoost-Friesland (CR);2013;;-47.4
8994;D Energy supply;Zuidoost-Friesland (CR);2014;;21.7
8995;D Energy supply;Zuidoost-Friesland (CR);2015;;1095.0
8996;D Energy supply;Zuidoost-Friesland (CR);2016;;
8997;D Energy supply;Zuidoost-Friesland (CR);2017;;
8998;D Energy supply;Noord-Drenthe;1996;;
8999;D Energy supply;Noord-Drenthe;1997;;
9000;D Energy supply;Noord-Drenthe;1998;;
9001;D Energy supply;Noord-Drenthe;1999;;
9002;D Energy supply;Noord-Drenthe;2000;;
9003;D Energy supply;Noord-Drenthe;2001;;
9004;D Energy supply;Noord-Drenthe;2002;;
9005;D Energy supply;Noord-Drenthe;2003;;
9006;D Energy supply;Noord-Drenthe;2004;;
9007;D Energy supply;Noord-Drenthe;2005;;
9008;D Energy supply;Noord-Drenthe;2006;;
9009;D Energy supply;Noord-Drenthe;2007;;
9010;D Energy supply;Noord-Drenthe;2008;;
9011;D Energy supply;Noord-Drenthe;2009;;
9012;D Energy supply;Noord-Drenthe;2010;;
9013;D Energy supply;Noord-Drenthe;2011;;-6.0
9014;D Energy supply;Noord-Drenthe;2012;;0.2
9015;D Energy supply;Noord-Drenthe;2013;;-13.8
9016;D Energy supply;Noord-Drenthe;2014;;19.8
9017;D Energy supply;Noord-Drenthe;2015;;1.9
9018;D Energy supply;Noord-Drenthe;2016;;
9019;D Energy supply;Noord-Drenthe;2017;;
9020;D Energy supply;Zuidoost-Drenthe (CR);1996;;
9021;D Energy supply;Zuidoost-Drenthe (CR);1997;;
9022;D Energy supply;Zuidoost-Drenthe (CR);1998;;
9023;D Energy supply;Zuidoost-Drenthe (CR);1999;;
9024;D Energy supply;Zuidoost-Drenthe (CR);2000;;
9025;D Energy supply;Zuidoost-Drenthe (CR);2001;;
9026;D Energy supply;Zuidoost-Drenthe (CR);2002;;
9027;D Energy supply;Zuidoost-Drenthe (CR);2003;;
9028;D Energy supply;Zuidoost-Drenthe (CR);2004;;
9029;D Energy supply;Zuidoost-Drenthe (CR);2005;;
9030;D Energy supply;Zuidoost-Drenthe (CR);2006;;
9031;D Energy supply;Zuidoost-Drenthe (CR);2007;;
9032;D Energy supply;Zuidoost-Drenthe (CR);2008;;
9033;D Energy supply;Zuidoost-Drenthe (CR);2009;;
9034;D Energy supply;Zuidoost-Drenthe (CR);2010;;
9035;D Energy supply;Zuidoost-Drenthe (CR);2011;;-4.5
9036;D Energy supply;Zuidoost-Drenthe (CR);2012;;232.2
9037;D Energy supply;Zuidoost-Drenthe (CR);2013;;9.5
9038;D Energy supply;Zuidoost-Drenthe (CR);2014;;-12.6
9039;D Energy supply;Zuidoost-Drenthe (CR);2015;;-22.4
9040;D Energy supply;Zuidoost-Drenthe (CR);2016;;
9041;D Energy supply;Zuidoost-Drenthe (CR);2017;;
9042;D Energy supply;Zuidwest-Drenthe (CR);1996;;
9043;D Energy supply;Zuidwest-Drenthe (CR);1997;;
9044;D Energy supply;Zuidwest-Drenthe (CR);1998;;
9045;D Energy supply;Zuidwest-Drenthe (CR);1999;;
9046;D Energy supply;Zuidwest-Drenthe (CR);2000;;
9047;D Energy supply;Zuidwest-Drenthe (CR);2001;;
9048;D Energy supply;Zuidwest-Drenthe (CR);2002;;
9049;D Energy supply;Zuidwest-Drenthe (CR);2003;;
9050;D Energy supply;Zuidwest-Drenthe (CR);2004;;
9051;D Energy supply;Zuidwest-Drenthe (CR);2005;;
9052;D Energy supply;Zuidwest-Drenthe (CR);2006;;
9053;D Energy supply;Zuidwest-Drenthe (CR);2007;;
9054;D Energy supply;Zuidwest-Drenthe (CR);2008;;
9055;D Energy supply;Zuidwest-Drenthe (CR);2009;;
9056;D Energy supply;Zuidwest-Drenthe (CR);2010;;
9057;D Energy supply;Zuidwest-Drenthe (CR);2011;;-21.7
9058;D Energy supply;Zuidwest-Drenthe (CR);2012;;-6.5
9059;D Energy supply;Zuidwest-Drenthe (CR);2013;;17.5
9060;D Energy supply;Zuidwest-Drenthe (CR);2014;;-4.1
9061;D Energy supply;Zuidwest-Drenthe (CR);2015;;-11.7
9062;D Energy supply;Zuidwest-Drenthe (CR);2016;;
9063;D Energy supply;Zuidwest-Drenthe (CR);2017;;
9064;D Energy supply;Noord-Overijssel (CR);1996;;
9065;D Energy supply;Noord-Overijssel (CR);1997;;
9066;D Energy supply;Noord-Overijssel (CR);1998;;
9067;D Energy supply;Noord-Overijssel (CR);1999;;
9068;D Energy supply;Noord-Overijssel (CR);2000;;
9069;D Energy supply;Noord-Overijssel (CR);2001;;
9070;D Energy supply;Noord-Overijssel (CR);2002;;
9071;D Energy supply;Noord-Overijssel (CR);2003;;
9072;D Energy supply;Noord-Overijssel (CR);2004;;
9073;D Energy supply;Noord-Overijssel (CR);2005;;
9074;D Energy supply;Noord-Overijssel (CR);2006;;
9075;D Energy supply;Noord-Overijssel (CR);2007;;
9076;D Energy supply;Noord-Overijssel (CR);2008;;
9077;D Energy supply;Noord-Overijssel (CR);2009;;
9078;D Energy supply;Noord-Overijssel (CR);2010;;
9079;D Energy supply;Noord-Overijssel (CR);2011;;-5.9
9080;D Energy supply;Noord-Overijssel (CR);2012;;4.5
9081;D Energy supply;Noord-Overijssel (CR);2013;;9.1
9082;D Energy supply;Noord-Overijssel (CR);2014;;-2.1
9083;D Energy supply;Noord-Overijssel (CR);2015;;8.3
9084;D Energy supply;Noord-Overijssel (CR);2016;;
9085;D Energy supply;Noord-Overijssel (CR);2017;;
9086;D Energy supply;Zuidwest-Overijssel (CR);1996;;
9087;D Energy supply;Zuidwest-Overijssel (CR);1997;;
9088;D Energy supply;Zuidwest-Overijssel (CR);1998;;
9089;D Energy supply;Zuidwest-Overijssel (CR);1999;;
9090;D Energy supply;Zuidwest-Overijssel (CR);2000;;
9091;D Energy supply;Zuidwest-Overijssel (CR);2001;;
9092;D Energy supply;Zuidwest-Overijssel (CR);2002;;
9093;D Energy supply;Zuidwest-Overijssel (CR);2003;;
9094;D Energy supply;Zuidwest-Overijssel (CR);2004;;
9095;D Energy supply;Zuidwest-Overijssel (CR);2005;;
9096;D Energy supply;Zuidwest-Overijssel (CR);2006;;
9097;D Energy supply;Zuidwest-Overijssel (CR);2007;;
9098;D Energy supply;Zuidwest-Overijssel (CR);2008;;
9099;D Energy supply;Zuidwest-Overijssel (CR);2009;;
9100;D Energy supply;Zuidwest-Overijssel (CR);2010;;
9101;D Energy supply;Zuidwest-Overijssel (CR);2011;;-6.1
9102;D Energy supply;Zuidwest-Overijssel (CR);2012;;8.3
9103;D Energy supply;Zuidwest-Overijssel (CR);2013;;-2.0
9104;D Energy supply;Zuidwest-Overijssel (CR);2014;;-6.2
9105;D Energy supply;Zuidwest-Overijssel (CR);2015;;-2.8
9106;D Energy supply;Zuidwest-Overijssel (CR);2016;;
9107;D Energy supply;Zuidwest-Overijssel (CR);2017;;
9108;D Energy supply;Twente (CR);1996;;
9109;D Energy supply;Twente (CR);1997;;
9110;D Energy supply;Twente (CR);1998;;
9111;D Energy supply;Twente (CR);1999;;
9112;D Energy supply;Twente (CR);2000;;
9113;D Energy supply;Twente (CR);2001;;
9114;D Energy supply;Twente (CR);2002;;
9115;D Energy supply;Twente (CR);2003;;
9116;D Energy supply;Twente (CR);2004;;
9117;D Energy supply;Twente (CR);2005;;
9118;D Energy supply;Twente (CR);2006;;
9119;D Energy supply;Twente (CR);2007;;
9120;D Energy supply;Twente (CR);2008;;
9121;D Energy supply;Twente (CR);2009;;
9122;D Energy supply;Twente (CR);2010;;
