ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
7424;43;Verweduwd;2035;519;106;41;372;0
7425;43;Verweduwd;2036;509;104;39;366;0
7426;43;Verweduwd;2037;502;102;39;361;0
7427;43;Verweduwd;2038;497;102;38;357;0
7428;43;Verweduwd;2039;481;96;36;349;0
7429;43;Verweduwd;2040;476;96;36;344;0
7430;43;Verweduwd;2041;475;95;36;344;0
7431;43;Verweduwd;2042;482;99;37;346;0
7432;43;Verweduwd;2043;481;99;38;344;0
7433;43;Verweduwd;2044;484;102;37;345;0
7434;43;Verweduwd;2045;476;100;37;339;0
7435;43;Verweduwd;2046;468;99;36;333;0
7436;43;Verweduwd;2047;464;98;36;330;0
7437;43;Verweduwd;2048;448;94;34;320;0
7438;43;Verweduwd;2049;434;90;33;311;0
7439;43;Verweduwd;2050;427;88;33;306;0
7440;43;Verweduwd;2051;416;85;31;300;0
7441;43;Verweduwd;2052;421;87;32;302;0
7442;43;Verweduwd;2053;419;87;32;300;0
7443;43;Verweduwd;2054;412;85;31;296;0
7444;43;Verweduwd;2055;407;84;31;292;0
7445;43;Verweduwd;2056;403;83;30;290;0
7446;43;Verweduwd;2057;400;82;30;288;0
7447;43;Verweduwd;2058;399;82;30;287;0
7448;43;Verweduwd;2059;396;81;30;285;0
7449;43;Verweduwd;2060;395;81;30;284;0
7450;43;Gescheiden;2011;24467;8306;4983;11120;58
7451;43;Gescheiden;2012;24307;8166;4944;11140;57
7452;43;Gescheiden;2013;25166;8254;5105;11750;57
7453;43;Gescheiden;2014;24131;7919;4887;11270;55
7454;43;Gescheiden;2015;22572;7324;4525;10673;50
7455;43;Gescheiden;2016;21075;6823;4246;9959;47
7456;43;Gescheiden;2017;19111;6177;3858;9035;41
7457;43;Gescheiden;2018;17878;5762;3594;8483;39
7458;43;Gescheiden;2019;16609;5332;3343;7898;36
7459;43;Gescheiden;2020;16112;5185;3283;7609;35
7460;43;Gescheiden;2021;15979;5119;3245;7581;34
7461;43;Gescheiden;2022;15978;5153;3312;7478;35
7462;43;Gescheiden;2023;15788;5095;3275;7384;34
7463;43;Gescheiden;2024;16242;5281;3434;7491;36
7464;43;Gescheiden;2025;15930;5164;3352;7379;35
7465;43;Gescheiden;2026;15431;4989;3261;7147;34
7466;43;Gescheiden;2027;15294;4949;3244;7068;33
7467;43;Gescheiden;2028;15685;5099;3376;7176;34
7468;43;Gescheiden;2029;15855;5148;3419;7253;35
7469;43;Gescheiden;2030;16256;5285;3537;7398;36
7470;43;Gescheiden;2031;16433;5359;3624;7414;36
7471;43;Gescheiden;2032;16426;5330;3603;7457;36
7472;43;Gescheiden;2033;16676;5408;3654;7577;37
7473;43;Gescheiden;2034;17433;5701;3876;7817;39
7474;43;Gescheiden;2035;17454;5701;3872;7842;39
7475;43;Gescheiden;2036;17250;5629;3830;7752;39
7476;43;Gescheiden;2037;17112;5576;3790;7708;38
7477;43;Gescheiden;2038;17154;5598;3812;7706;38
7478;43;Gescheiden;2039;16688;5421;3685;7545;37
7479;43;Gescheiden;2040;16639;5416;3691;7496;36
7480;43;Gescheiden;2041;16712;5423;3681;7571;37
7481;43;Gescheiden;2042;17254;5643;3845;7728;38
7482;43;Gescheiden;2043;17386;5703;3892;7752;39
7483;43;Gescheiden;2044;17779;5849;3991;7899;40
7484;43;Gescheiden;2045;17557;5774;3945;7799;39
7485;43;Gescheiden;2046;17462;5749;3933;7741;39
7486;43;Gescheiden;2047;17430;5744;3934;7713;39
7487;43;Gescheiden;2048;16897;5538;3786;7535;38
7488;43;Gescheiden;2049;16444;5374;3677;7356;37
7489;43;Gescheiden;2050;16298;5325;3648;7289;36
7490;43;Gescheiden;2051;16014;5207;3559;7213;35
7491;43;Gescheiden;2052;16333;5340;3670;7286;37
7492;43;Gescheiden;2053;16388;5355;3678;7319;36
7493;43;Gescheiden;2054;16227;5295;3642;7254;36
7494;43;Gescheiden;2055;16132;5257;3619;7220;36
7495;43;Gescheiden;2056;16093;5240;3612;7205;36
7496;43;Gescheiden;2057;16117;5247;3620;7214;36
7497;43;Gescheiden;2058;16159;5259;3633;7231;36
7498;43;Gescheiden;2059;16223;5280;3652;7255;36
7499;43;Gescheiden;2060;16299;5305;3673;7285;36
7500;44;Totaal burgerlijke staat;2011;150875;34013;97672;18649;541
7501;44;Totaal burgerlijke staat;2012;149758;33967;96375;18887;529
7502;44;Totaal burgerlijke staat;2013;150711;34440;96448;19277;546
7503;44;Totaal burgerlijke staat;2014;157605;36604;99890;20541;570
7504;44;Totaal burgerlijke staat;2015;153667;36423;96561;20114;569
7505;44;Totaal burgerlijke staat;2016;147345;35317;91971;19509;548
7506;44;Totaal burgerlijke staat;2017;139874;34124;86535;18688;527
7507;44;Totaal burgerlijke staat;2018;129616;31968;79912;17242;494
7508;44;Totaal burgerlijke staat;2019;125246;31323;76945;16497;481
7509;44;Totaal burgerlijke staat;2020;120288;30445;73534;15844;465
7510;44;Totaal burgerlijke staat;2021;119727;30577;73051;15631;468
7511;44;Totaal burgerlijke staat;2022;118301;30212;72055;15574;460
7512;44;Totaal burgerlijke staat;2023;119786;30751;72860;15709;466
7513;44;Totaal burgerlijke staat;2024;119487;30671;72732;15619;465
7514;44;Totaal burgerlijke staat;2025;123074;31730;74765;16100;479
7515;44;Totaal burgerlijke staat;2026;121408;31208;73761;15968;471
7516;44;Totaal burgerlijke staat;2027;118898;30257;72584;15601;456
7517;44;Totaal burgerlijke staat;2028;118360;29906;72450;15555;449
7518;44;Totaal burgerlijke staat;2029;121288;30522;74363;15943;460
7519;44;Totaal burgerlijke staat;2030;123018;30957;75344;16251;466
7520;44;Totaal burgerlijke staat;2031;126044;31760;77054;16752;478
7521;44;Totaal burgerlijke staat;2032;127537;32006;78189;16858;484
7522;44;Totaal burgerlijke staat;2033;127107;31761;77979;16888;479
7523;44;Totaal burgerlijke staat;2034;128279;32039;78655;17101;484
7524;44;Totaal burgerlijke staat;2035;132934;33408;81365;17655;506
7525;44;Totaal burgerlijke staat;2036;132906;33435;81254;17710;507
7526;44;Totaal burgerlijke staat;2037;131763;33060;80691;17512;500
7527;44;Totaal burgerlijke staat;2038;131005;32850;80214;17444;497
7528;44;Totaal burgerlijke staat;2039;131476;32973;80537;17467;499
7529;44;Totaal burgerlijke staat;2040;128943;32180;79152;17125;486
7530;44;Totaal burgerlijke staat;2041;129144;32185;79440;17033;486
7531;44;Totaal burgerlijke staat;2042;129592;32357;79497;17251;487
7532;44;Totaal burgerlijke staat;2043;133243;33473;81618;17648;504
7533;44;Totaal burgerlijke staat;2044;134268;33824;82192;17742;510
7534;44;Totaal burgerlijke staat;2045;136525;34589;83282;18133;521
7535;44;Totaal burgerlijke staat;2046;135042;34185;82455;17886;516
7536;44;Totaal burgerlijke staat;2047;134246;33989;82003;17741;513
7537;44;Totaal burgerlijke staat;2048;133760;33885;81694;17669;512
7538;44;Totaal burgerlijke staat;2049;130162;32819;79603;17244;496
7539;44;Totaal burgerlijke staat;2050;127287;31932;78059;16814;482
7540;44;Totaal burgerlijke staat;2051;126305;31608;77570;16649;478
7541;44;Totaal burgerlijke staat;2052;124331;31020;76375;16468;468
7542;44;Totaal burgerlijke staat;2053;126330;31587;77630;16635;478
7543;44;Totaal burgerlijke staat;2054;126449;31631;77628;16712;478
7544;44;Totaal burgerlijke staat;2055;125426;31282;77121;16550;473
7545;44;Totaal burgerlijke staat;2056;124783;31050;76801;16463;469
7546;44;Totaal burgerlijke staat;2057;124516;30925;76699;16425;467
7547;44;Totaal burgerlijke staat;2058;124669;30924;76835;16443;467
7548;44;Totaal burgerlijke staat;2059;124949;30961;77043;16478;467
7549;44;Totaal burgerlijke staat;2060;125393;31045;77351;16529;468
7550;44;Ongehuwd;2011;42575;22995;14771;4389;420
7551;44;Ongehuwd;2012;44434;23497;15679;4839;419
7552;44;Ongehuwd;2013;46869;24202;16956;5274;437
7553;44;Ongehuwd;2014;51632;26315;18921;5932;464
7554;44;Ongehuwd;2015;52572;26609;19368;6126;469
7555;44;Ongehuwd;2016;52450;26238;19418;6338;456
7556;44;Ongehuwd;2017;51770;25683;19277;6367;443
7557;44;Ongehuwd;2018;49123;24316;18338;6051;418
7558;44;Ongehuwd;2019;48871;24160;18331;5970;410
7559;44;Ongehuwd;2020;48280;23801;18083;5997;399
7560;44;Ongehuwd;2021;49183;24109;18541;6129;404
7561;44;Ongehuwd;2022;48764;23837;18378;6152;397
7562;44;Ongehuwd;2023;49782;24329;18658;6393;402
7563;44;Ongehuwd;2024;49909;24312;18773;6422;402
7564;44;Ongehuwd;2025;51661;25135;19337;6776;413
7565;44;Ongehuwd;2026;51305;24762;19355;6781;407
7566;44;Ongehuwd;2027;50285;24032;19157;6702;394
7567;44;Ongehuwd;2028;49986;23734;19111;6753;388
7568;44;Ongehuwd;2029;51207;24165;19639;7007;396
7569;44;Ongehuwd;2030;52214;24541;20057;7214;402
7570;44;Ongehuwd;2031;53708;25174;20588;7534;412
7571;44;Ongehuwd;2032;54224;25334;20853;7620;417
7572;44;Ongehuwd;2033;53950;25128;20806;7604;412
7573;44;Ongehuwd;2034;54395;25310;20994;7675;416
7574;44;Ongehuwd;2035;56400;26315;21711;7940;434
7575;44;Ongehuwd;2036;56469;26341;21727;7966;435
7576;44;Ongehuwd;2037;56012;26057;21646;7879;430
7577;44;Ongehuwd;2038;55802;25914;21596;7865;427
7578;44;Ongehuwd;2039;56064;26009;21735;7891;429
7579;44;Ongehuwd;2040;55064;25438;21465;7743;418
7580;44;Ongehuwd;2041;55169;25446;21594;7711;418
7581;44;Ongehuwd;2042;55514;25607;21650;7838;419
7582;44;Ongehuwd;2043;57113;26445;22190;8044;434
7583;44;Ongehuwd;2044;57596;26720;22331;8106;439
7584;44;Ongehuwd;2045;58644;27295;22583;8318;448
7585;44;Ongehuwd;2046;57981;26983;22356;8198;444
7586;44;Ongehuwd;2047;57598;26820;22209;8128;441
7587;44;Ongehuwd;2048;57351;26721;22095;8095;440
7588;44;Ongehuwd;2049;55785;25913;21554;7892;426
7589;44;Ongehuwd;2050;54474;25230;21148;7682;414
7590;44;Ongehuwd;2051;53987;24970;21003;7603;411
7591;44;Ongehuwd;2052;53132;24530;20681;7519;402
7592;44;Ongehuwd;2053;53888;24930;20951;7597;410
7593;44;Ongehuwd;2054;53922;24958;20917;7637;410
7594;44;Ongehuwd;2055;53420;24686;20769;7558;407
7595;44;Ongehuwd;2056;53093;24502;20672;7516;403
7596;44;Ongehuwd;2057;52931;24400;20632;7498;401
7597;44;Ongehuwd;2058;52954;24393;20653;7507;401
7598;44;Ongehuwd;2059;53032;24415;20693;7523;401
7599;44;Ongehuwd;2060;53188;24474;20763;7549;402
7600;44;Gehuwd;2011;80581;1590;77632;1301;58
7601;44;Gehuwd;2012;78306;1503;75462;1288;53
7602;44;Gehuwd;2013;77043;1437;74287;1266;53
7603;44;Gehuwd;2014;78314;1390;75605;1268;51
7604;44;Gehuwd;2015;74609;1305;72053;1204;47
7605;44;Gehuwd;2016;70164;1206;67784;1131;43
7606;44;Gehuwd;2017;65002;1110;62787;1066;39
7607;44;Gehuwd;2018;59529;1006;57514;974;35
7608;44;Gehuwd;2019;56739;952;54826;928;33
7609;44;Gehuwd;2020;53731;891;51926;883;31
7610;44;Gehuwd;2021;52812;872;51048;862;30
7611;44;Gehuwd;2022;51987;853;50256;848;30
7612;44;Gehuwd;2023;52456;864;50714;848;30
7613;44;Gehuwd;2024;52238;859;50506;843;30
7614;44;Gehuwd;2025;53592;896;51810;855;31
7615;44;Gehuwd;2026;52625;872;50877;846;30
7616;44;Gehuwd;2027;51685;839;49996;821;29
7617;44;Gehuwd;2028;51604;831;49928;816;29
7618;44;Gehuwd;2029;52894;857;51176;831;30
7619;44;Gehuwd;2030;53432;865;51694;843;30
7620;44;Gehuwd;2031;54531;889;52750;861;31
7621;44;Gehuwd;2032;55327;902;53530;864;31
7622;44;Gehuwd;2033;55184;895;53390;868;31
7623;44;Gehuwd;2034;55645;907;53825;881;32
7624;44;Gehuwd;2035;57487;960;55586;907;34
7625;44;Gehuwd;2036;57370;961;55464;911;34
7626;44;Gehuwd;2037;56912;949;55028;902;33
7627;44;Gehuwd;2038;56514;940;54642;899;33
7628;44;Gehuwd;2039;56684;946;54805;900;33
7629;44;Gehuwd;2040;55656;915;53823;886;32
7630;44;Gehuwd;2041;55807;917;53976;882;32
7631;44;Gehuwd;2042;55834;920;53989;893;32
7632;44;Gehuwd;2043;57308;964;55399;912;33
7633;44;Gehuwd;2044;57710;977;55782;917;34
7634;44;Gehuwd;2045;58494;1008;56516;935;35
7635;44;Gehuwd;2046;57920;996;55967;923;34
7636;44;Gehuwd;2047;57617;992;55674;917;34
7637;44;Gehuwd;2048;57418;992;55478;914;34
7638;44;Gehuwd;2049;55965;955;54083;894;33
7639;44;Gehuwd;2050;54891;926;53059;874;32
7640;44;Gehuwd;2051;54559;917;52744;866;32
7641;44;Gehuwd;2052;53748;895;51965;857;31
7642;44;Gehuwd;2053;54653;920;52835;866;32
7643;44;Gehuwd;2054;54683;922;52859;870;32
7644;44;Gehuwd;2055;54341;910;52538;862;31
7645;44;Gehuwd;2056;54130;903;52338;858;31
7646;44;Gehuwd;2057;54070;898;52285;856;31
7647;44;Gehuwd;2058;54180;899;52393;857;31
7648;44;Gehuwd;2059;54341;901;52549;860;31
7649;44;Gehuwd;2060;54564;903;52768;862;31
7650;44;Verweduwd;2011;1341;270;80;991;0
7651;44;Verweduwd;2012;1266;249;88;929;0
7652;44;Verweduwd;2013;1189;231;79;879;0
7653;44;Verweduwd;2014;1194;233;88;873;0
7654;44;Verweduwd;2015;1107;209;81;817;0
7655;44;Verweduwd;2016;979;193;74;712;0
7656;44;Verweduwd;2017;920;179;69;672;0
7657;44;Verweduwd;2018;829;163;59;607;0
7658;44;Verweduwd;2019;772;150;55;567;0
7659;44;Verweduwd;2020;721;135;47;539;0
7660;44;Verweduwd;2021;684;129;44;511;0
7661;44;Verweduwd;2022;656;126;45;485;0
7662;44;Verweduwd;2023;645;126;43;476;0
7663;44;Verweduwd;2024;627;126;43;458;0
7664;44;Verweduwd;2025;631;129;44;458;0
7665;44;Verweduwd;2026;615;125;42;448;0
7666;44;Verweduwd;2027;591;119;41;431;0
7667;44;Verweduwd;2028;577;115;40;422;0
7668;44;Verweduwd;2029;583;118;42;423;0
7669;44;Verweduwd;2030;584;118;42;424;0
7670;44;Verweduwd;2031;593;121;43;429;0
7671;44;Verweduwd;2032;587;120;43;424;0
7672;44;Verweduwd;2033;583;117;43;423;0
7673;44;Verweduwd;2034;586;119;43;424;0
7674;44;Verweduwd;2035;600;125;45;430;0
7675;44;Verweduwd;2036;597;125;45;427;0
7676;44;Verweduwd;2037;584;121;43;420;0
7677;44;Verweduwd;2038;576;119;43;414;0
7678;44;Verweduwd;2039;572;119;43;410;0
7679;44;Verweduwd;2040;555;113;41;401;0
7680;44;Verweduwd;2041;547;112;40;395;0
7681;44;Verweduwd;2042;548;112;40;396;0
7682;44;Verweduwd;2043;554;116;41;397;0
7683;44;Verweduwd;2044;553;116;42;395;0
7684;44;Verweduwd;2045;561;120;43;398;0
7685;44;Verweduwd;2046;549;118;41;390;0
7686;44;Verweduwd;2047;539;116;40;383;0
7687;44;Verweduwd;2048;534;116;40;378;0
7688;44;Verweduwd;2049;516;110;38;368;0
7689;44;Verweduwd;2050;501;106;37;358;0
7690;44;Verweduwd;2051;494;104;37;353;0
7691;44;Verweduwd;2052;481;100;35;346;0
7692;44;Verweduwd;2053;485;103;35;347;0
7693;44;Verweduwd;2054;482;102;35;345;0
7694;44;Verweduwd;2055;474;100;34;340;0
7695;44;Verweduwd;2056;468;98;34;336;0
7696;44;Verweduwd;2057;465;98;34;333;0
7697;44;Verweduwd;2058;459;96;33;330;0
7698;44;Verweduwd;2059;457;96;32;329;0
7699;44;Verweduwd;2060;454;96;32;326;0
7700;44;Gescheiden;2011;26378;9158;5189;11968;63
7701;44;Gescheiden;2012;25752;8718;5146;11831;57
7702;44;Gescheiden;2013;25610;8570;5126;11858;56
7703;44;Gescheiden;2014;26465;8666;5276;12468;55
7704;44;Gescheiden;2015;25379;8300;5059;11967;53
7705;44;Gescheiden;2016;23752;7680;4695;11328;49
7706;44;Gescheiden;2017;22182;7152;4402;10583;45
7707;44;Gescheiden;2018;20135;6483;4001;9610;41
7708;44;Gescheiden;2019;18864;6061;3733;9032;38
7709;44;Gescheiden;2020;17556;5618;3478;8425;35
7710;44;Gescheiden;2021;17048;5467;3418;8129;34
7711;44;Gescheiden;2022;16894;5396;3376;8089;33
7712;44;Gescheiden;2023;16903;5432;3445;7992;34
7713;44;Gescheiden;2024;16713;5374;3410;7896;33
7714;44;Gescheiden;2025;17190;5570;3574;8011;35
7715;44;Gescheiden;2026;16863;5449;3487;7893;34
7716;44;Gescheiden;2027;16337;5267;3390;7647;33
7717;44;Gescheiden;2028;16193;5226;3371;7564;32
7718;44;Gescheiden;2029;16604;5382;3506;7682;34
7719;44;Gescheiden;2030;16788;5433;3551;7770;34
7720;44;Gescheiden;2031;17212;5576;3673;7928;35
7721;44;Gescheiden;2032;17399;5650;3763;7950;36
7722;44;Gescheiden;2033;17390;5621;3740;7993;36
7723;44;Gescheiden;2034;17653;5703;3793;8121;36
7724;44;Gescheiden;2035;18447;6008;4023;8378;38
7725;44;Gescheiden;2036;18470;6008;4018;8406;38
7726;44;Gescheiden;2037;18255;5933;3974;8311;37
7727;44;Gescheiden;2038;18113;5877;3933;8266;37
7728;44;Gescheiden;2039;18156;5899;3954;8266;37
7729;44;Gescheiden;2040;17668;5714;3823;8095;36
7730;44;Gescheiden;2041;17621;5710;3830;8045;36
7731;44;Gescheiden;2042;17696;5718;3818;8124;36
7732;44;Gescheiden;2043;18268;5948;3988;8295;37
7733;44;Gescheiden;2044;18409;6011;4037;8324;37
7734;44;Gescheiden;2045;18826;6166;4140;8482;38
7735;44;Gescheiden;2046;18592;6088;4091;8375;38
7736;44;Gescheiden;2047;18492;6061;4080;8313;38
7737;44;Gescheiden;2048;18457;6056;4081;8282;38
7738;44;Gescheiden;2049;17896;5841;3928;8090;37
7739;44;Gescheiden;2050;17421;5670;3815;7900;36
7740;44;Gescheiden;2051;17265;5617;3786;7827;35
7741;44;Gescheiden;2052;16970;5495;3694;7746;35
7742;44;Gescheiden;2053;17304;5634;3809;7825;36
7743;44;Gescheiden;2054;17362;5649;3817;7860;36
7744;44;Gescheiden;2055;17191;5586;3780;7790;35
7745;44;Gescheiden;2056;17092;5547;3757;7753;35
7746;44;Gescheiden;2057;17050;5529;3748;7738;35
7747;44;Gescheiden;2058;17076;5536;3756;7749;35
7748;44;Gescheiden;2059;17119;5549;3769;7766;35
7749;44;Gescheiden;2060;17187;5572;3788;7792;35
7750;45;Totaal burgerlijke staat;2011;154676;34885;99543;19625;623
7751;45;Totaal burgerlijke staat;2012;151459;34245;97356;19255;603
7752;45;Totaal burgerlijke staat;2013;150377;34221;96054;19506;596
7753;45;Totaal burgerlijke staat;2014;151298;34655;96122;19913;608
7754;45;Totaal burgerlijke staat;2015;158146;36783;99530;21197;636
7755;45;Totaal burgerlijke staat;2016;154194;36553;96238;20772;631
7756;45;Totaal burgerlijke staat;2017;147860;35440;91680;20131;609
7757;45;Totaal burgerlijke staat;2018;140396;34238;86288;19282;588
7758;45;Totaal burgerlijke staat;2019;130136;32067;79719;17799;551
7759;45;Totaal burgerlijke staat;2020;125762;31407;76787;17031;537
7760;45;Totaal burgerlijke staat;2021;120795;30510;73407;16358;520
7761;45;Totaal burgerlijke staat;2022;120246;30641;72937;16145;523
7762;45;Totaal burgerlijke staat;2023;118808;30271;71944;16079;514
7763;45;Totaal burgerlijke staat;2024;120293;30801;72743;16229;520
7764;45;Totaal burgerlijke staat;2025;119984;30726;72611;16128;519
7765;45;Totaal burgerlijke staat;2026;123559;31781;74621;16622;535
7766;45;Totaal burgerlijke staat;2027;121887;31265;73617;16479;526
7767;45;Totaal burgerlijke staat;2028;119357;30318;72434;16095;510
7768;45;Totaal burgerlijke staat;2029;118819;29971;72298;16047;503
7769;45;Totaal burgerlijke staat;2030;121742;30590;74194;16444;514
7770;45;Totaal burgerlijke staat;2031;123484;31023;75172;16768;521
7771;45;Totaal burgerlijke staat;2032;126520;31824;76874;17288;534
7772;45;Totaal burgerlijke staat;2033;128015;32067;78008;17400;540
7773;45;Totaal burgerlijke staat;2034;127581;31817;77800;17428;536
7774;45;Totaal burgerlijke staat;2035;128755;32095;78475;17645;540
7775;45;Totaal burgerlijke staat;2036;133416;33462;81172;18217;565
7776;45;Totaal burgerlijke staat;2037;133391;33485;81068;18273;565
7777;45;Totaal burgerlijke staat;2038;132249;33104;80513;18073;559
7778;45;Totaal burgerlijke staat;2039;131492;32892;80043;18002;555
7779;45;Totaal burgerlijke staat;2040;131968;33014;80368;18029;557
7780;45;Totaal burgerlijke staat;2041;129436;32225;78996;17672;543
7781;45;Totaal burgerlijke staat;2042;129634;32226;79284;17580;544
7782;45;Totaal burgerlijke staat;2043;130081;32399;79339;17798;545
7783;45;Totaal burgerlijke staat;2044;133733;33512;81449;18209;563
7784;45;Totaal burgerlijke staat;2045;134757;33865;82020;18302;570
7785;45;Totaal burgerlijke staat;2046;137015;34625;83105;18704;581
7786;45;Totaal burgerlijke staat;2047;135531;34220;82286;18450;575
7787;45;Totaal burgerlijke staat;2048;134734;34026;81835;18301;572
7788;45;Totaal burgerlijke staat;2049;134250;33923;81531;18225;571
7789;45;Totaal burgerlijke staat;2050;130651;32860;79451;17787;553
7790;45;Totaal burgerlijke staat;2051;127774;31974;77918;17343;539
7791;45;Totaal burgerlijke staat;2052;126788;31653;77428;17174;533
7792;45;Totaal burgerlijke staat;2053;124821;31069;76240;16989;523
7793;45;Totaal burgerlijke staat;2054;126811;31632;77487;17159;533
7794;45;Totaal burgerlijke staat;2055;126937;31679;77486;17239;533
7795;45;Totaal burgerlijke staat;2056;125908;31330;76980;17071;527
7796;45;Totaal burgerlijke staat;2057;125266;31100;76659;16984;523
7797;45;Totaal burgerlijke staat;2058;124999;30976;76558;16944;521
7798;45;Totaal burgerlijke staat;2059;125155;30977;76695;16962;521
7799;45;Totaal burgerlijke staat;2060;125436;31015;76902;16998;521
7800;45;Ongehuwd;2011;40815;22744;13298;4285;488
7801;45;Ongehuwd;2012;42130;22845;14365;4445;475
7802;45;Ongehuwd;2013;43988;23354;15269;4887;478
7803;45;Ongehuwd;2014;46372;24049;16503;5327;493
7804;45;Ongehuwd;2015;51078;26122;18432;6001;523
7805;45;Ongehuwd;2016;52017;26401;18884;6207;525
7806;45;Ongehuwd;2017;51883;26031;18925;6415;512
7807;45;Ongehuwd;2018;51204;25481;18786;6439;498
7808;45;Ongehuwd;2019;48584;24121;17875;6118;470
7809;45;Ongehuwd;2020;48319;23955;17869;6033;462
7810;45;Ongehuwd;2021;47716;23582;17631;6053;450
7811;45;Ongehuwd;2022;48628;23896;18085;6193;454
7812;45;Ongehuwd;2023;48216;23626;17929;6215;446
7813;45;Ongehuwd;2024;49228;24111;18201;6464;452
7814;45;Ongehuwd;2025;49348;24096;18313;6487;452
7815;45;Ongehuwd;2026;51071;24908;18854;6844;465
7816;45;Ongehuwd;2027;50721;24544;18872;6847;458
7817;45;Ongehuwd;2028;49707;23824;18675;6765;443
7818;45;Ongehuwd;2029;49410;23531;18626;6815;438
7819;45;Ongehuwd;2030;50615;23962;19136;7071;446
7820;45;Ongehuwd;2031;51612;24333;19543;7283;453
7821;45;Ongehuwd;2032;53092;24961;20058;7609;464
7822;45;Ongehuwd;2033;53597;25117;20316;7696;468
7823;45;Ongehuwd;2034;53320;24908;20269;7678;465
7824;45;Ongehuwd;2035;53754;25086;20452;7748;468
7825;45;Ongehuwd;2036;55725;26076;21145;8015;489
7826;45;Ongehuwd;2037;55791;26100;21162;8040;489
7827;45;Ongehuwd;2038;55335;25815;21083;7953;484
7828;45;Ongehuwd;2039;55124;25672;21034;7938;480
7829;45;Ongehuwd;2040;55378;25765;21168;7963;482
7830;45;Ongehuwd;2041;54391;25201;20906;7813;471
7831;45;Ongehuwd;2042;54488;25207;21029;7780;472
7832;45;Ongehuwd;2043;54823;25366;21079;7905;473
7833;45;Ongehuwd;2044;56390;26192;21598;8112;488
7834;45;Ongehuwd;2045;56859;26463;21732;8171;493
7835;45;Ongehuwd;2046;57888;27029;21972;8384;503
7836;45;Ongehuwd;2047;57234;26721;21753;8262;498
7837;45;Ongehuwd;2048;56857;26560;21610;8192;495
7838;45;Ongehuwd;2049;56615;26463;21501;8157;494
7839;45;Ongehuwd;2050;55076;25666;20977;7954;479
7840;45;Ongehuwd;2051;53789;24992;20587;7743;467
7841;45;Ongehuwd;2052;53306;24736;20446;7663;461
7842;45;Ongehuwd;2053;52470;24303;20134;7580;453
7843;45;Ongehuwd;2054;53210;24697;20395;7657;461
7844;45;Ongehuwd;2055;53246;24725;20362;7698;461
7845;45;Ongehuwd;2056;52752;24457;20220;7618;457
7846;45;Ongehuwd;2057;52432;24276;20126;7577;453
7847;45;Ongehuwd;2058;52273;24176;20087;7559;451
7848;45;Ongehuwd;2059;52295;24170;20107;7567;451
7849;45;Ongehuwd;2060;52376;24194;20147;7584;451
7850;45;Gehuwd;2011;83634;1693;80502;1378;61
7851;45;Gehuwd;2012;80339;1533;77494;1254;58
7852;45;Gehuwd;2013;78076;1442;75357;1224;53
7853;45;Gehuwd;2014;76840;1372;74213;1203;52
7854;45;Gehuwd;2015;78136;1334;75543;1209;50
7855;45;Gehuwd;2016;74479;1251;72029;1153;46
7856;45;Gehuwd;2017;70096;1162;67806;1085;43
7857;45;Gehuwd;2018;65005;1076;62865;1025;39
7858;45;Gehuwd;2019;59584;977;57632;940;35
7859;45;Gehuwd;2020;56835;927;54979;896;33
7860;45;Gehuwd;2021;53863;871;52107;854;31
7861;45;Gehuwd;2022;52960;852;51244;833;31
7862;45;Gehuwd;2023;52136;832;50454;820;30
7863;45;Gehuwd;2024;52602;841;50911;820;30
7864;45;Gehuwd;2025;52381;837;50700;814;30
7865;45;Gehuwd;2026;53732;872;52002;827;31
7866;45;Gehuwd;2027;52770;850;51073;817;30
7867;45;Gehuwd;2028;51833;818;50192;793;30
7868;45;Gehuwd;2029;51755;810;50127;789;29
7869;45;Gehuwd;2030;53039;834;51373;802;30
7870;45;Gehuwd;2031;53585;843;51897;815;30
7871;45;Gehuwd;2032;54687;867;52957;832;31
7872;45;Gehuwd;2033;55487;879;53740;836;32
7873;45;Gehuwd;2034;55345;871;53604;839;31
7874;45;Gehuwd;2035;55809;883;54042;852;32
7875;45;Gehuwd;2036;57653;936;55807;877;33
7876;45;Gehuwd;2037;57541;936;55691;881;33
7877;45;Gehuwd;2038;57093;924;55263;873;33
7878;45;Gehuwd;2039;56705;917;54885;870;33
7879;45;Gehuwd;2040;56883;923;55054;873;33
7880;45;Gehuwd;2041;55866;894;54082;858;32
7881;45;Gehuwd;2042;56024;896;54241;855;32
7882;45;Gehuwd;2043;56055;899;54259;865;32
7883;45;Gehuwd;2044;57530;941;55672;884;33
7884;45;Gehuwd;2045;57938;956;56059;889;34
7885;45;Gehuwd;2046;58721;985;56795;907;34
7886;45;Gehuwd;2047;58149;973;56246;896;34
7887;45;Gehuwd;2048;57845;970;55952;889;34
7888;45;Gehuwd;2049;57645;970;55755;886;34
7889;45;Gehuwd;2050;56192;933;54359;867;33
7890;45;Gehuwd;2051;55117;905;53333;847;32
7891;45;Gehuwd;2052;54784;896;53016;840;32
7892;45;Gehuwd;2053;53974;875;52236;832;31
7893;45;Gehuwd;2054;54873;898;53103;840;32
