ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverChange_2
126;D Electricity and gas supply;2010 2nd quarter;95.9;-16.2
127;D Electricity and gas supply;2010 July;85.3;-12.2
128;D Electricity and gas supply;2010 August;94.3;-21.1
129;D Electricity and gas supply;2010 September;98.2;-11.3
130;D Electricity and gas supply;2010 3rd quarter;92.6;-15.2
131;D Electricity and gas supply;2010 October;112.1;-14.4
132;D Electricity and gas supply;2010 November;127.5;-14.4
133;D Electricity and gas supply;2010 December;161.3;-10.5
134;D Electricity and gas supply;2010 4th quarter;133.6;-12.9
135;D Electricity and gas supply;2010;117.2;-14.4
136;D Electricity and gas supply;2011 January;132.9;-14.4
137;D Electricity and gas supply;2011 February;133.2;-13.4
138;D Electricity and gas supply;2011 March;131.7;0.4
139;D Electricity and gas supply;2011 1st quarter;132.6;-9.7
140;D Electricity and gas supply;2011 April;115.5;13.9
141;D Electricity and gas supply;2011 May;92.2;-5.5
142;D Electricity and gas supply;2011 June;93.6;5.5
143;D Electricity and gas supply;2011 2nd quarter;100.4;4.7
144;D Electricity and gas supply;2011 July;87.1;2.1
145;D Electricity and gas supply;2011 August;95.3;1.0
146;D Electricity and gas supply;2011 September;98.9;0.7
147;D Electricity and gas supply;2011 3rd quarter;93.8;1.2
148;D Electricity and gas supply;2011 October;113.6;1.3
149;D Electricity and gas supply;2011 November;134.0;5.1
150;D Electricity and gas supply;2011 December;152.8;-5.3
151;D Electricity and gas supply;2011 4th quarter;133.5;-0.1
152;D Electricity and gas supply;2011;115.1;-1.8
153;D Electricity and gas supply;2012 January;137.7;3.6
154;D Electricity and gas supply;2012 February;153.0;14.9
155;D Electricity and gas supply;2012 March;139.3;5.8
156;D Electricity and gas supply;2012 1st quarter;143.3;8.1
157;D Electricity and gas supply;2012 April;108.8;-5.8
158;D Electricity and gas supply;2012 May;97.3;5.5
159;D Electricity and gas supply;2012 June;93.0;-0.6
160;D Electricity and gas supply;2012 2nd quarter;99.7;-0.7
161;D Electricity and gas supply;2012 July;87.9;0.9
162;D Electricity and gas supply;2012 August;87.2;-8.5
163;D Electricity and gas supply;2012 September;90.1;-8.9
164;D Electricity and gas supply;2012 3rd quarter;88.4;-5.8
165;D Electricity and gas supply;2012 October;113.4;-0.2
166;D Electricity and gas supply;2012 November;128.0;-4.5
167;D Electricity and gas supply;2012 December;152.4;-0.3
168;D Electricity and gas supply;2012 4th quarter;131.3;-1.7
169;D Electricity and gas supply;2012;115.7;0.5
170;360 Water collection and distribution;2003 January;113.2;
171;360 Water collection and distribution;2003 February;96.1;
172;360 Water collection and distribution;2003 March;98.4;
173;360 Water collection and distribution;2003 1st quarter;102.6;
174;360 Water collection and distribution;2003 April;112.4;
175;360 Water collection and distribution;2003 May;87.5;
176;360 Water collection and distribution;2003 June;98.7;
177;360 Water collection and distribution;2003 2nd quarter;99.6;
178;360 Water collection and distribution;2003 July;116.0;
179;360 Water collection and distribution;2003 August;104.5;
180;360 Water collection and distribution;2003 September;89.2;
181;360 Water collection and distribution;2003 3rd quarter;103.2;
182;360 Water collection and distribution;2003 October;112.9;
183;360 Water collection and distribution;2003 November;91.9;
184;360 Water collection and distribution;2003 December;83.2;
185;360 Water collection and distribution;2003 4th quarter;96.0;
186;360 Water collection and distribution;2003;100.3;
187;360 Water collection and distribution;2004 January;121.6;7.4
188;360 Water collection and distribution;2004 February;87.2;-9.2
189;360 Water collection and distribution;2004 March;85.5;-13.1
190;360 Water collection and distribution;2004 1st quarter;98.1;-4.4
191;360 Water collection and distribution;2004 April;110.2;-2.0
192;360 Water collection and distribution;2004 May;100.5;14.8
193;360 Water collection and distribution;2004 June;86.6;-12.2
194;360 Water collection and distribution;2004 2nd quarter;99.1;-0.5
195;360 Water collection and distribution;2004 July;121.4;4.6
196;360 Water collection and distribution;2004 August;93.1;-11.0
197;360 Water collection and distribution;2004 September;83.8;-6.1
198;360 Water collection and distribution;2004 3rd quarter;99.4;-3.7
199;360 Water collection and distribution;2004 October;104.9;-7.1
200;360 Water collection and distribution;2004 November;97.9;6.6
201;360 Water collection and distribution;2004 December;89.5;7.6
202;360 Water collection and distribution;2004 4th quarter;97.4;1.5
203;360 Water collection and distribution;2004;98.5;-1.8
204;360 Water collection and distribution;2005 January;125.3;3.1
205;360 Water collection and distribution;2005 February;89.4;2.6
206;360 Water collection and distribution;2005 March;86.0;0.5
207;360 Water collection and distribution;2005 1st quarter;100.3;2.2
208;360 Water collection and distribution;2005 April;111.9;1.6
209;360 Water collection and distribution;2005 May;94.8;-5.7
210;360 Water collection and distribution;2005 June;96.6;11.5
211;360 Water collection and distribution;2005 2nd quarter;101.1;2.0
212;360 Water collection and distribution;2005 July;111.8;-7.9
213;360 Water collection and distribution;2005 August;98.5;5.9
214;360 Water collection and distribution;2005 September;85.6;2.0
215;360 Water collection and distribution;2005 3rd quarter;98.6;-0.8
216;360 Water collection and distribution;2005 October;115.8;10.4
217;360 Water collection and distribution;2005 November;91.6;-6.5
218;360 Water collection and distribution;2005 December;92.7;3.7
219;360 Water collection and distribution;2005 4th quarter;100.0;2.7
220;360 Water collection and distribution;2005;100.0;1.5
221;360 Water collection and distribution;2006 January;126.0;0.5
222;360 Water collection and distribution;2006 February;90.8;1.6
223;360 Water collection and distribution;2006 March;87.9;2.3
224;360 Water collection and distribution;2006 1st quarter;101.6;1.3
225;360 Water collection and distribution;2006 April;110.1;-1.6
226;360 Water collection and distribution;2006 May;94.9;0.2
227;360 Water collection and distribution;2006 June;94.8;-1.8
228;360 Water collection and distribution;2006 2nd quarter;99.9;-1.1
229;360 Water collection and distribution;2006 July;138.4;23.8
230;360 Water collection and distribution;2006 August;99.2;0.7
231;360 Water collection and distribution;2006 September;108.4;26.7
232;360 Water collection and distribution;2006 3rd quarter;115.3;16.9
233;360 Water collection and distribution;2006 October;116.9;1.0
234;360 Water collection and distribution;2006 November;89.8;-1.9
235;360 Water collection and distribution;2006 December;94.7;2.1
236;360 Water collection and distribution;2006 4th quarter;100.5;0.4
237;360 Water collection and distribution;2006;104.3;4.3
238;360 Water collection and distribution;2007 January;128.2;1.7
239;360 Water collection and distribution;2007 February;99.7;9.8
240;360 Water collection and distribution;2007 March;88.2;0.3
241;360 Water collection and distribution;2007 1st quarter;105.4;3.7
242;360 Water collection and distribution;2007 April;115.7;5.1
243;360 Water collection and distribution;2007 May;89.3;-5.9
244;360 Water collection and distribution;2007 June;102.0;7.6
245;360 Water collection and distribution;2007 2nd quarter;102.4;2.4
246;360 Water collection and distribution;2007 July;97.6;-29.5
247;360 Water collection and distribution;2007 August;97.1;-2.1
248;360 Water collection and distribution;2007 September;98.1;-9.5
249;360 Water collection and distribution;2007 3rd quarter;97.6;-15.4
250;360 Water collection and distribution;2007 October;108.9;-6.9
251;360 Water collection and distribution;2007 November;99.3;10.5
252;360 Water collection and distribution;2007 December;116.4;22.9
253;360 Water collection and distribution;2007 4th quarter;108.2;7.7
254;360 Water collection and distribution;2007;103.4;-0.9
255;360 Water collection and distribution;2008 January;110.7;-13.6
256;360 Water collection and distribution;2008 February;121.1;21.5
257;360 Water collection and distribution;2008 March;74.8;-15.2
258;360 Water collection and distribution;2008 1st quarter;102.2;-3.0
259;360 Water collection and distribution;2008 April;112.4;-2.9
260;360 Water collection and distribution;2008 May;98.6;10.4
261;360 Water collection and distribution;2008 June;107.0;4.9
262;360 Water collection and distribution;2008 2nd quarter;106.0;3.5
263;360 Water collection and distribution;2008 July;107.4;10.0
264;360 Water collection and distribution;2008 August;102.8;5.9
265;360 Water collection and distribution;2008 September;101.8;3.8
266;360 Water collection and distribution;2008 3rd quarter;104.0;6.6
267;360 Water collection and distribution;2008 October;105.7;-2.9
268;360 Water collection and distribution;2008 November;96.4;-2.9
269;360 Water collection and distribution;2008 December;100.7;-13.4
270;360 Water collection and distribution;2008 4th quarter;100.9;-6.7
271;360 Water collection and distribution;2008;103.3;-0.1
272;360 Water collection and distribution;2009 January;114.3;3.3
273;360 Water collection and distribution;2009 February;100.2;-17.3
274;360 Water collection and distribution;2009 March;100.2;34.0
275;360 Water collection and distribution;2009 1st quarter;104.9;2.7
276;360 Water collection and distribution;2009 April;116.7;3.8
277;360 Water collection and distribution;2009 May;94.9;-3.7
278;360 Water collection and distribution;2009 June;102.4;-4.3
279;360 Water collection and distribution;2009 2nd quarter;104.7;-1.2
280;360 Water collection and distribution;2009 July;117.9;9.8
281;360 Water collection and distribution;2009 August;109.2;6.2
282;360 Water collection and distribution;2009 September;84.9;-16.6
283;360 Water collection and distribution;2009 3rd quarter;104.0;0.0
284;360 Water collection and distribution;2009 October;116.9;10.6
285;360 Water collection and distribution;2009 November;95.0;-1.4
286;360 Water collection and distribution;2009 December;107.9;7.2
287;360 Water collection and distribution;2009 4th quarter;106.6;5.6
288;360 Water collection and distribution;2009;105.0;1.7
289;360 Water collection and distribution;2010 January;113.9;-0.4
290;360 Water collection and distribution;2010 February;99.3;-0.9
291;360 Water collection and distribution;2010 March;105.8;5.6
292;360 Water collection and distribution;2010 1st quarter;106.3;1.4
293;360 Water collection and distribution;2010 April;117.6;0.8
294;360 Water collection and distribution;2010 May;95.0;0.1
295;360 Water collection and distribution;2010 June;117.1;14.4
296;360 Water collection and distribution;2010 2nd quarter;109.9;5.0
297;360 Water collection and distribution;2010 July;124.6;5.7
298;360 Water collection and distribution;2010 August;94.9;-13.1
299;360 Water collection and distribution;2010 September;105.1;23.8
300;360 Water collection and distribution;2010 3rd quarter;108.2;4.1
301;360 Water collection and distribution;2010 October;114.9;-1.7
302;360 Water collection and distribution;2010 November;97.5;2.6
303;360 Water collection and distribution;2010 December;118.2;9.5
304;360 Water collection and distribution;2010 4th quarter;110.2;3.4
305;360 Water collection and distribution;2010;108.7;3.5
306;360 Water collection and distribution;2011 January;113.2;-0.7
307;360 Water collection and distribution;2011 February;99.5;0.2
308;360 Water collection and distribution;2011 March;104.8;-1.0
309;360 Water collection and distribution;2011 1st quarter;105.8;-0.5
310;360 Water collection and distribution;2011 April;121.5;3.3
311;360 Water collection and distribution;2011 May;104.5;10.0
312;360 Water collection and distribution;2011 June;115.7;-1.2
313;360 Water collection and distribution;2011 2nd quarter;113.9;3.6
314;360 Water collection and distribution;2011 July;118.4;-5.0
315;360 Water collection and distribution;2011 August;97.2;2.4
316;360 Water collection and distribution;2011 September;104.8;-0.3
317;360 Water collection and distribution;2011 3rd quarter;106.8;-1.3
318;360 Water collection and distribution;2011 October;116.8;1.7
319;360 Water collection and distribution;2011 November;98.6;1.1
320;360 Water collection and distribution;2011 December;109.5;-7.4
321;360 Water collection and distribution;2011 4th quarter;108.3;-1.7
322;360 Water collection and distribution;2011;108.7;0.0
323;360 Water collection and distribution;2012 January;112.1;-1.0
324;360 Water collection and distribution;2012 February;97.8;-1.7
325;360 Water collection and distribution;2012 March;104.6;-0.2
326;360 Water collection and distribution;2012 1st quarter;104.8;-1.0
327;360 Water collection and distribution;2012 April;104.6;-13.9
328;360 Water collection and distribution;2012 May;91.5;-12.4
329;360 Water collection and distribution;2012 June;99.3;-14.2
330;360 Water collection and distribution;2012 2nd quarter;98.5;-13.5
331;360 Water collection and distribution;2012 July;112.6;-4.9
332;360 Water collection and distribution;2012 August;90.8;-6.6
333;360 Water collection and distribution;2012 September;93.2;-11.1
334;360 Water collection and distribution;2012 3rd quarter;98.9;-7.4
335;360 Water collection and distribution;2012 October;108.4;-7.2
336;360 Water collection and distribution;2012 November;90.3;-8.4
337;360 Water collection and distribution;2012 December;98.1;-10.4
338;360 Water collection and distribution;2012 4th quarter;98.9;-8.7
339;360 Water collection and distribution;2012;100.3;-7.7
