ID;SIC2008;Periods;IndexFiguresNotAdjusted_1;IndexFiguresAdjustedForCalendar_2;IndexFiguresSeasonallyAdjusted_3;VolumeChangeNotAdjusted_4;VolumeChangeAdjustedForCalendar_5;VolumeChangeSeasonallyAdjusted_6
1293;43 Specialised construction activities;2020 October ;97.7;98.1;96.6;-2.3;0.6;0.3
1294;43 Specialised construction activities;2020 November;97.8;99.1;97.9;-0.2;-0.2;-0.2
1295;43 Specialised construction activities;2020 December ;76.0;77.5;97.5;-0.1;0.6;0.5
1296;43 Specialised construction activities;2020 4th quarter ;90.5;91.6;97.4;-1.0;0.3;0.2
1297;43 Specialised construction activities;2020;96.4;96.3;96.3;-1.0;-0.8;-0.9
1298;43 Specialised construction activities;2021 January;102.1;101.0;97.6;-3.6;-1.4;-1.4
1299;43 Specialised construction activities;2021 February ;102.1;102.1;91.2;-6.7;-8.7;-8.6
1300;43 Specialised construction activities;2021 March;117.4;113.8;98.8;2.8;-0.2;-0.5
1301;43 Specialised construction activities;2021 1st quarter;107.2;105.6;95.9;-2.4;-3.5;-3.5
1302;43 Specialised construction activities;2021 April ;104.3;103.2;97.1;6.7;6.7;6.8
1303;43 Specialised construction activities;2021 May;99.1;103.6;98.1;6.1;6.1;6.3
1304;43 Specialised construction activities;2021 June;114.7;111.3;99.5;7.7;6.0;6.1
1305;43 Specialised construction activities;2021 2nd quarter;106.1;106.0;98.2;6.9;6.3;6.4
1306;43 Specialised construction activities;2021 July;115.8;107.7;99.0;8.1;5.2;4.8
1307;43 Specialised construction activities;2021 August;36.8;39.9;99.8;-0.3;2.5;3.4
1308;43 Specialised construction activities;2021 September ;115.8;113.8;99.6;1.7;1.7;2.0
1309;43 Specialised construction activities;2021 3rd quarter ;89.5;87.2;99.5;4.1;3.3;3.4
1310;43 Specialised construction activities;2021 October;100.4;103.9;102.0;2.8;5.9;5.5
1311;43 Specialised construction activities;2021 November;105.2;103.4;102.3;7.6;4.4;4.5
1312;43 Specialised construction activities;2021 December ;86.1;81.6;102.5;13.3;5.2;5.1
1313;43 Specialised construction activities;2021 4th quarter;97.2;96.3;102.3;7.5;5.2;5.0
1314;43 Specialised construction activities;2021;100.0;98.8;99.0;3.7;2.6;2.7
1315;43 Specialised construction activities;2022 January;100.2;106.7;103.3;-1.9;5.7;5.8
1316;43 Specialised construction activities;2022 February;114.4;114.4;102.2;12.0;12.0;12.1
1317;43 Specialised construction activities;2022 March;124.3;120.4;104.2;5.8;5.8;5.5
1318;43 Specialised construction activities;2022 1st quarter;113.0;113.8;103.3;5.3;7.8;7.7
1319;43 Specialised construction activities;2022 April;108.7;110.8;104.3;4.2;7.3;7.4
1320;43 Specialised construction activities;2022 May;112.3;110.2;104.4;13.3;6.4;6.5
1321;43 Specialised construction activities;2022 June;121.6;121.8;109.0;6.0;9.5;9.6
1322;43 Specialised construction activities;2022 2nd quarter;114.2;114.3;105.9;7.7;7.8;7.8
1323;43 Specialised construction activities;2022 July;120.5;116.9;107.0;4.1;8.5;8.0
1324;43 Specialised construction activities;2022 August;38.4;39.9;100.8;4.4;0.1;1.0
1325;43 Specialised construction activities;2022 September;123.9;121.8;106.9;7.1;7.1;7.3
1326;43 Specialised construction activities;2022 3rd quarter;94.3;92.9;104.9;5.4;6.6;5.5
1327;43 Specialised construction activities;2022 October;108.1;111.8;109.3;7.6;7.6;7.2
1328;43 Specialised construction activities;2022 November;114.4;112.4;111.4;8.7;8.7;8.9
1329;43 Specialised construction activities;2022 December;91.3;89.1;112.0;6.0;9.2;9.2
1330;43 Specialised construction activities;2022 4th quarter;104.6;104.5;110.9;7.5;8.5;8.4
1331;43 Specialised construction activities;2022;106.5;106.4;106.2;6.5;7.7;7.4
1332;43 Specialised construction activities;2023 January;111.6;115.3;111.8;11.3;8.1;8.2
1333;43 Specialised construction activities;2023 February;125.6;125.6;112.5;9.9;9.9;10.0
1334;43 Specialised construction activities;2023 March;132.7;128.5;111.1;6.7;6.7;6.6
1335;43 Specialised construction activities;2023 1st quarter;123.3;123.1;111.8;9.1;8.2;8.2
1336;43 Specialised construction activities;2023 April;109.7;115.2;108.3;0.9;3.9;3.8
1337;43 Specialised construction activities;2023 May;120.9;119.0;112.8;7.7;8.0;8.0
1338;43 Specialised construction activities;2023 June;133.2;129.2;115.7;9.5;6.0;6.1
1339;43 Specialised construction activities;2023 2nd quarter;121.2;121.1;112.2;6.2;6.0;6.0
1340;43 Specialised construction activities;2023 July;126.7;124.8;113.8;5.2;6.8;6.4
1341;43 Specialised construction activities;2023 August;42.4;43.4;110.4;10.3;8.7;9.5
1342;43 Specialised construction activities;2023 September;125.1;126.7;111.3;0.9;4.0;4.1
1343;43 Specialised construction activities;2023 3rd quarter;98.1;98.3;111.8;4.0;5.8;6.6
1344;43 Specialised construction activities;2023 October;112.6;113.1;110.1;4.1;1.1;0.8
1345;43 Specialised construction activities;2023 November;110.6;108.7;107.9;-3.3;-3.3;-3.1
1346;43 Specialised construction activities;2023 December;85.5;86.0;108.1;-6.3;-3.5;-3.5
1347;43 Specialised construction activities;2023 4th quarter;102.9;102.6;108.7;-1.6;-1.8;-2.0
1348;43 Specialised construction activities;2023;111.4;111.3;111.1;4.6;4.6;4.6
1349;43 Specialised construction activities;2024 January;106.8;107.1;104.0;-4.3;-7.1;-7.0
1350;43 Specialised construction activities;2024 February;121.6;120.5;108.0;-3.2;-4.1;-4.0
1351;43 Specialised construction activities;2024 March;119.8;125.2;108.2;-9.7;-2.6;-2.6
1352;43 Specialised construction activities;2024 1st quarter;116.1;117.6;106.7;-5.9;-4.5;-4.5
1353;43 Specialised construction activities;2024 April;118.3;115.2;107.8;7.8;0.0;-0.4
1354;43 Specialised construction activities;2024 May;115.3;114.3;108.0;-4.6;-4.0;-4.2
1355;43 Specialised construction activities;2024 June;116.4;119.2;106.4;-12.6;-7.7;-8.0
1356;43 Specialised construction activities;2024 2nd quarter;116.7;116.2;107.4;-3.8;-4.1;-4.3
1357;43 Specialised construction activities;2024 July;124.4;115.5;106.7;-1.8;-7.5;-6.2
1358;43 Specialised construction activities;2024 August;41.5;43.8;108.0;-2.2;0.9;-2.2
1359;43 Specialised construction activities;2024 September;120.8;122.2;107.2;-3.5;-3.6;-3.7
1360;43 Specialised construction activities;2024 3rd quarter;95.5;93.8;107.3;-2.6;-4.6;-4.1
1361;43 Specialised construction activities;2024 October;111.8;109.4;107.3;-0.7;-3.2;-2.6
1362;43 Specialised construction activities;2024 November;108.9;110.1;108.1;-1.5;1.3;0.2
1363;43 Specialised construction activities;2024 December;82.6;83.7;106.4;-3.3;-2.6;-1.6
1364;43 Specialised construction activities;2024 4th quarter;101.1;101.1;107.3;-1.7;-1.5;-1.3
1365;43 Specialised construction activities;2024;107.3;107.2;107.2;-3.6;-3.7;-3.6
1366;43 Specialised construction activities;2025 January;113.1;109.6;106.9;5.9;2.3;2.7
1367;43 Specialised construction activities;2025 February;117.5;117.5;106.0;-3.3;-2.5;-1.8
