ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
1585;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2013;4.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;7.0;4.0;3.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;7.0;;1.0;0.0;0.0;;5.0;2.0;3.0;;;;0.0;;1.0;13;2;0;2;1;0;0;1;1;5;1;0;3
1586;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2014;1.0;;;0.0;1.0;0.0;;;0.0;0.0;;0.0;;4.0;3.0;1.0;;;;;;0.0;;;;;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;1.0;1.0;;;0.0;5.0;2.0;3.0;;;0.0;0.0;0.0;;13;2;0;2;1;0;0;1;1;5;1;0;3
1587;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2015;0.0;;0.0;;;0.0;0.0;;;;0.0;0.0;7.0;4.0;3.0;1.0;3.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;6.0;;1.0;0.0;;;5.0;2.0;3.0;;;0.0;0.0;;1.0;13;2;0;2;1;0;0;1;1;5;1;0;3
1588;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2016;3.0;0.0;0.0;0.0;2.0;;1.0;;;;;0.0;;4.0;3.0;1.0;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;2.0;1.0;15.0;;;1.0;0.0;;;7.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;;15;2;0;2;1;0;0;1;1;7;0;0;4
1589;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2017;4.0;0.0;0.0;0.0;4.0;1.0;;;;;0.0;0.0;7.0;3.0;3.0;1.0;4.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;13.0;9.0;;1.0;0.0;;;7.0;3.0;4.0;;;0.0;0.0;;1.0;15;2;0;2;1;0;0;1;1;7;0;0;4
1590;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2018;6.0;;;;;0.0;;;;;;0.0;8.0;3.0;2.0;1.0;5.0;;;;;0.0;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;4.0;3.0;1.0;19.0;;;1.0;0.0;;;8.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;;17;2;0;2;1;0;1;0;1;8;0;0;5
1591;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2019;4.0;;0.0;;3.0;1.0;1.0;1.0;0.0;;0.0;0.0;;4.0;3.0;1.0;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;1.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;21.0;10.0;;1.0;0.0;;0.0;8.0;2.0;6.0;;0.0;0.0;0.0;;1.0;18;2;0;2;2;0;1;0;1;8;0;0;5
1592;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2020;2.0;;;0.0;1.0;1.0;1.0;0.0;;;;0.0;8.0;4.0;3.0;1.0;4.0;;;;;1.0;;;;;1.0;0.0;0.0;0.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;4.0;2.0;1.0;17.0;;2.0;1.0;;;0.0;7.0;2.0;5.0;;;0.0;;0.0;;17;2;0;2;2;0;1;0;1;7;0;0;4
1593;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2021;2.0;;;0.0;2.0;2.0;0.0;0.0;;;;0.0;9.0;4.0;3.0;1.0;5.0;;;;;1.0;;;;;1.0;0.0;0.0;0.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;4.0;3.0;1.0;15.0;;1.0;1.0;;;0.0;8.0;3.0;5.0;;;0.0;;0.0;;17;2;0;2;2;0;1;0;1;8;0;0;4
1594;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2022;5.0;;;0.0;5.0;2.0;3.0;0.0;;;;0.0;10.0;5.0;4.0;1.0;5.0;;;;;0.0;;;;;1.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;1.0;;;;;;;;;0.0;0.0;0.0;0.0;4.0;3.0;2.0;19.0;;1.0;1.0;;;0.0;8.0;2.0;5.0;;;0.0;;0.0;;19;2;0;2;2;1;1;0;1;8;0;0;5
1595;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2012;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;;1.0;1.0;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1596;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2013;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;1
1597;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2014;1.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0
1598;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2015;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;0.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;0
1599;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2016;1.0;0.0;0.0;0.0;;;0.0;0.0;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1;0;0;0;0;0;0;0;0;0;0;0;0
1600;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;0.0;0.0;0.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;0
1601;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2018;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;;;;;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;2.0;;0.0;0.0;;;1.0;0.0;1.0;;;0.0;;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1602;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2019;2.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1603;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2020;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;1
1604;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;0
1605;29 Auto- en aanhangwagenindustrie;10 tot 50 werknemers;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;0
1606;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2012;0.0;;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;1.0;1.0;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;;;0.0;0.0;0.0;;5;1;0;1;0;0;0;0;0;2;0;0;1
1607;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2013;;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;0.0;;;;;1.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;;;;0.0;3;0;0;0;0;0;0;0;0;1;0;0;1
1608;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2014;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;2.0;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;;0.0;3;0;0;0;0;0;0;0;0;1;0;0;1
1609;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2015;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;;0.0;0.0;;1.0;0.0;1.0;;0.0;0.0;;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1610;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2016;;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;;0.0;;0.0;;2.0;1.0;1.0;;;0.0;0.0;0.0;;3;0;0;0;0;0;0;0;0;2;0;0;1
1611;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1;0;0;0;0;0;0;0;0;0;0;0;1
1612;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;1.0;;0.0;0.0;;;1.0;0.0;1.0;;;0.0;;;0.0;2;0;0;0;0;0;0;0;0;1;0;0;1
1613;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;;0.0;;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;1
1614;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2020;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;0.0;0.0;;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1615;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2021;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;0.0;0.0;;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1616;29 Auto- en aanhangwagenindustrie;50 tot 200 werknemers;2022;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;0.0;0.0;;0.0;;2;0;0;0;0;0;0;0;0;1;0;0;1
1617;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2012;1.0;0.0;0.0;0.0;0.0;;0.0;;;;0.0;0.0;5.0;3.0;2.0;1.0;3.0;;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;;1.0;1.0;1.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;5.0;;1.0;0.0;0.0;;3.0;2.0;1.0;;;;0.0;0.0;0.0;9;2;0;2;1;0;0;1;1;3;0;0;2
1618;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2013;4.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;4.0;2.0;2.0;1.0;2.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;4.0;;1.0;0.0;0.0;;3.0;1.0;2.0;;;0.0;;;0.0;8;2;0;1;1;0;0;1;0;3;0;0;2
1619;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2014;1.0;;;0.0;;;0.0;;;;;0.0;;3.0;2.0;1.0;;;;;;;;;;;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;;;;;;1.0;0.0;;0.0;;;;;;0.0;;;;9;2;0;2;1;0;0;1;1;3;0;0;2
1620;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2015;0.0;;0.0;;;;0.0;;;0.0;0.0;0.0;;3.0;2.0;1.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;1.0;;0.0;;;4.0;2.0;2.0;;;0.0;;;;9;2;0;1;1;0;0;1;1;4;0;0;2
1621;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2016;;0.0;0.0;0.0;;1.0;;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;;;;;1.0;1.0;;;;5.0;2.0;3.0;;;0.0;0.0;0.0;1.0;11;2;0;2;1;0;0;1;1;5;0;0;2
1622;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2017;4.0;0.0;0.0;0.0;4.0;1.0;;;;;0.0;0.0;5.0;2.0;2.0;0.0;3.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;11.0;8.0;;1.0;0.0;;;6.0;3.0;3.0;;;0.0;0.0;;1.0;12;2;0;2;1;0;0;1;0;6;0;0;3
1623;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2018;;;;;;0.0;;0.0;;;0.0;0.0;;;;;3.0;;;;;0.0;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;1.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;14.0;;;1.0;0.0;;;6.0;3.0;4.0;;0.0;0.0;0.0;;1.0;13;2;0;2;1;0;0;0;0;6;0;0;3
1624;29 Auto- en aanhangwagenindustrie;200 en meer werknemers;2019;1.0;;0.0;;;1.0;;;0.0;;0.0;0.0;;3.0;2.0;1.0;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;16.0;;1.0;1.0;;;0.0;6.0;2.0;4.0;;;0.0;0.0;;;14;2;0;2;1;0;1;0;0;6;0;0;4
