ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
363;11 Drankenindustrie;10 tot 50 werknemers;2012;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;0.0;;;;;;;0.0;0.0;0.0;;;0.0;1;1;0;1;0;0;0;0;0;0;0;0;0
364;11 Drankenindustrie;10 tot 50 werknemers;2013;1.0;;0.0;;;;0.0;;;0.0;0.0;;;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;;;;0.0;0.0;;;0.0;1;1;0;1;0;0;0;0;0;0;0;0;0
365;11 Drankenindustrie;10 tot 50 werknemers;2014;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;0.0;;;;;;;0.0;0.0;0.0;;;0.0;1;1;0;1;0;0;0;0;0;0;0;0;0
366;11 Drankenindustrie;10 tot 50 werknemers;2015;;;0.0;;;;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;0.0;;;;1;1;0;1;0;0;0;0;0;0;0;0;0
367;11 Drankenindustrie;10 tot 50 werknemers;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;0.0;;;0.0;0.0;0.0;;;;0.0;0.0;;2;2;0;2;0;0;0;0;0;0;0;0;0
368;11 Drankenindustrie;10 tot 50 werknemers;2017;0.0;;;0.0;;;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;;;;;;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;;0.0;;;;;;;;0.0;;;0.0;2;1;0;1;0;0;0;0;0;0;0;0;0
369;11 Drankenindustrie;10 tot 50 werknemers;2018;;0.0;0.0;0.0;;;;0.0;;0.0;0.0;0.0;;;;;1.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;;0.0;;;;;;;;0.0;;;;2;2;0;2;0;0;0;0;0;0;0;0;0
370;11 Drankenindustrie;10 tot 50 werknemers;2019;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;2.0;0.0;0.0;;;0.0;;;;;;0.0;;;0.0;2;1;0;1;0;0;0;0;0;0;0;0;1
371;11 Drankenindustrie;10 tot 50 werknemers;2020;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;1.0;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;;0.0;1;1;0;1;0;0;0;0;0;0;0;0;0
372;11 Drankenindustrie;10 tot 50 werknemers;2021;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;1.0;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;;0.0;1;1;0;1;0;0;0;0;0;0;0;0;0
373;11 Drankenindustrie;10 tot 50 werknemers;2022;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;1.0;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;;1.0;1;1;0;1;0;0;0;0;0;0;0;0;0
374;11 Drankenindustrie;50 tot 200 werknemers;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;2.0;2.0;1.0;;;;;;;;;0.0;;;0.0;3;2;0;2;0;0;0;0;0;0;0;0;0
375;11 Drankenindustrie;50 tot 200 werknemers;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;2.0;;;0.0;0.0;0.0;0.0;;;0.0;;;;3;2;0;2;0;0;0;0;0;0;0;0;0
376;11 Drankenindustrie;50 tot 200 werknemers;2014;;;0.0;;;;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2;2;0;2;0;0;0;0;0;0;0;0;1
377;11 Drankenindustrie;50 tot 200 werknemers;2015;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;2.0;0.0;0.0;;;;;;0.0;0.0;;;1.0;3;2;0;2;0;0;0;0;0;0;0;0;0
378;11 Drankenindustrie;50 tot 200 werknemers;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;1.0;0.0;;;;;;;0.0;0.0;;0.0;1.0;1;1;0;1;0;0;0;0;0;0;0;0;0
379;11 Drankenindustrie;50 tot 200 werknemers;2017;0.0;;;;0.0;;0.0;;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;1.0;0.0;;;;;;;;0.0;0.0;;;1;1;0;1;0;0;0;0;0;0;0;0;0
380;11 Drankenindustrie;50 tot 200 werknemers;2018;;;;;;;0.0;0.0;0.0;;0.0;0.0;;;;;1.0;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;1.0;;0.0;;;;;;;0.0;0.0;;0.0;1.0;2;1;0;1;0;0;0;0;0;0;0;0;1
381;11 Drankenindustrie;50 tot 200 werknemers;2019;3.0;;;;;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;;;0.0;;;;;0.0;0.0;0.0;;1.0;2;1;0;1;0;0;0;0;0;1;0;0;1
382;11 Drankenindustrie;50 tot 200 werknemers;2020;3.0;;;;;;;0.0;;;;0.0;;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;1.0;;;;;;1.0;;0.0;0.0;;;;;;0.0;;;;4;3;0;3;0;0;0;0;0;1;0;0;1
383;11 Drankenindustrie;50 tot 200 werknemers;2021;2.0;;;;;;;0.0;;;;0.0;;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;1.0;;;;;;1.0;;0.0;0.0;;;;;;0.0;;;;5;3;0;3;0;0;0;0;0;1;0;0;1
384;11 Drankenindustrie;50 tot 200 werknemers;2022;3.0;;;;;;;0.0;;;;0.0;;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;1.0;;;;;;1.0;;0.0;0.0;;;;;;0.0;;;;6;4;0;4;0;0;0;-1;0;1;0;0;1
385;11 Drankenindustrie;200 en meer werknemers;2012;;;;;0.0;;0.0;;0.0;;;0.0;;;;;4.0;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;;;;6.0;4.0;4.0;;;;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;12;5;0;5;1;0;0;1;0;2;0;0;4
386;11 Drankenindustrie;200 en meer werknemers;2013;1.0;;0.0;;;;;;;;;;;2.0;2.0;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;;;;;1.0;;;;;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;3.0;;;;7.0;4.0;4.0;0.0;;;;;;;0.0;;;0.0;1.0;11;5;0;5;0;0;0;0;0;2;0;0;3
387;11 Drankenindustrie;200 en meer werknemers;2014;5.0;;;;;;;;0.0;;;;;2.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;3.0;;;;6.0;;3.0;;0.0;0.0;;;;0.0;0.0;0.0;;;2.0;9;4;0;4;-1;0;0;-1;0;2;0;0;3
388;11 Drankenindustrie;200 en meer werknemers;2015;9.0;1.0;;;;;;;;;;0.0;;3.0;2.0;1.0;;;1.0;1.0;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;;;;7.0;;4.0;;;;2.0;0.0;2.0;;0.0;0.0;0.0;;2.0;10;6;0;6;-1;0;0;-1;0;2;0;0;3
389;11 Drankenindustrie;200 en meer werknemers;2016;;;0.0;;;1.0;;;0.0;0.0;;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;;;;;;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;4.0;;0.0;;;;;;1.0;0.0;0.0;;;2.0;12;6;0;5;0;1;0;-1;0;2;0;0;4
390;11 Drankenindustrie;200 en meer werknemers;2017;3.0;;0.0;;;2.0;;;;0.0;;0.0;;5.0;4.0;1.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;;;;;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;6.0;;0.0;;;2.0;0.0;2.0;;0.0;0.0;;;;13;7;0;6;1;1;1;-1;0;2;0;0;4
391;11 Drankenindustrie;200 en meer werknemers;2018;2.0;;;;;1.0;0.0;;;0.0;;0.0;9.0;5.0;4.0;1.0;4.0;;;;;1.0;;;;;;;;;1.0;;;;;0.0;2.0;2.0;1.0;0.0;2.0;2.0;1.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;;5.0;0.0;;;2.0;0.0;2.0;1.0;0.0;;;;;14;6;0;6;1;1;1;-1;0;2;0;0;4
392;11 Drankenindustrie;200 en meer werknemers;2019;7.0;;;;;2.0;;0.0;;;;0.0;;5.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;0.0;2.0;2.0;1.0;0.0;;;;;1.0;1.0;1.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;3.0;;;;8.0;;4.0;0.0;0.0;0.0;;;;;;;;;4.0;14;6;0;6;0;1;1;-2;0;3;0;0;4
393;11 Drankenindustrie;200 en meer werknemers;2020;3.0;;;;;;0.0;0.0;;;;0.0;9.0;6.0;5.0;2.0;3.0;;;;;;;;;;;;;;;;;;;0.0;;;;;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;2.0;1.0;5.0;7.0;4.0;4.0;;;0.0;;;;;;;0.0;;4.0;11;5;0;5;1;1;2;-2;0;2;0;0;3
394;11 Drankenindustrie;200 en meer werknemers;2021;16.0;;;;;;2.0;0.0;;;;0.0;9.0;6.0;5.0;2.0;3.0;;;;;;;;;;;;;;;;;;;0.0;;;;;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;2.0;0.0;6.0;8.0;6.0;5.0;;;0.0;;;;;;;0.0;;4.0;13;7;0;7;1;1;2;-2;0;2;0;0;3
395;11 Drankenindustrie;200 en meer werknemers;2022;5.0;;;;;;0.0;0.0;;;;0.0;11.0;9.0;7.0;2.0;2.0;;;;;;;;;;;;;;;;;;;0.0;;;;;3.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;2.0;0.0;4.0;7.0;5.0;5.0;;;0.0;;;;;;;0.0;;5.0;13;7;0;7;2;2;2;-3;0;2;0;0;2
396;12 Tabaksindustrie;10 en meer werknemers;2012;1.0;;0.0;;;;0.0;;0.0;;0.0;0.0;;2.0;1.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;2.0;1.0;1.0;;;0.0;;;;;;0.0;;;0.0;3;1;0;1;1;1;0;1;0;1;0;0;0
397;12 Tabaksindustrie;10 en meer werknemers;2013;1.0;;;;;;;;;;;;2.0;2.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;1.0;1.0;;;;;;;1.0;;;;0.0;;0.0;3;1;0;1;1;1;0;1;0;1;0;0;0
398;12 Tabaksindustrie;10 en meer werknemers;2014;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;1.0;0.0;;;;;;0.0;;;;;;;;2;0;0;0;1;1;0;1;0;0;0;0;0
399;12 Tabaksindustrie;10 en meer werknemers;2015;0.0;;;;;;;;;;;;2.0;2.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;0.0;;;;;;0.0;2;1;0;1;1;1;0;1;0;0;0;0;0
400;12 Tabaksindustrie;10 en meer werknemers;2016;0.0;;;;;;;;;;;;2.0;2.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;;;;;;;;;0.0;2;0;0;0;1;1;0;0;0;0;0;0;0
401;12 Tabaksindustrie;10 en meer werknemers;2017;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;1.0;0.0;;;;;;;0.0;;;;;;;2;0;0;0;1;1;0;0;0;0;0;0;0
402;12 Tabaksindustrie;10 en meer werknemers;2018;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;1.0;1.0;;;;;;;0.0;;;;0.0;;;2;1;0;1;1;1;0;0;0;0;0;0;0
403;12 Tabaksindustrie;10 en meer werknemers;2019;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;0.0;;0.0;;;;;;;;;;2;0;0;0;1;0;0;1;0;0;0;0;0
404;12 Tabaksindustrie;10 en meer werknemers;2020;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;0.0;;;;;;;0.0;;;2;0;0;0;1;0;0;1;0;0;0;0;0
405;12 Tabaksindustrie;10 en meer werknemers;2021;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;0.0;;;;0.0;;;;;;;0.0;;;1;0;0;0;1;0;0;0;0;0;0;0;0
406;12 Tabaksindustrie;10 en meer werknemers;2022;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;0.0;;;;;;;0.0;;;1;0;0;0;1;0;0;0;0;0;0;0;0
407;12 Tabaksindustrie;10 tot 50 werknemers;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;;0.0;0.0;;0.0;;;;0.0;0.0;;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;12 Tabaksindustrie;10 tot 50 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
409;12 Tabaksindustrie;10 tot 50 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
410;12 Tabaksindustrie;10 tot 50 werknemers;2015;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
411;12 Tabaksindustrie;10 tot 50 werknemers;2016;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
412;12 Tabaksindustrie;10 tot 50 werknemers;2017;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
413;12 Tabaksindustrie;10 tot 50 werknemers;2018;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
414;12 Tabaksindustrie;10 tot 50 werknemers;2019;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;0.0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
415;12 Tabaksindustrie;10 tot 50 werknemers;2020;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
416;12 Tabaksindustrie;10 tot 50 werknemers;2021;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
417;12 Tabaksindustrie;10 tot 50 werknemers;2022;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
418;12 Tabaksindustrie;50 tot 200 werknemers;2012;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;;;0.0;;;0.0;;0.0;0.0;;0.0;;1;0;0;0;0;0;0;0;0;0;0;0;0
