ID;Overheidsinstellingen;Bestrijdingsmiddelen;Toepassingssectoren;Perioden;GebruikInKgWerkzameStof_1
5163;Drenthe (PV);Dichlobenil;Kwekerijen;2009;0
5164;Drenthe (PV);Dichlobenil;Kwekerijen;2013;0
5165;Drenthe (PV);Dichlobenil;Kwekerijen;2018;0
5166;Drenthe (PV);Dichlobenil;Totaal verhardingen;1992;0
5167;Drenthe (PV);Dichlobenil;Totaal verhardingen;1995;16
5168;Drenthe (PV);Dichlobenil;Totaal verhardingen;2001;0
5169;Drenthe (PV);Dichlobenil;Totaal verhardingen;2005;2
5170;Drenthe (PV);Dichlobenil;Totaal verhardingen;2009;0
5171;Drenthe (PV);Dichlobenil;Totaal verhardingen;2013;0
5172;Drenthe (PV);Dichlobenil;Totaal verhardingen;2018;0
5173;Drenthe (PV);Dichlobenil;Spoorbanen;1992;0
5174;Drenthe (PV);Dichlobenil;Spoorbanen;1995;0
5175;Drenthe (PV);Dichlobenil;Spoorbanen;2001;0
5176;Drenthe (PV);Dichlobenil;Spoorbanen;2005;0
5177;Drenthe (PV);Dichlobenil;Spoorbanen;2009;0
5178;Drenthe (PV);Dichlobenil;Spoorbanen;2013;0
5179;Drenthe (PV);Dichlobenil;Spoorbanen;2018;0
5180;Drenthe (PV);Diuron;Totaal toepassingssectoren;1992;750
5181;Drenthe (PV);Diuron;Totaal toepassingssectoren;1995;720
5182;Drenthe (PV);Diuron;Totaal toepassingssectoren;2001;0
5183;Drenthe (PV);Diuron;Totaal toepassingssectoren;2005;0
5184;Drenthe (PV);Diuron;Totaal toepassingssectoren;2009;0
5185;Drenthe (PV);Diuron;Totaal toepassingssectoren;2013;0
5186;Drenthe (PV);Diuron;Totaal toepassingssectoren;2018;0
5187;Drenthe (PV);Diuron;Waterlopen en vijvers;1992;0
5188;Drenthe (PV);Diuron;Waterlopen en vijvers;1995;0
5189;Drenthe (PV);Diuron;Waterlopen en vijvers;2001;0
5190;Drenthe (PV);Diuron;Waterlopen en vijvers;2005;0
5191;Drenthe (PV);Diuron;Waterlopen en vijvers;2009;0
5192;Drenthe (PV);Diuron;Waterlopen en vijvers;2013;0
5193;Drenthe (PV);Diuron;Waterlopen en vijvers;2018;0
5194;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;1992;0
5195;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;1995;10
5196;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;2001;0
5197;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;2005;0
5198;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;2009;0
5199;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;2013;0
5200;Drenthe (PV);Diuron;Beplantingen binnen de bebouwde kom;2018;0
5201;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;1992;0
5202;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;1995;0
5203;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;2001;0
5204;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;2005;0
5205;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;2009;0
5206;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;2013;0
5207;Drenthe (PV);Diuron;Beplantingen buiten de bebouwde kom;2018;0
5208;Drenthe (PV);Diuron;Bossen en natuurterreinen;1992;0
5209;Drenthe (PV);Diuron;Bossen en natuurterreinen;1995;0
5210;Drenthe (PV);Diuron;Bossen en natuurterreinen;2001;0
5211;Drenthe (PV);Diuron;Bossen en natuurterreinen;2005;0
5212;Drenthe (PV);Diuron;Bossen en natuurterreinen;2009;0
5213;Drenthe (PV);Diuron;Bossen en natuurterreinen;2013;0
5214;Drenthe (PV);Diuron;Bossen en natuurterreinen;2018;0
5215;Drenthe (PV);Diuron;Sportvelden;1992;0
5216;Drenthe (PV);Diuron;Sportvelden;1995;2
5217;Drenthe (PV);Diuron;Sportvelden;2001;0
5218;Drenthe (PV);Diuron;Sportvelden;2005;0
5219;Drenthe (PV);Diuron;Sportvelden;2009;0
5220;Drenthe (PV);Diuron;Sportvelden;2013;0
5221;Drenthe (PV);Diuron;Sportvelden;2018;0
5222;Drenthe (PV);Diuron;Andere groene elementen;1992;0
5223;Drenthe (PV);Diuron;Andere groene elementen;1995;12
5224;Drenthe (PV);Diuron;Andere groene elementen;2001;0
5225;Drenthe (PV);Diuron;Andere groene elementen;2005;0
5226;Drenthe (PV);Diuron;Andere groene elementen;2009;0
5227;Drenthe (PV);Diuron;Andere groene elementen;2013;0
5228;Drenthe (PV);Diuron;Andere groene elementen;2018;0
5229;Drenthe (PV);Diuron;Kwekerijen;1992;0
5230;Drenthe (PV);Diuron;Kwekerijen;1995;0
5231;Drenthe (PV);Diuron;Kwekerijen;2001;0
5232;Drenthe (PV);Diuron;Kwekerijen;2005;0
5233;Drenthe (PV);Diuron;Kwekerijen;2009;0
5234;Drenthe (PV);Diuron;Kwekerijen;2013;0
5235;Drenthe (PV);Diuron;Kwekerijen;2018;0
5236;Drenthe (PV);Diuron;Totaal verhardingen;1992;0
5237;Drenthe (PV);Diuron;Totaal verhardingen;1995;695
5238;Drenthe (PV);Diuron;Totaal verhardingen;2001;0
5239;Drenthe (PV);Diuron;Totaal verhardingen;2005;0
5240;Drenthe (PV);Diuron;Totaal verhardingen;2009;0
5241;Drenthe (PV);Diuron;Totaal verhardingen;2013;0
5242;Drenthe (PV);Diuron;Totaal verhardingen;2018;0
5243;Drenthe (PV);Diuron;Spoorbanen;1992;0
5244;Drenthe (PV);Diuron;Spoorbanen;1995;0
5245;Drenthe (PV);Diuron;Spoorbanen;2001;0
5246;Drenthe (PV);Diuron;Spoorbanen;2005;0
5247;Drenthe (PV);Diuron;Spoorbanen;2009;0
5248;Drenthe (PV);Diuron;Spoorbanen;2013;0
5249;Drenthe (PV);Diuron;Spoorbanen;2018;0
5250;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;1992;0
5251;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;1995;0
5252;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2001;0
5253;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2005;0
5254;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2009;0
5255;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2013;0
5256;Drenthe (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2018;4
5257;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;1992;0
5258;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;1995;0
5259;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2001;0
5260;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2005;0
5261;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2009;0
5262;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2013;0
5263;Drenthe (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2018;0
5264;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;1992;0
5265;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;1995;0
5266;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2001;0
5267;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2005;0
5268;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2009;0
5269;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2013;0
5270;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2018;0
5271;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;1992;0
5272;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;1995;0
5273;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2001;0
5274;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2005;0
5275;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2009;0
5276;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2013;0
5277;Drenthe (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2018;0
5278;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;1992;0
5279;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;1995;0
5280;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2001;0
5281;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2005;0
5282;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2009;0
5283;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2013;0
5284;Drenthe (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2018;0
5285;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;1992;0
5286;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;1995;0
5287;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;2001;0
5288;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;2005;0
5289;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;2009;0
5290;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;2013;0
5291;Drenthe (PV);Fluroxypyr-meptyl;Sportvelden;2018;3
5292;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;1992;0
5293;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;1995;0
5294;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;2001;0
5295;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;2005;0
5296;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;2009;0
5297;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;2013;0
5298;Drenthe (PV);Fluroxypyr-meptyl;Andere groene elementen;2018;1
5299;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;1992;0
5300;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;1995;0
5301;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;2001;0
5302;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;2005;0
5303;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;2009;0
5304;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;2013;0
5305;Drenthe (PV);Fluroxypyr-meptyl;Kwekerijen;2018;0
5306;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;1992;0
5307;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;1995;0
5308;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;2001;0
5309;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;2005;0
5310;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;2009;0
5311;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;2013;0
5312;Drenthe (PV);Fluroxypyr-meptyl;Totaal verhardingen;2018;0
5313;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;1992;0
5314;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;1995;0
5315;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;2001;0
5316;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;2005;0
5317;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;2009;0
5318;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;2013;0
5319;Drenthe (PV);Fluroxypyr-meptyl;Spoorbanen;2018;1
5320;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;1992;151
5321;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;1995;353
5322;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;2001;707
5323;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;2005;953
5324;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;2009;438
5325;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;2013;479
5326;Drenthe (PV);Glyfosaat;Totaal toepassingssectoren;2018;45
5327;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;1992;0
5328;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;1995;0
5329;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;2001;0
5330;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;2005;0
5331;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;2009;0
5332;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;2013;0
5333;Drenthe (PV);Glyfosaat;Waterlopen en vijvers;2018;0
5334;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;1992;0
5335;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;1995;20
5336;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2001;57
5337;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2005;40
5338;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2009;18
5339;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2013;47
5340;Drenthe (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2018;0
5341;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;1992;0
5342;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;1995;18
5343;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2001;0
5344;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2005;0
5345;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2009;0
5346;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2013;1
5347;Drenthe (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2018;1
5348;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;1992;0
5349;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;1995;9
5350;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;2001;9
5351;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;2005;0
5352;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;2009;9
5353;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;2013;0
5354;Drenthe (PV);Glyfosaat;Bossen en natuurterreinen;2018;1
5355;Drenthe (PV);Glyfosaat;Sportvelden;1992;0
5356;Drenthe (PV);Glyfosaat;Sportvelden;1995;43
5357;Drenthe (PV);Glyfosaat;Sportvelden;2001;2
5358;Drenthe (PV);Glyfosaat;Sportvelden;2005;17
5359;Drenthe (PV);Glyfosaat;Sportvelden;2009;2
5360;Drenthe (PV);Glyfosaat;Sportvelden;2013;4
5361;Drenthe (PV);Glyfosaat;Sportvelden;2018;1
5362;Drenthe (PV);Glyfosaat;Andere groene elementen;1992;0
5363;Drenthe (PV);Glyfosaat;Andere groene elementen;1995;0
5364;Drenthe (PV);Glyfosaat;Andere groene elementen;2001;0
5365;Drenthe (PV);Glyfosaat;Andere groene elementen;2005;0
5366;Drenthe (PV);Glyfosaat;Andere groene elementen;2009;0
5367;Drenthe (PV);Glyfosaat;Andere groene elementen;2013;3
5368;Drenthe (PV);Glyfosaat;Andere groene elementen;2018;2
5369;Drenthe (PV);Glyfosaat;Kwekerijen;1992;0
5370;Drenthe (PV);Glyfosaat;Kwekerijen;1995;0
5371;Drenthe (PV);Glyfosaat;Kwekerijen;2001;1
5372;Drenthe (PV);Glyfosaat;Kwekerijen;2005;0
5373;Drenthe (PV);Glyfosaat;Kwekerijen;2009;0
5374;Drenthe (PV);Glyfosaat;Kwekerijen;2013;0
5375;Drenthe (PV);Glyfosaat;Kwekerijen;2018;0
5376;Drenthe (PV);Glyfosaat;Totaal verhardingen;1992;0
5377;Drenthe (PV);Glyfosaat;Totaal verhardingen;1995;162
5378;Drenthe (PV);Glyfosaat;Totaal verhardingen;2001;541
5379;Drenthe (PV);Glyfosaat;Totaal verhardingen;2005;808
5380;Drenthe (PV);Glyfosaat;Totaal verhardingen;2009;319
5381;Drenthe (PV);Glyfosaat;Totaal verhardingen;2013;344
5382;Drenthe (PV);Glyfosaat;Totaal verhardingen;2018;0
5383;Drenthe (PV);Glyfosaat;Spoorbanen;1992;0
5384;Drenthe (PV);Glyfosaat;Spoorbanen;1995;101
5385;Drenthe (PV);Glyfosaat;Spoorbanen;2001;96
5386;Drenthe (PV);Glyfosaat;Spoorbanen;2005;89
5387;Drenthe (PV);Glyfosaat;Spoorbanen;2009;89
5388;Drenthe (PV);Glyfosaat;Spoorbanen;2013;80
5389;Drenthe (PV);Glyfosaat;Spoorbanen;2018;39
5390;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;1992;29
5391;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;1995;6
5392;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2001;4
5393;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2005;3
5394;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2009;0
5395;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2013;0
5396;Drenthe (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2018;0
5397;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;1992;0
5398;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;1995;0
5399;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2001;0
5400;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2005;0
5401;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2009;0
5402;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2013;0
5403;Drenthe (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2018;0
5404;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;1992;0
5405;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;1995;0
5406;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2001;1
5407;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2005;0
5408;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2009;0
5409;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2013;0
5410;Drenthe (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2018;0
5411;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;1992;0
5412;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;1995;0
5413;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2001;0
5414;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2005;0
5415;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2009;0
5416;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2013;0
5417;Drenthe (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2018;0
5418;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;1992;0
5419;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;1995;0
5420;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2001;0
5421;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2005;0
5422;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2009;0
5423;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2013;0
5424;Drenthe (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2018;0
5425;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;1992;0
5426;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;1995;4
5427;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;2001;1
5428;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;2005;3
5429;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;2009;0
5430;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;2013;0
5431;Drenthe (PV);Glufosinaat-ammonium;Sportvelden;2018;0
5432;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;1992;0
5433;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;1995;0
5434;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;2001;0
5435;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;2005;0
5436;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;2009;0
5437;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;2013;0
5438;Drenthe (PV);Glufosinaat-ammonium;Andere groene elementen;2018;0
5439;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;1992;0
5440;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;1995;0
5441;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;2001;0
5442;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;2005;0
5443;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;2009;0
5444;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;2013;0
5445;Drenthe (PV);Glufosinaat-ammonium;Kwekerijen;2018;0
5446;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;1992;0
5447;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;1995;2
5448;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;2001;0
5449;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;2005;0
5450;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;2009;0
5451;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;2013;0
5452;Drenthe (PV);Glufosinaat-ammonium;Totaal verhardingen;2018;0
5453;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;1992;0
5454;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;1995;0
5455;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;2001;2
5456;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;2005;0
5457;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;2009;0
5458;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;2013;0
5459;Drenthe (PV);Glufosinaat-ammonium;Spoorbanen;2018;0
5460;Drenthe (PV);MCPA;Totaal toepassingssectoren;1992;114
5461;Drenthe (PV);MCPA;Totaal toepassingssectoren;1995;134
5462;Drenthe (PV);MCPA;Totaal toepassingssectoren;2001;129
5463;Drenthe (PV);MCPA;Totaal toepassingssectoren;2005;178
5464;Drenthe (PV);MCPA;Totaal toepassingssectoren;2009;92
5465;Drenthe (PV);MCPA;Totaal toepassingssectoren;2013;112
5466;Drenthe (PV);MCPA;Totaal toepassingssectoren;2018;26
5467;Drenthe (PV);MCPA;Waterlopen en vijvers;1992;0
5468;Drenthe (PV);MCPA;Waterlopen en vijvers;1995;0
5469;Drenthe (PV);MCPA;Waterlopen en vijvers;2001;0
5470;Drenthe (PV);MCPA;Waterlopen en vijvers;2005;0
5471;Drenthe (PV);MCPA;Waterlopen en vijvers;2009;0
5472;Drenthe (PV);MCPA;Waterlopen en vijvers;2013;0
5473;Drenthe (PV);MCPA;Waterlopen en vijvers;2018;0
5474;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;1992;0
5475;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;1995;0
5476;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;2001;7
5477;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;2005;9
5478;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;2009;3
5479;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;2013;7
5480;Drenthe (PV);MCPA;Beplantingen binnen de bebouwde kom;2018;0
5481;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;1992;0
5482;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;1995;0
5483;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;2001;0
5484;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;2005;0
5485;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;2009;0
5486;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;2013;0
5487;Drenthe (PV);MCPA;Beplantingen buiten de bebouwde kom;2018;0
5488;Drenthe (PV);MCPA;Bossen en natuurterreinen;1992;0
5489;Drenthe (PV);MCPA;Bossen en natuurterreinen;1995;5
5490;Drenthe (PV);MCPA;Bossen en natuurterreinen;2001;0
5491;Drenthe (PV);MCPA;Bossen en natuurterreinen;2005;3
5492;Drenthe (PV);MCPA;Bossen en natuurterreinen;2009;0
5493;Drenthe (PV);MCPA;Bossen en natuurterreinen;2013;0
5494;Drenthe (PV);MCPA;Bossen en natuurterreinen;2018;0
5495;Drenthe (PV);MCPA;Sportvelden;1992;0
5496;Drenthe (PV);MCPA;Sportvelden;1995;63
5497;Drenthe (PV);MCPA;Sportvelden;2001;16
5498;Drenthe (PV);MCPA;Sportvelden;2005;66
5499;Drenthe (PV);MCPA;Sportvelden;2009;51
5500;Drenthe (PV);MCPA;Sportvelden;2013;31
5501;Drenthe (PV);MCPA;Sportvelden;2018;4
5502;Drenthe (PV);MCPA;Andere groene elementen;1992;0
5503;Drenthe (PV);MCPA;Andere groene elementen;1995;0
5504;Drenthe (PV);MCPA;Andere groene elementen;2001;1
5505;Drenthe (PV);MCPA;Andere groene elementen;2005;23
5506;Drenthe (PV);MCPA;Andere groene elementen;2009;5
5507;Drenthe (PV);MCPA;Andere groene elementen;2013;5
5508;Drenthe (PV);MCPA;Andere groene elementen;2018;0
5509;Drenthe (PV);MCPA;Kwekerijen;1992;0
5510;Drenthe (PV);MCPA;Kwekerijen;1995;0
5511;Drenthe (PV);MCPA;Kwekerijen;2001;0
5512;Drenthe (PV);MCPA;Kwekerijen;2005;0
5513;Drenthe (PV);MCPA;Kwekerijen;2009;0
5514;Drenthe (PV);MCPA;Kwekerijen;2013;0
5515;Drenthe (PV);MCPA;Kwekerijen;2018;0
5516;Drenthe (PV);MCPA;Totaal verhardingen;1992;0
5517;Drenthe (PV);MCPA;Totaal verhardingen;1995;28
5518;Drenthe (PV);MCPA;Totaal verhardingen;2001;35
5519;Drenthe (PV);MCPA;Totaal verhardingen;2005;1
5520;Drenthe (PV);MCPA;Totaal verhardingen;2009;11
5521;Drenthe (PV);MCPA;Totaal verhardingen;2013;11
5522;Drenthe (PV);MCPA;Totaal verhardingen;2018;0
5523;Drenthe (PV);MCPA;Spoorbanen;1992;0
5524;Drenthe (PV);MCPA;Spoorbanen;1995;39
5525;Drenthe (PV);MCPA;Spoorbanen;2001;70
5526;Drenthe (PV);MCPA;Spoorbanen;2005;76
5527;Drenthe (PV);MCPA;Spoorbanen;2009;23
5528;Drenthe (PV);MCPA;Spoorbanen;2013;59
5529;Drenthe (PV);MCPA;Spoorbanen;2018;22
5530;Drenthe (PV);Mecoprop-P;Totaal toepassingssectoren;1992;57
5531;Drenthe (PV);Mecoprop-P;Totaal toepassingssectoren;1995;42
5532;Drenthe (PV);Mecoprop-P;Totaal toepassingssectoren;2001;11
5533;Drenthe (PV);Mecoprop-P;Totaal toepassingssectoren;2005;17
5534;Drenthe (PV);Mecoprop-P;Totaal toepassingssectoren;2009;7
