ID;Bouwjaar;TenaamstellingEnLeeftijdParticulier;Provincie;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
53;Totaal alle bouwjaren;Totaal;Utrecht (PV);2023;77207.0;43964.0;31589.0;1314.0;340.0
54;Totaal alle bouwjaren;Totaal;Utrecht (PV);2024;74591.0;37150.0;35767.0;1337.0;337.0
55;Totaal alle bouwjaren;Totaal;Utrecht (PV);2025;71718.0;32282.0;37644.0;1466.0;326.0
56;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2019;196037.0;119560.0;73300.0;2380.0;797.0
57;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2020;190847.0;113041.0;74519.0;2490.0;797.0
58;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2021;192888.0;112033.0;76904.0;3135.0;816.0
59;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2022;195526.0;111590.0;79720.0;3386.0;830.0
60;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2023;197238.0;107258.0;85336.0;3814.0;830.0
61;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2024;192072.0;88295.0;98097.0;4839.0;841.0
62;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2025;187722.0;77963.0;102856.0;6106.0;797.0
63;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2019;252288.0;163847.0;85020.0;2695.0;726.0
64;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2020;256638.0;169663.0;83608.0;2613.0;754.0
65;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2021;263225.0;177327.0;82524.0;2609.0;765.0
66;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2022;266183.0;180283.0;82413.0;2684.0;803.0
67;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2023;268366.0;176921.0;87853.0;2765.0;827.0
68;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2024;261819.0;157354.0;100675.0;2976.0;814.0
69;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2025;255001.0;143329.0;107660.0;3185.0;827.0
70;Totaal alle bouwjaren;Totaal;Zeeland (PV);2019;25664.0;13976.0;11032.0;517.0;139.0
71;Totaal alle bouwjaren;Totaal;Zeeland (PV);2020;26838.0;15000.0;11174.0;526.0;138.0
72;Totaal alle bouwjaren;Totaal;Zeeland (PV);2021;28900.0;16868.0;11388.0;498.0;146.0
73;Totaal alle bouwjaren;Totaal;Zeeland (PV);2022;30826.0;18474.0;11675.0;524.0;153.0
74;Totaal alle bouwjaren;Totaal;Zeeland (PV);2023;32314.0;18909.0;12701.0;550.0;154.0
75;Totaal alle bouwjaren;Totaal;Zeeland (PV);2024;32134.0;17328.0;14064.0;588.0;154.0
76;Totaal alle bouwjaren;Totaal;Zeeland (PV);2025;31487.0;15820.0;14924.0;587.0;156.0
77;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2019;166194.0;113442.0;49401.0;2878.0;473.0
78;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2020;168573.0;116076.0;49141.0;2842.0;514.0
79;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2021;176359.0;122686.0;49883.0;2858.0;932.0
80;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2022;180931.0;125864.0;51058.0;2917.0;1092.0
81;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2023;181782.0;122444.0;55230.0;2937.0;1171.0
82;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2024;183521.0;112384.0;66901.0;3072.0;1164.0
83;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2025;168457.0;96202.0;67808.0;3284.0;1163.0
84;Totaal alle bouwjaren;Totaal;Limburg (PV);2019;81391.0;52682.0;26747.0;1700.0;262.0
85;Totaal alle bouwjaren;Totaal;Limburg (PV);2020;82227.0;53791.0;26516.0;1668.0;252.0
86;Totaal alle bouwjaren;Totaal;Limburg (PV);2021;84789.0;56358.0;26491.0;1691.0;249.0
87;Totaal alle bouwjaren;Totaal;Limburg (PV);2022;85882.0;57146.0;26774.0;1712.0;250.0
88;Totaal alle bouwjaren;Totaal;Limburg (PV);2023;85717.0;55574.0;28186.0;1696.0;261.0
89;Totaal alle bouwjaren;Totaal;Limburg (PV);2024;82044.0;47725.0;32326.0;1736.0;257.0
90;Totaal alle bouwjaren;Totaal;Limburg (PV);2025;78253.0;42358.0;33851.0;1791.0;253.0
91;Totaal alle bouwjaren;Particulier;Nederland;2019;1098010.0;700884.0;376545.0;17066.0;3515.0
92;Totaal alle bouwjaren;Particulier;Nederland;2020;1108606.0;711487.0;376770.0;16774.0;3575.0
93;Totaal alle bouwjaren;Particulier;Nederland;2021;1141912.0;740277.0;381036.0;17026.0;3573.0
94;Totaal alle bouwjaren;Particulier;Nederland;2022;1160812.0;751913.0;387696.0;17574.0;3629.0
95;Totaal alle bouwjaren;Particulier;Nederland;2023;1169034.0;732259.0;415160.0;17924.0;3691.0
96;Totaal alle bouwjaren;Particulier;Nederland;2024;1133476.0;640599.0;469960.0;19250.0;3667.0
97;Totaal alle bouwjaren;Particulier;Nederland;2025;1094794.0;572775.0;497491.0;20830.0;3698.0
98;Totaal alle bouwjaren;Particulier;Groningen (PV);2019;31861.0;18440.0;12336.0;811.0;274.0
99;Totaal alle bouwjaren;Particulier;Groningen (PV);2020;32596.0;18955.0;12526.0;838.0;277.0
100;Totaal alle bouwjaren;Particulier;Groningen (PV);2021;34148.0;20145.0;12876.0;840.0;287.0
101;Totaal alle bouwjaren;Particulier;Groningen (PV);2022;35436.0;21117.0;13153.0;866.0;300.0
102;Totaal alle bouwjaren;Particulier;Groningen (PV);2023;36175.0;20894.0;14110.0;876.0;295.0
103;Totaal alle bouwjaren;Particulier;Groningen (PV);2024;35659.0;18648.0;15804.0;918.0;289.0
104;Totaal alle bouwjaren;Particulier;Groningen (PV);2025;34788.0;17026.0;16524.0;945.0;293.0
105;Totaal alle bouwjaren;Particulier;Fryslân (PV);2019;37725.0;18758.0;17706.0;1096.0;165.0
106;Totaal alle bouwjaren;Particulier;Fryslân (PV);2020;38664.0;19523.0;17905.0;1066.0;170.0
107;Totaal alle bouwjaren;Particulier;Fryslân (PV);2021;40973.0;21361.0;18419.0;1030.0;163.0
108;Totaal alle bouwjaren;Particulier;Fryslân (PV);2022;43123.0;22803.0;19115.0;1034.0;171.0
109;Totaal alle bouwjaren;Particulier;Fryslân (PV);2023;44682.0;23185.0;20297.0;1025.0;175.0
110;Totaal alle bouwjaren;Particulier;Fryslân (PV);2024;44762.0;21126.0;22395.0;1066.0;175.0
111;Totaal alle bouwjaren;Particulier;Fryslân (PV);2025;44134.0;19275.0;23599.0;1072.0;188.0
112;Totaal alle bouwjaren;Particulier;Drenthe (PV);2019;29226.0;17887.0;10633.0;595.0;111.0
113;Totaal alle bouwjaren;Particulier;Drenthe (PV);2020;30318.0;18967.0;10638.0;601.0;112.0
114;Totaal alle bouwjaren;Particulier;Drenthe (PV);2021;32048.0;20648.0;10701.0;586.0;113.0
115;Totaal alle bouwjaren;Particulier;Drenthe (PV);2022;33594.0;21845.0;11031.0;596.0;122.0
116;Totaal alle bouwjaren;Particulier;Drenthe (PV);2023;34297.0;21685.0;11876.0;608.0;128.0
117;Totaal alle bouwjaren;Particulier;Drenthe (PV);2024;33380.0;19345.0;13253.0;652.0;130.0
118;Totaal alle bouwjaren;Particulier;Drenthe (PV);2025;32546.0;17633.0;14083.0;689.0;141.0
119;Totaal alle bouwjaren;Particulier;Overijssel (PV);2019;70559.0;45342.0;23900.0;1103.0;214.0
120;Totaal alle bouwjaren;Particulier;Overijssel (PV);2020;72088.0;46525.0;24250.0;1082.0;231.0
121;Totaal alle bouwjaren;Particulier;Overijssel (PV);2021;74810.0;48749.0;24798.0;1033.0;230.0
122;Totaal alle bouwjaren;Particulier;Overijssel (PV);2022;76533.0;49702.0;25566.0;1046.0;219.0
123;Totaal alle bouwjaren;Particulier;Overijssel (PV);2023;77684.0;48830.0;27599.0;1041.0;214.0
124;Totaal alle bouwjaren;Particulier;Overijssel (PV);2024;75830.0;43653.0;30887.0;1067.0;223.0
125;Totaal alle bouwjaren;Particulier;Overijssel (PV);2025;73835.0;39518.0;32955.0;1135.0;227.0
126;Totaal alle bouwjaren;Particulier;Flevoland (PV);2019;25006.0;17904.0;6755.0;279.0;68.0
127;Totaal alle bouwjaren;Particulier;Flevoland (PV);2020;25732.0;18900.0;6504.0;277.0;51.0
128;Totaal alle bouwjaren;Particulier;Flevoland (PV);2021;26888.0;20091.0;6449.0;290.0;58.0
129;Totaal alle bouwjaren;Particulier;Flevoland (PV);2022;27976.0;21068.0;6546.0;294.0;68.0
130;Totaal alle bouwjaren;Particulier;Flevoland (PV);2023;28632.0;21271.0;6998.0;293.0;70.0
131;Totaal alle bouwjaren;Particulier;Flevoland (PV);2024;27560.0;19535.0;7640.0;323.0;62.0
132;Totaal alle bouwjaren;Particulier;Flevoland (PV);2025;26356.0;17970.0;7974.0;336.0;76.0
133;Totaal alle bouwjaren;Particulier;Gelderland (PV);2019;129328.0;86093.0;40456.0;2357.0;422.0
134;Totaal alle bouwjaren;Particulier;Gelderland (PV);2020;131466.0;87987.0;40794.0;2269.0;416.0
135;Totaal alle bouwjaren;Particulier;Gelderland (PV);2021;135856.0;91524.0;41666.0;2254.0;412.0
136;Totaal alle bouwjaren;Particulier;Gelderland (PV);2022;138504.0;93097.0;42657.0;2336.0;414.0
137;Totaal alle bouwjaren;Particulier;Gelderland (PV);2023;139648.0;90236.0;46647.0;2357.0;408.0
138;Totaal alle bouwjaren;Particulier;Gelderland (PV);2024;135271.0;78111.0;54245.0;2501.0;414.0
139;Totaal alle bouwjaren;Particulier;Gelderland (PV);2025;130290.0;68972.0;58237.0;2658.0;423.0
140;Totaal alle bouwjaren;Particulier;Utrecht (PV);2019;71664.0;44283.0;26132.0;992.0;257.0
141;Totaal alle bouwjaren;Particulier;Utrecht (PV);2020;72744.0;45106.0;26414.0;973.0;251.0
142;Totaal alle bouwjaren;Particulier;Utrecht (PV);2021;74479.0;46286.0;26989.0;959.0;245.0
143;Totaal alle bouwjaren;Particulier;Utrecht (PV);2022;73792.0;44877.0;27650.0;1017.0;248.0
144;Totaal alle bouwjaren;Particulier;Utrecht (PV);2023;73362.0;41954.0;30119.0;1039.0;250.0
145;Totaal alle bouwjaren;Particulier;Utrecht (PV);2024;70490.0;35122.0;34064.0;1056.0;248.0
146;Totaal alle bouwjaren;Particulier;Utrecht (PV);2025;67769.0;30464.0;35903.0;1163.0;239.0
147;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2019;189736.0;115368.0;71463.0;2257.0;648.0
148;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2020;184016.0;109012.0;72102.0;2238.0;664.0
149;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2021;183758.0;106986.0;73463.0;2634.0;675.0
150;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2022;183201.0;104730.0;74925.0;2867.0;679.0
151;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2023;181544.0;99120.0;78578.0;3161.0;685.0
152;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2024;174041.0;82246.0;87225.0;3887.0;683.0
153;Totaal alle bouwjaren;Particulier;Noord-Holland (PV);2025;166538.0;70853.0;90268.0;4766.0;651.0
154;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2019;245279.0;159831.0;82270.0;2575.0;603.0
155;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2020;249422.0;165166.0;81127.0;2496.0;633.0
156;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2021;255679.0;172542.0;80034.0;2475.0;628.0
157;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2022;258631.0;175823.0;79638.0;2533.0;637.0
158;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2023;260897.0;172786.0;84887.0;2575.0;649.0
159;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2024;254331.0;153947.0;97041.0;2712.0;631.0
160;Totaal alle bouwjaren;Particulier;Zuid-Holland (PV);2025;247748.0;140511.0;103781.0;2815.0;641.0
161;Totaal alle bouwjaren;Particulier;Zeeland (PV);2019;25234.0;13674.0;10933.0;501.0;126.0
162;Totaal alle bouwjaren;Particulier;Zeeland (PV);2020;26260.0;14568.0;11064.0;505.0;123.0
163;Totaal alle bouwjaren;Particulier;Zeeland (PV);2021;28208.0;16325.0;11277.0;475.0;131.0
164;Totaal alle bouwjaren;Particulier;Zeeland (PV);2022;29720.0;17536.0;11544.0;502.0;138.0
165;Totaal alle bouwjaren;Particulier;Zeeland (PV);2023;31200.0;18002.0;12537.0;523.0;138.0
166;Totaal alle bouwjaren;Particulier;Zeeland (PV);2024;31007.0;16482.0;13878.0;510.0;137.0
167;Totaal alle bouwjaren;Particulier;Zeeland (PV);2025;30444.0;15064.0;14733.0;509.0;138.0
168;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2019;162174.0;111510.0;47455.0;2821.0;388.0
169;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2020;164468.0;114095.0;47181.0;2776.0;416.0
170;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2021;171906.0;120562.0;48162.0;2779.0;403.0
171;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2022;176218.0;123636.0;49377.0;2797.0;408.0
172;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2023;177099.0;120224.0;53669.0;2761.0;445.0
173;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2024;171069.0;106180.0;61586.0;2859.0;444.0
174;Totaal alle bouwjaren;Particulier;Noord-Brabant (PV);2025;164047.0;94584.0;66005.0;3003.0;455.0
175;Totaal alle bouwjaren;Particulier;Limburg (PV);2019;80218.0;51794.0;26506.0;1679.0;239.0
176;Totaal alle bouwjaren;Particulier;Limburg (PV);2020;80832.0;52683.0;26265.0;1653.0;231.0
177;Totaal alle bouwjaren;Particulier;Limburg (PV);2021;83159.0;55058.0;26202.0;1671.0;228.0
178;Totaal alle bouwjaren;Particulier;Limburg (PV);2022;84084.0;55679.0;26494.0;1686.0;225.0
179;Totaal alle bouwjaren;Particulier;Limburg (PV);2023;83814.0;54072.0;27843.0;1665.0;234.0
180;Totaal alle bouwjaren;Particulier;Limburg (PV);2024;80076.0;46204.0;31942.0;1699.0;231.0
181;Totaal alle bouwjaren;Particulier;Limburg (PV);2025;76299.0;40905.0;33429.0;1739.0;226.0
182;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2019;16218.0;7852.0;8039.0;297.0;30.0
183;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2020;16811.0;8019.0;8490.0;267.0;35.0
184;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2021;15792.0;7524.0;8002.0;239.0;27.0
185;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2022;15019.0;6988.0;7736.0;276.0;19.0
186;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2023;19101.0;7685.0;11037.0;358.0;21.0
187;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2024;20738.0;5924.0;14342.0;446.0;26.0
188;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Nederland;2025;19684.0;4309.0;14874.0;482.0;19.0
189;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2019;350.0;164.0;179.0;5.0;2.0
190;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2020;374.0;173.0;194.0;7.0;0.0
191;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2021;364.0;166.0;195.0;2.0;1.0
192;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2022;329.0;148.0;173.0;7.0;1.0
193;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2023;453.0;184.0;265.0;4.0;0.0
194;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2024;482.0;114.0;363.0;4.0;1.0
195;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Groningen (PV);2025;427.0;82.0;337.0;6.0;2.0
196;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2019;448.0;148.0;286.0;12.0;2.0
197;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2020;461.0;166.0;286.0;6.0;3.0
198;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2021;432.0;156.0;272.0;4.0;0.0
199;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2022;462.0;168.0;289.0;3.0;2.0
200;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2023;580.0;199.0;371.0;9.0;1.0
201;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2024;649.0;166.0;467.0;15.0;1.0
202;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Fryslân (PV);2025;586.0;140.0;428.0;17.0;1.0
203;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2019;421.0;178.0;232.0;10.0;1.0
204;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2020;418.0;198.0;209.0;10.0;1.0
205;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2021;333.0;173.0;153.0;7.0;0.0
206;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2022;414.0;208.0;198.0;8.0;0.0
207;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2023;523.0;211.0;305.0;7.0;0.0
208;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2024;531.0;149.0;374.0;7.0;1.0
209;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Drenthe (PV);2025;476.0;110.0;355.0;11.0;0.0
210;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2019;1009.0;443.0;542.0;20.0;4.0
211;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2020;1021.0;469.0;531.0;20.0;1.0
212;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2021;971.0;447.0;511.0;12.0;1.0
213;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2022;1018.0;517.0;486.0;13.0;2.0
214;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2023;1167.0;455.0;690.0;18.0;4.0
215;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2024;1295.0;412.0;861.0;21.0;1.0
216;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Overijssel (PV);2025;1276.0;336.0;910.0;28.0;2.0
217;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2019;369.0;213.0;150.0;6.0;0.0
218;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2020;428.0;271.0;151.0;4.0;2.0
219;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2021;398.0;263.0;130.0;5.0;0.0
220;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2022;362.0;229.0;128.0;5.0;0.0
221;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2023;449.0;292.0;152.0;4.0;1.0
222;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2024;486.0;257.0;226.0;3.0;0.0
223;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2025;433.0;200.0;227.0;5.0;1.0
224;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2019;2347.0;1075.0;1153.0;117.0;2.0
225;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2020;2437.0;1096.0;1240.0;97.0;4.0
226;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2021;2243.0;1033.0;1120.0;83.0;7.0
227;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2022;2024.0;872.0;1048.0;101.0;3.0
228;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2023;2550.0;975.0;1447.0;126.0;2.0
229;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2024;2973.0;796.0;1996.0;179.0;2.0
230;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2025;2908.0;553.0;2182.0;170.0;3.0
231;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2019;1487.0;699.0;754.0;27.0;7.0
232;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2020;1525.0;668.0;824.0;28.0;5.0
233;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2021;1387.0;625.0;728.0;30.0;4.0
234;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2022;1210.0;498.0;680.0;31.0;1.0
235;Totaal alle bouwjaren;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2023;1614.0;514.0;1055.0;43.0;2.0
