ID;SIC2008;Periods;VacancyRate_1
1640;L Renting, buying, selling real estate;2015 1st quarter;16.0
1641;L Renting, buying, selling real estate;2015 2nd quarter;20.0
1642;L Renting, buying, selling real estate;2015 3rd quarter;17.0
1643;L Renting, buying, selling real estate;2015 4th quarter;17.0
1644;L Renting, buying, selling real estate;2016 1st quarter;16.0
1645;L Renting, buying, selling real estate;2016 2nd quarter;17.0
1646;L Renting, buying, selling real estate;2016 3rd quarter;16.0
1647;L Renting, buying, selling real estate;2016 4th quarter;17.0
1648;L Renting, buying, selling real estate;2017 1st quarter;19.0
1649;L Renting, buying, selling real estate;2017 2nd quarter;24.0
1650;L Renting, buying, selling real estate;2017 3rd quarter;19.0
1651;L Renting, buying, selling real estate;2017 4th quarter;30.0
1652;L Renting, buying, selling real estate;2018 1st quarter;31.0
1653;L Renting, buying, selling real estate;2018 2nd quarter;34.0
1654;L Renting, buying, selling real estate;2018 3rd quarter;27.0
1655;L Renting, buying, selling real estate;2018 4th quarter;27.0
1656;L Renting, buying, selling real estate;2019 1st quarter;31.0
1657;L Renting, buying, selling real estate;2019 2nd quarter;30.0
1658;L Renting, buying, selling real estate;2019 3rd quarter;36.0
1659;L Renting, buying, selling real estate;2019 4th quarter;33.0
1660;L Renting, buying, selling real estate;2020 1st quarter;21.0
1661;L Renting, buying, selling real estate;2020 2nd quarter;23.0
1662;L Renting, buying, selling real estate;2020 3rd quarter;20.0
1663;L Renting, buying, selling real estate;2020 4th quarter;21.0
1664;L Renting, buying, selling real estate;2021 1st quarter;24.0
1665;L Renting, buying, selling real estate;2021 2nd quarter;32.0
1666;L Renting, buying, selling real estate;2021 3rd quarter;35.0
1667;L Renting, buying, selling real estate;2021 4th quarter;32.0
1668;L Renting, buying, selling real estate;2022 1st quarter;52.0
1669;L Renting, buying, selling real estate;2022 2nd quarter;58.0
1670;L Renting, buying, selling real estate;2022 3rd quarter;54.0
1671;L Renting, buying, selling real estate;2022 4th quarter;45.0
1672;L Renting, buying, selling real estate;2023 1st quarter;45.0
1673;L Renting, buying, selling real estate;2023 2nd quarter;40.0
1674;L Renting, buying, selling real estate;2023 3rd quarter;36.0
1675;L Renting, buying, selling real estate;2023 4th quarter;40.0
1676;L Renting, buying, selling real estate;2024 1st quarter;42.0
1677;L Renting, buying, selling real estate;2024 2nd quarter;35.0
1678;L Renting, buying, selling real estate;2024 3rd quarter;41.0
1679;L Renting, buying, selling real estate;2024 4th quarter;41.0
1680;M-N Business services;1997 1st quarter;15.0
1681;M-N Business services;1997 2nd quarter;15.0
1682;M-N Business services;1997 3rd quarter;14.0
1683;M-N Business services;1997 4th quarter;18.0
1684;M-N Business services;1998 1st quarter;20.0
1685;M-N Business services;1998 2nd quarter;24.0
1686;M-N Business services;1998 3rd quarter;19.0
1687;M-N Business services;1998 4th quarter;19.0
1688;M-N Business services;1999 1st quarter;21.0
1689;M-N Business services;1999 2nd quarter;25.0
1690;M-N Business services;1999 3rd quarter;23.0
1691;M-N Business services;1999 4th quarter;27.0
1692;M-N Business services;2000 1st quarter;34.0
1693;M-N Business services;2000 2nd quarter;33.0
1694;M-N Business services;2000 3rd quarter;28.0
1695;M-N Business services;2000 4th quarter;33.0
1696;M-N Business services;2001 1st quarter;36.0
1697;M-N Business services;2001 2nd quarter;37.0
1698;M-N Business services;2001 3rd quarter;26.0
1699;M-N Business services;2001 4th quarter;24.0
1700;M-N Business services;2002 1st quarter;28.0
1701;M-N Business services;2002 2nd quarter;23.0
1702;M-N Business services;2002 3rd quarter;17.0
1703;M-N Business services;2002 4th quarter;19.0
1704;M-N Business services;2003 1st quarter;21.0
1705;M-N Business services;2003 2nd quarter;20.0
1706;M-N Business services;2003 3rd quarter;12.0
1707;M-N Business services;2003 4th quarter;15.0
1708;M-N Business services;2004 1st quarter;22.0
1709;M-N Business services;2004 2nd quarter;23.0
1710;M-N Business services;2004 3rd quarter;17.0
1711;M-N Business services;2004 4th quarter;21.0
1712;M-N Business services;2005 1st quarter;29.0
1713;M-N Business services;2005 2nd quarter;27.0
1714;M-N Business services;2005 3rd quarter;26.0
1715;M-N Business services;2005 4th quarter;25.0
1716;M-N Business services;2006 1st quarter;31.0
1717;M-N Business services;2006 2nd quarter;36.0
1718;M-N Business services;2006 3rd quarter;36.0
1719;M-N Business services;2006 4th quarter;35.0
1720;M-N Business services;2007 1st quarter;37.0
1721;M-N Business services;2007 2nd quarter;36.0
1722;M-N Business services;2007 3rd quarter;32.0
1723;M-N Business services;2007 4th quarter;34.0
1724;M-N Business services;2008 1st quarter;35.0
1725;M-N Business services;2008 2nd quarter;33.0
1726;M-N Business services;2008 3rd quarter;30.0
1727;M-N Business services;2008 4th quarter;25.0
1728;M-N Business services;2009 1st quarter;20.0
1729;M-N Business services;2009 2nd quarter;20.0
1730;M-N Business services;2009 3rd quarter;15.0
1731;M-N Business services;2009 4th quarter;15.0
1732;M-N Business services;2010 1st quarter;14.0
1733;M-N Business services;2010 2nd quarter;15.0
1734;M-N Business services;2010 3rd quarter;15.0
1735;M-N Business services;2010 4th quarter;16.0
1736;M-N Business services;2011 1st quarter;18.0
1737;M-N Business services;2011 2nd quarter;17.0
1738;M-N Business services;2011 3rd quarter;15.0
1739;M-N Business services;2011 4th quarter;14.0
1740;M-N Business services;2012 1st quarter;16.0
1741;M-N Business services;2012 2nd quarter;15.0
1742;M-N Business services;2012 3rd quarter;14.0
1743;M-N Business services;2012 4th quarter;13.0
1744;M-N Business services;2013 1st quarter;13.0
1745;M-N Business services;2013 2nd quarter;12.0
1746;M-N Business services;2013 3rd quarter;13.0
1747;M-N Business services;2013 4th quarter;13.0
1748;M-N Business services;2014 1st quarter;14.0
1749;M-N Business services;2014 2nd quarter;15.0
1750;M-N Business services;2014 3rd quarter;15.0
1751;M-N Business services;2014 4th quarter;16.0
1752;M-N Business services;2015 1st quarter;18.0
1753;M-N Business services;2015 2nd quarter;17.0
1754;M-N Business services;2015 3rd quarter;16.0
1755;M-N Business services;2015 4th quarter;18.0
1756;M-N Business services;2016 1st quarter;20.0
1757;M-N Business services;2016 2nd quarter;19.0
1758;M-N Business services;2016 3rd quarter;17.0
1759;M-N Business services;2016 4th quarter;17.0
1760;M-N Business services;2017 1st quarter;20.0
1761;M-N Business services;2017 2nd quarter;21.0
1762;M-N Business services;2017 3rd quarter;21.0
1763;M-N Business services;2017 4th quarter;22.0
1764;M-N Business services;2018 1st quarter;24.0
1765;M-N Business services;2018 2nd quarter;25.0
1766;M-N Business services;2018 3rd quarter;24.0
1767;M-N Business services;2018 4th quarter;24.0
1768;M-N Business services;2019 1st quarter;27.0
1769;M-N Business services;2019 2nd quarter;28.0
1770;M-N Business services;2019 3rd quarter;28.0
1771;M-N Business services;2019 4th quarter;27.0
1772;M-N Business services;2020 1st quarter;23.0
1773;M-N Business services;2020 2nd quarter;21.0
1774;M-N Business services;2020 3rd quarter;22.0
1775;M-N Business services;2020 4th quarter;22.0
1776;M-N Business services;2021 1st quarter;28.0
1777;M-N Business services;2021 2nd quarter;33.0
1778;M-N Business services;2021 3rd quarter;35.0
1779;M-N Business services;2021 4th quarter;36.0
1780;M-N Business services;2022 1st quarter;43.0
1781;M-N Business services;2022 2nd quarter;43.0
1782;M-N Business services;2022 3rd quarter;42.0
1783;M-N Business services;2022 4th quarter;40.0
1784;M-N Business services;2023 1st quarter;43.0
1785;M-N Business services;2023 2nd quarter;43.0
1786;M-N Business services;2023 3rd quarter;41.0
1787;M-N Business services;2023 4th quarter;38.0
1788;M-N Business services;2024 1st quarter;41.0
1789;M-N Business services;2024 2nd quarter;41.0
1790;M-N Business services;2024 3rd quarter;40.0
1791;M-N Business services;2024 4th quarter;38.0
1792;M Other specialised business services;1997 1st quarter;
1793;M Other specialised business services;1997 2nd quarter;
1794;M Other specialised business services;1997 3rd quarter;
1795;M Other specialised business services;1997 4th quarter;
1796;M Other specialised business services;1998 1st quarter;
1797;M Other specialised business services;1998 2nd quarter;
1798;M Other specialised business services;1998 3rd quarter;
1799;M Other specialised business services;1998 4th quarter;
1800;M Other specialised business services;1999 1st quarter;
1801;M Other specialised business services;1999 2nd quarter;
1802;M Other specialised business services;1999 3rd quarter;
1803;M Other specialised business services;1999 4th quarter;
1804;M Other specialised business services;2000 1st quarter;
1805;M Other specialised business services;2000 2nd quarter;
1806;M Other specialised business services;2000 3rd quarter;
1807;M Other specialised business services;2000 4th quarter;
1808;M Other specialised business services;2001 1st quarter;46.0
1809;M Other specialised business services;2001 2nd quarter;49.0
1810;M Other specialised business services;2001 3rd quarter;36.0
1811;M Other specialised business services;2001 4th quarter;31.0
1812;M Other specialised business services;2002 1st quarter;36.0
1813;M Other specialised business services;2002 2nd quarter;28.0
1814;M Other specialised business services;2002 3rd quarter;24.0
1815;M Other specialised business services;2002 4th quarter;24.0
1816;M Other specialised business services;2003 1st quarter;28.0
1817;M Other specialised business services;2003 2nd quarter;28.0
1818;M Other specialised business services;2003 3rd quarter;16.0
1819;M Other specialised business services;2003 4th quarter;19.0
1820;M Other specialised business services;2004 1st quarter;29.0
1821;M Other specialised business services;2004 2nd quarter;30.0
1822;M Other specialised business services;2004 3rd quarter;25.0
1823;M Other specialised business services;2004 4th quarter;30.0
1824;M Other specialised business services;2005 1st quarter;43.0
1825;M Other specialised business services;2005 2nd quarter;40.0
1826;M Other specialised business services;2005 3rd quarter;39.0
1827;M Other specialised business services;2005 4th quarter;41.0
1828;M Other specialised business services;2006 1st quarter;47.0
1829;M Other specialised business services;2006 2nd quarter;55.0
1830;M Other specialised business services;2006 3rd quarter;58.0
1831;M Other specialised business services;2006 4th quarter;59.0
1832;M Other specialised business services;2007 1st quarter;60.0
1833;M Other specialised business services;2007 2nd quarter;62.0
1834;M Other specialised business services;2007 3rd quarter;58.0
1835;M Other specialised business services;2007 4th quarter;58.0
1836;M Other specialised business services;2008 1st quarter;59.0
1837;M Other specialised business services;2008 2nd quarter;54.0
1838;M Other specialised business services;2008 3rd quarter;52.0
1839;M Other specialised business services;2008 4th quarter;42.0
1840;M Other specialised business services;2009 1st quarter;31.0
1841;M Other specialised business services;2009 2nd quarter;25.0
1842;M Other specialised business services;2009 3rd quarter;24.0
1843;M Other specialised business services;2009 4th quarter;24.0
1844;M Other specialised business services;2010 1st quarter;22.0
1845;M Other specialised business services;2010 2nd quarter;24.0
1846;M Other specialised business services;2010 3rd quarter;25.0
1847;M Other specialised business services;2010 4th quarter;26.0
1848;M Other specialised business services;2011 1st quarter;29.0
1849;M Other specialised business services;2011 2nd quarter;27.0
1850;M Other specialised business services;2011 3rd quarter;27.0
1851;M Other specialised business services;2011 4th quarter;25.0
1852;M Other specialised business services;2012 1st quarter;26.0
1853;M Other specialised business services;2012 2nd quarter;25.0
1854;M Other specialised business services;2012 3rd quarter;24.0
1855;M Other specialised business services;2012 4th quarter;23.0
1856;M Other specialised business services;2013 1st quarter;23.0
1857;M Other specialised business services;2013 2nd quarter;22.0
1858;M Other specialised business services;2013 3rd quarter;23.0
1859;M Other specialised business services;2013 4th quarter;23.0
1860;M Other specialised business services;2014 1st quarter;25.0
1861;M Other specialised business services;2014 2nd quarter;27.0
1862;M Other specialised business services;2014 3rd quarter;27.0
1863;M Other specialised business services;2014 4th quarter;30.0
1864;M Other specialised business services;2015 1st quarter;32.0
1865;M Other specialised business services;2015 2nd quarter;32.0
1866;M Other specialised business services;2015 3rd quarter;31.0
1867;M Other specialised business services;2015 4th quarter;33.0
1868;M Other specialised business services;2016 1st quarter;35.0
1869;M Other specialised business services;2016 2nd quarter;35.0
1870;M Other specialised business services;2016 3rd quarter;32.0
1871;M Other specialised business services;2016 4th quarter;33.0
1872;M Other specialised business services;2017 1st quarter;37.0
1873;M Other specialised business services;2017 2nd quarter;38.0
1874;M Other specialised business services;2017 3rd quarter;38.0
1875;M Other specialised business services;2017 4th quarter;42.0
1876;M Other specialised business services;2018 1st quarter;43.0
1877;M Other specialised business services;2018 2nd quarter;43.0
1878;M Other specialised business services;2018 3rd quarter;43.0
1879;M Other specialised business services;2018 4th quarter;42.0
1880;M Other specialised business services;2019 1st quarter;46.0
1881;M Other specialised business services;2019 2nd quarter;47.0
1882;M Other specialised business services;2019 3rd quarter;46.0
1883;M Other specialised business services;2019 4th quarter;44.0
1884;M Other specialised business services;2020 1st quarter;36.0
1885;M Other specialised business services;2020 2nd quarter;30.0
1886;M Other specialised business services;2020 3rd quarter;34.0
1887;M Other specialised business services;2020 4th quarter;35.0
1888;M Other specialised business services;2021 1st quarter;45.0
1889;M Other specialised business services;2021 2nd quarter;51.0
1890;M Other specialised business services;2021 3rd quarter;57.0
1891;M Other specialised business services;2021 4th quarter;59.0
1892;M Other specialised business services;2022 1st quarter;70.0
1893;M Other specialised business services;2022 2nd quarter;70.0
1894;M Other specialised business services;2022 3rd quarter;67.0
1895;M Other specialised business services;2022 4th quarter;63.0
1896;M Other specialised business services;2023 1st quarter;64.0
1897;M Other specialised business services;2023 2nd quarter;63.0
1898;M Other specialised business services;2023 3rd quarter;61.0
1899;M Other specialised business services;2023 4th quarter;57.0
1900;M Other specialised business services;2024 1st quarter;58.0
1901;M Other specialised business services;2024 2nd quarter;57.0
1902;M Other specialised business services;2024 3rd quarter;54.0
1903;M Other specialised business services;2024 4th quarter;52.0
1904;N Renting and other business support;1997 1st quarter;12.0
1905;N Renting and other business support;1997 2nd quarter;10.0
1906;N Renting and other business support;1997 3rd quarter;10.0
1907;N Renting and other business support;1997 4th quarter;11.0
1908;N Renting and other business support;1998 1st quarter;12.0
1909;N Renting and other business support;1998 2nd quarter;19.0
1910;N Renting and other business support;1998 3rd quarter;14.0
1911;N Renting and other business support;1998 4th quarter;14.0
1912;N Renting and other business support;1999 1st quarter;15.0
1913;N Renting and other business support;1999 2nd quarter;18.0
1914;N Renting and other business support;1999 3rd quarter;17.0
1915;N Renting and other business support;1999 4th quarter;17.0
1916;N Renting and other business support;2000 1st quarter;25.0
1917;N Renting and other business support;2000 2nd quarter;25.0
1918;N Renting and other business support;2000 3rd quarter;22.0
1919;N Renting and other business support;2000 4th quarter;23.0
1920;N Renting and other business support;2001 1st quarter;30.0
1921;N Renting and other business support;2001 2nd quarter;30.0
1922;N Renting and other business support;2001 3rd quarter;20.0
1923;N Renting and other business support;2001 4th quarter;19.0
1924;N Renting and other business support;2002 1st quarter;22.0
1925;N Renting and other business support;2002 2nd quarter;20.0
1926;N Renting and other business support;2002 3rd quarter;13.0
1927;N Renting and other business support;2002 4th quarter;15.0
1928;N Renting and other business support;2003 1st quarter;16.0
1929;N Renting and other business support;2003 2nd quarter;14.0
1930;N Renting and other business support;2003 3rd quarter;10.0
1931;N Renting and other business support;2003 4th quarter;12.0
1932;N Renting and other business support;2004 1st quarter;17.0
1933;N Renting and other business support;2004 2nd quarter;18.0
1934;N Renting and other business support;2004 3rd quarter;12.0
1935;N Renting and other business support;2004 4th quarter;15.0
1936;N Renting and other business support;2005 1st quarter;19.0
1937;N Renting and other business support;2005 2nd quarter;19.0
1938;N Renting and other business support;2005 3rd quarter;18.0
1939;N Renting and other business support;2005 4th quarter;16.0
1940;N Renting and other business support;2006 1st quarter;21.0
1941;N Renting and other business support;2006 2nd quarter;23.0
1942;N Renting and other business support;2006 3rd quarter;23.0
1943;N Renting and other business support;2006 4th quarter;21.0
1944;N Renting and other business support;2007 1st quarter;23.0
1945;N Renting and other business support;2007 2nd quarter;20.0
1946;N Renting and other business support;2007 3rd quarter;18.0
1947;N Renting and other business support;2007 4th quarter;20.0
1948;N Renting and other business support;2008 1st quarter;20.0
1949;N Renting and other business support;2008 2nd quarter;20.0
1950;N Renting and other business support;2008 3rd quarter;18.0
1951;N Renting and other business support;2008 4th quarter;15.0
1952;N Renting and other business support;2009 1st quarter;13.0
1953;N Renting and other business support;2009 2nd quarter;11.0
1954;N Renting and other business support;2009 3rd quarter;10.0
1955;N Renting and other business support;2009 4th quarter;10.0
1956;N Renting and other business support;2010 1st quarter;9.0
1957;N Renting and other business support;2010 2nd quarter;10.0
1958;N Renting and other business support;2010 3rd quarter;9.0
1959;N Renting and other business support;2010 4th quarter;10.0
1960;N Renting and other business support;2011 1st quarter;11.0
1961;N Renting and other business support;2011 2nd quarter;11.0
1962;N Renting and other business support;2011 3rd quarter;9.0
1963;N Renting and other business support;2011 4th quarter;8.0
1964;N Renting and other business support;2012 1st quarter;9.0
1965;N Renting and other business support;2012 2nd quarter;9.0
1966;N Renting and other business support;2012 3rd quarter;8.0
1967;N Renting and other business support;2012 4th quarter;8.0
1968;N Renting and other business support;2013 1st quarter;8.0
1969;N Renting and other business support;2013 2nd quarter;7.0
1970;N Renting and other business support;2013 3rd quarter;7.0
1971;N Renting and other business support;2013 4th quarter;8.0
1972;N Renting and other business support;2014 1st quarter;8.0
1973;N Renting and other business support;2014 2nd quarter;9.0
1974;N Renting and other business support;2014 3rd quarter;8.0
1975;N Renting and other business support;2014 4th quarter;8.0
1976;N Renting and other business support;2015 1st quarter;10.0
1977;N Renting and other business support;2015 2nd quarter;10.0
1978;N Renting and other business support;2015 3rd quarter;9.0
1979;N Renting and other business support;2015 4th quarter;10.0
1980;N Renting and other business support;2016 1st quarter;12.0
1981;N Renting and other business support;2016 2nd quarter;11.0
1982;N Renting and other business support;2016 3rd quarter;10.0
1983;N Renting and other business support;2016 4th quarter;10.0
1984;N Renting and other business support;2017 1st quarter;12.0
1985;N Renting and other business support;2017 2nd quarter;13.0
1986;N Renting and other business support;2017 3rd quarter;13.0
1987;N Renting and other business support;2017 4th quarter;13.0
1988;N Renting and other business support;2018 1st quarter;15.0
1989;N Renting and other business support;2018 2nd quarter;16.0
1990;N Renting and other business support;2018 3rd quarter;15.0
1991;N Renting and other business support;2018 4th quarter;15.0
1992;N Renting and other business support;2019 1st quarter;17.0
1993;N Renting and other business support;2019 2nd quarter;18.0
1994;N Renting and other business support;2019 3rd quarter;18.0
1995;N Renting and other business support;2019 4th quarter;18.0
1996;N Renting and other business support;2020 1st quarter;15.0
1997;N Renting and other business support;2020 2nd quarter;15.0
1998;N Renting and other business support;2020 3rd quarter;15.0
1999;N Renting and other business support;2020 4th quarter;14.0
2000;N Renting and other business support;2021 1st quarter;17.0
2001;N Renting and other business support;2021 2nd quarter;22.0
2002;N Renting and other business support;2021 3rd quarter;23.0
2003;N Renting and other business support;2021 4th quarter;23.0
2004;N Renting and other business support;2022 1st quarter;28.0
2005;N Renting and other business support;2022 2nd quarter;28.0
2006;N Renting and other business support;2022 3rd quarter;27.0
2007;N Renting and other business support;2022 4th quarter;27.0
2008;N Renting and other business support;2023 1st quarter;30.0
2009;N Renting and other business support;2023 2nd quarter;30.0
2010;N Renting and other business support;2023 3rd quarter;28.0
2011;N Renting and other business support;2023 4th quarter;26.0
2012;N Renting and other business support;2024 1st quarter;29.0
2013;N Renting and other business support;2024 2nd quarter;30.0
2014;N Renting and other business support;2024 3rd quarter;30.0
2015;N Renting and other business support;2024 4th quarter;28.0
2016;O-U Noncommercial services;1997 1st quarter;11.0
2017;O-U Noncommercial services;1997 2nd quarter;12.0
2018;O-U Noncommercial services;1997 3rd quarter;11.0
2019;O-U Noncommercial services;1997 4th quarter;12.0
2020;O-U Noncommercial services;1998 1st quarter;15.0
2021;O-U Noncommercial services;1998 2nd quarter;17.0
2022;O-U Noncommercial services;1998 3rd quarter;15.0
2023;O-U Noncommercial services;1998 4th quarter;16.0
2024;O-U Noncommercial services;1999 1st quarter;17.0
2025;O-U Noncommercial services;1999 2nd quarter;19.0
2026;O-U Noncommercial services;1999 3rd quarter;17.0
2027;O-U Noncommercial services;1999 4th quarter;19.0
2028;O-U Noncommercial services;2000 1st quarter;21.0
2029;O-U Noncommercial services;2000 2nd quarter;21.0
2030;O-U Noncommercial services;2000 3rd quarter;18.0
2031;O-U Noncommercial services;2000 4th quarter;21.0
2032;O-U Noncommercial services;2001 1st quarter;22.0
2033;O-U Noncommercial services;2001 2nd quarter;23.0
2034;O-U Noncommercial services;2001 3rd quarter;20.0
2035;O-U Noncommercial services;2001 4th quarter;20.0
2036;O-U Noncommercial services;2002 1st quarter;21.0
2037;O-U Noncommercial services;2002 2nd quarter;19.0
2038;O-U Noncommercial services;2002 3rd quarter;15.0
2039;O-U Noncommercial services;2002 4th quarter;16.0
2040;O-U Noncommercial services;2003 1st quarter;14.0
2041;O-U Noncommercial services;2003 2nd quarter;15.0
2042;O-U Noncommercial services;2003 3rd quarter;11.0
2043;O-U Noncommercial services;2003 4th quarter;11.0
2044;O-U Noncommercial services;2004 1st quarter;13.0
2045;O-U Noncommercial services;2004 2nd quarter;15.0
2046;O-U Noncommercial services;2004 3rd quarter;12.0
2047;O-U Noncommercial services;2004 4th quarter;12.0
2048;O-U Noncommercial services;2005 1st quarter;14.0
2049;O-U Noncommercial services;2005 2nd quarter;15.0
2050;O-U Noncommercial services;2005 3rd quarter;13.0
2051;O-U Noncommercial services;2005 4th quarter;15.0
2052;O-U Noncommercial services;2006 1st quarter;17.0
2053;O-U Noncommercial services;2006 2nd quarter;19.0
2054;O-U Noncommercial services;2006 3rd quarter;17.0
2055;O-U Noncommercial services;2006 4th quarter;19.0
2056;O-U Noncommercial services;2007 1st quarter;20.0
2057;O-U Noncommercial services;2007 2nd quarter;22.0
2058;O-U Noncommercial services;2007 3rd quarter;21.0
2059;O-U Noncommercial services;2007 4th quarter;21.0
2060;O-U Noncommercial services;2008 1st quarter;22.0
2061;O-U Noncommercial services;2008 2nd quarter;24.0
2062;O-U Noncommercial services;2008 3rd quarter;25.0
2063;O-U Noncommercial services;2008 4th quarter;23.0
2064;O-U Noncommercial services;2009 1st quarter;21.0
2065;O-U Noncommercial services;2009 2nd quarter;16.0
2066;O-U Noncommercial services;2009 3rd quarter;17.0
2067;O-U Noncommercial services;2009 4th quarter;16.0
2068;O-U Noncommercial services;2010 1st quarter;13.0
2069;O-U Noncommercial services;2010 2nd quarter;13.0
2070;O-U Noncommercial services;2010 3rd quarter;12.0
2071;O-U Noncommercial services;2010 4th quarter;11.0
2072;O-U Noncommercial services;2011 1st quarter;12.0
2073;O-U Noncommercial services;2011 2nd quarter;13.0
2074;O-U Noncommercial services;2011 3rd quarter;11.0
2075;O-U Noncommercial services;2011 4th quarter;11.0
2076;O-U Noncommercial services;2012 1st quarter;11.0
2077;O-U Noncommercial services;2012 2nd quarter;11.0
2078;O-U Noncommercial services;2012 3rd quarter;10.0
2079;O-U Noncommercial services;2012 4th quarter;9.0
2080;O-U Noncommercial services;2013 1st quarter;9.0
2081;O-U Noncommercial services;2013 2nd quarter;9.0
2082;O-U Noncommercial services;2013 3rd quarter;8.0
2083;O-U Noncommercial services;2013 4th quarter;8.0
2084;O-U Noncommercial services;2014 1st quarter;9.0
2085;O-U Noncommercial services;2014 2nd quarter;10.0
2086;O-U Noncommercial services;2014 3rd quarter;10.0
2087;O-U Noncommercial services;2014 4th quarter;10.0
2088;O-U Noncommercial services;2015 1st quarter;11.0
2089;O-U Noncommercial services;2015 2nd quarter;12.0
2090;O-U Noncommercial services;2015 3rd quarter;11.0
2091;O-U Noncommercial services;2015 4th quarter;12.0
2092;O-U Noncommercial services;2016 1st quarter;14.0
2093;O-U Noncommercial services;2016 2nd quarter;16.0
2094;O-U Noncommercial services;2016 3rd quarter;15.0
2095;O-U Noncommercial services;2016 4th quarter;16.0
2096;O-U Noncommercial services;2017 1st quarter;18.0
2097;O-U Noncommercial services;2017 2nd quarter;20.0
2098;O-U Noncommercial services;2017 3rd quarter;19.0
2099;O-U Noncommercial services;2017 4th quarter;20.0
2100;O-U Noncommercial services;2018 1st quarter;21.0
2101;O-U Noncommercial services;2018 2nd quarter;22.0
2102;O-U Noncommercial services;2018 3rd quarter;22.0
2103;O-U Noncommercial services;2018 4th quarter;23.0
2104;O-U Noncommercial services;2019 1st quarter;24.0
2105;O-U Noncommercial services;2019 2nd quarter;26.0
2106;O-U Noncommercial services;2019 3rd quarter;25.0
2107;O-U Noncommercial services;2019 4th quarter;26.0
2108;O-U Noncommercial services;2020 1st quarter;23.0
2109;O-U Noncommercial services;2020 2nd quarter;22.0
2110;O-U Noncommercial services;2020 3rd quarter;22.0
2111;O-U Noncommercial services;2020 4th quarter;22.0
2112;O-U Noncommercial services;2021 1st quarter;24.0
2113;O-U Noncommercial services;2021 2nd quarter;29.0
2114;O-U Noncommercial services;2021 3rd quarter;31.0
2115;O-U Noncommercial services;2021 4th quarter;32.0
2116;O-U Noncommercial services;2022 1st quarter;36.0
2117;O-U Noncommercial services;2022 2nd quarter;40.0
2118;O-U Noncommercial services;2022 3rd quarter;39.0
2119;O-U Noncommercial services;2022 4th quarter;38.0
2120;O-U Noncommercial services;2023 1st quarter;40.0
2121;O-U Noncommercial services;2023 2nd quarter;40.0
2122;O-U Noncommercial services;2023 3rd quarter;39.0
2123;O-U Noncommercial services;2023 4th quarter;37.0
2124;O-U Noncommercial services;2024 1st quarter;40.0
2125;O-U Noncommercial services;2024 2nd quarter;40.0
2126;O-U Noncommercial services;2024 3rd quarter;37.0
2127;O-U Noncommercial services;2024 4th quarter;36.0
2128;O Public administration and services;1997 1st quarter;13.0
2129;O Public administration and services;1997 2nd quarter;17.0
2130;O Public administration and services;1997 3rd quarter;16.0
2131;O Public administration and services;1997 4th quarter;15.0
2132;O Public administration and services;1998 1st quarter;17.0
2133;O Public administration and services;1998 2nd quarter;19.0
2134;O Public administration and services;1998 3rd quarter;17.0
2135;O Public administration and services;1998 4th quarter;18.0
2136;O Public administration and services;1999 1st quarter;20.0
2137;O Public administration and services;1999 2nd quarter;22.0
2138;O Public administration and services;1999 3rd quarter;21.0
2139;O Public administration and services;1999 4th quarter;23.0
2140;O Public administration and services;2000 1st quarter;21.0
2141;O Public administration and services;2000 2nd quarter;22.0
2142;O Public administration and services;2000 3rd quarter;19.0
2143;O Public administration and services;2000 4th quarter;21.0
2144;O Public administration and services;2001 1st quarter;21.0
2145;O Public administration and services;2001 2nd quarter;21.0
2146;O Public administration and services;2001 3rd quarter;20.0
2147;O Public administration and services;2001 4th quarter;21.0
2148;O Public administration and services;2002 1st quarter;21.0
2149;O Public administration and services;2002 2nd quarter;19.0
2150;O Public administration and services;2002 3rd quarter;15.0
2151;O Public administration and services;2002 4th quarter;17.0
2152;O Public administration and services;2003 1st quarter;14.0
2153;O Public administration and services;2003 2nd quarter;14.0
2154;O Public administration and services;2003 3rd quarter;12.0
2155;O Public administration and services;2003 4th quarter;12.0
2156;O Public administration and services;2004 1st quarter;13.0
2157;O Public administration and services;2004 2nd quarter;16.0
2158;O Public administration and services;2004 3rd quarter;10.0
2159;O Public administration and services;2004 4th quarter;15.0
2160;O Public administration and services;2005 1st quarter;14.0
2161;O Public administration and services;2005 2nd quarter;15.0
2162;O Public administration and services;2005 3rd quarter;11.0
2163;O Public administration and services;2005 4th quarter;16.0
2164;O Public administration and services;2006 1st quarter;16.0
2165;O Public administration and services;2006 2nd quarter;15.0
2166;O Public administration and services;2006 3rd quarter;16.0
2167;O Public administration and services;2006 4th quarter;19.0
2168;O Public administration and services;2007 1st quarter;20.0
2169;O Public administration and services;2007 2nd quarter;19.0
2170;O Public administration and services;2007 3rd quarter;18.0
2171;O Public administration and services;2007 4th quarter;19.0
2172;O Public administration and services;2008 1st quarter;21.0
2173;O Public administration and services;2008 2nd quarter;24.0
2174;O Public administration and services;2008 3rd quarter;38.0
2175;O Public administration and services;2008 4th quarter;37.0
2176;O Public administration and services;2009 1st quarter;35.0
2177;O Public administration and services;2009 2nd quarter;33.0
2178;O Public administration and services;2009 3rd quarter;26.0
2179;O Public administration and services;2009 4th quarter;27.0
2180;O Public administration and services;2010 1st quarter;12.0
2181;O Public administration and services;2010 2nd quarter;11.0
2182;O Public administration and services;2010 3rd quarter;9.0
2183;O Public administration and services;2010 4th quarter;9.0
