ID;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemingengroep_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;DeelnemingenTotaal_5;DeelnemingenBinnenland_6;DeelnemingenBuitenland_7;LanglopendeVorderingen_8;Voorraden_9;KortlopendeVorderingen_10;Handelsdebiteuren_11;LiquideMiddelen_12;EigenVermogen_13;BelangVanDerden_14;Egalisatierekening_15;Voorzieningen_16;LanglopendeSchulden_17;KortlopendeSchulden_18;Handelscrediteuren_19;NettoOmzet_20;LoonSalarisEnSocialePremies_21;Afschrijvingen_22;KostenVanDeOmzet_23;Bedrijfsresultaat_24;Rentebaten_25;Rentelasten_26;OverigeFinancieleResultaten_27;ResultaatUitDeelnemingenTotaal_28;ResultaatUitDeelnemingenBinnenland_29;ResultaatUitDeelnemingenBuitenland_30;BuitengewoneBatenEnLastenSaldo_31;BuitengewoneBaten_32;BuitengewoneLasten_33;ResultaatVoorBelastingen_34;Vennootschapsbelasting_35;AandeelVanDerden_36;ResultaatNetto_37;Winstuitkeringen_38
22;Totaal, exclusief financiële sector;2021;466174.0;3926371.2;264645.0;553470.2;1488547.5;208518.5;1280029.0;490137.9;165230.2;504226.8;174650.8;285462.7;2178254.6;15527.0;4377.6;63965.6;900038.6;611993.7;152214.0;1842893.9;275194.7;59665.0;1384994.8;123039.3;13488.3;28380.1;8119.0;174136.7;55467.6;118669.1;2334.1;4774.1;2439.9;292737.4;27427.0;-2075.3;263235.1;113934.2
23;Totaal, exclusief financiële sector;2022;493524.0;4341824.0;236589.8;617612.8;1698991.9;225295.2;1473696.7;494078.6;214558.2;564933.3;208032.9;307026.3;2409075.4;14379.5;4697.1;66804.9;949789.5;714015.6;183061.9;2306293.1;319179.7;67165.3;1762848.4;157099.7;18116.0;33763.3;-5259.6;197762.2;51945.6;145816.6;1056.6;5053.0;3996.4;335011.5;37163.5;-1260.4;296587.6;218162.2
24;A-F Landbouw en nijverheid;2011;57476.0;813786.7;42707.9;144446.6;298509.2;19775.2;278735.3;85790.1;47351.1;108052.3;49159.0;37770.4;388099.2;6241.6;3004.1;26290.4;209239.6;140189.3;40722.4;505051.4;64011.3;16727.4;393681.3;30631.5;4750.4;12065.5;3132.3;37275.5;3703.8;33571.7;-251.9;347.8;599.7;63472.3;6371.4;-852.8;56248.1;31481.4
25;A-F Landbouw en nijverheid;2012;57773.0;841141.6;39865.5;141990.0;318362.1;27274.5;291119.4;94285.6;49731.7;106360.6;48752.4;41793.7;405297.9;7087.2;2573.0;27402.4;205695.9;152287.4;40797.8;511901.4;65176.9;16720.1;407745.3;22259.2;5697.4;12191.6;-3501.0;38656.9;7205.1;31451.9;-146.8;316.5;463.3;50774.1;5110.2;-2010.4;43653.5;30745.4
26;A-F Landbouw en nijverheid;2013;58899.0;935524.9;50158.7;146886.8;347945.0;28771.6;319173.4;115317.5;53505.3;121490.1;51681.8;48539.6;427665.6;8221.3;2637.2;28546.9;260272.9;164908.8;43272.1;528562.7;65310.1;16331.3;424879.3;22042.1;6151.8;13490.3;-64.5;35689.9;4300.6;31389.2;-190.2;313.9;504.2;50138.7;6471.7;-974.7;42692.4;31402.5
27;A-F Landbouw en nijverheid;2014;59969.0;998109.6;45665.8;152082.5;364802.5;17679.3;347241.7;145344.5;52878.8;132946.3;52178.0;52211.2;452781.4;6760.9;2757.0;33474.8;282214.1;176193.8;43929.3;547157.4;67068.5;16364.3;436934.4;26790.3;8479.0;14397.1;635.7;27595.8;3290.8;24305.0;-34.1;389.8;423.9;49069.6;6978.1;-988.9;41102.6;36710.3
28;A-F Landbouw en nijverheid;2015;60585.0;1112699.5;58510.4;151538.0;419744.2;30231.2;389513.0;173380.2;50792.3;145963.5;46505.2;66265.7;517013.7;12271.5;2857.3;29997.4;320416.6;188803.1;41340.1;520515.1;65772.1;15941.7;405706.9;33094.4;10467.8;17070.0;869.3;25352.7;5064.8;20287.9;-449.6;415.7;865.2;52264.7;5357.6;-2104.9;44802.1;30266.4
29;A-F Landbouw en nijverheid;2016;63478.0;1206812.0;56372.9;159823.3;476860.1;18498.5;458361.6;192365.5;54126.0;144408.3;49303.3;73552.7;585576.8;8767.1;2956.7;31925.2;345855.1;187662.8;44068.3;517054.9;69440.7;17263.7;399839.3;30511.1;10322.8;15891.6;2134.1;21358.8;3542.0;17816.7;-722.1;357.2;1079.3;47713.1;5259.7;-2130.7;40322.7;31969.8
30;A-F Landbouw en nijverheid;2017;65016.0;1317157.9;67678.4;166241.9;529744.2;23801.9;505942.3;179272.7;56407.5;180728.6;53062.9;84021.7;642555.9;9510.4;3094.1;31244.0;362425.5;218834.0;49494.0;553605.8;72631.9;17165.3;430251.1;33557.5;8309.9;17816.5;1542.4;46375.4;7987.1;38388.4;279.6;576.6;297.0;72248.3;6451.8;2068.6;67865.1;57705.2
31;A-F Landbouw en nijverheid;2018;67863.0;1427873.1;79709.9;176389.2;602483.2;27081.6;575401.5;164014.0;60382.1;219332.8;54211.4;71350.7;714919.2;11442.4;3171.3;30721.3;356152.4;258725.7;52741.1;587446.1;75952.9;18268.5;458035.2;35189.6;7908.3;12309.3;775.5;86108.2;4772.0;81336.3;-200.9;233.5;434.4;117471.4;7107.6;-30.3;110333.5;56068.0
32;A-F Landbouw en nijverheid;2019;71212.0;1418615.0;79714.6;181983.1;623580.7;37023.2;586557.5;177166.2;64049.0;176723.0;52772.5;62626.0;744262.8;14836.5;3661.6;28204.9;366573.4;210832.1;50243.8;584126.3;79393.7;19154.8;447910.5;37667.3;9863.0;14006.0;403.7;54601.8;6072.4;48529.4;-218.6;317.4;536.0;88311.2;6515.2;-1119.6;80676.3;54584.3
33;A-F Landbouw en nijverheid;2020;75772.0;1426533.7;79181.0;196457.1;600477.6;55138.3;545339.2;175330.1;55717.3;192893.8;46798.2;79678.7;747732.0;14973.7;3890.7;29381.6;376067.5;206643.0;47845.2;552750.2;81151.2;21525.5;419111.7;30961.9;7759.7;13025.2;465.8;21518.1;5167.7;16350.4;-150.1;358.7;508.8;47530.1;6401.0;160.0;41289.1;45583.4
34;A-F Landbouw en nijverheid;2021;89783.0;1551494.2;69769.0;213871.0;634637.8;66410.0;568227.8;198513.1;69057.3;202588.6;63282.8;99774.6;831694.7;13144.7;4051.8;31563.4;396307.4;209653.5;65078.7;655267.9;86768.7;21208.1;497268.4;50022.6;4839.0;10697.4;6819.9;81696.0;18776.0;62920.1;-92.3;706.1;798.3;132587.9;11251.8;-1781.8;119554.3;52192.1
35;A-F Landbouw en nijverheid;2022;95412.0;1730166.0;78254.5;234092.5;749072.9;81152.6;667920.3;175361.8;91896.7;218103.6;75395.6;107988.3;945004.8;12127.8;4374.2;31274.0;392931.9;266439.1;78014.1;830316.4;94021.8;23042.6;643370.7;69881.3;5766.9;10577.8;-4365.5;111430.9;13663.4;97767.5;-317.5;1080.1;1397.5;171818.5;18198.6;-1162.6;152457.2;58931.3
36;G+I Handel en horeca;2011;73786.0;344168.9;17504.6;56171.5;75958.7;12489.3;63470.5;25340.0;48848.6;48855.9;36282.2;35207.4;141684.5;349.6;7.5;12878.0;72994.5;85938.6;30316.2;520914.1;43642.1;8296.0;452511.4;16464.5;1832.1;4734.2;-101.2;8316.5;2202.0;6114.5;-104.9;394.6;499.4;21672.9;3461.6;-69.0;18142.3;13193.1
37;G+I Handel en horeca;2012;76184.0;348336.0;27276.5;56959.9;63747.7;10914.3;52866.0;26424.8;47373.2;51815.4;35515.0;39223.6;135459.8;507.3;7.3;13073.6;76662.6;92323.5;30301.9;509218.5;44140.8;7975.9;442896.5;14205.4;1384.0;4652.1;-992.3;5493.5;1707.6;3785.8;-36.9;415.7;452.6;15401.6;3101.0;-107.3;12193.3;9639.2
38;G+I Handel en horeca;2013;78763.0;362826.8;19473.4;58355.1;75539.1;11958.2;63580.8;25549.5;45664.6;57090.2;36205.9;44949.0;147082.6;452.6;7.4;13171.0;74147.3;96750.2;31215.8;490355.8;44954.9;7621.5;425635.6;12143.9;1205.2;4347.1;434.9;10918.9;2045.5;8873.4;-100.9;453.2;554.2;20254.9;2780.8;-55.3;17418.8;8802.0
39;G+I Handel en horeca;2014;81432.0;366422.5;29827.1;61127.4;77047.3;13714.6;64916.5;28695.6;45725.4;51345.9;36394.4;36259.5;158041.2;408.4;10.6;12367.2;77305.6;86449.3;31854.8;492058.5;45758.6;7514.8;423644.4;15140.7;1275.1;4634.3;576.9;8770.1;2356.5;6413.7;10.4;385.6;375.2;21138.9;3036.2;-49.3;18053.4;11521.8
40;G+I Handel en horeca;2015;82908.0;380134.7;30094.1;62119.0;86319.0;12804.6;73514.4;26824.0;47135.1;54333.6;38236.0;35073.8;164234.5;619.3;4.4;12470.4;81895.7;87330.9;33579.4;508451.7;46567.6;7624.2;434405.3;19854.5;1551.5;4569.0;487.5;10741.7;3031.5;7710.2;6.0;330.2;324.2;28072.2;4061.5;-119.2;23891.5;14393.5
41;G+I Handel en horeca;2016;86239.0;424891.3;35319.9;64334.8;103365.1;15723.4;87641.7;29773.4;49903.6;65648.7;40882.7;35663.1;188674.5;710.2;39.1;12205.0;90087.8;93151.3;40023.5;532191.9;48296.4;8530.6;452779.3;22585.6;984.6;4585.4;532.5;9919.7;3505.3;6414.4;2.3;298.4;296.1;29439.4;4694.2;-155.1;24590.1;13397.7
42;G+I Handel en horeca;2017;87450.0;467768.3;37425.7;67823.1;115395.6;16040.7;99354.9;37665.8;54735.9;70128.3;43215.8;41377.9;208955.3;821.7;38.9;10993.5;100133.6;104144.4;42680.8;584675.2;51050.1;9214.1;498881.0;25530.0;1433.2;4541.1;234.9;11228.3;3339.8;7888.5;163.5;495.7;332.2;34048.7;5503.5;-120.4;28424.8;14919.2
43;G+I Handel en horeca;2018;90345.0;550344.9;38544.1;74650.8;122985.4;18800.4;104185.0;70938.3;57661.7;96505.3;45899.9;43159.6;232689.2;971.5;9.3;10932.7;145196.7;119220.4;41325.3;613998.8;53719.4;10013.9;523944.5;26320.9;3684.3;7449.4;-566.6;13998.0;3637.8;10360.2;183.3;569.2;385.9;36170.6;5352.0;-111.6;30707.1;20284.6
44;G+I Handel en horeca;2019;93313.0;606972.1;40635.9;84200.0;142837.6;24727.3;118110.2;80462.3;60689.2;107010.5;46378.8;44757.8;274112.6;1020.7;8.6;11056.7;163169.8;115524.6;42079.0;627579.9;57861.0;10993.9;533327.1;25397.8;4978.4;7339.7;981.8;16409.5;5096.2;11313.3;1.4;308.7;307.3;40429.1;6365.7;-131.8;33931.7;20772.5
45;G+I Handel en horeca;2020;96301.0;693653.5;47103.4;85728.8;184517.6;28561.2;155956.4;112949.9;57950.7;101494.6;48441.6;55466.8;331141.7;529.8;7.4;10810.0;183819.9;123504.6;43840.1;618501.1;55339.5;11019.4;527851.0;24291.1;5334.0;7789.2;-1006.2;23848.0;5993.3;17854.7;782.3;1143.7;361.4;45460.0;5673.8;-64.0;39722.2;26532.7
46;G+I Handel en horeca;2021;113758.0;1003833.2;86381.8;93549.6;358514.4;63299.8;295214.6;139239.9;73494.4;125577.9;57860.1;69215.0;573995.1;706.6;8.6;10880.8;188786.5;176482.7;52972.8;722114.3;60577.9;11859.4;613264.9;36412.1;5365.6;7909.1;1599.2;45470.2;12754.3;32715.9;1348.1;2060.9;712.8;82286.1;7495.8;-137.3;74653.0;27967.5
47;G+I Handel en horeca;2022;119434.0;1117046.3;49076.9;104618.6;436109.5;50294.1;385815.4;156613.2;94615.2;140828.5;65260.9;69923.4;626637.8;788.5;15.9;12501.3;216782.9;199785.5;60534.3;872618.9;69479.0;13375.1;750681.4;39083.4;6531.5;9813.5;487.1;37591.7;10717.6;26874.1;1745.4;2407.3;661.9;75625.6;8552.2;-85.9;66987.5;103634.6
48;H+J Vervoer, informatie en communicatie;2011;29032.0;209433.2;22142.3;52550.2;33156.6;7414.6;25742.0;46438.5;2479.9;24502.2;14053.7;14109.8;77248.5;289.7;247.9;7970.2;68804.5;45930.4;8941.8;116146.5;29063.3;8367.0;70724.5;7991.6;1085.3;4089.6;-243.2;4664.0;2208.5;2455.5;-87.8;175.8;263.6;9320.3;1099.6;-22.9;8197.8;4901.6
49;H+J Vervoer, informatie en communicatie;2012;30466.0;207648.6;22203.9;54675.7;28818.3;6083.6;23032.8;49058.6;2182.3;22080.0;13927.8;14701.9;76125.9;401.8;171.5;7420.3;69815.0;44640.1;9074.0;116930.9;29729.2;8255.0;71181.1;7765.5;1253.7;4028.3;707.7;2755.9;202.3;2553.6;-17.4;136.2;153.6;8437.1;1474.9;-22.4;6939.9;4565.4
50;H+J Vervoer, informatie en communicatie;2013;31959.0;220377.1;23231.8;56389.2;29500.1;5147.3;24352.8;50279.2;2452.4;24391.2;14578.1;19555.2;82516.5;277.2;128.2;7977.9;70915.6;49177.4;9384.3;122252.4;30292.5;8566.4;76214.6;7178.9;1272.1;3859.8;80.9;2139.6;950.9;1188.7;-5.0;158.2;163.3;6806.7;448.2;-16.2;6342.4;4283.7
51;H+J Vervoer, informatie en communicatie;2014;33659.0;223033.6;29799.3;57595.6;49398.5;4536.1;44876.6;24901.7;2888.7;24575.9;15164.1;18709.8;82796.0;322.1;151.7;8048.6;77546.6;44443.7;9724.8;126016.5;30257.2;8381.3;77218.5;10159.4;1280.9;4086.5;-351.9;2922.1;1277.9;1644.2;-25.7;125.9;151.6;9898.2;1454.6;-2.3;8441.3;5428.6
52;H+J Vervoer, informatie en communicatie;2015;35045.0;237191.7;30644.5;61568.8;50905.0;4900.5;46004.4;32996.9;2944.6;24458.8;15192.8;18480.4;96420.7;446.8;302.9;7456.0;74789.5;47661.5;10114.3;132490.0;32641.5;9289.3;81729.5;8829.8;1245.9;4025.9;539.2;4833.5;811.1;4022.4;49.8;182.8;133.0;11472.1;1582.6;10.7;9900.2;8376.9
53;H+J Vervoer, informatie en communicatie;2016;36958.0;257252.0;30796.7;64697.8;63933.9;5974.4;57959.5;26677.3;2867.2;32060.5;17097.8;19120.8;102752.9;344.5;357.3;6581.7;79054.0;56673.5;11488.2;142639.7;33430.5;9963.1;89752.9;9493.2;970.0;4165.7;-174.1;4775.5;1446.7;3328.8;-68.6;165.1;233.7;10830.3;1546.6;-22.6;9261.2;6329.1
54;H+J Vervoer, informatie en communicatie;2017;38414.0;282851.0;36437.7;73291.3;71586.9;10338.5;61248.4;26142.0;2730.3;35688.6;17702.3;19271.9;117361.6;266.7;343.5;6377.1;83706.0;63047.5;11748.7;151594.1;35737.6;10302.3;96629.3;8924.8;829.5;3158.7;-1753.2;4702.3;454.3;4248.0;-57.6;93.6;151.2;9487.2;1324.7;-46.5;8116.0;7450.6
55;H+J Vervoer, informatie en communicatie;2018;40036.0;295373.9;36308.1;77771.8;81830.1;7057.4;74772.8;26878.5;2951.1;30143.1;19237.3;20253.8;118909.9;795.2;338.4;7885.3;91495.9;63795.0;12154.4;166342.1;39084.2;11745.9;105258.2;10253.8;936.2;3419.6;633.6;4326.1;1628.3;2697.7;102.9;185.9;82.9;12833.0;2127.0;-41.2;10664.7;7618.0
56;H+J Vervoer, informatie en communicatie;2019;42296.0;414763.0;75542.9;84368.7;133664.5;10073.4;123591.1;34253.3;3025.4;33685.0;20670.4;29552.7;193125.3;800.6;319.5;7938.1;121325.6;76471.5;14782.3;180547.0;40546.6;14557.6;117468.0;7974.7;1657.8;5471.4;750.3;8301.8;3400.7;4901.1;140.1;269.8;129.6;13353.4;2524.8;-29.3;10799.3;9711.1
57;H+J Vervoer, informatie en communicatie;2020;43976.0;446734.4;45398.1;91812.0;177805.2;14231.5;163573.8;32346.4;3285.4;42055.3;20345.1;33686.9;212424.5;835.0;304.4;7643.4;124560.5;87374.1;13592.4;176194.2;40663.3;13406.2;118399.1;3725.7;1778.5;5111.6;-1338.0;8905.8;1921.4;6984.4;7.1;303.3;296.2;7967.5;2039.2;-10.0;5918.3;9549.9
58;H+J Vervoer, informatie en communicatie;2021;52459.0;542511.0;63616.7;95409.4;197816.0;22090.7;175725.3;62933.4;3997.1;60987.0;25199.8;32551.6;284832.6;784.8;277.6;8280.5;144623.4;88791.6;14920.6;205465.5;44762.1;13082.8;134249.7;13370.8;1475.8;4785.8;-2755.3;14492.8;4815.1;9677.8;386.3;691.8;305.5;22184.7;2834.6;-22.6;19327.5;11790.8
59;H+J Vervoer, informatie en communicatie;2022;55930.0;615686.3;61207.1;106743.2;231161.4;27837.4;203324.0;62470.3;6554.8;73260.5;33053.9;41235.2;331150.1;896.5;244.6;8881.1;150742.5;102627.2;21144.4;280020.1;53729.0;15924.8;198399.1;11967.2;2459.3;6442.0;-1175.9;17140.7;5922.0;11218.6;-167.4;435.5;602.9;23781.9;3514.3;-59.6;20208.0;31578.9
60;M-U Zakelijke en persoonlijke diensten;2011;109947.0;186692.6;11226.4;33770.2;31672.4;10657.4;21015.0;18937.2;5623.9;38915.8;16380.2;30166.4;73361.1;59.3;19.7;13091.2;33571.0;58327.8;8262.4;130314.0;48083.5;5806.5;68195.0;8229.1;810.6;2264.1;269.5;4281.3;2803.9;1477.5;-90.8;358.9;449.7;11235.6;1858.9;4.3;9381.0;5602.9
61;M-U Zakelijke en persoonlijke diensten;2012;114870.0;180245.7;10787.5;34219.1;34437.5;13093.6;21343.9;20851.5;4668.9;33321.3;16327.2;25632.8;81810.7;47.6;42.8;13402.8;34119.9;43215.1;7606.7;132025.7;48290.4;5756.3;69644.3;8334.7;753.4;2121.0;613.9;4384.4;3268.8;1115.5;-27.9;290.8;318.7;11937.6;2042.4;-4.5;9890.7;6598.9
62;M-U Zakelijke en persoonlijke diensten;2013;120044.0;192328.6;8704.2;34350.8;41849.0;17664.3;24184.7;25045.5;4638.5;34278.0;16632.8;26829.8;88418.8;54.0;48.5;14011.9;40118.4;41775.4;7901.7;132083.5;48490.4;5504.9;69038.3;9050.0;687.3;2004.1;635.8;4507.3;2791.8;1715.5;-194.5;232.5;426.9;12681.8;2115.9;-3.3;10562.6;5230.4
63;M-U Zakelijke en persoonlijke diensten;2014;124444.0;218151.7;12728.3;36558.3;47926.3;15847.0;32079.4;27312.9;5902.1;39945.6;18057.1;29721.1;98034.7;142.0;80.9;13430.9;43709.7;53824.8;8928.7;143576.8;50443.4;6492.1;76576.9;10064.4;809.8;2286.7;219.6;5515.2;3824.0;1691.2;30.8;380.5;349.7;14353.2;2450.4;-23.9;11878.8;12572.8
64;M-U Zakelijke en persoonlijke diensten;2015;127032.0;220892.9;12493.9;38972.3;48971.7;12616.9;36354.8;27340.1;5904.3;38356.8;19194.0;29659.8;99993.3;270.9;86.4;14024.3;46031.9;51205.5;9280.5;149023.6;52752.7;5449.1;78376.3;12445.6;1122.0;2429.6;930.8;6151.0;5057.5;1093.6;-81.5;227.5;308.9;18138.3;2671.3;-35.7;15431.3;11258.6
65;M-U Zakelijke en persoonlijke diensten;2016;135480.0;252687.0;14820.6;42651.5;57692.3;14567.6;43124.7;30551.0;6381.2;43479.2;20727.7;36383.5;117893.1;279.6;69.5;14205.1;53931.1;55082.6;11225.9;171231.2;57559.7;6412.6;94288.0;12971.0;788.5;2608.3;702.9;7527.8;5042.8;2485.0;-525.8;201.0;726.8;18856.2;2948.7;-83.8;15823.7;9212.8
66;M-U Zakelijke en persoonlijke diensten;2017;139890.0;267511.4;16555.2;47157.4;54010.2;15909.7;38100.6;31452.4;9769.0;49426.1;22193.5;36947.7;128316.8;380.3;37.9;11976.6;55650.0;59718.2;11431.7;186625.9;63469.1;6597.1;99863.2;16696.4;721.5;2643.6;546.0;7955.0;5879.2;2075.9;-148.8;188.9;337.7;23126.6;3386.0;-105.1;19635.5;10904.6
67;M-U Zakelijke en persoonlijke diensten;2018;145798.0;304011.4;20214.9;51107.1;63796.6;18297.5;45499.2;39660.5;9148.0;53460.7;24656.3;41967.1;152544.4;382.4;35.1;11340.7;61690.6;64763.6;13254.6;208147.4;69230.3;7749.8;114067.7;17099.6;793.7;2484.6;323.4;7704.5;5292.8;2411.7;-89.4;238.4;327.8;23347.2;3638.5;-28.8;19680.0;9284.3
68;M-U Zakelijke en persoonlijke diensten;2019;154015.0;396688.9;42162.8;62002.0;111617.5;43554.1;68063.4;43175.9;11034.7;53784.4;27577.4;45334.1;205294.4;209.8;27.9;11255.1;81377.5;82045.6;16478.6;240495.2;75824.7;10416.3;133901.7;20352.5;1320.4;2960.8;700.0;-6297.1;5212.3;-11509.4;-119.1;243.0;362.1;12995.8;4440.5;-16.6;8538.7;31589.7
69;M-U Zakelijke en persoonlijke diensten;2020;159097.0;516001.7;45787.3;67930.0;177266.7;45249.6;132017.1;57520.4;15406.0;77033.4;23548.1;51509.8;280657.3;221.3;23.4;11722.5;107985.6;100576.1;14815.5;216314.4;75199.0;9984.9;116374.4;14756.1;1528.1;4571.0;562.0;19923.4;10972.0;8951.3;273.0;588.6;315.6;32471.6;3826.6;-119.6;28525.4;20195.2
