ID;GeslachtWerknemer;Dienstverband;CaoSector;KenmerkenBaan;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
12;Totaal;Totaal;Totaal;603;2006;207.0;179.0;30.56;4010.0;4005.0;51670.0;48120.0;3550.0;3490.0;34.1;34.1;1573.0;1823.0
13;Totaal;Totaal;Totaal;603;2007;215.0;186.0;30.89;4035.0;4031.0;51910.0;48430.0;3480.0;3520.0;34.2;34.2;1566.0;1810.0
14;Totaal;Totaal;Totaal;603;2008;204.0;178.0;32.45;4279.0;4275.0;54810.0;51350.0;3460.0;4030.0;34.5;34.5;1581.0;1814.0
15;Totaal;Totaal;Totaal;603;2009;197.0;178.0;33.47;4608.0;4604.0;58620.0;55290.0;3320.0;4130.0;35.9;35.9;1651.0;1823.0
16;Totaal;Totaal;Totaal;604;2006;57.0;38.0;3.15;338.0;337.0;4280.0;4060.0;220.0;10.0;27.9;27.8;1285.0;1937.0
17;Totaal;Totaal;Totaal;604;2007;64.0;49.0;2.84;315.0;314.0;3930.0;3780.0;140.0;10.0;29.4;29.3;1326.0;1729.0
18;Totaal;Totaal;Totaal;604;2008;66.0;53.0;2.76;318.0;317.0;3960.0;3820.0;130.0;10.0;30.2;30.2;1381.0;1735.0
19;Totaal;Totaal;Totaal;604;2009;74.0;57.0;2.85;317.0;316.0;3900.0;3810.0;100.0;0.0;29.0;29.0;1332.0;1740.0
20;Totaal;Totaal;Totaal;605;2006;96.0;86.0;11.38;1427.0;1422.0;19070.0;17130.0;1940.0;0.0;32.5;32.5;1500.0;1681.0
21;Totaal;Totaal;Totaal;605;2007;95.0;85.0;11.64;1440.0;1436.0;19240.0;17280.0;1950.0;0.0;32.4;32.4;1481.0;1663.0
22;Totaal;Totaal;Totaal;605;2008;97.0;85.0;11.92;1464.0;1460.0;19580.0;17560.0;2020.0;0.0;32.2;32.1;1470.0;1662.0
23;Totaal;Totaal;Totaal;605;2009;96.0;85.0;12.08;1491.0;1488.0;19990.0;17900.0;2090.0;0.0;32.2;32.2;1479.0;1677.0
24;Totaal;Totaal;Totaal;606;2006;6442.0;5073.0;18.68;2167.0;2130.0;29910.0;26000.0;3900.0;380.0;30.3;29.9;1368.0;1738.0
25;Totaal;Totaal;Totaal;606;2007;6590.0;5204.0;19.27;2223.0;2184.0;30820.0;26680.0;4140.0;400.0;30.4;30.0;1360.0;1722.0
26;Totaal;Totaal;Totaal;606;2008;6683.0;5291.0;19.91;2299.0;2261.0;31940.0;27590.0;4350.0;470.0;30.4;29.9;1362.0;1721.0
27;Totaal;Totaal;Totaal;606;2009;6652.0;5238.0;20.4;2359.0;2325.0;32700.0;28310.0;4390.0;480.0;30.3;29.9;1368.0;1737.0
28;Totaal;Totaal;Totaal;701;2006;1616.0;1034.0;13.33;1280.0;1254.0;17010.0;15360.0;1650.0;130.0;25.0;24.6;1129.0;1765.0
29;Totaal;Totaal;Totaal;701;2007;1964.0;1284.0;13.61;1314.0;1286.0;17440.0;15770.0;1670.0;140.0;25.4;25.0;1134.0;1734.0
30;Totaal;Totaal;Totaal;701;2008;2149.0;1418.0;14.18;1380.0;1352.0;18380.0;16560.0;1830.0;170.0;25.5;25.1;1144.0;1733.0
31;Totaal;Totaal;Totaal;701;2009;2193.0;1411.0;14.53;1387.0;1362.0;18580.0;16640.0;1940.0;160.0;24.9;24.6;1125.0;1749.0
32;Totaal;Totaal;Totaal;702;2006;5708.0;4502.0;19.07;2211.0;2174.0;30630.0;26530.0;4090.0;400.0;30.3;29.8;1368.0;1734.0
33;Totaal;Totaal;Totaal;702;2007;5579.0;4434.0;19.92;2308.0;2268.0;32170.0;27690.0;4480.0;430.0;30.5;30.1;1366.0;1719.0
34;Totaal;Totaal;Totaal;702;2008;5529.0;4414.0;20.67;2400.0;2362.0;33540.0;28810.0;4730.0;510.0;30.6;30.1;1371.0;1717.0
35;Totaal;Totaal;Totaal;702;2009;5429.0;4334.0;21.23;2484.0;2449.0;34590.0;29800.0;4780.0;530.0;30.7;30.3;1384.0;1734.0
36;Totaal;Totaal;Totaal;703;2006;207.0;179.0;30.56;4010.0;4005.0;51670.0;48120.0;3550.0;3490.0;34.1;34.1;1573.0;1823.0
37;Totaal;Totaal;Totaal;703;2007;215.0;186.0;30.89;4035.0;4031.0;51910.0;48430.0;3480.0;3520.0;34.2;34.2;1566.0;1810.0
38;Totaal;Totaal;Totaal;703;2008;204.0;178.0;32.45;4279.0;4275.0;54810.0;51350.0;3460.0;4030.0;34.5;34.5;1581.0;1814.0
39;Totaal;Totaal;Totaal;703;2009;197.0;178.0;33.47;4608.0;4604.0;58620.0;55290.0;3320.0;4130.0;35.9;35.9;1651.0;1823.0
40;Totaal;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2006;1080.0;186.0;11.75;295.0;282.0;4170.0;3540.0;630.0;20.0;6.5;6.3;288.0;1675.0
41;Totaal;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2007;1098.0;191.0;11.9;299.0;286.0;4180.0;3590.0;590.0;20.0;6.6;6.4;288.0;1658.0
42;Totaal;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2008;1122.0;195.0;13.43;335.0;321.0;4660.0;4020.0;640.0;30.0;6.6;6.3;287.0;1651.0
43;Totaal;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2009;1130.0;192.0;13.43;329.0;319.0;4590.0;3950.0;640.0;30.0;6.4;6.3;285.0;1675.0
44;Totaal;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2006;835.0;369.0;14.29;887.0;869.0;11950.0;10640.0;1310.0;40.0;16.2;16.0;730.0;1654.0
45;Totaal;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2007;856.0;377.0;14.65;903.0;882.0;12160.0;10830.0;1330.0;40.0;16.2;16.0;722.0;1639.0
46;Totaal;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2008;847.0;376.0;15.1;927.0;910.0;12540.0;11130.0;1410.0;50.0;16.2;16.0;724.0;1631.0
47;Totaal;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2009;832.0;368.0;15.48;953.0;942.0;12960.0;11440.0;1520.0;40.0;16.2;16.1;730.0;1650.0
48;Totaal;Totaal;Totaal;803;2006;665.0;409.0;15.83;1374.0;1346.0;18570.0;16490.0;2080.0;70.0;22.6;22.4;1021.0;1659.0
49;Totaal;Totaal;Totaal;803;2007;697.0;430.0;16.28;1402.0;1373.0;18970.0;16820.0;2140.0;70.0;22.7;22.4;1012.0;1642.0
50;Totaal;Totaal;Totaal;803;2008;716.0;445.0;16.76;1441.0;1418.0;19610.0;17290.0;2320.0;80.0;22.6;22.4;1015.0;1633.0
51;Totaal;Totaal;Totaal;803;2009;739.0;459.0;17.13;1477.0;1462.0;20170.0;17730.0;2440.0;70.0;22.7;22.5;1024.0;1651.0
52;Totaal;Totaal;Totaal;804;2006;416.0;316.0;16.8;1815.0;1754.0;24440.0;21780.0;2650.0;80.0;28.2;27.5;1253.0;1648.0
53;Totaal;Totaal;Totaal;804;2007;447.0;342.0;17.33;1846.0;1786.0;24870.0;22150.0;2720.0;80.0;28.1;27.5;1237.0;1613.0
54;Totaal;Totaal;Totaal;804;2008;473.0;365.0;17.91;1912.0;1850.0;25860.0;22940.0;2910.0;100.0;28.1;27.5;1239.0;1604.0
55;Totaal;Totaal;Totaal;804;2009;475.0;365.0;18.31;1951.0;1909.0;26720.0;23410.0;3310.0;90.0;28.0;27.6;1251.0;1627.0
56;Totaal;Totaal;Totaal;805;2006;766.0;680.0;17.74;2218.0;2181.0;30150.0;26620.0;3530.0;180.0;32.7;32.3;1475.0;1660.0
57;Totaal;Totaal;Totaal;805;2007;798.0;713.0;18.3;2261.0;2223.0;30770.0;27130.0;3640.0;180.0;32.7;32.3;1458.0;1632.0
58;Totaal;Totaal;Totaal;805;2008;842.0;759.0;18.9;2348.0;2299.0;31970.0;28170.0;3800.0;210.0;32.8;32.3;1460.0;1620.0
59;Totaal;Totaal;Totaal;805;2009;852.0;763.0;19.36;2408.0;2371.0;33060.0;28890.0;4170.0;230.0;32.7;32.3;1470.0;1640.0
60;Totaal;Totaal;Totaal;Arbeidsduur: 35 uur of meer per week;2006;3770.0;3755.0;19.57;2943.0;2902.0;40570.0;35320.0;5250.0;780.0;39.2;38.7;1780.0;1787.0
61;Totaal;Totaal;Totaal;Arbeidsduur: 35 uur of meer per week;2007;3861.0;3850.0;20.11;3008.0;2964.0;41690.0;36100.0;5600.0;810.0;39.4;38.8;1768.0;1773.0
62;Totaal;Totaal;Totaal;Arbeidsduur: 35 uur of meer per week;2008;3881.0;3870.0;20.7;3101.0;3060.0;43040.0;37210.0;5830.0;940.0;39.3;38.8;1773.0;1778.0
63;Totaal;Totaal;Totaal;Arbeidsduur: 35 uur of meer per week;2009;3791.0;3776.0;21.33;3217.0;3175.0;44400.0;38600.0;5790.0;960.0;39.5;39.0;1787.0;1794.0
64;Totaal;Totaal;Totaal;901;2006;788.0;671.0;15.64;2309.0;1983.0;30980.0;27700.0;3280.0;150.0;36.9;33.1;1521.0;1786.0
65;Totaal;Totaal;Totaal;901;2007;828.0;705.0;16.05;2351.0;2015.0;31560.0;28210.0;3340.0;160.0;37.0;33.0;1506.0;1769.0
66;Totaal;Totaal;Totaal;901;2008;800.0;687.0;16.87;2459.0;2114.0;33080.0;29500.0;3580.0;190.0;37.2;33.0;1504.0;1754.0
67;Totaal;Totaal;Totaal;901;2009;718.0;619.0;16.99;2529.0;2193.0;34140.0;30350.0;3790.0;210.0;37.8;33.8;1549.0;1797.0
68;Totaal;Totaal;Totaal;902;2006;6744.0;5044.0;18.77;2032.0;2032.0;27970.0;24380.0;3590.0;460.0;28.3;28.3;1299.0;1737.0
69;Totaal;Totaal;Totaal;902;2007;6929.0;5198.0;19.3;2075.0;2075.0;28680.0;24900.0;3790.0;470.0;28.4;28.4;1290.0;1719.0
70;Totaal;Totaal;Totaal;902;2008;7081.0;5324.0;19.84;2138.0;2138.0;29600.0;25660.0;3940.0;550.0;28.4;28.4;1293.0;1720.0
71;Totaal;Totaal;Totaal;902;2009;7100.0;5304.0;20.38;2199.0;2199.0;30350.0;26390.0;3970.0;540.0;28.3;28.3;1295.0;1733.0
72;Totaal;Totaal;Totaal;951;2006;533.0;515.0;28.99;4254.0;4226.0;61130.0;51050.0;10070.0;6000.0;38.3;38.0;1749.0;1809.0
73;Totaal;Totaal;Totaal;951;2007;549.0;532.0;29.84;4357.0;4328.0;63400.0;52280.0;11120.0;6220.0;38.4;38.2;1741.0;1798.0
74;Totaal;Totaal;Totaal;951;2008;560.0;541.0;30.48;4450.0;4421.0;64320.0;53400.0;10920.0;7170.0;38.4;38.1;1741.0;1802.0
75;Totaal;Totaal;Totaal;951;2009;556.0;538.0;31.02;4552.0;4526.0;64680.0;54630.0;10060.0;7220.0;38.4;38.2;1751.0;1811.0
76;Totaal;Totaal;Totaal;952;2006;6999.0;5199.0;17.3;1894.0;1859.0;25780.0;22720.0;3060.0;0.0;28.6;28.1;1290.0;1736.0
77;Totaal;Totaal;Totaal;952;2007;7208.0;5372.0;17.77;1933.0;1896.0;26370.0;23190.0;3180.0;0.0;28.6;28.2;1280.0;1718.0
78;Totaal;Totaal;Totaal;952;2008;7321.0;5469.0;18.36;1996.0;1961.0;27330.0;23960.0;3370.0;0.0;28.6;28.2;1282.0;1716.0
79;Totaal;Totaal;Totaal;952;2009;7263.0;5386.0;18.87;2052.0;2020.0;28100.0;24620.0;3480.0;0.0;28.5;28.1;1285.0;1733.0
80;Totaal;Totaal;Particuliere bedrijven;Totaal;2006;5324.0;4031.0;17.99;2065.0;2021.0;28440.0;24780.0;3660.0;590.0;29.9;29.4;1348.0;1780.0
81;Totaal;Totaal;Particuliere bedrijven;Totaal;2007;5506.0;4182.0;18.47;2106.0;2060.0;29120.0;25270.0;3850.0;610.0;30.0;29.4;1338.0;1762.0
82;Totaal;Totaal;Particuliere bedrijven;Totaal;2008;5589.0;4249.0;19.09;2175.0;2130.0;30010.0;26100.0;3910.0;700.0;30.0;29.4;1339.0;1761.0
83;Totaal;Totaal;Particuliere bedrijven;Totaal;2009;5475.0;4131.0;19.64;2237.0;2198.0;30710.0;26850.0;3870.0;720.0;29.8;29.3;1343.0;1780.0
84;Totaal;Totaal;Particuliere bedrijven;601;2006;379.0;213.0;11.38;980.0;952.0;12890.0;11760.0;1130.0;10.0;22.2;21.8;1003.0;1788.0
85;Totaal;Totaal;Particuliere bedrijven;601;2007;413.0;241.0;11.67;1023.0;991.0;13480.0;12270.0;1210.0;10.0;22.8;22.4;1019.0;1750.0
86;Totaal;Totaal;Particuliere bedrijven;601;2008;433.0;257.0;12.14;1082.0;1051.0;14220.0;12980.0;1240.0;40.0;23.3;22.8;1039.0;1749.0
87;Totaal;Totaal;Particuliere bedrijven;601;2009;388.0;221.0;12.27;1052.0;1025.0;13900.0;12620.0;1280.0;40.0;22.3;21.9;1002.0;1761.0
88;Totaal;Totaal;Particuliere bedrijven;602;2006;276.0;102.0;10.27;575.0;558.0;7590.0;6900.0;690.0;20.0;14.5;14.2;652.0;1766.0
89;Totaal;Totaal;Particuliere bedrijven;602;2007;300.0;112.0;10.39;582.0;563.0;7710.0;6980.0;720.0;20.0;14.7;14.3;650.0;1738.0
90;Totaal;Totaal;Particuliere bedrijven;602;2008;310.0;115.0;10.81;594.0;583.0;7880.0;7130.0;750.0;20.0;14.4;14.2;647.0;1744.0
91;Totaal;Totaal;Particuliere bedrijven;602;2009;319.0;113.0;11.41;611.0;603.0;8110.0;7330.0;780.0;20.0;14.0;13.8;634.0;1784.0
92;Totaal;Totaal;Particuliere bedrijven;603;2006;205.0;177.0;30.54;4007.0;4002.0;51630.0;48080.0;3550.0;3490.0;34.1;34.1;1573.0;1823.0
93;Totaal;Totaal;Particuliere bedrijven;603;2007;212.0;184.0;30.86;4032.0;4028.0;51870.0;48390.0;3480.0;3530.0;34.3;34.2;1566.0;1810.0
94;Totaal;Totaal;Particuliere bedrijven;603;2008;202.0;176.0;32.41;4275.0;4271.0;54760.0;51300.0;3460.0;4040.0;34.5;34.5;1581.0;1814.0
95;Totaal;Totaal;Particuliere bedrijven;603;2009;194.0;176.0;33.43;4603.0;4600.0;58560.0;55240.0;3320.0;4140.0;35.9;35.9;1651.0;1823.0
96;Totaal;Totaal;Particuliere bedrijven;604;2006;30.0;21.0;2.85;355.0;353.0;4410.0;4260.0;150.0;10.0;32.1;32.0;1489.0;2098.0
97;Totaal;Totaal;Particuliere bedrijven;604;2007;34.0;28.0;3.12;376.0;375.0;4680.0;4520.0;160.0;10.0;31.9;31.8;1441.0;1798.0
98;Totaal;Totaal;Particuliere bedrijven;604;2008;36.0;30.0;3.16;403.0;401.0;5020.0;4830.0;190.0;20.0;33.3;33.2;1522.0;1811.0
99;Totaal;Totaal;Particuliere bedrijven;604;2009;38.0;31.0;3.29;408.0;406.0;5040.0;4890.0;140.0;10.0;32.2;32.2;1481.0;1811.0
100;Totaal;Totaal;Particuliere bedrijven;605;2006;;;;;;;;;;;;;
101;Totaal;Totaal;Particuliere bedrijven;605;2007;;;;;;;;;;;;;
102;Totaal;Totaal;Particuliere bedrijven;605;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Totaal;Totaal;Particuliere bedrijven;605;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;Totaal;Totaal;Particuliere bedrijven;606;2006;4434.0;3519.0;18.08;2172.0;2123.0;30150.0;26070.0;4090.0;550.0;31.3;30.7;1409.0;1776.0
105;Totaal;Totaal;Particuliere bedrijven;606;2007;4546.0;3618.0;18.64;2227.0;2176.0;31070.0;26730.0;4340.0;570.0;31.4;30.8;1401.0;1760.0
106;Totaal;Totaal;Particuliere bedrijven;606;2008;4609.0;3671.0;19.31;2306.0;2255.0;32090.0;27670.0;4420.0;670.0;31.4;30.8;1402.0;1760.0
107;Totaal;Totaal;Particuliere bedrijven;606;2009;4536.0;3590.0;19.8;2367.0;2322.0;32770.0;28410.0;4360.0;690.0;31.3;30.7;1407.0;1778.0
108;Totaal;Totaal;Particuliere bedrijven;701;2006;1269.0;796.0;12.81;1229.0;1198.0;16280.0;14750.0;1530.0;170.0;24.9;24.4;1122.0;1790.0
109;Totaal;Totaal;Particuliere bedrijven;701;2007;1543.0;989.0;13.1;1263.0;1229.0;16690.0;15160.0;1540.0;170.0;25.2;24.8;1127.0;1758.0
110;Totaal;Totaal;Particuliere bedrijven;701;2008;1688.0;1092.0;13.7;1333.0;1300.0;17670.0;16000.0;1670.0;210.0;25.5;24.9;1139.0;1759.0
111;Totaal;Totaal;Particuliere bedrijven;701;2009;1685.0;1057.0;14.01;1333.0;1303.0;17760.0;16000.0;1760.0;200.0;24.8;24.3;1116.0;1779.0
112;Totaal;Totaal;Particuliere bedrijven;702;2006;3849.0;3059.0;18.61;2237.0;2187.0;31210.0;26850.0;4360.0;580.0;31.3;30.7;1410.0;1775.0
113;Totaal;Totaal;Particuliere bedrijven;702;2007;3751.0;3010.0;19.46;2343.0;2290.0;32940.0;28120.0;4830.0;620.0;31.7;31.1;1412.0;1760.0
114;Totaal;Totaal;Particuliere bedrijven;702;2008;3700.0;2981.0;20.25;2444.0;2392.0;34290.0;29330.0;4960.0;750.0;31.7;31.1;1417.0;1759.0
115;Totaal;Totaal;Particuliere bedrijven;702;2009;3596.0;2898.0;20.84;2533.0;2487.0;35280.0;30400.0;4880.0;780.0;31.8;31.3;1433.0;1777.0
116;Totaal;Totaal;Particuliere bedrijven;703;2006;205.0;177.0;30.54;4007.0;4002.0;51630.0;48080.0;3550.0;3490.0;34.1;34.1;1573.0;1823.0
117;Totaal;Totaal;Particuliere bedrijven;703;2007;212.0;184.0;30.86;4032.0;4028.0;51870.0;48390.0;3480.0;3530.0;34.3;34.2;1566.0;1810.0
118;Totaal;Totaal;Particuliere bedrijven;703;2008;202.0;176.0;32.41;4275.0;4271.0;54760.0;51300.0;3460.0;4040.0;34.5;34.5;1581.0;1814.0
119;Totaal;Totaal;Particuliere bedrijven;703;2009;194.0;176.0;33.43;4603.0;4600.0;58560.0;55240.0;3320.0;4140.0;35.9;35.9;1651.0;1823.0
120;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: minder dan 12 uur per week;2006;869.0;146.0;10.65;267.0;253.0;3790.0;3210.0;590.0;30.0;6.4;6.2;285.0;1701.0
121;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: minder dan 12 uur per week;2007;889.0;151.0;10.8;272.0;257.0;3800.0;3260.0;540.0;30.0;6.5;6.3;286.0;1682.0
122;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: minder dan 12 uur per week;2008;911.0;155.0;12.2;305.0;290.0;4230.0;3660.0;570.0;40.0;6.6;6.3;285.0;1676.0
123;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: minder dan 12 uur per week;2009;912.0;152.0;11.99;294.0;283.0;4090.0;3530.0;560.0;40.0;6.4;6.2;283.0;1701.0
124;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 12 tot 20 uur per week;2006;504.0;214.0;12.44;774.0;748.0;10370.0;9290.0;1080.0;60.0;16.1;15.8;722.0;1696.0
125;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 12 tot 20 uur per week;2007;524.0;223.0;12.78;791.0;761.0;10570.0;9490.0;1080.0;60.0;16.1;15.8;714.0;1679.0
126;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 12 tot 20 uur per week;2008;520.0;222.0;13.17;808.0;785.0;10780.0;9700.0;1080.0;70.0;16.1;15.8;716.0;1673.0
127;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 12 tot 20 uur per week;2009;504.0;215.0;13.5;830.0;813.0;11130.0;9960.0;1170.0;70.0;16.1;15.9;723.0;1694.0
128;Totaal;Totaal;Particuliere bedrijven;803;2006;375.0;224.0;14.23;1253.0;1208.0;16910.0;15030.0;1880.0;120.0;22.7;22.3;1018.0;1705.0
129;Totaal;Totaal;Particuliere bedrijven;803;2007;392.0;234.0;14.69;1282.0;1236.0;17270.0;15380.0;1890.0;120.0;22.7;22.3;1009.0;1688.0
130;Totaal;Totaal;Particuliere bedrijven;803;2008;397.0;239.0;15.17;1315.0;1280.0;17750.0;15780.0;1970.0;140.0;22.7;22.3;1012.0;1679.0
131;Totaal;Totaal;Particuliere bedrijven;803;2009;404.0;244.0;15.55;1351.0;1326.0;18250.0;16220.0;2030.0;130.0;22.7;22.4;1023.0;1698.0
132;Totaal;Totaal;Particuliere bedrijven;804;2006;225.0;167.0;14.9;1662.0;1556.0;22260.0;19940.0;2320.0;140.0;28.6;27.4;1253.0;1689.0
133;Totaal;Totaal;Particuliere bedrijven;804;2007;242.0;182.0;15.32;1681.0;1578.0;22470.0;20170.0;2300.0;140.0;28.5;27.4;1236.0;1644.0
134;Totaal;Totaal;Particuliere bedrijven;804;2008;255.0;193.0;15.92;1746.0;1641.0;23240.0;20950.0;2300.0;180.0;28.5;27.4;1237.0;1634.0
135;Totaal;Totaal;Particuliere bedrijven;804;2009;246.0;185.0;16.16;1762.0;1688.0;23830.0;21150.0;2680.0;170.0;28.4;27.6;1254.0;1666.0
136;Totaal;Totaal;Particuliere bedrijven;805;2006;457.0;400.0;16.92;2145.0;2088.0;29250.0;25740.0;3510.0;290.0;33.1;32.4;1480.0;1692.0
137;Totaal;Totaal;Particuliere bedrijven;805;2007;473.0;417.0;17.35;2173.0;2115.0;29610.0;26070.0;3540.0;300.0;33.0;32.3;1462.0;1660.0
138;Totaal;Totaal;Particuliere bedrijven;805;2008;497.0;440.0;17.95;2262.0;2188.0;30670.0;27140.0;3530.0;350.0;33.1;32.3;1463.0;1651.0
139;Totaal;Totaal;Particuliere bedrijven;805;2009;494.0;435.0;18.41;2321.0;2267.0;31670.0;27860.0;3810.0;380.0;33.1;32.4;1477.0;1677.0
140;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 35 uur of meer per week;2006;2895.0;2881.0;19.31;2953.0;2904.0;40820.0;35440.0;5380.0;1000.0;39.9;39.3;1805.0;1813.0
141;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 35 uur of meer per week;2007;2986.0;2976.0;19.83;3014.0;2963.0;41930.0;36170.0;5760.0;1030.0;40.0;39.3;1793.0;1799.0
142;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 35 uur of meer per week;2008;3010.0;2999.0;20.45;3112.0;3063.0;43210.0;37340.0;5870.0;1190.0;40.0;39.3;1797.0;1803.0
143;Totaal;Totaal;Particuliere bedrijven;Arbeidsduur: 35 uur of meer per week;2009;2914.0;2900.0;21.13;3238.0;3189.0;44590.0;38860.0;5730.0;1230.0;40.1;39.5;1811.0;1820.0
144;Totaal;Totaal;Particuliere bedrijven;901;2006;687.0;581.0;15.17;2264.0;1924.0;30190.0;27170.0;3030.0;170.0;37.2;33.1;1522.0;1799.0
145;Totaal;Totaal;Particuliere bedrijven;901;2007;723.0;612.0;15.52;2300.0;1950.0;30700.0;27600.0;3100.0;180.0;37.3;33.1;1507.0;1782.0
146;Totaal;Totaal;Particuliere bedrijven;901;2008;698.0;596.0;16.35;2410.0;2052.0;32160.0;28920.0;3240.0;220.0;37.6;33.1;1506.0;1765.0
147;Totaal;Totaal;Particuliere bedrijven;901;2009;613.0;525.0;16.38;2473.0;2119.0;33070.0;29680.0;3390.0;250.0;38.2;33.9;1553.0;1814.0
148;Totaal;Totaal;Particuliere bedrijven;902;2006;4637.0;3450.0;18.48;2036.0;2036.0;28180.0;24430.0;3750.0;650.0;28.8;28.8;1322.0;1777.0
149;Totaal;Totaal;Particuliere bedrijven;902;2007;4783.0;3571.0;18.98;2076.0;2076.0;28880.0;24910.0;3970.0;670.0;28.9;28.9;1313.0;1758.0
150;Totaal;Totaal;Particuliere bedrijven;902;2008;4891.0;3654.0;19.54;2141.0;2141.0;29700.0;25690.0;4010.0;770.0;28.9;28.9;1315.0;1761.0
151;Totaal;Totaal;Particuliere bedrijven;902;2009;4862.0;3606.0;20.13;2208.0;2208.0;30420.0;26490.0;3930.0;780.0;28.8;28.8;1316.0;1775.0
152;Totaal;Totaal;Particuliere bedrijven;951;2006;521.0;504.0;28.87;4245.0;4217.0;61050.0;50930.0;10110.0;6050.0;38.3;38.1;1752.0;1811.0
153;Totaal;Totaal;Particuliere bedrijven;951;2007;537.0;520.0;29.7;4342.0;4313.0;63260.0;52100.0;11150.0;6250.0;38.4;38.2;1743.0;1800.0
154;Totaal;Totaal;Particuliere bedrijven;951;2008;547.0;528.0;30.35;4436.0;4407.0;64170.0;53230.0;10950.0;7200.0;38.4;38.2;1742.0;1803.0
155;Totaal;Totaal;Particuliere bedrijven;951;2009;544.0;526.0;30.88;4537.0;4511.0;64510.0;54450.0;10060.0;7250.0;38.4;38.2;1753.0;1812.0
