ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
854;Geslacht totaal;0;Buitenland totaal;Zuid-Limburg (CR);30 september 2004;15.4;;15.4;;15.4;;15.4;
855;Geslacht totaal;0;Buitenland totaal;Zuid-Limburg (CR);30 september 2005;15.8;;15.8;;15.8;;15.8;
856;Geslacht totaal;0;Buitenland totaal;Flevoland (CR);31 december 1998;;;;;;;;
857;Geslacht totaal;0;Buitenland totaal;Flevoland (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;
858;Geslacht totaal;0;Buitenland totaal;Flevoland (CR);30 september 2004;1.4;;1.4;;1.4;;1.4;
859;Geslacht totaal;0;Buitenland totaal;Flevoland (CR);30 september 2005;1.7;;1.7;;1.7;;1.7;
860;Geslacht totaal;0;Buitenland totaal;Almere;31 december 1998;;;;;;;;
861;Geslacht totaal;0;Buitenland totaal;Almere;31 december 2000;0.4;;0.4;;0.4;;0.4;
862;Geslacht totaal;0;Buitenland totaal;Almere;30 september 2004;0.5;;0.5;;0.5;;0.5;
863;Geslacht totaal;0;Buitenland totaal;Almere;30 september 2005;0.8;;0.8;;0.8;;0.8;
864;Geslacht totaal;0;Buitenland totaal;Amersfoort (GM);31 december 1998;;;;;;;;
865;Geslacht totaal;0;Buitenland totaal;Amersfoort (GM);31 december 2000;0.2;;0.2;;0.2;;0.2;
866;Geslacht totaal;0;Buitenland totaal;Amersfoort (GM);30 september 2004;0.4;;0.4;;0.4;;0.4;
867;Geslacht totaal;0;Buitenland totaal;Amersfoort (GM);30 september 2005;0.4;;0.4;;0.4;;0.4;
868;Geslacht totaal;0;Buitenland totaal;Amsterdam (GM);31 december 1998;;;;;;;;
869;Geslacht totaal;0;Buitenland totaal;Amsterdam (GM);31 december 2000;7.9;;7.9;;7.9;;7.9;
870;Geslacht totaal;0;Buitenland totaal;Amsterdam (GM);30 september 2004;8.8;;8.8;;8.8;;8.8;
871;Geslacht totaal;0;Buitenland totaal;Amsterdam (GM);30 september 2005;9.0;;9.0;;9.0;;9.0;
872;Geslacht totaal;0;Buitenland totaal;Apeldoorn (GM);31 december 1998;;;;;;;;
873;Geslacht totaal;0;Buitenland totaal;Apeldoorn (GM);31 december 2000;0.3;;0.3;;0.3;;0.3;
874;Geslacht totaal;0;Buitenland totaal;Apeldoorn (GM);30 september 2004;0.6;;0.6;;0.6;;0.6;
875;Geslacht totaal;0;Buitenland totaal;Apeldoorn (GM);30 september 2005;0.6;;0.6;;0.6;;0.6;
876;Geslacht totaal;0;Buitenland totaal;Arnhem (GM);31 december 1998;;;;;;;;
877;Geslacht totaal;0;Buitenland totaal;Arnhem (GM);31 december 2000;0.5;;0.5;;0.5;;0.5;
878;Geslacht totaal;0;Buitenland totaal;Arnhem (GM);30 september 2004;0.9;;0.9;;0.9;;0.9;
879;Geslacht totaal;0;Buitenland totaal;Arnhem (GM);30 september 2005;0.9;;0.9;;0.9;;0.9;
880;Geslacht totaal;0;Buitenland totaal;Breda (GM);31 december 1998;;;;;;;;
881;Geslacht totaal;0;Buitenland totaal;Breda (GM);31 december 2000;1.3;;1.3;;1.3;;1.3;
882;Geslacht totaal;0;Buitenland totaal;Breda (GM);30 september 2004;2.3;;2.3;;2.3;;2.3;
883;Geslacht totaal;0;Buitenland totaal;Breda (GM);30 september 2005;2.2;;2.2;;2.2;;2.2;
884;Geslacht totaal;0;Buitenland totaal;Dordrecht (GM);31 december 1998;;;;;;;;
885;Geslacht totaal;0;Buitenland totaal;Dordrecht (GM);31 december 2000;0.6;;0.6;;0.6;;0.6;
886;Geslacht totaal;0;Buitenland totaal;Dordrecht (GM);30 september 2004;1.1;;1.1;;1.1;;1.1;
887;Geslacht totaal;0;Buitenland totaal;Dordrecht (GM);30 september 2005;0.9;;0.9;;0.9;;0.9;
888;Geslacht totaal;0;Buitenland totaal;Ede;31 december 1998;;;;;;;;
889;Geslacht totaal;0;Buitenland totaal;Ede;31 december 2000;0.3;;0.3;;0.3;;0.3;
890;Geslacht totaal;0;Buitenland totaal;Ede;30 september 2004;0.4;;0.4;;0.4;;0.4;
891;Geslacht totaal;0;Buitenland totaal;Ede;30 september 2005;0.4;;0.4;;0.4;;0.4;
892;Geslacht totaal;0;Buitenland totaal;Eindhoven (GM);31 december 1998;;;;;;;;
893;Geslacht totaal;0;Buitenland totaal;Eindhoven (GM);31 december 2000;3.4;;3.4;;3.4;;3.4;
894;Geslacht totaal;0;Buitenland totaal;Eindhoven (GM);30 september 2004;4.8;;4.8;;4.8;;4.8;
895;Geslacht totaal;0;Buitenland totaal;Eindhoven (GM);30 september 2005;5.2;;5.2;;5.2;;5.2;
896;Geslacht totaal;0;Buitenland totaal;Emmen;31 december 1998;;;;;;;;
897;Geslacht totaal;0;Buitenland totaal;Emmen;31 december 2000;0.2;;0.2;;0.2;;0.2;
898;Geslacht totaal;0;Buitenland totaal;Emmen;30 september 2004;0.8;;0.8;;0.8;;0.8;
899;Geslacht totaal;0;Buitenland totaal;Emmen;30 september 2005;0.9;;0.9;;0.9;;0.9;
900;Geslacht totaal;0;Buitenland totaal;Enschede (GM);31 december 1998;;;;;;;;
901;Geslacht totaal;0;Buitenland totaal;Enschede (GM);31 december 2000;0.5;;0.5;;0.5;;0.5;
902;Geslacht totaal;0;Buitenland totaal;Enschede (GM);30 september 2004;1.6;;1.6;;1.6;;1.6;
903;Geslacht totaal;0;Buitenland totaal;Enschede (GM);30 september 2005;2.0;;2.0;;2.0;;2.0;
904;Geslacht totaal;0;Buitenland totaal;'s-Gravenhage (GM);31 december 1998;;;;;;;;
905;Geslacht totaal;0;Buitenland totaal;'s-Gravenhage (GM);31 december 2000;8.9;;8.9;;8.9;;8.9;
906;Geslacht totaal;0;Buitenland totaal;'s-Gravenhage (GM);30 september 2004;5.9;;5.9;;5.9;;5.9;
907;Geslacht totaal;0;Buitenland totaal;'s-Gravenhage (GM);30 september 2005;6.7;;6.7;;6.7;;6.7;
908;Geslacht totaal;0;Buitenland totaal;Groningen (GM);31 december 1998;;;;;;;;
909;Geslacht totaal;0;Buitenland totaal;Groningen (GM);31 december 2000;0.3;;0.3;;0.3;;0.3;
910;Geslacht totaal;0;Buitenland totaal;Groningen (GM);30 september 2004;0.7;;0.7;;0.7;;0.7;
911;Geslacht totaal;0;Buitenland totaal;Groningen (GM);30 september 2005;0.9;;0.9;;0.9;;0.9;
912;Geslacht totaal;0;Buitenland totaal;Haarlem (GM);31 december 1998;;;;;;;;
913;Geslacht totaal;0;Buitenland totaal;Haarlem (GM);31 december 2000;0.3;;0.3;;0.3;;0.3;
914;Geslacht totaal;0;Buitenland totaal;Haarlem (GM);30 september 2004;0.4;;0.4;;0.4;;0.4;
915;Geslacht totaal;0;Buitenland totaal;Haarlem (GM);30 september 2005;0.6;;0.6;;0.6;;0.6;
916;Geslacht totaal;0;Buitenland totaal;Haarlemmermeer;31 december 1998;;;;;;;;
917;Geslacht totaal;0;Buitenland totaal;Haarlemmermeer;31 december 2000;1.4;;1.4;;1.4;;1.4;
918;Geslacht totaal;0;Buitenland totaal;Haarlemmermeer;30 september 2004;3.4;;3.4;;3.4;;3.4;
919;Geslacht totaal;0;Buitenland totaal;Haarlemmermeer;30 september 2005;3.6;;3.6;;3.6;;3.6;
920;Geslacht totaal;0;Buitenland totaal;'s-Hertogenbosch (GM);31 december 1998;;;;;;;;
921;Geslacht totaal;0;Buitenland totaal;'s-Hertogenbosch (GM);31 december 2000;0.7;;0.7;;0.7;;0.7;
922;Geslacht totaal;0;Buitenland totaal;'s-Hertogenbosch (GM);30 september 2004;0.9;;0.9;;0.9;;0.9;
923;Geslacht totaal;0;Buitenland totaal;'s-Hertogenbosch (GM);30 september 2005;0.8;;0.8;;0.8;;0.8;
924;Geslacht totaal;0;Buitenland totaal;Leiden (GM);31 december 1998;;;;;;;;
925;Geslacht totaal;0;Buitenland totaal;Leiden (GM);31 december 2000;0.5;;0.5;;0.5;;0.5;
926;Geslacht totaal;0;Buitenland totaal;Leiden (GM);30 september 2004;0.7;;0.7;;0.7;;0.7;
927;Geslacht totaal;0;Buitenland totaal;Leiden (GM);30 september 2005;1.0;;1.0;;1.0;;1.0;
928;Geslacht totaal;0;Buitenland totaal;Maastricht (GM);31 december 1998;;;;;;;;
929;Geslacht totaal;0;Buitenland totaal;Maastricht (GM);31 december 2000;4.5;;4.5;;4.5;;4.5;
930;Geslacht totaal;0;Buitenland totaal;Maastricht (GM);30 september 2004;7.2;;7.2;;7.2;;7.2;
931;Geslacht totaal;0;Buitenland totaal;Maastricht (GM);30 september 2005;7.1;;7.1;;7.1;;7.1;
932;Geslacht totaal;0;Buitenland totaal;Nijmegen (GM);31 december 1998;;;;;;;;
933;Geslacht totaal;0;Buitenland totaal;Nijmegen (GM);31 december 2000;0.7;;0.7;;0.7;;0.7;
934;Geslacht totaal;0;Buitenland totaal;Nijmegen (GM);30 september 2004;2.2;;2.2;;2.2;;2.2;
935;Geslacht totaal;0;Buitenland totaal;Nijmegen (GM);30 september 2005;2.4;;2.4;;2.4;;2.4;
936;Geslacht totaal;0;Buitenland totaal;Rotterdam (GM);31 december 1998;;;;;;;;
937;Geslacht totaal;0;Buitenland totaal;Rotterdam (GM);31 december 2000;3.3;;3.3;;3.3;;3.3;
938;Geslacht totaal;0;Buitenland totaal;Rotterdam (GM);30 september 2004;5.8;;5.8;;5.8;;5.8;
939;Geslacht totaal;0;Buitenland totaal;Rotterdam (GM);30 september 2005;6.8;;6.8;;6.8;;6.8;
940;Geslacht totaal;0;Buitenland totaal;Tilburg (GM);31 december 1998;;;;;;;;
941;Geslacht totaal;0;Buitenland totaal;Tilburg (GM);31 december 2000;1.6;;1.6;;1.6;;1.6;
942;Geslacht totaal;0;Buitenland totaal;Tilburg (GM);30 september 2004;3.0;;3.0;;3.0;;3.0;
943;Geslacht totaal;0;Buitenland totaal;Tilburg (GM);30 september 2005;3.0;;3.0;;3.0;;3.0;
944;Geslacht totaal;0;Buitenland totaal;Utrecht (GM);31 december 1998;;;;;;;;
945;Geslacht totaal;0;Buitenland totaal;Utrecht (GM);31 december 2000;2.3;;2.3;;2.3;;2.3;
946;Geslacht totaal;0;Buitenland totaal;Utrecht (GM);30 september 2004;2.0;;2.0;;2.0;;2.0;
947;Geslacht totaal;0;Buitenland totaal;Utrecht (GM);30 september 2005;2.1;;2.1;;2.1;;2.1;
948;Geslacht totaal;0;Buitenland totaal;Zaanstad;31 december 1998;;;;;;;;
949;Geslacht totaal;0;Buitenland totaal;Zaanstad;31 december 2000;0.4;;0.4;;0.4;;0.4;
950;Geslacht totaal;0;Buitenland totaal;Zaanstad;30 september 2004;0.4;;0.4;;0.4;;0.4;
951;Geslacht totaal;0;Buitenland totaal;Zaanstad;30 september 2005;0.4;;0.4;;0.4;;0.4;
952;Geslacht totaal;0;Buitenland totaal;Zoetermeer;31 december 1998;;;;;;;;
953;Geslacht totaal;0;Buitenland totaal;Zoetermeer;31 december 2000;0.3;;0.3;;0.3;;0.3;
954;Geslacht totaal;0;Buitenland totaal;Zoetermeer;30 september 2004;0.3;;0.3;;0.3;;0.3;
955;Geslacht totaal;0;Buitenland totaal;Zoetermeer;30 september 2005;0.4;;0.4;;0.4;;0.4;
956;Geslacht totaal;0;Buitenland totaal;Zwolle (GM);31 december 1998;;;;;;;;
957;Geslacht totaal;0;Buitenland totaal;Zwolle (GM);31 december 2000;0.1;;0.1;;0.1;;0.1;
958;Geslacht totaal;0;Buitenland totaal;Zwolle (GM);30 september 2004;0.4;;0.4;;0.4;;0.4;
959;Geslacht totaal;0;Buitenland totaal;Zwolle (GM);30 september 2005;0.4;;0.4;;0.4;;0.4;
960;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Nederland totaal;31 december 1998;;;;;;;;
961;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Nederland totaal;31 december 2000;40.4;;40.4;;40.4;;40.4;
962;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Nederland totaal;30 september 2004;93.3;;93.3;;93.3;;93.3;
963;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Nederland totaal;30 september 2005;95.6;;95.6;;95.6;;95.6;
964;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Provincie onbekend;31 december 1998;0.0;;;;;;;0.0
965;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Provincie onbekend;31 december 2000;0.0;;;;;;;0.0
966;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Provincie onbekend;30 september 2004;2.0;;2.0;;2.0;;2.0;
967;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Provincie onbekend;30 september 2005;1.7;;1.7;;1.7;;1.7;
968;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Groningen (PV);31 december 1998;;;;;;;;
969;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Groningen (PV);31 december 2000;0.2;;0.2;;0.2;;0.2;
970;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Groningen (PV);30 september 2004;0.7;;0.7;;0.7;;0.7;
971;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Groningen (PV);30 september 2005;0.9;;0.9;;0.9;;0.9;
972;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Friesland (PV);31 december 1998;;;;;;;;
973;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Friesland (PV);31 december 2000;0.3;;0.3;;0.3;;0.3;
974;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Friesland (PV);30 september 2004;0.5;;0.5;;0.5;;0.5;
975;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Friesland (PV);30 september 2005;0.5;;0.5;;0.5;;0.5;
976;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Drenthe (PV);31 december 1998;;;;;;;;
977;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Drenthe (PV);31 december 2000;0.2;;0.2;;0.2;;0.2;
978;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Drenthe (PV);30 september 2004;1.1;;1.1;;1.1;;1.1;
979;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Drenthe (PV);30 september 2005;1.3;;1.3;;1.3;;1.3;
980;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overijssel (PV);31 december 1998;;;;;;;;
981;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overijssel (PV);31 december 2000;1.1;;1.1;;1.1;;1.1;
982;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overijssel (PV);30 september 2004;4.3;;4.3;;4.3;;4.3;
983;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overijssel (PV);30 september 2005;4.4;;4.4;;4.4;;4.4;
984;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Flevoland (PV);31 december 1998;;;;;;;;
985;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Flevoland (PV);31 december 2000;0.2;;0.2;;0.2;;0.2;
986;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Flevoland (PV);30 september 2004;0.8;;0.8;;0.8;;0.8;
987;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Flevoland (PV);30 september 2005;0.8;;0.8;;0.8;;0.8;
988;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Gelderland (PV);31 december 1998;;;;;;;;
989;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Gelderland (PV);31 december 2000;2.2;;2.2;;2.2;;2.2;
990;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Gelderland (PV);30 september 2004;8.4;;8.4;;8.4;;8.4;
991;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Gelderland (PV);30 september 2005;8.5;;8.5;;8.5;;8.5;
992;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Utrecht (PV);31 december 1998;;;;;;;;
993;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Utrecht (PV);31 december 2000;1.7;;1.7;;1.7;;1.7;
994;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Utrecht (PV);30 september 2004;2.9;;2.9;;2.9;;2.9;
995;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Utrecht (PV);30 september 2005;3.6;;3.6;;3.6;;3.6;
996;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Holland (PV);31 december 1998;;;;;;;;
997;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Holland (PV);31 december 2000;5.2;;5.2;;5.2;;5.2;
998;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Holland (PV);30 september 2004;10.7;;10.7;;10.7;;10.7;
999;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Holland (PV);30 september 2005;11.4;;11.4;;11.4;;11.4;
1000;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuid-Holland (PV);31 december 1998;;;;;;;;
1001;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuid-Holland (PV);31 december 2000;6.7;;6.7;;6.7;;6.7;
1002;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuid-Holland (PV);30 september 2004;11.7;;11.7;;11.7;;11.7;
1003;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuid-Holland (PV);30 september 2005;13.5;;13.5;;13.5;;13.5;
1004;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zeeland (PV);31 december 1998;;;;;;;;
1005;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zeeland (PV);31 december 2000;1.4;;1.4;;1.4;;1.4;
1006;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zeeland (PV);30 september 2004;3.8;;3.8;;3.8;;3.8;
1007;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zeeland (PV);30 september 2005;3.0;;3.0;;3.0;;3.0;
1008;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Brabant (PV);31 december 1998;;;;;;;;
1009;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Brabant (PV);31 december 2000;10.5;;10.5;;10.5;;10.5;
1010;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Brabant (PV);30 september 2004;24.1;;24.1;;24.1;;24.1;
1011;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Brabant (PV);30 september 2005;23.9;;23.9;;23.9;;23.9;
1012;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Limburg (PV);31 december 1998;;;;;;;;
1013;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Limburg (PV);31 december 2000;10.7;;10.7;;10.7;;10.7;
1014;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Limburg (PV);30 september 2004;22.3;;22.3;;22.3;;22.3;
1015;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Limburg (PV);30 september 2005;21.9;;21.9;;21.9;;21.9;
1016;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Corop onbekend;31 december 1998;0.0;;;;;;;0.0
1017;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Corop onbekend;31 december 2000;0.0;;;;;;;0.0
1018;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Corop onbekend;30 september 2004;2.0;;2.0;;2.0;;2.0;
1019;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Corop onbekend;30 september 2005;1.7;;1.7;;1.7;;1.7;
1020;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Oost-Groningen (CR);31 december 1998;;;;;;;;
1021;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Oost-Groningen (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
1022;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Oost-Groningen (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;
1023;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Oost-Groningen (CR);30 september 2005;0.3;;0.3;;0.3;;0.3;
1024;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Delfzijl en omgeving (CR);31 december 1998;;;;;;;;
1025;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Delfzijl en omgeving (CR);31 december 2000;;;;;;;;
1026;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Delfzijl en omgeving (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;
1027;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Delfzijl en omgeving (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;
1028;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overig Groningen (CR);31 december 1998;;;;;;;;
1029;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overig Groningen (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
1030;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overig Groningen (CR);30 september 2004;0.4;;0.4;;0.4;;0.4;
1031;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Overig Groningen (CR);30 september 2005;0.6;;0.6;;0.6;;0.6;
1032;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Friesland (CR);31 december 1998;;;;;;;;
1033;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Friesland (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;
1034;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Friesland (CR);30 september 2004;0.4;;0.4;;0.4;;0.4;
1035;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Friesland (CR);30 september 2005;0.3;;0.3;;0.3;;0.3;
1036;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Friesland (CR);31 december 1998;;;;;;;;
1037;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Friesland (CR);31 december 2000;;;;;;;;
1038;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Friesland (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;
1039;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Friesland (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;
1040;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Friesland (CR);31 december 1998;;;;;;;;
1041;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Friesland (CR);31 december 2000;;;;;;;;
1042;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Friesland (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;
1043;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Friesland (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;
1044;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Drenthe (CR);31 december 1998;;;;;;;;
1045;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Drenthe (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
1046;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Drenthe (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;
1047;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Drenthe (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;
1048;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Drenthe (CR);31 december 1998;;;;;;;;
1049;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Drenthe (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
1050;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Drenthe (CR);30 september 2004;0.8;;0.8;;0.8;;0.8;
1051;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidoost-Drenthe (CR);30 september 2005;0.9;;0.9;;0.9;;0.9;
1052;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Drenthe (CR);31 december 1998;;;;;;;;
1053;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Drenthe (CR);31 december 2000;;;;;;;;
1054;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Drenthe (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;
1055;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Drenthe (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;
1056;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Overijssel (CR);31 december 1998;;;;;;;;
1057;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Overijssel (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;
1058;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Overijssel (CR);30 september 2004;0.5;;0.5;;0.5;;0.5;
1059;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Noord-Overijssel (CR);30 september 2005;0.5;;0.5;;0.5;;0.5;
1060;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Overijssel (CR);31 december 1998;;;;;;;;
1061;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Overijssel (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
1062;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Overijssel (CR);30 september 2004;0.3;;0.3;;0.3;;0.3;
1063;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Overijssel (CR);30 september 2005;0.5;;0.5;;0.5;;0.5;
1064;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Twente (CR);31 december 1998;;;;;;;;
1065;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Twente (CR);31 december 2000;0.8;;0.8;;0.8;;0.8;
1066;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Twente (CR);30 september 2004;3.5;;3.5;;3.5;;3.5;
1067;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Twente (CR);30 september 2005;3.4;;3.4;;3.4;;3.4;
1068;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Veluwe (CR);31 december 1998;;;;;;;;
1069;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Veluwe (CR);31 december 2000;0.3;;0.3;;0.3;;0.3;
1070;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Veluwe (CR);30 september 2004;1.2;;1.2;;1.2;;1.2;
1071;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Veluwe (CR);30 september 2005;1.1;;1.1;;1.1;;1.1;
1072;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Achterhoek (CR);31 december 1998;;;;;;;;
1073;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Achterhoek (CR);31 december 2000;0.5;;0.5;;0.5;;0.5;
1074;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Achterhoek (CR);30 september 2004;1.6;;1.6;;1.6;;1.6;
1075;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Achterhoek (CR);30 september 2005;1.9;;1.9;;1.9;;1.9;
1076;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Arnhem/Nijmegen (CR);31 december 1998;;;;;;;;
1077;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Arnhem/Nijmegen (CR);31 december 2000;1.2;;1.2;;1.2;;1.2;
1078;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Arnhem/Nijmegen (CR);30 september 2004;4.3;;4.3;;4.3;;4.3;
1079;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Arnhem/Nijmegen (CR);30 september 2005;4.3;;4.3;;4.3;;4.3;
1080;Geslacht totaal;0;EU-25 totaal (excl. Nederland);Zuidwest-Gelderland (CR);31 december 1998;;;;;;;;
