ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
1651;Vrouwen;40 tot 50 jaar;1973;78;9;56;7;6;17;33;;14;3;11;0;55;0;4;3;16;10.3;15.9;8.5;29.8;31.6
1652;Vrouwen;40 tot 50 jaar;1974;88;14;60;8;6;17;34;;17;7;13;0;45;4;3;2;34;11.6;25.6;9.1;34.3;28.7
1653;Vrouwen;40 tot 50 jaar;1975;95;13;64;5;13;18;41;;21;7;8;0;56;4;7;3;25;12.6;24.5;9.7;21.6;56.0
1654;Vrouwen;40 tot 50 jaar;1976;76;14;45;2;15;23;28;;10;6;9;0;43;4;1;5;23;10.0;27.3;6.8;8.7;58.0
1655;Vrouwen;40 tot 50 jaar;1977;76;15;54;0;7;23;24;;18;3;8;0;43;2;1;2;28;10.0;30.3;8.2;0.0;24.4
1656;Vrouwen;40 tot 50 jaar;1978;88;10;61;5;12;21;30;;10;7;20;0;46;5;0;4;33;11.6;20.8;9.3;22.0;37.9
1657;Vrouwen;40 tot 50 jaar;1979;116;21;65;8;22;39;28;12.0;16;13;8;0;68;7;5;4;32;15.1;44.7;9.8;35.4;62.7
1658;Vrouwen;40 tot 50 jaar;1980;76;9;43;14;10;19;13;19.0;12;5;8;0;47;4;2;3;20;9.8;19.6;6.4;62.6;25.6
1659;Vrouwen;40 tot 50 jaar;1981;86;11;53;6;16;27;17;12.0;16;6;8;0;42;10;3;4;27;11.0;24.4;7.9;27.1;36.8
1660;Vrouwen;40 tot 50 jaar;1982;92;15;51;6;20;29;19;13.0;12;8;11;0;56;6;5;3;22;11.7;34.0;7.6;27.5;41.2
1661;Vrouwen;40 tot 50 jaar;1983;106;11;59;3;33;28;26;18.0;17;10;7;0;66;0;15;2;23;13.3;25.0;8.7;13.9;60.5
1662;Vrouwen;40 tot 50 jaar;1984;110;11;71;6;22;29;25;17.0;20;6;13;0;55;4;10;5;36;13.5;24.7;10.3;28.0;35.8
1663;Vrouwen;40 tot 50 jaar;1985;83;12;48;4;19;36;12;13.0;6;7;9;0;33;1;10;6;33;9.9;26.5;6.8;18.6;27.7
1664;Vrouwen;40 tot 50 jaar;1986;110;13;66;4;27;35;23;16.0;14;11;11;0;54;1;12;2;41;12.6;27.5;9.1;18.5;35.3
1665;Vrouwen;40 tot 50 jaar;1987;109;12;61;6;30;30;23;16.0;15;14;11;0;43;2;6;3;55;11.9;23.5;8.0;27.3;35.1
1666;Vrouwen;40 tot 50 jaar;1988;103;10;62;3;28;32;16;14.0;12;13;15;1;45;1;10;5;42;10.7;18.3;7.8;13.5;29.9
1667;Vrouwen;40 tot 50 jaar;1989;102;22;48;6;26;29;17;20.0;8;16;12;0;53;3;17;6;23;10.3;37.8;5.9;26.7;25.8
1668;Vrouwen;40 tot 50 jaar;1990;88;10;55;1;22;30;12;16.0;6;13;11;0;60;0;9;8;11;8.6;16.1;6.6;4.4;20.5
1669;Vrouwen;40 tot 50 jaar;1991;98;14;53;2;29;21;21;14.0;8;13;21;0;57;4;14;4;19;9.3;20.9;6.2;8.9;25.8
1670;Vrouwen;40 tot 50 jaar;1992;106;21;48;8;29;29;20;22.0;15;10;10;0;68;3;8;3;24;9.8;28.9;5.5;35.4;24.6
1671;Vrouwen;40 tot 50 jaar;1993;105;16;48;11;30;34;20;11.0;11;16;13;0;68;1;10;8;18;9.5;20.4;5.4;48.6;24.4
1672;Vrouwen;40 tot 50 jaar;1994;112;19;53;3;37;33;30;20.0;8;7;14;0;61;3;12;6;30;10.0;22.4;6.0;13.3;28.9
1673;Vrouwen;40 tot 50 jaar;1995;94;15;44;2;33;29;35;16.0;6;6;2;0;46;11;14;2;21;8.2;16.2;4.9;9.0;24.7
1674;Vrouwen;40 tot 50 jaar;1996;109;23;49;2;35;41;20;11.0;13;11;10;3;59;8;4;12;26;9.5;23.1;5.5;9.1;25.5
1675;Vrouwen;40 tot 50 jaar;1997;108;30;40;1;37;38;26;13.0;9;12;10;0;65;3;8;5;27;9.4;28.1;4.6;4.8;26.6
1676;Vrouwen;40 tot 50 jaar;1998;114;25;44;3;42;29;37;16.0;12;9;10;1;59;7;14;9;25;10.0;21.7;5.1;15.2;29.9
1677;Vrouwen;40 tot 50 jaar;1999;111;27;41;2;41;34;41;13.0;3;11;9;0;69;4;3;7;28;9.6;21.7;4.7;10.5;28.8
1678;Vrouwen;40 tot 50 jaar;2000;125;33;48;1;43;38;41;15.0;9;11;9;2;75;5;4;8;33;10.7;24.6;5.5;5.3;29.9
1679;Vrouwen;40 tot 50 jaar;2001;112;33;49;3;27;41;28;12.0;4;15;12;0;62;4;9;7;30;9.5;22.7;5.6;16.0;18.3
1680;Vrouwen;40 tot 50 jaar;2002;104;29;35;4;36;41;29;11.0;3;11;9;0;65;5;8;9;17;8.7;18.5;4.0;21.7;23.8
1681;Vrouwen;40 tot 50 jaar;2003;94;28;34;2;30;26;28;12.0;6;12;10;0;57;3;6;9;19;7.7;16.6;3.9;11.1;19.4
1682;Vrouwen;40 tot 50 jaar;2004;143;44;50;3;46;50;39;21.0;8;17;6;2;93;8;10;9;23;11.6;24.2;5.7;17.2;29.0
1683;Vrouwen;40 tot 50 jaar;2005;114;29;52;2;31;45;30;9.0;6;10;13;1;58;7;12;11;26;9.1;14.9;6.0;11.9;19.1
1684;Vrouwen;40 tot 50 jaar;2006;107;33;41;3;30;33;36;7.0;9;14;7;1;72;7;10;6;12;8.5;16.0;4.7;18.6;18.1
1685;Vrouwen;40 tot 50 jaar;2007;94;36;26;2;30;31;26;15.0;5;12;4;1;55;5;9;9;16;7.4;16.6;3.0;13.0;17.8
1686;Vrouwen;40 tot 50 jaar;2008;96;30;38;2;26;29;33;13.0;3;8;8;2;57;8;10;5;16;7.6;13.1;4.5;13.6;15.2
1687;Vrouwen;40 tot 50 jaar;2009;106;38;39;2;27;36;37;11.0;7;11;4;0;73;2;8;6;17;8.3;16.1;4.6;14.2;15.1
1688;Vrouwen;40 tot 50 jaar;2010;112;38;42;4;28;43;24;11.0;6;21;7;0;78;4;4;5;21;8.7;15.5;5.0;29.4;15.1
1689;Vrouwen;40 tot 50 jaar;2011;124;47;35;6;36;53;37;13.0;7;6;8;0;74;4;13;6;27;9.7;18.3;4.2;46.2;19.2
1690;Vrouwen;40 tot 50 jaar;2012;134;51;42;1;40;55;44;13.0;3;9;9;1;81;6;6;11;30;10.5;19.0;5.2;8.1;21.4
1691;Vrouwen;40 tot 50 jaar;2013;108;29;44;2;33;43;32;12.0;5;8;8;0;58;4;8;5;33;8.5;10.4;5.6;16.9;17.8
1692;Vrouwen;40 tot 50 jaar;2014;114;33;44;3;34;43;40;10.0;6;8;7;0;72;7;9;4;22;9.2;11.5;5.8;26.8;18.6
1693;Vrouwen;40 tot 50 jaar;2015;108;40;32;4;32;37;34;14.0;5;10;7;1;63;8;1;3;33;8.9;13.6;4.4;37.9;17.8
1694;Vrouwen;40 tot 50 jaar;2016;103;34;33;1;35;36;35;17.0;3;4;7;1;75;4;5;2;17;8.6;11.3;4.7;10.0;19.9
1695;Vrouwen;40 tot 50 jaar;2017;104;46;30;2;26;47;32;5.0;6;12;2;0;81;2;10;5;6;8.9;15.1;4.4;20.8;15.2
1696;Vrouwen;40 tot 50 jaar;2018;100;38;36;0;26;36;27;13.0;3;12;9;0;75;2;4;4;15;8.7;12.2;5.5;0.0;15.7
1697;Vrouwen;40 tot 50 jaar;2019;80;40;16;0;24;33;23;12.0;3;4;5;0;54;4;1;7;14;7.1;12.6;2.5;0.0;15.1
1698;Vrouwen;40 tot 50 jaar;2020;83;37;27;3;16;33;18;7.0;7;9;9;0;52;0;6;4;21;7.6;11.5;4.4;35.5;10.5
1699;Vrouwen;40 tot 50 jaar;2021;79;36;24;1;18;32;20;3.0;6;8;10;0;49;8;4;6;12;7.3;11.0;4.0;12.3;12.4
1700;Vrouwen;40 tot 50 jaar;2022;75;32;17;3;23;32;20;7.0;4;5;6;1;54;4;1;2;14;7.0;9.6;2.9;38.2;16.6
1701;Vrouwen;40 tot 50 jaar;2023;88;40;23;1;24;36;27;5.0;3;8;9;0;54;6;8;6;14;8.2;11.7;3.9;13.1;18.0
1702;Vrouwen;50 tot 60 jaar;1950;45;7;29;8;1;12;4;;9;2;18;0;19;5;0;8;13;9.0;10.9;7.7;15.8;11.3
1703;Vrouwen;50 tot 60 jaar;1951;45;7;33;3;2;11;4;;9;2;15;4;0;0;0;0;45;8.8;10.8;8.6;5.8;21.5
1704;Vrouwen;50 tot 60 jaar;1952;62;14;33;14;1;17;6;;15;1;21;2;0;0;0;0;62;11.8;21.1;8.3;26.8;10.2
1705;Vrouwen;50 tot 60 jaar;1953;60;7;42;9;2;12;5;;17;4;20;2;0;0;0;0;60;11.2;10.4;10.3;17.1;19.6
1706;Vrouwen;50 tot 60 jaar;1954;58;7;41;10;0;15;3;;12;1;25;2;0;0;0;0;58;10.6;10.2;9.9;18.8;0.0
1707;Vrouwen;50 tot 60 jaar;1955;60;9;35;15;1;16;4;;15;3;22;0;22;4;0;14;20;10.7;12.9;8.2;27.8;9.0
1708;Vrouwen;50 tot 60 jaar;1956;62;9;35;13;5;13;3;;14;1;31;0;0;0;0;0;62;10.9;12.8;8.1;23.8;43.1
1709;Vrouwen;50 tot 60 jaar;1957;70;8;44;15;3;20;3;;22;2;21;2;43;6;0;8;13;12.1;11.2;10.0;27.3;24.8
1710;Vrouwen;50 tot 60 jaar;1958;64;8;45;9;2;17;6;;14;4;22;1;0;0;0;0;64;10.8;11.0;10.0;16.2;15.8
1711;Vrouwen;50 tot 60 jaar;1959;77;14;47;15;1;17;3;;21;3;33;0;0;0;0;0;77;12.7;19.1;10.2;26.7;7.6
1712;Vrouwen;50 tot 60 jaar;1960;81;14;49;13;5;16;3;;21;4;34;3;0;0;0;0;81;13.2;19.1;10.4;22.7;38.5
1713;Vrouwen;50 tot 60 jaar;1961;74;10;40;18;6;14;7;;22;4;25;2;0;0;0;0;74;11.9;13.7;8.4;31.0;47.2
1714;Vrouwen;50 tot 60 jaar;1962;82;10;56;13;3;16;6;;26;1;31;2;37;11;6;5;23;13.0;13.8;11.6;22.1;23.1
1715;Vrouwen;50 tot 60 jaar;1963;57;9;39;7;2;9;10;;18;5;11;4;0;0;0;0;57;9.0;12.5;7.9;11.7;15.0
1716;Vrouwen;50 tot 60 jaar;1964;85;12;53;17;3;18;12;;28;5;19;3;0;0;0;0;85;13.2;16.8;10.6;27.9;21.8
1717;Vrouwen;50 tot 60 jaar;1965;72;12;41;17;2;14;14;;20;2;19;3;39;9;2;4;18;11.1;17.1;8.2;27.5;14.2
1718;Vrouwen;50 tot 60 jaar;1966;88;19;57;11;1;21;13;;24;2;23;5;0;0;0;0;88;13.5;27.7;11.3;17.6;6.9
1719;Vrouwen;50 tot 60 jaar;1967;66;12;36;16;2;19;18;;15;3;8;3;33;7;1;6;19;10.1;17.9;7.1;25.4;13.6
1720;Vrouwen;50 tot 60 jaar;1968;48;8;30;9;1;10;11;;14;4;9;0;0;0;0;0;48;7.3;12.3;5.9;14.2;6.7
1721;Vrouwen;50 tot 60 jaar;1969;80;9;52;12;7;23;25;;21;4;7;0;42;10;1;6;21;12.2;14.3;10.2;18.9;45.8
1722;Vrouwen;50 tot 60 jaar;1970;88;12;54;19;3;20;35;;24;3;6;0;38;13;1;6;30;13.3;19.5;10.4;29.5;19.0
1723;Vrouwen;50 tot 60 jaar;1971;93;11;61;16;5;17;40;;24;2;10;0;56;9;0;9;19;13.8;18.1;11.5;24.3;30.2
1724;Vrouwen;50 tot 60 jaar;1972;89;12;49;18;10;14;38;;25;2;10;0;54;6;1;7;21;13.1;20.1;9.1;26.9;56.7
1725;Vrouwen;50 tot 60 jaar;1973;117;11;73;19;14;28;50;;26;8;5;0;69;5;0;5;38;17.0;18.7;13.4;28.0;73.4
1726;Vrouwen;50 tot 60 jaar;1974;96;9;59;20;8;21;39;;25;3;8;0;60;7;2;4;23;13.8;15.5;10.7;29.3;38.8
1727;Vrouwen;50 tot 60 jaar;1975;94;14;58;15;7;25;31;;27;3;8;0;56;5;3;12;18;13.3;24.2;10.4;21.8;31.2
1728;Vrouwen;50 tot 60 jaar;1976;97;13;59;16;9;25;31;;24;4;13;0;53;3;5;7;29;13.6;22.4;10.5;23.0;37.0
1729;Vrouwen;50 tot 60 jaar;1977;95;10;55;17;13;29;25;;22;9;10;0;49;2;1;8;35;13.2;17.5;9.7;24.2;50.1
1730;Vrouwen;50 tot 60 jaar;1978;113;16;67;20;10;27;33;;26;10;17;0;59;5;3;8;38;15.5;28.2;11.6;28.2;36.3
1731;Vrouwen;50 tot 60 jaar;1979;141;22;85;21;13;37;40;10.0;27;7;20;0;73;11;5;6;46;19.0;39.1;14.6;29.3;44.4
1732;Vrouwen;50 tot 60 jaar;1980;104;12;69;12;11;24;30;9.0;30;2;9;0;55;9;2;5;33;14.0;21.7;11.8;16.8;35.4
1733;Vrouwen;50 tot 60 jaar;1981;100;13;59;19;9;37;20;6.0;25;7;5;0;61;4;2;5;28;13.4;24.0;10.1;27.0;27.5
1734;Vrouwen;50 tot 60 jaar;1982;106;16;58;18;14;37;26;6.0;19;11;7;0;61;6;6;5;28;14.3;30.4;9.9;26.0;39.7
1735;Vrouwen;50 tot 60 jaar;1983;131;17;73;21;20;42;27;10.0;19;15;18;0;79;7;10;8;27;17.7;33.3;12.5;30.8;52.6
1736;Vrouwen;50 tot 60 jaar;1984;120;13;72;18;17;42;24;12.0;27;9;6;0;77;4;4;5;30;16.2;26.3;12.4;26.9;41.7
1737;Vrouwen;50 tot 60 jaar;1985;109;11;62;17;19;38;25;6.0;17;16;7;0;38;3;12;6;50;14.8;23.0;10.7;25.9;43.4
1738;Vrouwen;50 tot 60 jaar;1986;92;8;53;15;16;34;17;6.0;21;8;6;0;45;1;9;2;35;12.5;17.3;9.1;23.2;34.1
1739;Vrouwen;50 tot 60 jaar;1987;106;14;56;15;21;37;21;10.0;16;6;16;0;45;1;6;6;48;14.3;31.3;9.6;23.6;41.9
1740;Vrouwen;50 tot 60 jaar;1988;93;9;58;11;15;33;16;10.0;19;6;8;1;42;3;7;3;38;12.5;20.7;9.9;17.6;28.0
1741;Vrouwen;50 tot 60 jaar;1989;97;15;55;7;20;18;18;25.0;17;13;6;0;59;6;8;7;17;13.0;35.5;9.4;11.4;34.6
1742;Vrouwen;50 tot 60 jaar;1990;86;10;45;18;13;30;9;9.0;20;8;10;0;46;8;5;7;20;11.4;24.2;7.6;29.8;20.9
1743;Vrouwen;50 tot 60 jaar;1991;86;8;44;19;15;38;12;10.0;7;5;14;0;53;6;3;4;20;11.3;19.8;7.4;32.1;22.6
1744;Vrouwen;50 tot 60 jaar;1992;84;12;48;12;12;25;14;13.0;15;9;8;0;55;3;5;5;16;10.9;30.1;8.0;20.7;16.9
1745;Vrouwen;50 tot 60 jaar;1993;71;9;36;11;15;20;20;5.0;10;5;10;1;42;2;5;2;20;9.1;22.7;5.9;19.3;19.8
1746;Vrouwen;50 tot 60 jaar;1994;73;5;39;12;17;23;8;8.0;19;4;11;0;46;4;6;1;16;9.1;12.4;6.3;21.3;20.9
1747;Vrouwen;50 tot 60 jaar;1995;83;10;46;4;23;27;19;15.0;8;5;9;0;41;9;6;7;20;10.2;24.4;7.3;7.2;26.5
1748;Vrouwen;50 tot 60 jaar;1996;88;11;46;5;26;27;20;5.0;14;13;7;2;52;6;9;5;16;10.3;25.7;7.0;9.0;27.6
1749;Vrouwen;50 tot 60 jaar;1997;81;5;35;10;31;24;23;10.0;11;6;7;0;40;9;4;9;19;9.0;10.9;5.1;17.8;29.9
1750;Vrouwen;50 tot 60 jaar;1998;104;14;43;10;37;42;29;9.0;10;5;9;0;57;8;6;10;23;11.1;28.5;6.0;18.1;32.7
1751;Vrouwen;50 tot 60 jaar;1999;85;9;47;10;19;38;20;9.0;8;6;4;0;50;5;5;10;15;8.8;17.2;6.3;18.2;15.8
1752;Vrouwen;50 tot 60 jaar;2000;94;12;52;6;24;27;17;14.0;16;12;6;2;51;5;4;4;30;9.4;21.5;6.8;10.7;19.1
1753;Vrouwen;50 tot 60 jaar;2001;86;5;44;2;35;27;23;12.0;7;9;5;3;53;5;3;3;22;8.4;8.3;5.7;3.6;26.5
1754;Vrouwen;50 tot 60 jaar;2002;98;17;53;5;23;28;20;14.0;15;13;7;1;45;7;5;7;34;9.3;26.1;6.7;9.0;16.6
1755;Vrouwen;50 tot 60 jaar;2003;104;14;49;9;32;34;27;19.0;9;9;5;1;61;10;2;7;24;9.7;19.9;6.1;16.2;22.2
1756;Vrouwen;50 tot 60 jaar;2004;109;10;52;9;38;40;32;9.0;17;6;4;1;63;12;6;10;18;10.0;13.1;6.4;16.4;25.4
1757;Vrouwen;50 tot 60 jaar;2005;104;21;45;7;31;31;35;11.0;14;10;3;0;63;12;7;4;18;9.3;25.4;5.5;12.9;20.0
1758;Vrouwen;50 tot 60 jaar;2006;125;24;58;5;38;42;29;23.0;8;17;5;1;87;7;7;4;20;11.2;26.9;7.1;9.5;23.9
1759;Vrouwen;50 tot 60 jaar;2007;82;15;32;5;30;35;17;7.0;7;11;4;1;51;2;4;12;13;7.4;15.7;4.0;10.1;18.7
1760;Vrouwen;50 tot 60 jaar;2008;107;19;49;8;31;37;31;13.0;10;8;7;1;69;12;8;6;12;9.6;18.4;6.1;16.9;19.0
1761;Vrouwen;50 tot 60 jaar;2009;114;15;48;9;42;44;34;7.0;12;10;7;0;66;13;6;7;22;10.2;13.8;6.0;19.7;24.8
1762;Vrouwen;50 tot 60 jaar;2010;109;15;47;8;39;39;28;17.0;9;7;9;0;63;8;4;5;29;9.6;13.1;5.9;18.0;22.1
1763;Vrouwen;50 tot 60 jaar;2011;109;22;46;9;32;31;42;9.0;13;8;6;0;65;9;4;5;26;9.5;17.9;5.8;20.7;17.6
1764;Vrouwen;50 tot 60 jaar;2012;122;29;56;7;30;45;38;9.0;10;13;6;1;64;8;6;5;39;10.5;22.1;7.0;16.5;15.9
1765;Vrouwen;50 tot 60 jaar;2013;138;37;50;7;44;52;41;12.0;10;11;12;0;79;11;6;7;35;11.7;26.3;6.2;17.0;22.5
1766;Vrouwen;50 tot 60 jaar;2014;156;42;64;8;42;60;57;8.0;15;11;5;0;85;16;8;8;39;13.0;27.9;8.0;19.9;20.7
1767;Vrouwen;50 tot 60 jaar;2015;152;40;58;10;44;57;49;9.0;7;17;12;1;90;15;5;8;34;12.5;24.9;7.2;25.6;20.9
1768;Vrouwen;50 tot 60 jaar;2016;141;27;59;10;45;51;45;12.0;11;12;10;0;89;9;7;5;31;11.5;15.9;7.4;26.5;20.7
1769;Vrouwen;50 tot 60 jaar;2017;144;45;48;8;43;47;48;21.0;7;10;11;0;90;16;6;10;22;11.6;25.1;6.0;21.9;19.3
1770;Vrouwen;50 tot 60 jaar;2018;161;37;70;4;50;52;54;13.0;13;17;10;2;115;14;5;8;19;12.9;19.5;8.8;11.4;22.0
1771;Vrouwen;50 tot 60 jaar;2019;136;36;59;6;35;56;32;15.0;10;9;11;3;87;10;8;11;20;10.8;18.0;7.5;17.7;15.1
1772;Vrouwen;50 tot 60 jaar;2020;132;35;43;7;47;55;37;14.0;6;5;14;1;79;8;4;4;37;10.4;16.5;5.5;21.4;19.9
1773;Vrouwen;50 tot 60 jaar;2021;129;39;51;5;34;55;31;7.0;10;13;11;2;81;7;8;6;27;10.1;17.4;6.6;15.7;14.3
1774;Vrouwen;50 tot 60 jaar;2022;144;46;56;0;42;56;35;15.0;6;10;21;1;91;17;4;8;24;11.3;19.4;7.3;0.0;17.8
1775;Vrouwen;50 tot 60 jaar;2023;120;32;49;3;36;43;36;12.0;10;6;13;0;88;8;5;5;14;9.5;12.9;6.5;10.1;15.5
1776;Vrouwen;60 tot 70 jaar;1950;35;5;14;15;1;9;3;;8;1;14;0;14;4;0;4;13;10.0;10.7;6.5;18.5;18.4
1777;Vrouwen;60 tot 70 jaar;1951;44;7;26;11;0;7;6;;13;0;18;0;0;0;0;0;44;12.3;14.7;11.7;13.3;0.0
1778;Vrouwen;60 tot 70 jaar;1952;47;9;21;16;1;8;4;;14;4;15;2;0;0;0;0;47;12.8;18.6;9.2;19.1;16.6
1779;Vrouwen;60 tot 70 jaar;1953;61;13;28;18;2;13;2;;20;2;24;0;0;0;0;0;61;16.2;26.3;11.9;21.1;31.4
1780;Vrouwen;60 tot 70 jaar;1954;61;11;31;19;0;17;3;;18;2;21;0;0;0;0;0;61;15.7;21.8;12.7;21.9;0.0
1781;Vrouwen;60 tot 70 jaar;1955;61;7;36;18;0;10;7;;22;3;19;0;28;8;0;5;20;15.3;13.7;14.4;20.3;0.0
1782;Vrouwen;60 tot 70 jaar;1956;63;10;29;22;2;11;1;;22;4;22;3;0;0;0;0;63;15.4;19.2;11.2;24.1;27.2
1783;Vrouwen;60 tot 70 jaar;1957;90;14;49;26;1;20;8;;28;4;26;4;53;10;0;18;9;21.4;26.5;18.4;27.8;13.0
1784;Vrouwen;60 tot 70 jaar;1958;68;11;30;25;2;15;1;;16;4;31;1;0;0;0;0;68;15.8;20.4;11.0;26.0;24.8
1785;Vrouwen;60 tot 70 jaar;1959;66;8;31;26;1;10;2;;18;5;31;0;0;0;0;0;66;14.9;14.6;11.0;26.3;11.8
1786;Vrouwen;60 tot 70 jaar;1960;57;7;32;16;2;10;5;;17;0;23;2;0;0;0;0;57;12.5;12.7;11.1;15.7;23.0
1787;Vrouwen;60 tot 70 jaar;1961;65;9;35;16;5;15;3;;21;1;24;1;0;0;0;0;65;13.9;16.1;11.8;15.2;56.3
1788;Vrouwen;60 tot 70 jaar;1962;64;6;30;27;1;13;4;;17;1;28;1;25;12;0;8;19;13.4;10.5;9.9;24.9;10.8
1789;Vrouwen;60 tot 70 jaar;1963;72;15;28;26;3;20;9;;20;2;18;3;0;0;0;0;72;14.7;25.8;9.0;23.3;31.4
1790;Vrouwen;60 tot 70 jaar;1964;51;7;28;14;2;12;7;;13;3;15;1;0;0;0;0;51;10.2;11.8;8.8;12.2;20.3
1791;Vrouwen;60 tot 70 jaar;1965;70;7;36;24;3;14;4;;19;5;23;5;31;4;0;7;28;13.6;11.6;11.1;20.3;29.4
1792;Vrouwen;60 tot 70 jaar;1966;67;7;41;18;1;16;6;;27;1;14;3;0;0;0;0;67;12.8;11.4;12.4;14.8;9.5
1793;Vrouwen;60 tot 70 jaar;1967;65;4;42;19;0;15;11;;26;3;8;2;41;7;0;5;12;12.2;6.4;12.5;15.3;0.0
1794;Vrouwen;60 tot 70 jaar;1968;63;13;21;28;1;18;15;;26;1;2;1;0;0;0;0;63;11.6;20.6;6.1;22.0;8.7
1795;Vrouwen;60 tot 70 jaar;1969;66;11;30;22;3;18;21;;21;3;3;0;31;9;0;8;18;11.9;17.2;8.6;16.8;25.1
1796;Vrouwen;60 tot 70 jaar;1970;80;12;36;30;2;15;24;;30;3;8;0;38;7;0;8;27;14.2;18.7;10.2;22.3;16.0
1797;Vrouwen;60 tot 70 jaar;1971;90;10;41;33;6;21;26;;31;5;7;0;57;8;1;8;16;15.7;15.5;11.5;24.1;46.1
1798;Vrouwen;60 tot 70 jaar;1972;88;11;40;29;8;25;24;;26;7;6;0;50;6;1;11;20;15.2;17.1;11.1;20.7;57.7
1799;Vrouwen;60 tot 70 jaar;1973;97;15;45;32;5;17;33;;34;4;9;0;51;6;0;10;30;16.5;23.5;12.3;22.5;33.3
1800;Vrouwen;60 tot 70 jaar;1974;89;11;42;34;2;18;29;;32;5;5;0;49;5;1;6;28;15.0;17.4;11.3;23.5;12.3
1801;Vrouwen;60 tot 70 jaar;1975;79;5;40;27;7;23;22;;19;7;8;0;43;6;0;9;21;13.2;8.0;10.7;18.5;39.3
1802;Vrouwen;60 tot 70 jaar;1976;72;7;34;27;4;20;18;;26;7;1;0;38;8;1;3;22;11.9;11.3;9.1;18.3;20.8
1803;Vrouwen;60 tot 70 jaar;1977;86;12;40;25;9;19;23;;30;8;6;0;35;7;0;6;38;14.2;19.7;10.6;16.8;44.7
1804;Vrouwen;60 tot 70 jaar;1978;116;14;57;35;10;17;29;;47;8;15;0;55;13;0;8;40;19.1;23.6;15.1;23.4;47.7
1805;Vrouwen;60 tot 70 jaar;1979;121;13;45;54;9;35;24;6.0;42;7;7;0;45;19;0;15;42;19.9;22.6;11.9;36.1;41.5
1806;Vrouwen;60 tot 70 jaar;1980;94;13;41;32;8;25;26;5.0;25;8;5;0;49;6;2;7;30;15.3;23.1;10.7;21.2;35.3
1807;Vrouwen;60 tot 70 jaar;1981;97;15;43;34;5;20;28;0.0;33;10;6;0;43;14;0;10;30;15.5;26.9;10.9;22.2;20.8
1808;Vrouwen;60 tot 70 jaar;1982;100;10;38;40;12;26;24;7.0;28;9;6;0;55;8;1;11;25;15.7;18.3;9.5;25.9;46.9
1809;Vrouwen;60 tot 70 jaar;1983;111;16;54;30;11;32;21;6.0;34;13;5;0;58;3;5;7;38;17.2;29.7;13.2;19.3;40.3
1810;Vrouwen;60 tot 70 jaar;1984;122;13;47;57;5;29;26;5.0;42;8;11;1;59;5;4;7;47;18.7;24.4;11.3;36.6;17.3
1811;Vrouwen;60 tot 70 jaar;1985;101;9;49;38;5;37;19;4.0;24;12;5;0;58;6;5;4;28;15.3;17.1;11.6;24.3;16.5
1812;Vrouwen;60 tot 70 jaar;1986;82;8;42;24;8;24;19;4.0;21;7;7;0;41;3;3;3;32;12.3;15.3;9.8;15.3;25.2
1813;Vrouwen;60 tot 70 jaar;1987;95;14;30;39;12;26;19;4.0;27;7;11;1;38;8;2;7;40;14.1;27.2;6.9;24.7;36.2
1814;Vrouwen;60 tot 70 jaar;1988;84;4;38;33;9;22;16;5.0;28;7;6;0;29;5;5;1;44;12.3;7.8;8.7;20.8;25.9
1815;Vrouwen;60 tot 70 jaar;1989;97;10;35;37;15;27;21;10.0;23;7;9;0;50;7;4;11;25;14.0;19.7;7.9;23.1;41.1
1816;Vrouwen;60 tot 70 jaar;1990;84;9;35;28;12;31;10;2.0;23;12;6;0;45;10;1;8;20;12.1;18.0;7.8;17.6;31.3
1817;Vrouwen;60 tot 70 jaar;1991;86;6;28;34;18;26;12;3.0;24;10;11;0;46;2;3;10;25;12.4;12.3;6.2;21.7;45.1
1818;Vrouwen;60 tot 70 jaar;1992;73;8;29;25;11;15;16;4.0;21;12;5;0;39;8;1;7;18;10.5;16.7;6.4;16.3;26.5
1819;Vrouwen;60 tot 70 jaar;1993;70;6;28;23;13;17;15;4.0;18;8;8;0;41;4;4;5;16;10.1;12.9;6.2;15.2;30.0
1820;Vrouwen;60 tot 70 jaar;1994;61;7;22;19;13;11;20;5.0;14;3;7;1;32;4;3;5;17;8.8;15.5;4.8;12.9;28.7
1821;Vrouwen;60 tot 70 jaar;1995;69;11;25;17;16;18;21;6.0;11;6;7;0;31;11;3;9;15;10.0;25.2;5.5;11.8;33.7
1822;Vrouwen;60 tot 70 jaar;1996;63;7;27;20;9;18;11;5.0;17;8;3;1;33;11;2;6;11;9.1;16.6;5.9;14.2;18.0
1823;Vrouwen;60 tot 70 jaar;1997;67;7;23;20;17;30;14;3.0;12;5;2;1;31;10;0;5;21;9.7;17.2;5.0;14.4;32.2
