ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
239;Business Economy, B-N, excl. K, incl. 95;2018;122025;109080;12620;305;20;0;122005;122025;102485;19540
240;Business Economy, B-N, excl. K, incl. 95;2019 1e kwartaal;33490;30305;3115;60;5;0;33485;33490;28485;5005
241;Business Economy, B-N, excl. K, incl. 95;2019 2e kwartaal;37365;33390;3870;100;0;0;37360;37365;31505;5860
242;Business Economy, B-N, excl. K, incl. 95;2019 3e kwartaal;37440;33735;3630;65;5;0;37435;37440;32870;4570
243;Business Economy, B-N, excl. K, incl. 95;2019 4e kwartaal;32055;29100;2885;70;0;0;32055;32055;27555;4500
244;Business Economy, B-N, excl. K, incl. 95;2019;140350;126530;13505;300;15;0;140335;140350;120410;19935
245;Business Economy, B-N, excl. K, incl. 95;2020 1e kwartaal;38175;34735;3385;55;5;0;38170;38175;33260;4915
246;Business Economy, B-N, excl. K, incl. 95;2020 2e kwartaal;35935;32760;3095;80;0;0;35935;35935;29780;6155
247;Business Economy, B-N, excl. K, incl. 95;2020 3e kwartaal;32715;29595;3065;50;5;0;32715;32715;28200;4520
248;Business Economy, B-N, excl. K, incl. 95;2020 4e kwartaal;36780;33145;3585;45;5;0;36775;36780;31645;5140
249;Business Economy, B-N, excl. K, incl. 95;2020;143610;130235;13130;230;15;0;143595;143610;122880;20725
250;Business Economy, B-N, excl. K, incl. 95;2021 1e kwartaal;39630;35200;4375;50;5;0;39625;39630;33915;5715
251;Business Economy, B-N, excl. K, incl. 95;2021 2e kwartaal;43315;38235;5005;65;5;0;43305;43315;36320;6995
252;Business Economy, B-N, excl. K, incl. 95;2021 3e kwartaal;41735;36910;4745;75;5;0;41730;41735;36000;5735
253;Business Economy, B-N, excl. K, incl. 95;2021 4e kwartaal;36925;33245;3595;80;5;0;36915;36925;31495;5430
254;Business Economy, B-N, excl. K, incl. 95;2021;161600;143590;17720;270;20;0;161580;161600;137725;23875
255;Business Economy, B-N, excl. K, incl. 95;2022 1e kwartaal;38015;34625;3310;70;5;0;38010;38015;32205;5810
256;Business Economy, B-N, excl. K, incl. 95;2022 2e kwartaal;40175;36265;3830;75;5;0;40170;40175;32830;7345
257;Business Economy, B-N, excl. K, incl. 95;2022 3e kwartaal;40895;37405;3420;65;5;0;40890;40895;35415;5480
258;Business Economy, B-N, excl. K, incl. 95;2022 4e kwartaal;40275;37260;2950;55;5;0;40270;40275;35125;5150
259;Business Economy, B-N, excl. K, incl. 95;2022;159360;145555;13515;270;15;0;159340;159360;135575;23785
260;Business Economy, B-N, excl. K, incl. 95;2023 1e kwartaal;42190;39005;3140;40;5;0;42190;42190;36865;5330
261;Business Economy, B-N, excl. K, incl. 95;2023 2e kwartaal;46470;42400;3960;100;5;0;46460;46470;38435;8035
262;Business Economy, B-N, excl. K, incl. 95;2023 3e kwartaal;45215;41245;3905;60;5;0;45210;45215;39715;5500
263;Business Economy, B-N, excl. K, incl. 95;2023 4e kwartaal;43065;39480;3530;50;0;0;43065;43065;37090;5975
264;Business Economy, B-N, excl. K, incl. 95;2023;176940;162135;14535;255;15;0;176925;176940;152105;24835
265;Business Economy, B-N, excl. K, incl. 95;2024 1e kwartaal;40385;36920;3410;50;5;0;40380;40385;34650;5730
266;Business Economy, B-N, excl. K, incl. 95;2024 2e kwartaal;42030;37990;3945;90;5;0;42025;42030;35150;6875
267;Business Economy, B-N, excl. K, incl. 95;2024 3e kwartaal;42215;38470;3685;55;5;0;42210;42215;36195;6020
268;Business Economy, B-N, excl. K, incl. 95;2024 4e kwartaal;35640;32595;3015;30;5;0;35640;35640;30170;5475
269;Business Economy, B-N, excl. K, incl. 95;2024;160270;145970;14055;225;20;0;160250;160270;136165;24100
270;A Landbouw, bosbouw en visserij;2007 1e kwartaal;1140;800;320;20;0;0;1140;1140;960;180
271;A Landbouw, bosbouw en visserij;2007 2e kwartaal;1280;870;400;10;0;0;1280;1280;1195;85
272;A Landbouw, bosbouw en visserij;2007 3e kwartaal;1235;730;490;15;0;0;1235;1235;1105;130
273;A Landbouw, bosbouw en visserij;2007 4e kwartaal;985;630;345;10;0;0;985;985;875;110
274;A Landbouw, bosbouw en visserij;2007;4635;3030;1550;55;0;0;4635;4635;4130;505
275;A Landbouw, bosbouw en visserij;2008 1e kwartaal;825;555;260;10;0;0;825;825;760;65
276;A Landbouw, bosbouw en visserij;2008 2e kwartaal;1100;870;220;10;0;0;1100;1100;1005;95
277;A Landbouw, bosbouw en visserij;2008 3e kwartaal;1105;725;365;10;0;0;1105;1105;1040;65
278;A Landbouw, bosbouw en visserij;2008 4e kwartaal;1350;705;630;15;0;0;1350;1350;1200;150
279;A Landbouw, bosbouw en visserij;2008;4380;2860;1475;45;0;0;4380;4380;4005;375
280;A Landbouw, bosbouw en visserij;2009 1e kwartaal;530;520;10;0;0;0;530;530;490;40
281;A Landbouw, bosbouw en visserij;2009 2e kwartaal;2695;2235;450;5;0;0;2695;2695;2620;75
282;A Landbouw, bosbouw en visserij;2009 3e kwartaal;2980;2585;385;10;0;0;2980;2980;2915;65
283;A Landbouw, bosbouw en visserij;2009 4e kwartaal;3525;2675;830;25;0;0;3525;3525;3390;140
284;A Landbouw, bosbouw en visserij;2009;9730;8015;1675;40;0;0;9730;9730;9410;320
285;A Landbouw, bosbouw en visserij;2010 1e kwartaal;1230;1170;65;0;0;0;1230;1230;1200;30
286;A Landbouw, bosbouw en visserij;2010 2e kwartaal;3820;3190;620;5;0;0;3820;3820;3755;65
287;A Landbouw, bosbouw en visserij;2010 3e kwartaal;1735;965;765;5;0;0;1735;1735;1695;45
288;A Landbouw, bosbouw en visserij;2010 4e kwartaal;1110;520;575;15;0;0;1110;1110;1040;70
289;A Landbouw, bosbouw en visserij;2010;7895;5845;2025;25;0;0;7895;7895;7690;205
290;A Landbouw, bosbouw en visserij;2011 1e kwartaal;940;505;425;10;0;0;940;940;885;55
291;A Landbouw, bosbouw en visserij;2011 2e kwartaal;955;725;225;5;0;0;955;955;900;55
292;A Landbouw, bosbouw en visserij;2011 3e kwartaal;795;540;235;20;0;0;795;795;735;60
293;A Landbouw, bosbouw en visserij;2011 4e kwartaal;1125;640;480;5;0;0;1125;1125;1045;85
294;A Landbouw, bosbouw en visserij;2011;3815;2410;1370;35;0;0;3815;3815;3565;250
295;A Landbouw, bosbouw en visserij;2012 1e kwartaal;650;515;135;5;0;0;650;650;615;35
296;A Landbouw, bosbouw en visserij;2012 2e kwartaal;1090;680;400;5;0;0;1090;1090;1020;70
297;A Landbouw, bosbouw en visserij;2012 3e kwartaal;680;490;195;0;0;0;680;680;635;45
298;A Landbouw, bosbouw en visserij;2012 4e kwartaal;740;455;280;5;0;0;740;740;690;45
299;A Landbouw, bosbouw en visserij;2012;3160;2135;1010;15;0;0;3160;3160;2965;195
300;A Landbouw, bosbouw en visserij;2013 1e kwartaal;740;495;245;0;0;0;740;740;685;55
301;A Landbouw, bosbouw en visserij;2013 2e kwartaal;985;640;345;0;0;0;985;985;915;70
302;A Landbouw, bosbouw en visserij;2013 3e kwartaal;670;525;145;0;0;0;670;670;620;50
303;A Landbouw, bosbouw en visserij;2013 4e kwartaal;555;420;130;5;0;0;555;555;495;55
304;A Landbouw, bosbouw en visserij;2013;2950;2080;860;10;0;0;2950;2950;2715;230
305;A Landbouw, bosbouw en visserij;2014 1e kwartaal;455;335;120;5;0;0;455;455;405;55
306;A Landbouw, bosbouw en visserij;2014 2e kwartaal;780;610;170;0;0;0;780;780;720;60
307;A Landbouw, bosbouw en visserij;2014 3e kwartaal;980;790;185;0;0;0;980;980;930;50
308;A Landbouw, bosbouw en visserij;2014 4e kwartaal;670;550;125;0;0;0;670;670;620;50
309;A Landbouw, bosbouw en visserij;2014;2890;2280;600;5;0;0;2890;2890;2675;215
310;A Landbouw, bosbouw en visserij;2015 1e kwartaal;700;565;135;0;0;0;700;700;630;70
311;A Landbouw, bosbouw en visserij;2015 2e kwartaal;1010;800;205;5;0;0;1010;1010;935;75
312;A Landbouw, bosbouw en visserij;2015 3e kwartaal;1510;1310;200;0;0;0;1510;1510;1460;50
313;A Landbouw, bosbouw en visserij;2015 4e kwartaal;650;550;95;0;0;0;650;650;580;70
314;A Landbouw, bosbouw en visserij;2015;3875;3225;635;10;0;0;3870;3875;3605;265
315;A Landbouw, bosbouw en visserij;2016 1e kwartaal;580;475;105;0;0;0;580;580;510;70
316;A Landbouw, bosbouw en visserij;2016 2e kwartaal;740;575;160;5;0;0;740;740;650;90
317;A Landbouw, bosbouw en visserij;2016 3e kwartaal;750;555;195;0;0;0;750;750;680;70
318;A Landbouw, bosbouw en visserij;2016 4e kwartaal;405;310;90;5;0;0;405;405;360;45
319;A Landbouw, bosbouw en visserij;2016;2475;1915;550;10;0;0;2475;2475;2205;275
320;A Landbouw, bosbouw en visserij;2017 1e kwartaal;480;365;115;0;0;0;480;480;400;80
321;A Landbouw, bosbouw en visserij;2017 2e kwartaal;720;525;190;5;0;0;720;720;635;80
322;A Landbouw, bosbouw en visserij;2017 3e kwartaal;700;520;180;0;0;0;700;700;635;65
323;A Landbouw, bosbouw en visserij;2017 4e kwartaal;490;405;85;0;0;0;490;490;425;65
324;A Landbouw, bosbouw en visserij;2017;2390;1810;570;5;0;0;2390;2390;2100;290
325;A Landbouw, bosbouw en visserij;2018 1e kwartaal;505;400;110;0;0;0;505;505;435;70
326;A Landbouw, bosbouw en visserij;2018 2e kwartaal;1075;870;200;0;0;0;1075;1075;945;125
327;A Landbouw, bosbouw en visserij;2018 3e kwartaal;955;775;180;0;0;0;955;955;850;105
328;A Landbouw, bosbouw en visserij;2018 4e kwartaal;665;590;75;0;0;0;665;665;580;85
329;A Landbouw, bosbouw en visserij;2018;3200;2630;565;5;0;0;3200;3200;2815;385
330;A Landbouw, bosbouw en visserij;2019 1e kwartaal;725;620;110;0;0;0;725;725;610;120
331;A Landbouw, bosbouw en visserij;2019 2e kwartaal;1015;835;175;5;0;0;1015;1015;910;105
332;A Landbouw, bosbouw en visserij;2019 3e kwartaal;935;785;145;0;0;0;935;935;835;95
333;A Landbouw, bosbouw en visserij;2019 4e kwartaal;625;530;90;5;0;0;625;625;555;70
334;A Landbouw, bosbouw en visserij;2019;3300;2765;520;15;0;0;3300;3300;2910;390
335;A Landbouw, bosbouw en visserij;2020 1e kwartaal;650;540;110;0;0;0;650;650;565;85
336;A Landbouw, bosbouw en visserij;2020 2e kwartaal;960;815;140;5;0;0;960;960;860;100
337;A Landbouw, bosbouw en visserij;2020 3e kwartaal;945;800;140;0;0;0;945;945;820;125
338;A Landbouw, bosbouw en visserij;2020 4e kwartaal;805;715;90;0;0;0;805;805;705;100
339;A Landbouw, bosbouw en visserij;2020;3360;2865;480;10;0;0;3360;3360;2950;405
340;A Landbouw, bosbouw en visserij;2021 1e kwartaal;705;590;110;0;0;0;705;705;610;95
341;A Landbouw, bosbouw en visserij;2021 2e kwartaal;1070;895;170;5;0;0;1070;1070;940;130
342;A Landbouw, bosbouw en visserij;2021 3e kwartaal;1070;925;145;0;0;0;1070;1070;985;90
343;A Landbouw, bosbouw en visserij;2021 4e kwartaal;720;630;85;5;0;0;720;720;650;75
344;A Landbouw, bosbouw en visserij;2021;3565;3045;510;10;0;0;3565;3565;3180;385
345;A Landbouw, bosbouw en visserij;2022 1e kwartaal;670;570;100;5;0;0;670;670;590;80
346;A Landbouw, bosbouw en visserij;2022 2e kwartaal;1030;825;200;5;0;0;1030;1030;920;110
347;A Landbouw, bosbouw en visserij;2022 3e kwartaal;1065;920;140;5;0;0;1065;1065;970;95
348;A Landbouw, bosbouw en visserij;2022 4e kwartaal;730;650;80;0;0;0;730;730;660;70
349;A Landbouw, bosbouw en visserij;2022;3500;2965;520;15;0;0;3500;3500;3140;355
350;A Landbouw, bosbouw en visserij;2023 1e kwartaal;595;515;80;0;0;0;595;595;535;65
351;A Landbouw, bosbouw en visserij;2023 2e kwartaal;1010;855;145;5;0;0;1010;1010;865;145
352;A Landbouw, bosbouw en visserij;2023 3e kwartaal;975;855;115;0;0;0;975;975;865;105
353;A Landbouw, bosbouw en visserij;2023 4e kwartaal;755;670;85;0;0;0;755;755;665;95
354;A Landbouw, bosbouw en visserij;2023;3335;2900;430;5;0;0;3335;3335;2925;410
355;A Landbouw, bosbouw en visserij;2024 1e kwartaal;665;560;105;0;0;0;665;665;580;85
356;A Landbouw, bosbouw en visserij;2024 2e kwartaal;935;755;180;0;0;0;935;935;810;125
357;A Landbouw, bosbouw en visserij;2024 3e kwartaal;1015;880;130;0;0;0;1015;1015;920;95
358;A Landbouw, bosbouw en visserij;2024 4e kwartaal;700;625;70;5;0;0;700;700;605;95
359;A Landbouw, bosbouw en visserij;2024;3315;2820;485;10;0;0;3315;3315;2910;400
360;01 Landbouw;2007 1e kwartaal;1115;780;315;20;0;0;1115;1115;940;175
361;01 Landbouw;2007 2e kwartaal;1250;845;395;10;0;0;1250;1250;1170;80
362;01 Landbouw;2007 3e kwartaal;1215;720;480;10;0;0;1215;1215;1090;125
363;01 Landbouw;2007 4e kwartaal;955;600;340;10;0;0;955;955;850;105
364;01 Landbouw;2007;4530;2945;1530;55;0;0;4530;4530;4050;485
365;01 Landbouw;2008 1e kwartaal;810;540;260;10;0;0;810;810;745;65
366;01 Landbouw;2008 2e kwartaal;1080;850;215;10;0;0;1080;1080;990;90
367;01 Landbouw;2008 3e kwartaal;1085;715;360;10;0;0;1085;1085;1025;60
368;01 Landbouw;2008 4e kwartaal;1300;675;610;15;0;0;1300;1300;1165;140
369;01 Landbouw;2008;4275;2785;1445;45;0;0;4275;4275;3925;350
370;01 Landbouw;2009 1e kwartaal;515;505;10;0;0;0;515;515;480;35
371;01 Landbouw;2009 2e kwartaal;2620;2165;445;5;0;0;2620;2620;2550;70
372;01 Landbouw;2009 3e kwartaal;2920;2535;375;10;0;0;2920;2920;2860;60
373;01 Landbouw;2009 4e kwartaal;3415;2575;815;25;0;0;3415;3415;3290;125
374;01 Landbouw;2009;9465;7780;1650;40;0;0;9465;9465;9180;290
375;01 Landbouw;2010 1e kwartaal;1205;1145;65;0;0;0;1205;1205;1180;30
376;01 Landbouw;2010 2e kwartaal;3770;3150;615;5;0;0;3770;3770;3715;60
377;01 Landbouw;2010 3e kwartaal;1710;945;760;5;0;0;1710;1710;1670;40
378;01 Landbouw;2010 4e kwartaal;1080;500;570;15;0;0;1080;1080;1015;65
379;01 Landbouw;2010;7770;5740;2005;25;0;0;7770;7770;7580;190
380;01 Landbouw;2011 1e kwartaal;920;490;420;10;0;0;920;920;865;50
381;01 Landbouw;2011 2e kwartaal;925;700;220;5;0;0;925;925;875;50
382;01 Landbouw;2011 3e kwartaal;775;530;235;15;0;0;775;775;725;55
383;01 Landbouw;2011 4e kwartaal;1100;620;475;5;0;0;1100;1100;1020;75
384;01 Landbouw;2011;3720;2340;1345;35;0;0;3720;3720;3490;230
385;01 Landbouw;2012 1e kwartaal;620;485;135;5;0;0;620;620;585;35
386;01 Landbouw;2012 2e kwartaal;1070;660;400;5;0;0;1070;1070;1005;65
387;01 Landbouw;2012 3e kwartaal;665;470;190;0;0;0;665;665;620;45
388;01 Landbouw;2012 4e kwartaal;720;440;270;5;0;0;720;720;675;45
389;01 Landbouw;2012;3075;2060;995;15;0;0;3075;3075;2885;190
390;01 Landbouw;2013 1e kwartaal;725;480;245;0;0;0;725;725;670;55
391;01 Landbouw;2013 2e kwartaal;965;625;340;0;0;0;965;965;900;65
392;01 Landbouw;2013 3e kwartaal;645;505;140;0;0;0;645;645;600;45
393;01 Landbouw;2013 4e kwartaal;535;405;125;5;0;0;535;535;480;55
394;01 Landbouw;2013;2870;2010;850;10;0;0;2870;2870;2650;220
395;01 Landbouw;2014 1e kwartaal;440;325;115;5;0;0;440;440;390;50
396;01 Landbouw;2014 2e kwartaal;755;585;170;0;0;0;755;755;700;55
397;01 Landbouw;2014 3e kwartaal;965;780;185;0;0;0;965;965;920;50
398;01 Landbouw;2014 4e kwartaal;645;525;120;0;0;0;645;645;600;50
399;01 Landbouw;2014;2810;2215;590;5;0;0;2810;2810;2605;205
400;01 Landbouw;2015 1e kwartaal;690;550;135;0;0;0;690;690;620;65
401;01 Landbouw;2015 2e kwartaal;980;775;200;5;0;0;980;980;910;70
402;01 Landbouw;2015 3e kwartaal;1480;1285;195;0;0;0;1480;1480;1440;45
403;01 Landbouw;2015 4e kwartaal;630;535;95;0;0;0;630;630;565;70
404;01 Landbouw;2015;3780;3145;625;5;0;0;3780;3780;3535;245
405;01 Landbouw;2016 1e kwartaal;560;460;100;0;0;0;560;560;495;65
406;01 Landbouw;2016 2e kwartaal;720;560;155;5;0;0;720;720;635;85
407;01 Landbouw;2016 3e kwartaal;730;540;190;0;0;0;730;730;665;65
408;01 Landbouw;2016 4e kwartaal;390;295;90;5;0;0;390;390;345;45
409;01 Landbouw;2016;2405;1855;540;10;0;0;2405;2405;2145;260
410;01 Landbouw;2017 1e kwartaal;460;350;110;0;0;0;460;460;390;75
411;01 Landbouw;2017 2e kwartaal;695;510;180;5;0;0;695;695;620;75
412;01 Landbouw;2017 3e kwartaal;680;505;175;0;0;0;675;680;620;60
413;01 Landbouw;2017 4e kwartaal;470;385;85;0;0;0;470;470;410;60
414;01 Landbouw;2017;2305;1745;550;5;0;0;2300;2305;2035;265
415;01 Landbouw;2018 1e kwartaal;490;385;105;0;0;0;490;490;425;70
416;01 Landbouw;2018 2e kwartaal;1045;845;200;0;0;0;1045;1045;925;120
417;01 Landbouw;2018 3e kwartaal;925;750;170;0;0;0;925;925;830;95
418;01 Landbouw;2018 4e kwartaal;655;575;75;0;0;0;655;655;570;85
419;01 Landbouw;2018;3110;2555;550;5;0;0;3110;3110;2750;365
420;01 Landbouw;2019 1e kwartaal;710;605;105;0;0;0;710;710;595;115
421;01 Landbouw;2019 2e kwartaal;990;815;175;5;0;0;990;990;890;100
422;01 Landbouw;2019 3e kwartaal;910;765;145;0;0;0;910;910;820;90
423;01 Landbouw;2019 4e kwartaal;605;515;85;5;0;0;605;605;540;65
424;01 Landbouw;2019;3220;2700;505;15;0;0;3220;3220;2850;370
425;01 Landbouw;2020 1e kwartaal;630;520;110;0;0;0;630;630;550;80
426;01 Landbouw;2020 2e kwartaal;940;800;135;5;0;0;940;940;840;100
427;01 Landbouw;2020 3e kwartaal;925;785;140;0;0;0;925;925;805;120
428;01 Landbouw;2020 4e kwartaal;790;700;90;0;0;0;790;790;695;95
429;01 Landbouw;2020;3285;2800;475;10;0;0;3285;3285;2890;395
430;01 Landbouw;2021 1e kwartaal;680;570;110;0;0;0;680;680;595;90
431;01 Landbouw;2021 2e kwartaal;1045;875;170;5;0;0;1045;1045;925;120
432;01 Landbouw;2021 3e kwartaal;1050;910;145;0;0;0;1050;1050;965;85
433;01 Landbouw;2021 4e kwartaal;700;615;85;5;0;0;700;700;630;75
434;01 Landbouw;2021;3480;2965;505;10;0;0;3480;3480;3115;370
435;01 Landbouw;2022 1e kwartaal;655;555;95;5;0;0;655;655;580;75
436;01 Landbouw;2022 2e kwartaal;1005;805;195;5;0;0;1005;1005;900;105
437;01 Landbouw;2022 3e kwartaal;1045;900;140;5;0;0;1045;1045;960;90
438;01 Landbouw;2022 4e kwartaal;710;630;80;0;0;0;710;710;645;65
439;01 Landbouw;2022;3420;2895;510;10;0;0;3420;3420;3085;335
440;01 Landbouw;2023 1e kwartaal;580;495;80;0;0;0;580;580;520;60
441;01 Landbouw;2023 2e kwartaal;985;835;145;5;0;0;985;985;845;140
442;01 Landbouw;2023 3e kwartaal;960;845;115;0;0;0;960;960;860;100
443;01 Landbouw;2023 4e kwartaal;750;660;85;0;0;0;750;750;655;95
444;01 Landbouw;2023;3275;2840;430;5;0;0;3275;3275;2880;395
445;01 Landbouw;2024 1e kwartaal;645;540;100;0;0;0;645;645;560;85
446;01 Landbouw;2024 2e kwartaal;905;735;170;0;0;0;905;905;785;120
447;01 Landbouw;2024 3e kwartaal;990;855;130;0;0;0;990;990;900;90
448;01 Landbouw;2024 4e kwartaal;690;615;70;5;0;0;690;690;595;95
449;01 Landbouw;2024;3225;2745;470;10;0;0;3225;3225;2840;385
450;011 Teelt van eenjarige gewassen;2007 1e kwartaal;205;105;80;15;0;0;205;205;150;55
451;011 Teelt van eenjarige gewassen;2007 2e kwartaal;215;105;105;5;0;0;215;215;190;25
452;011 Teelt van eenjarige gewassen;2007 3e kwartaal;180;70;105;5;0;0;180;180;140;35
453;011 Teelt van eenjarige gewassen;2007 4e kwartaal;175;75;95;5;0;0;175;175;140;35
454;011 Teelt van eenjarige gewassen;2007;770;355;385;35;0;0;770;770;620;150
455;011 Teelt van eenjarige gewassen;2008 1e kwartaal;140;75;60;5;0;0;140;140;115;25
456;011 Teelt van eenjarige gewassen;2008 2e kwartaal;120;70;50;0;0;0;120;120;100;20
457;011 Teelt van eenjarige gewassen;2008 3e kwartaal;130;45;80;5;0;0;130;130;115;15
458;011 Teelt van eenjarige gewassen;2008 4e kwartaal;240;100;135;5;0;0;240;240;195;50
459;011 Teelt van eenjarige gewassen;2008;630;290;325;15;0;0;630;630;520;105
460;011 Teelt van eenjarige gewassen;2009 1e kwartaal;45;45;0;0;0;0;45;45;35;10
461;011 Teelt van eenjarige gewassen;2009 2e kwartaal;635;525;105;5;0;0;635;635;615;20
462;011 Teelt van eenjarige gewassen;2009 3e kwartaal;795;685;105;0;0;0;795;795;775;20
463;011 Teelt van eenjarige gewassen;2009 4e kwartaal;800;590;205;10;0;0;800;800;760;40
464;011 Teelt van eenjarige gewassen;2009;2275;1845;415;10;0;0;2275;2275;2180;90
465;011 Teelt van eenjarige gewassen;2010 1e kwartaal;270;260;15;0;0;0;270;270;265;5
466;011 Teelt van eenjarige gewassen;2010 2e kwartaal;865;705;160;0;0;0;865;865;850;15
467;011 Teelt van eenjarige gewassen;2010 3e kwartaal;365;180;180;0;0;0;365;365;355;10
468;011 Teelt van eenjarige gewassen;2010 4e kwartaal;235;80;150;5;0;0;235;235;215;20
469;011 Teelt van eenjarige gewassen;2010;1740;1225;505;10;0;0;1740;1740;1685;50
470;011 Teelt van eenjarige gewassen;2011 1e kwartaal;180;80;100;5;0;0;180;180;165;15
471;011 Teelt van eenjarige gewassen;2011 2e kwartaal;155;105;50;0;0;0;155;155;150;10
472;011 Teelt van eenjarige gewassen;2011 3e kwartaal;145;70;70;5;0;0;145;145;125;20
473;011 Teelt van eenjarige gewassen;2011 4e kwartaal;245;115;130;0;0;0;245;245;225;20
474;011 Teelt van eenjarige gewassen;2011;725;370;350;10;0;0;725;725;665;65
475;011 Teelt van eenjarige gewassen;2012 1e kwartaal;90;65;25;0;0;0;90;90;85;10
476;011 Teelt van eenjarige gewassen;2012 2e kwartaal;175;85;85;5;0;0;175;175;155;20
