ID;PositieInHetHuishouden;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;PersonenInHuishoudens_1
26;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2048;19560466.0
27;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2049;19595613.0
28;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2050;19629749.0
29;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2051;19663221.0
30;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2052;19696284.0
31;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2053;19729367.0
32;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2054;19762976.0
33;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2055;19797610.0
34;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2056;19833698.0
35;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2057;19871683.0
36;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2058;19911931.0
37;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2059;19954733.0
38;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2060;20000277.0
39;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2061;20048774.0
40;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2062;20100240.0
41;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2063;20154641.0
42;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2064;20211867.0
43;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2065;20271808.0
44;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2066;20334199.0
45;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2067;20398788.0
46;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2068;20465199.0
47;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2069;20533091.0
48;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2070;20602155.0
49;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2022;
50;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2023;
51;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2024;
52;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2025;
53;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2026;
54;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2027;
55;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2028;
56;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2029;
57;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2030;
58;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2031;
59;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2032;
60;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2033;
61;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2034;
62;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2035;
63;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2036;
64;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2037;
65;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2038;
66;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2039;
67;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2040;
68;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2041;
69;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2042;
70;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2043;
71;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2044;
72;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2045;
73;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2046;
74;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2047;
75;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2048;
76;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2049;
77;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2050;
78;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2051;
79;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2052;
80;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2053;
81;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2054;
82;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2055;
83;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2056;
84;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2057;
85;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2058;
86;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2059;
87;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2060;
88;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2061;
89;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2062;
90;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2063;
91;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2064;
92;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2065;
93;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2066;
94;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2067;
95;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2068;
96;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2069;
97;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Ongehuwd;2070;
98;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2022;
99;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2023;
100;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2024;
101;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2025;
102;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2026;
103;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2027;
104;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2028;
105;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2029;
106;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2030;
107;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2031;
108;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2032;
109;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2033;
110;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2034;
111;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2035;
112;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2036;
113;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2037;
114;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2038;
115;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2039;
116;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2040;
117;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2041;
118;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2042;
119;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2043;
120;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2044;
121;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2045;
122;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2046;
123;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2047;
124;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2048;
125;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2049;
126;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2050;
127;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2051;
128;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2052;
129;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2053;
130;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2054;
131;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2055;
132;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2056;
133;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2057;
134;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2058;
135;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2059;
136;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2060;
137;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2061;
138;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2062;
139;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2063;
140;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2064;
141;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2065;
142;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2066;
143;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2067;
144;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2068;
145;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2069;
146;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gehuwd;2070;
147;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2022;
148;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2023;
149;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2024;
150;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2025;
151;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2026;
152;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2027;
153;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2028;
154;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2029;
155;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2030;
156;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2031;
157;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2032;
158;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2033;
159;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2034;
160;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2035;
161;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2036;
162;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2037;
163;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2038;
164;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2039;
165;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2040;
166;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2041;
167;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2042;
168;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2043;
169;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2044;
170;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2045;
171;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2046;
172;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2047;
173;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2048;
174;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2049;
175;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2050;
176;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2051;
177;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2052;
178;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2053;
179;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2054;
180;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2055;
181;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2056;
182;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2057;
183;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2058;
184;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2059;
185;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2060;
186;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2061;
187;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2062;
188;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2063;
189;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2064;
190;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2065;
191;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2066;
192;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2067;
193;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2068;
194;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2069;
195;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Verweduwd;2070;
196;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2022;
197;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2023;
198;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2024;
199;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2025;
200;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2026;
201;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2027;
202;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2028;
203;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2029;
204;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2030;
205;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2031;
206;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2032;
207;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2033;
208;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2034;
209;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2035;
210;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2036;
211;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2037;
212;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2038;
213;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2039;
214;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2040;
215;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2041;
216;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2042;
217;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2043;
218;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2044;
219;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2045;
220;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2046;
221;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2047;
222;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2048;
223;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2049;
224;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2050;
225;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2051;
226;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2052;
227;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2053;
228;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2054;
229;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2055;
230;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2056;
231;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2057;
232;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2058;
233;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2059;
234;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2060;
235;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2061;
236;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2062;
237;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2063;
238;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2064;
239;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2065;
240;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2066;
241;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2067;
242;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2068;
243;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2069;
244;Totaal personen in huishoudens;Totaal mannen en vrouwen;Totaal;Gescheiden;2070;
245;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2022;180305.0
246;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2023;179165.0
247;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2024;183804.0
248;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2025;187675.0
249;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2026;190728.0
250;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2027;194541.0
251;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2028;196431.0
252;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2029;198909.0
253;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2030;200979.0
254;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2031;202451.0
255;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2032;203585.0
256;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2033;204113.0
257;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2034;204496.0
258;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2035;204318.0
259;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2036;203689.0
260;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2037;202589.0
261;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2038;201058.0
262;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2039;199592.0
263;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2040;198332.0
264;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2041;197038.0
265;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2042;195759.0
266;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2043;194574.0
267;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2044;193539.0
268;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2045;192672.0
269;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2046;191926.0
270;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2047;191337.0
271;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2048;190931.0
272;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2049;190754.0
273;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2050;190834.0
274;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2051;191187.0
275;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2052;191827.0
276;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2053;192764.0
277;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2054;193996.0
278;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2055;195497.0
279;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2056;197227.0
280;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2057;199120.0
281;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2058;201108.0
282;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2059;203116.0
283;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2060;205068.0
284;Totaal personen in huishoudens;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2061;206890.0
